NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:31:15
DATA_INCLUDED	Angle
DATA_TYPES	LR_Angle

Frame	Time	LR_Angle	
202	2.01000	81.548
203	2.02000	81.472
204	2.03000	81.399
205	2.04000	81.336
206	2.05000	81.274
207	2.06000	81.218
208	2.07000	81.178
209	2.08000	81.164
210	2.09000	81.186
211	2.10000	81.259
212	2.11000	81.379
213	2.12000	81.525
214	2.13000	81.677
215	2.14000	81.822
216	2.15000	81.959
217	2.16000	82.086
218	2.17000	82.207
219	2.18000	82.334
220	2.19000	82.464
221	2.20000	82.609
222	2.21000	82.759
223	2.22000	82.898
224	2.23000	83.025
225	2.24000	83.177
226	2.25000	83.407
227	2.26000	83.793
228	2.27000	84.350
229	2.28000	85.028
230	2.29000	85.746
231	2.30000	86.435
232	2.31000	87.031
233	2.32000	87.494
234	2.33000	87.826
235	2.34000	88.072
236	2.35000	88.291
237	2.36000	88.554
238	2.37000	88.853
239	2.38000	89.151
240	2.39000	89.412
241	2.40000	89.614
242	2.41000	89.754
243	2.42000	89.840
244	2.43000	89.898
245	2.44000	89.940
246	2.45000	89.977
247	2.46000	90.014
248	2.47000	90.052
249	2.48000	90.090
250	2.49000	90.124
251	2.50000	90.144
252	2.51000	90.145
253	2.52000	90.124
254	2.53000	90.087
255	2.54000	90.035
256	2.55000	89.973
257	2.56000	89.909
258	2.57000	89.851
259	2.58000	89.803
260	2.59000	89.771
261	2.60000	89.753
262	2.61000	89.751
263	2.62000	89.764
264	2.63000	89.787
265	2.64000	89.811
266	2.65000	89.836
267	2.66000	89.859
268	2.67000	89.877
269	2.68000	89.892
270	2.69000	89.908
271	2.70000	89.924
272	2.71000	89.945
273	2.72000	89.968
274	2.73000	89.992
275	2.74000	90.015
276	2.75000	90.041
277	2.76000	90.070
278	2.77000	90.107
279	2.78000	90.151
280	2.79000	90.200
281	2.80000	90.255
282	2.81000	90.313
283	2.82000	90.373
284	2.83000	90.436
285	2.84000	90.500
286	2.85000	90.563
287	2.86000	90.627
288	2.87000	90.691
289	2.88000	90.748
290	2.89000	90.804
291	2.90000	90.856
292	2.91000	90.903
293	2.92000	90.944
294	2.93000	90.979
295	2.94000	91.007
296	2.95000	91.026
297	2.96000	91.034
298	2.97000	91.037
299	2.98000	91.028
300	2.99000	91.016
301	3.00000	91.001
302	3.01000	90.982
303	3.02000	90.960
304	3.03000	90.937
305	3.04000	90.916
306	3.05000	90.887
307	3.06000	90.863
308	3.07000	90.842
309	3.08000	90.820
310	3.09000	90.798
311	3.10000	90.778
312	3.11000	90.760
313	3.12000	90.746
314	3.13000	90.731
315	3.14000	90.708
316	3.15000	90.664
317	3.16000	90.606
318	3.17000	90.520
319	3.18000	90.403
320	3.19000	90.260
321	3.20000	90.090
322	3.21000	89.895
323	3.22000	89.680
324	3.23000	89.445
325	3.24000	89.197
326	3.25000	88.941
327	3.26000	88.690
328	3.27000	88.445
329	3.28000	88.211
330	3.29000	87.986
331	3.30000	87.763
332	3.31000	87.544
333	3.32000	87.332
334	3.33000	87.127
335	3.34000	86.930
336	3.35000	86.742
337	3.36000	86.560
338	3.37000	86.379
339	3.38000	86.197
340	3.39000	86.009
341	3.40000	85.816
342	3.41000	85.622
343	3.42000	85.435
344	3.43000	85.259
345	3.44000	85.099
346	3.45000	84.960
347	3.46000	84.839
348	3.47000	84.740
349	3.48000	84.659
350	3.49000	84.591
351	3.50000	84.530
352	3.51000	84.474
353	3.52000	84.425
354	3.53000	84.385
355	3.54000	84.354
356	3.55000	84.335
357	3.56000	84.323
358	3.57000	84.318
359	3.58000	84.319
360	3.59000	84.330
361	3.60000	84.362
362	3.61000	84.430
363	3.62000	84.545
364	3.63000	84.700
365	3.64000	84.876
366	3.65000	85.054
367	3.66000	85.215
368	3.67000	85.348
369	3.68000	85.451
370	3.69000	85.529
371	3.70000	85.602
372	3.71000	85.687
373	3.72000	85.794
374	3.73000	85.922
375	3.74000	86.062
376	3.75000	86.216
377	3.76000	86.382
378	3.77000	86.556
379	3.78000	86.739
380	3.79000	86.936
381	3.80000	87.147
382	3.81000	87.373
383	3.82000	87.615
384	3.83000	87.871
385	3.84000	88.131
386	3.85000	88.399
387	3.86000	88.671
388	3.87000	88.946
389	3.88000	89.220
390	3.89000	89.500
391	3.90000	89.786
392	3.91000	90.085
393	3.92000	90.400
394	3.93000	90.731
395	3.94000	91.072
396	3.95000	91.423
397	3.96000	91.784
398	3.97000	92.153
399	3.98000	92.522
400	3.99000	92.892
401	4.00000	93.260
402	4.01000	93.623
403	4.02000	93.983
404	4.03000	94.343
405	4.04000	94.700
406	4.05000	95.056
407	4.06000	95.408
408	4.07000	95.758
409	4.08000	96.099
410	4.09000	96.432
411	4.10000	96.752
412	4.11000	97.058
413	4.12000	97.351
414	4.13000	97.631
415	4.14000	97.896
416	4.15000	98.142
417	4.16000	98.368
418	4.17000	98.575
419	4.18000	98.761
420	4.19000	98.928
421	4.20000	99.076
422	4.21000	99.201
423	4.22000	99.307
424	4.23000	99.391
425	4.24000	99.456
426	4.25000	99.503
427	4.26000	99.538
428	4.27000	99.568
429	4.28000	99.593
430	4.29000	99.617
431	4.30000	99.635
432	4.31000	99.648
433	4.32000	99.652
434	4.33000	99.644
435	4.34000	99.624
436	4.35000	99.591
437	4.36000	99.549
438	4.37000	99.503
439	4.38000	99.453
440	4.39000	99.404
441	4.40000	99.356
442	4.41000	99.312
443	4.42000	99.274
444	4.43000	99.242
445	4.44000	99.216
446	4.45000	99.198
447	4.46000	99.189
448	4.47000	99.188
449	4.48000	99.195
450	4.49000	99.208
451	4.50000	99.224
452	4.51000	99.243
453	4.52000	99.267
454	4.53000	99.294
455	4.54000	99.324
456	4.55000	99.358
457	4.56000	99.395
458	4.57000	99.434
459	4.58000	99.474
460	4.59000	99.512
461	4.60000	99.548
462	4.61000	99.580
463	4.62000	99.612
464	4.63000	99.643
465	4.64000	99.673
466	4.65000	99.706
467	4.66000	99.741
468	4.67000	99.779
469	4.68000	99.820
470	4.69000	99.862
471	4.70000	99.904
472	4.71000	99.942
473	4.72000	99.979
474	4.73000	100.011
475	4.74000	100.037
476	4.75000	100.059
477	4.76000	100.077
478	4.77000	100.094
479	4.78000	100.112
480	4.79000	100.131
481	4.80000	100.156
482	4.81000	100.187
483	4.82000	100.223
484	4.83000	100.262
485	4.84000	100.304
486	4.85000	100.346
487	4.86000	100.383
488	4.87000	100.414
489	4.88000	100.440
490	4.89000	100.458
491	4.90000	100.471
492	4.91000	100.479
493	4.92000	100.482
494	4.93000	100.488
495	4.94000	100.497
496	4.95000	100.511
497	4.96000	100.530
498	4.97000	100.555
499	4.98000	100.580
500	4.99000	100.608
501	5.00000	100.634
502	5.01000	100.655
503	5.02000	100.673
504	5.03000	100.688
505	5.04000	100.702
506	5.05000	100.714
507	5.06000	100.728
508	5.07000	100.743
509	5.08000	100.755
510	5.09000	100.765
511	5.10000	100.768
512	5.11000	100.764
513	5.12000	100.755
514	5.13000	100.739
515	5.14000	100.719
516	5.15000	100.697
517	5.16000	100.678
518	5.17000	100.661
519	5.18000	100.638
520	5.19000	100.602
521	5.20000	100.548
522	5.21000	100.473
523	5.22000	100.380
524	5.23000	100.272
525	5.24000	100.155
526	5.25000	100.035
527	5.26000	99.910
528	5.27000	99.779
529	5.28000	99.637
530	5.29000	99.483
531	5.30000	99.319
532	5.31000	99.147
533	5.32000	98.964
534	5.33000	98.764
535	5.34000	98.547
536	5.35000	98.316
537	5.36000	98.079
538	5.37000	97.853
539	5.38000	97.642
540	5.39000	97.452
541	5.40000	97.281
542	5.41000	97.110
543	5.42000	96.919
544	5.43000	96.699
545	5.44000	96.461
546	5.45000	96.219
547	5.46000	95.984
548	5.47000	95.769
549	5.48000	95.558
550	5.49000	95.337
551	5.50000	95.098
552	5.51000	94.841
553	5.52000	94.571
554	5.53000	94.300
555	5.54000	94.023
556	5.55000	93.739
557	5.56000	93.445
558	5.57000	93.145
559	5.58000	92.840
560	5.59000	92.530
561	5.60000	92.212
562	5.61000	91.884
563	5.62000	91.545
564	5.63000	91.196
565	5.64000	90.829
566	5.65000	90.456
567	5.66000	90.091
568	5.67000	89.744
569	5.68000	89.422
570	5.69000	89.112
571	5.70000	88.798
572	5.71000	88.478
573	5.72000	88.156
574	5.73000	87.843
575	5.74000	87.543
576	5.75000	87.258
577	5.76000	86.990
578	5.77000	86.731
579	5.78000	86.477
580	5.79000	86.231
581	5.80000	85.998
582	5.81000	85.782
583	5.82000	85.577
584	5.83000	85.374
585	5.84000	85.173
586	5.85000	84.974
587	5.86000	84.787
588	5.87000	84.609
589	5.88000	84.447
590	5.89000	84.310
591	5.90000	84.196
592	5.91000	84.105
593	5.92000	84.036
594	5.93000	83.988
595	5.94000	83.967
596	5.95000	83.981
597	5.96000	84.030
598	5.97000	84.111
599	5.98000	84.220
600	5.99000	84.343
601	6.00000	84.470
602	6.01000	84.598
603	6.02000	84.728
604	6.03000	84.859
605	6.04000	84.998
606	6.05000	85.161
607	6.06000	85.347
608	6.07000	85.550
609	6.08000	85.762
610	6.09000	85.980
611	6.10000	86.222
612	6.11000	86.494
613	6.12000	86.797
614	6.13000	87.123
615	6.14000	87.463
616	6.15000	87.803
617	6.16000	88.122
618	6.17000	88.406
619	6.18000	88.661
620	6.19000	88.908
621	6.20000	89.179
622	6.21000	89.481
623	6.22000	89.824
624	6.23000	90.185
625	6.24000	90.539
626	6.25000	90.855
627	6.26000	91.116
628	6.27000	91.315
629	6.28000	91.461
630	6.29000	91.566
631	6.30000	91.663
632	6.31000	91.771
633	6.32000	91.913
634	6.33000	92.076
635	6.34000	92.261
636	6.35000	92.447
637	6.36000	92.619
638	6.37000	92.765
639	6.38000	92.881
640	6.39000	92.969
641	6.40000	93.037
642	6.41000	93.090
643	6.42000	93.134
644	6.43000	93.166
645	6.44000	93.198
646	6.45000	93.225
647	6.46000	93.244
648	6.47000	93.260
649	6.48000	93.269
650	6.49000	93.276
651	6.50000	93.278
652	6.51000	93.278
653	6.52000	93.276
654	6.53000	93.271
655	6.54000	93.264
656	6.55000	93.258
657	6.56000	93.249
658	6.57000	93.241
659	6.58000	93.229
660	6.59000	93.216
661	6.60000	93.202
662	6.61000	93.186
663	6.62000	93.168
664	6.63000	93.151
665	6.64000	93.132
666	6.65000	93.112
667	6.66000	93.092
668	6.67000	93.072
669	6.68000	93.051
670	6.69000	93.032
671	6.70000	93.012
672	6.71000	92.995
673	6.72000	92.981
674	6.73000	92.969
675	6.74000	92.957
676	6.75000	92.946
677	6.76000	92.937
678	6.77000	92.927
679	6.78000	92.914
680	6.79000	92.900
681	6.80000	92.881
682	6.81000	92.862
683	6.82000	92.844
684	6.83000	92.828
685	6.84000	92.814
686	6.85000	92.802
687	6.86000	92.787
688	6.87000	92.772
689	6.88000	92.759
690	6.89000	92.738
691	6.90000	92.698
692	6.91000	92.640
693	6.92000	92.559
694	6.93000	92.456
695	6.94000	92.328
696	6.95000	92.177
697	6.96000	92.013
698	6.97000	91.843
699	6.98000	91.672
700	6.99000	91.494
701	7.00000	91.304
702	7.01000	91.105
703	7.02000	90.898
704	7.03000	90.677
705	7.04000	90.437
706	7.05000	90.168
707	7.06000	89.873
708	7.07000	89.551
709	7.08000	89.211
710	7.09000	88.864
711	7.10000	88.511
712	7.11000	88.162
713	7.12000	87.824
714	7.13000	87.477
715	7.14000	87.138
716	7.15000	86.806
717	7.16000	86.486
718	7.17000	86.181
719	7.18000	85.906
720	7.19000	85.676
721	7.20000	85.488
722	7.21000	85.349
723	7.22000	85.250
724	7.23000	85.167
725	7.24000	85.112
726	7.25000	85.071
727	7.26000	85.029
728	7.27000	84.982
729	7.28000	84.925
730	7.29000	84.865
731	7.30000	84.804
732	7.31000	84.749
733	7.32000	84.694
734	7.33000	84.636
735	7.34000	84.587
736	7.35000	84.555
737	7.36000	84.555
738	7.37000	84.592
739	7.38000	84.662
740	7.39000	84.763
741	7.40000	84.886
742	7.41000	85.016
743	7.42000	85.138
744	7.43000	85.245
745	7.44000	85.338
746	7.45000	85.424
747	7.46000	85.513
748	7.47000	85.614
749	7.48000	85.729
750	7.49000	85.867
751	7.50000	86.027
752	7.51000	86.204
753	7.52000	86.392
754	7.53000	86.587
755	7.54000	86.783
756	7.55000	86.979
757	7.56000	87.173
758	7.57000	87.372
759	7.58000	87.576
760	7.59000	87.793
761	7.60000	88.021
762	7.61000	88.260
763	7.62000	88.506
764	7.63000	88.759
765	7.64000	89.016
766	7.65000	89.275
767	7.66000	89.534
768	7.67000	89.798
769	7.68000	90.065
770	7.69000	90.338
771	7.70000	90.619
772	7.71000	90.906
773	7.72000	91.200
774	7.73000	91.509
775	7.74000	91.827
776	7.75000	92.150
777	7.76000	92.478
778	7.77000	92.807
779	7.78000	93.132
780	7.79000	93.450
781	7.80000	93.768
782	7.81000	94.083
783	7.82000	94.396
784	7.83000	94.709
785	7.84000	95.015
786	7.85000	95.314
787	7.86000	95.605
788	7.87000	95.881
789	7.88000	96.139
790	7.89000	96.381
791	7.90000	96.613
792	7.91000	96.832
793	7.92000	97.038
794	7.93000	97.233
795	7.94000	97.416
796	7.95000	97.592
797	7.96000	97.758
798	7.97000	97.913
799	7.98000	98.055
800	7.99000	98.182
801	8.00000	98.296
802	8.01000	98.396
803	8.02000	98.479
804	8.03000	98.548
805	8.04000	98.609
806	8.05000	98.661
807	8.06000	98.711
808	8.07000	98.758
809	8.08000	98.804
810	8.09000	98.846
811	8.10000	98.887
812	8.11000	98.920
813	8.12000	98.944
814	8.13000	98.957
815	8.14000	98.961
816	8.15000	98.955
817	8.16000	98.943
818	8.17000	98.925
819	8.18000	98.906
820	8.19000	98.892
821	8.20000	98.884
822	8.21000	98.886
823	8.22000	98.899
824	8.23000	98.924
825	8.24000	98.958
826	8.25000	98.997
827	8.26000	99.034
828	8.27000	99.065
829	8.28000	99.082
830	8.29000	99.085
831	8.30000	99.074
832	8.31000	99.056
833	8.32000	99.037
834	8.33000	99.023
835	8.34000	99.019
836	8.35000	99.029
837	8.36000	99.052
838	8.37000	99.083
839	8.38000	99.120
840	8.39000	99.160
841	8.40000	99.203
842	8.41000	99.248
843	8.42000	99.294
844	8.43000	99.341
845	8.44000	99.386
846	8.45000	99.426
847	8.46000	99.461
848	8.47000	99.489
849	8.48000	99.511
850	8.49000	99.525
851	8.50000	99.537
852	8.51000	99.544
853	8.52000	99.549
854	8.53000	99.551
855	8.54000	99.549
856	8.55000	99.547
857	8.56000	99.547
858	8.57000	99.550
859	8.58000	99.559
860	8.59000	99.572
861	8.60000	99.594
862	8.61000	99.619
863	8.62000	99.643
864	8.63000	99.666
865	8.64000	99.688
866	8.65000	99.706
867	8.66000	99.722
868	8.67000	99.735
869	8.68000	99.748
870	8.69000	99.762
871	8.70000	99.778
872	8.71000	99.798
873	8.72000	99.823
874	8.73000	99.855
875	8.74000	99.895
876	8.75000	99.940
877	8.76000	99.990
878	8.77000	100.039
879	8.78000	100.087
880	8.79000	100.128
881	8.80000	100.160
882	8.81000	100.185
883	8.82000	100.200
884	8.83000	100.209
885	8.84000	100.215
886	8.85000	100.217
887	8.86000	100.220
888	8.87000	100.226
889	8.88000	100.235
890	8.89000	100.250
891	8.90000	100.273
892	8.91000	100.302
893	8.92000	100.333
894	8.93000	100.367
895	8.94000	100.396
896	8.95000	100.418
897	8.96000	100.433
898	8.97000	100.443
899	8.98000	100.446
900	8.99000	100.447
901	9.00000	100.448
902	9.01000	100.449
903	9.02000	100.452
904	9.03000	100.456
905	9.04000	100.460
906	9.05000	100.466
907	9.06000	100.472
908	9.07000	100.477
909	9.08000	100.480
910	9.09000	100.483
911	9.10000	100.483
912	9.11000	100.481
913	9.12000	100.479
914	9.13000	100.474
915	9.14000	100.468
916	9.15000	100.459
917	9.16000	100.450
918	9.17000	100.439
919	9.18000	100.429
920	9.19000	100.424
921	9.20000	100.419
922	9.21000	100.416
923	9.22000	100.411
924	9.23000	100.403
925	9.24000	100.388
926	9.25000	100.370
927	9.26000	100.346
928	9.27000	100.316
929	9.28000	100.284
930	9.29000	100.251
931	9.30000	100.221
932	9.31000	100.194
933	9.32000	100.172
934	9.33000	100.156
935	9.34000	100.146
936	9.35000	100.142
937	9.36000	100.144
938	9.37000	100.148
939	9.38000	100.154
940	9.39000	100.160
941	9.40000	100.167
942	9.41000	100.176
943	9.42000	100.183
944	9.43000	100.188
945	9.44000	100.191
946	9.45000	100.193
947	9.46000	100.198
948	9.47000	100.207
949	9.48000	100.219
950	9.49000	100.233
951	9.50000	100.246
952	9.51000	100.254
953	9.52000	100.256
954	9.53000	100.250
955	9.54000	100.238
956	9.55000	100.226
957	9.56000	100.213
958	9.57000	100.203
959	9.58000	100.194
960	9.59000	100.185
961	9.60000	100.171
962	9.61000	100.155
963	9.62000	100.138
964	9.63000	100.120
965	9.64000	100.104
966	9.65000	100.091
967	9.66000	100.081
968	9.67000	100.080
969	9.68000	100.082
970	9.69000	100.092
971	9.70000	100.107
972	9.71000	100.127
973	9.72000	100.153
974	9.73000	100.183
975	9.74000	100.217
976	9.75000	100.252
977	9.76000	100.290
978	9.77000	100.328
979	9.78000	100.367
980	9.79000	100.408
981	9.80000	100.452
982	9.81000	100.496
983	9.82000	100.541
984	9.83000	100.586
985	9.84000	100.632
986	9.85000	100.676
987	9.86000	100.717
988	9.87000	100.754
989	9.88000	100.788
990	9.89000	100.819
991	9.90000	100.848
992	9.91000	100.875
993	9.92000	100.902
994	9.93000	100.930
995	9.94000	100.958
996	9.95000	100.983
997	9.96000	101.008
998	9.97000	101.033
999	9.98000	101.056
1000	9.99000	101.079
