NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:29:19
DATA_INCLUDED	Angle
DATA_TYPES	HR_Angle

Frame	Time	HR_Angle	
285	2.84000	86.815
286	2.85000	86.776
287	2.86000	86.738
288	2.87000	86.709
289	2.88000	86.689
290	2.89000	86.679
291	2.90000	86.674
292	2.91000	86.669
293	2.92000	86.666
294	2.93000	86.658
295	2.94000	86.648
296	2.95000	86.636
297	2.96000	86.625
298	2.97000	86.617
299	2.98000	86.615
300	2.99000	86.619
301	3.00000	86.629
302	3.01000	86.644
303	3.02000	86.665
304	3.03000	86.689
305	3.04000	86.714
306	3.05000	86.736
307	3.06000	86.752
308	3.07000	86.759
309	3.08000	86.754
310	3.09000	86.738
311	3.10000	86.710
312	3.11000	86.669
313	3.12000	86.618
314	3.13000	86.558
315	3.14000	86.491
316	3.15000	86.415
317	3.16000	86.332
318	3.17000	86.240
319	3.18000	86.135
320	3.19000	86.018
321	3.20000	85.888
322	3.21000	85.745
323	3.22000	85.589
324	3.23000	85.422
325	3.24000	85.247
326	3.25000	85.071
327	3.26000	84.894
328	3.27000	84.724
329	3.28000	84.562
330	3.29000	84.411
331	3.30000	84.279
332	3.31000	84.168
333	3.32000	84.080
334	3.33000	84.020
335	3.34000	83.993
336	3.35000	84.001
337	3.36000	84.045
338	3.37000	84.123
339	3.38000	84.229
340	3.39000	84.359
341	3.40000	84.509
342	3.41000	84.675
343	3.42000	84.853
344	3.43000	85.047
345	3.44000	85.261
346	3.45000	85.501
347	3.46000	85.779
348	3.47000	86.101
349	3.48000	86.470
350	3.49000	86.890
351	3.50000	87.355
352	3.51000	87.868
353	3.52000	88.423
354	3.53000	89.015
355	3.54000	89.645
356	3.55000	90.311
357	3.56000	91.015
358	3.57000	91.753
359	3.58000	92.523
360	3.59000	93.322
361	3.60000	94.149
362	3.61000	95.003
363	3.62000	95.881
364	3.63000	96.786
365	3.64000	97.720
366	3.65000	98.684
367	3.66000	99.680
368	3.67000	100.706
369	3.68000	101.761
370	3.69000	102.840
371	3.70000	103.941
372	3.71000	105.056
373	3.72000	106.186
374	3.73000	107.328
375	3.74000	108.484
376	3.75000	109.653
377	3.76000	110.827
378	3.77000	112.018
379	3.78000	113.223
380	3.79000	114.440
381	3.80000	115.661
382	3.81000	116.885
383	3.82000	118.110
384	3.83000	119.331
385	3.84000	120.546
386	3.85000	121.752
387	3.86000	122.947
388	3.87000	124.145
389	3.88000	125.345
390	3.89000	126.550
391	3.90000	127.760
392	3.91000	128.975
393	3.92000	130.200
394	3.93000	131.428
395	3.94000	132.661
396	3.95000	133.896
397	3.96000	135.132
398	3.97000	136.365
399	3.98000	137.596
400	3.99000	138.821
401	4.00000	140.042
402	4.01000	141.259
403	4.02000	142.472
404	4.03000	143.671
405	4.04000	144.859
406	4.05000	146.031
407	4.06000	147.190
408	4.07000	148.333
409	4.08000	149.459
410	4.09000	150.569
411	4.10000	151.662
412	4.11000	152.736
413	4.12000	153.786
414	4.13000	154.802
415	4.14000	155.782
416	4.15000	156.721
417	4.16000	157.618
418	4.17000	158.470
419	4.18000	159.274
420	4.19000	160.031
421	4.20000	160.740
422	4.21000	161.400
423	4.22000	162.012
424	4.23000	162.576
425	4.24000	163.097
426	4.25000	163.578
427	4.26000	164.027
428	4.27000	164.447
429	4.28000	164.839
430	4.29000	165.216
431	4.30000	165.579
432	4.31000	165.928
433	4.32000	166.257
434	4.33000	166.564
435	4.34000	166.848
436	4.35000	167.106
437	4.36000	167.341
438	4.37000	167.552
439	4.38000	167.741
440	4.39000	167.917
441	4.40000	168.079
442	4.41000	168.229
443	4.42000	168.368
444	4.43000	168.502
445	4.44000	168.631
446	4.45000	168.756
447	4.46000	168.881
448	4.47000	169.007
449	4.48000	169.132
450	4.49000	169.251
451	4.50000	169.361
452	4.51000	169.459
453	4.52000	169.547
454	4.53000	169.624
455	4.54000	169.689
456	4.55000	169.749
457	4.56000	169.806
458	4.57000	169.860
459	4.58000	169.913
460	4.59000	169.962
461	4.60000	170.009
462	4.61000	170.050
463	4.62000	170.088
464	4.63000	170.122
465	4.64000	170.151
466	4.65000	170.180
467	4.66000	170.207
468	4.67000	170.227
469	4.68000	170.247
470	4.69000	170.261
471	4.70000	170.268
472	4.71000	170.270
473	4.72000	170.263
474	4.73000	170.248
475	4.74000	170.225
476	4.75000	170.198
477	4.76000	170.168
478	4.77000	170.140
479	4.78000	170.116
480	4.79000	170.097
481	4.80000	170.086
482	4.81000	170.082
483	4.82000	170.082
484	4.83000	170.084
485	4.84000	170.087
486	4.85000	170.084
487	4.86000	170.075
488	4.87000	170.058
489	4.88000	170.033
490	4.89000	169.999
491	4.90000	169.958
492	4.91000	169.907
493	4.92000	169.851
494	4.93000	169.791
495	4.94000	169.729
496	4.95000	169.667
497	4.96000	169.604
498	4.97000	169.542
499	4.98000	169.475
500	4.99000	169.401
501	5.00000	169.317
502	5.01000	169.222
503	5.02000	169.119
504	5.03000	169.010
505	5.04000	168.897
506	5.05000	168.777
507	5.06000	168.647
508	5.07000	168.507
509	5.08000	168.335
510	5.09000	168.125
511	5.10000	167.878
512	5.11000	167.592
513	5.12000	167.275
514	5.13000	166.933
515	5.14000	166.570
516	5.15000	166.193
517	5.16000	165.800
518	5.17000	165.388
519	5.18000	164.941
520	5.19000	164.461
521	5.20000	163.944
522	5.21000	163.385
523	5.22000	162.791
524	5.23000	162.166
525	5.24000	161.516
526	5.25000	160.852
527	5.26000	160.175
528	5.27000	159.485
529	5.28000	158.778
530	5.29000	158.042
531	5.30000	157.268
532	5.31000	156.453
533	5.32000	155.603
534	5.33000	154.716
535	5.34000	153.787
536	5.35000	152.810
537	5.36000	151.782
538	5.37000	150.716
539	5.38000	149.628
540	5.39000	148.529
541	5.40000	147.433
542	5.41000	146.340
543	5.42000	145.244
544	5.43000	144.129
545	5.44000	142.984
546	5.45000	141.800
547	5.46000	140.584
548	5.47000	139.355
549	5.48000	138.116
550	5.49000	136.865
551	5.50000	135.603
552	5.51000	134.327
553	5.52000	133.042
554	5.53000	131.753
555	5.54000	130.471
556	5.55000	129.201
557	5.56000	127.948
558	5.57000	126.706
559	5.58000	125.469
560	5.59000	124.230
561	5.60000	122.990
562	5.61000	121.754
563	5.62000	120.536
564	5.63000	119.321
565	5.64000	118.107
566	5.65000	116.898
567	5.66000	115.700
568	5.67000	114.519
569	5.68000	113.366
570	5.69000	112.247
571	5.70000	111.165
572	5.71000	110.122
573	5.72000	109.122
574	5.73000	108.154
575	5.74000	107.219
576	5.75000	106.316
577	5.76000	105.439
578	5.77000	104.590
579	5.78000	103.764
580	5.79000	102.959
581	5.80000	102.169
582	5.81000	101.390
583	5.82000	100.624
584	5.83000	99.869
585	5.84000	99.125
586	5.85000	98.392
587	5.86000	97.669
588	5.87000	96.959
589	5.88000	96.265
590	5.89000	95.587
591	5.90000	94.927
592	5.91000	94.284
593	5.92000	93.662
594	5.93000	93.061
595	5.94000	92.481
596	5.95000	91.918
597	5.96000	91.372
598	5.97000	90.843
599	5.98000	90.330
600	5.99000	89.838
601	6.00000	89.369
602	6.01000	88.924
603	6.02000	88.507
604	6.03000	88.116
605	6.04000	87.753
606	6.05000	87.427
607	6.06000	87.149
608	6.07000	86.933
609	6.08000	86.792
610	6.09000	86.732
611	6.10000	86.749
612	6.11000	86.831
613	6.12000	86.965
614	6.13000	87.131
615	6.14000	87.311
616	6.15000	87.494
617	6.16000	87.674
618	6.17000	87.849
619	6.18000	88.019
620	6.19000	88.174
621	6.20000	88.307
622	6.21000	88.411
623	6.22000	88.488
624	6.23000	88.539
625	6.24000	88.569
626	6.25000	88.585
627	6.26000	88.599
628	6.27000	88.615
629	6.28000	88.636
630	6.29000	88.664
631	6.30000	88.694
632	6.31000	88.726
633	6.32000	88.762
634	6.33000	88.803
635	6.34000	88.850
636	6.35000	88.909
637	6.36000	88.982
638	6.37000	89.069
639	6.38000	89.166
640	6.39000	89.273
641	6.40000	89.381
642	6.41000	89.487
643	6.42000	89.584
644	6.43000	89.670
645	6.44000	89.742
646	6.45000	89.803
647	6.46000	89.854
648	6.47000	89.901
649	6.48000	89.942
650	6.49000	89.979
651	6.50000	90.015
652	6.51000	90.049
653	6.52000	90.081
654	6.53000	90.112
655	6.54000	90.139
656	6.55000	90.164
657	6.56000	90.187
658	6.57000	90.207
659	6.58000	90.223
660	6.59000	90.235
661	6.60000	90.244
662	6.61000	90.247
663	6.62000	90.246
664	6.63000	90.239
665	6.64000	90.226
666	6.65000	90.207
667	6.66000	90.185
668	6.67000	90.159
669	6.68000	90.128
670	6.69000	90.092
671	6.70000	90.049
672	6.71000	89.997
673	6.72000	89.935
674	6.73000	89.861
675	6.74000	89.776
676	6.75000	89.681
677	6.76000	89.578
678	6.77000	89.468
679	6.78000	89.354
680	6.79000	89.238
681	6.80000	89.118
682	6.81000	88.996
683	6.82000	88.871
684	6.83000	88.739
685	6.84000	88.599
686	6.85000	88.450
687	6.86000	88.293
688	6.87000	88.127
689	6.88000	87.952
690	6.89000	87.767
691	6.90000	87.575
692	6.91000	87.379
693	6.92000	87.177
694	6.93000	86.968
695	6.94000	86.754
696	6.95000	86.534
697	6.96000	86.311
698	6.97000	86.083
699	6.98000	85.850
700	6.99000	85.615
701	7.00000	85.384
702	7.01000	85.159
703	7.02000	84.942
704	7.03000	84.735
705	7.04000	84.539
706	7.05000	84.359
707	7.06000	84.192
708	7.07000	84.042
709	7.08000	83.909
710	7.09000	83.797
711	7.10000	83.708
712	7.11000	83.644
713	7.12000	83.606
714	7.13000	83.595
715	7.14000	83.610
716	7.15000	83.654
717	7.16000	83.726
718	7.17000	83.828
719	7.18000	83.957
720	7.19000	84.115
721	7.20000	84.304
722	7.21000	84.528
723	7.22000	84.792
724	7.23000	85.101
725	7.24000	85.461
726	7.25000	85.876
727	7.26000	86.350
728	7.27000	86.883
729	7.28000	87.470
730	7.29000	88.104
731	7.30000	88.778
732	7.31000	89.484
733	7.32000	90.219
734	7.33000	90.977
735	7.34000	91.755
736	7.35000	92.558
737	7.36000	93.387
738	7.37000	94.244
739	7.38000	95.127
740	7.39000	96.038
741	7.40000	96.971
742	7.41000	97.931
743	7.42000	98.916
744	7.43000	99.930
745	7.44000	100.971
746	7.45000	102.042
747	7.46000	103.136
748	7.47000	104.248
749	7.48000	105.371
750	7.49000	106.498
751	7.50000	107.624
752	7.51000	108.752
753	7.52000	109.893
754	7.53000	111.051
755	7.54000	112.226
756	7.55000	113.417
757	7.56000	114.619
758	7.57000	115.830
759	7.58000	117.046
760	7.59000	118.263
761	7.60000	119.473
762	7.61000	120.672
763	7.62000	121.877
764	7.63000	123.088
765	7.64000	124.305
766	7.65000	125.526
767	7.66000	126.750
768	7.67000	127.982
769	7.68000	129.217
770	7.69000	130.456
771	7.70000	131.689
772	7.71000	132.913
773	7.72000	134.136
774	7.73000	135.356
775	7.74000	136.573
776	7.75000	137.789
777	7.76000	139.003
778	7.77000	140.221
779	7.78000	141.444
780	7.79000	142.668
781	7.80000	143.890
782	7.81000	145.105
783	7.82000	146.315
784	7.83000	147.509
785	7.84000	148.686
786	7.85000	149.842
787	7.86000	150.966
788	7.87000	152.056
789	7.88000	153.106
790	7.89000	154.113
791	7.90000	155.080
792	7.91000	156.013
793	7.92000	156.915
794	7.93000	157.788
795	7.94000	158.634
796	7.95000	159.453
797	7.96000	160.240
798	7.97000	160.994
799	7.98000	161.713
800	7.99000	162.392
801	8.00000	163.033
802	8.01000	163.637
803	8.02000	164.192
804	8.03000	164.714
805	8.04000	165.208
806	8.05000	165.682
807	8.06000	166.146
808	8.07000	166.597
809	8.08000	167.037
810	8.09000	167.457
811	8.10000	167.859
812	8.11000	168.229
813	8.12000	168.558
814	8.13000	168.857
815	8.14000	169.128
816	8.15000	169.370
817	8.16000	169.586
818	8.17000	169.775
819	8.18000	169.947
820	8.19000	170.104
821	8.20000	170.254
822	8.21000	170.405
823	8.22000	170.558
824	8.23000	170.721
825	8.24000	170.889
826	8.25000	171.058
827	8.26000	171.216
828	8.27000	171.365
829	8.28000	171.499
830	8.29000	171.616
831	8.30000	171.713
832	8.31000	171.800
833	8.32000	171.880
834	8.33000	171.958
835	8.34000	172.033
836	8.35000	172.108
837	8.36000	172.181
838	8.37000	172.260
839	8.38000	172.343
840	8.39000	172.430
841	8.40000	172.520
842	8.41000	172.617
843	8.42000	172.717
844	8.43000	172.818
845	8.44000	172.910
846	8.45000	172.989
847	8.46000	173.053
848	8.47000	173.103
849	8.48000	173.142
850	8.49000	173.171
851	8.50000	173.195
852	8.51000	173.215
853	8.52000	173.230
854	8.53000	173.244
855	8.54000	173.252
856	8.55000	173.257
857	8.56000	173.260
858	8.57000	173.268
859	8.58000	173.281
860	8.59000	173.305
861	8.60000	173.336
862	8.61000	173.370
863	8.62000	173.407
864	8.63000	173.441
865	8.64000	173.468
866	8.65000	173.486
867	8.66000	173.493
868	8.67000	173.494
869	8.68000	173.484
870	8.69000	173.471
871	8.70000	173.453
872	8.71000	173.434
873	8.72000	173.418
874	8.73000	173.407
875	8.74000	173.404
876	8.75000	173.406
877	8.76000	173.415
878	8.77000	173.428
879	8.78000	173.441
880	8.79000	173.451
881	8.80000	173.454
882	8.81000	173.450
883	8.82000	173.434
884	8.83000	173.413
885	8.84000	173.387
886	8.85000	173.356
887	8.86000	173.327
888	8.87000	173.300
889	8.88000	173.274
890	8.89000	173.252
891	8.90000	173.231
892	8.91000	173.211
893	8.92000	173.192
894	8.93000	173.177
895	8.94000	173.163
896	8.95000	173.149
897	8.96000	173.137
898	8.97000	173.123
899	8.98000	173.105
900	8.99000	173.085
901	9.00000	173.061
902	9.01000	173.035
903	9.02000	173.013
904	9.03000	172.992
905	9.04000	172.977
906	9.05000	172.969
907	9.06000	172.966
908	9.07000	172.969
909	9.08000	172.977
910	9.09000	172.986
911	9.10000	172.997
912	9.11000	173.009
913	9.12000	173.020
914	9.13000	173.026
915	9.14000	173.026
916	9.15000	173.024
917	9.16000	173.018
918	9.17000	173.012
919	9.18000	173.005
920	9.19000	173.000
921	9.20000	173.000
922	9.21000	173.004
923	9.22000	173.014
924	9.23000	173.026
925	9.24000	173.042
926	9.25000	173.061
927	9.26000	173.079
928	9.27000	173.100
929	9.28000	173.117
930	9.29000	173.130
931	9.30000	173.136
932	9.31000	173.137
933	9.32000	173.134
934	9.33000	173.127
935	9.34000	173.122
936	9.35000	173.116
937	9.36000	173.115
938	9.37000	173.121
939	9.38000	173.136
940	9.39000	173.161
941	9.40000	173.196
942	9.41000	173.243
943	9.42000	173.301
944	9.43000	173.365
945	9.44000	173.432
946	9.45000	173.497
947	9.46000	173.557
948	9.47000	173.611
949	9.48000	173.660
950	9.49000	173.705
951	9.50000	173.746
952	9.51000	173.786
953	9.52000	173.829
954	9.53000	173.871
955	9.54000	173.910
956	9.55000	173.948
957	9.56000	173.981
958	9.57000	174.011
959	9.58000	174.033
960	9.59000	174.048
961	9.60000	174.056
962	9.61000	174.055
963	9.62000	174.049
964	9.63000	174.035
965	9.64000	174.010
966	9.65000	173.977
967	9.66000	173.938
968	9.67000	173.894
969	9.68000	173.843
970	9.69000	173.792
971	9.70000	173.741
972	9.71000	173.688
973	9.72000	173.640
974	9.73000	173.593
975	9.74000	173.547
976	9.75000	173.508
977	9.76000	173.475
978	9.77000	173.446
979	9.78000	173.417
980	9.79000	173.388
981	9.80000	173.355
982	9.81000	173.317
983	9.82000	173.273
984	9.83000	173.226
985	9.84000	173.174
986	9.85000	173.119
987	9.86000	173.061
988	9.87000	172.998
989	9.88000	172.928
990	9.89000	172.854
991	9.90000	172.775
992	9.91000	172.694
993	9.92000	172.614
994	9.93000	172.537
995	9.94000	172.458
996	9.95000	172.387
997	9.96000	172.320
998	9.97000	172.256
999	9.98000	172.196
1000	9.99000	172.139
