NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:29:19
DATA_INCLUDED	Angle
DATA_TYPES	HR_Angle

Frame	Time	HR_Angle	
1	0.00000	171.886
2	0.01000	171.899
3	0.02000	171.910
4	0.03000	171.919
5	0.04000	171.927
6	0.05000	171.933
7	0.06000	171.940
8	0.07000	171.944
9	0.08000	171.943
10	0.09000	171.938
11	0.10000	171.931
12	0.11000	171.924
13	0.12000	171.918
14	0.13000	171.913
15	0.14000	171.909
16	0.15000	171.906
17	0.16000	171.900
18	0.17000	171.896
19	0.18000	171.890
20	0.19000	171.884
21	0.20000	171.880
22	0.21000	171.878
23	0.22000	171.877
24	0.23000	171.875
25	0.24000	171.872
26	0.25000	171.867
27	0.26000	171.862
28	0.27000	171.860
29	0.28000	171.858
30	0.29000	171.859
31	0.30000	171.860
32	0.31000	171.864
33	0.32000	171.868
34	0.33000	171.870
35	0.34000	171.871
36	0.35000	171.874
37	0.36000	171.877
38	0.37000	171.882
39	0.38000	171.887
40	0.39000	171.892
41	0.40000	171.899
42	0.41000	171.908
43	0.42000	171.916
44	0.43000	171.923
45	0.44000	171.928
46	0.45000	171.931
47	0.46000	171.931
48	0.47000	171.932
49	0.48000	171.934
50	0.49000	171.938
51	0.50000	171.945
52	0.51000	171.951
53	0.52000	171.957
54	0.53000	171.961
55	0.54000	171.963
56	0.55000	171.963
57	0.56000	171.961
58	0.57000	171.961
59	0.58000	171.963
60	0.59000	171.966
61	0.60000	171.970
62	0.61000	171.973
63	0.62000	171.977
64	0.63000	171.980
65	0.64000	171.981
66	0.65000	171.982
67	0.66000	171.985
68	0.67000	171.989
69	0.68000	171.993
70	0.69000	171.994
71	0.70000	171.994
72	0.71000	171.991
73	0.72000	171.985
74	0.73000	171.979
75	0.74000	171.976
76	0.75000	171.977
77	0.76000	171.982
78	0.77000	171.989
79	0.78000	171.996
80	0.79000	172.001
81	0.80000	172.004
82	0.81000	172.005
83	0.82000	172.005
84	0.83000	172.003
85	0.84000	172.001
86	0.85000	172.000
87	0.86000	172.000
88	0.87000	172.000
89	0.88000	172.002
90	0.89000	172.004
91	0.90000	172.008
92	0.91000	172.012
93	0.92000	172.015
94	0.93000	172.014
95	0.94000	172.010
96	0.95000	172.001
97	0.96000	171.988
98	0.97000	171.970
99	0.98000	171.947
100	0.99000	171.920
101	1.00000	171.891
102	1.01000	171.862
103	1.02000	171.834
104	1.03000	171.806
105	1.04000	171.776
106	1.05000	171.742
107	1.06000	171.703
108	1.07000	171.655
109	1.08000	171.600
110	1.09000	171.538
111	1.10000	171.469
112	1.11000	171.397
113	1.12000	171.321
114	1.13000	171.243
115	1.14000	171.157
116	1.15000	171.062
117	1.16000	170.970
118	1.17000	170.874
119	1.18000	170.767
120	1.19000	170.645
121	1.20000	170.500
122	1.21000	170.331
123	1.22000	170.132
124	1.23000	169.901
125	1.24000	169.634
126	1.25000	169.331
127	1.26000	169.007
128	1.27000	168.643
129	1.28000	168.236
130	1.29000	167.790
131	1.30000	167.303
132	1.31000	166.781
133	1.32000	166.219
134	1.33000	165.617
135	1.34000	164.972
136	1.35000	164.284
137	1.36000	163.558
138	1.37000	162.795
139	1.38000	162.007
140	1.39000	161.203
141	1.40000	160.383
142	1.41000	159.546
143	1.42000	158.685
144	1.43000	157.801
145	1.44000	156.889
146	1.45000	155.946
147	1.46000	154.956
148	1.47000	153.916
149	1.48000	152.831
150	1.49000	151.723
151	1.50000	150.615
152	1.51000	149.532
153	1.52000	148.483
154	1.53000	147.471
155	1.54000	146.484
156	1.55000	145.501
157	1.56000	144.496
158	1.57000	143.460
159	1.58000	142.389
160	1.59000	141.286
161	1.60000	140.165
162	1.61000	139.040
163	1.62000	137.916
164	1.63000	136.796
165	1.64000	135.686
166	1.65000	134.581
167	1.66000	133.486
168	1.67000	132.395
169	1.68000	131.305
170	1.69000	130.209
171	1.70000	129.105
172	1.71000	127.994
173	1.72000	126.880
174	1.73000	125.762
175	1.74000	124.644
176	1.75000	123.521
177	1.76000	122.392
178	1.77000	121.265
179	1.78000	120.152
180	1.79000	119.041
181	1.80000	117.931
182	1.81000	116.824
183	1.82000	115.722
184	1.83000	114.631
185	1.84000	113.550
186	1.85000	112.486
187	1.86000	111.440
188	1.87000	110.417
189	1.88000	109.414
190	1.89000	108.411
191	1.90000	107.411
192	1.91000	106.411
193	1.92000	105.414
194	1.93000	104.417
195	1.94000	103.419
196	1.95000	102.425
197	1.96000	101.438
198	1.97000	100.459
199	1.98000	99.492
200	1.99000	98.538
201	2.00000	97.604
202	2.01000	96.689
203	2.02000	95.797
204	2.03000	94.929
205	2.04000	94.079
206	2.05000	93.247
207	2.06000	92.428
208	2.07000	91.620
209	2.08000	90.824
210	2.09000	90.046
211	2.10000	89.288
212	2.11000	88.551
213	2.12000	87.838
214	2.13000	87.154
215	2.14000	86.494
216	2.15000	85.860
217	2.16000	85.250
218	2.17000	84.670
219	2.18000	84.122
220	2.19000	83.611
221	2.20000	83.141
222	2.21000	82.711
223	2.22000	82.326
224	2.23000	81.989
225	2.24000	81.699
226	2.25000	81.456
227	2.26000	81.254
228	2.27000	81.087
229	2.28000	80.947
230	2.29000	80.836
231	2.30000	80.764
232	2.31000	80.730
233	2.32000	80.729
234	2.33000	80.752
235	2.34000	80.790
236	2.35000	80.835
237	2.36000	80.878
238	2.37000	80.916
239	2.38000	80.946
240	2.39000	80.980
241	2.40000	81.026
242	2.41000	81.087
243	2.42000	81.149
244	2.43000	81.209
245	2.44000	81.258
246	2.45000	81.295
247	2.46000	81.319
248	2.47000	81.336
249	2.48000	81.356
250	2.49000	81.388
251	2.50000	81.441
252	2.51000	81.527
253	2.52000	81.647
254	2.53000	81.810
255	2.54000	82.014
256	2.55000	82.258
257	2.56000	82.534
258	2.57000	82.835
259	2.58000	83.151
260	2.59000	83.474
261	2.60000	83.790
262	2.61000	84.093
263	2.62000	84.378
264	2.63000	84.644
265	2.64000	84.889
266	2.65000	85.117
267	2.66000	85.329
268	2.67000	85.528
269	2.68000	85.712
270	2.69000	85.885
271	2.70000	86.043
272	2.71000	86.185
273	2.72000	86.310
274	2.73000	86.420
275	2.74000	86.517
276	2.75000	86.602
277	2.76000	86.677
278	2.77000	86.744
279	2.78000	86.801
280	2.79000	86.846
281	2.80000	86.877
282	2.81000	86.886
283	2.82000	86.877
284	2.83000	86.851
