NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:30:21
DATA_INCLUDED	Angle
DATA_TYPES	KR_Angle

Frame	Time	KR_Angle	
310	3.09000	85.125
311	3.10000	85.120
312	3.11000	85.118
313	3.12000	85.120
314	3.13000	85.124
315	3.14000	85.132
316	3.15000	85.143
317	3.16000	85.150
318	3.17000	85.155
319	3.18000	85.153
320	3.19000	85.145
321	3.20000	85.131
322	3.21000	85.115
323	3.22000	85.097
324	3.23000	85.077
325	3.24000	85.060
326	3.25000	85.049
327	3.26000	85.043
328	3.27000	85.048
329	3.28000	85.066
330	3.29000	85.096
331	3.30000	85.142
332	3.31000	85.204
333	3.32000	85.280
334	3.33000	85.373
335	3.34000	85.486
336	3.35000	85.619
337	3.36000	85.768
338	3.37000	85.935
339	3.38000	86.114
340	3.39000	86.302
341	3.40000	86.502
342	3.41000	86.712
343	3.42000	86.939
344	3.43000	87.184
345	3.44000	87.454
346	3.45000	87.749
347	3.46000	88.076
348	3.47000	88.435
349	3.48000	88.823
350	3.49000	89.241
351	3.50000	89.686
352	3.51000	90.160
353	3.52000	90.661
354	3.53000	91.189
355	3.54000	91.748
356	3.55000	92.336
357	3.56000	92.961
358	3.57000	93.618
359	3.58000	94.304
360	3.59000	95.020
361	3.60000	95.761
362	3.61000	96.527
363	3.62000	97.316
364	3.63000	98.128
365	3.64000	98.964
366	3.65000	99.822
367	3.66000	100.703
368	3.67000	101.604
369	3.68000	102.524
370	3.69000	103.461
371	3.70000	104.414
372	3.71000	105.380
373	3.72000	106.360
374	3.73000	107.356
375	3.74000	108.371
376	3.75000	109.403
377	3.76000	110.448
378	3.77000	111.520
379	3.78000	112.622
380	3.79000	113.749
381	3.80000	114.899
382	3.81000	116.064
383	3.82000	117.241
384	3.83000	118.428
385	3.84000	119.625
386	3.85000	120.822
387	3.86000	122.023
388	3.87000	123.244
389	3.88000	124.483
390	3.89000	125.736
391	3.90000	127.001
392	3.91000	128.278
393	3.92000	129.566
394	3.93000	130.859
395	3.94000	132.161
396	3.95000	133.462
397	3.96000	134.763
398	3.97000	136.061
399	3.98000	137.347
400	3.99000	138.616
401	4.00000	139.872
402	4.01000	141.114
403	4.02000	142.339
404	4.03000	143.545
405	4.04000	144.733
406	4.05000	145.897
407	4.06000	147.042
408	4.07000	148.165
409	4.08000	149.260
410	4.09000	150.327
411	4.10000	151.365
412	4.11000	152.363
413	4.12000	153.315
414	4.13000	154.210
415	4.14000	155.047
416	4.15000	155.818
417	4.16000	156.529
418	4.17000	157.179
419	4.18000	157.771
420	4.19000	158.307
421	4.20000	158.786
422	4.21000	159.209
423	4.22000	159.579
424	4.23000	159.897
425	4.24000	160.172
426	4.25000	160.410
427	4.26000	160.623
428	4.27000	160.817
429	4.28000	160.990
430	4.29000	161.159
431	4.30000	161.320
432	4.31000	161.474
433	4.32000	161.610
434	4.33000	161.728
435	4.34000	161.821
436	4.35000	161.885
437	4.36000	161.924
438	4.37000	161.938
439	4.38000	161.925
440	4.39000	161.906
441	4.40000	161.879
442	4.41000	161.852
443	4.42000	161.831
444	4.43000	161.821
445	4.44000	161.825
446	4.45000	161.845
447	4.46000	161.885
448	4.47000	161.941
449	4.48000	162.011
450	4.49000	162.086
451	4.50000	162.161
452	4.51000	162.231
453	4.52000	162.299
454	4.53000	162.362
455	4.54000	162.422
456	4.55000	162.484
457	4.56000	162.550
458	4.57000	162.615
459	4.58000	162.682
460	4.59000	162.746
461	4.60000	162.807
462	4.61000	162.861
463	4.62000	162.912
464	4.63000	162.961
465	4.64000	163.007
466	4.65000	163.057
467	4.66000	163.108
468	4.67000	163.157
469	4.68000	163.207
470	4.69000	163.253
471	4.70000	163.292
472	4.71000	163.325
473	4.72000	163.349
474	4.73000	163.368
475	4.74000	163.380
476	4.75000	163.392
477	4.76000	163.403
478	4.77000	163.417
479	4.78000	163.438
480	4.79000	163.463
481	4.80000	163.496
482	4.81000	163.533
483	4.82000	163.572
484	4.83000	163.611
485	4.84000	163.649
486	4.85000	163.681
487	4.86000	163.703
488	4.87000	163.713
489	4.88000	163.713
490	4.89000	163.701
491	4.90000	163.679
492	4.91000	163.644
493	4.92000	163.601
494	4.93000	163.554
495	4.94000	163.509
496	4.95000	163.466
497	4.96000	163.424
498	4.97000	163.383
499	4.98000	163.336
500	4.99000	163.279
501	5.00000	163.210
502	5.01000	163.128
503	5.02000	163.037
504	5.03000	162.944
505	5.04000	162.854
506	5.05000	162.766
507	5.06000	162.679
508	5.07000	162.593
509	5.08000	162.479
510	5.09000	162.334
511	5.10000	162.162
512	5.11000	161.965
513	5.12000	161.754
514	5.13000	161.540
515	5.14000	161.324
516	5.15000	161.111
517	5.16000	160.896
518	5.17000	160.675
519	5.18000	160.421
520	5.19000	160.139
521	5.20000	159.828
522	5.21000	159.481
523	5.22000	159.106
524	5.23000	158.703
525	5.24000	158.278
526	5.25000	157.840
527	5.26000	157.390
528	5.27000	156.934
529	5.28000	156.459
530	5.29000	155.959
531	5.30000	155.425
532	5.31000	154.850
533	5.32000	154.235
534	5.33000	153.563
535	5.34000	152.821
536	5.35000	152.008
537	5.36000	151.138
538	5.37000	150.247
539	5.38000	149.360
540	5.39000	148.499
541	5.40000	147.672
542	5.41000	146.864
543	5.42000	146.042
544	5.43000	145.173
545	5.44000	144.242
546	5.45000	143.256
547	5.46000	142.241
548	5.47000	141.229
549	5.48000	140.227
550	5.49000	139.221
551	5.50000	138.203
552	5.51000	137.159
553	5.52000	136.085
554	5.53000	134.988
555	5.54000	133.876
556	5.55000	132.753
557	5.56000	131.623
558	5.57000	130.482
559	5.58000	129.326
560	5.59000	128.147
561	5.60000	126.951
562	5.61000	125.749
563	5.62000	124.550
564	5.63000	123.337
565	5.64000	122.106
566	5.65000	120.856
567	5.66000	119.591
568	5.67000	118.324
569	5.68000	117.066
570	5.69000	115.822
571	5.70000	114.599
572	5.71000	113.395
573	5.72000	112.215
574	5.73000	111.051
575	5.74000	109.909
576	5.75000	108.789
577	5.76000	107.687
578	5.77000	106.608
579	5.78000	105.554
580	5.79000	104.530
581	5.80000	103.539
582	5.81000	102.582
583	5.82000	101.661
584	5.83000	100.775
585	5.84000	99.926
586	5.85000	99.111
587	5.86000	98.329
588	5.87000	97.576
589	5.88000	96.854
590	5.89000	96.161
591	5.90000	95.493
592	5.91000	94.848
593	5.92000	94.227
594	5.93000	93.629
595	5.94000	93.056
596	5.95000	92.502
597	5.96000	91.965
598	5.97000	91.440
599	5.98000	90.925
600	5.99000	90.414
601	6.00000	89.907
602	6.01000	89.403
603	6.02000	88.908
604	6.03000	88.422
605	6.04000	87.955
606	6.05000	87.518
607	6.06000	87.125
608	6.07000	86.790
609	6.08000	86.521
610	6.09000	86.323
611	6.10000	86.204
612	6.11000	86.161
613	6.12000	86.187
614	6.13000	86.266
615	6.14000	86.382
616	6.15000	86.519
617	6.16000	86.661
618	6.17000	86.793
619	6.18000	86.903
620	6.19000	86.985
621	6.20000	87.040
622	6.21000	87.065
623	6.22000	87.063
624	6.23000	87.030
625	6.24000	86.964
626	6.25000	86.867
627	6.26000	86.747
628	6.27000	86.607
629	6.28000	86.459
630	6.29000	86.314
631	6.30000	86.184
632	6.31000	86.079
633	6.32000	86.005
634	6.33000	85.958
635	6.34000	85.933
636	6.35000	85.930
637	6.36000	85.945
638	6.37000	85.975
639	6.38000	86.019
640	6.39000	86.074
641	6.40000	86.137
642	6.41000	86.203
643	6.42000	86.266
644	6.43000	86.316
645	6.44000	86.348
646	6.45000	86.364
647	6.46000	86.365
648	6.47000	86.357
649	6.48000	86.344
650	6.49000	86.329
651	6.50000	86.314
652	6.51000	86.304
653	6.52000	86.296
654	6.53000	86.288
655	6.54000	86.275
656	6.55000	86.260
657	6.56000	86.244
658	6.57000	86.226
659	6.58000	86.208
660	6.59000	86.192
661	6.60000	86.180
662	6.61000	86.172
663	6.62000	86.166
664	6.63000	86.162
665	6.64000	86.155
666	6.65000	86.148
667	6.66000	86.140
668	6.67000	86.131
669	6.68000	86.118
670	6.69000	86.108
671	6.70000	86.099
672	6.71000	86.088
673	6.72000	86.075
674	6.73000	86.060
675	6.74000	86.044
676	6.75000	86.028
677	6.76000	86.015
678	6.77000	86.006
679	6.78000	86.000
680	6.79000	85.999
681	6.80000	85.998
682	6.81000	85.997
683	6.82000	85.998
684	6.83000	86.000
685	6.84000	86.005
686	6.85000	86.011
687	6.86000	86.023
688	6.87000	86.037
689	6.88000	86.052
690	6.89000	86.066
691	6.90000	86.077
692	6.91000	86.085
693	6.92000	86.092
694	6.93000	86.096
695	6.94000	86.099
696	6.95000	86.100
697	6.96000	86.103
698	6.97000	86.108
699	6.98000	86.113
700	6.99000	86.123
701	7.00000	86.133
702	7.01000	86.145
703	7.02000	86.162
704	7.03000	86.185
705	7.04000	86.213
706	7.05000	86.249
707	7.06000	86.290
708	7.07000	86.338
709	7.08000	86.394
710	7.09000	86.463
711	7.10000	86.545
712	7.11000	86.642
713	7.12000	86.752
714	7.13000	86.886
715	7.14000	87.033
716	7.15000	87.191
717	7.16000	87.354
718	7.17000	87.525
719	7.18000	87.701
720	7.19000	87.888
721	7.20000	88.086
722	7.21000	88.300
723	7.22000	88.535
724	7.23000	88.804
725	7.24000	89.100
726	7.25000	89.427
727	7.26000	89.790
728	7.27000	90.188
729	7.28000	90.619
730	7.29000	91.085
731	7.30000	91.583
732	7.31000	92.118
733	7.32000	92.688
734	7.33000	93.292
735	7.34000	93.931
736	7.35000	94.604
737	7.36000	95.317
738	7.37000	96.067
739	7.38000	96.848
740	7.39000	97.661
741	7.40000	98.499
742	7.41000	99.360
743	7.42000	100.247
744	7.43000	101.162
745	7.44000	102.101
746	7.45000	103.069
747	7.46000	104.065
748	7.47000	105.082
749	7.48000	106.117
750	7.49000	107.161
751	7.50000	108.206
752	7.51000	109.251
753	7.52000	110.313
754	7.53000	111.393
755	7.54000	112.489
756	7.55000	113.604
757	7.56000	114.732
758	7.57000	115.872
759	7.58000	117.021
760	7.59000	118.171
761	7.60000	119.316
762	7.61000	120.451
763	7.62000	121.595
764	7.63000	122.742
765	7.64000	123.896
766	7.65000	125.055
767	7.66000	126.215
768	7.67000	127.381
769	7.68000	128.552
770	7.69000	129.728
771	7.70000	130.906
772	7.71000	132.084
773	7.72000	133.272
774	7.73000	134.465
775	7.74000	135.665
776	7.75000	136.866
777	7.76000	138.061
778	7.77000	139.248
779	7.78000	140.424
780	7.79000	141.584
781	7.80000	142.727
782	7.81000	143.851
783	7.82000	144.961
784	7.83000	146.053
785	7.84000	147.126
786	7.85000	148.176
787	7.86000	149.188
788	7.87000	150.157
789	7.88000	151.076
790	7.89000	151.940
791	7.90000	152.754
792	7.91000	153.523
793	7.92000	154.255
794	7.93000	154.950
795	7.94000	155.611
796	7.95000	156.243
797	7.96000	156.837
798	7.97000	157.389
799	7.98000	157.901
800	7.99000	158.364
801	8.00000	158.788
802	8.01000	159.173
803	8.02000	159.508
804	8.03000	159.819
805	8.04000	160.118
806	8.05000	160.412
807	8.06000	160.708
808	8.07000	161.001
809	8.08000	161.289
810	8.09000	161.559
811	8.10000	161.811
812	8.11000	162.032
813	8.12000	162.209
814	8.13000	162.365
815	8.14000	162.500
816	8.15000	162.609
817	8.16000	162.695
818	8.17000	162.758
819	8.18000	162.802
820	8.19000	162.833
821	8.20000	162.862
822	8.21000	162.899
823	8.22000	162.953
824	8.23000	163.034
825	8.24000	163.137
826	8.25000	163.252
827	8.26000	163.364
828	8.27000	163.467
829	8.28000	163.548
830	8.29000	163.600
831	8.30000	163.614
832	8.31000	163.606
833	8.32000	163.580
834	8.33000	163.550
835	8.34000	163.519
836	8.35000	163.496
837	8.36000	163.484
838	8.37000	163.493
839	8.38000	163.521
840	8.39000	163.566
841	8.40000	163.628
842	8.41000	163.708
843	8.42000	163.796
844	8.43000	163.888
845	8.44000	163.970
846	8.45000	164.033
847	8.46000	164.071
848	8.47000	164.086
849	8.48000	164.078
850	8.49000	164.054
851	8.50000	164.023
852	8.51000	163.989
853	8.52000	163.949
854	8.53000	163.909
855	8.54000	163.865
856	8.55000	163.820
857	8.56000	163.774
858	8.57000	163.737
859	8.58000	163.709
860	8.59000	163.696
861	8.60000	163.701
862	8.61000	163.717
863	8.62000	163.738
864	8.63000	163.762
865	8.64000	163.784
866	8.65000	163.800
867	8.66000	163.808
868	8.67000	163.812
869	8.68000	163.811
870	8.69000	163.810
871	8.70000	163.812
872	8.71000	163.814
873	8.72000	163.823
874	8.73000	163.842
875	8.74000	163.873
876	8.75000	163.912
877	8.76000	163.958
878	8.77000	164.009
879	8.78000	164.060
880	8.79000	164.105
881	8.80000	164.142
882	8.81000	164.163
883	8.82000	164.170
884	8.83000	164.172
885	8.84000	164.169
886	8.85000	164.164
887	8.86000	164.164
888	8.87000	164.172
889	8.88000	164.191
890	8.89000	164.222
891	8.90000	164.261
892	8.91000	164.306
893	8.92000	164.357
894	8.93000	164.413
895	8.94000	164.467
896	8.95000	164.516
897	8.96000	164.555
898	8.97000	164.583
899	8.98000	164.598
900	8.99000	164.601
901	9.00000	164.594
902	9.01000	164.584
903	9.02000	164.580
904	9.03000	164.579
905	9.04000	164.587
906	9.05000	164.603
907	9.06000	164.625
908	9.07000	164.649
909	9.08000	164.672
910	9.09000	164.691
911	9.10000	164.706
912	9.11000	164.716
913	9.12000	164.721
914	9.13000	164.716
915	9.14000	164.702
916	9.15000	164.683
917	9.16000	164.657
918	9.17000	164.628
919	9.18000	164.597
920	9.19000	164.569
921	9.20000	164.550
922	9.21000	164.535
923	9.22000	164.526
924	9.23000	164.521
925	9.24000	164.517
926	9.25000	164.515
927	9.26000	164.511
928	9.27000	164.504
929	9.28000	164.490
930	9.29000	164.471
931	9.30000	164.446
932	9.31000	164.417
933	9.32000	164.389
934	9.33000	164.363
935	9.34000	164.342
936	9.35000	164.328
937	9.36000	164.325
938	9.37000	164.330
939	9.38000	164.345
940	9.39000	164.370
941	9.40000	164.405
942	9.41000	164.449
943	9.42000	164.502
944	9.43000	164.558
945	9.44000	164.612
946	9.45000	164.660
947	9.46000	164.700
948	9.47000	164.732
949	9.48000	164.757
950	9.49000	164.777
951	9.50000	164.792
952	9.51000	164.805
953	9.52000	164.819
954	9.53000	164.831
955	9.54000	164.841
956	9.55000	164.845
957	9.56000	164.845
958	9.57000	164.845
959	9.58000	164.842
960	9.59000	164.837
961	9.60000	164.829
962	9.61000	164.820
963	9.62000	164.811
964	9.63000	164.799
965	9.64000	164.787
966	9.65000	164.774
967	9.66000	164.767
968	9.67000	164.771
969	9.68000	164.784
970	9.69000	164.813
971	9.70000	164.855
972	9.71000	164.907
973	9.72000	164.970
974	9.73000	165.040
975	9.74000	165.110
976	9.75000	165.184
977	9.76000	165.262
978	9.77000	165.344
979	9.78000	165.427
980	9.79000	165.512
981	9.80000	165.597
982	9.81000	165.681
983	9.82000	165.762
984	9.83000	165.840
985	9.84000	165.909
986	9.85000	165.973
987	9.86000	166.033
988	9.87000	166.088
989	9.88000	166.136
990	9.89000	166.179
991	9.90000	166.218
992	9.91000	166.250
993	9.92000	166.280
994	9.93000	166.307
995	9.94000	166.328
996	9.95000	166.352
997	9.96000	166.375
998	9.97000	166.396
999	9.98000	166.415
1000	9.99000	166.433
