NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:39:22
DATA_INCLUDED	Angular Velocity
DATA_TYPES	HR_Angular_Velocity

Frame	Time	HR_Angular_Velocity	
507	5.06000	-8.626
508	5.07000	-9.755
509	5.08000	-11.289
510	5.09000	-13.403
511	5.10000	-16.038
512	5.11000	-19.140
513	5.12000	-22.646
514	5.13000	-26.247
515	5.14000	-29.960
516	5.15000	-33.680
517	5.16000	-36.943
518	5.17000	-39.567
519	5.18000	-41.401
520	5.19000	-42.356
521	5.20000	-42.465
522	5.21000	-41.731
523	5.22000	-40.088
524	5.23000	-37.490
525	5.24000	-34.156
526	5.25000	-29.939
527	5.26000	-24.445
528	5.27000	-17.906
529	5.28000	-10.457
530	5.29000	-2.250
531	5.30000	6.265
532	5.31000	14.964
533	5.32000	23.412
534	5.33000	31.062
535	5.34000	37.446
536	5.35000	42.410
537	5.36000	46.108
538	5.37000	48.520
539	5.38000	49.892
540	5.39000	50.433
541	5.40000	50.437
542	5.41000	50.112
543	5.42000	49.376
544	5.43000	48.473
545	5.44000	47.317
546	5.45000	45.832
547	5.46000	44.086
548	5.47000	42.146
549	5.48000	39.993
550	5.49000	37.476
551	5.50000	34.858
552	5.51000	32.245
553	5.52000	30.148
554	5.53000	29.185
555	5.54000	29.218
556	5.55000	30.032
557	5.56000	31.507
558	5.57000	33.493
559	5.58000	35.643
560	5.59000	37.561
561	5.60000	39.190
562	5.61000	40.721
563	5.62000	42.460
564	5.63000	44.403
565	5.64000	46.177
566	5.65000	47.326
567	5.66000	47.607
568	5.67000	46.921
569	5.68000	44.806
570	5.69000	40.967
571	5.70000	35.825
572	5.71000	30.237
573	5.72000	25.275
574	5.73000	22.126
575	5.74000	21.622
576	5.75000	23.933
577	5.76000	28.700
578	5.77000	34.950
579	5.78000	41.356
580	5.79000	46.951
581	5.80000	51.474
582	5.81000	54.830
583	5.82000	57.036
584	5.83000	58.724
585	5.84000	60.693
586	5.85000	63.485
587	5.86000	67.505
588	5.87000	73.138
589	5.88000	80.560
590	5.89000	89.809
591	5.90000	100.687
592	5.91000	112.383
593	5.92000	123.807
594	5.93000	134.605
595	5.94000	144.612
596	5.95000	153.701
597	5.96000	162.785
598	5.97000	171.703
599	5.98000	179.507
600	5.99000	186.030
601	6.00000	191.048
602	6.01000	194.422
603	6.02000	196.626
604	6.03000	198.726
605	6.04000	201.814
606	6.05000	206.972
607	6.06000	213.805
608	6.07000	218.070
609	6.08000	216.263
610	6.09000	207.784
611	6.10000	191.772
612	6.11000	166.869
613	6.12000	133.784
614	6.13000	97.393
615	6.14000	65.701
616	6.15000	45.651
617	6.16000	39.142
618	6.17000	44.373
619	6.18000	58.977
620	6.19000	79.655
621	6.20000	100.353
622	6.21000	114.774
623	6.22000	119.440
624	6.23000	115.077
625	6.24000	105.576
626	6.25000	94.346
627	6.26000	83.123
628	6.27000	72.793
629	6.28000	64.036
630	6.29000	57.513
631	6.30000	53.560
632	6.31000	52.382
633	6.32000	52.846
634	6.33000	53.980
635	6.34000	55.889
636	6.35000	58.181
637	6.36000	60.517
638	6.37000	60.429
639	6.38000	57.771
640	6.39000	54.818
641	6.40000	51.828
642	6.41000	48.919
643	6.42000	45.675
644	6.43000	42.485
645	6.44000	39.854
646	6.45000	37.508
647	6.46000	35.110
648	6.47000	31.221
649	6.48000	26.777
650	6.49000	23.209
651	6.50000	19.978
652	6.51000	17.400
653	6.52000	15.477
654	6.53000	14.262
655	6.54000	13.419
656	6.55000	12.662
657	6.56000	11.851
658	6.57000	11.069
659	6.58000	10.508
660	6.59000	9.894
661	6.60000	9.287
662	6.61000	8.690
663	6.62000	7.992
664	6.63000	7.391
665	6.64000	6.946
666	6.65000	6.719
667	6.66000	6.665
668	6.67000	6.857
669	6.68000	7.382
670	6.69000	7.895
671	6.70000	8.254
672	6.71000	8.245
673	6.72000	7.740
674	6.73000	6.978
675	6.74000	6.060
676	6.75000	4.962
677	6.76000	4.126
678	6.77000	3.901
679	6.78000	4.251
680	6.79000	5.000
681	6.80000	5.728
682	6.81000	6.130
683	6.82000	5.949
684	6.83000	5.076
685	6.84000	3.639
686	6.85000	1.780
687	6.86000	-0.033
688	6.87000	-1.313
689	6.88000	-2.034
690	6.89000	-2.512
691	6.90000	-2.769
692	6.91000	-2.700
693	6.92000	-2.501
694	6.93000	-2.197
695	6.94000	-1.847
696	6.95000	-1.811
697	6.96000	-2.274
698	6.97000	-3.114
699	6.98000	-4.282
700	6.99000	-5.645
701	7.00000	-6.599
702	7.01000	-7.086
703	7.02000	-7.122
704	7.03000	-6.589
705	7.04000	-6.040
706	7.05000	-5.865
707	7.06000	-6.591
708	7.07000	-8.488
709	7.08000	-11.127
710	7.09000	-13.848
711	7.10000	-15.929
712	7.11000	-17.314
713	7.12000	-17.813
714	7.13000	-17.626
715	7.14000	-17.401
716	7.15000	-17.120
717	7.16000	-17.125
718	7.17000	-17.514
719	7.18000	-17.988
720	7.19000	-18.420
721	7.20000	-18.551
722	7.21000	-18.167
723	7.22000	-17.133
724	7.23000	-15.676
725	7.24000	-14.206
726	7.25000	-12.693
727	7.26000	-11.004
728	7.27000	-9.118
729	7.28000	-7.160
730	7.29000	-5.833
731	7.30000	-5.711
732	7.31000	-6.330
733	7.32000	-7.292
734	7.33000	-8.927
735	7.34000	-11.143
736	7.35000	-13.602
737	7.36000	-16.154
738	7.37000	-18.385
739	7.38000	-19.944
740	7.39000	-21.073
741	7.40000	-22.061
742	7.41000	-22.361
743	7.42000	-21.993
744	7.43000	-21.591
745	7.44000	-20.692
746	7.45000	-19.461
747	7.46000	-18.032
748	7.47000	-16.165
749	7.48000	-14.396
750	7.49000	-13.468
751	7.50000	-14.039
752	7.51000	-15.946
753	7.52000	-19.080
754	7.53000	-23.040
755	7.54000	-27.159
756	7.55000	-29.925
757	7.56000	-30.685
758	7.57000	-30.791
759	7.58000	-31.086
760	7.59000	-32.080
761	7.60000	-33.743
762	7.61000	-35.893
763	7.62000	-38.738
764	7.63000	-42.160
765	7.64000	-45.673
766	7.65000	-47.837
767	7.66000	-49.071
768	7.67000	-50.376
769	7.68000	-51.580
770	7.69000	-53.279
771	7.70000	-55.647
772	7.71000	-58.467
773	7.72000	-60.589
774	7.73000	-61.420
775	7.74000	-61.375
776	7.75000	-61.284
777	7.76000	-62.036
778	7.77000	-63.626
779	7.78000	-65.924
780	7.79000	-69.104
781	7.80000	-72.877
782	7.81000	-76.340
783	7.82000	-78.477
784	7.83000	-79.162
785	7.84000	-78.789
786	7.85000	-78.180
787	7.86000	-78.324
788	7.87000	-79.545
789	7.88000	-81.328
790	7.89000	-83.032
791	7.90000	-84.119
792	7.91000	-84.420
793	7.92000	-84.605
794	7.93000	-84.480
795	7.94000	-83.493
796	7.95000	-81.818
797	7.96000	-80.299
798	7.97000	-79.867
799	7.98000	-80.353
800	7.99000	-81.188
801	8.00000	-81.725
802	8.01000	-82.190
803	8.02000	-83.591
804	8.03000	-85.839
805	8.04000	-88.366
806	8.05000	-89.714
807	8.06000	-89.169
808	8.07000	-86.993
809	8.08000	-83.285
810	8.09000	-78.584
811	8.10000	-73.449
812	8.11000	-68.637
813	8.12000	-64.814
814	8.13000	-62.299
815	8.14000	-61.220
816	8.15000	-60.970
817	8.16000	-60.705
818	8.17000	-60.275
819	8.18000	-59.879
820	8.19000	-59.031
821	8.20000	-57.076
822	8.21000	-53.345
823	8.22000	-47.230
824	8.23000	-38.646
825	8.24000	-28.121
826	8.25000	-16.901
827	8.26000	-5.649
828	8.27000	4.594
829	8.28000	12.609
830	8.29000	18.498
831	8.30000	22.677
832	8.31000	25.495
833	8.32000	27.924
834	8.33000	30.827
835	8.34000	34.509
836	8.35000	38.690
837	8.36000	42.671
838	8.37000	46.232
839	8.38000	48.980
840	8.39000	50.520
841	8.40000	51.238
842	8.41000	51.303
843	8.42000	50.969
844	8.43000	50.301
845	8.44000	49.352
846	8.45000	47.880
847	8.46000	44.051
848	8.47000	37.293
849	8.48000	28.694
850	8.49000	19.721
851	8.50000	12.189
852	8.51000	7.331
853	8.52000	5.714
854	8.53000	7.366
855	8.54000	11.784
856	8.55000	17.495
857	8.56000	22.551
858	8.57000	26.730
859	8.58000	31.073
860	8.59000	36.065
861	8.60000	42.317
862	8.61000	50.473
863	8.62000	60.711
864	8.63000	72.672
865	8.64000	85.039
866	8.65000	96.514
867	8.66000	106.408
868	8.67000	113.910
869	8.68000	118.486
870	8.69000	120.063
871	8.70000	119.501
872	8.71000	117.703
873	8.72000	115.230
874	8.73000	112.763
875	8.74000	110.291
876	8.75000	107.799
877	8.76000	104.827
878	8.77000	100.834
879	8.78000	95.783
880	8.79000	89.823
881	8.80000	83.391
882	8.81000	76.731
883	8.82000	70.391
884	8.83000	64.500
885	8.84000	59.420
886	8.85000	55.525
887	8.86000	52.036
888	8.87000	48.928
889	8.88000	46.006
890	8.89000	43.117
891	8.90000	40.822
892	8.91000	39.143
893	8.92000	38.267
894	8.93000	37.730
895	8.94000	37.700
896	8.95000	38.204
897	8.96000	38.325
898	8.97000	37.793
899	8.98000	36.234
900	8.99000	33.557
901	9.00000	29.461
902	9.01000	23.480
903	9.02000	16.636
904	9.03000	10.082
905	9.04000	4.640
906	9.05000	1.022
907	9.06000	-0.260
908	9.07000	0.810
909	9.08000	4.037
910	9.09000	9.133
911	9.10000	14.447
912	9.11000	18.713
913	9.12000	22.284
914	9.13000	25.281
915	9.14000	27.347
916	9.15000	28.698
917	9.16000	29.006
918	9.17000	28.074
919	9.18000	26.283
920	9.19000	23.915
921	9.20000	21.060
922	9.21000	17.439
923	9.22000	13.558
924	9.23000	10.060
925	9.24000	6.951
926	9.25000	4.707
927	9.26000	2.919
928	9.27000	1.779
929	9.28000	1.440
930	9.29000	1.394
931	9.30000	1.941
932	9.31000	2.728
933	9.32000	3.664
934	9.33000	4.513
935	9.34000	4.585
936	9.35000	5.006
937	9.36000	5.646
938	9.37000	5.261
939	9.38000	3.828
940	9.39000	1.263
941	9.40000	-1.959
942	9.41000	-5.470
943	9.42000	-9.003
944	9.43000	-13.105
945	9.44000	-17.476
946	9.45000	-20.113
947	9.46000	-21.512
948	9.47000	-22.919
949	9.48000	-24.127
950	9.49000	-25.619
951	9.50000	-26.593
952	9.51000	-26.848
953	9.52000	-27.674
954	9.53000	-29.761
955	9.54000	-32.330
956	9.55000	-34.204
957	9.56000	-35.584
958	9.57000	-36.608
959	9.58000	-37.382
960	9.59000	-37.699
961	9.60000	-36.455
962	9.61000	-34.329
963	9.62000	-32.381
964	9.63000	-30.010
965	9.64000	-27.203
966	9.65000	-24.549
967	9.66000	-22.928
968	9.67000	-22.910
969	9.68000	-24.711
970	9.69000	-27.712
971	9.70000	-31.188
972	9.71000	-34.927
973	9.72000	-38.707
974	9.73000	-42.049
975	9.74000	-44.518
976	9.75000	-45.929
977	9.76000	-46.181
978	9.77000	-45.291
979	9.78000	-43.409
980	9.79000	-41.155
981	9.80000	-39.530
982	9.81000	-39.562
983	9.82000	-42.206
984	9.83000	-46.973
985	9.84000	-52.161
986	9.85000	-56.854
987	9.86000	-60.895
988	9.87000	-64.068
989	9.88000	-66.104
990	9.89000	-67.000
991	9.90000	-67.356
992	9.91000	-67.703
993	9.92000	-67.997
994	9.93000	-67.798
995	9.94000	-68.068
996	9.95000	-68.227
997	9.96000	-68.276
998	9.97000	-68.216
999	9.98000	-68.046
1000	9.99000	0.000
