NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:39:22
DATA_INCLUDED	Angular Velocity
DATA_TYPES	HR_Angular_Velocity

Frame	Time	HR_Angular_Velocity	
1	0.00000	0.000
2	0.01000	0.556
3	0.02000	0.979
4	0.03000	1.334
5	0.04000	1.621
6	0.05000	1.840
7	0.06000	1.992
8	0.07000	2.291
9	0.08000	2.427
10	0.09000	2.201
11	0.10000	1.792
12	0.11000	1.404
13	0.12000	1.055
14	0.13000	0.880
15	0.14000	0.846
16	0.15000	0.839
17	0.16000	0.918
18	0.17000	1.012
19	0.18000	1.066
20	0.19000	1.072
21	0.20000	1.059
22	0.21000	0.997
23	0.22000	0.894
24	0.23000	0.857
25	0.24000	0.727
26	0.25000	0.468
27	0.26000	0.311
28	0.27000	0.228
29	0.28000	0.185
30	0.29000	0.209
31	0.30000	0.205
32	0.31000	0.192
33	0.32000	-0.396
34	0.33000	-0.169
35	0.34000	1.192
36	0.35000	2.769
37	0.36000	2.647
38	0.37000	2.268
39	0.38000	2.332
40	0.39000	0.898
41	0.40000	-1.145
42	0.41000	-2.443
43	0.42000	-2.459
44	0.43000	-1.080
45	0.44000	1.121
46	0.45000	2.548
47	0.46000	2.229
48	0.47000	2.445
49	0.48000	2.729
50	0.49000	1.206
51	0.50000	-0.059
52	0.51000	-0.229
53	0.52000	0.161
54	0.53000	0.119
55	0.54000	0.171
56	0.55000	0.200
57	0.56000	0.354
58	0.57000	0.735
59	0.58000	1.075
60	0.59000	1.228
61	0.60000	1.444
62	0.61000	1.513
63	0.62000	1.410
64	0.63000	1.507
65	0.64000	1.639
66	0.65000	1.714
67	0.66000	1.880
68	0.67000	1.894
69	0.68000	1.570
70	0.69000	1.244
71	0.70000	0.996
72	0.71000	0.771
73	0.72000	0.632
74	0.73000	0.556
75	0.74000	0.461
76	0.75000	0.337
77	0.76000	0.334
78	0.77000	0.239
79	0.78000	-0.012
80	0.79000	-0.147
81	0.80000	-0.276
82	0.81000	-0.458
83	0.82000	-0.656
84	0.83000	-0.847
85	0.84000	-0.934
86	0.85000	-0.985
87	0.86000	-0.992
88	0.87000	-0.958
89	0.88000	-0.888
90	0.89000	-0.740
91	0.90000	-0.630
92	0.91000	-0.567
93	0.92000	-0.599
94	0.93000	-0.670
95	0.94000	-0.633
96	0.95000	-0.663
97	0.96000	-0.813
98	0.97000	-0.915
99	0.98000	-0.979
100	0.99000	-0.953
101	1.00000	-0.788
102	1.01000	-0.549
103	1.02000	-0.382
104	1.03000	-0.213
105	1.04000	-0.019
106	1.05000	0.040
107	1.06000	-0.052
108	1.07000	-0.141
109	1.08000	-0.281
110	1.09000	-0.469
111	1.10000	-0.464
112	1.11000	-0.478
113	1.12000	-0.508
114	1.13000	-0.484
115	1.14000	-0.534
116	1.15000	-0.411
117	1.16000	-0.111
118	1.17000	0.112
119	1.18000	0.211
120	1.19000	0.197
121	1.20000	0.177
122	1.21000	-0.067
123	1.22000	-0.375
124	1.23000	-0.786
125	1.24000	-1.255
126	1.25000	-1.333
127	1.26000	-1.203
128	1.27000	-1.043
129	1.28000	-0.890
130	1.29000	-0.783
131	1.30000	-0.691
132	1.31000	-0.687
133	1.32000	-0.739
134	1.33000	-0.827
135	1.34000	-0.934
136	1.35000	-0.899
137	1.36000	-0.742
138	1.37000	-0.645
139	1.38000	-0.623
140	1.39000	-0.591
141	1.40000	-0.474
142	1.41000	-0.334
143	1.42000	-0.263
144	1.43000	-0.196
145	1.44000	-0.101
146	1.45000	0.093
147	1.46000	0.273
148	1.47000	0.210
149	1.48000	0.078
150	1.49000	0.047
151	1.50000	0.185
152	1.51000	0.453
153	1.52000	0.534
154	1.53000	0.553
155	1.54000	0.768
156	1.55000	1.001
157	1.56000	1.127
158	1.57000	1.030
159	1.58000	0.870
160	1.59000	0.786
161	1.60000	0.712
162	1.61000	0.626
163	1.62000	0.359
164	1.63000	0.130
165	1.64000	0.127
166	1.65000	0.124
167	1.66000	0.130
168	1.67000	0.205
169	1.68000	0.402
170	1.69000	0.533
171	1.70000	0.686
172	1.71000	0.814
173	1.72000	0.640
174	1.73000	0.351
175	1.74000	-0.028
176	1.75000	-0.407
177	1.76000	-0.784
178	1.77000	-0.973
179	1.78000	-0.870
180	1.79000	-0.212
181	1.80000	-0.318
182	1.81000	-1.839
183	1.82000	-3.236
184	1.83000	-4.278
185	1.84000	-5.126
186	1.85000	-5.638
187	1.86000	-5.682
188	1.87000	-5.267
189	1.88000	-4.804
190	1.89000	-4.651
191	1.90000	-6.104
192	1.91000	-8.299
193	1.92000	-9.594
194	1.93000	-10.525
195	1.94000	-11.132
196	1.95000	-11.484
197	1.96000	-11.305
198	1.97000	-10.608
199	1.98000	-9.832
200	1.99000	-8.909
201	2.00000	-7.662
202	2.01000	-6.175
203	2.02000	-4.820
204	2.03000	-3.764
205	2.04000	-3.273
206	2.05000	-3.542
207	2.06000	-4.253
208	2.07000	-5.021
209	2.08000	-5.874
210	2.09000	-6.676
211	2.10000	-7.216
212	2.11000	-7.439
213	2.12000	-7.380
214	2.13000	-7.180
215	2.14000	-6.933
216	2.15000	-6.683
217	2.16000	-6.617
218	2.17000	-6.835
219	2.18000	-7.267
220	2.19000	-7.928
221	2.20000	-8.431
222	2.21000	-8.403
223	2.22000	-7.954
224	2.23000	-7.203
225	2.24000	-6.219
226	2.25000	-5.172
227	2.26000	-4.220
228	2.27000	-3.424
229	2.28000	-2.747
230	2.29000	-2.583
231	2.30000	-2.892
232	2.31000	-3.658
233	2.32000	-5.109
234	2.33000	-6.956
235	2.34000	-9.283
236	2.35000	-10.728
237	2.36000	-10.593
238	2.37000	-9.778
239	2.38000	-8.350
240	2.39000	-6.955
241	2.40000	-6.316
242	2.41000	-7.076
243	2.42000	-11.154
244	2.43000	-18.654
245	2.44000	-27.988
246	2.45000	-36.907
247	2.46000	-44.549
248	2.47000	-51.548
249	2.48000	-56.979
250	2.49000	-60.773
251	2.50000	-63.190
252	2.51000	-64.913
253	2.52000	-67.790
254	2.53000	-71.179
255	2.54000	-74.178
256	2.55000	-76.893
257	2.56000	-79.014
258	2.57000	-80.878
259	2.58000	-82.704
260	2.59000	-84.582
261	2.60000	-86.067
262	2.61000	-87.011
263	2.62000	-87.410
264	2.63000	-86.976
265	2.64000	-86.181
266	2.65000	-85.225
267	2.66000	-83.939
268	2.67000	-82.559
269	2.68000	-81.590
270	2.69000	-81.196
271	2.70000	-81.282
272	2.71000	-81.999
273	2.72000	-83.415
274	2.73000	-85.239
275	2.74000	-87.201
276	2.75000	-89.044
277	2.76000	-90.117
278	2.77000	-89.989
279	2.78000	-88.176
280	2.79000	-84.929
281	2.80000	-81.021
282	2.81000	-77.029
283	2.82000	-73.409
284	2.83000	-70.191
285	2.84000	-67.939
286	2.85000	-66.789
287	2.86000	-66.702
288	2.87000	-68.013
289	2.88000	-70.101
290	2.89000	-72.745
291	2.90000	-76.402
292	2.91000	-80.566
293	2.92000	-84.581
294	2.93000	-88.234
295	2.94000	-91.578
296	2.95000	-94.000
297	2.96000	-95.140
298	2.97000	-95.875
299	2.98000	-95.639
300	2.99000	-93.691
301	3.00000	-90.556
302	3.01000	-86.517
303	3.02000	-82.061
304	3.03000	-78.121
305	3.04000	-75.242
306	3.05000	-72.657
307	3.06000	-70.137
308	3.07000	-68.686
309	3.08000	-67.508
310	3.09000	-65.784
311	3.10000	-63.734
312	3.11000	-61.741
313	3.12000	-60.209
314	3.13000	-59.781
315	3.14000	-60.702
316	3.15000	-62.060
317	3.16000	-63.709
318	3.17000	-65.565
319	3.18000	-66.708
320	3.19000	-66.752
321	3.20000	-65.462
322	3.21000	-62.777
323	3.22000	-59.300
324	3.23000	-55.578
325	3.24000	-52.157
326	3.25000	-49.576
327	3.26000	-47.991
328	3.27000	-47.186
329	3.28000	-46.804
330	3.29000	-46.908
331	3.30000	-47.449
332	3.31000	-48.151
333	3.32000	-48.884
334	3.33000	-49.199
335	3.34000	-49.049
336	3.35000	-48.623
337	3.36000	-47.699
338	3.37000	-46.345
339	3.38000	-44.893
340	3.39000	-43.635
341	3.40000	-42.716
342	3.41000	-42.014
343	3.42000	-41.393
344	3.43000	-40.316
345	3.44000	-38.657
346	3.45000	-36.767
347	3.46000	-34.764
348	3.47000	-33.098
349	3.48000	-32.044
350	3.49000	-31.510
351	3.50000	-31.512
352	3.51000	-32.077
353	3.52000	-33.147
354	3.53000	-34.181
355	3.54000	-34.846
356	3.55000	-35.053
357	3.56000	-34.475
358	3.57000	-33.200
359	3.58000	-31.316
360	3.59000	-29.012
361	3.60000	-26.753
362	3.61000	-25.007
363	3.62000	-24.058
364	3.63000	-24.173
365	3.64000	-25.249
366	3.65000	-27.162
367	3.66000	-29.743
368	3.67000	-32.251
369	3.68000	-34.247
370	3.69000	-35.553
371	3.70000	-35.874
372	3.71000	-35.179
373	3.72000	-33.719
374	3.73000	-31.821
375	3.74000	-29.748
376	3.75000	-27.788
377	3.76000	-25.947
378	3.77000	-23.820
379	3.78000	-21.439
380	3.79000	-19.007
381	3.80000	-16.758
382	3.81000	-14.737
383	3.82000	-12.904
384	3.83000	-11.356
385	3.84000	-9.918
386	3.85000	-8.550
387	3.86000	-7.176
388	3.87000	-5.514
389	3.88000	-4.162
390	3.89000	-3.121
391	3.90000	-2.297
392	3.91000	-1.837
393	3.92000	-1.340
394	3.93000	-0.728
395	3.94000	0.241
396	3.95000	1.652
397	3.96000	3.123
398	3.97000	4.430
399	3.98000	5.249
400	3.99000	5.775
401	4.00000	6.498
402	4.01000	7.481
403	4.02000	9.110
404	4.03000	11.239
405	4.04000	13.126
406	4.05000	14.228
407	4.06000	14.123
408	4.07000	12.741
409	4.08000	10.043
410	4.09000	6.207
411	4.10000	2.377
412	4.11000	-1.201
413	4.12000	-4.986
414	4.13000	-9.297
415	4.14000	-14.004
416	4.15000	-18.118
417	4.16000	-20.509
418	4.17000	-20.966
419	4.18000	-20.122
420	4.19000	-18.056
421	4.20000	-14.891
422	4.21000	-11.768
423	4.22000	-10.110
424	4.23000	-10.363
425	4.24000	-11.792
426	4.25000	-13.601
427	4.26000	-15.159
428	4.27000	-16.230
429	4.28000	-16.904
430	4.29000	-16.966
431	4.30000	-16.391
432	4.31000	-15.419
433	4.32000	-14.367
434	4.33000	-13.264
435	4.34000	-11.983
436	4.35000	-10.828
437	4.36000	-9.574
438	4.37000	-7.793
439	4.38000	-5.474
440	4.39000	-2.983
441	4.40000	-0.728
442	4.41000	1.359
443	4.42000	3.083
444	4.43000	4.007
445	4.44000	4.183
446	4.45000	3.565
447	4.46000	2.633
448	4.47000	2.007
449	4.48000	1.598
450	4.49000	1.232
451	4.50000	0.926
452	4.51000	0.816
453	4.52000	0.757
454	4.53000	0.654
455	4.54000	0.646
456	4.55000	0.666
457	4.56000	0.833
458	4.57000	1.176
459	4.58000	1.401
460	4.59000	1.330
461	4.60000	0.972
462	4.61000	0.265
463	4.62000	-0.849
464	4.63000	-2.219
465	4.64000	-3.520
466	4.65000	-4.375
467	4.66000	-4.758
468	4.67000	-4.572
469	4.68000	-3.937
470	4.69000	-3.351
471	4.70000	-2.645
472	4.71000	-2.019
473	4.72000	-1.765
474	4.73000	-1.607
475	4.74000	-1.397
476	4.75000	-0.984
477	4.76000	-0.500
478	4.77000	0.273
479	4.78000	1.737
480	4.79000	3.661
481	4.80000	5.890
482	4.81000	7.955
483	4.82000	9.423
484	4.83000	10.276
485	4.84000	10.127
486	4.85000	8.961
487	4.86000	7.181
488	4.87000	5.240
489	4.88000	3.690
490	4.89000	2.506
491	4.90000	1.592
492	4.91000	1.135
493	4.92000	1.037
494	4.93000	1.250
495	4.94000	1.604
496	4.95000	1.806
497	4.96000	1.895
498	4.97000	1.839
499	4.98000	1.295
500	4.99000	0.184
501	5.00000	-1.289
502	5.01000	-2.827
503	5.02000	-4.337
504	5.03000	-5.612
505	5.04000	-6.581
506	5.05000	-7.572
