NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:29:36
DATA_INCLUDED	Angular Velocity
DATA_TYPES	HR_Angular_Velocity

Frame	Time	HR_Angular_Velocity	
113	1.12000	-7.719
114	1.13000	-8.180
115	1.14000	-9.042
116	1.15000	-9.370
117	1.16000	-9.413
118	1.17000	-10.160
119	1.18000	-11.449
120	1.19000	-13.343
121	1.20000	-15.677
122	1.21000	-18.402
123	1.22000	-21.503
124	1.23000	-24.911
125	1.24000	-28.517
126	1.25000	-31.346
127	1.26000	-34.392
128	1.27000	-38.522
129	1.28000	-42.641
130	1.29000	-46.650
131	1.30000	-50.452
132	1.31000	-54.218
133	1.32000	-58.171
134	1.33000	-62.351
135	1.34000	-66.682
136	1.35000	-70.697
137	1.36000	-74.418
138	1.37000	-77.532
139	1.38000	-79.619
140	1.39000	-81.217
141	1.40000	-82.869
142	1.41000	-84.914
143	1.42000	-87.257
144	1.43000	-89.806
145	1.44000	-92.749
146	1.45000	-96.611
147	1.46000	-101.504
148	1.47000	-106.260
149	1.48000	-109.648
150	1.49000	-110.821
151	1.50000	-109.548
152	1.51000	-106.600
153	1.52000	-103.011
154	1.53000	-99.936
155	1.54000	-98.532
156	1.55000	-99.400
157	1.56000	-102.051
158	1.57000	-105.344
159	1.58000	-108.673
160	1.59000	-111.217
161	1.60000	-112.324
162	1.61000	-112.432
163	1.62000	-112.174
164	1.63000	-111.528
165	1.64000	-110.744
166	1.65000	-109.996
167	1.66000	-109.330
168	1.67000	-109.018
169	1.68000	-109.275
170	1.69000	-110.038
171	1.70000	-110.758
172	1.71000	-111.253
173	1.72000	-111.607
174	1.73000	-111.783
175	1.74000	-112.069
176	1.75000	-112.594
177	1.76000	-112.795
178	1.77000	-112.013
179	1.78000	-111.213
180	1.79000	-111.061
181	1.80000	-110.844
182	1.81000	-110.418
183	1.82000	-109.648
184	1.83000	-108.610
185	1.84000	-107.217
186	1.85000	-105.522
187	1.86000	-103.453
188	1.87000	-101.274
189	1.88000	-100.312
190	1.89000	-100.164
191	1.90000	-99.979
192	1.91000	-99.836
193	1.92000	-99.705
194	1.93000	-99.739
195	1.94000	-99.595
196	1.95000	-99.087
197	1.96000	-98.307
198	1.97000	-97.296
199	1.98000	-96.057
200	1.99000	-94.407
201	2.00000	-92.476
202	2.01000	-90.303
203	2.02000	-87.980
204	2.03000	-85.947
205	2.04000	-84.083
206	2.05000	-82.509
207	2.06000	-81.378
208	2.07000	-80.205
209	2.08000	-78.671
210	2.09000	-76.795
211	2.10000	-74.781
212	2.11000	-72.495
213	2.12000	-69.849
214	2.13000	-67.206
215	2.14000	-64.681
216	2.15000	-62.196
217	2.16000	-59.533
218	2.17000	-56.433
219	2.18000	-52.905
220	2.19000	-49.026
221	2.20000	-45.006
222	2.21000	-40.766
223	2.22000	-36.097
224	2.23000	-31.324
225	2.24000	-26.685
226	2.25000	-22.285
227	2.26000	-18.445
228	2.27000	-15.350
229	2.28000	-12.517
230	2.29000	-9.142
231	2.30000	-5.313
232	2.31000	-1.748
233	2.32000	1.087
234	2.33000	3.063
235	2.34000	4.133
236	2.35000	4.406
237	2.36000	4.058
238	2.37000	3.364
239	2.38000	3.191
240	2.39000	4.021
241	2.40000	5.358
242	2.41000	6.161
243	2.42000	6.091
244	2.43000	5.456
245	2.44000	4.309
246	2.45000	3.039
247	2.46000	2.085
248	2.47000	1.833
249	2.48000	2.566
250	2.49000	4.268
251	2.50000	6.940
252	2.51000	10.297
253	2.52000	14.188
254	2.53000	18.351
255	2.54000	22.389
256	2.55000	25.977
257	2.56000	28.837
258	2.57000	30.889
259	2.58000	31.941
260	2.59000	31.912
261	2.60000	30.949
262	2.61000	29.429
263	2.62000	27.549
264	2.63000	25.529
265	2.64000	23.666
266	2.65000	22.018
267	2.66000	20.542
268	2.67000	19.147
269	2.68000	17.854
270	2.69000	16.544
271	2.70000	14.996
272	2.71000	13.367
273	2.72000	11.772
274	2.73000	10.321
275	2.74000	9.112
276	2.75000	8.013
277	2.76000	7.086
278	2.77000	6.194
279	2.78000	5.111
280	2.79000	3.804
281	2.80000	1.979
282	2.81000	0.016
283	2.82000	-1.725
284	2.83000	-3.092
285	2.84000	-3.771
286	2.85000	-3.870
287	2.86000	-3.359
288	2.87000	-2.451
289	2.88000	-1.514
290	2.89000	-0.776
291	2.90000	-0.474
292	2.91000	-0.380
293	2.92000	-0.537
294	2.93000	-0.893
295	2.94000	-1.112
296	2.95000	-1.159
297	2.96000	-0.952
298	2.97000	-0.500
299	2.98000	0.095
300	2.99000	0.684
301	3.00000	1.252
302	3.01000	1.820
303	3.02000	2.242
304	3.03000	2.431
305	3.04000	2.349
306	3.05000	1.897
307	3.06000	1.142
308	3.07000	0.144
309	3.08000	-1.009
310	3.09000	-2.225
311	3.10000	-3.449
312	3.11000	-4.579
313	3.12000	-5.579
314	3.13000	-6.388
315	3.14000	-7.139
316	3.15000	-7.938
317	3.16000	-8.779
318	3.17000	-9.828
319	3.18000	-11.076
320	3.19000	-12.382
321	3.20000	-13.637
322	3.21000	-14.917
323	3.22000	-16.173
324	3.23000	-17.097
325	3.24000	-17.564
326	3.25000	-17.653
327	3.26000	-17.316
328	3.27000	-16.636
329	3.28000	-15.663
330	3.29000	-14.129
331	3.30000	-12.138
332	3.31000	-9.935
333	3.32000	-7.405
334	3.33000	-4.388
335	3.34000	-0.970
336	3.35000	2.611
337	3.36000	6.104
338	3.37000	9.188
339	3.38000	11.828
340	3.39000	14.047
341	3.40000	15.774
342	3.41000	17.195
343	3.42000	18.611
344	3.43000	20.360
345	3.44000	22.688
346	3.45000	25.917
347	3.46000	30.031
348	3.47000	34.576
349	3.48000	39.409
350	3.49000	44.219
351	3.50000	48.934
352	3.51000	53.385
353	3.52000	57.353
354	3.53000	61.144
355	3.54000	64.761
356	3.55000	68.464
357	3.56000	72.146
358	3.57000	75.433
359	3.58000	78.425
360	3.59000	81.271
361	3.60000	84.052
362	3.61000	86.628
363	3.62000	89.169
364	3.63000	91.926
365	3.64000	94.863
366	3.65000	98.015
367	3.66000	101.095
368	3.67000	104.035
369	3.68000	106.742
370	3.69000	109.012
371	3.70000	110.785
372	3.71000	112.224
373	3.72000	113.603
374	3.73000	114.926
375	3.74000	116.222
376	3.75000	117.142
377	3.76000	118.249
378	3.77000	119.814
379	3.78000	121.101
380	3.79000	121.904
381	3.80000	122.279
382	3.81000	122.420
383	3.82000	122.287
384	3.83000	121.834
385	3.84000	121.042
386	3.85000	120.026
387	3.86000	119.649
388	3.87000	119.920
389	3.88000	120.288
390	3.89000	120.715
391	3.90000	121.249
392	3.91000	122.005
393	3.92000	122.617
394	3.93000	123.086
395	3.94000	123.407
396	3.95000	123.506
397	3.96000	123.447
398	3.97000	123.233
399	3.98000	122.821
400	3.99000	122.301
401	4.00000	121.891
402	4.01000	121.483
403	4.02000	120.605
404	4.03000	119.372
405	4.04000	118.014
406	4.05000	116.523
407	4.06000	115.074
408	4.07000	113.474
409	4.08000	111.803
410	4.09000	110.156
411	4.10000	108.350
412	4.11000	106.201
413	4.12000	103.281
414	4.13000	99.767
415	4.14000	95.951
416	4.15000	91.805
417	4.16000	87.475
418	4.17000	82.799
419	4.18000	78.062
420	4.19000	73.283
421	4.20000	68.444
422	4.21000	63.641
423	4.22000	58.779
424	4.23000	54.215
425	4.24000	50.101
426	4.25000	46.512
427	4.26000	43.473
428	4.27000	40.623
429	4.28000	38.455
430	4.29000	36.980
431	4.30000	35.577
432	4.31000	33.920
433	4.32000	31.804
434	4.33000	29.532
435	4.34000	27.108
436	4.35000	24.634
437	4.36000	22.309
438	4.37000	20.018
439	4.38000	18.210
440	4.39000	16.890
441	4.40000	15.602
442	4.41000	14.481
443	4.42000	13.654
444	4.43000	13.122
445	4.44000	12.724
446	4.45000	12.524
447	4.46000	12.540
448	4.47000	12.539
449	4.48000	12.177
450	4.49000	11.418
451	4.50000	10.408
452	4.51000	9.320
453	4.52000	8.246
454	4.53000	7.113
455	4.54000	6.280
456	4.55000	5.864
457	4.56000	5.529
458	4.57000	5.308
459	4.58000	5.112
460	4.59000	4.800
461	4.60000	4.422
462	4.61000	3.991
463	4.62000	3.579
464	4.63000	3.130
465	4.64000	2.915
466	4.65000	2.795
467	4.66000	2.339
468	4.67000	1.983
469	4.68000	1.708
470	4.69000	1.094
471	4.70000	0.452
472	4.71000	-0.272
473	4.72000	-1.115
474	4.73000	-1.915
475	4.74000	-2.485
476	4.75000	-2.813
477	4.76000	-2.940
478	4.77000	-2.603
479	4.78000	-2.103
480	4.79000	-1.503
481	4.80000	-0.763
482	4.81000	-0.235
483	4.82000	0.090
484	4.83000	0.260
485	4.84000	0.009
486	4.85000	-0.590
487	4.86000	-1.298
488	4.87000	-2.083
489	4.88000	-2.936
490	4.89000	-3.772
491	4.90000	-4.615
492	4.91000	-5.336
493	4.92000	-5.830
494	4.93000	-6.090
495	4.94000	-6.194
496	4.95000	-6.250
497	4.96000	-6.252
498	4.97000	-6.456
499	4.98000	-7.033
500	4.99000	-7.897
501	5.00000	-8.925
502	5.01000	-9.895
503	5.02000	-10.600
504	5.03000	-11.142
505	5.04000	-11.674
506	5.05000	-12.461
507	5.06000	-13.510
508	5.07000	-15.630
509	5.08000	-19.074
510	5.09000	-22.861
511	5.10000	-26.682
512	5.11000	-30.130
513	5.12000	-32.944
514	5.13000	-35.231
515	5.14000	-36.983
516	5.15000	-38.509
517	5.16000	-40.283
518	5.17000	-42.941
519	5.18000	-46.316
520	5.19000	-49.890
521	5.20000	-53.789
522	5.21000	-57.624
523	5.22000	-60.971
524	5.23000	-63.750
525	5.24000	-65.723
526	5.25000	-67.054
527	5.26000	-68.314
528	5.27000	-69.852
529	5.28000	-72.182
530	5.29000	-75.496
531	5.30000	-79.407
532	5.31000	-83.245
533	5.32000	-86.866
534	5.33000	-90.787
535	5.34000	-95.293
536	5.35000	-100.275
537	5.36000	-104.696
538	5.37000	-107.699
539	5.38000	-109.348
540	5.39000	-109.739
541	5.40000	-109.447
542	5.41000	-109.436
543	5.42000	-110.550
544	5.43000	-113.040
545	5.44000	-116.493
546	5.45000	-119.957
547	5.46000	-122.221
548	5.47000	-123.434
549	5.48000	-124.498
550	5.49000	-125.631
551	5.50000	-126.917
552	5.51000	-128.058
553	5.52000	-128.701
554	5.53000	-128.563
555	5.54000	-127.603
556	5.55000	-126.145
557	5.56000	-124.745
558	5.57000	-123.938
559	5.58000	-123.803
560	5.59000	-123.940
561	5.60000	-123.778
562	5.61000	-122.736
563	5.62000	-121.683
564	5.63000	-121.404
565	5.64000	-121.118
566	5.65000	-120.380
567	5.66000	-118.985
568	5.67000	-116.710
569	5.68000	-113.591
570	5.69000	-110.013
571	5.70000	-106.224
572	5.71000	-102.177
573	5.72000	-98.393
574	5.73000	-95.147
575	5.74000	-91.932
576	5.75000	-88.989
577	5.76000	-86.312
578	5.77000	-83.765
579	5.78000	-81.520
580	5.79000	-79.723
581	5.80000	-78.451
582	5.81000	-77.284
583	5.82000	-76.064
584	5.83000	-74.959
585	5.84000	-73.859
586	5.85000	-72.790
587	5.86000	-71.637
588	5.87000	-70.203
589	5.88000	-68.582
590	5.89000	-66.889
591	5.90000	-65.174
592	5.91000	-63.231
593	5.92000	-61.136
594	5.93000	-59.075
595	5.94000	-57.150
596	5.95000	-55.430
597	5.96000	-53.741
598	5.97000	-52.087
599	5.98000	-50.273
600	5.99000	-48.068
601	6.00000	-45.687
602	6.01000	-43.094
603	6.02000	-40.397
604	6.03000	-37.688
605	6.04000	-34.463
606	6.05000	-30.231
607	6.06000	-24.695
608	6.07000	-17.861
609	6.08000	-10.070
610	6.09000	-2.134
611	6.10000	4.992
612	6.11000	10.824
613	6.12000	14.987
614	6.13000	17.271
615	6.14000	18.147
616	6.15000	18.138
617	6.16000	17.756
618	6.17000	17.267
619	6.18000	16.239
620	6.19000	14.399
621	6.20000	11.842
622	6.21000	9.045
623	6.22000	6.418
624	6.23000	4.036
625	6.24000	2.314
626	6.25000	1.514
627	6.26000	1.481
628	6.27000	1.872
629	6.28000	2.433
630	6.29000	2.892
631	6.30000	3.120
632	6.31000	3.419
633	6.32000	3.828
634	6.33000	4.389
635	6.34000	5.329
636	6.35000	6.579
637	6.36000	7.962
638	6.37000	9.225
639	6.38000	10.218
640	6.39000	10.747
641	6.40000	10.710
642	6.41000	10.148
643	6.42000	9.146
644	6.43000	7.892
645	6.44000	6.626
646	6.45000	5.610
647	6.46000	4.918
648	6.47000	4.374
649	6.48000	3.916
650	6.49000	3.637
651	6.50000	3.481
652	6.51000	3.316
653	6.52000	3.180
654	6.53000	2.933
655	6.54000	2.571
656	6.55000	2.357
657	6.56000	2.168
658	6.57000	1.821
659	6.58000	1.410
660	6.59000	1.027
661	6.60000	0.584
662	6.61000	0.129
663	6.62000	-0.386
664	6.63000	-1.026
665	6.64000	-1.612
666	6.65000	-2.050
667	6.66000	-2.404
668	6.67000	-2.835
669	6.68000	-3.354
670	6.69000	-3.966
671	6.70000	-4.767
672	6.71000	-5.680
673	6.72000	-6.780
674	6.73000	-7.960
675	6.74000	-9.016
676	6.75000	-9.909
677	6.76000	-10.619
678	6.77000	-11.165
679	6.78000	-11.524
680	6.79000	-11.804
681	6.80000	-12.080
682	6.81000	-12.362
683	6.82000	-12.863
684	6.83000	-13.614
685	6.84000	-14.472
686	6.85000	-15.305
687	6.86000	-16.135
688	6.87000	-17.053
689	6.88000	-17.972
690	6.89000	-18.806
691	6.90000	-19.431
692	6.91000	-19.936
693	6.92000	-20.529
694	6.93000	-21.154
695	6.94000	-21.698
696	6.95000	-22.116
697	6.96000	-22.564
698	6.97000	-23.088
699	6.98000	-23.387
700	6.99000	-23.301
701	7.00000	-22.833
702	7.01000	-22.090
703	7.02000	-21.169
704	7.03000	-20.125
705	7.04000	-18.826
706	7.05000	-17.381
707	7.06000	-15.818
708	7.07000	-14.109
709	7.08000	-12.268
710	7.09000	-10.090
711	7.10000	-7.650
712	7.11000	-5.065
713	7.12000	-2.447
714	7.13000	0.168
715	7.14000	2.955
716	7.15000	5.819
717	7.16000	8.709
718	7.17000	11.556
719	7.18000	14.315
720	7.19000	17.338
721	7.20000	20.694
722	7.21000	24.399
723	7.22000	28.634
724	7.23000	33.457
725	7.24000	38.730
726	7.25000	44.450
727	7.26000	50.363
728	7.27000	55.980
729	7.28000	61.038
730	7.29000	65.405
731	7.30000	69.034
732	7.31000	72.055
733	7.32000	74.612
734	7.33000	76.812
735	7.34000	79.050
736	7.35000	81.607
737	7.36000	84.323
738	7.37000	86.996
739	7.38000	89.700
740	7.39000	92.210
741	7.40000	94.625
742	7.41000	97.246
743	7.42000	99.962
744	7.43000	102.735
745	7.44000	105.604
746	7.45000	108.273
747	7.46000	110.318
748	7.47000	111.705
749	7.48000	112.480
750	7.49000	112.690
751	7.50000	112.685
752	7.51000	113.414
753	7.52000	114.974
754	7.53000	116.645
755	7.54000	118.308
756	7.55000	119.677
757	7.56000	120.656
758	7.57000	121.363
759	7.58000	121.632
760	7.59000	121.340
761	7.60000	120.440
762	7.61000	120.203
763	7.62000	120.801
764	7.63000	121.374
765	7.64000	121.915
766	7.65000	122.284
767	7.66000	122.788
768	7.67000	123.339
769	7.68000	123.704
770	7.69000	123.613
771	7.70000	122.845
772	7.71000	122.334
773	7.72000	122.141
774	7.73000	121.864
775	7.74000	121.654
776	7.75000	121.495
777	7.76000	121.621
778	7.77000	122.012
779	7.78000	122.346
780	7.79000	122.311
781	7.80000	121.866
782	7.81000	121.251
783	7.82000	120.170
784	7.83000	118.581
785	7.84000	116.677
786	7.85000	114.007
787	7.86000	110.677
788	7.87000	106.994
789	7.88000	102.875
790	7.89000	98.673
791	7.90000	94.961
792	7.91000	91.750
793	7.92000	88.788
794	7.93000	85.978
795	7.94000	83.215
796	7.95000	80.291
797	7.96000	77.081
798	7.97000	73.656
799	7.98000	69.863
800	7.99000	65.993
801	8.00000	62.249
802	8.01000	57.940
803	8.02000	53.857
804	8.03000	50.791
805	8.04000	48.412
806	8.05000	46.917
807	8.06000	45.755
808	8.07000	44.516
809	8.08000	43.005
810	8.09000	41.117
811	8.10000	38.592
812	8.11000	34.934
813	8.12000	31.400
814	8.13000	28.510
815	8.14000	25.644
816	8.15000	22.891
817	8.16000	20.254
818	8.17000	18.049
819	8.18000	16.478
820	8.19000	15.393
821	8.20000	15.014
822	8.21000	15.185
823	8.22000	15.795
824	8.23000	16.559
825	8.24000	16.852
826	8.25000	16.344
827	8.26000	15.347
828	8.27000	14.119
829	8.28000	12.566
830	8.29000	10.735
831	8.30000	9.222
832	8.31000	8.341
833	8.32000	7.897
834	8.33000	7.666
835	8.34000	7.486
836	8.35000	7.402
837	8.36000	7.584
838	8.37000	8.061
839	8.38000	8.530
840	8.39000	8.884
841	8.40000	9.350
842	8.41000	9.812
843	8.42000	10.031
844	8.43000	9.650
845	8.44000	8.536
846	8.45000	7.191
847	8.46000	5.738
848	8.47000	4.426
849	8.48000	3.366
850	8.49000	2.637
851	8.50000	2.188
852	8.51000	1.756
853	8.52000	1.491
854	8.53000	1.105
855	8.54000	0.621
856	8.55000	0.398
857	8.56000	0.582
858	8.57000	1.075
859	8.58000	1.817
860	8.59000	2.736
861	8.60000	3.274
862	8.61000	3.533
863	8.62000	3.525
864	8.63000	3.052
865	8.64000	2.259
866	8.65000	1.265
867	8.66000	0.427
868	8.67000	-0.433
869	8.68000	-1.171
870	8.69000	-1.544
871	8.70000	-1.831
872	8.71000	-1.757
873	8.72000	-1.361
874	8.73000	-0.734
875	8.74000	-0.049
876	8.75000	0.583
877	8.76000	1.097
878	8.77000	1.272
879	8.78000	1.154
880	8.79000	0.669
881	8.80000	-0.077
882	8.81000	-1.022
883	8.82000	-1.808
884	8.83000	-2.317
885	8.84000	-2.855
886	8.85000	-3.012
887	8.86000	-2.815
888	8.87000	-2.653
889	8.88000	-2.379
890	8.89000	-2.170
891	8.90000	-2.081
892	8.91000	-1.931
893	8.92000	-1.676
894	8.93000	-1.471
895	8.94000	-1.413
896	8.95000	-1.291
897	8.96000	-1.283
898	8.97000	-1.573
899	8.98000	-1.901
900	8.99000	-2.225
901	9.00000	-2.543
902	9.01000	-2.398
903	9.02000	-2.124
904	9.03000	-1.802
905	9.04000	-1.164
906	9.05000	-0.528
907	9.06000	0.032
908	9.07000	0.515
909	9.08000	0.823
910	9.09000	1.029
911	9.10000	1.136
912	9.11000	1.134
913	9.12000	0.871
914	9.13000	0.303
915	9.14000	-0.079
916	9.15000	-0.411
917	9.16000	-0.640
918	9.17000	-0.639
919	9.18000	-0.577
920	9.19000	-0.231
921	9.20000	0.210
922	9.21000	0.661
923	9.22000	1.095
924	9.23000	1.412
925	9.24000	1.744
926	9.25000	1.886
927	9.26000	1.947
928	9.27000	1.868
929	9.28000	1.500
930	9.29000	0.955
931	9.30000	0.325
932	9.31000	-0.118
933	9.32000	-0.462
934	9.33000	-0.588
935	9.34000	-0.564
936	9.35000	-0.359
937	9.36000	0.275
938	9.37000	1.077
939	9.38000	1.965
940	9.39000	2.971
941	9.40000	4.106
942	9.41000	5.248
943	9.42000	6.119
944	9.43000	6.572
945	9.44000	6.561
946	9.45000	6.265
947	9.46000	5.745
948	9.47000	5.156
949	9.48000	4.659
950	9.49000	4.277
951	9.50000	4.095
952	9.51000	4.169
953	9.52000	4.224
954	9.53000	4.046
955	9.54000	3.852
956	9.55000	3.556
957	9.56000	3.131
958	9.57000	2.592
959	9.58000	1.852
960	9.59000	1.123
961	9.60000	0.380
962	9.61000	-0.320
963	9.62000	-1.005
964	9.63000	-1.944
965	9.64000	-2.886
966	9.65000	-3.609
967	9.66000	-4.162
968	9.67000	-4.767
969	9.68000	-5.101
970	9.69000	-5.118
971	9.70000	-5.196
972	9.71000	-5.032
973	9.72000	-4.768
974	9.73000	-4.627
975	9.74000	-4.240
976	9.75000	-3.610
977	9.76000	-3.109
978	9.77000	-2.925
979	9.78000	-2.885
980	9.79000	-3.078
981	9.80000	-3.575
982	9.81000	-4.092
983	9.82000	-4.523
984	9.83000	-4.956
985	9.84000	-5.380
986	9.85000	-5.681
987	9.86000	-6.028
988	9.87000	-6.612
989	9.88000	-7.209
990	9.89000	-7.646
991	9.90000	-7.986
992	9.91000	-8.066
993	9.92000	-7.883
994	9.93000	-7.824
995	9.94000	-7.558
996	9.95000	-7.172
997	9.96000	-6.666
998	9.97000	-6.041
999	9.98000	-5.295
1000	9.99000	0.000
