NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:37:47
DATA_INCLUDED	Angular Acceleration
DATA_TYPES	KL_Angular_Acceleration

Frame	Time	KL_Angular_Acceleration	
266	2.65000	239.471
267	2.66000	331.519
268	2.67000	370.676
269	2.68000	258.048
270	2.69000	167.851
271	2.70000	31.969
272	2.71000	-34.241
273	2.72000	-33.772
274	2.73000	37.367
275	2.74000	92.836
276	2.75000	247.444
277	2.76000	301.144
278	2.77000	294.554
279	2.78000	136.737
280	2.79000	63.326
281	2.80000	-32.496
282	2.81000	-8.920
283	2.82000	-63.928
284	2.83000	-97.136
285	2.84000	-145.830
286	2.85000	-193.882
287	2.86000	-247.980
288	2.87000	-244.461
289	2.88000	-255.728
290	2.89000	-171.633
291	2.90000	-68.176
292	2.91000	49.921
293	2.92000	23.159
294	2.93000	-92.890
295	2.94000	-247.312
296	2.95000	-300.780
297	2.96000	-347.211
298	2.97000	-141.283
299	2.98000	-61.250
300	2.99000	-16.062
301	3.00000	-51.720
302	3.01000	-169.130
303	3.02000	-308.388
304	3.03000	-452.189
305	3.04000	-603.846
306	3.05000	-451.467
307	3.06000	-342.570
308	3.07000	-82.251
309	3.08000	5.050
310	3.09000	32.399
311	3.10000	-26.850
312	3.11000	-134.600
313	3.12000	-287.069
314	3.13000	-337.404
315	3.14000	-473.295
316	3.15000	-318.380
317	3.16000	-270.507
318	3.17000	-160.336
319	3.18000	-12.687
320	3.19000	8.812
321	3.20000	75.314
322	3.21000	66.228
323	3.22000	42.851
324	3.23000	75.866
325	3.24000	45.676
326	3.25000	160.070
327	3.26000	176.159
328	3.27000	217.033
329	3.28000	215.695
330	3.29000	147.175
331	3.30000	140.933
332	3.31000	101.515
333	3.32000	122.345
334	3.33000	140.736
335	3.34000	178.611
336	3.35000	219.353
337	3.36000	212.718
338	3.37000	224.831
339	3.38000	200.682
340	3.39000	169.808
341	3.40000	131.021
342	3.41000	93.559
343	3.42000	100.996
344	3.43000	83.414
345	3.44000	88.081
346	3.45000	99.698
347	3.46000	116.993
348	3.47000	163.273
349	3.48000	168.959
350	3.49000	193.695
351	3.50000	183.110
352	3.51000	164.446
353	3.52000	191.947
354	3.53000	278.311
355	3.54000	112.952
356	3.55000	76.870
357	3.56000	84.567
358	3.57000	128.384
359	3.58000	156.194
360	3.59000	152.981
361	3.60000	198.754
362	3.61000	222.572
363	3.62000	271.890
364	3.63000	313.329
365	3.64000	100.073
366	3.65000	74.444
367	3.66000	42.538
368	3.67000	37.710
369	3.68000	-14.562
370	3.69000	-63.250
371	3.70000	-23.964
372	3.71000	-54.734
373	3.72000	-71.824
374	3.73000	-16.609
375	3.74000	-31.771
376	3.75000	-47.677
377	3.76000	-61.394
378	3.77000	-82.507
379	3.78000	-151.428
380	3.79000	-175.407
381	3.80000	-188.446
382	3.81000	-199.581
383	3.82000	-182.281
384	3.83000	-103.023
385	3.84000	-70.966
386	3.85000	6.995
387	3.86000	45.342
388	3.87000	82.957
389	3.88000	68.318
390	3.89000	83.076
391	3.90000	60.534
392	3.91000	75.769
393	3.92000	77.458
394	3.93000	83.770
395	3.94000	101.988
396	3.95000	97.506
397	3.96000	176.280
398	3.97000	240.085
399	3.98000	233.128
400	3.99000	254.771
401	4.00000	238.176
402	4.01000	273.812
403	4.02000	271.299
404	4.03000	282.265
405	4.04000	252.397
406	4.05000	229.948
407	4.06000	246.217
408	4.07000	227.084
409	4.08000	174.293
410	4.09000	162.229
411	4.10000	143.890
412	4.11000	143.246
413	4.12000	122.071
414	4.13000	38.001
415	4.14000	-23.214
416	4.15000	-45.883
417	4.16000	-49.959
418	4.17000	-16.085
419	4.18000	-19.052
420	4.19000	17.914
421	4.20000	0.821
422	4.21000	-56.084
423	4.22000	-121.574
424	4.23000	-215.126
425	4.24000	-175.121
426	4.25000	-177.664
427	4.26000	-120.207
428	4.27000	-74.827
429	4.28000	-50.643
430	4.29000	-6.375
431	4.30000	-17.014
432	4.31000	-32.147
433	4.32000	-34.650
434	4.33000	-51.595
435	4.34000	-55.831
436	4.35000	-56.096
437	4.36000	-37.939
438	4.37000	-8.360
439	4.38000	20.612
440	4.39000	49.429
441	4.40000	88.960
442	4.41000	123.703
443	4.42000	124.286
444	4.43000	52.964
445	4.44000	124.006
446	4.45000	40.755
447	4.46000	27.332
448	4.47000	31.910
449	4.48000	28.544
450	4.49000	24.753
451	4.50000	66.548
452	4.51000	75.473
453	4.52000	56.446
454	4.53000	41.996
455	4.54000	97.450
456	4.55000	-10.368
457	4.56000	12.268
458	4.57000	3.096
459	4.58000	1.870
460	4.59000	-12.980
461	4.60000	-24.436
462	4.61000	-32.082
463	4.62000	-63.340
464	4.63000	-58.598
465	4.64000	-39.212
466	4.65000	-24.333
467	4.66000	-7.214
468	4.67000	19.841
469	4.68000	47.143
470	4.69000	33.250
471	4.70000	28.514
472	4.71000	6.634
473	4.72000	5.473
474	4.73000	-0.777
475	4.74000	14.690
476	4.75000	7.293
477	4.76000	27.771
478	4.77000	37.065
479	4.78000	33.668
480	4.79000	34.425
481	4.80000	31.228
482	4.81000	-7.716
483	4.82000	26.841
484	4.83000	4.086
485	4.84000	0.334
486	4.85000	15.116
487	4.86000	19.165
488	4.87000	12.705
489	4.88000	0.659
490	4.89000	2.270
491	4.90000	-24.979
492	4.91000	-40.119
493	4.92000	-34.119
494	4.93000	-56.997
495	4.94000	-44.832
496	4.95000	-13.501
497	4.96000	-47.604
498	4.97000	-43.406
499	4.98000	-74.735
500	4.99000	-86.556
501	5.00000	-107.279
502	5.01000	-104.340
503	5.02000	-122.759
504	5.03000	-99.302
505	5.04000	-75.763
506	5.05000	-38.785
507	5.06000	-63.649
508	5.07000	32.955
509	5.08000	11.427
510	5.09000	-58.081
511	5.10000	47.692
512	5.11000	22.597
513	5.12000	14.412
514	5.13000	52.692
515	5.14000	67.674
516	5.15000	121.651
517	5.16000	151.992
518	5.17000	197.282
519	5.18000	159.255
520	5.19000	173.444
521	5.20000	366.173
522	5.21000	333.883
523	5.22000	337.569
524	5.23000	394.834
525	5.24000	368.170
526	5.25000	285.691
527	5.26000	149.478
528	5.27000	-62.853
529	5.28000	-216.849
530	5.29000	-275.356
531	5.30000	-261.440
532	5.31000	-257.747
533	5.32000	-196.673
534	5.33000	-58.873
535	5.34000	-2.393
536	5.35000	79.065
537	5.36000	63.971
538	5.37000	13.330
539	5.38000	-48.986
540	5.39000	-57.123
541	5.40000	-2.609
542	5.41000	14.379
543	5.42000	91.274
544	5.43000	142.879
545	5.44000	165.777
546	5.45000	200.048
547	5.46000	181.121
548	5.47000	132.745
549	5.48000	95.662
550	5.49000	75.926
551	5.50000	90.967
552	5.51000	53.432
553	5.52000	115.500
554	5.53000	118.076
555	5.54000	70.718
556	5.55000	43.590
557	5.56000	38.451
558	5.57000	48.481
559	5.58000	111.610
560	5.59000	105.089
561	5.60000	94.469
562	5.61000	83.222
563	5.62000	137.040
564	5.63000	159.833
565	5.64000	176.212
566	5.65000	176.322
567	5.66000	175.971
568	5.67000	223.797
569	5.68000	239.307
570	5.69000	234.959
571	5.70000	209.706
572	5.71000	109.654
573	5.72000	239.122
574	5.73000	183.031
575	5.74000	214.963
576	5.75000	165.315
577	5.76000	201.609
578	5.77000	217.506
579	5.78000	251.631
580	5.79000	302.793
581	5.80000	287.192
582	5.81000	285.918
583	5.82000	372.944
584	5.83000	254.301
585	5.84000	260.988
586	5.85000	150.303
587	5.86000	185.616
588	5.87000	139.293
589	5.88000	231.102
590	5.89000	294.316
591	5.90000	304.270
592	5.91000	343.195
593	5.92000	323.228
594	5.93000	281.727
595	5.94000	306.347
596	5.95000	89.234
597	5.96000	123.906
598	5.97000	46.562
599	5.98000	214.256
600	5.99000	80.435
601	6.00000	38.312
602	6.01000	-33.271
603	6.02000	-136.268
604	6.03000	-160.090
605	6.04000	-225.055
606	6.05000	-453.512
607	6.06000	-437.893
608	6.07000	-442.896
609	6.08000	-349.347
610	6.09000	-473.389
611	6.10000	-361.397
612	6.11000	-302.888
613	6.12000	-174.956
614	6.13000	85.566
615	6.14000	192.589
616	6.15000	260.345
617	6.16000	406.732
618	6.17000	412.243
619	6.18000	99.275
620	6.19000	-47.530
621	6.20000	-184.426
622	6.21000	-296.869
623	6.22000	-395.308
624	6.23000	-370.452
625	6.24000	-294.671
626	6.25000	-132.255
627	6.26000	53.433
628	6.27000	37.975
629	6.28000	-115.357
630	6.29000	24.471
631	6.30000	5.804
632	6.31000	69.594
633	6.32000	63.689
634	6.33000	68.329
635	6.34000	57.048
636	6.35000	115.718
637	6.36000	102.962
638	6.37000	55.630
639	6.38000	-42.451
640	6.39000	-85.269
641	6.40000	-146.940
642	6.41000	-64.105
643	6.42000	-6.769
644	6.43000	-64.498
645	6.44000	-142.471
646	6.45000	-238.333
647	6.46000	-285.830
648	6.47000	-345.648
649	6.48000	-389.361
650	6.49000	-396.844
651	6.50000	-397.543
652	6.51000	-379.852
653	6.52000	-352.314
654	6.53000	-352.992
655	6.54000	-368.259
656	6.55000	-394.625
657	6.56000	-318.960
658	6.57000	-233.823
659	6.58000	-111.302
660	6.59000	-62.945
661	6.60000	-80.005
662	6.61000	-209.230
663	6.62000	-282.303
664	6.63000	-347.924
665	6.64000	-466.777
666	6.65000	-504.204
667	6.66000	-523.337
668	6.67000	-467.320
669	6.68000	-348.355
670	6.69000	-236.349
671	6.70000	-92.732
672	6.71000	-14.554
673	6.72000	77.752
674	6.73000	143.068
675	6.74000	106.770
676	6.75000	69.868
677	6.76000	-5.500
678	6.77000	-60.301
679	6.78000	-99.003
680	6.79000	-170.629
681	6.80000	-161.353
682	6.81000	-167.930
683	6.82000	-160.598
684	6.83000	-82.233
685	6.84000	-17.071
686	6.85000	57.808
687	6.86000	180.237
688	6.87000	243.129
689	6.88000	258.916
690	6.89000	196.047
691	6.90000	173.436
692	6.91000	85.361
693	6.92000	-18.131
694	6.93000	-68.377
695	6.94000	-93.808
696	6.95000	-96.556
697	6.96000	-69.364
698	6.97000	-76.244
699	6.98000	-92.831
700	6.99000	-85.414
701	7.00000	-65.357
702	7.01000	-29.196
703	7.02000	20.243
704	7.03000	78.423
705	7.04000	101.377
706	7.05000	94.526
707	7.06000	30.192
708	7.07000	-29.194
709	7.08000	-62.639
710	7.09000	-64.874
711	7.10000	-42.494
712	7.11000	10.250
713	7.12000	87.780
714	7.13000	125.150
715	7.14000	171.664
716	7.15000	182.155
717	7.16000	156.708
718	7.17000	161.542
719	7.18000	100.941
720	7.19000	9.046
721	7.20000	-113.004
722	7.21000	-302.291
723	7.22000	-547.064
724	7.23000	-815.210
725	7.24000	-1107.652
726	7.25000	-1467.516
727	7.26000	-1783.264
728	7.27000	-2117.719
729	7.28000	-2351.714
730	7.29000	-2328.401
731	7.30000	-2182.022
732	7.31000	-1856.556
733	7.32000	-1464.650
734	7.33000	-973.834
735	7.34000	-546.066
736	7.35000	-123.505
737	7.36000	191.232
738	7.37000	363.482
739	7.38000	522.531
740	7.39000	737.065
741	7.40000	1048.768
742	7.41000	1408.906
743	7.42000	1760.871
744	7.43000	2065.053
745	7.44000	2262.888
746	7.45000	2420.992
747	7.46000	2363.498
748	7.47000	2176.300
749	7.48000	1880.156
750	7.49000	1615.136
751	7.50000	1444.205
752	7.51000	1180.121
753	7.52000	962.136
754	7.53000	690.388
755	7.54000	493.884
756	7.55000	250.838
757	7.56000	47.534
758	7.57000	-147.944
759	7.58000	-215.402
760	7.59000	-242.042
761	7.60000	-201.378
762	7.61000	-198.232
763	7.62000	-215.133
764	7.63000	-233.531
765	7.64000	-252.120
766	7.65000	-328.354
767	7.66000	-335.706
768	7.67000	-300.310
769	7.68000	-182.321
770	7.69000	-60.588
771	7.70000	88.777
772	7.71000	155.543
773	7.72000	184.308
774	7.73000	200.150
775	7.74000	205.709
776	7.75000	241.125
777	7.76000	265.147
778	7.77000	322.253
779	7.78000	305.980
780	7.79000	252.265
781	7.80000	126.814
782	7.81000	-12.601
783	7.82000	-133.311
784	7.83000	-242.444
785	7.84000	-231.119
786	7.85000	-214.243
787	7.86000	-150.743
788	7.87000	-93.783
789	7.88000	-58.545
790	7.89000	-41.694
791	7.90000	-139.542
792	7.91000	-319.200
793	7.92000	-646.675
794	7.93000	-998.919
795	7.94000	-1204.047
796	7.95000	-1331.906
797	7.96000	-1352.482
798	7.97000	-1330.538
799	7.98000	-1186.336
800	7.99000	-931.450
801	8.00000	-572.721
802	8.01000	-177.703
803	8.02000	186.508
804	8.03000	533.703
805	8.04000	810.961
806	8.05000	827.916
807	8.06000	477.419
808	8.07000	-159.036
809	8.08000	-904.110
810	8.09000	-1597.674
811	8.10000	-2003.893
812	8.11000	-2191.802
813	8.12000	-2239.444
814	8.13000	-2257.740
815	8.14000	-2231.631
816	8.15000	-2207.473
817	8.16000	-2083.494
818	8.17000	-1860.218
819	8.18000	-1542.673
820	8.19000	-1117.332
821	8.20000	-612.346
822	8.21000	-203.162
823	8.22000	50.905
824	8.23000	268.987
825	8.24000	567.820
826	8.25000	869.558
827	8.26000	1334.339
828	8.27000	1909.334
829	8.28000	2524.493
830	8.29000	3027.169
831	8.30000	3427.930
832	8.31000	3428.357
833	8.32000	3276.284
834	8.33000	3035.745
835	8.34000	2696.540
836	8.35000	2206.944
837	8.36000	1597.086
838	8.37000	1069.042
839	8.38000	777.756
840	8.39000	498.598
841	8.40000	458.376
842	8.41000	243.961
843	8.42000	763.225
844	8.43000	1399.363
845	8.44000	-138.658
846	8.45000	-1129.372
847	8.46000	-1452.131
848	8.47000	-1730.297
849	8.48000	-1727.373
850	8.49000	-1438.180
851	8.50000	-876.213
852	8.51000	-249.816
853	8.52000	682.144
854	8.53000	1157.317
855	8.54000	-140.926
856	8.55000	43.327
857	8.56000	524.054
858	8.57000	466.668
859	8.58000	403.176
860	8.59000	441.524
861	8.60000	370.879
862	8.61000	193.304
863	8.62000	4.506
864	8.63000	60.145
865	8.64000	104.814
866	8.65000	186.094
867	8.66000	241.524
868	8.67000	150.391
869	8.68000	83.752
870	8.69000	85.826
871	8.70000	171.322
872	8.71000	305.464
873	8.72000	400.840
874	8.73000	388.919
875	8.74000	329.625
876	8.75000	178.932
877	8.76000	28.122
878	8.77000	-137.839
879	8.78000	-251.680
880	8.79000	-336.792
881	8.80000	-359.244
882	8.81000	-288.788
883	8.82000	-222.355
884	8.83000	-113.773
885	8.84000	-114.163
886	8.85000	-94.197
887	8.86000	-71.398
888	8.87000	-98.456
889	8.88000	-89.382
890	8.89000	-123.317
891	8.90000	-181.500
892	8.91000	-261.163
893	8.92000	-276.248
894	8.93000	-240.740
895	8.94000	-265.708
896	8.95000	-251.719
897	8.96000	-210.494
898	8.97000	-265.929
899	8.98000	-230.762
900	8.99000	-280.400
901	9.00000	-294.695
902	9.01000	-300.082
903	9.02000	-198.039
904	9.03000	-106.163
905	9.04000	-18.282
906	9.05000	68.827
907	9.06000	58.695
908	9.07000	-23.013
909	9.08000	-87.214
910	9.09000	-232.378
911	9.10000	-261.724
912	9.11000	-327.504
913	9.12000	-299.273
914	9.13000	-257.074
915	9.14000	-204.144
916	9.15000	-182.184
917	9.16000	-263.765
918	9.17000	-466.097
919	9.18000	-762.941
920	9.19000	-1302.059
921	9.20000	-1657.412
922	9.21000	-1985.145
923	9.22000	-2076.126
924	9.23000	-1962.240
925	9.24000	-1589.312
926	9.25000	-1198.886
927	9.26000	-470.850
928	9.27000	358.974
929	9.28000	1069.446
930	9.29000	1722.389
931	9.30000	2198.072
932	9.31000	2432.870
933	9.32000	2482.280
934	9.33000	2387.516
935	9.34000	2205.934
936	9.35000	1880.965
937	9.36000	1778.608
938	9.37000	1692.821
939	9.38000	1486.522
940	9.39000	1455.102
941	9.40000	1045.688
942	9.41000	799.512
943	9.42000	547.834
944	9.43000	345.140
945	9.44000	166.620
946	9.45000	-48.899
947	9.46000	-181.917
948	9.47000	-289.105
949	9.48000	-393.103
950	9.49000	-454.936
951	9.50000	-624.782
952	9.51000	-610.290
953	9.52000	-613.717
954	9.53000	-731.485
955	9.54000	-817.697
956	9.55000	-898.620
957	9.56000	-847.889
958	9.57000	-774.203
959	9.58000	-577.971
960	9.59000	-495.746
961	9.60000	-447.281
962	9.61000	-424.700
963	9.62000	-527.483
964	9.63000	-720.734
965	9.64000	-803.113
966	9.65000	-868.054
967	9.66000	-805.783
968	9.67000	-757.121
969	9.68000	-575.128
970	9.69000	-539.871
971	9.70000	-444.987
972	9.71000	-391.113
973	9.72000	-405.234
974	9.73000	-413.072
975	9.74000	-365.827
976	9.75000	-268.253
977	9.76000	-82.778
978	9.77000	65.024
979	9.78000	305.845
980	9.79000	442.166
981	9.80000	559.362
982	9.81000	498.128
983	9.82000	331.564
984	9.83000	59.846
985	9.84000	-178.913
986	9.85000	-382.817
987	9.86000	-443.513
988	9.87000	-407.138
989	9.88000	-297.223
990	9.89000	-124.822
991	9.90000	31.351
992	9.91000	137.105
993	9.92000	265.072
994	9.93000	323.506
995	9.94000	336.076
996	9.95000	314.012
997	9.96000	257.315
998	9.97000	165.985
999	9.98000	40.021
1000	9.99000	0.000
