NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:36:34
DATA_INCLUDED	Angular Velocity
DATA_TYPES	HL_Angular_Velocity

Frame	Time	HL_Angular_Velocity	
429	4.28000	8.046
430	4.29000	7.907
431	4.30000	8.416
432	4.31000	9.783
433	4.32000	11.791
434	4.33000	14.154
435	4.34000	16.535
436	4.35000	18.713
437	4.36000	20.384
438	4.37000	21.480
439	4.38000	21.999
440	4.39000	21.858
441	4.40000	21.329
442	4.41000	20.652
443	4.42000	19.778
444	4.43000	18.241
445	4.44000	17.009
446	4.45000	16.053
447	4.46000	14.496
448	4.47000	12.934
449	4.48000	11.363
450	4.49000	9.787
451	4.50000	8.543
452	4.51000	7.800
453	4.52000	7.297
454	4.53000	6.877
455	4.54000	7.275
456	4.55000	7.630
457	4.56000	7.282
458	4.57000	7.033
459	4.58000	6.796
460	4.59000	6.671
461	4.60000	6.838
462	4.61000	7.316
463	4.62000	7.948
464	4.63000	8.685
465	4.64000	9.533
466	4.65000	10.332
467	4.66000	10.833
468	4.67000	10.993
469	4.68000	10.846
470	4.69000	10.403
471	4.70000	9.720
472	4.71000	8.896
473	4.72000	8.095
474	4.73000	7.339
475	4.74000	6.778
476	4.75000	6.447
477	4.76000	6.286
478	4.77000	6.192
479	4.78000	5.914
480	4.79000	5.490
481	4.80000	4.917
482	4.81000	4.203
483	4.82000	3.521
484	4.83000	2.790
485	4.84000	2.141
486	4.85000	1.828
487	4.86000	1.762
488	4.87000	1.738
489	4.88000	1.566
490	4.89000	1.268
491	4.90000	0.820
492	4.91000	0.284
493	4.92000	-0.301
494	4.93000	-1.023
495	4.94000	-1.657
496	4.95000	-2.022
497	4.96000	-2.454
498	4.97000	-3.070
499	4.98000	-3.811
500	4.99000	-4.666
501	5.00000	-5.606
502	5.01000	-6.601
503	5.02000	-7.793
504	5.03000	-9.154
505	5.04000	-10.587
506	5.05000	-12.212
507	5.06000	-14.284
508	5.07000	-16.559
509	5.08000	-19.017
510	5.09000	-21.744
511	5.10000	-24.544
512	5.11000	-27.639
513	5.12000	-30.951
514	5.13000	-34.301
515	5.14000	-37.780
516	5.15000	-41.392
517	5.16000	-44.768
518	5.17000	-47.684
519	5.18000	-50.285
520	5.19000	-52.005
521	5.20000	-52.273
522	5.21000	-51.177
523	5.22000	-48.692
524	5.23000	-44.857
525	5.24000	-40.048
526	5.25000	-34.637
527	5.26000	-28.581
528	5.27000	-22.152
529	5.28000	-15.419
530	5.29000	-8.008
531	5.30000	0.040
532	5.31000	8.234
533	5.32000	15.920
534	5.33000	22.764
535	5.34000	28.305
536	5.35000	32.466
537	5.36000	35.198
538	5.37000	36.551
539	5.38000	37.151
540	5.39000	37.435
541	5.40000	37.909
542	5.41000	38.791
543	5.42000	40.202
544	5.43000	42.080
545	5.44000	44.145
546	5.45000	46.284
547	5.46000	48.155
548	5.47000	49.604
549	5.48000	50.825
550	5.49000	51.698
551	5.50000	52.411
552	5.51000	53.305
553	5.52000	54.480
554	5.53000	55.652
555	5.54000	56.437
556	5.55000	57.028
557	5.56000	57.671
558	5.57000	58.322
559	5.58000	59.216
560	5.59000	60.200
561	5.60000	61.071
562	5.61000	61.940
563	5.62000	62.907
564	5.63000	64.040
565	5.64000	65.331
566	5.65000	66.843
567	5.66000	68.466
568	5.67000	70.348
569	5.68000	72.731
570	5.69000	75.358
571	5.70000	77.784
572	5.71000	79.732
573	5.72000	81.362
574	5.73000	82.796
575	5.74000	83.949
576	5.75000	84.606
577	5.76000	84.979
578	5.77000	85.558
579	5.78000	86.379
580	5.79000	87.569
581	5.80000	88.877
582	5.81000	90.101
583	5.82000	91.358
584	5.83000	92.522
585	5.84000	93.391
586	5.85000	93.713
587	5.86000	93.858
588	5.87000	93.911
589	5.88000	93.951
590	5.89000	94.455
591	5.90000	95.037
592	5.91000	95.719
593	5.92000	96.553
594	5.93000	97.234
595	5.94000	97.930
596	5.95000	98.150
597	5.96000	97.899
598	5.97000	97.424
599	5.98000	97.448
600	5.99000	97.810
601	6.00000	97.553
602	6.01000	97.057
603	6.02000	96.068
604	6.03000	94.746
605	6.04000	93.607
606	6.05000	92.207
607	6.06000	90.719
608	6.07000	89.661
609	6.08000	89.208
610	6.09000	88.633
611	6.10000	87.423
612	6.11000	85.760
613	6.12000	83.275
614	6.13000	80.532
615	6.14000	77.983
616	6.15000	75.614
617	6.16000	74.272
618	6.17000	73.982
619	6.18000	73.522
620	6.19000	72.701
621	6.20000	71.393
622	6.21000	69.304
623	6.22000	66.619
624	6.23000	63.716
625	6.24000	61.309
626	6.25000	60.100
627	6.26000	60.823
628	6.27000	62.847
629	6.28000	64.892
630	6.29000	67.229
631	6.30000	69.295
632	6.31000	70.712
633	6.32000	71.985
634	6.33000	72.702
635	6.34000	72.650
636	6.35000	72.338
637	6.36000	72.405
638	6.37000	72.985
639	6.38000	74.050
640	6.39000	75.532
641	6.40000	76.955
642	6.41000	78.289
643	6.42000	79.580
644	6.43000	79.797
645	6.44000	78.314
646	6.45000	75.409
647	6.46000	71.686
648	6.47000	67.736
649	6.48000	64.001
650	6.49000	60.607
651	6.50000	57.591
652	6.51000	54.859
653	6.52000	52.149
654	6.53000	49.401
655	6.54000	46.428
656	6.55000	42.934
657	6.56000	39.151
658	6.57000	35.543
659	6.58000	32.463
660	6.59000	29.959
661	6.60000	27.844
662	6.61000	25.484
663	6.62000	22.552
664	6.63000	19.339
665	6.64000	15.550
666	6.65000	11.044
667	6.66000	6.176
668	6.67000	1.560
669	6.68000	-2.171
670	6.69000	-4.811
671	6.70000	-6.129
672	6.71000	-6.262
673	6.72000	-5.576
674	6.73000	-4.171
675	6.74000	-2.693
676	6.75000	-1.769
677	6.76000	-1.505
678	6.77000	-1.758
679	6.78000	-2.653
680	6.79000	-4.252
681	6.80000	-5.871
682	6.81000	-7.155
683	6.82000	-8.319
684	6.83000	-9.131
685	6.84000	-9.435
686	6.85000	-9.299
687	6.86000	-8.562
688	6.87000	-7.250
689	6.88000	-5.847
690	6.89000	-4.749
691	6.90000	-3.856
692	6.91000	-3.252
693	6.92000	-3.338
694	6.93000	-3.886
695	6.94000	-4.437
696	6.95000	-4.986
697	6.96000	-5.479
698	6.97000	-5.892
699	6.98000	-6.365
700	6.99000	-7.072
701	7.00000	-7.871
702	7.01000	-8.544
703	7.02000	-9.074
704	7.03000	-8.943
705	7.04000	-8.207
706	7.05000	-7.340
707	7.06000	-6.466
708	7.07000	-5.830
709	7.08000	-5.606
710	7.09000	-5.733
711	7.10000	-5.884
712	7.11000	-5.946
713	7.12000	-5.714
714	7.13000	-4.925
715	7.14000	-3.582
716	7.15000	-1.831
717	7.16000	0.209
718	7.17000	2.472
719	7.18000	4.675
720	7.19000	6.703
721	7.20000	8.308
722	7.21000	9.034
723	7.22000	8.623
724	7.23000	6.760
725	7.24000	3.298
726	7.25000	-2.303
727	7.26000	-10.053
728	7.27000	-20.497
729	7.28000	-34.016
730	7.29000	-49.041
731	7.30000	-64.318
732	7.31000	-78.860
733	7.32000	-91.686
734	7.33000	-102.154
735	7.34000	-109.980
736	7.35000	-115.219
737	7.36000	-118.189
738	7.37000	-120.104
739	7.38000	-121.319
740	7.39000	-121.255
741	7.40000	-119.968
742	7.41000	-117.620
743	7.42000	-114.236
744	7.43000	-109.950
745	7.44000	-105.187
746	7.45000	-100.138
747	7.46000	-95.119
748	7.47000	-90.616
749	7.48000	-86.959
750	7.49000	-84.333
751	7.50000	-82.503
752	7.51000	-81.507
753	7.52000	-81.438
754	7.53000	-82.271
755	7.54000	-83.936
756	7.55000	-86.380
757	7.56000	-89.375
758	7.57000	-92.560
759	7.58000	-95.393
760	7.59000	-97.393
761	7.60000	-98.508
762	7.61000	-98.817
763	7.62000	-98.835
764	7.63000	-99.051
765	7.64000	-99.824
766	7.65000	-101.619
767	7.66000	-104.273
768	7.67000	-107.141
769	7.68000	-109.751
770	7.69000	-111.837
771	7.70000	-113.113
772	7.71000	-113.221
773	7.72000	-112.387
774	7.73000	-110.770
775	7.74000	-108.437
776	7.75000	-105.522
777	7.76000	-102.129
778	7.77000	-98.429
779	7.78000	-94.919
780	7.79000	-92.126
781	7.80000	-90.160
782	7.81000	-88.907
783	7.82000	-88.199
784	7.83000	-87.753
785	7.84000	-87.072
786	7.85000	-85.826
787	7.86000	-83.905
788	7.87000	-81.377
789	7.88000	-78.340
790	7.89000	-74.830
791	7.90000	-71.098
792	7.91000	-67.464
793	7.92000	-64.445
794	7.93000	-62.671
795	7.94000	-61.982
796	7.95000	-62.112
797	7.96000	-62.679
798	7.97000	-63.102
799	7.98000	-62.855
800	7.99000	-61.207
801	8.00000	-57.706
802	8.01000	-52.405
803	8.02000	-45.722
804	8.03000	-38.330
805	8.04000	-30.856
806	8.05000	-24.205
807	8.06000	-19.477
808	8.07000	-17.584
809	8.08000	-19.101
810	8.09000	-23.268
811	8.10000	-28.487
812	8.11000	-33.224
813	8.12000	-36.218
814	8.13000	-36.975
815	8.14000	-35.548
816	8.15000	-32.348
817	8.16000	-27.901
818	8.17000	-22.394
819	8.18000	-16.010
820	8.19000	-8.352
821	8.20000	1.196
822	8.21000	12.664
823	8.22000	25.415
824	8.23000	38.597
825	8.24000	51.710
826	8.25000	64.673
827	8.26000	77.701
828	8.27000	90.880
829	8.28000	104.288
830	8.29000	117.992
831	8.30000	131.566
832	8.31000	143.758
833	8.32000	153.173
834	8.33000	159.103
835	8.34000	161.730
836	8.35000	161.591
837	8.36000	158.702
838	8.37000	153.451
839	8.38000	147.267
840	8.39000	141.290
841	8.40000	136.161
842	8.41000	131.984
843	8.42000	130.248
844	8.43000	132.949
845	8.44000	132.754
846	8.45000	120.597
847	8.46000	97.219
848	8.47000	67.701
849	8.48000	37.489
850	8.49000	11.352
851	8.50000	-5.773
852	8.51000	-10.009
853	8.52000	-0.046
854	8.53000	21.502
855	8.54000	43.159
856	8.55000	57.056
857	8.56000	65.380
858	8.57000	69.555
859	8.58000	69.668
860	8.59000	66.576
861	8.60000	62.508
862	8.61000	58.971
863	8.62000	56.148
864	8.63000	54.987
865	8.64000	55.932
866	8.65000	58.458
867	8.66000	62.142
868	8.67000	65.928
869	8.68000	68.835
870	8.69000	70.534
871	8.70000	71.496
872	8.71000	72.482
873	8.72000	73.842
874	8.73000	75.425
875	8.74000	76.608
876	8.75000	76.812
877	8.76000	75.609
878	8.77000	72.866
879	8.78000	68.752
880	8.79000	63.420
881	8.80000	57.410
882	8.81000	51.415
883	8.82000	45.815
884	8.83000	40.985
885	8.84000	37.025
886	8.85000	33.877
887	8.86000	31.592
888	8.87000	30.072
889	8.88000	28.997
890	8.89000	28.040
891	8.90000	26.955
892	8.91000	25.348
893	8.92000	23.149
894	8.93000	20.781
895	8.94000	18.497
896	8.95000	16.369
897	8.96000	14.816
898	8.97000	13.892
899	8.98000	13.380
900	8.99000	13.221
901	9.00000	13.210
902	9.01000	13.087
903	9.02000	12.970
904	9.03000	13.199
905	9.04000	13.751
906	9.05000	14.779
907	9.06000	16.343
908	9.07000	17.889
909	9.08000	19.085
910	9.09000	19.736
911	9.10000	19.739
912	9.11000	19.071
913	9.12000	18.079
914	9.13000	17.326
915	9.14000	16.868
916	9.15000	16.824
917	9.16000	16.878
918	9.17000	16.156
919	9.18000	13.723
920	9.19000	8.608
921	9.20000	0.300
922	9.21000	-11.159
923	9.22000	-24.995
924	9.23000	-39.818
925	9.24000	-54.239
926	9.25000	-66.582
927	9.26000	-76.276
928	9.27000	-82.957
929	9.28000	-86.323
930	9.29000	-86.828
931	9.30000	-85.487
932	9.31000	-83.715
933	9.32000	-82.399
934	9.33000	-81.781
935	9.34000	-81.564
936	9.35000	-81.509
937	9.36000	-81.883
938	9.37000	-81.984
939	9.38000	-81.346
940	9.39000	-79.971
941	9.40000	-78.614
942	9.41000	-78.330
943	9.42000	-78.855
944	9.43000	-80.103
945	9.44000	-81.820
946	9.45000	-83.936
947	9.46000	-86.155
948	9.47000	-87.951
949	9.48000	-89.190
950	9.49000	-89.564
951	9.50000	-89.281
952	9.51000	-88.453
953	9.52000	-86.702
954	9.53000	-84.565
955	9.54000	-82.465
956	9.55000	-80.529
957	9.56000	-78.756
958	9.57000	-76.893
959	9.58000	-74.876
960	9.59000	-72.755
961	9.60000	-70.875
962	9.61000	-69.432
963	9.62000	-68.704
964	9.63000	-69.046
965	9.64000	-69.938
966	9.65000	-70.835
967	9.66000	-71.404
968	9.67000	-70.983
969	9.68000	-69.319
970	9.69000	-66.606
971	9.70000	-63.233
972	9.71000	-59.620
973	9.72000	-56.368
974	9.73000	-53.950
975	9.74000	-52.178
976	9.75000	-51.041
977	9.76000	-50.486
978	9.77000	-50.144
979	9.78000	-49.725
980	9.79000	-49.168
981	9.80000	-48.364
982	9.81000	-47.598
983	9.82000	-47.288
984	9.83000	-47.696
985	9.84000	-48.872
986	9.85000	-50.669
987	9.86000	-52.919
988	9.87000	-55.242
989	9.88000	-57.398
990	9.89000	-59.029
991	9.90000	-59.881
992	9.91000	-60.271
993	9.92000	-60.190
994	9.93000	-59.638
995	9.94000	-59.409
996	9.95000	-59.028
997	9.96000	-58.496
998	9.97000	-57.813
999	9.98000	-56.978
1000	9.99000	0.000
