NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:21:25
DATA_INCLUDED	Angle
DATA_TYPES	LR_Angle

Frame	Time	LR_Angle	
141	1.40000	98.426
142	1.41000	98.427
143	1.42000	98.429
144	1.43000	98.431
145	1.44000	98.432
146	1.45000	98.434
147	1.46000	98.436
148	1.47000	98.439
149	1.48000	98.440
150	1.49000	98.439
151	1.50000	98.432
152	1.51000	98.422
153	1.52000	98.413
154	1.53000	98.409
155	1.54000	98.416
156	1.55000	98.432
157	1.56000	98.458
158	1.57000	98.489
159	1.58000	98.524
160	1.59000	98.557
161	1.60000	98.585
162	1.61000	98.609
163	1.62000	98.630
164	1.63000	98.651
165	1.64000	98.675
166	1.65000	98.699
167	1.66000	98.722
168	1.67000	98.744
169	1.68000	98.763
170	1.69000	98.778
171	1.70000	98.789
172	1.71000	98.809
173	1.72000	98.802
174	1.73000	98.817
175	1.74000	98.856
176	1.75000	98.920
177	1.76000	99.003
178	1.77000	99.068
179	1.78000	99.144
180	1.79000	99.227
181	1.80000	99.308
182	1.81000	99.389
183	1.82000	99.440
184	1.83000	99.513
185	1.84000	99.584
186	1.85000	99.651
187	1.86000	99.704
188	1.87000	99.724
189	1.88000	99.760
190	1.89000	99.774
191	1.90000	99.769
192	1.91000	99.751
193	1.92000	99.724
194	1.93000	99.698
195	1.94000	99.675
196	1.95000	99.660
197	1.96000	99.657
198	1.97000	99.667
199	1.98000	99.689
200	1.99000	99.694
201	2.00000	99.698
202	2.01000	99.693
203	2.02000	99.682
204	2.03000	99.666
205	2.04000	99.642
206	2.05000	99.613
207	2.06000	99.580
208	2.07000	99.551
209	2.08000	99.531
210	2.09000	99.524
211	2.10000	99.530
212	2.11000	99.529
213	2.12000	99.508
214	2.13000	99.470
215	2.14000	99.418
216	2.15000	99.362
217	2.16000	99.313
218	2.17000	99.278
219	2.18000	99.251
220	2.19000	99.226
221	2.20000	99.185
222	2.21000	99.119
223	2.22000	99.038
224	2.23000	98.962
225	2.24000	98.898
226	2.25000	98.843
227	2.26000	98.783
228	2.27000	98.708
229	2.28000	98.604
230	2.29000	98.467
231	2.30000	98.296
232	2.31000	98.082
233	2.32000	97.810
234	2.33000	97.469
235	2.34000	97.082
236	2.35000	96.679
237	2.36000	96.283
238	2.37000	95.892
239	2.38000	95.485
240	2.39000	95.027
241	2.40000	94.479
242	2.41000	93.833
243	2.42000	93.118
244	2.43000	92.376
245	2.44000	91.663
246	2.45000	91.011
247	2.46000	90.396
248	2.47000	89.766
249	2.48000	89.083
250	2.49000	88.352
251	2.50000	87.591
252	2.51000	86.847
253	2.52000	86.165
254	2.53000	85.552
255	2.54000	84.999
256	2.55000	84.488
257	2.56000	83.991
258	2.57000	83.503
259	2.58000	83.039
260	2.59000	82.632
261	2.60000	82.277
262	2.61000	81.958
263	2.62000	81.653
264	2.63000	81.351
265	2.64000	81.062
266	2.65000	80.798
267	2.66000	80.556
268	2.67000	80.336
269	2.68000	80.149
270	2.69000	79.992
271	2.70000	79.859
272	2.71000	79.766
273	2.72000	79.716
274	2.73000	79.716
275	2.74000	79.767
276	2.75000	79.849
277	2.76000	79.927
278	2.77000	79.985
279	2.78000	80.034
280	2.79000	80.065
281	2.80000	80.087
282	2.81000	80.114
283	2.82000	80.150
284	2.83000	80.209
285	2.84000	80.292
286	2.85000	80.388
287	2.86000	80.489
288	2.87000	80.598
289	2.88000	80.714
290	2.89000	80.831
291	2.90000	80.946
292	2.91000	81.053
293	2.92000	81.154
294	2.93000	81.260
295	2.94000	81.365
296	2.95000	81.471
297	2.96000	81.576
298	2.97000	81.678
299	2.98000	81.775
300	2.99000	81.868
301	3.00000	81.952
302	3.01000	82.030
303	3.02000	82.105
304	3.03000	82.176
305	3.04000	82.243
306	3.05000	82.314
307	3.06000	82.386
308	3.07000	82.468
309	3.08000	82.566
310	3.09000	82.680
311	3.10000	82.799
312	3.11000	82.923
313	3.12000	83.048
314	3.13000	83.184
315	3.14000	83.375
316	3.15000	83.657
317	3.16000	84.044
318	3.17000	84.524
319	3.18000	85.054
320	3.19000	85.594
321	3.20000	86.102
322	3.21000	86.554
323	3.22000	86.953
324	3.23000	87.344
325	3.24000	87.820
326	3.25000	88.429
327	3.26000	89.160
328	3.27000	89.954
329	3.28000	90.721
330	3.29000	91.389
331	3.30000	91.890
332	3.31000	92.202
333	3.32000	92.341
334	3.33000	92.360
335	3.34000	92.345
336	3.35000	92.351
337	3.36000	92.393
338	3.37000	92.477
339	3.38000	92.582
340	3.39000	92.688
341	3.40000	92.777
342	3.41000	92.844
343	3.42000	92.887
344	3.43000	92.911
345	3.44000	92.928
346	3.45000	92.946
347	3.46000	92.968
348	3.47000	92.996
349	3.48000	93.025
350	3.49000	93.055
351	3.50000	93.086
352	3.51000	93.117
353	3.52000	93.149
354	3.53000	93.185
355	3.54000	93.224
356	3.55000	93.267
357	3.56000	93.313
358	3.57000	93.362
359	3.58000	93.416
360	3.59000	93.472
361	3.60000	93.531
362	3.61000	93.591
363	3.62000	93.651
364	3.63000	93.711
365	3.64000	93.768
366	3.65000	93.821
367	3.66000	93.872
368	3.67000	93.922
369	3.68000	93.972
370	3.69000	94.022
371	3.70000	94.069
372	3.71000	94.117
373	3.72000	94.166
374	3.73000	94.213
375	3.74000	94.257
376	3.75000	94.295
377	3.76000	94.326
378	3.77000	94.350
379	3.78000	94.368
380	3.79000	94.377
381	3.80000	94.381
382	3.81000	94.384
383	3.82000	94.385
384	3.83000	94.381
385	3.84000	94.370
386	3.85000	94.349
387	3.86000	94.319
388	3.87000	94.273
389	3.88000	94.205
390	3.89000	94.096
391	3.90000	93.956
392	3.91000	93.781
393	3.92000	93.566
394	3.93000	93.304
395	3.94000	92.998
396	3.95000	92.652
397	3.96000	92.279
398	3.97000	91.881
399	3.98000	91.454
400	3.99000	90.999
401	4.00000	90.541
402	4.01000	90.097
403	4.02000	89.676
404	4.03000	89.283
405	4.04000	88.918
406	4.05000	88.570
407	4.06000	88.237
408	4.07000	87.905
409	4.08000	87.563
410	4.09000	87.205
411	4.10000	86.833
412	4.11000	86.463
413	4.12000	86.104
414	4.13000	85.763
415	4.14000	85.445
416	4.15000	85.138
417	4.16000	84.844
418	4.17000	84.558
419	4.18000	84.276
420	4.19000	83.989
421	4.20000	83.707
422	4.21000	83.424
423	4.22000	83.144
424	4.23000	82.869
425	4.24000	82.604
426	4.25000	82.346
427	4.26000	82.103
428	4.27000	81.876
429	4.28000	81.667
430	4.29000	81.477
431	4.30000	81.317
432	4.31000	81.182
433	4.32000	81.080
434	4.33000	81.001
435	4.34000	80.940
436	4.35000	80.890
437	4.36000	80.848
438	4.37000	80.810
439	4.38000	80.770
440	4.39000	80.728
441	4.40000	80.688
442	4.41000	80.658
443	4.42000	80.642
444	4.43000	80.641
445	4.44000	80.662
446	4.45000	80.705
447	4.46000	80.785
448	4.47000	80.898
449	4.48000	81.043
450	4.49000	81.225
451	4.50000	81.446
452	4.51000	81.707
453	4.52000	82.016
454	4.53000	82.373
455	4.54000	82.762
456	4.55000	83.160
457	4.56000	83.551
458	4.57000	83.899
459	4.58000	84.204
460	4.59000	84.477
461	4.60000	84.746
462	4.61000	85.042
463	4.62000	85.389
464	4.63000	85.789
465	4.64000	86.229
466	4.65000	86.683
467	4.66000	87.121
468	4.67000	87.523
469	4.68000	87.881
470	4.69000	88.198
471	4.70000	88.495
472	4.71000	88.785
473	4.72000	89.072
474	4.73000	89.376
475	4.74000	89.696
476	4.75000	90.024
477	4.76000	90.360
478	4.77000	90.703
479	4.78000	91.050
480	4.79000	91.392
481	4.80000	91.733
482	4.81000	92.068
483	4.82000	92.396
484	4.83000	92.724
485	4.84000	93.048
486	4.85000	93.370
487	4.86000	93.692
488	4.87000	94.010
489	4.88000	94.318
490	4.89000	94.608
491	4.90000	94.885
492	4.91000	95.141
493	4.92000	95.384
494	4.93000	95.616
495	4.94000	95.834
496	4.95000	96.039
497	4.96000	96.225
498	4.97000	96.387
499	4.98000	96.522
500	4.99000	96.634
501	5.00000	96.724
502	5.01000	96.800
503	5.02000	96.869
504	5.03000	96.931
505	5.04000	96.984
506	5.05000	97.030
507	5.06000	97.074
508	5.07000	97.120
509	5.08000	97.167
510	5.09000	97.218
511	5.10000	97.269
512	5.11000	97.320
513	5.12000	97.371
514	5.13000	97.417
515	5.14000	97.460
516	5.15000	97.501
517	5.16000	97.543
518	5.17000	97.583
519	5.18000	97.624
520	5.19000	97.661
521	5.20000	97.691
522	5.21000	97.715
523	5.22000	97.735
524	5.23000	97.750
525	5.24000	97.763
526	5.25000	97.773
527	5.26000	97.781
528	5.27000	97.785
529	5.28000	97.792
530	5.29000	97.797
531	5.30000	97.802
532	5.31000	97.805
533	5.32000	97.806
534	5.33000	97.803
535	5.34000	97.797
536	5.35000	97.788
537	5.36000	97.778
538	5.37000	97.769
539	5.38000	97.765
540	5.39000	97.765
541	5.40000	97.768
542	5.41000	97.774
543	5.42000	97.781
544	5.43000	97.790
545	5.44000	97.803
546	5.45000	97.821
547	5.46000	97.844
548	5.47000	97.870
549	5.48000	97.897
550	5.49000	97.923
551	5.50000	97.946
552	5.51000	97.967
553	5.52000	97.986
554	5.53000	98.005
555	5.54000	98.026
556	5.55000	98.047
557	5.56000	98.068
558	5.57000	98.089
559	5.58000	98.104
560	5.59000	98.114
561	5.60000	98.118
562	5.61000	98.116
563	5.62000	98.106
564	5.63000	98.086
565	5.64000	98.058
566	5.65000	98.027
567	5.66000	97.994
568	5.67000	97.963
569	5.68000	97.933
570	5.69000	97.908
571	5.70000	97.886
572	5.71000	97.869
573	5.72000	97.857
574	5.73000	97.849
575	5.74000	97.850
576	5.75000	97.861
577	5.76000	97.876
578	5.77000	97.894
579	5.78000	97.912
580	5.79000	97.924
581	5.80000	97.927
582	5.81000	97.921
583	5.82000	97.907
584	5.83000	97.892
585	5.84000	97.879
586	5.85000	97.869
587	5.86000	97.861
588	5.87000	97.856
589	5.88000	97.853
590	5.89000	97.851
591	5.90000	97.849
592	5.91000	97.850
593	5.92000	97.851
594	5.93000	97.853
595	5.94000	97.855
596	5.95000	97.854
597	5.96000	97.848
598	5.97000	97.842
599	5.98000	97.827
600	5.99000	97.810
601	6.00000	97.790
602	6.01000	97.773
603	6.02000	97.745
604	6.03000	97.697
605	6.04000	97.630
606	6.05000	97.550
607	6.06000	97.459
608	6.07000	97.351
609	6.08000	97.206
610	6.09000	97.025
611	6.10000	96.799
612	6.11000	96.557
613	6.12000	96.314
614	6.13000	96.095
615	6.14000	95.918
616	6.15000	95.782
617	6.16000	95.677
618	6.17000	95.581
619	6.18000	95.481
620	6.19000	95.378
621	6.20000	95.275
622	6.21000	95.196
623	6.22000	95.139
624	6.23000	95.090
625	6.24000	95.017
626	6.25000	94.895
627	6.26000	94.731
628	6.27000	94.550
629	6.28000	94.377
630	6.29000	94.238
631	6.30000	94.135
632	6.31000	94.054
633	6.32000	93.966
634	6.33000	93.850
635	6.34000	93.697
636	6.35000	93.520
637	6.36000	93.342
638	6.37000	93.169
639	6.38000	92.993
640	6.39000	92.815
641	6.40000	92.628
642	6.41000	92.437
643	6.42000	92.238
644	6.43000	92.031
645	6.44000	91.819
646	6.45000	91.602
647	6.46000	91.377
648	6.47000	91.144
649	6.48000	90.904
650	6.49000	90.665
651	6.50000	90.430
652	6.51000	90.207
653	6.52000	89.995
654	6.53000	89.780
655	6.54000	89.559
656	6.55000	89.330
657	6.56000	89.096
658	6.57000	88.868
659	6.58000	88.647
660	6.59000	88.433
661	6.60000	88.229
662	6.61000	88.038
663	6.62000	87.867
664	6.63000	87.714
665	6.64000	87.574
666	6.65000	87.442
667	6.66000	87.307
668	6.67000	87.168
669	6.68000	87.028
670	6.69000	86.885
671	6.70000	86.746
672	6.71000	86.613
673	6.72000	86.487
674	6.73000	86.358
675	6.74000	86.221
676	6.75000	86.083
677	6.76000	85.947
678	6.77000	85.818
679	6.78000	85.703
680	6.79000	85.591
681	6.80000	85.498
682	6.81000	85.428
683	6.82000	85.383
684	6.83000	85.357
685	6.84000	85.356
686	6.85000	85.391
687	6.86000	85.463
688	6.87000	85.572
689	6.88000	85.712
690	6.89000	85.871
691	6.90000	86.051
692	6.91000	86.246
693	6.92000	86.451
694	6.93000	86.657
695	6.94000	86.856
696	6.95000	87.047
697	6.96000	87.231
698	6.97000	87.424
699	6.98000	87.636
700	6.99000	87.879
701	7.00000	88.162
702	7.01000	88.477
703	7.02000	88.821
704	7.03000	89.182
705	7.04000	89.548
706	7.05000	89.904
707	7.06000	90.241
708	7.07000	90.561
709	7.08000	90.866
710	7.09000	91.152
711	7.10000	91.411
712	7.11000	91.633
713	7.12000	91.824
714	7.13000	91.990
715	7.14000	92.139
716	7.15000	92.266
717	7.16000	92.372
718	7.17000	92.458
719	7.18000	92.530
720	7.19000	92.586
721	7.20000	92.629
722	7.21000	92.664
723	7.22000	92.694
724	7.23000	92.724
725	7.24000	92.751
726	7.25000	92.771
727	7.26000	92.783
728	7.27000	92.785
729	7.28000	92.779
730	7.29000	92.765
731	7.30000	92.746
732	7.31000	92.721
733	7.32000	92.689
734	7.33000	92.652
735	7.34000	92.606
736	7.35000	92.555
737	7.36000	92.501
738	7.37000	92.444
739	7.38000	92.387
740	7.39000	92.333
741	7.40000	92.283
742	7.41000	92.239
743	7.42000	92.199
744	7.43000	92.169
745	7.44000	92.146
746	7.45000	92.132
747	7.46000	92.129
748	7.47000	92.132
749	7.48000	92.141
750	7.49000	92.157
751	7.50000	92.179
752	7.51000	92.208
753	7.52000	92.241
754	7.53000	92.280
755	7.54000	92.325
756	7.55000	92.377
757	7.56000	92.432
758	7.57000	92.491
759	7.58000	92.553
760	7.59000	92.614
761	7.60000	92.677
762	7.61000	92.739
763	7.62000	92.797
764	7.63000	92.852
765	7.64000	92.910
766	7.65000	92.977
767	7.66000	93.052
768	7.67000	93.136
769	7.68000	93.225
770	7.69000	93.310
771	7.70000	93.388
772	7.71000	93.453
773	7.72000	93.503
774	7.73000	93.539
775	7.74000	93.562
776	7.75000	93.580
777	7.76000	93.592
778	7.77000	93.598
779	7.78000	93.601
780	7.79000	93.601
781	7.80000	93.599
782	7.81000	93.596
783	7.82000	93.592
784	7.83000	93.588
785	7.84000	93.577
786	7.85000	93.568
787	7.86000	93.554
788	7.87000	93.540
789	7.88000	93.527
790	7.89000	93.518
791	7.90000	93.513
792	7.91000	93.516
793	7.92000	93.522
794	7.93000	93.527
795	7.94000	93.524
796	7.95000	93.516
797	7.96000	93.496
798	7.97000	93.468
799	7.98000	93.428
800	7.99000	93.385
801	8.00000	93.335
802	8.01000	93.282
803	8.02000	93.221
804	8.03000	93.146
805	8.04000	93.051
806	8.05000	92.938
807	8.06000	92.794
808	8.07000	92.613
809	8.08000	92.401
810	8.09000	92.161
811	8.10000	91.892
812	8.11000	91.599
813	8.12000	91.279
814	8.13000	90.925
815	8.14000	90.558
816	8.15000	90.179
817	8.16000	89.794
818	8.17000	89.406
819	8.18000	89.012
820	8.19000	88.606
821	8.20000	88.187
822	8.21000	87.753
823	8.22000	87.298
824	8.23000	86.825
825	8.24000	86.363
826	8.25000	85.921
827	8.26000	85.512
828	8.27000	85.130
829	8.28000	84.765
830	8.29000	84.420
831	8.30000	84.087
832	8.31000	83.789
833	8.32000	83.516
834	8.33000	83.274
835	8.34000	83.063
836	8.35000	82.884
837	8.36000	82.728
838	8.37000	82.584
839	8.38000	82.446
840	8.39000	82.311
841	8.40000	82.178
842	8.41000	82.068
843	8.42000	81.964
844	8.43000	81.871
845	8.44000	81.784
846	8.45000	81.705
847	8.46000	81.632
848	8.47000	81.564
849	8.48000	81.501
850	8.49000	81.447
851	8.50000	81.402
852	8.51000	81.372
853	8.52000	81.355
854	8.53000	81.356
855	8.54000	81.382
856	8.55000	81.435
857	8.56000	81.534
858	8.57000	81.696
859	8.58000	81.920
860	8.59000	82.205
861	8.60000	82.542
862	8.61000	82.906
863	8.62000	83.277
864	8.63000	83.633
865	8.64000	83.967
866	8.65000	84.273
867	8.66000	84.569
868	8.67000	84.873
869	8.68000	85.193
870	8.69000	85.540
871	8.70000	85.910
872	8.71000	86.297
873	8.72000	86.695
874	8.73000	87.090
875	8.74000	87.479
876	8.75000	87.863
877	8.76000	88.241
878	8.77000	88.616
879	8.78000	88.993
880	8.79000	89.369
881	8.80000	89.747
882	8.81000	90.134
883	8.82000	90.528
884	8.83000	90.931
885	8.84000	91.337
886	8.85000	91.748
887	8.86000	92.158
888	8.87000	92.569
889	8.88000	92.975
890	8.89000	93.367
891	8.90000	93.749
892	8.91000	94.120
893	8.92000	94.480
894	8.93000	94.821
895	8.94000	95.142
896	8.95000	95.449
897	8.96000	95.743
898	8.97000	96.028
899	8.98000	96.303
900	8.99000	96.564
901	9.00000	96.810
902	9.01000	97.037
903	9.02000	97.238
904	9.03000	97.406
905	9.04000	97.547
906	9.05000	97.663
907	9.06000	97.758
908	9.07000	97.836
909	9.08000	97.905
910	9.09000	97.966
911	9.10000	98.020
912	9.11000	98.068
913	9.12000	98.112
914	9.13000	98.155
915	9.14000	98.197
916	9.15000	98.239
917	9.16000	98.283
918	9.17000	98.330
919	9.18000	98.378
920	9.19000	98.428
921	9.20000	98.479
922	9.21000	98.530
923	9.22000	98.584
924	9.23000	98.640
925	9.24000	98.694
926	9.25000	98.747
927	9.26000	98.798
928	9.27000	98.843
929	9.28000	98.884
930	9.29000	98.919
931	9.30000	98.948
932	9.31000	98.973
933	9.32000	98.998
934	9.33000	99.025
935	9.34000	99.058
936	9.35000	99.094
937	9.36000	99.134
938	9.37000	99.176
939	9.38000	99.220
940	9.39000	99.264
941	9.40000	99.305
942	9.41000	99.346
943	9.42000	99.387
944	9.43000	99.431
945	9.44000	99.475
946	9.45000	99.518
947	9.46000	99.561
948	9.47000	99.603
949	9.48000	99.647
950	9.49000	99.688
951	9.50000	99.723
952	9.51000	99.753
953	9.52000	99.776
954	9.53000	99.795
955	9.54000	99.807
956	9.55000	99.814
957	9.56000	99.818
958	9.57000	99.818
959	9.58000	99.817
960	9.59000	99.811
961	9.60000	99.804
962	9.61000	99.797
963	9.62000	99.790
964	9.63000	99.787
965	9.64000	99.788
966	9.65000	99.794
967	9.66000	99.803
968	9.67000	99.815
969	9.68000	99.830
970	9.69000	99.845
971	9.70000	99.857
972	9.71000	99.868
973	9.72000	99.872
974	9.73000	99.870
975	9.74000	99.868
976	9.75000	99.864
977	9.76000	99.860
978	9.77000	99.860
979	9.78000	99.864
980	9.79000	99.870
981	9.80000	99.876
982	9.81000	99.882
983	9.82000	99.884
984	9.83000	99.881
985	9.84000	99.876
986	9.85000	99.863
987	9.86000	99.846
988	9.87000	99.826
989	9.88000	99.808
990	9.89000	99.794
991	9.90000	99.784
992	9.91000	99.782
993	9.92000	99.788
994	9.93000	99.799
995	9.94000	99.816
996	9.95000	99.831
997	9.96000	99.849
998	9.97000	99.869
999	9.98000	99.891
1000	9.99000	99.916
