NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	30
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:23:04
DATA_INCLUDED	Position
DATA_TYPES	SL_pos_X	SL_pos_Y	SL_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	LR_pos_X	LR_pos_Y	LR_pos_Z	KR_pos_X	KR_pos_Y	KR_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z

Frame	Time	SL_pos_X	SL_pos_Y	SL_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	LR_pos_X	LR_pos_Y	LR_pos_Z	KR_pos_X	KR_pos_Y	KR_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	
183	1.82000	282.168	244.872	1619.418	496.869	217.194	39.283	310.297	182.285	589.449	238.235	203.742	105.228	253.237	-182.044	110.600	305.237	-155.849	593.707	511.113	-199.707	39.327	312.052	-205.362	1623.496	267.630	-198.845	1043.730	251.270	224.691	1052.564
184	1.83000	282.656	244.612	1620.021	496.879	217.192	39.250	309.704	182.346	589.652	238.237	203.770	105.195	253.202	-182.072	110.593	304.464	-156.014	593.804	511.101	-199.694	39.355	312.077	-205.183	1623.549	266.084	-198.903	1043.686	249.268	224.676	1052.586
185	1.84000	283.196	244.313	1620.601	496.885	217.187	39.259	309.198	182.307	589.799	238.237	203.810	105.198	253.174	-182.099	110.541	303.919	-156.085	593.741	511.095	-199.686	39.392	311.999	-204.822	1624.084	264.498	-198.894	1043.597	247.147	225.333	1052.869
186	1.85000	283.784	243.950	1621.064	496.894	217.172	39.265	308.751	182.417	590.032	238.234	203.875	105.166	253.104	-182.146	110.555	303.250	-156.290	593.800	511.078	-199.667	39.411	311.912	-204.438	1624.591	262.856	-198.910	1043.542	244.976	225.519	1052.959
187	1.86000	284.432	243.573	1621.641	496.894	217.169	39.276	308.366	182.507	590.230	238.223	203.906	105.153	253.072	-182.182	110.526	302.832	-156.501	593.753	511.068	-199.663	39.466	311.888	-204.002	1625.098	261.169	-198.871	1043.552	242.782	225.641	1052.980
188	1.87000	285.025	243.200	1622.205	496.881	217.154	39.310	307.989	182.712	590.419	238.208	203.987	105.166	253.069	-182.208	110.517	302.457	-156.701	593.780	511.059	-199.665	39.474	311.875	-203.545	1625.540	259.370	-198.855	1043.464	240.526	225.595	1052.954
189	1.88000	285.640	242.807	1622.840	496.875	217.152	39.310	307.624	182.846	590.486	238.202	204.018	105.156	253.082	-182.228	110.485	302.233	-156.884	593.806	511.070	-199.678	39.485	311.911	-203.080	1625.986	257.491	-198.800	1043.406	238.212	225.533	1052.871
190	1.89000	286.219	242.480	1623.457	496.874	217.162	39.338	307.350	183.059	590.591	238.200	204.064	105.121	253.112	-182.254	110.444	302.004	-157.138	593.866	511.063	-199.658	39.504	311.990	-202.647	1626.439	255.488	-198.784	1043.349	235.889	225.508	1052.803
191	1.90000	286.782	242.119	1624.149	496.863	217.138	39.361	307.113	183.308	590.707	238.210	204.104	105.120	253.153	-182.278	110.452	301.830	-157.514	593.890	511.069	-199.669	39.531	312.050	-202.187	1626.903	253.371	-198.801	1043.280	233.575	225.463	1052.675
192	1.91000	287.323	241.707	1624.778	496.885	217.144	39.353	306.978	183.516	590.784	238.240	204.104	105.092	253.205	-182.277	110.410	301.721	-157.762	593.842	511.057	-199.668	39.572	312.147	-201.752	1627.364	251.141	-198.771	1043.116	231.176	225.425	1052.491
193	1.92000	287.857	241.314	1625.441	496.879	217.127	39.336	306.832	183.786	590.845	238.275	204.149	105.135	253.221	-182.286	110.395	301.707	-158.082	593.798	511.041	-199.676	39.620	312.294	-201.255	1627.797	248.758	-198.789	1042.926	228.735	225.505	1052.300
194	1.93000	288.407	240.878	1626.054	496.890	217.133	39.306	306.618	184.045	590.881	238.319	204.148	105.097	253.267	-182.300	110.367	302.910	-156.438	592.800	511.036	-199.668	39.651	312.444	-200.771	1628.201	246.309	-198.881	1042.686	226.239	225.525	1052.077
195	1.94000	288.936	240.402	1626.617	496.904	217.135	39.296	306.366	184.352	590.955	238.383	204.166	105.051	253.424	-182.305	110.382	303.044	-156.646	592.801	511.042	-199.677	39.656	312.667	-200.254	1628.557	243.693	-199.000	1042.417	223.928	225.799	1051.892
196	1.95000	289.471	239.897	1627.124	496.897	217.142	39.337	306.067	184.591	590.933	238.401	204.242	105.019	253.654	-182.334	110.346	303.389	-155.041	592.013	511.057	-199.680	39.653	312.956	-199.765	1628.821	240.995	-199.146	1042.125	221.288	225.778	1051.691
197	1.96000	290.061	239.415	1627.651	496.888	217.151	39.350	305.682	185.004	591.029	238.425	204.315	104.955	253.813	-182.417	110.285	303.225	-155.390	592.136	511.049	-199.701	39.686	313.283	-199.267	1629.112	238.191	-199.279	1041.872	218.547	225.760	1051.508
198	1.97000	290.711	238.855	1628.163	496.872	217.134	39.418	305.322	185.348	591.044	238.435	204.383	104.893	253.878	-182.528	110.234	302.884	-156.003	592.226	511.038	-199.704	39.759	313.778	-198.666	1629.249	235.278	-199.385	1041.625	215.810	225.711	1051.297
199	1.98000	291.487	238.224	1628.637	496.853	217.097	39.509	304.960	185.743	590.988	238.419	204.441	104.864	253.892	-182.631	110.203	302.563	-156.290	592.228	511.003	-199.712	39.897	314.399	-197.986	1629.256	232.336	-199.576	1041.381	212.979	225.620	1051.042
200	1.99000	292.294	237.567	1629.011	496.831	217.107	39.610	304.749	186.237	590.991	238.395	204.525	104.853	253.860	-182.747	110.130	302.114	-156.894	592.251	510.967	-199.711	40.040	315.143	-197.291	1629.159	229.328	-199.746	1041.084	210.008	225.576	1050.704
201	2.00000	293.200	236.912	1629.294	496.813	217.068	39.722	304.665	186.691	590.908	238.407	204.568	104.804	253.821	-182.887	110.105	301.787	-157.324	592.115	510.932	-199.709	40.179	315.937	-196.572	1629.031	226.308	-199.927	1040.736	207.029	225.519	1050.339
202	2.01000	294.105	236.291	1629.471	496.781	217.061	39.824	304.699	187.172	590.895	238.447	204.641	104.766	253.812	-182.995	110.043	301.474	-157.819	592.111	510.916	-199.690	40.297	316.842	-195.818	1628.753	223.246	-200.077	1040.305	204.040	225.520	1049.934
203	2.02000	295.043	235.655	1629.635	496.774	217.045	39.921	304.858	187.738	590.842	238.453	204.705	104.747	253.839	-183.147	109.979	301.210	-158.356	592.185	510.879	-199.671	40.427	317.783	-195.137	1628.397	220.165	-200.219	1039.860	201.000	225.491	1049.469
204	2.03000	295.931	234.488	1629.779	496.737	217.026	40.069	305.044	188.430	590.835	238.476	204.785	104.646	253.863	-183.282	109.903	300.978	-158.762	592.183	510.852	-199.652	40.578	318.807	-194.424	1627.898	217.096	-200.269	1039.336	197.885	225.293	1048.863
205	2.04000	296.869	233.500	1629.728	496.708	217.067	40.231	305.287	189.206	590.777	238.447	204.847	104.614	253.886	-183.416	109.816	300.682	-159.391	592.304	510.812	-199.650	40.724	319.852	-193.658	1627.418	213.833	-201.406	1039.219	194.728	225.317	1048.231
206	2.05000	297.937	232.472	1629.533	496.681	217.054	40.365	305.627	190.016	590.707	238.401	204.949	104.566	253.834	-183.569	109.685	300.361	-160.154	592.420	510.768	-199.629	40.903	321.005	-192.837	1626.837	210.528	-201.482	1038.735	191.528	225.384	1047.623
207	2.06000	299.093	231.308	1629.199	496.657	217.077	40.427	306.013	190.863	590.726	238.424	205.057	104.523	253.714	-183.787	109.590	300.051	-160.747	592.384	510.693	-199.620	41.103	322.254	-191.964	1626.154	207.083	-201.469	1038.239	188.237	225.496	1046.964
208	2.07000	300.630	230.353	1628.701	496.669	217.095	40.405	306.413	191.594	590.810	238.490	205.172	104.508	253.621	-184.044	109.509	299.711	-161.497	592.429	510.646	-199.622	41.282	323.592	-191.014	1625.337	203.559	-201.476	1037.689	184.915	225.543	1046.250
209	2.08000	302.145	229.198	1627.988	496.696	217.101	40.354	306.657	192.338	590.916	238.593	205.319	104.531	253.569	-184.300	109.439	299.518	-162.147	592.445	510.601	-199.598	41.420	325.035	-190.045	1624.481	199.961	-201.485	1037.092	181.557	225.563	1045.502
210	2.09000	303.639	228.048	1627.308	496.686	217.091	40.380	306.734	193.079	590.994	238.665	205.437	104.448	253.577	-184.462	109.369	299.265	-162.885	592.639	510.569	-199.593	41.534	326.498	-188.953	1623.515	196.498	-201.509	1036.386	178.201	225.848	1044.730
211	2.10000	305.077	226.817	1626.504	496.664	217.117	40.510	306.784	193.837	590.999	238.630	205.541	104.413	253.652	-184.587	109.291	299.069	-163.423	592.723	510.560	-199.576	41.605	328.007	-187.809	1622.490	193.019	-201.608	1035.658	174.828	225.932	1043.841
212	2.11000	306.515	225.717	1625.652	496.626	217.120	40.653	306.779	194.666	590.967	238.590	205.637	104.352	253.803	-184.689	109.184	298.877	-163.795	592.630	510.554	-199.558	41.643	329.551	-186.553	1621.271	189.584	-201.742	1034.833	171.283	225.817	1042.904
213	2.12000	307.794	224.430	1624.686	496.581	217.105	40.862	306.782	195.586	590.905	238.482	205.759	104.321	253.856	-184.774	109.124	298.618	-164.173	592.508	510.531	-199.524	41.726	331.045	-185.376	1619.815	186.186	-201.959	1033.963	168.024	225.912	1041.960
214	2.13000	309.095	223.071	1623.439	496.553	217.085	41.069	306.937	196.467	590.833	238.407	205.876	104.287	253.856	-184.875	109.056	298.360	-165.020	592.545	510.508	-199.501	41.824	332.536	-184.233	1618.277	182.777	-202.155	1032.988	164.812	226.007	1040.967
215	2.14000	310.417	221.727	1622.135	496.533	217.088	41.190	307.067	197.321	590.894	238.398	206.006	104.272	253.742	-184.985	109.025	298.440	-165.796	592.331	510.445	-199.420	42.013	333.944	-183.077	1616.686	179.342	-202.211	1031.967	161.560	226.164	1039.966
216	2.15000	311.722	220.554	1621.010	496.529	217.088	41.232	307.147	198.094	590.947	238.414	206.145	104.226	253.611	-185.062	109.006	298.929	-166.418	592.080	510.391	-199.364	42.202	335.197	-181.940	1614.987	175.789	-202.191	1030.868	158.315	226.367	1038.969
217	2.16000	313.040	219.238	1619.417	496.531	217.087	41.222	307.061	198.808	590.983	238.491	206.247	104.169	253.660	-185.196	109.020	299.559	-167.257	592.229	510.385	-199.375	42.213	336.326	-180.798	1613.267	172.172	-202.117	1029.632	155.371	226.874	1037.966
218	2.17000	314.385	217.907	1617.728	496.537	217.072	41.270	306.915	199.491	590.952	238.583	206.268	104.058	253.816	-185.366	109.031	300.020	-168.189	592.517	510.406	-199.401	42.142	337.346	-179.679	1611.423	168.561	-201.957	1028.296	152.186	227.128	1036.821
219	2.18000	315.699	216.548	1615.795	496.517	217.044	41.399	306.741	200.295	590.846	238.539	206.290	104.025	253.972	-185.469	108.987	300.282	-168.940	592.523	510.443	-199.408	42.054	338.307	-178.396	1609.450	164.929	-201.729	1026.893	148.879	227.493	1035.691
220	2.19000	316.906	215.202	1613.871	496.486	217.042	41.560	306.692	201.087	590.710	238.518	206.268	103.933	254.145	-185.528	108.904	300.284	-169.868	592.555	510.466	-199.434	42.018	339.208	-177.038	1607.287	161.294	-201.476	1025.352	145.605	227.783	1034.543
221	2.20000	318.018	213.538	1611.721	496.437	217.048	41.803	306.761	202.035	590.572	238.437	206.347	103.931	254.188	-185.645	108.878	300.289	-170.788	592.447	510.456	-199.434	42.075	340.151	-175.768	1605.050	157.706	-201.152	1023.696	142.361	228.035	1033.286
222	2.21000	319.067	211.684	1609.403	496.402	217.029	41.965	306.907	203.092	590.589	238.386	206.450	103.900	254.110	-185.727	108.848	300.369	-171.523	592.178	510.417	-199.423	42.257	341.046	-174.514	1602.785	154.169	-200.876	1022.114	139.135	228.217	1031.945
223	2.22000	320.077	210.227	1607.062	496.392	217.046	42.035	307.187	204.140	590.623	238.382	206.575	103.850	253.973	-185.836	108.868	300.760	-173.260	592.350	510.355	-199.429	42.534	342.050	-173.270	1600.387	150.639	-200.703	1020.568	135.929	228.344	1030.520
224	2.23000	321.129	208.804	1604.562	496.390	217.064	42.094	307.412	205.262	590.672	238.422	206.735	103.789	253.870	-185.989	108.879	301.278	-173.721	592.156	510.307	-199.406	42.801	343.012	-171.602	1597.719	147.161	-200.609	1019.019	132.771	228.470	1029.048
225	2.24000	322.355	207.999	1601.887	496.366	217.049	42.183	307.574	206.436	590.635	238.407	206.873	103.717	253.902	-186.088	108.847	301.748	-174.018	592.111	510.296	-199.412	42.922	343.498	-169.833	1594.945	143.806	-200.518	1017.441	129.588	228.644	1027.506
226	2.25000	323.386	207.119	1599.182	496.352	217.027	42.307	307.793	207.781	590.586	238.395	206.995	103.636	254.058	-186.146	108.755	302.030	-174.742	592.219	510.304	-199.438	42.898	344.179	-168.500	1592.030	140.412	-200.379	1015.739	126.458	228.848	1025.927
227	2.26000	324.257	206.172	1596.583	496.302	217.034	42.583	308.149	209.074	590.414	238.321	207.126	103.598	254.255	-186.167	108.651	302.095	-175.432	592.150	510.330	-199.453	42.886	344.811	-167.113	1588.913	137.046	-200.227	1013.881	123.368	229.111	1024.307
228	2.27000	325.099	205.136	1593.832	496.251	217.071	42.879	308.717	210.309	590.267	238.240	207.321	103.586	254.347	-186.159	108.571	302.113	-176.235	592.022	510.306	-199.416	42.960	345.392	-165.668	1585.708	133.679	-200.091	1012.028	120.300	229.367	1022.607
229	2.28000	325.918	203.804	1590.801	496.240	217.102	43.048	309.324	211.387	590.197	238.241	207.514	103.569	254.224	-186.246	108.496	302.345	-177.168	591.820	510.251	-199.406	43.189	345.825	-164.275	1582.340	130.349	-200.101	1010.142	117.161	229.618	1020.799
230	2.29000	326.761	202.536	1587.662	496.218	217.102	43.195	309.732	212.414	590.178	238.273	207.671	103.546	253.982	-186.365	108.484	302.976	-178.161	591.768	510.132	-199.460	43.605	346.227	-162.876	1578.850	127.210	-200.073	1008.301	114.029	229.929	1018.965
231	2.30000	327.542	201.371	1584.403	496.191	217.093	43.399	310.034	213.278	590.024	238.222	207.808	103.469	253.839	-186.541	108.472	304.031	-179.013	591.747	510.040	-199.502	44.032	346.553	-161.554	1575.191	124.132	-199.820	1006.327	110.873	230.199	1017.046
232	2.31000	327.927	200.226	1581.118	496.121	217.096	43.676	310.272	214.184	589.823	238.112	207.912	103.413	253.794	-186.686	108.492	305.084	-179.785	591.937	509.988	-199.531	44.400	346.795	-160.390	1571.348	120.973	-199.465	1004.125	107.675	230.473	1015.125
233	2.32000	328.574	199.216	1577.725	496.047	217.120	44.112	310.703	215.179	589.572	237.944	208.001	103.349	253.808	-186.814	108.431	305.940	-180.539	591.911	509.933	-199.597	44.833	347.031	-159.396	1567.375	117.939	-199.052	1001.858	104.130	230.491	1013.247
234	2.33000	329.371	198.101	1574.037	495.953	217.132	44.635	311.393	216.203	589.449	237.747	208.054	103.317	253.723	-186.937	108.436	306.721	-181.337	591.753	509.846	-199.581	45.497	347.281	-158.607	1563.241	114.967	-198.774	999.507	100.807	230.690	1011.318
235	2.34000	330.045	197.088	1570.315	495.869	217.189	45.083	312.371	217.317	589.389	237.575	208.137	103.306	253.448	-187.051	108.450	307.733	-182.193	591.625	509.691	-199.529	46.434	347.533	-157.907	1558.975	112.091	-198.588	997.044	97.528	230.846	1009.219
236	2.35000	330.568	196.174	1566.597	495.783	217.288	45.626	313.338	218.544	589.296	237.453	208.248	103.289	252.949	-187.088	108.494	309.306	-182.975	591.423	509.513	-199.385	47.656	347.772	-157.282	1554.514	109.272	-198.464	994.443	94.307	230.946	1006.958
237	2.36000	330.954	195.264	1562.776	495.698	217.432	46.151	314.338	219.797	589.099	237.271	208.356	103.307	252.493	-187.125	108.578	311.071	-183.968	591.432	509.269	-199.363	49.090	347.940	-156.640	1550.059	106.548	-198.348	991.650	91.132	230.967	1004.447
238	2.37000	331.227	194.260	1558.742	495.594	217.573	46.624	315.297	221.152	588.797	237.125	208.514	103.298	252.182	-187.202	108.584	312.800	-184.717	591.424	509.108	-199.523	50.146	348.002	-156.092	1545.289	104.092	-198.286	988.709	88.077	230.943	1001.760
239	2.38000	331.390	193.223	1554.610	495.480	217.753	47.271	316.436	222.526	588.459	236.953	208.583	103.206	252.376	-187.221	108.430	314.153	-185.567	591.260	509.038	-199.821	50.612	347.954	-155.584	1540.452	101.541	-198.204	985.537	85.024	230.883	998.883
240	2.39000	331.449	192.204	1550.297	495.279	217.922	48.306	317.934	224.061	588.217	236.600	208.684	103.219	252.620	-187.205	108.164	315.216	-186.282	590.786	508.988	-199.995	51.099	347.939	-155.098	1535.534	98.962	-198.249	982.184	82.013	230.865	995.880
241	2.40000	331.462	191.270	1545.861	494.938	218.263	49.945	319.755	225.632	588.007	235.975	208.858	103.312	252.536	-187.185	108.041	316.433	-187.019	590.223	508.857	-200.031	52.240	347.944	-154.793	1530.283	96.365	-198.381	978.819	79.003	230.984	992.768
242	2.41000	331.446	190.343	1541.265	494.501	218.659	52.254	321.721	227.118	587.837	235.192	209.041	103.364	251.987	-187.146	108.062	318.153	-187.702	589.831	508.519	-200.083	54.266	348.014	-154.440	1525.229	93.791	-198.628	975.557	76.003	231.093	989.413
243	2.42000	331.438	189.530	1536.534	494.059	219.287	54.638	323.598	228.454	587.532	234.430	209.185	103.403	251.161	-187.037	108.182	320.395	-188.634	589.692	508.010	-200.244	56.755	347.960	-154.114	1519.752	91.223	-198.988	972.394	72.932	231.286	985.634
244	2.43000	331.414	188.804	1531.588	493.702	219.746	56.394	325.258	229.643	587.106	234.029	209.272	103.350	250.246	-186.977	108.387	322.874	-189.483	589.616	507.458	-200.496	59.322	347.825	-153.743	1514.160	88.653	-199.258	969.032	69.802	231.829	981.570
245	2.44000	331.374	188.137	1526.478	493.402	219.793	57.713	326.752	230.728	586.547	233.715	209.231	103.187	249.608	-187.000	108.443	325.232	-190.448	589.428	506.983	-200.808	61.451	347.326	-153.609	1508.941	86.105	-199.454	965.516	67.132	232.477	977.639
246	2.45000	331.325	187.597	1521.238	493.216	219.644	58.892	328.259	231.700	585.915	233.467	209.153	103.105	249.499	-186.960	108.295	327.167	-191.416	588.884	506.744	-201.292	62.540	347.199	-153.436	1503.274	83.574	-199.591	961.691	64.646	232.730	973.784
247	2.46000	331.217	187.141	1515.867	492.914	219.509	60.425	330.005	232.584	585.350	233.121	209.039	102.980	249.515	-186.924	108.173	328.771	-192.372	588.136	506.537	-201.519	63.344	347.197	-153.014	1497.451	81.127	-199.713	957.625	62.216	232.891	970.005
248	2.47000	331.157	186.754	1510.447	492.445	219.585	62.747	332.005	233.464	584.948	232.378	208.963	103.066	249.398	-186.807	108.115	330.554	-193.088	587.359	506.360	-201.338	64.518	347.122	-152.645	1491.488	78.763	-199.963	953.417	59.805	233.072	966.176
249	2.48000	331.095	186.368	1504.928	491.702	219.855	65.897	334.288	234.258	584.620	231.344	208.957	103.224	248.936	-186.623	108.198	332.687	-193.714	586.804	505.995	-201.146	66.325	347.060	-152.313	1485.539	76.449	-200.373	949.286	57.349	233.244	962.294
250	2.49000	330.998	185.963	1499.289	490.850	220.261	69.245	336.562	235.038	584.341	230.300	208.951	103.425	248.224	-186.500	108.371	335.074	-194.222	586.350	505.488	-201.054	68.680	346.910	-151.969	1479.452	74.215	-200.670	945.078	54.889	233.375	958.266
251	2.50000	330.927	185.622	1493.529	490.167	220.601	71.895	338.729	235.744	584.019	229.493	208.919	103.480	247.356	-186.328	108.553	337.659	-194.780	586.060	504.850	-201.068	71.280	346.775	-151.701	1473.192	72.038	-200.935	940.834	52.504	233.579	954.112
252	2.51000	330.798	185.323	1487.608	489.700	220.813	73.583	340.717	236.390	583.581	229.085	208.968	103.473	246.660	-186.163	108.703	340.101	-195.257	585.649	504.236	-201.231	73.529	346.511	-151.374	1467.015	69.962	-201.175	936.402	50.185	233.834	949.849
253	2.52000	330.615	185.068	1481.611	489.450	220.753	74.698	342.634	236.948	582.949	228.931	208.883	103.368	246.373	-186.071	108.707	342.247	-195.836	585.197	503.928	-201.345	74.974	346.236	-151.089	1460.675	67.925	-201.332	931.782	47.901	234.131	945.509
254	2.53000	330.378	184.808	1475.519	489.235	220.467	75.868	344.578	237.429	582.262	228.816	208.754	103.296	246.357	-185.894	108.595	344.109	-196.471	584.452	503.916	-201.256	75.672	345.886	-150.750	1454.419	65.915	-201.463	926.955	45.721	234.471	941.073
255	2.54000	330.110	184.595	1469.428	488.896	220.235	77.430	346.669	237.829	581.568	228.487	208.599	103.278	246.246	-185.691	108.530	345.994	-197.082	583.700	503.773	-201.107	76.605	345.558	-150.568	1448.029	63.928	-201.447	922.043	43.567	234.888	936.571
256	2.55000	329.845	184.364	1463.243	488.439	220.169	79.078	348.813	238.149	580.918	228.023	208.455	103.305	245.967	-185.442	108.616	348.110	-197.571	583.025	503.339	-201.019	77.909	345.276	-150.424	1441.610	61.997	-201.425	917.127	41.468	235.367	932.004
257	2.56000	329.579	184.123	1457.002	488.038	220.250	80.384	350.979	238.600	580.375	227.681	208.402	103.328	245.592	-185.253	108.753	350.273	-198.041	582.511	502.954	-200.965	79.266	344.889	-150.276	1435.221	60.103	-201.424	912.273	39.393	235.831	927.379
258	2.57000	329.273	183.936	1450.744	487.757	220.426	81.188	353.044	238.975	579.747	227.538	208.400	103.313	245.242	-185.031	108.848	352.285	-198.427	581.982	502.565	-201.059	80.639	344.560	-150.201	1428.695	58.195	-201.495	907.483	37.407	236.270	922.670
259	2.58000	328.942	183.777	1444.395	487.605	220.551	81.735	355.088	239.454	579.148	227.524	208.396	103.273	244.985	-184.847	108.877	354.163	-198.912	581.374	502.294	-201.140	81.561	344.161	-150.128	1422.051	56.262	-201.620	902.704	35.486	236.721	917.927
260	2.59000	328.586	183.615	1438.016	487.582	220.470	81.929	357.148	239.777	578.513	227.590	208.397	103.227	244.937	-184.643	108.873	355.868	-199.398	580.786	502.142	-201.124	82.191	343.705	-150.045	1415.399	54.387	-201.701	897.841	33.630	237.040	913.175
261	2.60000	328.138	183.443	1431.623	487.622	220.193	82.035	359.200	240.134	577.853	227.693	208.350	103.159	244.974	-184.427	108.817	357.644	-201.363	580.891	502.044	-201.136	82.566	343.252	-150.019	1408.685	52.478	-201.758	892.872	31.824	237.346	908.254
262	2.61000	327.692	183.290	1425.195	487.640	219.910	82.271	361.224	240.360	577.205	227.751	208.256	103.074	245.000	-184.285	108.784	359.291	-202.153	580.238	501.938	-201.283	82.904	342.740	-150.000	1401.997	50.611	-201.911	887.888	30.039	237.778	903.301
263	2.62000	327.236	183.150	1418.844	487.655	219.687	82.355	363.217	240.508	576.511	227.822	208.107	102.927	244.948	-184.172	108.802	360.938	-202.840	579.598	501.766	-201.614	83.352	342.231	-150.009	1395.339	48.740	-201.987	882.890	28.331	238.213	898.319
264	2.63000	326.721	183.013	1412.451	487.697	219.578	82.274	365.174	240.634	575.856	227.950	207.875	102.734	244.812	-184.108	108.861	362.531	-203.713	579.081	501.500	-202.069	83.864	341.725	-149.993	1388.694	46.771	-202.029	877.871	26.625	238.710	893.281
265	2.64000	326.216	182.931	1406.054	487.783	219.395	82.171	367.120	240.657	575.204	228.050	207.099	101.893	244.675	-184.068	108.907	364.079	-204.348	578.422	501.221	-202.638	84.378	341.160	-149.990	1382.058	44.874	-201.998	872.771	24.940	239.151	888.249
266	2.65000	325.674	182.913	1399.662	487.848	219.166	82.077	368.978	240.744	574.672	228.580	207.710	102.931	244.541	-183.999	108.951	365.389	-204.956	577.733	500.986	-203.047	84.852	340.604	-149.975	1375.523	42.962	-202.016	867.693	23.222	239.635	883.263
267	2.66000	325.098	182.898	1393.246	487.918	218.962	81.975	370.710	241.012	574.170	228.703	207.634	102.881	244.450	-183.941	108.971	366.679	-205.459	577.114	500.817	-203.246	85.180	340.048	-149.962	1368.924	41.064	-202.047	862.656	21.599	240.120	878.336
268	2.67000	324.509	182.895	1386.844	487.957	218.899	81.849	372.499	241.075	573.712	228.798	207.561	102.880	244.492	-183.853	108.975	367.917	-205.902	576.561	500.744	-203.445	85.240	339.509	-149.955	1362.284	39.164	-202.150	857.668	19.919	240.471	873.279
269	2.68000	323.854	182.828	1380.424	487.985	218.973	81.582	374.252	241.138	573.278	228.924	207.617	102.944	244.563	-183.770	108.930	369.068	-206.239	575.956	500.762	-203.556	85.149	338.937	-149.851	1355.582	37.296	-202.296	852.734	18.304	240.750	868.120
270	2.69000	323.169	182.709	1373.982	488.013	219.083	81.349	375.979	241.242	572.839	229.083	207.555	102.943	244.608	-183.616	108.961	370.230	-206.458	575.363	500.699	-203.623	85.282	338.276	-149.764	1348.883	35.421	-202.656	847.950	16.779	241.061	862.884
271	2.70000	322.533	182.561	1367.523	488.201	219.024	80.729	377.687	241.241	572.327	229.352	207.530	102.847	244.578	-183.424	109.024	371.475	-206.654	574.862	500.609	-203.729	85.501	337.530	-149.559	1342.248	33.593	-202.814	843.066	15.299	241.345	857.502
272	2.71000	321.859	182.412	1361.023	488.567	218.799	79.810	379.400	241.133	571.749	229.785	207.645	102.773	244.677	-183.247	109.064	372.767	-206.836	574.288	500.600	-203.921	85.345	336.729	-149.435	1335.507	31.794	-202.989	838.131	13.924	241.669	852.096
273	2.72000	321.106	182.269	1354.493	488.894	218.456	78.931	381.120	240.966	571.134	230.229	207.547	102.626	244.845	-183.354	109.208	373.967	-206.953	573.611	500.672	-204.207	84.887	335.928	-149.305	1328.795	30.057	-203.116	833.099	12.530	241.910	846.532
274	2.73000	320.381	182.195	1347.927	489.163	218.128	78.148	382.780	240.714	570.569	230.607	207.570	102.691	245.076	-183.255	109.219	375.176	-207.119	573.001	500.779	-204.360	84.390	334.947	-149.134	1322.148	28.365	-203.215	827.932	11.175	242.188	840.945
275	2.74000	319.636	182.160	1341.334	489.450	217.797	77.263	384.341	240.433	570.000	231.013	207.535	102.588	245.387	-183.132	109.207	376.370	-207.372	572.478	500.953	-204.507	83.644	334.053	-149.040	1315.398	26.720	-203.274	822.714	9.677	242.396	835.346
276	2.75000	318.858	182.120	1334.725	489.795	217.404	76.247	385.737	240.170	569.523	231.415	207.496	102.524	245.853	-183.161	109.192	377.519	-207.709	571.918	501.280	-204.622	82.559	333.142	-148.899	1308.724	25.107	-203.416	817.453	8.133	242.602	829.841
277	2.76000	318.134	182.151	1328.053	490.183	217.013	75.027	386.953	239.931	569.104	231.938	207.517	102.466	246.262	-183.143	109.077	378.576	-208.058	571.298	501.559	-204.687	81.615	332.329	-148.811	1302.197	23.504	-203.599	812.170	6.421	242.791	824.397
278	2.77000	317.432	182.134	1321.368	490.560	216.632	73.873	387.948	239.854	568.702	232.376	207.515	102.452	246.531	-183.147	109.026	379.567	-208.480	570.755	501.772	-204.764	80.810	331.445	-148.617	1295.546	21.918	-203.760	806.791	4.636	242.910	819.012
279	2.78000	316.686	182.104	1314.682	490.845	216.356	73.079	388.770	239.901	568.327	232.735	207.479	102.385	246.773	-183.209	109.005	380.390	-208.824	570.230	501.918	-204.767	80.214	330.561	-148.366	1288.893	20.352	-203.880	801.349	2.737	242.996	813.613
280	2.79000	315.949	182.048	1307.961	490.985	216.255	72.543	389.412	240.131	568.004	232.914	207.457	102.330	246.939	-183.174	109.025	381.057	-209.217	569.742	502.001	-204.815	79.907	329.693	-148.049	1282.033	18.710	-204.094	796.041	0.813	242.980	808.186
281	2.80000	315.224	181.989	1301.243	491.093	216.236	72.061	389.931	240.489	567.671	233.037	207.482	102.300	247.050	-183.106	108.990	381.647	-209.432	569.239	502.080	-204.780	79.627	328.978	-147.811	1275.517	17.031	-204.383	790.752	-1.125	242.957	802.780
