NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	30
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:23:04
DATA_INCLUDED	Position
DATA_TYPES	SL_pos_X	SL_pos_Y	SL_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	LR_pos_X	LR_pos_Y	LR_pos_Z	KR_pos_X	KR_pos_Y	KR_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z

Frame	Time	SL_pos_X	SL_pos_Y	SL_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	LR_pos_X	LR_pos_Y	LR_pos_Z	KR_pos_X	KR_pos_Y	KR_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	
73	0.72000	281.215	248.235	1606.527	496.965	217.313	38.844	320.451	180.044	588.759	238.384	203.135	105.791	252.907	-180.998	110.840	313.967	-149.360	591.938	510.984	-199.824	39.931	307.493	-206.981	1615.330	304.347	-197.145	1042.426	0.000	0.000	0.000
74	0.73000	281.185	248.221	1606.477	496.967	217.320	38.840	320.524	180.035	588.729	238.399	203.123	105.779	252.893	-181.001	110.846	313.980	-149.394	591.957	510.996	-199.821	39.922	307.434	-207.000	1615.357	304.326	-197.164	1042.422	0.000	0.000	0.000
75	0.74000	281.145	248.212	1606.478	496.972	217.317	38.853	320.620	180.041	588.714	238.389	203.139	105.824	252.906	-181.000	110.871	314.015	-149.396	591.963	510.989	-199.827	39.926	307.362	-207.000	1615.401	304.301	-197.208	1042.440	0.000	0.000	0.000
76	0.75000	281.107	248.203	1606.422	496.986	217.318	38.824	320.682	180.020	588.736	238.426	203.121	105.788	252.895	-180.996	110.842	313.980	-149.463	591.970	510.988	-199.822	39.918	307.289	-207.014	1615.429	304.255	-197.263	1042.466	0.000	0.000	0.000
77	0.76000	281.079	248.203	1606.409	496.987	217.309	38.794	320.707	180.009	588.763	238.446	203.120	105.811	252.882	-181.020	110.861	313.969	-149.496	591.976	510.980	-199.827	39.925	307.212	-206.997	1615.436	304.262	-197.271	1042.436	0.000	0.000	0.000
78	0.77000	281.037	248.204	1606.368	496.996	217.303	38.772	320.711	180.013	588.783	238.455	203.137	105.844	252.855	-181.014	110.849	313.930	-149.501	591.955	510.971	-199.820	39.935	307.112	-207.000	1615.463	304.201	-197.293	1042.470	0.000	0.000	0.000
79	0.78000	280.998	248.231	1606.362	496.985	217.315	38.750	320.691	179.985	588.761	238.469	203.117	105.816	252.837	-181.010	110.873	313.892	-149.517	591.985	510.980	-199.821	39.951	307.002	-206.988	1615.537	304.178	-197.274	1042.467	0.000	0.000	0.000
80	0.79000	280.958	248.249	1606.341	496.988	217.311	38.767	320.621	179.957	588.789	238.468	203.125	105.814	252.835	-181.008	110.878	313.836	-149.578	592.000	510.978	-199.827	39.943	306.921	-206.995	1615.548	304.152	-197.297	1042.469	0.000	0.000	0.000
81	0.80000	280.917	248.258	1606.301	496.990	217.309	38.763	320.519	179.925	588.781	238.449	203.129	105.807	252.830	-181.022	110.874	313.781	-149.568	591.959	510.970	-199.828	39.943	306.805	-206.976	1615.575	304.114	-197.303	1042.467	0.000	0.000	0.000
82	0.81000	280.872	248.272	1606.250	496.982	217.314	38.786	320.441	179.893	588.756	238.426	203.130	105.792	252.806	-181.027	110.913	313.741	-149.630	591.999	510.973	-199.817	39.958	306.704	-206.955	1615.609	304.115	-197.277	1042.441	0.000	0.000	0.000
83	0.82000	280.848	248.286	1606.213	496.977	217.297	38.812	320.407	179.859	588.740	238.399	203.142	105.811	252.805	-180.992	110.889	313.741	-149.589	591.946	510.970	-199.838	39.974	306.613	-206.939	1615.610	304.075	-197.312	1042.472	0.000	0.000	0.000
84	0.83000	280.786	248.318	1606.195	496.969	217.322	38.837	320.383	179.850	588.726	238.403	203.141	105.782	252.814	-180.979	110.875	313.747	-149.697	591.989	510.971	-199.822	39.990	306.520	-206.905	1615.580	304.010	-197.334	1042.474	0.000	0.000	0.000
85	0.84000	280.757	248.346	1606.113	496.971	217.296	38.853	320.373	179.830	588.712	238.368	203.140	105.810	252.817	-180.974	110.885	313.795	-149.748	592.015	510.981	-199.818	39.961	306.430	-206.875	1615.603	304.007	-197.367	1042.481	0.000	0.000	0.000
86	0.85000	280.721	248.349	1606.075	496.973	217.307	38.862	320.364	179.822	588.692	238.400	203.123	105.780	252.829	-180.976	110.873	313.854	-149.718	592.023	510.973	-199.813	39.970	306.322	-206.855	1615.604	304.002	-197.391	1042.474	0.000	0.000	0.000
87	0.86000	280.678	248.401	1606.022	496.963	217.289	38.869	320.397	179.831	588.685	238.390	203.112	105.801	252.850	-180.981	110.863	313.869	-149.743	592.024	510.969	-199.821	39.972	306.244	-206.831	1615.555	303.982	-197.434	1042.483	0.000	0.000	0.000
88	0.87000	280.648	248.400	1605.936	496.972	217.306	38.859	320.458	179.853	588.683	238.399	203.096	105.783	252.839	-180.998	110.847	313.917	-149.755	592.007	510.974	-199.839	39.983	306.170	-206.808	1615.573	303.965	-197.488	1042.497	0.000	0.000	0.000
89	0.88000	280.603	248.423	1605.902	496.961	217.289	38.861	320.519	179.866	588.686	238.408	203.078	105.782	252.849	-181.005	110.857	313.941	-149.728	592.015	510.979	-199.838	39.971	306.093	-206.778	1615.577	303.953	-197.520	1042.489	0.000	0.000	0.000
90	0.89000	280.578	248.478	1605.881	496.964	217.323	38.877	320.547	179.852	588.669	238.414	203.078	105.784	252.836	-181.023	110.842	313.946	-149.786	592.012	510.974	-199.832	39.983	306.031	-206.768	1615.557	303.917	-197.527	1042.487	0.000	0.000	0.000
91	0.90000	280.565	248.469	1605.833	496.980	217.292	38.851	320.607	179.861	588.689	238.452	203.062	105.759	252.831	-181.025	110.838	313.925	-149.716	591.960	510.970	-199.811	39.984	305.983	-206.738	1615.545	303.914	-197.528	1042.466	0.000	0.000	0.000
92	0.91000	280.561	248.487	1605.821	496.972	217.299	38.856	320.627	179.871	588.701	238.454	203.053	105.776	252.830	-181.051	110.833	313.915	-149.727	591.945	510.960	-199.828	40.005	305.944	-206.716	1615.596	303.859	-197.536	1042.466	0.000	0.000	0.000
93	0.92000	280.552	248.522	1605.794	496.973	217.292	38.854	320.618	179.904	588.706	238.451	203.040	105.770	252.840	-181.016	110.827	313.878	-149.748	592.006	510.961	-199.821	39.994	305.929	-206.685	1615.575	303.815	-197.485	1042.443	0.000	0.000	0.000
94	0.93000	280.544	248.536	1605.777	496.970	217.294	38.875	320.582	179.945	588.740	238.435	203.018	105.759	252.840	-181.022	110.847	313.833	-149.653	591.976	510.955	-199.826	39.989	305.870	-206.666	1615.617	303.743	-197.431	1042.442	0.000	0.000	0.000
95	0.94000	280.543	248.534	1605.753	496.965	217.305	38.878	320.537	179.915	588.676	238.448	203.061	105.795	252.837	-180.999	110.843	313.743	-149.654	591.970	510.963	-199.815	40.011	305.846	-206.650	1615.642	303.622	-197.408	1042.452	0.000	0.000	0.000
96	0.95000	280.539	248.555	1605.745	496.955	217.298	38.899	320.507	179.927	588.670	238.432	203.042	105.787	252.812	-181.011	110.832	313.644	-149.666	591.968	510.971	-199.819	40.000	305.840	-206.636	1615.635	303.509	-197.361	1042.450	0.000	0.000	0.000
97	0.96000	280.533	248.578	1605.742	496.957	217.298	38.894	320.490	179.965	588.680	238.424	203.041	105.776	252.805	-181.006	110.850	313.577	-149.667	591.999	510.958	-199.812	40.042	305.795	-206.625	1615.677	303.453	-197.327	1042.458	0.000	0.000	0.000
98	0.97000	280.533	248.563	1605.723	496.961	217.290	38.894	320.504	179.989	588.680	238.404	203.073	105.777	252.802	-181.001	110.823	313.491	-149.645	591.982	510.964	-199.815	40.029	305.762	-206.620	1615.695	303.350	-197.324	1042.480	0.000	0.000	0.000
99	0.98000	280.518	248.563	1605.718	496.954	217.303	38.895	320.501	180.015	588.694	238.413	203.054	105.756	252.810	-181.010	110.851	313.474	-149.659	591.984	510.961	-199.828	40.024	305.695	-206.593	1615.666	303.288	-197.275	1042.469	0.000	0.000	0.000
100	0.99000	280.512	248.576	1605.716	496.963	217.285	38.879	320.515	180.034	588.673	238.422	203.076	105.770	252.795	-180.991	110.827	313.448	-149.593	591.957	510.961	-199.826	40.025	305.670	-206.582	1615.657	303.215	-197.269	1042.473	0.000	0.000	0.000
101	1.00000	280.495	248.573	1605.704	496.965	217.297	38.881	320.509	180.038	588.668	238.432	203.073	105.778	252.800	-180.984	110.815	313.433	-149.576	591.975	510.962	-199.815	40.026	305.618	-206.549	1615.655	303.169	-197.235	1042.486	0.000	0.000	0.000
102	1.01000	280.482	248.604	1605.719	496.966	217.290	38.880	320.473	180.087	588.704	238.459	203.053	105.703	252.804	-180.992	110.821	313.412	-149.528	591.958	510.959	-199.828	40.031	305.578	-206.546	1615.591	303.073	-197.227	1042.506	0.000	0.000	0.000
103	1.02000	280.468	248.623	1605.767	496.964	217.299	38.871	320.449	180.074	588.670	238.421	203.078	105.739	252.802	-180.993	110.820	313.418	-149.521	591.991	510.961	-199.819	40.003	305.538	-206.530	1615.570	302.984	-197.163	1042.509	0.000	0.000	0.000
104	1.03000	280.433	248.632	1605.776	496.973	217.297	38.886	320.400	180.128	588.687	238.434	203.059	105.727	252.816	-180.994	110.843	313.403	-149.479	591.952	510.969	-199.817	40.013	305.476	-206.538	1615.540	302.905	-197.092	1042.511	0.000	0.000	0.000
105	1.04000	280.421	248.665	1605.811	496.964	217.297	38.884	320.354	180.137	588.679	238.429	203.065	105.737	252.820	-180.978	110.833	313.385	-149.461	591.981	510.966	-199.822	40.026	305.472	-206.516	1615.488	302.823	-197.011	1042.457	0.000	0.000	0.000
106	1.05000	280.396	248.665	1605.842	496.962	217.289	38.889	320.333	180.180	588.658	238.408	203.054	105.753	252.810	-180.983	110.837	313.376	-149.408	591.946	510.956	-199.802	40.035	305.402	-206.491	1615.483	302.717	-196.963	1042.474	0.000	0.000	0.000
107	1.06000	280.344	248.689	1605.850	496.972	217.305	38.900	320.305	180.173	588.633	238.429	203.064	105.714	252.819	-180.972	110.828	313.336	-149.374	591.951	510.955	-199.816	40.022	305.346	-206.495	1615.444	302.637	-196.908	1042.450	0.000	0.000	0.000
108	1.07000	280.304	248.695	1605.884	496.954	217.297	38.909	320.311	180.261	588.654	238.418	203.065	105.718	252.824	-180.958	110.826	313.319	-149.345	591.970	510.964	-199.807	40.047	305.302	-206.482	1615.449	302.572	-196.862	1042.464	0.000	0.000	0.000
109	1.08000	280.256	248.711	1605.899	496.958	217.301	38.912	320.299	180.299	588.654	238.419	203.064	105.696	252.772	-180.995	110.857	313.247	-149.271	591.964	510.961	-199.806	40.038	305.231	-206.467	1615.389	302.508	-196.796	1042.453	0.000	0.000	0.000
110	1.09000	280.199	248.742	1605.908	496.962	217.311	38.919	320.271	180.356	588.657	238.427	203.057	105.692	252.814	-180.942	110.841	313.170	-149.269	592.006	510.959	-199.815	40.043	305.208	-206.453	1615.396	302.473	-196.749	1042.417	0.000	0.000	0.000
111	1.10000	280.152	248.733	1605.924	496.956	217.306	38.919	320.233	180.352	588.637	238.422	203.077	105.678	252.812	-180.952	110.851	313.079	-149.216	592.000	510.968	-199.808	40.043	305.162	-206.433	1615.363	302.429	-196.676	1042.432	0.000	0.000	0.000
112	1.11000	280.084	248.782	1605.948	496.963	217.289	38.914	320.205	180.431	588.651	238.425	203.081	105.672	252.794	-180.931	110.848	312.987	-149.213	592.011	510.958	-199.825	40.074	305.092	-206.410	1615.356	302.359	-196.563	1042.416	0.000	0.000	0.000
113	1.12000	280.036	248.764	1605.959	496.964	217.304	38.926	320.134	180.453	588.639	238.412	203.079	105.687	252.788	-180.928	110.853	312.868	-149.144	591.965	510.954	-199.807	40.076	305.012	-206.400	1615.352	302.314	-196.482	1042.394	0.000	0.000	0.000
114	1.13000	279.966	248.798	1605.966	496.956	217.303	38.926	320.113	180.468	588.625	238.417	203.086	105.670	252.775	-180.918	110.836	312.795	-149.092	591.941	510.953	-199.813	40.076	304.930	-206.376	1615.365	302.280	-196.402	1042.400	0.000	0.000	0.000
115	1.14000	279.903	248.801	1605.997	496.954	217.290	38.915	320.086	180.469	588.601	238.408	203.071	105.664	252.773	-180.910	110.826	312.737	-149.029	591.939	510.949	-199.819	40.096	304.865	-206.346	1615.304	302.233	-196.352	1042.378	0.000	0.000	0.000
116	1.15000	279.824	248.802	1606.005	496.960	217.295	38.911	320.080	180.513	588.610	238.416	203.068	105.682	252.754	-180.928	110.829	312.681	-148.945	591.879	510.943	-199.824	40.110	304.800	-206.338	1615.281	302.182	-196.273	1042.373	0.000	0.000	0.000
117	1.16000	279.739	248.844	1606.049	496.952	217.295	38.925	320.066	180.535	588.621	238.425	203.096	105.665	252.765	-180.906	110.835	312.659	-148.969	591.907	510.943	-199.817	40.119	304.709	-206.315	1615.213	302.144	-196.220	1042.360	0.000	0.000	0.000
118	1.17000	279.669	248.835	1606.053	496.955	217.289	38.916	320.055	180.551	588.592	238.433	203.056	105.647	252.770	-180.906	110.856	312.683	-148.906	591.893	510.945	-199.818	40.109	304.618	-206.292	1615.198	302.060	-196.198	1042.375	0.000	0.000	0.000
119	1.18000	279.570	248.874	1606.086	496.953	217.288	38.924	320.020	180.583	588.613	238.407	203.085	105.664	252.783	-180.912	110.845	312.692	-148.878	591.909	510.938	-199.815	40.112	304.495	-206.285	1615.169	302.029	-196.144	1042.367	0.000	0.000	0.000
120	1.19000	279.502	248.887	1606.114	496.947	217.292	38.944	319.988	180.632	588.604	238.385	203.132	105.679	252.781	-180.916	110.848	312.717	-148.873	591.934	510.947	-199.806	40.113	304.400	-206.269	1615.112	301.954	-196.109	1042.359	0.000	0.000	0.000
121	1.20000	279.404	248.903	1606.135	496.944	217.286	38.953	319.958	180.657	588.622	238.357	203.132	105.679	252.733	-180.956	110.832	312.751	-148.834	591.942	510.939	-199.809	40.123	304.243	-206.263	1615.086	301.924	-196.033	1042.363	0.000	0.000	0.000
122	1.21000	279.331	248.928	1606.166	496.949	217.281	38.966	319.970	180.728	588.622	238.336	203.163	105.652	252.746	-180.934	110.854	312.763	-148.849	591.960	510.948	-199.811	40.130	304.115	-206.244	1615.045	301.906	-195.983	1042.344	0.000	0.000	0.000
123	1.22000	279.247	248.934	1606.170	496.932	217.284	38.989	319.970	180.770	588.603	238.339	203.177	105.622	252.790	-180.910	110.877	312.760	-148.815	591.952	510.942	-199.812	40.120	303.985	-206.239	1615.011	301.845	-195.946	1042.340	0.000	0.000	0.000
124	1.23000	279.163	248.937	1606.171	496.935	217.274	38.991	319.996	180.824	588.596	238.337	203.177	105.635	252.706	-180.960	110.857	312.726	-148.817	591.939	510.941	-199.808	40.143	303.864	-206.221	1614.995	301.844	-195.903	1042.314	0.000	0.000	0.000
125	1.24000	279.112	248.945	1606.169	496.931	217.293	38.988	320.023	180.868	588.603	238.328	203.193	105.663	252.673	-180.962	110.886	312.709	-148.835	591.927	510.942	-199.806	40.158	303.705	-206.215	1614.945	301.871	-195.838	1042.264	0.000	0.000	0.000
126	1.25000	279.048	248.960	1606.183	496.945	217.280	38.988	320.052	180.910	588.581	238.334	203.191	105.647	252.716	-180.900	110.838	312.701	-148.804	591.909	510.929	-199.811	40.183	303.570	-206.205	1614.913	301.877	-195.800	1042.237	0.000	0.000	0.000
127	1.26000	278.966	248.974	1606.171	496.951	217.296	38.966	320.066	180.931	588.602	238.322	203.189	105.639	252.642	-180.945	110.851	312.689	-148.778	591.938	510.931	-199.819	40.189	303.442	-206.213	1614.913	301.845	-195.752	1042.208	0.000	0.000	0.000
128	1.27000	278.916	248.975	1606.163	496.946	217.296	38.952	320.050	180.955	588.630	238.358	203.176	105.642	252.642	-180.942	110.858	312.652	-148.807	591.959	510.929	-199.800	40.191	303.324	-206.209	1614.910	301.816	-195.675	1042.207	0.000	0.000	0.000
129	1.28000	278.837	248.981	1606.167	496.950	217.284	38.959	320.009	180.947	588.638	238.383	203.131	105.626	252.634	-180.955	110.886	312.625	-148.773	591.959	510.928	-199.818	40.211	303.208	-206.200	1614.883	301.792	-195.614	1042.188	0.000	0.000	0.000
130	1.29000	278.765	248.959	1606.138	496.947	217.284	38.961	319.964	180.971	588.628	238.378	203.146	105.626	252.627	-180.932	110.860	312.601	-148.782	591.991	510.931	-199.821	40.220	303.171	-206.206	1614.861	301.730	-195.541	1042.168	0.000	0.000	0.000
131	1.30000	278.688	248.978	1606.151	496.946	217.288	38.957	319.917	180.950	588.613	238.364	203.170	105.612	252.628	-180.948	110.905	312.558	-148.762	592.043	510.921	-199.824	40.216	303.066	-206.195	1614.848	301.680	-195.486	1042.166	0.000	0.000	0.000
132	1.31000	278.602	248.996	1606.129	496.938	217.282	38.963	319.889	180.983	588.608	238.323	203.197	105.634	252.609	-180.942	110.895	312.506	-148.754	592.025	510.928	-199.819	40.227	302.971	-206.196	1614.856	301.632	-195.414	1042.146	0.000	0.000	0.000
133	1.32000	278.514	248.984	1606.123	496.936	217.282	38.974	319.864	180.978	588.580	238.314	203.204	105.641	252.599	-180.937	110.912	312.451	-148.759	592.031	510.916	-199.809	40.228	302.920	-206.188	1614.817	301.596	-195.379	1042.110	0.000	0.000	0.000
134	1.33000	278.416	249.001	1606.119	496.937	217.282	38.987	319.868	181.035	588.623	238.342	203.201	105.586	252.593	-180.933	110.883	312.450	-148.752	592.023	510.918	-199.815	40.221	302.869	-206.163	1614.831	301.530	-195.358	1042.117	0.000	0.000	0.000
135	1.34000	278.291	249.007	1606.125	496.935	217.271	38.997	319.862	181.020	588.617	238.319	203.211	105.597	252.594	-180.941	110.917	312.459	-148.756	592.047	510.924	-199.817	40.236	302.778	-206.180	1614.825	301.494	-195.357	1042.097	0.000	0.000	0.000
136	1.35000	278.157	249.009	1606.132	496.932	217.274	39.002	319.843	181.052	588.632	238.328	203.221	105.568	252.612	-180.941	110.885	312.464	-148.758	592.030	510.913	-199.817	40.203	302.731	-206.180	1614.815	301.477	-195.369	1042.085	0.000	0.000	0.000
137	1.36000	278.062	248.989	1606.113	496.932	217.276	39.013	319.843	181.071	588.651	238.299	203.256	105.591	252.598	-180.937	110.910	312.473	-148.785	591.999	510.919	-199.816	40.228	302.668	-206.173	1614.801	301.410	-195.373	1042.098	0.000	0.000	0.000
138	1.37000	277.943	249.011	1606.104	496.928	217.272	39.036	319.807	181.070	588.631	238.287	203.246	105.608	252.620	-180.929	110.875	312.511	-148.790	591.987	510.917	-199.820	40.229	302.628	-206.167	1614.825	301.376	-195.387	1042.066	0.000	0.000	0.000
139	1.38000	277.848	249.003	1606.115	496.922	217.262	39.031	319.739	181.065	588.617	238.275	203.254	105.584	252.633	-180.928	110.861	312.565	-148.746	591.966	510.927	-199.805	40.232	302.559	-206.185	1614.810	301.341	-195.414	1042.075	0.000	0.000	0.000
140	1.39000	277.764	248.989	1606.083	496.924	217.264	39.042	319.722	181.044	588.599	238.280	203.244	105.580	252.636	-180.952	110.874	312.575	-148.760	591.958	510.926	-199.814	40.235	302.526	-206.179	1614.826	301.264	-195.427	1042.082	0.000	0.000	0.000
141	1.40000	277.683	248.950	1606.103	496.918	217.257	39.041	319.707	181.060	588.591	238.252	203.244	105.611	252.626	-180.945	110.875	312.553	-148.764	591.964	510.920	-199.811	40.226	302.472	-206.201	1614.827	301.171	-195.431	1042.082	0.000	0.000	0.000
142	1.41000	277.613	248.954	1606.107	496.923	217.260	39.033	319.737	181.054	588.579	238.281	203.260	105.608	252.618	-180.960	110.895	312.561	-148.802	591.969	510.917	-199.805	40.225	302.437	-206.214	1614.817	301.070	-195.449	1042.145	0.000	0.000	0.000
143	1.42000	277.555	248.950	1606.085	496.929	217.273	39.028	319.767	181.050	588.577	238.281	203.229	105.602	252.627	-180.986	110.898	312.569	-148.803	591.986	510.923	-199.800	40.225	302.412	-206.234	1614.818	301.021	-195.458	1042.137	0.000	0.000	0.000
144	1.43000	277.508	248.932	1606.099	496.930	217.262	39.027	319.813	181.060	588.577	238.301	203.228	105.593	252.611	-180.969	110.877	312.513	-148.848	592.009	510.911	-199.814	40.223	302.382	-206.255	1614.836	300.929	-195.457	1042.161	0.000	0.000	0.000
145	1.44000	277.483	248.908	1606.095	496.930	217.253	39.024	319.860	181.072	588.587	238.308	203.204	105.570	252.608	-180.957	110.860	312.497	-148.848	592.014	510.913	-199.802	40.232	302.348	-206.266	1614.833	300.847	-195.463	1042.148	0.000	0.000	0.000
146	1.45000	277.419	248.879	1606.071	496.932	217.247	39.029	319.908	181.065	588.576	238.299	203.219	105.599	252.601	-180.964	110.878	312.476	-148.848	592.006	510.920	-199.808	40.219	302.343	-206.287	1614.866	300.779	-195.464	1042.126	0.000	0.000	0.000
147	1.46000	277.364	248.841	1606.067	496.931	217.253	39.023	319.959	181.093	588.577	238.297	203.220	105.602	252.601	-180.964	110.888	312.461	-148.866	592.014	510.926	-199.790	40.205	302.338	-206.294	1614.853	300.709	-195.471	1042.134	0.000	0.000	0.000
148	1.47000	277.319	248.834	1606.039	496.928	217.265	39.031	320.071	181.078	588.545	238.311	203.215	105.610	252.602	-180.956	110.869	312.474	-148.890	591.976	510.929	-199.799	40.212	302.310	-206.316	1614.849	300.627	-195.472	1042.116	0.000	0.000	0.000
149	1.48000	277.249	248.797	1606.022	496.923	217.258	39.024	320.193	181.085	588.550	238.319	203.202	105.585	252.587	-180.993	110.903	312.524	-148.927	591.951	510.934	-199.797	40.181	302.301	-206.348	1614.847	300.566	-195.508	1042.136	0.000	0.000	0.000
150	1.49000	277.161	248.778	1606.025	496.933	217.248	39.018	320.363	181.079	588.634	238.324	203.205	105.624	252.612	-181.005	110.927	312.598	-148.973	591.964	510.934	-199.798	40.150	302.278	-206.362	1614.881	300.459	-195.559	1042.167	0.000	0.000	0.000
151	1.50000	277.079	248.723	1606.013	496.933	217.266	38.985	320.519	181.032	588.638	238.369	203.193	105.627	252.643	-181.000	110.888	312.706	-149.062	592.003	510.947	-199.801	40.096	302.287	-206.409	1614.857	300.353	-195.598	1042.201	0.000	0.000	0.000
152	1.51000	276.976	248.688	1606.012	496.953	217.260	38.940	320.684	181.023	588.715	238.383	203.188	105.640	252.680	-181.022	110.902	312.911	-149.129	592.075	510.950	-199.792	40.057	302.268	-206.450	1614.846	300.199	-195.630	1042.231	0.000	0.000	0.000
153	1.52000	276.865	248.626	1606.014	496.958	217.269	38.915	320.850	181.053	588.798	238.437	203.154	105.621	252.701	-181.035	110.896	313.103	-149.238	592.111	510.969	-199.795	40.033	302.267	-206.505	1614.826	300.000	-195.629	1042.276	0.000	0.000	0.000
154	1.53000	276.742	248.585	1606.056	496.984	217.274	38.854	321.030	181.052	588.877	238.465	203.153	105.620	252.706	-181.066	110.930	313.345	-149.312	592.063	510.976	-199.798	39.973	302.308	-206.551	1614.792	299.810	-195.646	1042.302	0.000	0.000	0.000
155	1.54000	276.635	248.538	1606.088	496.983	217.270	38.819	321.219	181.079	589.009	238.485	203.151	105.642	252.731	-181.095	110.946	313.568	-149.310	591.995	510.997	-199.782	39.904	302.318	-206.613	1614.791	299.587	-195.677	1042.338	0.000	0.000	0.000
156	1.55000	276.543	248.507	1606.168	496.993	217.265	38.770	321.442	181.070	589.077	238.486	203.163	105.687	252.814	-181.146	110.989	313.823	-149.335	592.060	511.020	-199.778	39.793	302.366	-206.659	1614.820	299.302	-195.691	1042.414	0.000	0.000	0.000
157	1.56000	276.484	248.452	1606.261	497.011	217.256	38.715	321.693	181.068	589.142	238.543	203.163	105.695	252.928	-181.173	111.075	314.080	-149.414	592.138	511.064	-199.770	39.615	302.411	-206.712	1614.785	298.953	-195.714	1042.506	0.000	0.000	0.000
158	1.57000	276.427	248.360	1606.355	497.042	217.266	38.638	321.927	181.112	589.244	238.593	203.163	105.684	253.058	-181.166	111.154	314.266	-149.606	592.272	511.119	-199.770	39.431	302.457	-206.759	1614.800	298.610	-195.719	1042.565	0.000	0.000	0.000
159	1.58000	276.384	248.257	1606.506	497.051	217.253	38.598	322.143	181.100	589.317	238.650	203.152	105.713	253.132	-181.163	111.213	314.412	-149.737	592.322	511.142	-199.777	39.280	302.568	-206.822	1614.814	298.143	-195.723	1042.666	0.000	0.000	0.000
160	1.59000	276.386	248.104	1606.609	497.054	217.253	38.583	322.303	181.087	589.357	238.647	203.181	105.740	253.177	-181.154	111.235	314.542	-149.893	592.394	511.158	-199.776	39.186	302.684	-206.904	1614.828	297.179	-195.900	1042.518	0.000	0.000	0.000
161	1.60000	276.368	248.020	1606.755	497.046	217.243	38.568	322.435	181.071	589.386	238.652	203.225	105.738	253.217	-181.146	111.247	314.543	-149.994	592.434	511.176	-199.773	39.116	302.805	-206.992	1614.887	296.466	-196.013	1042.563	0.000	0.000	0.000
162	1.61000	276.356	247.929	1606.958	497.052	217.243	38.563	322.521	181.100	589.437	238.654	203.230	105.731	253.218	-181.166	111.274	314.472	-150.071	592.407	511.179	-199.777	39.054	302.999	-207.082	1614.885	295.861	-196.137	1042.688	0.000	0.000	0.000
163	1.62000	276.356	247.852	1607.246	497.054	217.262	38.571	322.636	181.107	589.459	238.672	203.221	105.709	253.289	-181.122	111.258	314.393	-150.184	592.429	511.189	-199.777	39.008	303.186	-207.176	1614.974	295.207	-196.208	1042.812	0.000	0.000	0.000
164	1.63000	276.414	247.778	1607.588	497.049	217.239	38.567	322.728	181.135	589.497	238.661	203.218	105.730	253.266	-181.178	111.266	314.269	-150.406	592.440	511.201	-199.775	38.953	303.424	-207.316	1615.111	294.615	-196.209	1042.950	0.000	0.000	0.000
165	1.64000	276.451	247.780	1608.087	497.055	217.243	38.551	322.787	181.143	589.512	238.690	203.203	105.713	253.291	-181.197	111.240	314.131	-150.531	592.478	511.203	-199.778	38.915	303.752	-207.435	1615.286	293.955	-196.247	1043.081	0.000	0.000	0.000
166	1.65000	276.516	247.826	1608.696	497.066	217.235	38.526	322.778	181.184	589.548	238.707	203.220	105.725	253.335	-181.168	111.213	313.926	-150.694	592.496	511.204	-199.774	38.909	304.080	-207.518	1615.522	293.094	-196.259	1043.135	0.000	0.000	0.000
167	1.66000	276.611	247.904	1609.367	497.063	217.261	38.517	322.659	181.194	589.607	238.737	203.191	105.727	253.283	-181.234	111.197	313.708	-150.793	592.481	511.199	-199.769	38.897	304.525	-207.597	1615.806	291.485	-196.752	1043.151	0.000	0.000	0.000
168	1.67000	276.776	247.885	1609.984	497.074	217.248	38.511	322.445	181.197	589.618	238.756	203.199	105.730	253.288	-181.267	111.153	313.453	-150.936	592.492	511.197	-199.768	38.906	305.033	-208.318	1616.713	290.164	-197.016	1043.060	0.000	0.000	0.000
169	1.68000	276.989	247.880	1610.639	497.063	217.249	38.543	322.043	181.256	589.632	238.745	203.210	105.726	253.368	-181.242	111.105	313.153	-151.037	592.437	511.193	-199.757	38.935	305.624	-208.509	1617.227	288.491	-197.679	1042.998	0.000	0.000	0.000
170	1.69000	277.211	247.813	1611.163	497.049	217.242	38.603	321.545	181.296	589.642	238.764	203.252	105.715	253.393	-181.301	111.071	312.869	-151.275	592.438	511.185	-199.752	38.987	306.196	-208.491	1617.505	287.515	-197.552	1043.248	267.595	234.592	1055.795
171	1.70000	277.492	247.704	1611.738	497.036	217.241	38.658	320.908	181.412	589.643	238.729	203.277	105.709	253.407	-181.347	111.018	312.614	-151.503	592.397	511.172	-199.750	39.043	306.823	-208.539	1617.966	286.402	-197.371	1043.377	268.999	230.953	1054.242
