NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:13:05
DATA_INCLUDED	Angle
DATA_TYPES	LL_Angle

Frame	Time	LL_Angle	
178	1.77000	95.518
179	1.78000	95.610
180	1.79000	95.703
181	1.80000	95.794
182	1.81000	95.879
183	1.82000	95.956
184	1.83000	96.022
185	1.84000	96.080
186	1.85000	96.131
187	1.86000	96.176
188	1.87000	96.211
189	1.88000	96.241
190	1.89000	96.269
191	1.90000	96.295
192	1.91000	96.321
193	1.92000	96.347
194	1.93000	96.375
195	1.94000	96.405
196	1.95000	96.435
197	1.96000	96.460
198	1.97000	96.477
199	1.98000	96.486
200	1.99000	96.482
201	2.00000	96.465
202	2.01000	96.429
203	2.02000	96.376
204	2.03000	96.308
205	2.04000	96.239
206	2.05000	96.177
207	2.06000	96.122
208	2.07000	96.079
209	2.08000	96.046
210	2.09000	96.012
211	2.10000	95.972
212	2.11000	95.920
213	2.12000	95.862
214	2.13000	95.807
215	2.14000	95.766
216	2.15000	95.738
217	2.16000	95.715
218	2.17000	95.694
219	2.18000	95.666
220	2.19000	95.626
221	2.20000	95.575
222	2.21000	95.517
223	2.22000	95.457
224	2.23000	95.388
225	2.24000	95.308
226	2.25000	95.220
227	2.26000	95.122
228	2.27000	95.021
229	2.28000	94.915
230	2.29000	94.800
231	2.30000	94.672
232	2.31000	94.529
233	2.32000	94.358
234	2.33000	94.161
235	2.34000	93.944
236	2.35000	93.718
237	2.36000	93.471
238	2.37000	93.169
239	2.38000	92.766
240	2.39000	92.250
241	2.40000	91.641
242	2.41000	90.979
243	2.42000	90.306
244	2.43000	89.656
245	2.44000	89.017
246	2.45000	88.354
247	2.46000	87.627
248	2.47000	86.817
249	2.48000	85.940
250	2.49000	85.057
251	2.50000	84.211
252	2.51000	83.434
253	2.52000	82.742
254	2.53000	82.131
255	2.54000	81.567
256	2.55000	81.024
257	2.56000	80.504
258	2.57000	80.026
259	2.58000	79.611
260	2.59000	79.280
261	2.60000	78.960
262	2.61000	78.681
263	2.62000	78.429
264	2.63000	78.198
265	2.64000	77.991
266	2.65000	77.806
267	2.66000	77.645
268	2.67000	77.512
269	2.68000	77.407
270	2.69000	77.333
271	2.70000	77.250
272	2.71000	77.219
273	2.72000	77.225
274	2.73000	77.274
275	2.74000	77.364
276	2.75000	77.471
277	2.76000	77.583
278	2.77000	77.695
279	2.78000	77.806
280	2.79000	77.908
281	2.80000	77.989
282	2.81000	78.051
283	2.82000	78.119
284	2.83000	78.209
285	2.84000	78.317
286	2.85000	78.427
287	2.86000	78.532
288	2.87000	78.624
289	2.88000	78.707
290	2.89000	78.777
291	2.90000	78.831
292	2.91000	78.880
293	2.92000	78.936
294	2.93000	79.004
295	2.94000	79.077
296	2.95000	79.155
297	2.96000	79.236
298	2.97000	79.319
299	2.98000	79.399
300	2.99000	79.474
301	3.00000	79.544
302	3.01000	79.610
303	3.02000	79.677
304	3.03000	79.749
305	3.04000	79.822
306	3.05000	79.900
307	3.06000	79.984
308	3.07000	80.075
309	3.08000	80.169
310	3.09000	80.255
311	3.10000	80.329
312	3.11000	80.396
313	3.12000	80.456
314	3.13000	80.523
315	3.14000	80.626
316	3.15000	80.822
317	3.16000	81.134
318	3.17000	81.535
319	3.18000	81.973
320	3.19000	82.402
321	3.20000	82.785
322	3.21000	83.096
323	3.22000	83.339
324	3.23000	83.564
325	3.24000	83.903
326	3.25000	84.508
327	3.26000	85.341
328	3.27000	86.286
329	3.28000	87.212
330	3.29000	88.010
331	3.30000	88.592
332	3.31000	88.917
333	3.32000	89.000
334	3.33000	88.907
335	3.34000	88.775
336	3.35000	88.720
337	3.36000	88.742
338	3.37000	88.844
339	3.38000	88.996
340	3.39000	89.170
341	3.40000	89.348
342	3.41000	89.508
343	3.42000	89.631
344	3.43000	89.702
345	3.44000	89.726
346	3.45000	89.723
347	3.46000	89.722
348	3.47000	89.738
349	3.48000	89.766
350	3.49000	89.806
351	3.50000	89.859
352	3.51000	89.915
353	3.52000	89.972
354	3.53000	90.023
355	3.54000	90.072
356	3.55000	90.118
357	3.56000	90.159
358	3.57000	90.199
359	3.58000	90.239
360	3.59000	90.281
361	3.60000	90.328
362	3.61000	90.375
363	3.62000	90.427
364	3.63000	90.478
365	3.64000	90.529
366	3.65000	90.577
367	3.66000	90.620
368	3.67000	90.662
369	3.68000	90.698
370	3.69000	90.732
371	3.70000	90.764
372	3.71000	90.792
373	3.72000	90.818
374	3.73000	90.841
375	3.74000	90.861
376	3.75000	90.879
377	3.76000	90.894
378	3.77000	90.908
379	3.78000	90.919
380	3.79000	90.928
381	3.80000	90.933
382	3.81000	90.940
383	3.82000	90.942
384	3.83000	90.942
385	3.84000	90.939
386	3.85000	90.929
387	3.86000	90.907
388	3.87000	90.880
389	3.88000	90.838
390	3.89000	90.771
391	3.90000	90.671
392	3.91000	90.534
393	3.92000	90.337
394	3.93000	90.079
395	3.94000	89.761
396	3.95000	89.397
397	3.96000	89.008
398	3.97000	88.626
399	3.98000	88.254
400	3.99000	87.881
401	4.00000	87.500
402	4.01000	87.114
403	4.02000	86.717
404	4.03000	86.320
405	4.04000	85.930
406	4.05000	85.555
407	4.06000	85.198
408	4.07000	84.864
409	4.08000	84.533
410	4.09000	84.184
411	4.10000	83.812
412	4.11000	83.420
413	4.12000	83.026
414	4.13000	82.644
415	4.14000	82.277
416	4.15000	81.925
417	4.16000	81.591
418	4.17000	81.277
419	4.18000	80.982
420	4.19000	80.707
421	4.20000	80.437
422	4.21000	80.171
423	4.22000	79.913
424	4.23000	79.669
425	4.24000	79.424
426	4.25000	79.185
427	4.26000	78.957
428	4.27000	78.755
429	4.28000	78.585
430	4.29000	78.443
431	4.30000	78.318
432	4.31000	78.206
433	4.32000	78.102
434	4.33000	78.012
435	4.34000	77.922
436	4.35000	77.832
437	4.36000	77.744
438	4.37000	77.674
439	4.38000	77.601
440	4.39000	77.536
441	4.40000	77.479
442	4.41000	77.428
443	4.42000	77.386
444	4.43000	77.354
445	4.44000	77.325
446	4.45000	77.300
447	4.46000	77.295
448	4.47000	77.343
449	4.48000	77.431
450	4.49000	77.588
451	4.50000	77.803
452	4.51000	78.056
453	4.52000	78.334
454	4.53000	78.634
455	4.54000	78.938
456	4.55000	79.234
457	4.56000	79.536
458	4.57000	79.855
459	4.58000	80.187
460	4.59000	80.554
461	4.60000	80.970
462	4.61000	81.425
463	4.62000	81.918
464	4.63000	82.440
465	4.64000	82.952
466	4.65000	83.431
467	4.66000	83.856
468	4.67000	84.221
469	4.68000	84.537
470	4.69000	84.839
471	4.70000	85.163
472	4.71000	85.516
473	4.72000	85.904
474	4.73000	86.326
475	4.74000	86.769
476	4.75000	87.223
477	4.76000	87.673
478	4.77000	88.118
479	4.78000	88.553
480	4.79000	88.977
481	4.80000	89.393
482	4.81000	89.806
483	4.82000	90.218
484	4.83000	90.630
485	4.84000	91.038
486	4.85000	91.435
487	4.86000	91.820
488	4.87000	92.193
489	4.88000	92.547
490	4.89000	92.877
491	4.90000	93.181
492	4.91000	93.463
493	4.92000	93.722
494	4.93000	93.956
495	4.94000	94.164
496	4.95000	94.344
497	4.96000	94.502
498	4.97000	94.641
499	4.98000	94.763
500	4.99000	94.865
501	5.00000	94.952
502	5.01000	95.024
503	5.02000	95.082
504	5.03000	95.125
505	5.04000	95.157
506	5.05000	95.184
507	5.06000	95.207
508	5.07000	95.230
509	5.08000	95.256
510	5.09000	95.284
511	5.10000	95.317
512	5.11000	95.349
513	5.12000	95.380
514	5.13000	95.404
515	5.14000	95.420
516	5.15000	95.429
517	5.16000	95.425
518	5.17000	95.408
519	5.18000	95.377
520	5.19000	95.338
521	5.20000	95.297
522	5.21000	95.265
523	5.22000	95.245
524	5.23000	95.239
525	5.24000	95.247
526	5.25000	95.265
527	5.26000	95.286
528	5.27000	95.309
529	5.28000	95.329
530	5.29000	95.348
531	5.30000	95.365
532	5.31000	95.381
533	5.32000	95.392
534	5.33000	95.399
535	5.34000	95.402
536	5.35000	95.407
537	5.36000	95.417
538	5.37000	95.431
539	5.38000	95.454
540	5.39000	95.482
541	5.40000	95.511
542	5.41000	95.541
543	5.42000	95.567
544	5.43000	95.590
545	5.44000	95.609
546	5.45000	95.628
547	5.46000	95.643
548	5.47000	95.652
549	5.48000	95.659
550	5.49000	95.662
551	5.50000	95.662
552	5.51000	95.664
553	5.52000	95.664
554	5.53000	95.664
555	5.54000	95.662
556	5.55000	95.652
557	5.56000	95.635
558	5.57000	95.609
559	5.58000	95.575
560	5.59000	95.534
561	5.60000	95.487
562	5.61000	95.433
563	5.62000	95.374
564	5.63000	95.309
565	5.64000	95.240
566	5.65000	95.170
567	5.66000	95.104
568	5.67000	95.043
569	5.68000	94.991
570	5.69000	94.944
571	5.70000	94.906
572	5.71000	94.877
573	5.72000	94.853
574	5.73000	94.830
575	5.74000	94.809
576	5.75000	94.789
577	5.76000	94.769
578	5.77000	94.745
579	5.78000	94.713
580	5.79000	94.674
581	5.80000	94.631
582	5.81000	94.585
583	5.82000	94.536
584	5.83000	94.491
585	5.84000	94.451
586	5.85000	94.423
587	5.86000	94.404
588	5.87000	94.391
589	5.88000	94.381
590	5.89000	94.373
591	5.90000	94.368
592	5.91000	94.366
593	5.92000	94.368
594	5.93000	94.373
595	5.94000	94.376
596	5.95000	94.378
597	5.96000	94.375
598	5.97000	94.368
599	5.98000	94.361
600	5.99000	94.354
601	6.00000	94.347
602	6.01000	94.332
603	6.02000	94.302
604	6.03000	94.255
605	6.04000	94.185
606	6.05000	94.101
607	6.06000	94.011
608	6.07000	93.918
609	6.08000	93.826
610	6.09000	93.725
611	6.10000	93.617
612	6.11000	93.497
613	6.12000	93.373
614	6.13000	93.250
615	6.14000	93.125
616	6.15000	92.996
617	6.16000	92.861
618	6.17000	92.721
619	6.18000	92.581
620	6.19000	92.446
621	6.20000	92.328
622	6.21000	92.228
623	6.22000	92.147
624	6.23000	92.076
625	6.24000	92.002
626	6.25000	91.918
627	6.26000	91.826
628	6.27000	91.740
629	6.28000	91.666
630	6.29000	91.607
631	6.30000	91.555
632	6.31000	91.499
633	6.32000	91.434
634	6.33000	91.355
635	6.34000	91.261
636	6.35000	91.152
637	6.36000	91.022
638	6.37000	90.873
639	6.38000	90.708
640	6.39000	90.536
641	6.40000	90.362
642	6.41000	90.190
643	6.42000	90.021
644	6.43000	89.850
645	6.44000	89.681
646	6.45000	89.511
647	6.46000	89.335
648	6.47000	89.149
649	6.48000	88.965
650	6.49000	88.734
651	6.50000	88.513
652	6.51000	88.303
653	6.52000	88.096
654	6.53000	87.901
655	6.54000	87.729
656	6.55000	87.584
657	6.56000	87.463
658	6.57000	87.350
659	6.58000	87.240
660	6.59000	87.100
661	6.60000	86.999
662	6.61000	86.909
663	6.62000	86.823
664	6.63000	86.743
665	6.64000	86.660
666	6.65000	86.567
667	6.66000	86.462
668	6.67000	86.346
669	6.68000	86.228
670	6.69000	86.122
671	6.70000	86.022
672	6.71000	85.922
673	6.72000	85.820
674	6.73000	85.713
675	6.74000	85.600
676	6.75000	85.490
677	6.76000	85.389
678	6.77000	85.302
679	6.78000	85.231
680	6.79000	85.182
681	6.80000	85.147
682	6.81000	85.123
683	6.82000	85.111
684	6.83000	85.110
685	6.84000	85.114
686	6.85000	85.127
687	6.86000	85.147
688	6.87000	85.172
689	6.88000	85.207
690	6.89000	85.263
691	6.90000	85.345
692	6.91000	85.453
693	6.92000	85.581
694	6.93000	85.723
695	6.94000	85.862
696	6.95000	85.993
697	6.96000	86.109
698	6.97000	86.206
699	6.98000	86.294
700	6.99000	86.393
701	7.00000	86.518
702	7.01000	86.680
703	7.02000	86.881
704	7.03000	87.126
705	7.04000	87.407
706	7.05000	87.720
707	7.06000	88.062
708	7.07000	88.413
709	7.08000	88.755
710	7.09000	89.072
711	7.10000	89.354
712	7.11000	89.592
713	7.12000	89.780
714	7.13000	89.922
715	7.14000	90.020
716	7.15000	90.092
717	7.16000	90.154
718	7.17000	90.210
719	7.18000	90.262
720	7.19000	90.311
721	7.20000	90.348
722	7.21000	90.369
723	7.22000	90.373
724	7.23000	90.361
725	7.24000	90.334
726	7.25000	90.296
727	7.26000	90.256
728	7.27000	90.225
729	7.28000	90.204
730	7.29000	90.198
731	7.30000	90.202
732	7.31000	90.210
733	7.32000	90.221
734	7.33000	90.230
735	7.34000	90.229
736	7.35000	90.219
737	7.36000	90.194
738	7.37000	90.160
739	7.38000	90.121
740	7.39000	90.085
741	7.40000	90.056
742	7.41000	90.039
743	7.42000	90.039
744	7.43000	90.053
745	7.44000	90.080
746	7.45000	90.117
747	7.46000	90.154
748	7.47000	90.188
749	7.48000	90.216
750	7.49000	90.238
751	7.50000	90.256
752	7.51000	90.272
753	7.52000	90.292
754	7.53000	90.321
755	7.54000	90.365
756	7.55000	90.421
757	7.56000	90.486
758	7.57000	90.561
759	7.58000	90.640
760	7.59000	90.719
761	7.60000	90.796
762	7.61000	90.864
763	7.62000	90.925
764	7.63000	90.981
765	7.64000	91.033
766	7.65000	91.082
767	7.66000	91.133
768	7.67000	91.185
769	7.68000	91.236
770	7.69000	91.285
771	7.70000	91.329
772	7.71000	91.365
773	7.72000	91.394
774	7.73000	91.418
775	7.74000	91.436
776	7.75000	91.448
777	7.76000	91.459
778	7.77000	91.467
779	7.78000	91.474
780	7.79000	91.476
781	7.80000	91.475
782	7.81000	91.473
783	7.82000	91.472
784	7.83000	91.470
785	7.84000	91.467
786	7.85000	91.462
787	7.86000	91.458
788	7.87000	91.455
789	7.88000	91.452
790	7.89000	91.450
791	7.90000	91.449
792	7.91000	91.451
793	7.92000	91.452
794	7.93000	91.453
795	7.94000	91.451
796	7.95000	91.447
797	7.96000	91.437
798	7.97000	91.420
799	7.98000	91.398
800	7.99000	91.374
801	8.00000	91.346
802	8.01000	91.315
803	8.02000	91.276
804	8.03000	91.231
805	8.04000	91.176
806	8.05000	91.102
807	8.06000	90.999
808	8.07000	90.850
809	8.08000	90.650
810	8.09000	90.379
811	8.10000	90.021
812	8.11000	89.586
813	8.12000	89.107
814	8.13000	88.630
815	8.14000	88.183
816	8.15000	87.770
817	8.16000	87.379
818	8.17000	86.996
819	8.18000	86.611
820	8.19000	86.198
821	8.20000	85.742
822	8.21000	85.253
823	8.22000	84.759
824	8.23000	84.287
825	8.24000	83.853
826	8.25000	83.451
827	8.26000	83.075
828	8.27000	82.726
829	8.28000	82.401
830	8.29000	82.099
831	8.30000	81.816
832	8.31000	81.553
833	8.32000	81.305
834	8.33000	81.078
835	8.34000	80.872
836	8.35000	80.681
837	8.36000	80.500
838	8.37000	80.334
839	8.38000	80.185
840	8.39000	80.061
841	8.40000	79.959
842	8.41000	79.873
843	8.42000	79.797
844	8.43000	79.722
845	8.44000	79.644
846	8.45000	79.562
847	8.46000	79.473
848	8.47000	79.391
849	8.48000	79.322
850	8.49000	79.269
851	8.50000	79.233
852	8.51000	79.216
853	8.52000	79.197
854	8.53000	79.187
855	8.54000	79.199
856	8.55000	79.228
857	8.56000	79.271
858	8.57000	79.329
859	8.58000	79.415
860	8.59000	79.543
861	8.60000	79.720
862	8.61000	79.962
863	8.62000	80.251
864	8.63000	80.594
865	8.64000	80.977
866	8.65000	81.364
867	8.66000	81.727
868	8.67000	82.051
869	8.68000	82.337
870	8.69000	82.590
871	8.70000	82.828
872	8.71000	83.102
873	8.72000	83.438
874	8.73000	83.844
875	8.74000	84.313
876	8.75000	84.820
877	8.76000	85.343
878	8.77000	85.858
879	8.78000	86.348
880	8.79000	86.803
881	8.80000	87.231
882	8.81000	87.662
883	8.82000	88.103
884	8.83000	88.561
885	8.84000	89.030
886	8.85000	89.505
887	8.86000	89.982
888	8.87000	90.455
889	8.88000	90.920
890	8.89000	91.370
891	8.90000	91.797
892	8.91000	92.202
893	8.92000	92.585
894	8.93000	92.948
895	8.94000	93.290
896	8.95000	93.612
897	8.96000	93.914
898	8.97000	94.193
899	8.98000	94.451
900	8.99000	94.685
901	9.00000	94.893
902	9.01000	95.073
903	9.02000	95.228
904	9.03000	95.360
905	9.04000	95.469
906	9.05000	95.559
907	9.06000	95.629
908	9.07000	95.682
909	9.08000	95.723
910	9.09000	95.753
911	9.10000	95.772
912	9.11000	95.780
913	9.12000	95.776
914	9.13000	95.758
915	9.14000	95.724
916	9.15000	95.680
917	9.16000	95.626
918	9.17000	95.565
919	9.18000	95.502
920	9.19000	95.440
921	9.20000	95.387
922	9.21000	95.345
923	9.22000	95.314
924	9.23000	95.294
925	9.24000	95.278
926	9.25000	95.265
927	9.26000	95.251
928	9.27000	95.233
929	9.28000	95.211
930	9.29000	95.189
931	9.30000	95.174
932	9.31000	95.169
933	9.32000	95.175
934	9.33000	95.192
935	9.34000	95.210
936	9.35000	95.225
937	9.36000	95.234
938	9.37000	95.232
939	9.38000	95.221
940	9.39000	95.199
941	9.40000	95.165
942	9.41000	95.117
943	9.42000	95.055
944	9.43000	94.986
945	9.44000	94.920
946	9.45000	94.871
947	9.46000	94.848
948	9.47000	94.860
949	9.48000	94.906
950	9.49000	94.982
951	9.50000	95.076
952	9.51000	95.172
953	9.52000	95.262
954	9.53000	95.337
955	9.54000	95.399
956	9.55000	95.439
957	9.56000	95.458
958	9.57000	95.455
959	9.58000	95.432
960	9.59000	95.395
961	9.60000	95.355
962	9.61000	95.322
963	9.62000	95.310
964	9.63000	95.321
965	9.64000	95.354
966	9.65000	95.401
967	9.66000	95.450
968	9.67000	95.493
969	9.68000	95.518
970	9.69000	95.522
971	9.70000	95.497
972	9.71000	95.444
973	9.72000	95.364
974	9.73000	95.260
975	9.74000	95.148
976	9.75000	95.043
977	9.76000	94.970
978	9.77000	94.942
979	9.78000	94.964
980	9.79000	95.033
981	9.80000	95.138
982	9.81000	95.261
983	9.82000	95.385
984	9.83000	95.497
985	9.84000	95.593
986	9.85000	95.664
987	9.86000	95.714
988	9.87000	95.739
989	9.88000	95.738
990	9.89000	95.712
991	9.90000	95.670
992	9.91000	95.629
993	9.92000	95.601
994	9.93000	95.598
995	9.94000	95.625
996	9.95000	95.661
997	9.96000	95.715
998	9.97000	95.787
999	9.98000	95.877
1000	9.99000	95.985
