NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:38:10
DATA_INCLUDED	Angle
DATA_TYPES	LL_Angle

Frame	Time	LL_Angle	
106	1.05000	95.075
107	1.06000	95.057
108	1.07000	95.037
109	1.08000	95.018
110	1.09000	95.002
111	1.10000	94.993
112	1.11000	94.990
113	1.12000	94.994
114	1.13000	95.005
115	1.14000	95.018
116	1.15000	95.031
117	1.16000	95.041
118	1.17000	95.048
119	1.18000	95.051
120	1.19000	95.049
121	1.20000	95.043
122	1.21000	95.034
123	1.22000	95.023
124	1.23000	95.014
125	1.24000	95.008
126	1.25000	95.006
127	1.26000	95.008
128	1.27000	95.013
129	1.28000	95.017
130	1.29000	95.023
131	1.30000	95.025
132	1.31000	95.024
133	1.32000	95.019
134	1.33000	95.012
135	1.34000	95.001
136	1.35000	94.990
137	1.36000	94.981
138	1.37000	94.975
139	1.38000	94.973
140	1.39000	94.976
141	1.40000	94.981
142	1.41000	94.988
143	1.42000	94.993
144	1.43000	94.997
145	1.44000	94.995
146	1.45000	94.990
147	1.46000	94.984
148	1.47000	94.973
149	1.48000	94.962
150	1.49000	94.953
151	1.50000	94.948
152	1.51000	94.948
153	1.52000	94.953
154	1.53000	94.961
155	1.54000	94.972
156	1.55000	94.983
157	1.56000	94.991
158	1.57000	94.995
159	1.58000	94.998
160	1.59000	94.997
161	1.60000	94.992
162	1.61000	94.985
163	1.62000	94.975
164	1.63000	94.965
165	1.64000	94.956
166	1.65000	94.950
167	1.66000	94.948
168	1.67000	94.947
169	1.68000	94.950
170	1.69000	94.953
171	1.70000	94.952
172	1.71000	94.949
173	1.72000	94.939
174	1.73000	94.926
175	1.74000	94.907
176	1.75000	94.886
177	1.76000	94.862
178	1.77000	94.836
179	1.78000	94.815
180	1.79000	94.801
181	1.80000	94.798
182	1.81000	94.805
183	1.82000	94.824
184	1.83000	94.853
185	1.84000	94.892
186	1.85000	94.934
187	1.86000	94.978
188	1.87000	95.018
189	1.88000	95.053
190	1.89000	95.080
191	1.90000	95.103
192	1.91000	95.122
193	1.92000	95.137
194	1.93000	95.152
195	1.94000	95.162
196	1.95000	95.168
197	1.96000	95.162
198	1.97000	95.136
199	1.98000	95.081
200	1.99000	94.987
201	2.00000	94.850
202	2.01000	94.672
203	2.02000	94.457
204	2.03000	94.215
205	2.04000	93.961
206	2.05000	93.706
207	2.06000	93.457
208	2.07000	93.217
209	2.08000	92.987
210	2.09000	92.769
211	2.10000	92.569
212	2.11000	92.394
213	2.12000	92.245
214	2.13000	92.121
215	2.14000	92.010
216	2.15000	91.903
217	2.16000	91.800
218	2.17000	91.695
219	2.18000	91.593
220	2.19000	91.509
221	2.20000	91.448
222	2.21000	91.434
223	2.22000	91.468
224	2.23000	91.536
225	2.24000	91.615
226	2.25000	91.691
227	2.26000	91.749
228	2.27000	91.778
229	2.28000	91.770
230	2.29000	91.729
231	2.30000	91.657
232	2.31000	91.576
233	2.32000	91.489
234	2.33000	91.399
235	2.34000	91.306
236	2.35000	91.208
237	2.36000	91.106
238	2.37000	91.003
239	2.38000	90.891
240	2.39000	90.769
241	2.40000	90.634
242	2.41000	90.494
243	2.42000	90.347
244	2.43000	90.195
245	2.44000	90.039
246	2.45000	89.882
247	2.46000	89.727
248	2.47000	89.570
249	2.48000	89.402
250	2.49000	89.221
251	2.50000	89.022
252	2.51000	88.809
253	2.52000	88.587
254	2.53000	88.364
255	2.54000	88.150
256	2.55000	87.957
257	2.56000	87.786
258	2.57000	87.631
259	2.58000	87.486
260	2.59000	87.343
261	2.60000	87.189
262	2.61000	87.022
263	2.62000	86.847
264	2.63000	86.671
265	2.64000	86.508
266	2.65000	86.360
267	2.66000	86.232
268	2.67000	86.125
269	2.68000	86.032
270	2.69000	85.946
271	2.70000	85.861
272	2.71000	85.770
273	2.72000	85.674
274	2.73000	85.571
275	2.74000	85.472
276	2.75000	85.354
277	2.76000	85.248
278	2.77000	85.154
279	2.78000	85.073
280	2.79000	85.005
281	2.80000	84.950
282	2.81000	84.904
283	2.82000	84.866
284	2.83000	84.832
285	2.84000	84.781
286	2.85000	84.715
287	2.86000	84.661
288	2.87000	84.605
289	2.88000	84.548
290	2.89000	84.495
291	2.90000	84.451
292	2.91000	84.416
293	2.92000	84.387
294	2.93000	84.355
295	2.94000	84.301
296	2.95000	84.248
297	2.96000	84.193
298	2.97000	84.129
299	2.98000	84.063
300	2.99000	83.993
301	3.00000	83.917
302	3.01000	83.828
303	3.02000	83.719
304	3.03000	83.585
305	3.04000	83.425
306	3.05000	83.237
307	3.06000	83.026
308	3.07000	82.789
309	3.08000	82.530
310	3.09000	82.251
311	3.10000	81.957
312	3.11000	81.649
313	3.12000	81.322
314	3.13000	80.984
315	3.14000	80.637
316	3.15000	80.282
317	3.16000	79.921
318	3.17000	79.557
319	3.18000	79.195
320	3.19000	78.843
321	3.20000	78.505
322	3.21000	78.185
323	3.22000	77.883
324	3.23000	77.599
325	3.24000	77.333
326	3.25000	77.091
327	3.26000	76.875
328	3.27000	76.684
329	3.28000	76.510
330	3.29000	76.347
331	3.30000	76.192
332	3.31000	76.044
333	3.32000	75.903
334	3.33000	75.762
335	3.34000	75.624
336	3.35000	75.497
337	3.36000	75.384
338	3.37000	75.287
339	3.38000	75.202
340	3.39000	75.124
341	3.40000	75.054
342	3.41000	74.993
343	3.42000	74.944
344	3.43000	74.902
345	3.44000	74.865
346	3.45000	74.833
347	3.46000	74.808
348	3.47000	74.792
349	3.48000	74.783
350	3.49000	74.781
351	3.50000	74.788
352	3.51000	74.804
353	3.52000	74.831
354	3.53000	74.857
355	3.54000	74.845
356	3.55000	74.847
357	3.56000	74.860
358	3.57000	74.883
359	3.58000	74.917
360	3.59000	74.963
361	3.60000	75.022
362	3.61000	75.096
363	3.62000	75.189
364	3.63000	75.275
365	3.64000	75.338
366	3.65000	75.423
367	3.66000	75.505
368	3.67000	75.580
369	3.68000	75.648
370	3.69000	75.712
371	3.70000	75.779
372	3.71000	75.857
373	3.72000	75.945
374	3.73000	76.040
375	3.74000	76.140
376	3.75000	76.237
377	3.76000	76.333
378	3.77000	76.423
379	3.78000	76.508
380	3.79000	76.587
381	3.80000	76.670
382	3.81000	76.756
383	3.82000	76.844
384	3.83000	76.943
385	3.84000	77.047
386	3.85000	77.159
387	3.86000	77.279
388	3.87000	77.401
389	3.88000	77.526
390	3.89000	77.653
391	3.90000	77.786
392	3.91000	77.919
393	3.92000	78.047
394	3.93000	78.171
395	3.94000	78.290
396	3.95000	78.405
397	3.96000	78.521
398	3.97000	78.626
399	3.98000	78.722
400	3.99000	78.809
401	4.00000	78.888
402	4.01000	78.952
403	4.02000	79.005
404	4.03000	79.059
405	4.04000	79.121
406	4.05000	79.196
407	4.06000	79.284
408	4.07000	79.375
409	4.08000	79.464
410	4.09000	79.561
411	4.10000	79.685
412	4.11000	79.832
413	4.12000	79.997
414	4.13000	80.184
415	4.14000	80.377
416	4.15000	80.571
417	4.16000	80.760
418	4.17000	80.944
419	4.18000	81.134
420	4.19000	81.364
421	4.20000	81.645
422	4.21000	81.955
423	4.22000	82.266
424	4.23000	82.558
425	4.24000	82.808
426	4.25000	83.007
427	4.26000	83.161
428	4.27000	83.287
429	4.28000	83.406
430	4.29000	83.533
431	4.30000	83.666
432	4.31000	83.796
433	4.32000	83.911
434	4.33000	84.006
435	4.34000	84.082
436	4.35000	84.141
437	4.36000	84.187
438	4.37000	84.226
439	4.38000	84.259
440	4.39000	84.289
441	4.40000	84.323
442	4.41000	84.360
443	4.42000	84.401
444	4.43000	84.446
445	4.44000	84.500
446	4.45000	84.551
447	4.46000	84.602
448	4.47000	84.654
449	4.48000	84.704
450	4.49000	84.756
451	4.50000	84.810
452	4.51000	84.867
453	4.52000	84.931
454	4.53000	85.002
455	4.54000	85.080
456	4.55000	85.163
457	4.56000	85.256
458	4.57000	85.355
459	4.58000	85.457
460	4.59000	85.557
461	4.60000	85.649
462	4.61000	85.730
463	4.62000	85.800
464	4.63000	85.858
465	4.64000	85.907
466	4.65000	85.949
467	4.66000	85.987
468	4.67000	86.019
469	4.68000	86.050
470	4.69000	86.080
471	4.70000	86.109
472	4.71000	86.136
473	4.72000	86.159
474	4.73000	86.179
475	4.74000	86.198
476	4.75000	86.213
477	4.76000	86.226
478	4.77000	86.236
479	4.78000	86.244
480	4.79000	86.247
481	4.80000	86.249
482	4.81000	86.249
483	4.82000	86.254
484	4.83000	86.265
485	4.84000	86.283
486	4.85000	86.307
487	4.86000	86.332
488	4.87000	86.356
489	4.88000	86.375
490	4.89000	86.383
491	4.90000	86.384
492	4.91000	86.382
493	4.92000	86.377
494	4.93000	86.369
495	4.94000	86.360
496	4.95000	86.346
497	4.96000	86.323
498	4.97000	86.290
499	4.98000	86.247
500	4.99000	86.189
501	5.00000	86.118
502	5.01000	86.034
503	5.02000	85.939
504	5.03000	85.837
505	5.04000	85.733
506	5.05000	85.625
507	5.06000	85.515
508	5.07000	85.396
509	5.08000	85.268
510	5.09000	85.135
511	5.10000	84.984
512	5.11000	84.822
513	5.12000	84.653
514	5.13000	84.475
515	5.14000	84.286
516	5.15000	84.097
517	5.16000	83.916
518	5.17000	83.742
519	5.18000	83.581
520	5.19000	83.433
521	5.20000	83.296
522	5.21000	83.175
523	5.22000	83.057
524	5.23000	82.923
525	5.24000	82.770
526	5.25000	82.610
527	5.26000	82.437
528	5.27000	82.252
529	5.28000	82.060
530	5.29000	81.863
531	5.30000	81.677
532	5.31000	81.497
533	5.32000	81.324
534	5.33000	81.155
535	5.34000	80.990
536	5.35000	80.830
537	5.36000	80.660
538	5.37000	80.483
539	5.38000	80.297
540	5.39000	80.101
541	5.40000	79.897
542	5.41000	79.686
543	5.42000	79.475
544	5.43000	79.268
545	5.44000	79.060
546	5.45000	78.855
547	5.46000	78.653
548	5.47000	78.454
549	5.48000	78.257
550	5.49000	78.064
551	5.50000	77.880
552	5.51000	77.701
553	5.52000	77.529
554	5.53000	77.360
555	5.54000	77.190
556	5.55000	77.023
557	5.56000	76.865
558	5.57000	76.711
559	5.58000	76.563
560	5.59000	76.418
561	5.60000	76.279
562	5.61000	76.143
563	5.62000	76.019
564	5.63000	75.902
565	5.64000	75.786
566	5.65000	75.674
567	5.66000	75.572
568	5.67000	75.477
569	5.68000	75.384
570	5.69000	75.294
571	5.70000	75.209
572	5.71000	75.133
573	5.72000	75.086
574	5.73000	75.018
575	5.74000	74.948
576	5.75000	74.882
577	5.76000	74.827
578	5.77000	74.787
579	5.78000	74.762
580	5.79000	74.760
581	5.80000	74.782
582	5.81000	74.827
583	5.82000	74.897
584	5.83000	74.950
585	5.84000	75.023
586	5.85000	75.106
587	5.86000	75.199
588	5.87000	75.298
589	5.88000	75.402
590	5.89000	75.518
591	5.90000	75.644
592	5.91000	75.779
593	5.92000	75.921
594	5.93000	76.072
595	5.94000	76.220
596	5.95000	76.372
597	5.96000	76.526
598	5.97000	76.707
599	5.98000	76.929
600	5.99000	77.196
601	6.00000	77.497
602	6.01000	77.817
603	6.02000	78.134
604	6.03000	78.430
605	6.04000	78.692
606	6.05000	78.916
607	6.06000	79.098
608	6.07000	79.281
609	6.08000	79.517
610	6.09000	79.818
611	6.10000	80.178
612	6.11000	80.584
613	6.12000	81.011
614	6.13000	81.434
615	6.14000	81.837
616	6.15000	82.194
617	6.16000	82.500
618	6.17000	82.785
619	6.18000	83.109
620	6.19000	83.501
621	6.20000	83.974
622	6.21000	84.528
623	6.22000	85.145
624	6.23000	85.797
625	6.24000	86.456
626	6.25000	87.082
627	6.26000	87.648
628	6.27000	88.137
629	6.28000	88.548
630	6.29000	88.878
631	6.30000	89.126
632	6.31000	89.313
633	6.32000	89.469
634	6.33000	89.622
635	6.34000	89.796
636	6.35000	90.000
637	6.36000	90.244
638	6.37000	90.522
639	6.38000	90.808
640	6.39000	91.063
641	6.40000	91.275
642	6.41000	91.445
643	6.42000	91.597
644	6.43000	91.756
645	6.44000	91.937
646	6.45000	92.147
647	6.46000	92.394
648	6.47000	92.675
649	6.48000	92.975
650	6.49000	93.269
651	6.50000	93.547
652	6.51000	93.798
653	6.52000	94.028
654	6.53000	94.235
655	6.54000	94.419
656	6.55000	94.582
657	6.56000	94.725
658	6.57000	94.853
659	6.58000	94.971
660	6.59000	95.080
661	6.60000	95.182
662	6.61000	95.274
663	6.62000	95.356
664	6.63000	95.426
665	6.64000	95.488
666	6.65000	95.541
667	6.66000	95.585
668	6.67000	95.620
669	6.68000	95.644
670	6.69000	95.659
671	6.70000	95.664
672	6.71000	95.660
673	6.72000	95.650
674	6.73000	95.637
675	6.74000	95.623
676	6.75000	95.608
677	6.76000	95.589
678	6.77000	95.565
679	6.78000	95.536
680	6.79000	95.500
681	6.80000	95.456
682	6.81000	95.407
683	6.82000	95.355
684	6.83000	95.303
685	6.84000	95.255
686	6.85000	95.210
687	6.86000	95.172
688	6.87000	95.144
689	6.88000	95.127
690	6.89000	95.116
691	6.90000	95.109
692	6.91000	95.105
693	6.92000	95.099
694	6.93000	95.091
695	6.94000	95.073
696	6.95000	95.043
697	6.96000	95.006
698	6.97000	94.966
699	6.98000	94.928
700	6.99000	94.895
701	7.00000	94.870
702	7.01000	94.855
703	7.02000	94.847
704	7.03000	94.841
705	7.04000	94.831
706	7.05000	94.814
707	7.06000	94.790
708	7.07000	94.761
709	7.08000	94.733
710	7.09000	94.712
711	7.10000	94.699
712	7.11000	94.698
713	7.12000	94.709
714	7.13000	94.728
715	7.14000	94.757
716	7.15000	94.792
717	7.16000	94.830
718	7.17000	94.872
719	7.18000	94.916
720	7.19000	94.966
721	7.20000	95.013
722	7.21000	95.054
723	7.22000	95.080
724	7.23000	95.083
725	7.24000	95.053
726	7.25000	94.978
727	7.26000	94.840
728	7.27000	94.631
729	7.28000	94.353
730	7.29000	94.020
731	7.30000	93.663
732	7.31000	93.321
733	7.32000	93.043
734	7.33000	92.873
735	7.34000	92.841
736	7.35000	92.971
737	7.36000	93.275
738	7.37000	93.766
739	7.38000	94.431
740	7.39000	95.247
741	7.40000	96.180
742	7.41000	97.166
743	7.42000	98.115
744	7.43000	98.917
745	7.44000	99.482
746	7.45000	99.773
747	7.46000	99.792
748	7.47000	99.570
749	7.48000	99.169
750	7.49000	98.662
751	7.50000	98.126
752	7.51000	97.622
753	7.52000	97.162
754	7.53000	96.737
755	7.54000	96.340
756	7.55000	95.987
757	7.56000	95.669
758	7.57000	95.373
759	7.58000	95.100
760	7.59000	94.841
761	7.60000	94.608
762	7.61000	94.412
763	7.62000	94.241
764	7.63000	94.052
765	7.64000	93.845
766	7.65000	93.622
767	7.66000	93.368
768	7.67000	93.074
769	7.68000	92.745
770	7.69000	92.396
771	7.70000	92.055
772	7.71000	91.747
773	7.72000	91.494
774	7.73000	91.278
775	7.74000	91.098
776	7.75000	90.926
777	7.76000	90.737
778	7.77000	90.515
779	7.78000	90.258
780	7.79000	89.972
781	7.80000	89.677
782	7.81000	89.409
783	7.82000	89.199
784	7.83000	89.037
785	7.84000	88.913
786	7.85000	88.824
787	7.86000	88.762
788	7.87000	88.724
789	7.88000	88.700
790	7.89000	88.679
791	7.90000	88.680
792	7.91000	88.747
793	7.92000	88.888
794	7.93000	89.045
795	7.94000	89.150
796	7.95000	89.159
797	7.96000	89.056
798	7.97000	88.851
799	7.98000	88.581
800	7.99000	88.306
801	8.00000	88.056
802	8.01000	87.851
803	8.02000	87.673
804	8.03000	87.466
805	8.04000	87.188
806	8.05000	86.838
807	8.06000	86.447
808	8.07000	86.050
809	8.08000	85.693
810	8.09000	85.406
811	8.10000	85.165
812	8.11000	84.965
813	8.12000	84.848
814	8.13000	84.860
815	8.14000	85.012
816	8.15000	85.281
817	8.16000	85.636
818	8.17000	86.031
819	8.18000	86.426
820	8.19000	86.780
821	8.20000	87.055
822	8.21000	87.261
823	8.22000	87.451
824	8.23000	87.680
825	8.24000	87.954
826	8.25000	88.266
827	8.26000	88.583
828	8.27000	88.867
829	8.28000	89.096
830	8.29000	89.241
831	8.30000	89.245
832	8.31000	89.060
833	8.32000	88.674
834	8.33000	88.108
835	8.34000	87.393
836	8.35000	86.568
837	8.36000	85.645
838	8.37000	84.663
839	8.38000	83.648
840	8.39000	82.663
841	8.40000	81.676
842	8.41000	80.688
843	8.42000	79.811
844	8.43000	78.839
845	8.44000	77.605
846	8.45000	76.130
847	8.46000	74.651
848	8.47000	73.545
849	8.48000	72.886
850	8.49000	72.644
851	8.50000	72.715
852	8.51000	73.062
853	8.52000	73.634
854	8.53000	74.059
855	8.54000	74.157
856	8.55000	73.982
857	8.56000	73.764
858	8.57000	73.730
859	8.58000	73.797
860	8.59000	73.874
861	8.60000	73.922
862	8.61000	73.945
863	8.62000	73.984
864	8.63000	74.044
865	8.64000	74.107
866	8.65000	74.159
867	8.66000	74.203
868	8.67000	74.247
869	8.68000	74.303
870	8.69000	74.362
871	8.70000	74.428
872	8.71000	74.503
873	8.72000	74.600
874	8.73000	74.726
875	8.74000	74.890
876	8.75000	75.089
877	8.76000	75.324
878	8.77000	75.598
879	8.78000	75.907
880	8.79000	76.254
881	8.80000	76.618
882	8.81000	76.978
883	8.82000	77.314
884	8.83000	77.626
885	8.84000	77.925
886	8.85000	78.205
887	8.86000	78.467
888	8.87000	78.733
889	8.88000	79.024
890	8.89000	79.381
891	8.90000	79.815
892	8.91000	80.308
893	8.92000	80.829
894	8.93000	81.357
895	8.94000	81.873
896	8.95000	82.349
897	8.96000	82.769
898	8.97000	83.135
899	8.98000	83.448
900	8.99000	83.731
901	9.00000	83.991
902	9.01000	84.225
903	9.02000	84.432
904	9.03000	84.620
905	9.04000	84.793
906	9.05000	84.955
907	9.06000	85.109
908	9.07000	85.245
909	9.08000	85.366
910	9.09000	85.470
911	9.10000	85.574
912	9.11000	85.691
913	9.12000	85.830
914	9.13000	85.998
915	9.14000	86.187
916	9.15000	86.386
917	9.16000	86.590
918	9.17000	86.791
919	9.18000	86.992
920	9.19000	87.195
921	9.20000	87.420
922	9.21000	87.699
923	9.22000	88.054
924	9.23000	88.503
925	9.24000	89.077
926	9.25000	89.777
927	9.26000	90.596
928	9.27000	91.508
929	9.28000	92.446
930	9.29000	93.280
931	9.30000	93.897
932	9.31000	94.249
933	9.32000	94.320
934	9.33000	94.138
935	9.34000	93.771
936	9.35000	93.307
937	9.36000	92.858
938	9.37000	92.531
939	9.38000	92.348
940	9.39000	92.262
941	9.40000	92.222
942	9.41000	92.192
943	9.42000	92.182
944	9.43000	92.143
945	9.44000	92.081
946	9.45000	91.992
947	9.46000	91.879
948	9.47000	91.750
949	9.48000	91.593
950	9.49000	91.392
951	9.50000	91.142
952	9.51000	90.853
953	9.52000	90.559
954	9.53000	90.257
955	9.54000	90.000
956	9.55000	89.786
957	9.56000	89.624
958	9.57000	89.529
959	9.58000	89.508
960	9.59000	89.546
961	9.60000	89.616
962	9.61000	89.690
963	9.62000	89.736
964	9.63000	89.744
965	9.64000	89.719
966	9.65000	89.677
967	9.66000	89.636
968	9.67000	89.625
969	9.68000	89.642
970	9.69000	89.679
971	9.70000	89.721
972	9.71000	89.759
973	9.72000	89.786
974	9.73000	89.799
975	9.74000	89.798
976	9.75000	89.796
977	9.76000	89.810
978	9.77000	89.848
979	9.78000	89.895
980	9.79000	89.949
981	9.80000	90.002
982	9.81000	90.046
983	9.82000	90.067
984	9.83000	90.053
985	9.84000	89.991
986	9.85000	89.884
987	9.86000	89.745
988	9.87000	89.590
989	9.88000	89.429
990	9.89000	89.281
991	9.90000	89.161
992	9.91000	89.084
993	9.92000	89.058
994	9.93000	89.081
995	9.94000	89.139
996	9.95000	89.184
997	9.96000	89.246
998	9.97000	89.325
999	9.98000	89.422
1000	9.99000	89.536
