NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:27:00
DATA_INCLUDED	Angle
DATA_TYPES	KL_Angle

Frame	Time	KL_Angle	
136	1.35000	157.308
137	1.36000	156.818
138	1.37000	156.276
139	1.38000	155.693
140	1.39000	155.083
141	1.40000	154.466
142	1.41000	153.837
143	1.42000	153.199
144	1.43000	152.544
145	1.44000	151.862
146	1.45000	151.148
147	1.46000	150.403
148	1.47000	149.628
149	1.48000	148.838
150	1.49000	148.048
151	1.50000	147.265
152	1.51000	146.471
153	1.52000	145.658
154	1.53000	144.802
155	1.54000	143.908
156	1.55000	142.989
157	1.56000	142.056
158	1.57000	141.125
159	1.58000	140.205
160	1.59000	139.292
161	1.60000	138.371
162	1.61000	137.426
163	1.62000	136.447
164	1.63000	135.430
165	1.64000	134.400
166	1.65000	133.369
167	1.66000	132.350
168	1.67000	131.353
169	1.68000	130.369
170	1.69000	129.383
171	1.70000	128.382
172	1.71000	127.359
173	1.72000	126.320
174	1.73000	125.268
175	1.74000	124.211
176	1.75000	123.157
177	1.76000	122.111
178	1.77000	121.076
179	1.78000	120.047
180	1.79000	119.017
181	1.80000	117.986
182	1.81000	116.945
183	1.82000	115.899
184	1.83000	114.837
185	1.84000	113.763
186	1.85000	112.679
187	1.86000	111.590
188	1.87000	110.501
189	1.88000	109.415
190	1.89000	108.338
191	1.90000	107.281
192	1.91000	106.246
193	1.92000	105.235
194	1.93000	104.236
195	1.94000	103.252
196	1.95000	102.281
197	1.96000	101.328
198	1.97000	100.398
199	1.98000	99.496
200	1.99000	98.625
201	2.00000	97.788
202	2.01000	96.987
203	2.02000	96.216
204	2.03000	95.470
205	2.04000	94.748
206	2.05000	94.048
207	2.06000	93.370
208	2.07000	92.718
209	2.08000	92.093
210	2.09000	91.499
211	2.10000	90.939
212	2.11000	90.412
213	2.12000	89.916
214	2.13000	89.447
215	2.14000	88.999
216	2.15000	88.570
217	2.16000	88.159
218	2.17000	87.762
219	2.18000	87.377
220	2.19000	87.006
221	2.20000	86.650
222	2.21000	86.309
223	2.22000	85.996
224	2.23000	85.716
225	2.24000	85.477
226	2.25000	85.291
227	2.26000	85.173
228	2.27000	85.133
229	2.28000	85.175
230	2.29000	85.281
231	2.30000	85.434
232	2.31000	85.615
233	2.32000	85.807
234	2.33000	85.991
235	2.34000	86.156
236	2.35000	86.290
237	2.36000	86.402
238	2.37000	86.495
239	2.38000	86.569
240	2.39000	86.615
241	2.40000	86.634
242	2.41000	86.629
243	2.42000	86.598
244	2.43000	86.544
245	2.44000	86.465
246	2.45000	86.357
247	2.46000	86.219
248	2.47000	86.051
249	2.48000	85.854
250	2.49000	85.635
251	2.50000	85.402
252	2.51000	85.166
253	2.52000	84.935
254	2.53000	84.717
255	2.54000	84.515
256	2.55000	84.332
257	2.56000	84.169
258	2.57000	84.022
259	2.58000	83.895
260	2.59000	83.779
261	2.60000	83.677
262	2.61000	83.593
263	2.62000	83.521
264	2.63000	83.455
265	2.64000	83.391
266	2.65000	83.327
267	2.66000	83.262
268	2.67000	83.194
269	2.68000	83.124
270	2.69000	83.054
271	2.70000	82.995
272	2.71000	82.952
273	2.72000	82.922
274	2.73000	82.906
275	2.74000	82.903
276	2.75000	82.916
277	2.76000	82.944
278	2.77000	82.986
279	2.78000	83.042
280	2.79000	83.111
281	2.80000	83.190
282	2.81000	83.275
283	2.82000	83.365
284	2.83000	83.453
285	2.84000	83.538
286	2.85000	83.620
287	2.86000	83.700
288	2.87000	83.778
289	2.88000	83.854
290	2.89000	83.928
291	2.90000	83.997
292	2.91000	84.061
293	2.92000	84.119
294	2.93000	84.169
295	2.94000	84.211
296	2.95000	84.246
297	2.96000	84.276
298	2.97000	84.302
299	2.98000	84.323
300	2.99000	84.340
301	3.00000	84.349
302	3.01000	84.356
303	3.02000	84.358
304	3.03000	84.357
305	3.04000	84.353
306	3.05000	84.348
307	3.06000	84.340
308	3.07000	84.331
309	3.08000	84.320
310	3.09000	84.306
311	3.10000	84.288
312	3.11000	84.271
313	3.12000	84.254
314	3.13000	84.239
315	3.14000	84.226
316	3.15000	84.214
317	3.16000	84.198
318	3.17000	84.179
319	3.18000	84.156
320	3.19000	84.127
321	3.20000	84.091
322	3.21000	84.054
323	3.22000	84.017
324	3.23000	83.982
325	3.24000	83.954
326	3.25000	83.922
327	3.26000	83.887
328	3.27000	83.856
329	3.28000	83.830
330	3.29000	83.815
331	3.30000	83.819
332	3.31000	83.848
333	3.32000	83.902
334	3.33000	83.985
335	3.34000	84.092
336	3.35000	84.213
337	3.36000	84.351
338	3.37000	84.500
339	3.38000	84.659
340	3.39000	84.830
341	3.40000	85.017
342	3.41000	85.215
343	3.42000	85.424
344	3.43000	85.647
345	3.44000	85.886
346	3.45000	86.144
347	3.46000	86.427
348	3.47000	86.737
349	3.48000	87.080
350	3.49000	87.462
351	3.50000	87.885
352	3.51000	88.348
353	3.52000	88.855
354	3.53000	89.402
355	3.54000	89.987
356	3.55000	90.605
357	3.56000	91.252
358	3.57000	91.924
359	3.58000	92.621
360	3.59000	93.343
361	3.60000	94.093
362	3.61000	94.873
363	3.62000	95.685
364	3.63000	96.528
365	3.64000	97.398
366	3.65000	98.290
367	3.66000	99.200
368	3.67000	100.124
369	3.68000	101.057
370	3.69000	101.998
371	3.70000	102.945
372	3.71000	103.904
373	3.72000	104.874
374	3.73000	105.856
375	3.74000	106.848
376	3.75000	107.852
377	3.76000	108.871
378	3.77000	109.908
379	3.78000	110.962
380	3.79000	112.036
381	3.80000	113.130
382	3.81000	114.251
383	3.82000	115.391
384	3.83000	116.546
385	3.84000	117.711
386	3.85000	118.884
387	3.86000	120.060
388	3.87000	121.245
389	3.88000	122.439
390	3.89000	123.647
391	3.90000	124.866
392	3.91000	126.098
393	3.92000	127.336
394	3.93000	128.574
395	3.94000	129.808
396	3.95000	131.038
397	3.96000	132.262
398	3.97000	133.484
399	3.98000	134.698
400	3.99000	135.915
401	4.00000	137.132
402	4.01000	138.346
403	4.02000	139.553
404	4.03000	140.752
405	4.04000	141.937
406	4.05000	143.099
407	4.06000	144.233
408	4.07000	145.335
409	4.08000	146.403
410	4.09000	147.447
411	4.10000	148.455
412	4.11000	149.430
413	4.12000	150.376
414	4.13000	151.285
415	4.14000	152.150
416	4.15000	152.961
417	4.16000	153.717
418	4.17000	154.417
419	4.18000	155.058
420	4.19000	155.636
421	4.20000	156.142
422	4.21000	156.583
423	4.22000	156.956
424	4.23000	157.259
425	4.24000	157.495
426	4.25000	157.665
427	4.26000	157.775
428	4.27000	157.833
429	4.28000	157.848
430	4.29000	157.829
431	4.30000	157.790
432	4.31000	157.740
433	4.32000	157.691
434	4.33000	157.649
435	4.34000	157.620
436	4.35000	157.604
437	4.36000	157.604
438	4.37000	157.620
439	4.38000	157.649
440	4.39000	157.685
441	4.40000	157.721
442	4.41000	157.750
443	4.42000	157.773
444	4.43000	157.786
445	4.44000	157.792
446	4.45000	157.796
447	4.46000	157.809
448	4.47000	157.842
449	4.48000	157.905
450	4.49000	158.004
451	4.50000	158.147
452	4.51000	158.335
453	4.52000	158.567
454	4.53000	158.822
455	4.54000	159.084
456	4.55000	159.336
457	4.56000	159.558
458	4.57000	159.738
459	4.58000	159.869
460	4.59000	159.948
461	4.60000	159.989
462	4.61000	160.009
463	4.62000	160.033
464	4.63000	160.075
465	4.64000	160.152
466	4.65000	160.269
467	4.66000	160.419
468	4.67000	160.595
469	4.68000	160.776
470	4.69000	160.944
471	4.70000	161.090
472	4.71000	161.205
473	4.72000	161.285
474	4.73000	161.331
475	4.74000	161.349
476	4.75000	161.343
477	4.76000	161.324
478	4.77000	161.301
479	4.78000	161.287
480	4.79000	161.288
481	4.80000	161.310
482	4.81000	161.349
483	4.82000	161.398
484	4.83000	161.446
485	4.84000	161.486
486	4.85000	161.508
487	4.86000	161.507
488	4.87000	161.482
489	4.88000	161.433
490	4.89000	161.361
491	4.90000	161.272
492	4.91000	161.169
493	4.92000	161.057
494	4.93000	160.945
495	4.94000	160.836
496	4.95000	160.735
497	4.96000	160.643
498	4.97000	160.562
499	4.98000	160.487
500	4.99000	160.415
501	5.00000	160.342
502	5.01000	160.262
503	5.02000	160.174
504	5.03000	160.074
505	5.04000	159.962
506	5.05000	159.838
507	5.06000	159.701
508	5.07000	159.548
509	5.08000	159.378
510	5.09000	159.188
511	5.10000	158.980
512	5.11000	158.760
513	5.12000	158.533
514	5.13000	158.306
515	5.14000	158.078
516	5.15000	157.841
517	5.16000	157.589
518	5.17000	157.314
519	5.18000	157.019
520	5.19000	156.697
521	5.20000	156.348
522	5.21000	155.982
523	5.22000	155.600
524	5.23000	155.197
525	5.24000	154.767
526	5.25000	154.303
527	5.26000	153.800
528	5.27000	153.249
529	5.28000	152.649
530	5.29000	151.998
531	5.30000	151.309
532	5.31000	150.601
533	5.32000	149.886
534	5.33000	149.174
535	5.34000	148.465
536	5.35000	147.745
537	5.36000	147.002
538	5.37000	146.224
539	5.38000	145.407
540	5.39000	144.549
541	5.40000	143.645
542	5.41000	142.696
543	5.42000	141.724
544	5.43000	140.749
545	5.44000	139.780
546	5.45000	138.822
547	5.46000	137.874
548	5.47000	136.917
549	5.48000	135.952
550	5.49000	134.966
551	5.50000	133.950
552	5.51000	132.907
553	5.52000	131.844
554	5.53000	130.771
555	5.54000	129.692
556	5.55000	128.609
557	5.56000	127.513
558	5.57000	126.391
559	5.58000	125.246
560	5.59000	124.076
561	5.60000	122.884
562	5.61000	121.679
563	5.62000	120.464
564	5.63000	119.246
565	5.64000	118.034
566	5.65000	116.835
567	5.66000	115.659
568	5.67000	114.507
569	5.68000	113.365
570	5.69000	112.228
571	5.70000	111.092
572	5.71000	109.960
573	5.72000	108.839
574	5.73000	107.727
575	5.74000	106.630
576	5.75000	105.542
577	5.76000	104.470
578	5.77000	103.415
579	5.78000	102.382
580	5.79000	101.376
581	5.80000	100.401
582	5.81000	99.458
583	5.82000	98.560
584	5.83000	97.703
585	5.84000	96.890
586	5.85000	96.118
587	5.86000	95.385
588	5.87000	94.685
589	5.88000	94.015
590	5.89000	93.372
591	5.90000	92.751
592	5.91000	92.148
593	5.92000	91.567
594	5.93000	91.001
595	5.94000	90.447
596	5.95000	89.905
597	5.96000	89.368
598	5.97000	88.838
599	5.98000	88.315
600	5.99000	87.805
601	6.00000	87.311
602	6.01000	86.833
603	6.02000	86.368
604	6.03000	85.917
605	6.04000	85.468
606	6.05000	85.025
607	6.06000	84.602
608	6.07000	84.214
609	6.08000	83.883
610	6.09000	83.626
611	6.10000	83.463
612	6.11000	83.398
613	6.12000	83.424
614	6.13000	83.525
615	6.14000	83.666
616	6.15000	83.830
617	6.16000	83.997
618	6.17000	84.150
619	6.18000	84.277
620	6.19000	84.378
621	6.20000	84.457
622	6.21000	84.510
623	6.22000	84.535
624	6.23000	84.531
625	6.24000	84.497
626	6.25000	84.425
627	6.26000	84.319
628	6.27000	84.187
629	6.28000	84.040
630	6.29000	83.899
631	6.30000	83.773
632	6.31000	83.674
633	6.32000	83.608
634	6.33000	83.580
635	6.34000	83.591
636	6.35000	83.613
637	6.36000	83.649
638	6.37000	83.690
639	6.38000	83.734
640	6.39000	83.778
641	6.40000	83.819
642	6.41000	83.856
643	6.42000	83.892
644	6.43000	83.929
645	6.44000	83.966
646	6.45000	83.993
647	6.46000	84.014
648	6.47000	84.024
649	6.48000	84.025
650	6.49000	84.017
651	6.50000	84.000
652	6.51000	83.976
653	6.52000	83.952
654	6.53000	83.928
655	6.54000	83.907
656	6.55000	83.892
657	6.56000	83.884
658	6.57000	83.880
659	6.58000	83.880
660	6.59000	83.883
661	6.60000	83.887
662	6.61000	83.886
663	6.62000	83.890
664	6.63000	83.896
665	6.64000	83.904
666	6.65000	83.912
667	6.66000	83.921
668	6.67000	83.928
669	6.68000	83.934
670	6.69000	83.935
671	6.70000	83.931
672	6.71000	83.920
673	6.72000	83.912
674	6.73000	83.905
675	6.74000	83.896
676	6.75000	83.886
677	6.76000	83.876
678	6.77000	83.868
679	6.78000	83.861
680	6.79000	83.856
681	6.80000	83.853
682	6.81000	83.851
683	6.82000	83.851
684	6.83000	83.842
685	6.84000	83.836
686	6.85000	83.831
687	6.86000	83.825
688	6.87000	83.820
689	6.88000	83.815
690	6.89000	83.812
691	6.90000	83.806
692	6.91000	83.798
693	6.92000	83.783
694	6.93000	83.756
695	6.94000	83.731
696	6.95000	83.700
697	6.96000	83.666
698	6.97000	83.630
699	6.98000	83.595
700	6.99000	83.564
701	7.00000	83.536
702	7.01000	83.519
703	7.02000	83.513
704	7.03000	83.521
705	7.04000	83.540
706	7.05000	83.569
707	7.06000	83.604
708	7.07000	83.659
709	7.08000	83.726
710	7.09000	83.803
711	7.10000	83.892
712	7.11000	83.993
713	7.12000	84.106
714	7.13000	84.230
715	7.14000	84.360
716	7.15000	84.491
717	7.16000	84.627
718	7.17000	84.778
719	7.18000	84.933
720	7.19000	85.095
721	7.20000	85.269
722	7.21000	85.456
723	7.22000	85.659
724	7.23000	85.878
725	7.24000	86.118
726	7.25000	86.384
727	7.26000	86.683
728	7.27000	87.019
729	7.28000	87.400
730	7.29000	87.829
731	7.30000	88.304
732	7.31000	88.823
733	7.32000	89.386
734	7.33000	89.988
735	7.34000	90.630
736	7.35000	91.312
737	7.36000	92.035
738	7.37000	92.796
739	7.38000	93.593
740	7.39000	94.425
741	7.40000	95.285
742	7.41000	96.175
743	7.42000	97.094
744	7.43000	98.037
745	7.44000	99.003
746	7.45000	99.989
747	7.46000	100.997
748	7.47000	102.022
749	7.48000	103.059
750	7.49000	104.109
751	7.50000	105.172
752	7.51000	106.247
753	7.52000	107.333
754	7.53000	108.427
755	7.54000	109.529
756	7.55000	110.637
757	7.56000	111.754
758	7.57000	112.874
759	7.58000	113.994
760	7.59000	115.113
761	7.60000	116.234
762	7.61000	117.358
763	7.62000	118.486
764	7.63000	119.617
765	7.64000	120.750
766	7.65000	121.885
767	7.66000	123.024
768	7.67000	124.165
769	7.68000	125.308
770	7.69000	126.455
771	7.70000	127.604
772	7.71000	128.752
773	7.72000	129.899
774	7.73000	131.043
775	7.74000	132.185
776	7.75000	133.325
777	7.76000	134.475
778	7.77000	135.637
779	7.78000	136.810
780	7.79000	137.995
781	7.80000	139.179
782	7.81000	140.354
783	7.82000	141.507
784	7.83000	142.632
785	7.84000	143.725
786	7.85000	144.782
787	7.86000	145.814
788	7.87000	146.812
789	7.88000	147.774
790	7.89000	148.711
791	7.90000	149.616
792	7.91000	150.478
793	7.92000	151.294
794	7.93000	152.060
795	7.94000	152.779
796	7.95000	153.454
797	7.96000	154.092
798	7.97000	154.693
799	7.98000	155.266
800	7.99000	155.813
801	8.00000	156.324
802	8.01000	156.791
803	8.02000	157.211
804	8.03000	157.580
805	8.04000	157.900
806	8.05000	158.173
807	8.06000	158.402
808	8.07000	158.590
809	8.08000	158.737
810	8.09000	158.840
811	8.10000	158.902
812	8.11000	158.926
813	8.12000	158.916
814	8.13000	158.877
815	8.14000	158.814
816	8.15000	158.735
817	8.16000	158.651
818	8.17000	158.572
819	8.18000	158.508
820	8.19000	158.463
821	8.20000	158.435
822	8.21000	158.422
823	8.22000	158.418
824	8.23000	158.414
825	8.24000	158.406
826	8.25000	158.398
827	8.26000	158.401
828	8.27000	158.427
829	8.28000	158.483
830	8.29000	158.569
831	8.30000	158.680
832	8.31000	158.816
833	8.32000	158.959
834	8.33000	159.098
835	8.34000	159.221
836	8.35000	159.318
837	8.36000	159.385
838	8.37000	159.415
839	8.38000	159.411
840	8.39000	159.378
841	8.40000	159.327
842	8.41000	159.273
843	8.42000	159.221
844	8.43000	159.185
845	8.44000	159.172
846	8.45000	159.180
847	8.46000	159.208
848	8.47000	159.240
849	8.48000	159.270
850	8.49000	159.286
851	8.50000	159.277
852	8.51000	159.242
853	8.52000	159.187
854	8.53000	159.121
855	8.54000	159.063
856	8.55000	159.026
857	8.56000	159.028
858	8.57000	159.075
859	8.58000	159.168
860	8.59000	159.295
861	8.60000	159.442
862	8.61000	159.589
863	8.62000	159.720
864	8.63000	159.818
865	8.64000	159.876
866	8.65000	159.896
867	8.66000	159.881
868	8.67000	159.844
869	8.68000	159.797
870	8.69000	159.750
871	8.70000	159.719
872	8.71000	159.705
873	8.72000	159.718
874	8.73000	159.755
875	8.74000	159.815
876	8.75000	159.893
877	8.76000	159.981
878	8.77000	160.072
879	8.78000	160.156
880	8.79000	160.224
881	8.80000	160.275
882	8.81000	160.302
883	8.82000	160.309
884	8.83000	160.299
885	8.84000	160.280
886	8.85000	160.260
887	8.86000	160.245
888	8.87000	160.244
889	8.88000	160.260
890	8.89000	160.291
891	8.90000	160.337
892	8.91000	160.393
893	8.92000	160.458
894	8.93000	160.527
895	8.94000	160.598
896	8.95000	160.665
897	8.96000	160.723
898	8.97000	160.774
899	8.98000	160.817
900	8.99000	160.847
901	9.00000	160.868
902	9.01000	160.878
903	9.02000	160.884
904	9.03000	160.887
905	9.04000	160.891
906	9.05000	160.899
907	9.06000	160.910
908	9.07000	160.929
909	9.08000	160.953
910	9.09000	160.980
911	9.10000	161.005
912	9.11000	161.024
913	9.12000	161.034
914	9.13000	161.034
915	9.14000	161.024
916	9.15000	161.007
917	9.16000	160.983
918	9.17000	160.958
919	9.18000	160.934
920	9.19000	160.912
921	9.20000	160.897
922	9.21000	160.886
923	9.22000	160.879
924	9.23000	160.871
925	9.24000	160.862
926	9.25000	160.846
927	9.26000	160.825
928	9.27000	160.797
929	9.28000	160.760
930	9.29000	160.718
931	9.30000	160.679
932	9.31000	160.647
933	9.32000	160.628
934	9.33000	160.626
935	9.34000	160.645
936	9.35000	160.683
937	9.36000	160.737
938	9.37000	160.801
939	9.38000	160.871
940	9.39000	160.940
941	9.40000	161.006
942	9.41000	161.064
943	9.42000	161.112
944	9.43000	161.149
945	9.44000	161.178
946	9.45000	161.197
947	9.46000	161.208
948	9.47000	161.215
949	9.48000	161.218
950	9.49000	161.220
951	9.50000	161.219
952	9.51000	161.215
953	9.52000	161.212
954	9.53000	161.210
955	9.54000	161.212
956	9.55000	161.221
957	9.56000	161.234
958	9.57000	161.255
959	9.58000	161.285
960	9.59000	161.324
961	9.60000	161.371
962	9.61000	161.425
963	9.62000	161.487
964	9.63000	161.554
965	9.64000	161.624
966	9.65000	161.697
967	9.66000	161.770
968	9.67000	161.845
969	9.68000	161.922
970	9.69000	162.001
971	9.70000	162.079
972	9.71000	162.155
973	9.72000	162.226
974	9.73000	162.290
975	9.74000	162.345
976	9.75000	162.394
977	9.76000	162.437
978	9.77000	162.479
979	9.78000	162.526
980	9.79000	162.577
981	9.80000	162.639
982	9.81000	162.715
983	9.82000	162.807
984	9.83000	162.918
985	9.84000	163.045
986	9.85000	163.189
987	9.86000	163.346
988	9.87000	163.515
989	9.88000	163.691
990	9.89000	163.867
991	9.90000	164.039
992	9.91000	164.203
993	9.92000	164.354
994	9.93000	164.488
995	9.94000	164.603
996	9.95000	164.705
997	9.96000	164.791
998	9.97000	164.863
999	9.98000	164.919
1000	9.99000	164.961
