NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:39:03
DATA_INCLUDED	Angle
DATA_TYPES	HR_Angle

Frame	Time	HR_Angle	
495	4.94000	82.587
496	4.95000	82.605
497	4.96000	82.623
498	4.97000	82.643
499	4.98000	82.660
500	4.99000	82.669
501	5.00000	82.664
502	5.01000	82.643
503	5.02000	82.607
504	5.03000	82.557
505	5.04000	82.495
506	5.05000	82.425
507	5.06000	82.344
508	5.07000	82.252
509	5.08000	82.148
510	5.09000	82.027
511	5.10000	81.880
512	5.11000	81.706
513	5.12000	81.498
514	5.13000	81.253
515	5.14000	80.973
516	5.15000	80.654
517	5.16000	80.299
518	5.17000	79.915
519	5.18000	79.508
520	5.19000	79.087
521	5.20000	78.661
522	5.21000	78.238
523	5.22000	77.826
524	5.23000	77.436
525	5.24000	77.076
526	5.25000	76.753
527	5.26000	76.477
528	5.27000	76.264
529	5.28000	76.119
530	5.29000	76.055
531	5.30000	76.074
532	5.31000	76.180
533	5.32000	76.374
534	5.33000	76.648
535	5.34000	76.995
536	5.35000	77.397
537	5.36000	77.843
538	5.37000	78.319
539	5.38000	78.813
540	5.39000	79.317
541	5.40000	79.822
542	5.41000	80.326
543	5.42000	80.824
544	5.43000	81.313
545	5.44000	81.794
546	5.45000	82.260
547	5.46000	82.710
548	5.47000	83.141
549	5.48000	83.553
550	5.49000	83.941
551	5.50000	84.303
552	5.51000	84.639
553	5.52000	84.948
554	5.53000	85.241
555	5.54000	85.531
556	5.55000	85.826
557	5.56000	86.132
558	5.57000	86.456
559	5.58000	86.802
560	5.59000	87.169
561	5.60000	87.553
562	5.61000	87.953
563	5.62000	88.368
564	5.63000	88.802
565	5.64000	89.256
566	5.65000	89.725
567	5.66000	90.202
568	5.67000	90.678
569	5.68000	91.141
570	5.69000	91.574
571	5.70000	91.960
572	5.71000	92.290
573	5.72000	92.565
574	5.73000	92.796
575	5.74000	93.007
576	5.75000	93.228
577	5.76000	93.486
578	5.77000	93.802
579	5.78000	94.185
580	5.79000	94.629
581	5.80000	95.124
582	5.81000	95.659
583	5.82000	96.220
584	5.83000	96.799
585	5.84000	97.395
586	5.85000	98.013
587	5.86000	98.665
588	5.87000	99.363
589	5.88000	100.127
590	5.89000	100.975
591	5.90000	101.924
592	5.91000	102.988
593	5.92000	104.171
594	5.93000	105.464
595	5.94000	106.863
596	5.95000	108.357
597	5.96000	109.937
598	5.97000	111.612
599	5.98000	113.371
600	5.99000	115.202
601	6.00000	117.092
602	6.01000	119.023
603	6.02000	120.980
604	6.03000	122.956
605	6.04000	124.955
606	6.05000	126.992
607	6.06000	129.094
608	6.07000	131.268
609	6.08000	133.456
610	6.09000	135.594
611	6.10000	137.611
612	6.11000	139.429
613	6.12000	140.949
614	6.13000	142.105
615	6.14000	142.897
616	6.15000	143.419
617	6.16000	143.810
618	6.17000	144.202
619	6.18000	144.697
620	6.19000	145.381
621	6.20000	146.290
622	6.21000	147.388
623	6.22000	148.586
624	6.23000	149.777
625	6.24000	150.887
626	6.25000	151.889
627	6.26000	152.774
628	6.27000	153.551
629	6.28000	154.230
630	6.29000	154.832
631	6.30000	155.380
632	6.31000	155.903
633	6.32000	156.428
634	6.33000	156.960
635	6.34000	157.508
636	6.35000	158.078
637	6.36000	158.671
638	6.37000	159.288
639	6.38000	159.880
640	6.39000	160.443
641	6.40000	160.976
642	6.41000	161.480
643	6.42000	161.954
644	6.43000	162.393
645	6.44000	162.804
646	6.45000	163.190
647	6.46000	163.554
648	6.47000	163.893
649	6.48000	164.179
650	6.49000	164.428
651	6.50000	164.643
652	6.51000	164.828
653	6.52000	164.991
654	6.53000	165.137
655	6.54000	165.276
656	6.55000	165.406
657	6.56000	165.529
658	6.57000	165.643
659	6.58000	165.751
660	6.59000	165.853
661	6.60000	165.949
662	6.61000	166.039
663	6.62000	166.122
664	6.63000	166.198
665	6.64000	166.270
666	6.65000	166.337
667	6.66000	166.405
668	6.67000	166.471
669	6.68000	166.542
670	6.69000	166.618
671	6.70000	166.700
672	6.71000	166.783
673	6.72000	166.865
674	6.73000	166.938
675	6.74000	167.004
676	6.75000	167.059
677	6.76000	167.103
678	6.77000	167.142
679	6.78000	167.181
680	6.79000	167.227
681	6.80000	167.281
682	6.81000	167.342
683	6.82000	167.404
684	6.83000	167.460
685	6.84000	167.506
686	6.85000	167.533
687	6.86000	167.541
688	6.87000	167.533
689	6.88000	167.515
690	6.89000	167.492
691	6.90000	167.465
692	6.91000	167.437
693	6.92000	167.411
694	6.93000	167.387
695	6.94000	167.367
696	6.95000	167.350
697	6.96000	167.330
698	6.97000	167.304
699	6.98000	167.268
700	6.99000	167.218
701	7.00000	167.155
702	7.01000	167.086
703	7.02000	167.014
704	7.03000	166.944
705	7.04000	166.882
706	7.05000	166.823
707	7.06000	166.765
708	7.07000	166.691
709	7.08000	166.595
710	7.09000	166.469
711	7.10000	166.318
712	7.11000	166.150
713	7.12000	165.972
714	7.13000	165.794
715	7.14000	165.619
716	7.15000	165.446
717	7.16000	165.277
718	7.17000	165.104
719	7.18000	164.926
720	7.19000	164.744
721	7.20000	164.558
722	7.21000	164.373
723	7.22000	164.195
724	7.23000	164.030
725	7.24000	163.881
726	7.25000	163.746
727	7.26000	163.627
728	7.27000	163.526
729	7.28000	163.445
730	7.29000	163.383
731	7.30000	163.328
732	7.31000	163.268
733	7.32000	163.202
734	7.33000	163.123
735	7.34000	163.023
736	7.35000	162.900
737	7.36000	162.751
738	7.37000	162.577
739	7.38000	162.383
740	7.39000	162.178
741	7.40000	161.962
742	7.41000	161.737
743	7.42000	161.515
744	7.43000	161.297
745	7.44000	161.083
746	7.45000	160.883
747	7.46000	160.694
748	7.47000	160.522
749	7.48000	160.370
750	7.49000	160.234
751	7.50000	160.101
752	7.51000	159.954
753	7.52000	159.782
754	7.53000	159.572
755	7.54000	159.321
756	7.55000	159.029
757	7.56000	158.723
758	7.57000	158.415
759	7.58000	158.107
760	7.59000	157.793
761	7.60000	157.465
762	7.61000	157.118
763	7.62000	156.747
764	7.63000	156.344
765	7.64000	155.904
766	7.65000	155.430
767	7.66000	154.948
768	7.67000	154.449
769	7.68000	153.940
770	7.69000	153.417
771	7.70000	152.874
772	7.71000	152.304
773	7.72000	151.705
774	7.73000	151.093
775	7.74000	150.477
776	7.75000	149.865
777	7.76000	149.251
778	7.77000	148.624
779	7.78000	147.978
780	7.79000	147.306
781	7.80000	146.596
782	7.81000	145.848
783	7.82000	145.070
784	7.83000	144.279
785	7.84000	143.486
786	7.85000	142.703
787	7.86000	141.923
788	7.87000	141.136
789	7.88000	140.332
790	7.89000	139.510
791	7.90000	138.671
792	7.91000	137.828
793	7.92000	136.983
794	7.93000	136.135
795	7.94000	135.293
796	7.95000	134.466
797	7.96000	133.657
798	7.97000	132.860
799	7.98000	132.060
800	7.99000	131.253
801	8.00000	130.436
802	8.01000	129.618
803	8.02000	128.792
804	8.03000	127.946
805	8.04000	127.075
806	8.05000	126.179
807	8.06000	125.281
808	8.07000	124.396
809	8.08000	123.541
810	8.09000	122.730
811	8.10000	121.969
812	8.11000	121.261
813	8.12000	120.597
814	8.13000	119.965
815	8.14000	119.351
816	8.15000	118.740
817	8.16000	118.131
818	8.17000	117.526
819	8.18000	116.926
820	8.19000	116.328
821	8.20000	115.745
822	8.21000	115.187
823	8.22000	114.678
824	8.23000	114.242
825	8.24000	113.905
826	8.25000	113.680
827	8.26000	113.567
828	8.27000	113.567
829	8.28000	113.659
830	8.29000	113.819
831	8.30000	114.029
832	8.31000	114.273
833	8.32000	114.539
834	8.33000	114.831
835	8.34000	115.156
836	8.35000	115.521
837	8.36000	115.929
838	8.37000	116.375
839	8.38000	116.854
840	8.39000	117.354
841	8.40000	117.864
842	8.41000	118.379
843	8.42000	118.891
844	8.43000	119.399
845	8.44000	119.897
846	8.45000	120.386
847	8.46000	120.854
848	8.47000	121.267
849	8.48000	121.600
850	8.49000	121.840
851	8.50000	121.994
852	8.51000	122.084
853	8.52000	122.141
854	8.53000	122.198
855	8.54000	122.288
856	8.55000	122.434
857	8.56000	122.638
858	8.57000	122.885
859	8.58000	123.173
860	8.59000	123.507
861	8.60000	123.894
862	8.61000	124.353
863	8.62000	124.904
864	8.63000	125.567
865	8.64000	126.357
866	8.65000	127.268
867	8.66000	128.287
868	8.67000	129.396
869	8.68000	130.566
870	8.69000	131.766
871	8.70000	132.967
872	8.71000	134.156
873	8.72000	135.321
874	8.73000	136.460
875	8.74000	137.576
876	8.75000	138.666
877	8.76000	139.732
878	8.77000	140.763
879	8.78000	141.749
880	8.79000	142.679
881	8.80000	143.545
882	8.81000	144.346
883	8.82000	145.080
884	8.83000	145.754
885	8.84000	146.370
886	8.85000	146.943
887	8.86000	147.480
888	8.87000	147.983
889	8.88000	148.459
890	8.89000	148.903
891	8.90000	149.321
892	8.91000	149.720
893	8.92000	150.104
894	8.93000	150.485
895	8.94000	150.859
896	8.95000	151.239
897	8.96000	151.623
898	8.97000	152.006
899	8.98000	152.379
900	8.99000	152.730
901	9.00000	153.050
902	9.01000	153.320
903	9.02000	153.519
904	9.03000	153.652
905	9.04000	153.721
906	9.05000	153.745
907	9.06000	153.741
908	9.07000	153.740
909	9.08000	153.758
910	9.09000	153.821
911	9.10000	153.940
912	9.11000	154.110
913	9.12000	154.315
914	9.13000	154.555
915	9.14000	154.820
916	9.15000	155.102
917	9.16000	155.394
918	9.17000	155.682
919	9.18000	155.956
920	9.19000	156.208
921	9.20000	156.434
922	9.21000	156.629
923	9.22000	156.783
924	9.23000	156.900
925	9.24000	156.984
926	9.25000	157.039
927	9.26000	157.078
928	9.27000	157.098
929	9.28000	157.114
930	9.29000	157.127
931	9.30000	157.142
932	9.31000	157.165
933	9.32000	157.196
934	9.33000	157.239
935	9.34000	157.286
936	9.35000	157.330
937	9.36000	157.386
938	9.37000	157.443
939	9.38000	157.492
940	9.39000	157.520
941	9.40000	157.517
942	9.41000	157.481
943	9.42000	157.408
944	9.43000	157.301
945	9.44000	157.145
946	9.45000	156.951
947	9.46000	156.743
948	9.47000	156.521
949	9.48000	156.285
950	9.49000	156.038
951	9.50000	155.772
952	9.51000	155.506
953	9.52000	155.235
954	9.53000	154.953
955	9.54000	154.640
956	9.55000	154.306
957	9.56000	153.956
958	9.57000	153.595
959	9.58000	153.224
960	9.59000	152.847
961	9.60000	152.470
962	9.61000	152.118
963	9.62000	151.783
964	9.63000	151.470
965	9.64000	151.183
966	9.65000	150.926
967	9.66000	150.692
968	9.67000	150.468
969	9.68000	150.234
970	9.69000	149.974
971	9.70000	149.680
972	9.71000	149.350
973	9.72000	148.981
974	9.73000	148.576
975	9.74000	148.140
976	9.75000	147.685
977	9.76000	147.222
978	9.77000	146.762
979	9.78000	146.316
980	9.79000	145.893
981	9.80000	145.493
982	9.81000	145.103
983	9.82000	144.702
984	9.83000	144.259
985	9.84000	143.762
986	9.85000	143.216
987	9.86000	142.625
988	9.87000	141.998
989	9.88000	141.344
990	9.89000	140.676
991	9.90000	140.004
992	9.91000	139.328
993	9.92000	138.650
994	9.93000	137.968
995	9.94000	137.294
996	9.95000	136.616
997	9.96000	135.940
998	9.97000	135.265
999	9.98000	134.591
1000	9.99000	133.918
