NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:28:45
DATA_INCLUDED	Angular Acceleration
DATA_TYPES	LL_Angular_Acceleration

Frame	Time	LL_Angular_Acceleration	
434	4.33000	50.791
435	4.34000	21.564
436	4.35000	35.739
437	4.36000	9.562
438	4.37000	-53.988
439	4.38000	-96.539
440	4.39000	-125.283
441	4.40000	-127.283
442	4.41000	-25.555
443	4.42000	46.270
444	4.43000	111.245
445	4.44000	189.580
446	4.45000	245.413
447	4.46000	259.661
448	4.47000	228.638
449	4.48000	154.542
450	4.49000	158.111
451	4.50000	94.017
452	4.51000	87.355
453	4.52000	20.230
454	4.53000	-54.505
455	4.54000	-137.122
456	4.55000	-180.590
457	4.56000	-195.084
458	4.57000	-109.621
459	4.58000	-58.295
460	4.59000	26.166
461	4.60000	111.744
462	4.61000	184.045
463	4.62000	182.472
464	4.63000	161.165
465	4.64000	79.507
466	4.65000	48.263
467	4.66000	-18.347
468	4.67000	-35.233
469	4.68000	-100.173
470	4.69000	-147.182
471	4.70000	-151.583
472	4.71000	-136.556
473	4.72000	-126.978
474	4.73000	-60.799
475	4.74000	-16.142
476	4.75000	18.857
477	4.76000	43.872
478	4.77000	82.360
479	4.78000	67.429
480	4.79000	50.169
481	4.80000	-0.347
482	4.81000	-9.930
483	4.82000	-58.813
484	4.83000	-63.168
485	4.84000	-108.680
486	4.85000	-122.230
487	4.86000	-105.030
488	4.87000	-88.296
489	4.88000	-72.191
490	4.89000	-44.913
491	4.90000	-12.458
492	4.91000	35.933
493	4.92000	44.990
494	4.93000	48.721
495	4.94000	33.368
496	4.95000	46.491
497	4.96000	51.325
498	4.97000	33.398
499	4.98000	39.191
500	4.99000	23.995
501	5.00000	29.561
502	5.01000	11.610
503	5.02000	-9.018
504	5.03000	-23.076
505	5.04000	-44.048
506	5.05000	-36.169
507	5.06000	-51.779
508	5.07000	-65.552
509	5.08000	-42.878
510	5.09000	-42.874
511	5.10000	-39.714
512	5.11000	-17.499
513	5.12000	-18.486
514	5.13000	-48.899
515	5.14000	-60.758
516	5.15000	-78.461
517	5.16000	-116.139
518	5.17000	-130.272
519	5.18000	-151.136
520	5.19000	-164.286
521	5.20000	-144.469
522	5.21000	-111.164
523	5.22000	-63.061
524	5.23000	-50.289
525	5.24000	-67.849
526	5.25000	-126.290
527	5.26000	-167.258
528	5.27000	-148.868
529	5.28000	-94.809
530	5.29000	-10.844
531	5.30000	82.155
532	5.31000	122.603
533	5.32000	120.298
534	5.33000	0.412
535	5.34000	-37.544
536	5.35000	-55.643
537	5.36000	-34.381
538	5.37000	-12.486
539	5.38000	-43.731
540	5.39000	-102.505
541	5.40000	-159.041
542	5.41000	-139.061
543	5.42000	-95.222
544	5.43000	-84.418
545	5.44000	52.585
546	5.45000	29.730
547	5.46000	-50.581
548	5.47000	-114.443
549	5.48000	-109.096
550	5.49000	-50.588
551	5.50000	3.266
552	5.51000	64.069
553	5.52000	51.022
554	5.53000	-1.954
555	5.54000	-11.064
556	5.55000	-53.868
557	5.56000	-125.805
558	5.57000	-135.183
559	5.58000	-77.179
560	5.59000	-12.592
561	5.60000	113.471
562	5.61000	-549.783
563	5.62000	33.272
564	5.63000	60.207
565	5.64000	129.317
566	5.65000	208.549
567	5.66000	111.902
568	5.67000	15.437
569	5.68000	-51.184
570	5.69000	-50.795
571	5.70000	-35.186
572	5.71000	-514.853
573	5.72000	154.816
574	5.73000	-100.310
575	5.74000	-111.661
576	5.75000	-19.541
577	5.76000	26.528
578	5.77000	144.314
579	5.78000	291.537
580	5.79000	351.645
581	5.80000	413.823
582	5.81000	311.549
583	5.82000	232.377
584	5.83000	225.180
585	5.84000	97.615
586	5.85000	72.068
587	5.86000	37.889
588	5.87000	57.271
589	5.88000	127.140
590	5.89000	103.014
591	5.90000	237.966
592	5.91000	390.778
593	5.92000	387.674
594	5.93000	338.912
595	5.94000	203.942
596	5.95000	162.031
597	5.96000	181.085
598	5.97000	213.185
599	5.98000	235.697
600	5.99000	226.696
601	6.00000	279.954
602	6.01000	277.852
603	6.02000	159.316
604	6.03000	-22.225
605	6.04000	-122.410
606	6.05000	-142.511
607	6.06000	-103.551
608	6.07000	-93.392
609	6.08000	38.859
610	6.09000	436.254
611	6.10000	627.234
612	6.11000	662.292
613	6.12000	475.130
614	6.13000	67.498
615	6.14000	-210.904
616	6.15000	-392.456
617	6.16000	-495.717
618	6.17000	-277.297
619	6.18000	178.634
620	6.19000	552.649
621	6.20000	492.545
622	6.21000	328.038
623	6.22000	-72.490
624	6.23000	-358.056
625	6.24000	-682.897
626	6.25000	-753.891
627	6.26000	-676.094
628	6.27000	-263.091
629	6.28000	56.473
630	6.29000	118.605
631	6.30000	79.946
632	6.31000	28.836
633	6.32000	-32.128
634	6.33000	-54.151
635	6.34000	-334.960
636	6.35000	-295.235
637	6.36000	-297.166
638	6.37000	-173.934
639	6.38000	-51.400
640	6.39000	45.627
641	6.40000	92.102
642	6.41000	109.354
643	6.42000	110.708
644	6.43000	-11.798
645	6.44000	-137.613
646	6.45000	-198.219
647	6.46000	-233.628
648	6.47000	-205.103
649	6.48000	-167.781
650	6.49000	-43.060
651	6.50000	26.070
652	6.51000	95.615
653	6.52000	144.222
654	6.53000	97.072
655	6.54000	84.373
656	6.55000	-11.595
657	6.56000	-40.130
658	6.57000	-98.295
659	6.58000	-106.962
660	6.59000	-57.084
661	6.60000	-121.026
662	6.61000	34.609
663	6.62000	63.424
664	6.63000	55.710
665	6.64000	60.121
666	6.65000	37.000
667	6.66000	-10.472
668	6.67000	-58.446
669	6.68000	-47.384
670	6.69000	-65.545
671	6.70000	-92.072
672	6.71000	47.683
673	6.72000	-15.756
674	6.73000	-4.674
675	6.74000	-0.135
676	6.75000	-23.293
677	6.76000	-15.596
678	6.77000	-23.092
679	6.78000	-1.097
680	6.79000	-16.885
681	6.80000	-8.386
682	6.81000	-42.825
683	6.82000	-111.989
684	6.83000	-77.122
685	6.84000	-79.064
686	6.85000	-62.047
687	6.86000	-20.790
688	6.87000	-40.139
689	6.88000	-31.460
690	6.89000	-101.834
691	6.90000	-170.237
692	6.91000	-242.207
693	6.92000	-265.930
694	6.93000	-263.955
695	6.94000	-256.706
696	6.95000	-203.617
697	6.96000	-227.017
698	6.97000	-240.055
699	6.98000	-96.757
700	6.99000	-88.374
701	7.00000	28.690
702	7.01000	95.524
703	7.02000	34.851
704	7.03000	-73.359
705	7.04000	-63.484
706	7.05000	-120.401
707	7.06000	-218.550
708	7.07000	-300.560
709	7.08000	-214.079
710	7.09000	-250.694
711	7.10000	-29.428
712	7.11000	95.546
713	7.12000	154.957
714	7.13000	232.187
715	7.14000	346.483
716	7.15000	330.659
717	7.16000	376.037
718	7.17000	453.365
719	7.18000	513.889
720	7.19000	436.041
721	7.20000	469.920
722	7.21000	329.621
723	7.22000	173.173
724	7.23000	22.275
725	7.24000	-196.513
726	7.25000	-266.209
727	7.26000	-178.772
728	7.27000	-31.230
729	7.28000	58.865
730	7.29000	79.472
731	7.30000	91.269
732	7.31000	51.058
733	7.32000	93.311
734	7.33000	197.745
735	7.34000	168.761
736	7.35000	227.137
737	7.36000	233.292
738	7.37000	220.136
739	7.38000	216.510
740	7.39000	173.017
741	7.40000	90.856
742	7.41000	45.021
743	7.42000	58.041
744	7.43000	102.677
745	7.44000	263.451
746	7.45000	-325.100
747	7.46000	-8.813
748	7.47000	101.722
749	7.48000	138.309
750	7.49000	161.123
751	7.50000	128.774
752	7.51000	128.743
753	7.52000	122.097
754	7.53000	111.407
755	7.54000	108.041
756	7.55000	-394.990
757	7.56000	114.066
758	7.57000	89.264
759	7.58000	73.791
760	7.59000	100.394
761	7.60000	78.313
762	7.61000	116.857
763	7.62000	107.526
764	7.63000	74.356
765	7.64000	27.103
766	7.65000	-6.217
767	7.66000	31.880
768	7.67000	18.255
769	7.68000	40.254
770	7.69000	46.696
771	7.70000	55.379
772	7.71000	97.653
773	7.72000	134.491
774	7.73000	126.245
775	7.74000	109.672
776	7.75000	82.389
777	7.76000	62.176
778	7.77000	15.461
779	7.78000	43.729
780	7.79000	-0.447
781	7.80000	-13.953
782	7.81000	-41.474
783	7.82000	-10.940
784	7.83000	-17.511
785	7.84000	-47.512
786	7.85000	-63.450
787	7.86000	-83.418
788	7.87000	-79.522
789	7.88000	-56.998
790	7.89000	-89.572
791	7.90000	-121.617
792	7.91000	-163.268
793	7.92000	-188.023
794	7.93000	-219.585
795	7.94000	-245.310
796	7.95000	-206.227
797	7.96000	-213.753
798	7.97000	-202.743
799	7.98000	-231.336
800	7.99000	-248.627
801	8.00000	-234.645
802	8.01000	-229.782
803	8.02000	-196.074
804	8.03000	-176.878
805	8.04000	-165.539
806	8.05000	-144.277
807	8.06000	-172.161
808	8.07000	-182.183
809	8.08000	-145.924
810	8.09000	-85.038
811	8.10000	-15.339
812	8.11000	60.257
813	8.12000	124.013
814	8.13000	109.298
815	8.14000	50.905
816	8.15000	4.911
817	8.16000	-68.478
818	8.17000	-176.299
819	8.18000	-208.688
820	8.19000	-212.591
821	8.20000	-102.819
822	8.21000	45.723
823	8.22000	168.942
824	8.23000	280.952
825	8.24000	320.029
826	8.25000	351.443
827	8.26000	291.256
828	8.27000	137.415
829	8.28000	13.140
830	8.29000	-51.717
831	8.30000	-56.668
832	8.31000	-127.548
833	8.32000	-170.878
834	8.33000	-202.982
835	8.34000	-226.876
836	8.35000	-134.846
837	8.36000	-23.608
838	8.37000	67.233
839	8.38000	176.289
840	8.39000	225.728
841	8.40000	236.721
842	8.41000	176.016
843	8.42000	88.885
844	8.43000	-1.357
845	8.44000	-80.840
846	8.45000	-113.466
847	8.46000	-168.158
848	8.47000	-195.503
849	8.48000	-202.405
850	8.49000	-148.805
851	8.50000	-20.439
852	8.51000	105.000
853	8.52000	199.442
854	8.53000	280.774
855	8.54000	296.157
856	8.55000	263.099
857	8.56000	176.679
858	8.57000	104.638
859	8.58000	-13.557
860	8.59000	-49.414
861	8.60000	-103.960
862	8.61000	-142.460
863	8.62000	-172.406
864	8.63000	-168.854
865	8.64000	-127.140
866	8.65000	-74.050
867	8.66000	-15.008
868	8.67000	54.081
869	8.68000	101.069
870	8.69000	121.501
871	8.70000	102.780
872	8.71000	69.912
873	8.72000	68.862
874	8.73000	26.660
875	8.74000	16.195
876	8.75000	-9.648
877	8.76000	-55.277
878	8.77000	-81.524
879	8.78000	-77.137
880	8.79000	-91.284
881	8.80000	-110.874
882	8.81000	-113.446
883	8.82000	-92.193
884	8.83000	-69.096
885	8.84000	-49.498
886	8.85000	-19.702
887	8.86000	3.347
888	8.87000	39.895
889	8.88000	79.796
890	8.89000	103.956
891	8.90000	47.498
892	8.91000	43.672
893	8.92000	9.497
894	8.93000	7.748
895	8.94000	-51.384
896	8.95000	-60.529
897	8.96000	-29.413
898	8.97000	-37.091
899	8.98000	-2.242
900	8.99000	10.891
901	9.00000	-25.567
902	9.01000	9.484
903	9.02000	8.048
904	9.03000	29.811
905	9.04000	0.783
906	9.05000	-0.460
907	9.06000	9.210
908	9.07000	-15.934
909	9.08000	-22.588
910	9.09000	-44.483
911	9.10000	-55.967
912	9.11000	-51.384
913	9.12000	-42.913
914	9.13000	2.489
915	9.14000	-17.350
916	9.15000	39.635
917	9.16000	49.660
918	9.17000	63.682
919	9.18000	18.387
920	9.19000	18.162
921	9.20000	4.577
922	9.21000	-14.650
923	9.22000	-47.907
924	9.23000	-72.659
925	9.24000	-92.812
926	9.25000	-56.047
927	9.26000	-76.780
928	9.27000	-36.301
929	9.28000	-1.093
930	9.29000	58.901
931	9.30000	64.449
932	9.31000	64.882
933	9.32000	34.113
934	9.33000	40.559
935	9.34000	46.999
936	9.35000	7.699
937	9.36000	-42.236
938	9.37000	-41.759
939	9.38000	-30.788
940	9.39000	-21.014
941	9.40000	-28.086
942	9.41000	6.970
943	9.42000	28.418
944	9.43000	101.349
945	9.44000	103.961
946	9.45000	118.244
947	9.46000	134.689
948	9.47000	83.418
949	9.48000	54.325
950	9.49000	4.981
951	9.50000	-46.281
952	9.51000	-58.026
953	9.52000	-69.467
954	9.53000	-52.440
955	9.54000	-33.105
956	9.55000	5.909
957	9.56000	55.587
958	9.57000	47.322
959	9.58000	56.748
960	9.59000	25.852
961	9.60000	10.710
962	9.61000	23.229
963	9.62000	-1.202
964	9.63000	-12.989
965	9.64000	21.492
966	9.65000	10.110
967	9.66000	36.904
968	9.67000	11.427
969	9.68000	4.379
970	9.69000	-6.911
971	9.70000	-28.183
972	9.71000	-23.530
973	9.72000	-65.381
974	9.73000	-39.357
975	9.74000	9.686
976	9.75000	33.859
977	9.76000	73.321
978	9.77000	43.554
979	9.78000	98.863
980	9.79000	66.269
981	9.80000	73.753
982	9.81000	72.502
983	9.82000	27.855
984	9.83000	56.674
985	9.84000	38.169
986	9.85000	11.139
987	9.86000	-9.604
988	9.87000	-56.559
989	9.88000	-12.054
990	9.89000	-59.584
991	9.90000	-16.154
992	9.91000	-14.407
993	9.92000	-28.499
994	9.93000	16.468
995	9.94000	11.837
996	9.95000	-5.901
997	9.96000	-36.744
998	9.97000	-80.693
999	9.98000	-137.748
1000	9.99000	0.000
