NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:40:40
DATA_INCLUDED	Angular Velocity
DATA_TYPES	KR_Angular_Velocity

Frame	Time	KR_Angular_Velocity	
87	0.86000	1.541
88	0.87000	1.628
89	0.88000	1.616
90	0.89000	1.576
91	0.90000	1.429
92	0.91000	1.127
93	0.92000	0.797
94	0.93000	0.608
95	0.94000	0.636
96	0.95000	0.774
97	0.96000	0.928
98	0.97000	1.190
99	0.98000	1.542
100	0.99000	1.775
101	1.00000	1.779
102	1.01000	1.594
103	1.02000	1.109
104	1.03000	0.589
105	1.04000	0.033
106	1.05000	-0.484
107	1.06000	-0.824
108	1.07000	-0.843
109	1.08000	-0.557
110	1.09000	-0.313
111	1.10000	0.117
112	1.11000	0.436
113	1.12000	0.466
114	1.13000	0.390
115	1.14000	0.035
116	1.15000	-0.192
117	1.16000	-0.203
118	1.17000	-0.064
119	1.18000	0.213
120	1.19000	0.341
121	1.20000	0.608
122	1.21000	0.551
123	1.22000	0.348
124	1.23000	0.009
125	1.24000	-0.508
126	1.25000	-0.684
127	1.26000	-0.665
128	1.27000	-0.506
129	1.28000	-0.320
130	1.29000	-0.100
131	1.30000	0.144
132	1.31000	0.331
133	1.32000	0.580
134	1.33000	0.800
135	1.34000	0.832
136	1.35000	0.924
137	1.36000	1.197
138	1.37000	1.178
139	1.38000	0.924
140	1.39000	0.566
141	1.40000	0.131
142	1.41000	-0.206
143	1.42000	-0.619
144	1.43000	-1.059
145	1.44000	-1.328
146	1.45000	-1.225
147	1.46000	-0.844
148	1.47000	-0.618
149	1.48000	-0.481
150	1.49000	-0.264
151	1.50000	0.084
152	1.51000	0.416
153	1.52000	0.268
154	1.53000	-0.092
155	1.54000	-0.277
156	1.55000	-0.574
157	1.56000	-0.944
158	1.57000	-1.471
159	1.58000	-2.023
160	1.59000	-2.152
161	1.60000	-2.080
162	1.61000	-1.926
163	1.62000	-1.793
164	1.63000	-1.611
165	1.64000	-1.358
166	1.65000	-1.321
167	1.66000	-1.415
168	1.67000	-1.595
169	1.68000	-1.612
170	1.69000	-1.596
171	1.70000	-1.610
172	1.71000	-1.749
173	1.72000	-2.451
174	1.73000	-3.502
175	1.74000	-4.553
176	1.75000	-5.323
177	1.76000	-5.895
178	1.77000	-6.080
179	1.78000	-5.741
180	1.79000	-4.546
181	1.80000	-4.674
182	1.81000	-7.003
183	1.82000	-9.258
184	1.83000	-11.144
185	1.84000	-12.582
186	1.85000	-13.489
187	1.86000	-13.795
188	1.87000	-13.431
189	1.88000	-12.613
190	1.89000	-11.263
191	1.90000	-11.600
192	1.91000	-12.609
193	1.92000	-11.957
194	1.93000	-10.654
195	1.94000	-8.676
196	1.95000	-6.370
197	1.96000	-3.735
198	1.97000	-0.987
199	1.98000	1.213
200	1.99000	2.929
201	2.00000	3.895
202	2.01000	3.951
203	2.02000	3.065
204	2.03000	1.491
205	2.04000	-0.440
206	2.05000	-2.766
207	2.06000	-5.159
208	2.07000	-7.277
209	2.08000	-9.445
210	2.09000	-11.775
211	2.10000	-13.978
212	2.11000	-15.950
213	2.12000	-17.548
214	2.13000	-18.909
215	2.14000	-20.163
216	2.15000	-21.006
217	2.16000	-21.607
218	2.17000	-22.248
219	2.18000	-22.827
220	2.19000	-23.340
221	2.20000	-23.325
222	2.21000	-22.497
223	2.22000	-20.928
224	2.23000	-19.060
225	2.24000	-17.298
226	2.25000	-15.425
227	2.26000	-13.764
228	2.27000	-12.481
229	2.28000	-11.334
230	2.29000	-10.827
231	2.30000	-11.222
232	2.31000	-12.563
233	2.32000	-14.703
234	2.33000	-17.234
235	2.34000	-20.494
236	2.35000	-22.444
237	2.36000	-22.064
238	2.37000	-20.879
239	2.38000	-19.215
240	2.39000	-18.399
241	2.40000	-19.927
242	2.41000	-24.125
243	2.42000	-33.247
244	2.43000	-47.508
245	2.44000	-64.273
246	2.45000	-79.772
247	2.46000	-92.573
248	2.47000	-103.343
249	2.48000	-110.652
250	2.49000	-114.572
251	2.50000	-115.295
252	2.51000	-113.569
253	2.52000	-112.702
254	2.53000	-112.532
255	2.54000	-111.915
256	2.55000	-111.497
257	2.56000	-111.260
258	2.57000	-111.096
259	2.58000	-110.097
260	2.59000	-107.222
261	2.60000	-100.979
262	2.61000	-91.051
263	2.62000	-77.806
264	2.63000	-61.828
265	2.64000	-44.870
266	2.65000	-28.457
267	2.66000	-13.179
268	2.67000	0.794
269	2.68000	13.494
270	2.69000	24.961
271	2.70000	35.227
272	2.71000	44.027
273	2.72000	51.234
274	2.73000	56.724
275	2.74000	60.534
276	2.75000	63.023
277	2.76000	65.054
278	2.77000	67.758
279	2.78000	71.967
280	2.79000	77.119
281	2.80000	81.760
282	2.81000	84.848
283	2.82000	86.009
284	2.83000	85.219
285	2.84000	82.202
286	2.85000	77.161
287	2.86000	70.607
288	2.87000	62.936
289	2.88000	54.793
290	2.89000	46.290
291	2.90000	36.921
292	2.91000	26.916
293	2.92000	17.048
294	2.93000	8.126
295	2.94000	0.788
296	2.95000	-4.295
297	2.96000	-6.920
298	2.97000	-7.684
299	2.98000	-6.649
300	2.99000	-3.497
301	3.00000	1.030
302	3.01000	5.761
303	3.02000	9.905
304	3.03000	12.771
305	3.04000	14.338
306	3.05000	15.253
307	3.06000	16.017
308	3.07000	16.209
309	3.08000	15.780
310	3.09000	15.626
311	3.10000	15.561
312	3.11000	14.791
313	3.12000	12.872
314	3.13000	8.877
315	3.14000	2.947
316	3.15000	-3.992
317	3.16000	-10.964
318	3.17000	-17.276
319	3.18000	-22.568
320	3.19000	-25.924
321	3.20000	-26.910
322	3.21000	-25.516
323	3.22000	-22.154
324	3.23000	-17.829
325	3.24000	-13.500
326	3.25000	-10.007
327	3.26000	-7.393
328	3.27000	-5.411
329	3.28000	-3.831
330	3.29000	-2.612
331	3.30000	-1.925
332	3.31000	-1.489
333	3.32000	-0.919
334	3.33000	0.143
335	3.34000	1.416
336	3.35000	2.483
337	3.36000	3.346
338	3.37000	4.019
339	3.38000	4.349
340	3.39000	3.914
341	3.40000	2.638
342	3.41000	1.141
343	3.42000	0.187
344	3.43000	0.216
345	3.44000	1.488
346	3.45000	4.117
347	3.46000	7.647
348	3.47000	11.282
349	3.48000	14.126
350	3.49000	15.768
351	3.50000	15.833
352	3.51000	14.139
353	3.52000	10.790
354	3.53000	6.163
355	3.54000	1.564
356	3.55000	-1.730
357	3.56000	-3.290
358	3.57000	-3.145
359	3.58000	-1.471
360	3.59000	1.326
361	3.60000	4.449
362	3.61000	7.043
363	3.62000	8.419
364	3.63000	8.083
365	3.64000	6.100
366	3.65000	2.603
367	3.66000	-2.083
368	3.67000	-6.759
369	3.68000	-10.328
370	3.69000	-12.314
371	3.70000	-12.274
372	3.71000	-10.176
373	3.72000	-6.644
374	3.73000	-2.710
375	3.74000	0.530
376	3.75000	2.382
377	3.76000	3.005
378	3.77000	2.936
379	3.78000	2.173
380	3.79000	0.384
381	3.80000	-2.462
382	3.81000	-5.948
383	3.82000	-9.494
384	3.83000	-12.568
385	3.84000	-14.505
386	3.85000	-14.833
387	3.86000	-13.516
388	3.87000	-10.912
389	3.88000	-7.900
390	3.89000	-5.526
391	3.90000	-4.516
392	3.91000	-4.807
393	3.92000	-5.756
394	3.93000	-6.455
395	3.94000	-5.900
396	3.95000	-3.778
397	3.96000	-0.533
398	3.97000	2.982
399	3.98000	5.973
400	3.99000	8.248
401	4.00000	9.701
402	4.01000	10.388
403	4.02000	10.938
404	4.03000	11.701
405	4.04000	12.436
406	4.05000	12.933
407	4.06000	13.186
408	4.07000	13.141
409	4.08000	12.702
410	4.09000	12.127
411	4.10000	11.704
412	4.11000	10.953
413	4.12000	9.058
414	4.13000	5.428
415	4.14000	0.697
416	4.15000	-3.154
417	4.16000	-4.147
418	4.17000	-1.899
419	4.18000	2.436
420	4.19000	8.130
421	4.20000	14.479
422	4.21000	19.568
423	4.22000	21.320
424	4.23000	19.595
425	4.24000	15.992
426	4.25000	12.298
427	4.26000	9.749
428	4.27000	8.509
429	4.28000	8.146
430	4.29000	8.593
431	4.30000	9.683
432	4.31000	10.616
433	4.32000	10.717
434	4.33000	10.032
435	4.34000	8.822
436	4.35000	7.142
437	4.36000	5.676
438	4.37000	5.276
439	4.38000	6.351
440	4.39000	8.726
441	4.40000	11.769
442	4.41000	15.196
443	4.42000	18.546
444	4.43000	20.811
445	4.44000	21.427
446	4.45000	20.140
447	4.46000	17.579
448	4.47000	14.871
449	4.48000	12.499
450	4.49000	10.663
451	4.50000	9.728
452	4.51000	10.083
453	4.52000	11.497
454	4.53000	13.695
455	4.54000	16.287
456	4.55000	18.693
457	4.56000	20.757
458	4.57000	22.209
459	4.58000	22.498
460	4.59000	21.425
461	4.60000	19.444
462	4.61000	16.700
463	4.62000	13.305
464	4.63000	9.921
465	4.64000	6.899
466	4.65000	4.663
467	4.66000	3.549
468	4.67000	3.288
469	4.68000	3.160
470	4.69000	2.525
471	4.70000	1.811
472	4.71000	0.952
473	4.72000	-0.346
474	4.73000	-1.684
475	4.74000	-2.969
476	4.75000	-4.234
477	4.76000	-5.242
478	4.77000	-5.477
479	4.78000	-4.896
480	4.79000	-3.451
481	4.80000	-1.002
482	4.81000	1.847
483	4.82000	4.263
484	4.83000	5.609
485	4.84000	5.115
486	4.85000	2.628
487	4.86000	-0.774
488	4.87000	-4.144
489	4.88000	-6.950
490	4.89000	-8.735
491	4.90000	-9.409
492	4.91000	-8.731
493	4.92000	-6.914
494	4.93000	-4.375
495	4.94000	-1.378
496	4.95000	1.657
497	4.96000	4.526
498	4.97000	6.670
499	4.98000	7.417
500	4.99000	6.507
501	5.00000	4.215
502	5.01000	1.309
503	5.02000	-1.558
504	5.03000	-3.463
505	5.04000	-3.910
506	5.05000	-3.121
507	5.06000	-1.270
508	5.07000	1.153
509	5.08000	3.328
510	5.09000	4.777
511	5.10000	5.221
512	5.11000	4.447
513	5.12000	2.856
514	5.13000	1.004
515	5.14000	-1.355
516	5.15000	-4.019
517	5.16000	-6.271
518	5.17000	-7.795
519	5.18000	-8.083
520	5.19000	-6.850
521	5.20000	-4.324
522	5.21000	-1.020
523	5.22000	2.520
524	5.23000	5.520
525	5.24000	6.892
526	5.25000	6.394
527	5.26000	4.481
528	5.27000	1.319
529	5.28000	-2.344
530	5.29000	-5.665
531	5.30000	-7.991
532	5.31000	-8.750
533	5.32000	-8.035
534	5.33000	-6.386
535	5.34000	-4.660
536	5.35000	-3.418
537	5.36000	-2.979
538	5.37000	-3.594
539	5.38000	-4.943
540	5.39000	-6.409
541	5.40000	-7.359
542	5.41000	-7.290
543	5.42000	-5.942
544	5.43000	-3.192
545	5.44000	0.750
546	5.45000	5.334
547	5.46000	9.838
548	5.47000	13.700
549	5.48000	16.226
550	5.49000	16.926
551	5.50000	15.734
552	5.51000	13.023
553	5.52000	10.137
554	5.53000	7.963
555	5.54000	6.771
556	5.55000	6.437
557	5.56000	6.424
558	5.57000	6.458
559	5.58000	5.963
560	5.59000	4.348
561	5.60000	1.682
562	5.61000	-1.842
563	5.62000	-5.611
564	5.63000	-9.024
565	5.64000	-12.057
566	5.65000	-15.410
567	5.66000	-20.354
568	5.67000	-27.774
569	5.68000	-39.113
570	5.69000	-55.544
571	5.70000	-76.663
572	5.71000	-101.451
573	5.72000	-127.239
574	5.73000	-150.024
575	5.74000	-167.174
576	5.75000	-177.449
577	5.76000	-181.008
578	5.77000	-179.689
579	5.78000	-175.960
580	5.79000	-171.995
581	5.80000	-169.154
582	5.81000	-168.345
583	5.82000	-169.800
584	5.83000	-172.600
585	5.84000	-175.654
586	5.85000	-178.054
587	5.86000	-179.320
588	5.87000	-179.181
589	5.88000	-177.068
590	5.89000	-172.524
591	5.90000	-165.345
592	5.91000	-156.298
593	5.92000	-146.534
594	5.93000	-135.673
595	5.94000	-123.774
596	5.95000	-111.481
597	5.96000	-97.944
598	5.97000	-82.738
599	5.98000	-65.965
600	5.99000	-47.502
601	6.00000	-27.590
602	6.01000	-6.164
603	6.02000	17.908
604	6.03000	44.538
605	6.04000	76.657
606	6.05000	117.039
607	6.06000	160.883
608	6.07000	199.495
609	6.08000	227.412
610	6.09000	244.853
611	6.10000	250.060
612	6.11000	238.368
613	6.12000	208.869
614	6.13000	167.509
615	6.14000	129.055
616	6.15000	103.420
617	6.16000	88.657
618	6.17000	82.119
619	6.18000	84.310
620	6.19000	95.962
621	6.20000	110.635
622	6.21000	119.282
623	6.22000	118.522
624	6.23000	110.989
625	6.24000	102.122
626	6.25000	94.655
627	6.26000	88.172
628	6.27000	81.838
629	6.28000	75.953
630	6.29000	71.445
631	6.30000	68.385
632	6.31000	66.776
633	6.32000	66.218
634	6.33000	66.695
635	6.34000	68.625
636	6.35000	71.614
637	6.36000	74.614
638	6.37000	75.743
639	6.38000	74.752
640	6.39000	72.678
641	6.40000	69.958
642	6.41000	67.055
643	6.42000	64.037
644	6.43000	61.339
645	6.44000	59.285
646	6.45000	57.778
647	6.46000	56.413
648	6.47000	54.723
649	6.48000	52.713
650	6.49000	50.549
651	6.50000	48.552
652	6.51000	47.031
653	6.52000	45.854
654	6.53000	44.670
655	6.54000	42.895
656	6.55000	40.248
657	6.56000	36.625
658	6.57000	32.534
659	6.58000	28.377
660	6.59000	23.984
661	6.60000	19.624
662	6.61000	15.497
663	6.62000	11.715
664	6.63000	8.391
665	6.64000	5.370
666	6.65000	2.653
667	6.66000	0.170
668	6.67000	-1.859
669	6.68000	-3.108
670	6.69000	-3.988
671	6.70000	-4.625
672	6.71000	-5.012
673	6.72000	-5.138
674	6.73000	-4.826
675	6.74000	-4.511
676	6.75000	-4.407
677	6.76000	-4.135
678	6.77000	-3.808
679	6.78000	-3.371
680	6.79000	-2.836
681	6.80000	-2.533
682	6.81000	-2.582
683	6.82000	-3.188
684	6.83000	-4.474
685	6.84000	-6.384
686	6.85000	-8.742
687	6.86000	-11.131
688	6.87000	-13.144
689	6.88000	-14.454
690	6.89000	-15.112
691	6.90000	-15.281
692	6.91000	-14.835
693	6.92000	-13.864
694	6.93000	-12.491
695	6.94000	-10.707
696	6.95000	-9.335
697	6.96000	-8.903
698	6.97000	-8.956
699	6.98000	-9.538
700	6.99000	-10.629
701	7.00000	-11.807
702	7.01000	-12.803
703	7.02000	-13.462
704	7.03000	-13.801
705	7.04000	-13.969
706	7.05000	-14.353
707	7.06000	-15.467
708	7.07000	-17.237
709	7.08000	-19.486
710	7.09000	-21.717
711	7.10000	-23.330
712	7.11000	-24.572
713	7.12000	-25.522
714	7.13000	-26.459
715	7.14000	-27.531
716	7.15000	-28.262
717	7.16000	-28.709
718	7.17000	-28.736
719	7.18000	-28.017
720	7.19000	-26.446
721	7.20000	-23.982
722	7.21000	-20.866
723	7.22000	-16.941
724	7.23000	-12.550
725	7.24000	-8.276
726	7.25000	-3.745
727	7.26000	0.996
728	7.27000	5.303
729	7.28000	8.540
730	7.29000	9.832
731	7.30000	8.537
732	7.31000	5.518
733	7.32000	1.884
734	7.33000	-2.692
735	7.34000	-7.759
736	7.35000	-12.400
737	7.36000	-16.503
738	7.37000	-19.598
739	7.38000	-21.203
740	7.39000	-21.922
741	7.40000	-22.600
742	7.41000	-22.843
743	7.42000	-23.045
744	7.43000	-24.426
745	7.44000	-26.141
746	7.45000	-27.937
747	7.46000	-29.283
748	7.47000	-28.736
749	7.48000	-26.589
750	7.49000	-24.235
751	7.50000	-22.622
752	7.51000	-21.421
753	7.52000	-20.954
754	7.53000	-21.409
755	7.54000	-21.938
756	7.55000	-22.578
757	7.56000	-23.211
758	7.57000	-23.683
759	7.58000	-24.755
760	7.59000	-26.638
761	7.60000	-28.672
762	7.61000	-30.214
763	7.62000	-31.556
764	7.63000	-32.907
765	7.64000	-34.048
766	7.65000	-34.771
767	7.66000	-34.977
768	7.67000	-34.764
769	7.68000	-34.823
770	7.69000	-36.335
771	7.70000	-39.908
772	7.71000	-45.023
773	7.72000	-49.641
774	7.73000	-52.408
775	7.74000	-53.602
776	7.75000	-54.253
777	7.76000	-55.371
778	7.77000	-57.036
779	7.78000	-59.083
780	7.79000	-62.196
781	7.80000	-66.851
782	7.81000	-71.910
783	7.82000	-75.948
784	7.83000	-78.412
785	7.84000	-79.832
786	7.85000	-81.512
787	7.86000	-84.255
788	7.87000	-87.572
789	7.88000	-89.915
790	7.89000	-90.923
791	7.90000	-91.066
792	7.91000	-90.929
793	7.92000	-91.356
794	7.93000	-91.794
795	7.94000	-91.377
796	7.95000	-90.088
797	7.96000	-88.910
798	7.97000	-88.457
799	7.98000	-88.400
800	7.99000	-88.169
801	8.00000	-86.944
802	8.01000	-85.614
803	8.02000	-85.338
804	8.03000	-86.050
805	8.04000	-86.787
806	8.05000	-86.138
807	8.06000	-84.197
808	8.07000	-81.493
809	8.08000	-78.560
810	8.09000	-75.291
811	8.10000	-71.341
812	8.11000	-67.344
813	8.12000	-63.927
814	8.13000	-61.319
815	8.14000	-59.177
816	8.15000	-56.926
817	8.16000	-54.438
818	8.17000	-51.982
819	8.18000	-49.713
820	8.19000	-47.140
821	8.20000	-43.887
822	8.21000	-39.863
823	8.22000	-35.379
824	8.23000	-30.685
825	8.24000	-25.861
826	8.25000	-21.048
827	8.26000	-15.841
828	8.27000	-10.363
829	8.28000	-5.232
830	8.29000	-0.189
831	8.30000	4.928
832	8.31000	9.569
833	8.32000	13.559
834	8.33000	17.097
835	8.34000	20.311
836	8.35000	23.058
837	8.36000	25.287
838	8.37000	27.015
839	8.38000	27.876
840	8.39000	28.057
841	8.40000	27.940
842	8.41000	27.255
843	8.42000	26.107
844	8.43000	24.507
845	8.44000	22.733
846	8.45000	21.012
847	8.46000	18.043
848	8.47000	13.151
849	8.48000	7.559
850	8.49000	2.515
851	8.50000	-1.333
852	8.51000	-3.447
853	8.52000	-3.597
854	8.53000	-1.820
855	8.54000	1.925
856	8.55000	6.870
857	8.56000	11.235
858	8.57000	14.986
859	8.58000	19.660
860	8.59000	25.162
861	8.60000	30.414
862	8.61000	35.129
863	8.62000	39.254
864	8.63000	42.535
865	8.64000	44.310
866	8.65000	44.082
867	8.66000	42.375
868	8.67000	39.889
869	8.68000	37.094
870	8.69000	34.282
871	8.70000	31.778
872	8.71000	30.148
873	8.72000	29.864
874	8.73000	31.373
875	8.74000	34.957
876	8.75000	39.935
877	8.76000	45.851
878	8.77000	52.187
879	8.78000	58.218
880	8.79000	63.780
881	8.80000	68.780
882	8.81000	73.413
883	8.82000	77.619
884	8.83000	81.528
885	8.84000	85.235
886	8.85000	88.008
887	8.86000	89.533
888	8.87000	89.603
889	8.88000	87.719
890	8.89000	84.178
891	8.90000	79.837
892	8.91000	75.879
893	8.92000	72.935
894	8.93000	70.880
895	8.94000	69.983
896	8.95000	70.412
897	8.96000	71.687
898	8.97000	73.167
899	8.98000	74.072
900	8.99000	73.443
901	9.00000	69.854
902	9.01000	62.856
903	9.02000	53.537
904	9.03000	43.467
905	9.04000	34.640
906	9.05000	27.984
907	9.06000	23.858
908	9.07000	22.851
909	9.08000	25.210
910	9.09000	29.682
911	9.10000	33.946
912	9.11000	36.833
913	9.12000	38.754
914	9.13000	40.420
915	9.14000	41.645
916	9.15000	42.021
917	9.16000	41.335
918	9.17000	39.844
919	9.18000	38.234
920	9.19000	36.364
921	9.20000	34.148
922	9.21000	31.336
923	9.22000	28.340
924	9.23000	25.943
925	9.24000	23.835
926	9.25000	22.318
927	9.26000	21.188
928	9.27000	20.346
929	9.28000	20.031
930	9.29000	19.809
931	9.30000	19.794
932	9.31000	19.905
933	9.32000	20.290
934	9.33000	20.919
935	9.34000	21.345
936	9.35000	21.567
937	9.36000	21.391
938	9.37000	20.920
939	9.38000	20.224
940	9.39000	19.198
941	9.40000	17.895
942	9.41000	16.432
943	9.42000	14.582
944	9.43000	11.999
945	9.44000	9.292
946	9.45000	6.877
947	9.46000	4.615
948	9.47000	2.406
949	9.48000	0.051
950	9.49000	-2.477
951	9.50000	-4.907
952	9.51000	-6.970
953	9.52000	-9.169
954	9.53000	-11.674
955	9.54000	-13.797
956	9.55000	-15.228
957	9.56000	-16.173
958	9.57000	-17.018
959	9.58000	-18.358
960	9.59000	-20.174
961	9.60000	-21.888
962	9.61000	-23.578
963	9.62000	-25.290
964	9.63000	-26.674
965	9.64000	-27.901
966	9.65000	-29.431
967	9.66000	-31.632
968	9.67000	-34.753
969	9.68000	-38.681
970	9.69000	-42.351
971	9.70000	-44.852
972	9.71000	-46.648
973	9.72000	-48.711
974	9.73000	-51.674
975	9.74000	-55.887
976	9.75000	-61.020
977	9.76000	-66.093
978	9.77000	-70.100
979	9.78000	-72.338
980	9.79000	-72.596
981	9.80000	-71.731
982	9.81000	-71.569
983	9.82000	-73.595
984	9.83000	-77.376
985	9.84000	-81.395
986	9.85000	-84.673
987	9.86000	-87.030
988	9.87000	-88.746
989	9.88000	-90.080
990	9.89000	-91.264
991	9.90000	-92.886
992	9.91000	-95.189
993	9.92000	-97.454
994	9.93000	-98.841
995	9.94000	-99.985
996	9.95000	-100.671
997	9.96000	-100.897
998	9.97000	-100.664
999	9.98000	-99.972
1000	9.99000	0.000
