NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:26:23
DATA_INCLUDED	Angular Velocity
DATA_TYPES	HL_Angular_Velocity

Frame	Time	HL_Angular_Velocity	
200	1.99000	-85.402
201	2.00000	-84.539
202	2.01000	-84.006
203	2.02000	-83.819
204	2.03000	-83.619
205	2.04000	-83.028
206	2.05000	-81.960
207	2.06000	-80.242
208	2.07000	-77.960
209	2.08000	-75.291
210	2.09000	-72.383
211	2.10000	-69.452
212	2.11000	-66.607
213	2.12000	-63.981
214	2.13000	-61.461
215	2.14000	-58.922
216	2.15000	-56.532
217	2.16000	-54.375
218	2.17000	-52.400
219	2.18000	-50.418
220	2.19000	-48.304
221	2.20000	-46.057
222	2.21000	-43.224
223	2.22000	-39.576
224	2.23000	-35.091
225	2.24000	-29.792
226	2.25000	-24.194
227	2.26000	-18.845
228	2.27000	-14.319
229	2.28000	-10.944
230	2.29000	-8.497
231	2.30000	-6.435
232	2.31000	-4.343
233	2.32000	-2.125
234	2.33000	0.223
235	2.34000	2.418
236	2.35000	4.126
237	2.36000	4.983
238	2.37000	4.748
239	2.38000	3.628
240	2.39000	2.346
241	2.40000	1.764
242	2.41000	1.965
243	2.42000	2.736
244	2.43000	3.837
245	2.44000	4.725
246	2.45000	5.335
247	2.46000	5.642
248	2.47000	5.683
249	2.48000	5.852
250	2.49000	6.539
251	2.50000	8.195
252	2.51000	10.728
253	2.52000	13.831
254	2.53000	17.151
255	2.54000	20.240
256	2.55000	22.877
257	2.56000	24.740
258	2.57000	25.998
259	2.58000	26.786
260	2.59000	27.232
261	2.60000	27.792
262	2.61000	28.022
263	2.62000	27.582
264	2.63000	26.542
265	2.64000	24.978
266	2.65000	22.982
267	2.66000	20.564
268	2.67000	18.134
269	2.68000	15.950
270	2.69000	14.286
271	2.70000	13.262
272	2.71000	12.182
273	2.72000	10.689
274	2.73000	9.101
275	2.74000	7.579
276	2.75000	6.039
277	2.76000	4.444
278	2.77000	3.006
279	2.78000	1.970
280	2.79000	1.253
281	2.80000	0.735
282	2.81000	0.299
283	2.82000	-0.149
284	2.83000	-0.501
285	2.84000	-0.743
286	2.85000	-0.989
287	2.86000	-1.246
288	2.87000	-1.472
289	2.88000	-1.734
290	2.89000	-2.119
291	2.90000	-2.505
292	2.91000	-2.783
293	2.92000	-2.926
294	2.93000	-2.845
295	2.94000	-2.522
296	2.95000	-1.983
297	2.96000	-1.367
298	2.97000	-0.738
299	2.98000	-0.203
300	2.99000	0.089
301	3.00000	0.341
302	3.01000	0.551
303	3.02000	0.654
304	3.03000	0.796
305	3.04000	0.857
306	3.05000	0.732
307	3.06000	0.399
308	3.07000	-0.125
309	3.08000	-0.787
310	3.09000	-1.641
311	3.10000	-2.586
312	3.11000	-3.587
313	3.12000	-4.635
314	3.13000	-5.569
315	3.14000	-6.491
316	3.15000	-7.577
317	3.16000	-8.649
318	3.17000	-9.553
319	3.18000	-10.376
320	3.19000	-11.184
321	3.20000	-11.845
322	3.21000	-12.383
323	3.22000	-12.769
324	3.23000	-12.781
325	3.24000	-12.833
326	3.25000	-12.955
327	3.26000	-12.636
328	3.27000	-11.831
329	3.28000	-10.688
330	3.29000	-9.139
331	3.30000	-7.182
332	3.31000	-5.087
333	3.32000	-2.761
334	3.33000	-0.300
335	3.34000	1.928
336	3.35000	4.083
337	3.36000	6.172
338	3.37000	8.049
339	3.38000	9.784
340	3.39000	11.527
341	3.40000	13.298
342	3.41000	15.295
343	3.42000	17.701
344	3.43000	20.604
345	3.44000	24.070
346	3.45000	27.946
347	3.46000	32.065
348	3.47000	36.282
349	3.48000	40.653
350	3.49000	45.141
351	3.50000	49.591
352	3.51000	54.032
353	3.52000	58.266
354	3.53000	62.256
355	3.54000	65.920
356	3.55000	69.089
357	3.56000	71.953
358	3.57000	74.655
359	3.58000	77.447
360	3.59000	80.552
361	3.60000	83.964
362	3.61000	87.631
363	3.62000	91.425
364	3.63000	95.164
365	3.64000	98.647
366	3.65000	101.769
367	3.66000	104.641
368	3.67000	106.955
369	3.68000	108.699
370	3.69000	110.184
371	3.70000	111.403
372	3.71000	112.392
373	3.72000	113.319
374	3.73000	114.249
375	3.74000	115.271
376	3.75000	116.508
377	3.76000	117.976
378	3.77000	119.583
379	3.78000	121.293
380	3.79000	122.893
381	3.80000	124.065
382	3.81000	124.615
383	3.82000	124.447
384	3.83000	123.554
385	3.84000	122.202
386	3.85000	120.688
387	3.86000	119.481
388	3.87000	119.091
389	3.88000	119.459
390	3.89000	120.372
391	3.90000	121.498
392	3.91000	122.710
393	3.92000	123.750
394	3.93000	124.346
395	3.94000	124.612
396	3.95000	124.595
397	3.96000	124.285
398	3.97000	123.552
399	3.98000	123.105
400	3.99000	123.058
401	4.00000	122.704
402	4.01000	122.350
403	4.02000	121.940
404	4.03000	121.136
405	4.04000	119.862
406	4.05000	118.020
407	4.06000	115.464
408	4.07000	112.333
409	4.08000	109.749
410	4.09000	106.948
411	4.10000	103.768
412	4.11000	101.419
413	4.12000	99.147
414	4.13000	96.661
415	4.14000	93.905
416	4.15000	90.906
417	4.16000	87.758
418	4.17000	84.254
419	4.18000	80.378
420	4.19000	75.740
421	4.20000	70.938
422	4.21000	66.397
423	4.22000	61.464
424	4.23000	56.488
425	4.24000	51.525
426	4.25000	46.586
427	4.26000	42.044
428	4.27000	37.819
429	4.28000	34.122
430	4.29000	31.240
431	4.30000	29.005
432	4.31000	27.454
433	4.32000	26.600
434	4.33000	26.253
435	4.34000	26.186
436	4.35000	26.148
437	4.36000	26.199
438	4.37000	26.172
439	4.38000	25.849
440	4.39000	25.110
441	4.40000	23.739
442	4.41000	21.943
443	4.42000	19.836
444	4.43000	17.542
445	4.44000	15.476
446	4.45000	13.925
447	4.46000	13.183
448	4.47000	13.307
449	4.48000	14.108
450	4.49000	15.469
451	4.50000	17.042
452	4.51000	18.508
453	4.52000	19.134
454	4.53000	18.422
455	4.54000	16.653
456	4.55000	13.845
457	4.56000	10.339
458	4.57000	6.372
459	4.58000	2.131
460	4.59000	-1.668
461	4.60000	-4.442
462	4.61000	-5.840
463	4.62000	-5.892
464	4.63000	-4.744
465	4.64000	-2.579
466	4.65000	-0.067
467	4.66000	2.210
468	4.67000	3.591
469	4.68000	3.744
470	4.69000	2.982
471	4.70000	1.610
472	4.71000	-0.111
473	4.72000	-1.965
474	4.73000	-3.665
475	4.74000	-5.021
476	4.75000	-5.906
477	4.76000	-6.222
478	4.77000	-5.959
479	4.78000	-5.070
480	4.79000	-3.714
481	4.80000	-2.090
482	4.81000	-0.693
483	4.82000	0.102
484	4.83000	0.420
485	4.84000	0.232
486	4.85000	-0.415
487	4.86000	-1.372
488	4.87000	-2.613
489	4.88000	-3.996
490	4.89000	-5.247
491	4.90000	-6.196
492	4.91000	-6.978
493	4.92000	-7.570
494	4.93000	-7.892
495	4.94000	-7.954
496	4.95000	-7.876
497	4.96000	-7.860
498	4.97000	-8.050
499	4.98000	-8.480
500	4.99000	-9.129
501	5.00000	-10.148
502	5.01000	-11.523
503	5.02000	-13.173
504	5.03000	-15.007
505	5.04000	-16.936
506	5.05000	-19.000
507	5.06000	-21.247
508	5.07000	-23.769
509	5.08000	-26.558
510	5.09000	-29.536
511	5.10000	-32.503
512	5.11000	-35.056
513	5.12000	-37.154
514	5.13000	-39.004
515	5.14000	-41.015
516	5.15000	-43.337
517	5.16000	-45.946
518	5.17000	-48.675
519	5.18000	-51.767
520	5.19000	-55.467
521	5.20000	-58.617
522	5.21000	-61.008
523	5.22000	-63.375
524	5.23000	-65.739
525	5.24000	-68.088
526	5.25000	-70.306
527	5.26000	-72.831
528	5.27000	-76.013
529	5.28000	-79.972
530	5.29000	-84.345
531	5.30000	-87.886
532	5.31000	-90.546
533	5.32000	-92.545
534	5.33000	-93.656
535	5.34000	-94.817
536	5.35000	-96.939
537	5.36000	-100.127
538	5.37000	-104.030
539	5.38000	-108.014
540	5.39000	-111.989
541	5.40000	-115.836
542	5.41000	-118.644
543	5.42000	-119.752
544	5.43000	-119.407
545	5.44000	-118.517
546	5.45000	-117.659
547	5.46000	-117.189
548	5.47000	-117.341
549	5.48000	-118.046
550	5.49000	-119.498
551	5.50000	-121.301
552	5.51000	-122.741
553	5.52000	-123.283
554	5.53000	-122.906
555	5.54000	-121.964
556	5.55000	-121.186
557	5.56000	-121.269
558	5.57000	-122.086
559	5.58000	-123.311
560	5.59000	-124.450
561	5.60000	-124.952
562	5.61000	-124.700
563	5.62000	-123.452
564	5.63000	-121.130
565	5.64000	-118.023
566	5.65000	-114.414
567	5.66000	-110.585
568	5.67000	-107.111
569	5.68000	-104.363
570	5.69000	-102.144
571	5.70000	-100.241
572	5.71000	-98.284
573	5.72000	-96.228
574	5.73000	-94.126
575	5.74000	-92.161
576	5.75000	-90.436
577	5.76000	-88.737
578	5.77000	-86.968
579	5.78000	-85.043
580	5.79000	-83.031
581	5.80000	-80.963
582	5.81000	-78.587
583	5.82000	-76.111
584	5.83000	-73.825
585	5.84000	-71.757
586	5.85000	-70.142
587	5.86000	-68.824
588	5.87000	-67.579
589	5.88000	-66.344
590	5.89000	-65.148
591	5.90000	-63.980
592	5.91000	-62.492
593	5.92000	-60.599
594	5.93000	-58.391
595	5.94000	-55.797
596	5.95000	-53.186
597	5.96000	-50.559
598	5.97000	-48.021
599	5.98000	-45.638
600	5.99000	-43.350
601	6.00000	-41.296
602	6.01000	-39.399
603	6.02000	-37.535
604	6.03000	-35.733
605	6.04000	-33.664
606	6.05000	-30.595
607	6.06000	-26.031
608	6.07000	-19.795
609	6.08000	-12.029
610	6.09000	-3.359
611	6.10000	5.199
612	6.11000	12.495
613	6.12000	17.521
614	6.13000	19.755
615	6.14000	19.571
616	6.15000	17.791
617	6.16000	15.133
618	6.17000	12.336
619	6.18000	9.825
620	6.19000	7.750
621	6.20000	6.058
622	6.21000	4.664
623	6.22000	3.474
624	6.23000	2.518
625	6.24000	1.711
626	6.25000	0.944
627	6.26000	0.318
628	6.27000	-0.029
629	6.28000	0.076
630	6.29000	0.705
631	6.30000	1.756
632	6.31000	3.219
633	6.32000	5.161
634	6.33000	7.299
635	6.34000	8.966
636	6.35000	10.067
637	6.36000	10.746
638	6.37000	11.136
639	6.38000	11.443
640	6.39000	11.494
641	6.40000	11.123
642	6.41000	10.531
643	6.42000	10.032
644	6.43000	9.426
645	6.44000	8.494
646	6.45000	7.634
647	6.46000	6.975
648	6.47000	6.420
649	6.48000	6.019
650	6.49000	5.527
651	6.50000	4.912
652	6.51000	4.346
653	6.52000	3.856
654	6.53000	3.346
655	6.54000	2.868
656	6.55000	2.544
657	6.56000	2.252
658	6.57000	1.901
659	6.58000	1.587
660	6.59000	1.209
661	6.60000	0.713
662	6.61000	0.298
663	6.62000	-0.019
664	6.63000	-0.411
665	6.64000	-0.919
666	6.65000	-1.463
667	6.66000	-2.063
668	6.67000	-2.734
669	6.68000	-3.492
670	6.69000	-4.385
671	6.70000	-5.376
672	6.71000	-6.343
673	6.72000	-7.292
674	6.73000	-8.249
675	6.74000	-9.111
676	6.75000	-9.768
677	6.76000	-10.237
678	6.77000	-10.629
679	6.78000	-10.997
680	6.79000	-11.344
681	6.80000	-11.691
682	6.81000	-12.000
683	6.82000	-12.510
684	6.83000	-12.982
685	6.84000	-13.249
686	6.85000	-13.686
687	6.86000	-14.149
688	6.87000	-14.652
689	6.88000	-15.240
690	6.89000	-15.904
691	6.90000	-16.622
692	6.91000	-17.336
693	6.92000	-18.177
694	6.93000	-18.804
695	6.94000	-19.147
696	6.95000	-19.397
697	6.96000	-19.398
698	6.97000	-19.207
699	6.98000	-18.832
700	6.99000	-18.428
701	7.00000	-17.988
702	7.01000	-17.411
703	7.02000	-16.749
704	7.03000	-16.086
705	7.04000	-15.308
706	7.05000	-14.267
707	7.06000	-12.794
708	7.07000	-10.937
709	7.08000	-9.051
710	7.09000	-7.103
711	7.10000	-5.046
712	7.11000	-2.967
713	7.12000	-1.103
714	7.13000	0.612
715	7.14000	2.364
716	7.15000	4.368
717	7.16000	7.003
718	7.17000	10.139
719	7.18000	13.615
720	7.19000	17.612
721	7.20000	21.934
722	7.21000	26.445
723	7.22000	31.125
724	7.23000	36.038
725	7.24000	41.137
726	7.25000	46.306
727	7.26000	51.533
728	7.27000	56.683
729	7.28000	61.598
730	7.29000	66.017
731	7.30000	69.754
732	7.31000	72.985
733	7.32000	75.754
734	7.33000	77.983
735	7.34000	79.950
736	7.35000	81.623
737	7.36000	83.024
738	7.37000	84.265
739	7.38000	85.456
740	7.39000	86.710
741	7.40000	88.166
742	7.41000	90.116
743	7.42000	92.427
744	7.43000	94.968
745	7.44000	97.784
746	7.45000	100.813
747	7.46000	103.902
748	7.47000	106.758
749	7.48000	109.311
750	7.49000	111.507
751	7.50000	113.242
752	7.51000	114.543
753	7.52000	115.273
754	7.53000	115.519
755	7.54000	115.526
756	7.55000	115.601
757	7.56000	115.799
758	7.57000	116.100
759	7.58000	116.653
760	7.59000	117.398
761	7.60000	118.484
762	7.61000	119.812
763	7.62000	121.021
764	7.63000	122.033
765	7.64000	122.787
766	7.65000	123.250
767	7.66000	123.362
768	7.67000	123.267
769	7.68000	123.260
770	7.69000	123.381
771	7.70000	123.562
772	7.71000	123.620
773	7.72000	123.521
774	7.73000	123.354
775	7.74000	123.004
776	7.75000	122.957
777	7.76000	123.445
778	7.77000	123.906
779	7.78000	124.302
780	7.79000	124.313
781	7.80000	123.434
782	7.81000	121.562
783	7.82000	118.885
784	7.83000	115.708
785	7.84000	112.058
786	7.85000	109.043
787	7.86000	106.178
788	7.87000	102.417
789	7.88000	99.403
790	7.89000	97.069
791	7.90000	94.518
792	7.91000	91.851
793	7.92000	89.120
794	7.93000	86.559
795	7.94000	84.270
796	7.95000	82.402
797	7.96000	80.226
798	7.97000	77.818
799	7.98000	76.138
800	7.99000	74.161
801	8.00000	71.246
802	8.01000	67.719
803	8.02000	63.645
804	8.03000	59.408
805	8.04000	55.166
806	8.05000	50.998
807	8.06000	47.120
808	8.07000	43.488
809	8.08000	39.996
810	8.09000	36.555
811	8.10000	33.166
812	8.11000	30.055
813	8.12000	27.247
814	8.13000	24.701
815	8.14000	22.484
816	8.15000	20.925
817	8.16000	20.158
818	8.17000	20.026
819	8.18000	20.399
820	8.19000	20.716
821	8.20000	20.648
822	8.21000	20.170
823	8.22000	19.083
824	8.23000	17.580
825	8.24000	16.291
826	8.25000	15.818
827	8.26000	16.314
828	8.27000	17.611
829	8.28000	19.343
830	8.29000	20.940
831	8.30000	22.309
832	8.31000	22.728
833	8.32000	21.880
834	8.33000	20.273
835	8.34000	17.992
836	8.35000	15.253
837	8.36000	12.084
838	8.37000	8.759
839	8.38000	5.646
840	8.39000	3.023
841	8.40000	1.413
842	8.41000	0.595
843	8.42000	0.624
844	8.43000	1.731
845	8.44000	3.290
846	8.45000	4.865
847	8.46000	5.963
848	8.47000	6.365
849	8.48000	5.858
850	8.49000	4.204
851	8.50000	1.905
852	8.51000	-0.512
853	8.52000	-2.715
854	8.53000	-4.087
855	8.54000	-4.289
856	8.55000	-3.278
857	8.56000	-1.273
858	8.57000	1.306
859	8.58000	3.759
860	8.59000	5.366
861	8.60000	5.958
862	8.61000	5.412
863	8.62000	3.764
864	8.63000	1.451
865	8.64000	-1.028
866	8.65000	-3.274
867	8.66000	-4.962
868	8.67000	-5.771
869	8.68000	-5.847
870	8.69000	-5.203
871	8.70000	-3.894
872	8.71000	-2.243
873	8.72000	-0.424
874	8.73000	1.309
875	8.74000	2.756
876	8.75000	3.760
877	8.76000	4.264
878	8.77000	4.142
879	8.78000	3.524
880	8.79000	2.586
881	8.80000	1.342
882	8.81000	0.074
883	8.82000	-1.126
884	8.83000	-1.995
885	8.84000	-2.377
886	8.85000	-2.424
887	8.86000	-1.933
888	8.87000	-0.974
889	8.88000	0.205
890	8.89000	1.324
891	8.90000	2.335
892	8.91000	3.285
893	8.92000	3.954
894	8.93000	4.501
895	8.94000	4.789
896	8.95000	4.460
897	8.96000	4.030
898	8.97000	3.507
899	8.98000	2.517
900	8.99000	1.399
901	9.00000	0.378
902	9.01000	-0.374
903	9.02000	-0.745
904	9.03000	-0.732
905	9.04000	-0.268
906	9.05000	0.366
907	9.06000	1.251
908	9.07000	2.259
909	9.08000	3.000
910	9.09000	3.396
911	9.10000	3.377
912	9.11000	3.042
913	9.12000	2.405
914	9.13000	1.622
915	9.14000	0.944
916	9.15000	0.292
917	9.16000	-0.236
918	9.17000	-0.510
919	9.18000	-0.611
920	9.19000	-0.595
921	9.20000	-0.406
922	9.21000	-0.137
923	9.22000	0.045
924	9.23000	0.235
925	9.24000	0.375
926	9.25000	0.399
927	9.26000	0.254
928	9.27000	-0.019
929	9.28000	-0.313
930	9.29000	-0.451
931	9.30000	-0.163
932	9.31000	0.398
933	9.32000	1.107
934	9.33000	2.178
935	9.34000	3.379
936	9.35000	4.545
937	9.36000	5.697
938	9.37000	6.698
939	9.38000	7.583
940	9.39000	8.472
941	9.40000	9.359
942	9.41000	10.107
943	9.42000	10.686
944	9.43000	11.206
945	9.44000	11.394
946	9.45000	11.362
947	9.46000	11.316
948	9.47000	10.960
949	9.48000	10.359
950	9.49000	9.534
951	9.50000	8.574
952	9.51000	7.755
953	9.52000	7.064
954	9.53000	6.554
955	9.54000	6.193
956	9.55000	5.956
957	9.56000	5.885
958	9.57000	5.839
959	9.58000	5.843
960	9.59000	5.814
961	9.60000	5.619
962	9.61000	5.360
963	9.62000	4.965
964	9.63000	4.305
965	9.64000	3.461
966	9.65000	2.367
967	9.66000	1.100
968	9.67000	-0.211
969	9.68000	-1.709
970	9.69000	-3.476
971	9.70000	-5.486
972	9.71000	-7.565
973	9.72000	-9.566
974	9.73000	-11.435
975	9.74000	-12.898
976	9.75000	-13.865
977	9.76000	-14.274
978	9.77000	-14.121
979	9.78000	-13.607
980	9.79000	-12.782
981	9.80000	-11.585
982	9.81000	-10.105
983	9.82000	-8.530
984	9.83000	-6.904
985	9.84000	-5.351
986	9.85000	-3.924
987	9.86000	-2.611
988	9.87000	-1.574
989	9.88000	-0.831
990	9.89000	-0.403
991	9.90000	-0.304
992	9.91000	-0.521
993	9.92000	-1.117
994	9.93000	-1.989
995	9.94000	-2.682
996	9.95000	-3.496
997	9.96000	-4.429
998	9.97000	-5.482
999	9.98000	-6.655
1000	9.99000	0.000
