NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:38:41
DATA_INCLUDED	Angular Acceleration
DATA_TYPES	LL_Angular_Acceleration

Frame	Time	LL_Angular_Acceleration	
174	1.73000	-44.444
175	1.74000	-31.401
176	1.75000	-29.778
177	1.76000	-12.849
178	1.77000	50.628
179	1.78000	67.592
180	1.79000	100.020
181	1.80000	114.272
182	1.81000	111.761
183	1.82000	107.286
184	1.83000	86.853
185	1.84000	38.768
186	1.85000	27.161
187	1.86000	-50.508
188	1.87000	-53.670
189	1.88000	-67.855
190	1.89000	-42.805
191	1.90000	-50.149
192	1.91000	-25.261
193	1.92000	-14.436
194	1.93000	-35.795
195	1.94000	-53.838
196	1.95000	-108.737
197	1.96000	-208.254
198	1.97000	-282.962
199	1.98000	-399.251
200	1.99000	-419.158
201	2.00000	-412.490
202	2.01000	-376.701
203	2.02000	-266.855
204	2.03000	-114.031
205	2.04000	-17.112
206	2.05000	60.349
207	2.06000	96.420
208	2.07000	91.249
209	2.08000	125.155
210	2.09000	181.324
211	2.10000	243.065
212	2.11000	269.635
213	2.12000	239.880
214	2.13000	133.654
215	2.14000	46.336
216	2.15000	34.385
217	2.16000	-23.496
218	2.17000	33.132
219	2.18000	178.777
220	2.19000	239.377
221	2.20000	461.277
222	2.21000	485.419
223	2.22000	334.340
224	2.23000	111.649
225	2.24000	-35.194
226	2.25000	-175.700
227	2.26000	-288.651
228	2.27000	-365.508
229	2.28000	-337.884
230	2.29000	-303.784
231	2.30000	-94.289
232	2.31000	-60.007
233	2.32000	-30.007
234	2.33000	-29.716
235	2.34000	-46.025
236	2.35000	-40.503
237	2.36000	-17.613
238	2.37000	-85.220
239	2.38000	-100.537
240	2.39000	-127.962
241	2.40000	-51.175
242	2.41000	-70.559
243	2.42000	-49.885
244	2.43000	-33.954
245	2.44000	-13.332
246	2.45000	14.248
247	2.46000	-17.593
248	2.47000	-105.831
249	2.48000	-137.260
250	2.49000	-177.923
251	2.50000	-133.625
252	2.51000	-93.784
253	2.52000	-14.537
254	2.53000	98.272
255	2.54000	200.401
256	2.55000	224.811
257	2.56000	161.133
258	2.57000	104.545
259	2.58000	10.737
260	2.59000	-101.401
261	2.60000	-134.443
262	2.61000	-85.630
263	2.62000	4.116
264	2.63000	121.538
265	2.64000	146.924
266	2.65000	205.126
267	2.66000	201.013
268	2.67000	149.109
269	2.68000	68.610
270	2.69000	10.376
271	2.70000	-59.084
272	2.71000	-54.821
273	2.72000	-66.626
274	2.73000	34.325
275	2.74000	-178.520
276	2.75000	105.984
277	2.76000	129.540
278	2.77000	125.813
279	2.78000	135.218
280	2.79000	129.836
281	2.80000	83.260
282	2.81000	87.126
283	2.82000	39.512
284	2.83000	-177.354
285	2.84000	-141.911
286	2.85000	117.039
287	2.86000	-27.433
288	2.87000	-1.504
289	2.88000	42.641
290	2.89000	88.169
291	2.90000	81.102
292	2.91000	66.215
293	2.92000	-28.826
294	2.93000	-218.571
295	2.94000	6.543
296	2.95000	-18.995
297	2.96000	-88.176
298	2.97000	-22.702
299	2.98000	-35.199
300	2.99000	-67.155
301	3.00000	-124.389
302	3.01000	-206.884
303	3.02000	-240.270
304	3.03000	-272.533
305	3.04000	-268.729
306	3.05000	-234.241
307	3.06000	-263.881
308	3.07000	-213.840
309	3.08000	-197.048
310	3.09000	-153.094
311	3.10000	-150.293
312	3.11000	-177.306
313	3.12000	-113.528
314	3.13000	-90.414
315	3.14000	-76.692
316	3.15000	-70.617
317	3.16000	-23.589
318	3.17000	26.262
319	3.18000	93.223
320	3.19000	143.098
321	3.20000	179.918
322	3.21000	175.428
323	3.22000	178.555
324	3.23000	183.421
325	3.24000	241.533
326	3.25000	266.640
327	3.26000	236.680
328	3.27000	172.114
329	3.28000	118.015
330	3.29000	76.566
331	3.30000	74.044
332	3.31000	60.303
333	3.32000	0.813
334	3.33000	41.247
335	3.34000	94.771
336	3.35000	148.345
337	3.36000	164.865
338	3.37000	116.047
339	3.38000	70.092
340	3.39000	73.375
341	3.40000	96.284
342	3.41000	125.172
343	3.42000	56.894
344	3.43000	58.260
345	3.44000	52.483
346	3.45000	61.843
347	3.46000	95.412
348	3.47000	66.809
349	3.48000	74.516
350	3.49000	91.834
351	3.50000	80.897
352	3.51000	119.984
353	3.52000	-18.518
354	3.53000	-378.002
355	3.54000	140.307
356	3.55000	115.574
357	3.56000	95.167
358	3.57000	108.942
359	3.58000	117.618
360	3.59000	133.805
361	3.60000	149.408
362	3.61000	194.656
363	3.62000	-69.418
364	3.63000	-236.608
365	3.64000	221.934
366	3.65000	-31.150
367	3.66000	-70.200
368	3.67000	-64.499
369	3.68000	-49.843
370	3.69000	33.573
371	3.70000	113.461
372	3.71000	97.739
373	3.72000	78.572
374	3.73000	35.326
375	3.74000	-15.991
376	3.75000	-20.202
377	3.76000	-53.120
378	3.77000	-61.676
379	3.78000	-49.125
380	3.79000	35.111
381	3.80000	34.034
382	3.81000	19.057
383	3.82000	105.352
384	3.83000	53.482
385	3.84000	81.084
386	3.85000	78.352
387	3.86000	22.707
388	3.87000	25.938
389	3.88000	28.874
390	3.89000	53.953
391	3.90000	-9.185
392	3.91000	-35.444
393	3.92000	-44.316
394	3.93000	-51.829
395	3.94000	-41.825
396	3.95000	6.582
397	3.96000	-100.248
398	3.97000	-92.065
399	3.98000	-91.516
400	3.99000	-85.123
401	4.00000	-140.330
402	4.01000	-117.730
403	4.02000	13.645
404	4.03000	71.501
405	4.04000	135.767
406	4.05000	133.585
407	4.06000	29.966
408	4.07000	-20.805
409	4.08000	74.257
410	4.09000	275.482
411	4.10000	234.943
412	4.11000	173.442
413	4.12000	212.318
414	4.13000	76.367
415	4.14000	3.276
416	4.15000	-52.313
417	4.16000	-57.172
418	4.17000	71.566
419	4.18000	392.109
420	4.19000	518.423
421	4.20000	288.295
422	4.21000	9.223
423	4.22000	-193.959
424	4.23000	-414.969
425	4.24000	-520.499
426	4.25000	-433.051
427	4.26000	-289.763
428	4.27000	-68.693
429	4.28000	73.678
430	4.29000	70.730
431	4.30000	-40.432
432	4.31000	-143.862
433	4.32000	-203.826
434	4.33000	-180.195
435	4.34000	-181.609
436	4.35000	-120.228
437	4.36000	-82.098
438	4.37000	-52.572
439	4.38000	-25.645
440	4.39000	34.525
441	4.40000	27.354
442	4.41000	45.382
443	4.42000	39.228
444	4.43000	85.165
445	4.44000	-20.217
446	4.45000	-4.273
447	4.46000	3.500
448	4.47000	-14.865
449	4.48000	15.876
450	4.49000	32.258
451	4.50000	17.927
452	4.51000	76.902
453	4.52000	63.634
454	4.53000	75.210
455	4.54000	47.372
456	4.55000	102.537
457	4.56000	53.987
458	4.57000	36.125
459	4.58000	-21.935
460	4.59000	-78.884
461	4.60000	-116.063
462	4.61000	-101.158
463	4.62000	-126.324
464	4.63000	-88.304
465	4.64000	-68.183
466	4.65000	-48.459
467	4.66000	-53.162
468	4.67000	-0.651
469	4.68000	-24.168
470	4.69000	0.452
471	4.70000	-30.348
472	4.71000	-35.563
473	4.72000	-25.723
474	4.73000	-18.448
475	4.74000	-38.632
476	4.75000	-14.176
477	4.76000	-31.474
478	4.77000	-20.431
479	4.78000	-46.548
480	4.79000	-18.567
481	4.80000	-12.508
482	4.81000	40.968
483	4.82000	67.818
484	4.83000	68.951
485	4.84000	65.782
486	4.85000	2.909
487	4.86000	-17.802
488	4.87000	-38.200
489	4.88000	-109.480
490	4.89000	-72.137
491	4.90000	-38.420
492	4.91000	-23.750
493	4.92000	-31.610
494	4.93000	-6.865
495	4.94000	-52.303
496	4.95000	-87.781
497	4.96000	-95.735
498	4.97000	-108.732
499	4.98000	-147.245
500	4.99000	-125.692
501	5.00000	-134.230
502	5.01000	-109.627
503	5.02000	-67.175
504	5.03000	-21.661
505	5.04000	-40.494
506	5.05000	-21.644
507	5.06000	-89.499
508	5.07000	-89.449
509	5.08000	-56.302
510	5.09000	-166.972
511	5.10000	-114.428
512	5.11000	-80.823
513	5.12000	-80.137
514	5.13000	-110.172
515	5.14000	-2.712
516	5.15000	81.396
517	5.16000	73.077
518	5.17000	124.933
519	5.18000	132.076
520	5.19000	114.403
521	5.20000	159.690
522	5.21000	17.241
523	5.22000	-145.186
524	5.23000	-196.805
525	5.24000	-71.712
526	5.25000	-126.187
527	5.26000	-115.873
528	5.27000	-85.191
529	5.28000	-30.992
530	5.29000	100.457
531	5.30000	60.211
532	5.31000	63.492
533	5.32000	45.537
534	5.33000	49.576
535	5.34000	34.005
536	5.35000	-91.358
537	5.36000	-65.126
538	5.37000	-98.050
539	5.38000	-99.722
540	5.39000	-76.938
541	5.40000	-76.195
542	5.41000	10.362
543	5.42000	34.383
544	5.43000	-14.277
545	5.44000	37.542
546	5.45000	22.966
547	5.46000	34.621
548	5.47000	19.527
549	5.48000	45.287
550	5.49000	83.899
551	5.50000	45.610
552	5.51000	76.613
553	5.52000	30.767
554	5.53000	-13.387
555	5.54000	33.657
556	5.55000	82.123
557	5.56000	50.973
558	5.57000	50.483
559	5.58000	34.181
560	5.59000	58.354
561	5.60000	31.378
562	5.61000	120.471
563	5.62000	67.292
564	5.63000	15.956
565	5.64000	34.259
566	5.65000	104.956
567	5.66000	60.444
568	5.67000	30.664
569	5.68000	24.529
570	5.69000	57.323
571	5.70000	75.351
572	5.71000	304.289
573	5.72000	-219.414
574	5.73000	-15.592
575	5.74000	38.334
576	5.75000	118.005
577	5.76000	139.718
578	5.77000	150.494
579	5.78000	234.608
580	5.79000	237.021
581	5.80000	230.012
582	5.81000	254.759
583	5.82000	-171.262
584	5.83000	194.144
585	5.84000	106.913
586	5.85000	91.251
587	5.86000	67.543
588	5.87000	51.800
589	5.88000	111.364
590	5.89000	108.377
591	5.90000	81.248
592	5.91000	78.630
593	5.92000	81.473
594	5.93000	-17.972
595	5.94000	29.115
596	5.95000	18.451
597	5.96000	275.932
598	5.97000	410.228
599	5.98000	447.354
600	5.99000	348.647
601	6.00000	186.019
602	6.01000	-37.651
603	6.02000	-200.910
604	6.03000	-344.102
605	6.04000	-382.021
606	6.05000	-420.009
607	6.06000	12.303
608	6.07000	530.962
609	6.08000	641.289
610	6.09000	600.157
611	6.10000	463.105
612	6.11000	202.242
613	6.12000	-40.230
614	6.13000	-200.476
615	6.14000	-457.983
616	6.15000	-506.101
617	6.16000	-219.384
618	6.17000	398.311
619	6.18000	683.894
620	6.19000	801.858
621	6.20000	807.971
622	6.21000	637.851
623	6.22000	344.948
624	6.23000	66.366
625	6.24000	-323.545
626	6.25000	-594.656
627	6.26000	-785.263
628	6.27000	-763.552
629	6.28000	-819.558
630	6.29000	-823.045
631	6.30000	-602.694
632	6.31000	-312.032
633	6.32000	-31.943
634	6.33000	205.424
635	6.34000	306.040
636	6.35000	403.126
637	6.36000	333.152
638	6.37000	90.068
639	6.38000	-320.179
640	6.39000	-429.131
641	6.40000	-419.004
642	6.41000	-173.518
643	6.42000	60.145
644	6.43000	224.299
645	6.44000	293.552
646	6.45000	369.571
647	6.46000	332.565
648	6.47000	195.624
649	6.48000	-62.749
650	6.49000	-156.326
651	6.50000	-266.371
652	6.51000	-216.389
653	6.52000	-232.149
654	6.53000	-221.356
655	6.54000	-220.850
656	6.55000	-194.366
657	6.56000	-149.897
658	6.57000	-101.446
659	6.58000	-84.730
660	6.59000	-74.193
661	6.60000	-100.128
662	6.61000	-104.130
663	6.62000	-113.202
664	6.63000	-83.850
665	6.64000	-85.332
666	6.65000	-88.976
667	6.66000	-101.251
668	6.67000	-104.511
669	6.68000	-89.075
670	6.69000	-99.777
671	6.70000	-81.579
672	6.71000	-67.469
673	6.72000	-30.255
674	6.73000	-10.972
675	6.74000	-12.683
676	6.75000	-34.759
677	6.76000	-54.388
678	6.77000	-49.155
679	6.78000	-67.512
680	6.79000	-79.708
681	6.80000	-46.569
682	6.81000	-36.452
683	6.82000	1.226
684	6.83000	34.015
685	6.84000	38.994
686	6.85000	66.349
687	6.86000	104.661
688	6.87000	102.364
689	6.88000	65.835
690	6.89000	38.908
691	6.90000	30.636
692	6.91000	-24.068
693	6.92000	-16.962
694	6.93000	-94.770
695	6.94000	-123.144
696	6.95000	-71.096
697	6.96000	-36.141
698	6.97000	24.358
699	6.98000	53.146
700	6.99000	76.319
701	7.00000	100.753
702	7.01000	65.958
703	7.02000	33.141
704	7.03000	-52.308
705	7.04000	-70.002
706	7.05000	-67.742
707	7.06000	-46.680
708	7.07000	12.464
709	7.08000	59.553
710	7.09000	87.893
711	7.10000	124.155
712	7.11000	106.535
713	7.12000	91.514
714	7.13000	98.051
715	7.14000	57.439
716	7.15000	33.816
717	7.16000	34.277
718	7.17000	24.332
719	7.18000	54.738
720	7.19000	-28.663
721	7.20000	-57.372
722	7.21000	-147.774
723	7.22000	-233.960
724	7.23000	-326.681
725	7.24000	-455.932
726	7.25000	-626.111
727	7.26000	-708.462
728	7.27000	-690.779
729	7.28000	-549.100
730	7.29000	-246.995
731	7.30000	153.667
732	7.31000	647.170
733	7.32000	1071.549
734	7.33000	1386.552
735	7.34000	1607.814
736	7.35000	1753.854
737	7.36000	1860.035
738	7.37000	1746.898
739	7.38000	1510.503
740	7.39000	1162.528
741	7.40000	533.014
742	7.41000	-363.350
743	7.42000	-1477.973
744	7.43000	-2360.968
745	7.44000	-2748.849
746	7.45000	-2718.881
747	7.46000	-2403.120
748	7.47000	-1799.081
749	7.48000	-1061.277
750	7.49000	-282.616
751	7.50000	317.154
752	7.51000	441.638
753	7.52000	348.562
754	7.53000	278.604
755	7.54000	441.354
756	7.55000	349.062
757	7.56000	225.602
758	7.57000	224.067
759	7.58000	147.019
760	7.59000	253.284
761	7.60000	371.468
762	7.61000	249.478
763	7.62000	-179.952
764	7.63000	-181.046
765	7.64000	-153.563
766	7.65000	-320.872
767	7.66000	-394.114
768	7.67000	-346.067
769	7.68000	-203.049
770	7.69000	79.480
771	7.70000	328.186
772	7.71000	550.699
773	7.72000	364.589
774	7.73000	371.287
775	7.74000	74.079
776	7.75000	-169.233
777	7.76000	-333.923
778	7.77000	-343.088
779	7.78000	-296.945
780	7.79000	-84.038
781	7.80000	271.391
782	7.81000	580.103
783	7.82000	475.635
784	7.83000	380.971
785	7.84000	346.900
786	7.85000	275.654
787	7.86000	237.472
788	7.87000	134.736
789	7.88000	37.002
790	7.89000	213.329
791	7.90000	665.531
792	7.91000	738.151
793	7.92000	165.176
794	7.93000	-525.319
795	7.94000	-954.135
796	7.95000	-1130.981
797	7.96000	-1014.288
798	7.97000	-642.983
799	7.98000	-56.922
800	7.99000	252.296
801	8.00000	447.052
802	8.01000	265.301
803	8.02000	-283.284
804	8.03000	-712.379
805	8.04000	-709.652
806	8.05000	-424.750
807	8.06000	-54.230
808	8.07000	400.302
809	8.08000	698.084
810	8.09000	462.951
811	8.10000	416.429
812	8.11000	814.411
813	8.12000	1302.789
814	8.13000	1392.261
815	8.14000	1176.197
816	8.15000	857.981
817	8.16000	399.065
818	8.17000	-1.230
819	8.18000	-415.012
820	8.19000	-780.681
821	8.20000	-690.310
822	8.21000	-161.711
823	8.22000	381.931
824	8.23000	455.959
825	8.24000	388.872
826	8.25000	33.931
827	8.26000	-318.176
828	8.27000	-555.694
829	8.28000	-838.150
830	8.29000	-1406.157
831	8.30000	-1895.621
832	8.31000	-2007.790
833	8.32000	-1802.486
834	8.33000	-1487.618
835	8.34000	-1099.779
836	8.35000	-976.017
837	8.36000	-599.912
838	8.37000	-326.382
839	8.38000	307.697
840	8.39000	-28.964
841	8.40000	-11.198
842	8.41000	1117.910
843	8.42000	-949.333
844	8.43000	-2633.363
845	8.44000	-2393.913
846	8.45000	-48.187
847	8.46000	3734.955
848	8.47000	4461.092
849	8.48000	4171.689
850	8.49000	3141.394
851	8.50000	2743.456
852	8.51000	2265.532
853	8.52000	-1475.561
854	8.53000	-3273.443
855	8.54000	-2734.752
856	8.55000	-415.558
857	8.56000	1832.466
858	8.57000	1010.197
859	8.58000	93.271
860	8.59000	-284.205
861	8.60000	-250.461
862	8.61000	167.659
863	8.62000	201.452
864	8.63000	29.370
865	8.64000	-102.562
866	8.65000	-83.025
867	8.66000	-2.467
868	8.67000	113.008
869	8.68000	46.314
870	8.69000	57.850
871	8.70000	87.315
872	8.71000	228.359
873	8.72000	289.998
874	8.73000	377.045
875	8.74000	346.746
876	8.75000	372.015
877	8.76000	376.531
878	8.77000	362.308
879	8.78000	371.717
880	8.79000	169.722
881	8.80000	-39.628
882	8.81000	-236.471
883	8.82000	-248.789
884	8.83000	-117.004
885	8.84000	-201.758
886	8.85000	-168.020
887	8.86000	31.493
888	8.87000	245.814
889	8.88000	675.315
890	8.89000	760.072
891	8.90000	589.362
892	8.91000	275.413
893	8.92000	76.769
894	8.93000	-114.744
895	8.94000	-410.846
896	8.95000	-550.486
897	8.96000	-545.705
898	8.97000	-534.771
899	8.98000	-290.693
900	8.99000	-233.795
901	9.00000	-256.992
902	9.01000	-273.697
903	9.02000	-192.932
904	9.03000	-147.684
905	9.04000	-102.196
906	9.05000	-88.630
907	9.06000	-176.130
908	9.07000	-159.260
909	9.08000	-153.743
910	9.09000	-10.099
911	9.10000	124.928
912	9.11000	226.576
913	9.12000	290.028
914	9.13000	213.894
915	9.14000	91.819
916	9.15000	57.909
917	9.16000	-32.628
918	9.17000	-5.160
919	9.18000	26.700
920	9.19000	215.176
921	9.20000	543.976
922	9.21000	758.130
923	9.22000	944.672
924	9.23000	1241.627
925	9.24000	1263.861
926	9.25000	1192.564
927	9.26000	931.328
928	9.27000	252.547
929	9.28000	-1038.280
930	9.29000	-2162.852
931	9.30000	-2658.749
932	9.31000	-2806.905
933	9.32000	-2526.186
934	9.33000	-1854.187
935	9.34000	-976.082
936	9.35000	162.858
937	9.36000	1209.149
938	9.37000	1450.850
939	9.38000	958.933
940	9.39000	462.106
941	9.40000	105.172
942	9.41000	200.151
943	9.42000	-290.964
944	9.43000	-233.184
945	9.44000	-269.110
946	9.45000	-241.343
947	9.46000	-153.168
948	9.47000	-285.896
949	9.48000	-438.285
950	9.49000	-489.293
951	9.50000	-395.465
952	9.51000	-47.194
953	9.52000	-71.585
954	9.53000	439.368
955	9.54000	436.698
956	9.55000	510.004
957	9.56000	683.574
958	9.57000	735.188
959	9.58000	579.429
960	9.59000	338.198
961	9.60000	28.572
962	9.61000	-276.260
963	9.62000	-385.653
964	9.63000	-328.556
965	9.64000	-167.780
966	9.65000	9.223
967	9.66000	304.991
968	9.67000	279.592
969	9.68000	195.225
970	9.69000	48.538
971	9.70000	-35.219
972	9.71000	-115.230
973	9.72000	-136.723
974	9.73000	-137.757
975	9.74000	-9.845
976	9.75000	152.370
977	9.76000	243.698
978	9.77000	90.047
979	9.78000	77.224
980	9.79000	-12.919
981	9.80000	-94.228
982	9.81000	-227.135
983	9.82000	-352.651
984	9.83000	-481.117
985	9.84000	-450.890
986	9.85000	-310.065
987	9.86000	-173.760
988	9.87000	-49.425
989	9.88000	121.395
990	9.89000	289.066
991	9.90000	421.636
992	9.91000	520.210
993	9.92000	479.942
994	9.93000	354.294
995	9.94000	259.895
996	9.95000	136.472
997	9.96000	-15.976
998	9.97000	-197.447
999	9.98000	-407.943
1000	9.99000	0.000
