NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:31:32
DATA_INCLUDED	Angular Velocity
DATA_TYPES	LR_Angular_Velocity

Frame	Time	LR_Angular_Velocity	
241	2.40000	17.060
242	2.41000	11.282
243	2.42000	7.233
244	2.43000	5.001
245	2.44000	3.948
246	2.45000	3.684
247	2.46000	3.724
248	2.47000	3.819
249	2.48000	3.601
250	2.49000	2.695
251	2.50000	1.056
252	2.51000	-1.015
253	2.52000	-2.870
254	2.53000	-4.428
255	2.54000	-5.738
256	2.55000	-6.291
257	2.56000	-6.079
258	2.57000	-5.334
259	2.58000	-4.025
260	2.59000	-2.499
261	2.60000	-0.979
262	2.61000	0.541
263	2.62000	1.796
264	2.63000	2.385
265	2.64000	2.456
266	2.65000	2.364
267	2.66000	2.041
268	2.67000	1.667
269	2.68000	1.535
270	2.69000	1.620
271	2.70000	1.856
272	2.71000	2.172
273	2.72000	2.351
274	2.73000	2.346
275	2.74000	2.454
276	2.75000	2.790
277	2.76000	3.306
278	2.77000	4.023
279	2.78000	4.679
280	2.79000	5.206
281	2.80000	5.612
282	2.81000	5.917
283	2.82000	6.160
284	2.83000	6.308
285	2.84000	6.380
286	2.85000	6.378
287	2.86000	6.362
288	2.87000	6.037
289	2.88000	5.667
290	2.89000	5.412
291	2.90000	4.965
292	2.91000	4.410
293	2.92000	3.784
294	2.93000	3.127
295	2.94000	2.328
296	2.95000	1.355
297	2.96000	0.548
298	2.97000	-0.302
299	2.98000	-1.004
300	2.99000	-1.332
301	3.00000	-1.704
302	3.01000	-2.058
303	3.02000	-2.247
304	3.03000	-2.212
305	3.04000	-2.543
306	3.05000	-2.661
307	3.06000	-2.239
308	3.07000	-2.136
309	3.08000	-2.212
310	3.09000	-2.116
311	3.10000	-1.885
312	3.11000	-1.555
313	3.12000	-1.440
314	3.13000	-1.911
315	3.14000	-3.370
316	3.15000	-5.092
317	3.16000	-7.208
318	3.17000	-10.153
319	3.18000	-12.955
320	3.19000	-15.670
321	3.20000	-18.261
322	3.21000	-20.483
323	3.22000	-22.506
324	3.23000	-24.180
325	3.24000	-25.222
326	3.25000	-25.313
327	3.26000	-24.775
328	3.27000	-23.988
329	3.28000	-22.965
330	3.29000	-22.395
331	3.30000	-22.091
332	3.31000	-21.544
333	3.32000	-20.850
334	3.33000	-20.081
335	3.34000	-19.228
336	3.35000	-18.514
337	3.36000	-18.199
338	3.37000	-18.153
339	3.38000	-18.459
340	3.39000	-19.061
341	3.40000	-19.342
342	3.41000	-19.047
343	3.42000	-18.171
344	3.43000	-16.784
345	3.44000	-14.947
346	3.45000	-12.987
347	3.46000	-10.987
348	3.47000	-9.011
349	3.48000	-7.488
350	3.49000	-6.447
351	3.50000	-5.826
352	3.51000	-5.244
353	3.52000	-4.459
354	3.53000	-3.559
355	3.54000	-2.498
356	3.55000	-1.549
357	3.56000	-0.842
358	3.57000	-0.198
359	3.58000	0.603
360	3.59000	2.153
361	3.60000	4.978
362	3.61000	9.127
363	3.62000	13.505
364	3.63000	16.580
365	3.64000	17.714
366	3.65000	16.929
367	3.66000	14.705
368	3.67000	11.807
369	3.68000	9.039
370	3.69000	7.548
371	3.70000	7.883
372	3.71000	9.579
373	3.72000	11.765
374	3.73000	13.405
375	3.74000	14.719
376	3.75000	16.003
377	3.76000	16.996
378	3.77000	17.877
379	3.78000	18.988
380	3.79000	20.380
381	3.80000	21.847
382	3.81000	23.410
383	3.82000	24.880
384	3.83000	25.798
385	3.84000	26.419
386	3.85000	27.017
387	3.86000	27.336
388	3.87000	27.442
389	3.88000	27.693
390	3.89000	28.269
391	3.90000	29.271
392	3.91000	30.712
393	3.92000	32.290
394	3.93000	33.601
395	3.94000	34.627
396	3.95000	35.625
397	3.96000	36.478
398	3.97000	36.885
399	3.98000	36.956
400	3.99000	36.903
401	4.00000	36.552
402	4.01000	36.158
403	4.02000	35.989
404	4.03000	35.844
405	4.04000	35.667
406	4.05000	35.399
407	4.06000	35.081
408	4.07000	34.536
409	4.08000	33.690
410	4.09000	32.655
411	4.10000	31.308
412	4.11000	29.971
413	4.12000	28.679
414	4.13000	27.238
415	4.14000	25.544
416	4.15000	23.603
417	4.16000	21.630
418	4.17000	19.629
419	4.18000	17.666
420	4.19000	15.742
421	4.20000	13.648
422	4.21000	11.559
423	4.22000	9.508
424	4.23000	7.465
425	4.24000	5.602
426	4.25000	4.113
427	4.26000	3.247
428	4.27000	2.730
429	4.28000	2.438
430	4.29000	2.116
431	4.30000	1.570
432	4.31000	0.814
433	4.32000	-0.207
434	4.33000	-1.390
435	4.34000	-2.645
436	4.35000	-3.723
437	4.36000	-4.410
438	4.37000	-4.824
439	4.38000	-4.947
440	4.39000	-4.864
441	4.40000	-4.596
442	4.41000	-4.103
443	4.42000	-3.511
444	4.43000	-2.877
445	4.44000	-2.177
446	4.45000	-1.361
447	4.46000	-0.500
448	4.47000	0.307
449	4.48000	0.978
450	4.49000	1.443
451	4.50000	1.752
452	4.51000	2.176
453	4.52000	2.542
454	4.53000	2.851
455	4.54000	3.218
456	4.55000	3.553
457	4.56000	3.805
458	4.57000	3.918
459	4.58000	3.898
460	4.59000	3.724
461	4.60000	3.376
462	4.61000	3.201
463	4.62000	3.162
464	4.63000	3.051
465	4.64000	3.124
466	4.65000	3.380
467	4.66000	3.663
468	4.67000	3.953
469	4.68000	4.147
470	4.69000	4.197
471	4.70000	4.031
472	4.71000	3.759
473	4.72000	3.420
474	4.73000	2.882
475	4.74000	2.416
476	4.75000	2.040
477	4.76000	1.743
478	4.77000	1.704
479	4.78000	1.840
480	4.79000	2.207
481	4.80000	2.834
482	4.81000	3.347
483	4.82000	3.748
484	4.83000	4.080
485	4.84000	4.183
486	4.85000	3.952
487	4.86000	3.421
488	4.87000	2.834
489	4.88000	2.177
490	4.89000	1.543
491	4.90000	1.045
492	4.91000	0.582
493	4.92000	0.438
494	4.93000	0.713
495	4.94000	1.162
496	4.95000	1.675
497	4.96000	2.183
498	4.97000	2.509
499	4.98000	2.693
500	4.99000	2.681
501	5.00000	2.345
502	5.01000	1.950
503	5.02000	1.624
504	5.03000	1.429
505	5.04000	1.329
506	5.05000	1.331
507	5.06000	1.420
508	5.07000	1.328
509	5.08000	1.113
510	5.09000	0.661
511	5.10000	-0.030
512	5.11000	-0.653
513	5.12000	-1.255
514	5.13000	-1.806
515	5.14000	-2.100
516	5.15000	-2.028
517	5.16000	-1.830
518	5.17000	-2.034
519	5.18000	-2.928
520	5.19000	-4.488
521	5.20000	-6.453
522	5.21000	-8.398
523	5.22000	-10.070
524	5.23000	-11.245
525	5.24000	-11.855
526	5.25000	-12.262
527	5.26000	-12.771
528	5.27000	-13.627
529	5.28000	-14.809
530	5.29000	-15.888
531	5.30000	-16.821
532	5.31000	-17.768
533	5.32000	-19.133
534	5.33000	-20.853
535	5.34000	-22.390
536	5.35000	-23.405
537	5.36000	-23.179
538	5.37000	-21.824
539	5.38000	-20.020
540	5.39000	-18.089
541	5.40000	-17.114
542	5.41000	-18.099
543	5.42000	-20.543
544	5.43000	-22.905
545	5.44000	-24.015
546	5.45000	-23.825
547	5.46000	-22.508
548	5.47000	-21.287
549	5.48000	-21.596
550	5.49000	-23.025
551	5.50000	-24.797
552	5.51000	-26.362
553	5.52000	-27.034
554	5.53000	-27.401
555	5.54000	-28.058
556	5.55000	-28.900
557	5.56000	-29.707
558	5.57000	-30.235
559	5.58000	-30.715
560	5.59000	-31.418
561	5.60000	-32.318
562	5.61000	-33.306
563	5.62000	-34.393
564	5.63000	-35.804
565	5.64000	-36.987
566	5.65000	-36.937
567	5.66000	-35.648
568	5.67000	-33.453
569	5.68000	-31.580
570	5.69000	-31.165
571	5.70000	-31.678
572	5.71000	-32.117
573	5.72000	-31.762
574	5.73000	-30.621
575	5.74000	-29.257
576	5.75000	-27.663
577	5.76000	-26.350
578	5.77000	-25.660
579	5.78000	-25.018
580	5.79000	-23.968
581	5.80000	-22.456
582	5.81000	-21.044
583	5.82000	-20.386
584	5.83000	-20.177
585	5.84000	-19.968
586	5.85000	-19.299
587	5.86000	-18.293
588	5.87000	-16.993
589	5.88000	-14.910
590	5.89000	-12.584
591	5.90000	-10.289
592	5.91000	-7.974
593	5.92000	-5.809
594	5.93000	-3.437
595	5.94000	-0.353
596	5.95000	3.151
597	5.96000	6.464
598	5.97000	9.484
599	5.98000	11.619
600	5.99000	12.470
601	6.00000	12.757
602	6.01000	12.933
603	6.02000	13.059
604	6.03000	13.505
605	6.04000	15.097
606	6.05000	17.413
607	6.06000	19.428
608	6.07000	20.769
609	6.08000	21.514
610	6.09000	23.002
611	6.10000	25.692
612	6.11000	28.757
613	6.12000	31.446
614	6.13000	33.298
615	6.14000	34.011
616	6.15000	32.941
617	6.16000	30.122
618	6.17000	26.957
619	6.18000	25.133
620	6.19000	25.896
621	6.20000	28.650
622	6.21000	32.257
623	6.22000	35.198
624	6.23000	35.738
625	6.24000	33.513
626	6.25000	28.872
627	6.26000	23.001
628	6.27000	17.231
629	6.28000	12.551
630	6.29000	10.097
631	6.30000	10.221
632	6.31000	12.486
633	6.32000	15.263
634	6.33000	17.412
635	6.34000	18.547
636	6.35000	17.890
637	6.36000	15.907
638	6.37000	13.091
639	6.38000	10.176
640	6.39000	7.844
641	6.40000	6.073
642	6.41000	4.823
643	6.42000	3.771
644	6.43000	3.219
645	6.44000	2.983
646	6.45000	2.312
647	6.46000	1.730
648	6.47000	1.249
649	6.48000	0.786
650	6.49000	0.412
651	6.50000	0.104
652	6.51000	-0.084
653	6.52000	-0.336
654	6.53000	-0.606
655	6.54000	-0.666
656	6.55000	-0.739
657	6.56000	-0.854
658	6.57000	-1.003
659	6.58000	-1.208
660	6.59000	-1.369
661	6.60000	-1.542
662	6.61000	-1.664
663	6.62000	-1.749
664	6.63000	-1.842
665	6.64000	-1.941
666	6.65000	-1.975
667	6.66000	-1.980
668	6.67000	-2.045
669	6.68000	-2.030
670	6.69000	-1.975
671	6.70000	-1.846
672	6.71000	-1.548
673	6.72000	-1.290
674	6.73000	-1.207
675	6.74000	-1.135
676	6.75000	-1.003
677	6.76000	-0.973
678	6.77000	-1.107
679	6.78000	-1.330
680	6.79000	-1.656
681	6.80000	-1.887
682	6.81000	-1.861
683	6.82000	-1.718
684	6.83000	-1.489
685	6.84000	-1.286
686	6.85000	-1.373
687	6.86000	-1.491
688	6.87000	-1.373
689	6.88000	-1.734
690	6.89000	-3.043
691	6.90000	-4.893
692	6.91000	-6.977
693	6.92000	-9.200
694	6.93000	-11.561
695	6.94000	-13.932
696	6.95000	-15.759
697	6.96000	-16.735
698	6.97000	-17.051
699	6.98000	-17.433
700	6.99000	-18.352
701	7.00000	-19.426
702	7.01000	-20.330
703	7.02000	-21.396
704	7.03000	-23.067
705	7.04000	-25.466
706	7.05000	-28.174
707	7.06000	-30.861
708	7.07000	-33.119
709	7.08000	-34.321
710	7.09000	-34.967
711	7.10000	-35.113
712	7.11000	-34.343
713	7.12000	-34.254
714	7.13000	-34.327
715	7.14000	-33.541
716	7.15000	-32.586
717	7.16000	-31.247
718	7.17000	-29.012
719	7.18000	-25.279
720	7.19000	-20.924
721	7.20000	-16.361
722	7.21000	-11.862
723	7.22000	-9.095
724	7.23000	-6.927
725	7.24000	-4.807
726	7.25000	-4.116
727	7.26000	-4.428
728	7.27000	-5.209
729	7.28000	-5.824
730	7.29000	-6.043
731	7.30000	-5.824
732	7.31000	-5.514
733	7.32000	-5.643
734	7.33000	-5.370
735	7.34000	-4.036
736	7.35000	-1.606
737	7.36000	1.825
738	7.37000	5.388
739	7.38000	8.566
740	7.39000	11.184
741	7.40000	12.627
742	7.41000	12.600
743	7.42000	11.484
744	7.43000	10.019
745	7.44000	8.905
746	7.45000	8.717
747	7.46000	9.543
748	7.47000	10.812
749	7.48000	12.618
750	7.49000	14.890
751	7.50000	16.840
752	7.51000	18.285
753	7.52000	19.177
754	7.53000	19.507
755	7.54000	19.585
756	7.55000	19.528
757	7.56000	19.661
758	7.57000	20.143
759	7.58000	21.060
760	7.59000	22.274
761	7.60000	23.332
762	7.61000	24.209
763	7.62000	24.969
764	7.63000	25.541
765	7.64000	25.765
766	7.65000	25.861
767	7.66000	26.152
768	7.67000	26.579
769	7.68000	27.037
770	7.69000	27.691
771	7.70000	28.370
772	7.71000	29.056
773	7.72000	30.180
774	7.73000	31.340
775	7.74000	32.033
776	7.75000	32.550
777	7.76000	32.842
778	7.77000	32.699
779	7.78000	32.172
780	7.79000	31.815
781	7.80000	31.639
782	7.81000	31.380
783	7.82000	31.290
784	7.83000	30.954
785	7.84000	30.253
786	7.85000	29.476
787	7.86000	28.327
788	7.87000	26.715
789	7.88000	25.027
790	7.89000	23.694
791	7.90000	22.563
792	7.91000	21.281
793	7.92000	20.034
794	7.93000	18.909
795	7.94000	17.938
796	7.95000	17.094
797	7.96000	16.040
798	7.97000	14.812
799	7.98000	13.457
800	7.99000	12.077
801	8.00000	10.702
802	8.01000	9.122
803	8.02000	7.608
804	8.03000	6.497
805	8.04000	5.656
806	8.05000	5.106
807	8.06000	4.833
808	8.07000	4.643
809	8.08000	4.415
810	8.09000	4.175
811	8.10000	3.722
812	8.11000	2.847
813	8.12000	1.825
814	8.13000	0.850
815	8.14000	-0.078
816	8.15000	-0.923
817	8.16000	-1.524
818	8.17000	-1.802
819	8.18000	-1.650
820	8.19000	-1.142
821	8.20000	-0.287
822	8.21000	0.777
823	8.22000	1.882
824	8.23000	2.944
825	8.24000	3.666
826	8.25000	3.822
827	8.26000	3.372
828	8.27000	2.378
829	8.28000	1.048
830	8.29000	-0.387
831	8.30000	-1.477
832	8.31000	-1.884
833	8.32000	-1.667
834	8.33000	-0.869
835	8.34000	0.335
836	8.35000	1.617
837	8.36000	2.703
838	8.37000	3.433
839	8.38000	3.842
840	8.39000	4.160
841	8.40000	4.369
842	8.41000	4.540
843	8.42000	4.654
844	8.43000	4.571
845	8.44000	4.266
846	8.45000	3.749
847	8.46000	3.139
848	8.47000	2.496
849	8.48000	1.822
850	8.49000	1.328
851	8.50000	0.959
852	8.51000	0.598
853	8.52000	0.314
854	8.53000	0.017
855	8.54000	-0.159
856	8.55000	-0.143
857	8.56000	0.122
858	8.57000	0.613
859	8.58000	1.123
860	8.59000	1.754
861	8.60000	2.310
862	8.61000	2.440
863	8.62000	2.365
864	8.63000	2.252
865	8.64000	2.022
866	8.65000	1.715
867	8.66000	1.446
868	8.67000	1.299
869	8.68000	1.313
870	8.69000	1.505
871	8.70000	1.801
872	8.71000	2.252
873	8.72000	2.875
874	8.73000	3.600
875	8.74000	4.245
876	8.75000	4.731
877	8.76000	4.942
878	8.77000	4.842
879	8.78000	4.453
880	8.79000	3.693
881	8.80000	2.840
882	8.81000	1.993
883	8.82000	1.211
884	8.83000	0.711
885	8.84000	0.425
886	8.85000	0.295
887	8.86000	0.433
888	8.87000	0.727
889	8.88000	1.207
890	8.89000	1.900
891	8.90000	2.590
892	8.91000	3.017
893	8.92000	3.237
894	8.93000	3.115
895	8.94000	2.572
896	8.95000	1.894
897	8.96000	1.233
898	8.97000	0.605
899	8.98000	0.226
900	8.99000	0.122
901	9.00000	0.089
902	9.01000	0.183
903	9.02000	0.321
904	9.03000	0.431
905	9.04000	0.516
906	9.05000	0.592
907	9.06000	0.560
908	9.07000	0.413
909	9.08000	0.292
910	9.09000	0.111
911	9.10000	-0.091
912	9.11000	-0.196
913	9.12000	-0.348
914	9.13000	-0.535
915	9.14000	-0.765
916	9.15000	-0.917
917	9.16000	-0.984
918	9.17000	-1.014
919	9.18000	-0.773
920	9.19000	-0.511
921	9.20000	-0.401
922	9.21000	-0.407
923	9.22000	-0.653
924	9.23000	-1.131
925	9.24000	-1.651
926	9.25000	-2.096
927	9.26000	-2.667
928	9.27000	-3.136
929	9.28000	-3.238
930	9.29000	-3.164
931	9.30000	-2.896
932	9.31000	-2.446
933	9.32000	-1.900
934	9.33000	-1.297
935	9.34000	-0.677
936	9.35000	-0.104
937	9.36000	0.279
938	9.37000	0.501
939	9.38000	0.603
940	9.39000	0.695
941	9.40000	0.825
942	9.41000	0.788
943	9.42000	0.610
944	9.43000	0.369
945	9.44000	0.224
946	9.45000	0.355
947	9.46000	0.697
948	9.47000	1.078
949	9.48000	1.316
950	9.49000	1.312
951	9.50000	1.022
952	9.51000	0.498
953	9.52000	-0.202
954	9.53000	-0.855
955	9.54000	-1.196
956	9.55000	-1.293
957	9.56000	-1.112
958	9.57000	-0.904
959	9.58000	-0.935
960	9.59000	-1.150
961	9.60000	-1.477
962	9.61000	-1.660
963	9.62000	-1.755
964	9.63000	-1.690
965	9.64000	-1.466
966	9.65000	-1.153
967	9.66000	-0.551
968	9.67000	0.034
969	9.68000	0.594
970	9.69000	1.246
971	9.70000	1.787
972	9.71000	2.312
973	9.72000	2.807
974	9.73000	3.170
975	9.74000	3.436
976	9.75000	3.651
977	9.76000	3.794
978	9.77000	3.874
979	9.78000	4.011
980	9.79000	4.254
981	9.80000	4.381
982	9.81000	4.415
983	9.82000	4.522
984	9.83000	4.561
985	9.84000	4.483
986	9.85000	4.243
987	9.86000	3.888
988	9.87000	3.569
989	9.88000	3.264
990	9.89000	2.993
991	9.90000	2.791
992	9.91000	2.712
993	9.92000	2.754
994	9.93000	2.777
995	9.94000	2.685
996	9.95000	2.569
997	9.96000	2.431
998	9.97000	2.269
999	9.98000	2.084
1000	9.99000	0.000
