NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	30
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:32:21
DATA_INCLUDED	Position
DATA_TYPES	KR_pos_X	KR_pos_Y	KR_pos_Z	SL_pos_X	SL_pos_Y	SL_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	LR_pos_X	LR_pos_Y	LR_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z

Frame	Time	KR_pos_X	KR_pos_Y	KR_pos_Z	SL_pos_X	SL_pos_Y	SL_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	LR_pos_X	LR_pos_Y	LR_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	
205	2.04000	390.314	-194.942	554.641	215.838	168.468	1313.687	474.486	-210.077	56.194	220.966	-155.372	1280.678	225.914	-172.371	108.437	211.551	226.563	102.551	-36.751	254.164	751.878	377.103	271.894	559.926	7.547	-193.617	737.382	465.056	250.888	56.687
206	2.05000	390.259	-194.692	554.345	214.975	168.462	1307.182	474.470	-210.055	56.402	220.062	-154.690	1274.362	225.876	-172.180	108.469	211.542	226.430	102.542	-38.638	254.507	746.546	377.179	271.464	559.751	5.929	-193.608	731.787	465.084	250.683	56.885
207	2.06000	390.035	-194.425	554.125	214.087	168.484	1300.816	474.426	-210.021	56.654	219.219	-153.990	1268.153	225.795	-172.069	108.450	211.500	226.332	102.551	-40.521	254.830	741.277	377.170	271.023	559.670	4.358	-193.518	726.452	465.085	250.446	57.107
208	2.07000	389.695	-194.060	553.907	213.147	168.560	1294.667	474.363	-209.968	56.988	218.452	-153.375	1262.063	225.663	-171.964	108.462	211.475	226.224	102.555	-42.370	255.142	736.109	377.072	270.554	559.621	2.637	-193.459	721.322	465.080	250.311	57.297
209	2.08000	389.253	-193.741	553.855	212.197	168.678	1288.738	474.340	-209.876	57.292	217.689	-152.756	1256.263	225.538	-171.870	108.485	211.451	226.151	102.582	-44.167	255.489	731.098	376.909	270.028	559.509	0.783	-193.323	716.446	465.076	250.173	57.453
210	2.09000	388.680	-193.340	553.834	211.254	168.798	1283.064	474.313	-209.796	57.468	216.913	-152.162	1250.617	225.421	-171.755	108.495	211.452	226.021	102.540	-45.851	255.849	726.233	376.699	269.546	559.485	-1.029	-193.121	711.798	465.096	249.935	57.555
211	2.10000	388.083	-192.900	553.823	210.305	168.894	1277.618	474.315	-209.689	57.567	216.119	-151.536	1245.071	225.391	-171.676	108.541	211.455	225.834	102.472	-47.504	256.256	721.521	376.381	269.010	559.420	-2.906	-192.828	707.299	465.109	249.631	57.667
212	2.11000	387.478	-192.490	553.794	209.395	168.955	1272.358	474.357	-209.604	57.382	215.263	-151.094	1239.862	225.435	-171.613	108.529	211.443	225.770	102.518	-49.081	256.708	717.057	375.975	268.527	559.465	-4.733	-192.585	702.971	465.142	249.410	57.733
213	2.12000	386.846	-192.032	553.746	208.438	168.926	1267.247	474.447	-209.435	56.910	214.395	-150.681	1234.710	225.512	-171.565	108.497	211.495	225.658	102.481	-50.636	257.159	712.742	375.565	268.089	559.474	-6.476	-192.271	698.727	465.230	249.132	57.577
214	2.13000	386.191	-191.567	553.768	207.392	168.878	1262.318	474.538	-209.288	56.519	213.478	-150.359	1229.903	225.611	-171.518	108.528	211.592	225.615	102.470	-52.185	257.548	708.645	375.037	267.696	559.570	-8.152	-192.041	694.602	465.342	248.812	57.268
215	2.14000	385.453	-191.075	553.842	206.379	168.940	1257.606	474.670	-209.079	56.120	212.509	-150.026	1225.251	225.693	-171.471	108.575	211.758	225.527	102.428	-53.683	257.841	704.647	374.526	267.452	559.684	-9.862	-191.861	690.570	465.496	248.458	56.860
216	2.15000	384.801	-190.652	553.966	205.376	169.098	1253.125	474.719	-208.913	56.055	211.511	-149.708	1220.819	225.697	-171.358	108.593	211.819	225.519	102.433	-55.172	258.044	700.747	373.950	267.318	559.765	-11.447	-191.536	686.576	465.582	248.122	56.662
217	2.16000	384.071	-190.289	554.007	204.410	169.271	1248.843	474.720	-208.769	56.117	210.468	-149.403	1216.689	225.587	-171.194	108.611	211.826	225.492	102.377	-56.639	258.261	696.982	373.271	267.318	559.795	-13.079	-191.477	682.791	465.635	247.912	56.551
218	2.17000	383.289	-190.049	553.999	203.434	169.451	1244.818	474.740	-208.650	56.062	209.427	-149.021	1212.645	225.505	-171.094	108.666	211.827	225.520	102.321	-58.075	258.396	693.243	372.572	267.454	559.871	-14.572	-191.187	679.043	465.677	247.742	56.332
219	2.18000	382.559	-189.887	554.054	202.365	169.606	1241.063	474.805	-208.472	55.827	208.340	-148.640	1208.771	225.511	-170.995	108.679	211.906	225.595	102.275	-59.488	258.443	689.605	371.869	267.809	559.987	-16.117	-191.128	675.593	465.757	247.646	55.799
220	2.19000	381.858	-189.808	554.165	201.316	169.863	1237.343	474.899	-208.321	55.465	207.272	-148.351	1205.169	225.581	-170.979	108.731	212.060	225.758	102.243	-60.942	258.541	686.135	371.108	268.145	560.046	-17.520	-190.899	672.234	465.895	247.617	55.124
221	2.20000	381.095	-189.878	554.281	200.260	170.154	1233.705	474.980	-208.243	55.174	206.121	-148.053	1201.757	225.662	-170.938	108.734	212.154	225.898	102.201	-62.373	258.624	682.746	370.331	268.583	560.152	-18.843	-190.724	669.138	465.931	247.580	54.834
222	2.21000	380.371	-190.046	554.360	199.110	170.577	1230.226	475.014	-208.255	54.865	204.832	-147.768	1198.576	225.695	-170.931	108.748	212.078	225.940	102.178	-63.821	258.730	679.565	369.560	269.031	560.230	-20.178	-190.593	666.244	465.939	247.536	54.840
223	2.22000	379.681	-190.322	554.448	197.938	171.164	1226.989	475.060	-208.328	54.583	203.540	-147.441	1195.566	225.724	-170.929	108.731	212.009	225.949	102.051	-65.216	258.802	676.544	368.786	269.490	560.310	-21.391	-190.436	663.612	465.906	247.562	54.907
224	2.23000	378.953	-190.691	554.553	196.727	171.822	1223.998	475.073	-208.382	54.417	202.279	-147.166	1192.738	225.709	-170.958	108.722	211.910	226.053	102.117	-66.542	258.932	673.787	368.006	269.901	560.354	-22.558	-190.311	661.333	465.899	247.576	54.962
225	2.24000	378.245	-191.150	554.703	195.520	172.510	1221.345	475.083	-208.416	54.180	201.068	-146.924	1190.325	225.551	-171.526	109.109	211.889	226.081	102.063	-67.815	259.067	671.419	367.285	270.319	560.467	-23.655	-190.269	659.457	465.905	247.548	54.864
226	2.25000	377.547	-191.593	554.908	194.363	173.182	1219.192	475.122	-208.440	53.668	199.982	-146.721	1188.369	225.589	-171.625	109.077	211.944	226.139	101.995	-68.987	259.220	669.480	366.585	270.736	560.662	-24.703	-190.240	657.915	465.954	247.415	54.528
227	2.26000	376.873	-192.082	555.184	193.279	173.819	1217.485	475.260	-208.397	52.844	198.915	-146.538	1186.902	225.747	-171.702	109.003	212.031	226.205	101.907	-70.037	259.340	668.113	365.894	271.023	560.796	-25.724	-190.317	656.841	466.076	247.252	54.087
228	2.27000	376.192	-192.571	555.569	192.341	174.469	1216.255	475.473	-208.350	51.296	197.957	-146.464	1185.882	226.073	-171.669	108.837	212.172	226.393	101.940	-70.987	259.443	667.252	365.301	271.429	561.060	-26.652	-190.388	656.127	466.187	247.172	53.330
229	2.28000	375.547	-193.050	556.087	191.677	175.275	1215.449	475.839	-208.232	48.692	197.090	-146.526	1185.252	226.743	-171.876	108.741	212.415	226.552	101.835	-71.794	259.514	666.940	364.737	271.724	561.312	-27.579	-190.458	655.845	466.383	247.077	51.950
230	2.29000	374.939	-193.484	556.697	191.222	176.152	1215.127	476.275	-208.519	45.657	196.421	-146.681	1185.051	227.694	-172.281	108.756	213.023	226.989	101.858	-72.473	259.531	667.001	364.216	271.924	561.700	-28.452	-190.514	656.030	466.795	246.793	49.261
231	2.30000	374.264	-193.849	557.504	190.924	177.099	1215.129	476.646	-209.129	42.437	195.928	-146.843	1185.178	228.804	-172.577	108.913	214.191	227.395	101.795	-73.081	259.527	667.468	363.669	271.950	562.281	-29.299	-190.620	656.489	467.491	246.403	44.618
232	2.31000	373.680	-194.126	558.364	190.700	178.128	1215.353	477.020	-209.042	40.967	195.690	-146.922	1185.734	229.797	-172.775	109.092	215.584	227.885	102.085	-73.666	259.491	668.229	363.216	271.745	563.079	-30.023	-190.665	657.245	468.181	246.543	40.496
233	2.32000	373.103	-194.203	559.044	190.458	179.100	1215.862	477.127	-209.071	40.413	195.539	-146.921	1186.579	229.961	-172.904	109.393	216.624	228.107	102.336	-74.271	259.386	669.183	362.690	271.275	564.013	-30.666	-190.706	658.110	468.678	246.507	38.496
234	2.33000	372.586	-194.127	559.380	190.079	179.975	1216.528	477.156	-209.009	40.091	195.458	-146.768	1187.593	229.931	-173.150	109.476	217.001	228.329	102.721	-74.844	259.190	670.239	362.210	270.528	564.911	-31.229	-191.350	659.356	468.915	246.442	37.363
235	2.34000	372.203	-193.883	559.471	189.578	180.716	1217.409	477.227	-208.966	39.635	195.293	-146.537	1188.631	230.019	-173.366	109.477	217.170	228.636	102.999	-75.361	258.987	671.356	361.764	269.623	565.556	-31.628	-191.526	660.262	469.029	246.446	36.655
236	2.35000	372.019	-193.408	559.868	188.928	181.309	1218.440	477.341	-209.005	38.974	194.969	-146.315	1189.671	230.338	-173.551	109.589	217.387	228.738	103.136	-75.749	258.764	672.350	361.461	268.638	566.090	-31.968	-191.823	661.160	469.160	246.392	36.114
237	2.36000	371.856	-192.760	560.586	188.216	181.838	1219.429	477.530	-208.958	38.204	194.435	-146.182	1190.505	230.748	-173.724	109.875	217.668	228.729	103.342	-76.030	258.515	673.223	361.247	267.530	566.694	-32.323	-192.052	661.969	469.268	246.425	35.635
238	2.37000	371.723	-192.026	561.329	187.470	182.327	1220.292	477.721	-208.984	37.440	193.805	-146.179	1191.257	231.347	-173.805	110.242	218.033	228.803	103.655	-76.208	258.199	673.952	361.062	266.239	567.212	-32.583	-191.839	662.573	469.396	246.401	35.152
239	2.38000	371.668	-191.292	562.027	186.742	182.829	1220.939	477.857	-208.991	36.815	193.114	-146.159	1191.964	231.698	-174.053	110.723	218.309	228.828	103.930	-76.353	257.903	674.547	360.919	264.983	567.745	-32.970	-192.292	663.430	469.468	246.381	34.810
240	2.39000	371.654	-190.635	562.602	185.945	183.314	1221.338	477.969	-208.974	36.356	192.320	-146.062	1192.532	232.050	-174.176	111.109	218.542	228.828	104.181	-76.540	257.657	674.989	360.857	263.849	568.279	-33.293	-192.576	664.044	469.533	246.380	34.525
241	2.40000	371.701	-190.111	562.950	184.900	183.708	1221.552	478.042	-208.993	36.036	191.320	-145.969	1193.056	232.350	-174.190	111.340	218.833	228.752	104.462	-76.746	257.435	675.171	360.751	262.770	568.745	-33.644	-193.348	664.713	469.586	246.380	34.287
242	2.41000	371.730	-189.699	563.149	183.598	184.081	1221.677	478.109	-209.026	35.827	190.111	-145.901	1193.441	232.545	-174.186	111.550	219.093	228.700	104.799	-77.057	257.194	675.119	360.540	261.887	569.243	-33.957	-193.868	664.877	469.638	246.411	34.094
243	2.42000	371.770	-189.396	563.218	182.060	184.537	1221.681	478.139	-209.052	35.657	188.741	-145.806	1193.707	232.735	-174.118	111.624	219.333	228.665	105.107	-77.376	256.982	674.874	360.428	261.132	569.632	-34.214	-194.151	664.654	469.674	246.438	33.922
244	2.43000	371.790	-189.232	563.208	180.326	184.986	1221.589	478.161	-209.043	35.570	187.096	-145.763	1193.906	232.896	-174.060	111.661	219.534	228.534	105.257	-77.762	256.714	674.422	360.314	260.585	569.934	-34.531	-194.612	664.135	469.721	246.442	33.783
245	2.44000	371.804	-189.164	563.159	178.340	185.352	1221.309	478.177	-209.050	35.473	185.311	-145.636	1193.979	232.990	-174.081	111.707	219.667	228.470	105.429	-78.145	256.453	673.799	360.242	260.165	570.020	-34.786	-194.997	663.239	469.737	246.468	33.711
246	2.45000	371.807	-189.206	563.126	176.145	185.706	1220.843	478.207	-209.045	35.420	183.332	-145.413	1193.891	233.104	-174.041	111.733	219.764	228.342	105.462	-78.498	256.178	672.991	360.224	259.948	569.967	-35.033	-195.286	662.098	469.771	246.470	33.610
247	2.46000	371.806	-189.333	563.122	173.808	186.070	1220.276	478.224	-209.038	35.338	181.195	-145.207	1193.673	233.189	-174.033	111.783	219.852	228.219	105.552	-78.755	255.937	671.880	360.252	259.944	569.876	-35.425	-195.628	660.746	469.790	246.468	33.540
248	2.47000	371.804	-189.600	563.126	171.379	186.405	1219.584	478.233	-209.074	35.257	178.831	-145.007	1193.238	233.268	-174.132	111.915	219.910	228.204	105.632	-78.967	255.704	670.535	360.286	260.083	569.819	-35.759	-195.834	659.338	469.807	246.461	33.488
249	2.48000	371.822	-189.978	563.133	168.795	186.606	1218.768	478.255	-209.072	35.202	176.315	-144.874	1192.720	233.358	-174.141	111.997	219.954	228.186	105.714	-79.136	255.542	669.016	360.353	260.391	569.754	-36.212	-195.962	657.860	469.822	246.448	33.461
250	2.49000	371.829	-190.505	563.150	166.090	186.727	1217.892	478.284	-209.106	35.133	173.798	-145.211	1192.322	233.402	-174.200	112.122	219.998	228.164	105.733	-79.305	255.458	667.307	360.446	260.793	569.694	-36.576	-195.841	656.292	469.829	246.464	33.457
251	2.50000	371.813	-191.179	563.217	163.217	186.809	1217.051	478.313	-209.114	35.065	171.053	-145.324	1191.787	233.428	-174.279	112.214	220.012	228.196	105.818	-79.465	255.426	665.541	360.616	261.273	569.513	-36.954	-195.657	654.709	469.818	246.444	33.452
252	2.51000	371.815	-192.013	563.223	160.215	186.988	1216.261	478.305	-209.121	35.064	168.197	-145.441	1191.395	233.419	-174.401	112.318	220.009	228.219	105.854	-79.626	255.389	663.768	360.807	261.883	569.397	-37.269	-195.748	653.378	469.796	246.445	33.508
253	2.52000	371.783	-192.919	563.166	157.148	187.207	1215.582	478.308	-209.135	35.070	165.218	-145.447	1191.018	233.375	-174.573	112.358	219.982	228.259	105.871	-79.691	255.436	662.148	361.021	262.484	569.182	-37.471	-195.709	652.061	469.772	246.432	33.566
254	2.53000	371.816	-193.940	563.052	154.050	187.453	1215.058	478.288	-209.126	35.093	162.195	-145.368	1190.838	233.277	-174.695	112.343	219.940	228.287	105.873	-79.664	255.484	660.701	361.393	263.142	568.931	-37.613	-195.622	650.814	469.740	246.390	33.650
255	2.54000	371.899	-195.064	562.828	150.917	187.832	1214.695	478.262	-209.140	35.144	159.133	-145.265	1190.824	233.170	-174.862	112.281	219.937	228.322	105.875	-79.533	255.533	659.430	361.832	263.870	568.673	-37.700	-195.518	649.650	469.729	246.397	33.713
256	2.55000	371.960	-196.248	562.595	147.883	188.311	1214.607	478.260	-209.140	35.165	155.993	-145.214	1190.967	233.080	-174.941	112.205	219.964	228.394	105.909	-79.229	255.601	658.365	362.338	264.611	568.485	-37.685	-195.486	648.667	469.723	246.397	33.711
257	2.56000	372.096	-197.453	562.452	144.987	188.855	1214.702	478.247	-209.140	35.197	152.839	-145.264	1191.316	233.024	-175.013	112.176	220.007	228.538	106.003	-78.822	255.672	657.478	362.847	265.278	568.327	-37.607	-195.465	647.981	469.733	246.404	33.721
258	2.57000	372.142	-198.506	562.288	142.210	189.399	1215.003	478.235	-209.143	35.238	149.660	-145.400	1191.848	232.968	-175.093	112.166	220.044	228.703	106.113	-78.282	255.756	656.760	363.389	265.909	568.184	-37.569	-195.362	647.483	469.737	246.405	33.696
259	2.58000	372.241	-199.538	562.214	139.509	189.929	1215.405	478.224	-209.145	35.262	146.525	-145.630	1192.565	232.888	-175.120	112.123	220.084	228.904	106.184	-77.711	255.805	656.179	363.950	266.488	568.155	-37.552	-195.305	647.253	469.744	246.397	33.692
260	2.59000	372.275	-200.434	562.136	136.919	190.514	1215.953	478.212	-209.154	35.294	143.380	-145.936	1193.438	232.815	-175.188	112.126	220.106	229.107	106.277	-77.132	255.906	655.775	364.448	266.981	568.125	-37.557	-195.186	647.179	469.754	246.407	33.692
261	2.60000	372.294	-201.199	562.119	134.365	191.096	1216.599	478.210	-209.136	35.283	140.370	-146.158	1194.341	232.766	-175.249	112.165	220.160	229.346	106.422	-76.579	255.975	655.461	364.930	267.428	568.181	-37.593	-195.051	647.180	469.752	246.386	33.678
262	2.61000	372.336	-201.895	562.167	131.840	191.680	1217.335	478.226	-209.164	35.273	137.437	-146.212	1195.325	232.744	-175.258	112.200	220.219	229.596	106.573	-76.085	256.047	655.211	365.438	267.712	568.177	-37.658	-194.935	647.181	469.761	246.401	33.702
263	2.62000	372.337	-202.517	562.268	129.323	192.175	1218.065	478.239	-209.184	35.238	134.577	-146.096	1196.208	232.738	-175.260	112.268	220.243	229.791	106.723	-75.582	256.132	655.015	365.948	267.823	568.073	-37.748	-194.801	647.170	469.752	246.364	33.743
264	2.63000	372.301	-203.032	562.383	126.786	192.611	1218.833	478.269	-209.183	35.186	131.789	-145.904	1197.021	232.772	-175.233	112.420	220.264	229.862	106.775	-75.177	256.205	654.785	366.439	267.901	568.080	-37.867	-194.683	647.163	469.756	246.371	33.768
265	2.64000	372.195	-203.487	562.488	124.318	192.967	1219.521	478.285	-209.187	35.173	129.151	-145.777	1197.938	232.799	-175.195	112.493	220.275	229.937	106.842	-74.740	256.735	654.848	366.870	267.848	568.039	-38.096	-194.568	647.096	469.753	246.351	33.811
266	2.65000	372.053	-203.872	562.536	121.869	193.287	1220.046	478.300	-209.195	35.148	126.483	-145.585	1198.596	232.799	-175.195	112.589	220.276	229.948	106.858	-74.469	257.109	654.777	367.229	267.724	567.962	-38.432	-194.477	647.038	469.744	246.327	33.841
267	2.66000	371.834	-204.190	562.553	119.485	193.530	1220.459	478.309	-209.210	35.130	123.868	-145.415	1199.236	232.784	-175.182	112.570	220.265	229.843	106.847	-74.347	257.147	654.321	367.547	267.545	567.868	-38.743	-194.296	646.832	469.738	246.305	33.882
268	2.67000	371.600	-204.507	562.514	117.184	193.760	1220.798	478.310	-209.212	35.142	121.289	-145.231	1199.676	232.746	-175.151	112.533	220.250	229.752	106.905	-74.312	257.191	653.773	367.771	267.292	567.704	-39.172	-194.145	646.580	469.734	246.297	33.916
269	2.68000	371.319	-204.736	562.527	114.881	194.027	1221.034	478.309	-209.215	35.165	118.708	-145.067	1200.070	232.682	-175.160	112.497	220.273	229.585	106.885	-74.322	257.375	653.241	367.906	267.110	567.569	-39.664	-194.061	646.409	469.718	246.264	33.943
270	2.69000	370.916	-204.998	562.606	112.634	194.330	1221.187	478.294	-209.189	35.203	116.120	-144.916	1200.276	232.640	-175.211	112.479	220.245	229.498	106.854	-74.403	257.637	652.694	367.964	266.878	567.469	-40.195	-193.912	646.163	469.714	246.248	33.973
271	2.70000	370.511	-205.226	562.664	110.426	194.611	1221.337	478.284	-209.193	35.219	113.561	-144.777	1200.481	232.545	-175.265	112.406	220.189	229.439	106.852	-74.590	257.848	652.181	367.947	266.714	567.400	-40.815	-193.878	645.968	469.702	246.228	34.014
272	2.71000	370.004	-205.520	562.735	108.290	194.839	1221.440	478.273	-209.176	35.240	111.130	-144.679	1200.594	232.457	-175.291	112.341	220.157	229.379	106.799	-74.862	258.090	651.681	367.815	266.642	567.396	-41.422	-193.754	645.755	469.690	246.219	34.059
273	2.72000	369.456	-205.809	562.790	106.194	195.013	1221.552	478.258	-209.170	35.290	108.836	-144.550	1200.586	232.343	-175.348	112.288	220.095	229.256	106.680	-75.243	258.255	651.276	367.592	266.639	567.345	-42.087	-193.655	645.533	469.690	246.211	34.113
274	2.73000	368.848	-206.177	562.820	104.116	195.121	1221.628	478.257	-209.166	35.319	106.713	-144.464	1200.587	232.180	-175.443	112.200	220.033	229.173	106.571	-75.739	258.458	650.917	367.235	266.679	567.314	-42.822	-193.631	645.403	469.672	246.192	34.134
275	2.74000	368.210	-206.557	562.880	102.148	195.223	1221.697	478.231	-209.155	35.370	104.778	-144.376	1200.604	232.054	-175.525	112.123	219.992	229.135	106.532	-76.319	258.610	650.586	366.817	266.807	567.348	-43.533	-193.515	645.178	469.661	246.166	34.140
276	2.75000	367.567	-206.964	562.948	100.272	195.269	1221.797	478.210	-209.142	35.427	102.985	-144.290	1200.482	231.924	-175.634	112.041	219.954	229.166	106.559	-77.005	258.743	650.339	366.248	267.046	567.500	-44.302	-193.471	645.040	469.682	246.190	34.122
277	2.76000	366.859	-207.418	562.987	98.509	195.279	1221.971	478.197	-209.139	35.478	101.347	-144.286	1200.476	231.812	-175.692	111.940	220.011	229.163	106.548	-77.751	258.907	650.151	365.612	267.307	567.785	-45.087	-193.425	644.984	469.691	246.216	34.066
278	2.77000	366.123	-207.918	563.013	96.880	195.267	1222.210	478.177	-209.125	35.531	99.825	-144.316	1200.376	231.696	-175.714	111.861	220.021	229.281	106.665	-78.569	259.043	650.012	364.815	267.625	568.125	-45.872	-193.384	644.996	469.707	246.217	34.029
279	2.78000	365.314	-208.393	563.096	95.381	195.188	1222.415	478.176	-209.125	35.559	98.452	-144.333	1200.358	231.576	-175.750	111.715	219.999	229.340	106.665	-79.436	259.154	649.961	364.034	267.981	568.353	-46.587	-193.254	645.010	469.713	246.239	34.018
280	2.79000	364.551	-208.903	563.183	94.008	195.098	1222.668	478.174	-209.109	35.582	97.196	-144.297	1200.354	231.459	-175.840	111.664	219.998	229.389	106.663	-80.398	259.267	649.956	363.100	268.442	568.592	-47.338	-193.160	645.096	469.714	246.247	33.988
281	2.80000	363.723	-209.339	563.340	92.758	195.026	1222.890	478.165	-209.103	35.596	96.062	-144.305	1200.326	231.351	-175.910	111.598	219.979	229.389	106.624	-81.425	259.339	649.993	362.198	268.904	568.798	-48.117	-193.110	645.134	469.723	246.259	33.987
282	2.81000	362.923	-209.717	563.412	91.657	194.966	1223.181	478.153	-209.100	35.622	95.085	-144.298	1200.361	231.250	-176.020	111.548	219.951	229.420	106.616	-82.458	259.374	650.072	361.259	269.487	569.000	-48.900	-193.043	645.183	469.718	246.255	33.984
283	2.82000	362.112	-210.022	563.565	90.667	194.940	1223.485	478.144	-209.098	35.644	94.273	-144.330	1200.357	231.127	-176.124	111.491	219.946	229.416	106.536	-83.447	259.309	650.147	360.365	270.061	569.166	-49.658	-192.978	645.133	469.721	246.268	33.963
284	2.83000	361.321	-210.232	563.707	89.739	194.879	1223.775	478.142	-209.088	35.683	93.590	-144.325	1200.412	231.028	-176.171	111.413	219.916	229.482	106.531	-84.419	259.240	650.143	359.414	270.514	569.274	-50.473	-192.989	645.146	469.716	246.288	33.998
285	2.84000	360.556	-210.422	563.865	88.853	194.852	1224.023	478.125	-209.090	35.719	92.984	-144.343	1200.477	230.934	-176.242	111.350	219.866	229.563	106.532	-85.331	259.178	650.182	358.447	271.068	569.461	-51.331	-193.030	645.199	469.716	246.275	33.980
286	2.85000	359.872	-210.469	564.057	87.989	194.808	1224.195	478.117	-209.079	35.736	92.484	-144.307	1200.543	230.854	-176.353	111.301	219.838	229.602	106.473	-86.202	259.163	650.162	357.522	271.441	569.610	-52.154	-193.066	645.238	469.719	246.282	34.006
287	2.86000	359.208	-210.461	564.190	87.126	194.748	1224.329	478.117	-209.081	35.750	91.965	-144.317	1200.649	230.822	-176.395	111.282	219.781	229.640	106.462	-87.068	259.224	650.183	356.608	271.838	569.781	-52.871	-192.984	645.320	469.704	246.290	33.986
288	2.87000	358.633	-210.419	564.399	86.307	194.674	1224.436	478.113	-209.087	35.746	91.485	-144.311	1200.693	230.803	-176.378	111.250	219.703	229.674	106.471	-87.929	259.288	650.194	355.766	272.214	569.931	-53.541	-192.963	645.381	469.707	246.268	33.999
289	2.88000	358.149	-210.266	564.518	85.513	194.588	1224.569	478.120	-209.063	35.757	90.991	-144.372	1200.766	230.769	-176.408	111.308	219.637	229.642	106.418	-88.827	259.302	650.214	354.945	272.464	570.056	-54.154	-193.002	645.570	469.709	246.286	34.003
290	2.89000	357.748	-210.028	564.654	84.779	194.447	1224.662	478.123	-209.060	35.733	90.520	-144.429	1200.733	230.744	-176.386	111.279	219.606	229.674	106.419	-89.682	259.320	650.285	354.161	272.677	570.215	-54.610	-192.959	645.668	469.705	246.279	34.004
291	2.90000	357.411	-209.777	564.761	84.105	194.285	1224.749	478.116	-209.068	35.742	89.963	-144.456	1200.586	230.744	-176.379	111.285	219.566	229.639	106.359	-90.506	259.320	650.378	353.394	272.806	570.361	-55.038	-193.088	645.792	469.700	246.262	34.015
292	2.91000	357.178	-209.412	564.862	83.478	194.149	1224.817	478.133	-209.043	35.719	89.531	-144.512	1200.581	230.742	-176.377	111.322	219.538	229.666	106.342	-91.302	259.279	650.463	352.730	273.006	570.522	-55.341	-193.137	645.859	469.703	246.273	34.012
293	2.92000	356.999	-209.075	564.983	82.944	194.093	1224.834	478.139	-209.046	35.721	89.130	-144.555	1200.532	230.748	-176.335	111.310	219.519	229.637	106.302	-92.055	259.208	650.515	352.145	273.121	570.619	-55.575	-193.155	645.905	469.699	246.282	33.990
294	2.93000	356.886	-208.645	565.076	82.500	194.067	1224.866	478.140	-209.052	35.710	88.821	-144.568	1200.572	230.718	-176.608	111.549	219.496	229.651	106.282	-92.747	259.123	650.577	351.562	273.251	570.790	-55.796	-193.276	645.916	469.708	246.271	33.992
295	2.94000	356.834	-208.163	565.118	82.044	194.060	1224.865	478.145	-209.050	35.712	88.586	-144.574	1200.522	230.709	-176.584	111.584	219.500	229.658	106.318	-93.360	259.015	650.590	351.134	273.334	570.927	-56.002	-193.436	645.901	469.706	246.272	33.971
296	2.95000	356.846	-207.668	565.148	81.653	194.081	1224.863	478.148	-209.032	35.704	88.367	-144.572	1200.557	230.718	-176.592	111.620	219.517	229.646	106.305	-93.865	258.968	650.611	350.659	273.463	571.042	-56.140	-193.532	645.876	469.715	246.279	33.964
297	2.96000	356.897	-207.188	565.161	81.236	194.084	1224.830	478.152	-209.032	35.702	88.246	-144.560	1200.600	230.722	-176.547	111.613	219.542	229.628	106.269	-94.276	258.897	650.620	350.314	273.587	571.196	-56.225	-193.604	645.839	469.724	246.309	33.964
298	2.97000	357.015	-206.724	565.182	80.879	194.145	1224.752	478.151	-209.012	35.691	88.147	-144.513	1200.620	230.733	-176.524	111.647	219.547	229.670	106.310	-94.617	258.772	650.599	349.984	273.739	571.268	-56.275	-193.703	645.808	469.733	246.287	33.940
299	2.98000	357.154	-206.284	565.200	80.534	194.172	1224.710	478.155	-209.017	35.714	88.054	-144.498	1200.635	230.747	-176.464	111.661	219.523	229.659	106.304	-94.917	258.655	650.581	349.718	273.756	571.267	-56.243	-193.809	645.767	469.728	246.289	33.930
300	2.99000	357.363	-205.866	565.178	80.262	194.264	1224.628	478.149	-209.013	35.707	87.970	-144.505	1200.661	230.755	-176.456	111.688	219.532	229.664	106.270	-95.149	258.569	650.603	349.529	273.908	571.315	-56.157	-193.905	645.727	469.724	246.307	33.915
301	3.00000	357.604	-205.478	565.182	80.053	194.369	1224.580	478.155	-209.002	35.703	87.923	-144.503	1200.717	230.786	-176.427	111.704	219.540	229.642	106.283	-95.333	258.458	650.561	349.384	273.998	571.277	-56.023	-193.988	645.708	469.735	246.309	33.931
302	3.01000	357.863	-205.123	565.136	79.883	194.442	1224.561	478.161	-208.989	35.700	87.870	-144.526	1200.741	230.790	-176.481	111.808	219.576	229.570	106.242	-95.474	258.390	650.538	349.300	274.097	571.297	-55.845	-193.991	645.663	469.736	246.304	33.916
