NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	30
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:32:21
DATA_INCLUDED	Position
DATA_TYPES	KR_pos_X	KR_pos_Y	KR_pos_Z	SL_pos_X	SL_pos_Y	SL_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	LR_pos_X	LR_pos_Y	LR_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z

Frame	Time	KR_pos_X	KR_pos_Y	KR_pos_Z	SL_pos_X	SL_pos_Y	SL_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	LR_pos_X	LR_pos_Y	LR_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	
750	7.49000	391.826	-200.056	561.652	262.642	224.640	1399.737	476.803	-212.637	39.626	250.453	-141.633	1386.593	230.657	-174.846	109.659	220.527	227.690	103.949	30.455	268.774	832.504	405.155	271.699	556.190	40.153	-181.384	826.370	469.399	248.905	35.314
751	7.50000	391.346	-199.664	562.372	264.490	225.151	1408.237	476.837	-212.633	39.399	252.573	-141.893	1395.412	230.653	-174.923	109.775	220.246	227.060	103.032	33.740	268.124	839.709	404.209	272.108	556.785	43.464	-181.071	833.530	469.422	248.944	35.130
752	7.51000	390.839	-199.290	563.147	266.223	225.696	1416.681	476.893	-212.624	39.138	254.541	-141.962	1404.118	230.667	-175.026	109.939	220.380	227.691	103.779	37.008	267.464	846.812	403.155	272.468	557.433	46.747	-180.897	840.754	469.456	248.963	34.954
753	7.52000	390.179	-199.003	563.978	267.858	226.266	1425.088	476.937	-212.600	38.919	256.473	-142.135	1412.875	230.670	-175.108	110.113	220.379	227.879	104.027	40.303	266.853	853.963	402.050	272.700	558.126	50.096	-180.688	847.926	469.477	248.936	34.759
754	7.53000	389.464	-198.700	564.798	269.451	226.800	1433.422	476.990	-212.613	38.715	258.253	-142.281	1421.506	230.583	-175.548	110.505	220.369	227.977	104.137	43.632	266.214	861.040	400.857	272.916	558.783	53.461	-180.481	854.974	469.491	248.939	34.624
755	7.54000	388.603	-198.380	565.542	271.143	227.423	1441.711	477.045	-212.635	38.513	259.863	-142.323	1430.007	230.555	-175.613	110.624	220.310	228.005	104.243	46.951	265.562	868.058	399.533	273.017	559.394	56.798	-180.311	862.036	469.523	248.932	34.496
756	7.55000	387.594	-198.064	566.296	272.693	227.913	1449.927	477.088	-212.615	38.336	261.456	-142.533	1438.511	230.488	-175.672	110.715	220.249	228.013	104.289	50.297	264.838	874.972	398.146	273.073	560.064	60.251	-180.189	869.077	469.546	248.952	34.392
757	7.56000	386.438	-196.601	566.430	274.211	228.394	1458.080	477.114	-212.619	38.181	262.758	-142.622	1446.692	230.421	-175.677	110.805	220.183	228.049	104.358	53.638	264.117	881.836	396.664	272.978	560.756	63.641	-180.142	876.076	469.546	248.962	34.315
758	7.57000	385.264	-196.006	567.114	275.670	228.839	1466.187	477.130	-212.597	38.033	264.162	-142.853	1454.915	230.327	-175.690	110.858	220.121	228.075	104.404	56.966	263.363	888.571	395.148	272.884	561.451	67.105	-180.082	882.924	469.538	249.002	34.271
759	7.58000	384.018	-195.475	567.871	277.001	229.243	1474.255	477.151	-212.622	37.895	265.549	-143.282	1463.175	230.222	-175.723	110.970	220.013	228.032	104.447	60.318	262.635	895.164	393.514	272.637	562.077	70.609	-180.006	889.713	469.541	249.005	34.225
760	7.59000	382.648	-194.805	568.622	278.217	229.645	1482.136	477.166	-212.615	37.753	266.706	-143.586	1471.154	230.126	-175.743	111.030	219.919	227.999	104.463	63.709	261.879	901.632	391.833	272.352	562.772	74.090	-179.969	896.351	469.554	248.989	34.172
761	7.60000	381.287	-194.266	569.456	279.222	230.055	1489.956	477.200	-212.625	37.598	267.803	-143.901	1479.042	230.006	-175.798	111.156	219.864	227.981	104.490	67.127	261.139	907.975	390.145	271.917	563.447	77.582	-179.979	903.014	469.562	249.017	34.102
762	7.61000	379.711	-193.625	570.246	280.105	230.571	1497.572	477.240	-212.615	37.431	268.779	-144.302	1486.988	229.918	-175.875	111.272	219.826	227.974	104.611	70.630	260.409	914.173	388.428	271.338	564.163	81.075	-180.116	909.603	469.579	249.062	34.026
763	7.62000	378.202	-193.081	571.070	280.812	231.170	1505.047	477.269	-212.639	37.288	269.698	-144.669	1494.710	229.856	-175.877	111.352	219.802	227.916	104.683	74.235	259.672	920.284	386.708	270.686	564.943	84.573	-180.280	916.020	469.605	249.072	33.938
764	7.63000	376.487	-193.236	572.136	281.414	231.783	1512.418	477.297	-212.630	37.150	270.534	-145.058	1502.262	229.784	-175.914	111.421	219.753	227.834	104.772	77.862	258.973	926.354	384.948	269.845	565.766	88.098	-180.343	922.317	469.609	249.099	33.873
765	7.64000	374.817	-192.927	573.190	281.873	232.367	1519.632	477.318	-212.627	37.041	271.266	-145.457	1509.583	229.687	-175.951	111.540	219.695	227.756	104.865	81.516	258.314	932.341	383.082	269.000	566.545	91.584	-180.423	928.456	469.620	249.120	33.784
766	7.65000	373.064	-192.340	574.075	282.109	232.745	1526.763	477.332	-212.620	36.941	271.892	-145.835	1516.814	229.616	-175.968	111.612	219.619	227.658	104.948	85.204	257.650	938.246	381.225	268.043	567.346	95.086	-180.503	934.462	469.799	248.985	33.653
767	7.66000	371.187	-190.440	574.268	282.391	233.156	1533.763	477.334	-212.602	36.856	272.367	-146.235	1523.891	229.511	-175.973	111.667	219.531	227.552	105.026	88.890	256.983	944.042	379.299	267.001	568.209	98.629	-180.532	940.257	469.937	248.854	33.469
768	7.67000	369.188	-189.760	575.121	282.588	233.568	1540.641	477.351	-212.613	36.792	272.682	-146.541	1530.883	229.400	-175.990	111.779	219.455	227.486	105.163	92.585	256.385	949.721	377.367	265.836	569.024	102.180	-180.545	945.992	469.986	248.842	33.398
769	7.68000	367.111	-189.072	575.958	282.704	233.967	1547.344	477.364	-212.608	36.713	272.916	-146.906	1537.715	229.315	-175.799	111.679	219.389	227.343	105.265	96.258	255.835	955.268	375.404	264.589	569.857	105.654	-180.604	951.612	469.982	248.928	33.374
770	7.69000	364.965	-188.408	576.781	282.718	234.390	1553.954	477.368	-212.608	36.668	273.013	-147.313	1544.504	229.185	-175.798	111.703	219.343	227.184	105.319	99.933	255.417	960.700	373.340	263.336	570.723	109.009	-180.698	957.119	469.974	249.027	33.392
771	7.70000	362.741	-187.786	577.592	282.622	234.791	1560.347	477.377	-212.609	36.620	273.057	-147.724	1551.139	229.027	-175.840	111.795	219.270	226.995	105.368	103.541	255.006	966.010	371.181	262.004	571.548	112.424	-180.773	962.469	469.958	249.073	33.379
772	7.71000	360.377	-187.162	578.396	282.398	235.221	1566.558	477.382	-212.615	36.567	273.049	-148.164	1557.674	228.868	-175.880	111.806	219.194	226.839	105.443	107.123	254.539	971.126	368.940	260.685	572.377	115.804	-180.828	967.655	469.926	249.147	33.335
773	7.72000	357.852	-186.612	579.146	282.038	235.660	1572.552	477.366	-212.618	36.548	273.035	-148.596	1564.061	228.719	-175.901	111.821	219.133	226.673	105.471	110.768	253.744	975.920	366.587	259.408	573.232	119.134	-180.867	972.628	469.926	249.173	33.321
774	7.73000	355.246	-185.936	579.889	281.601	236.117	1578.374	477.366	-212.660	36.512	273.008	-149.027	1570.207	228.542	-175.917	111.807	219.040	226.558	105.601	114.391	253.008	980.630	364.178	258.077	574.035	122.496	-180.817	977.337	469.925	249.208	33.304
775	7.74000	352.578	-185.175	580.699	281.092	236.543	1584.041	477.356	-212.687	36.498	272.931	-149.483	1576.024	228.401	-175.931	111.796	218.923	226.411	105.663	117.996	251.633	984.786	361.718	256.800	574.959	125.813	-180.797	981.922	469.945	249.234	33.271
776	7.75000	349.862	-184.328	581.413	280.543	236.929	1589.603	477.333	-212.725	36.498	272.782	-149.889	1581.572	228.223	-175.965	111.798	218.836	226.272	105.754	121.501	250.975	989.191	359.257	255.308	575.865	129.099	-180.845	986.402	469.957	249.245	33.205
777	7.76000	347.054	-183.425	582.196	279.899	237.231	1594.947	477.270	-212.761	36.457	272.467	-150.342	1586.864	228.011	-175.991	111.851	218.737	226.163	105.887	124.983	250.231	993.391	356.675	253.857	576.737	132.414	-180.906	990.745	469.969	249.266	33.175
778	7.77000	344.280	-182.455	583.005	279.137	237.491	1600.067	477.246	-212.685	36.376	271.970	-150.822	1592.006	227.787	-176.016	111.914	218.690	226.055	106.009	128.464	249.426	997.487	354.058	252.346	577.637	135.641	-181.125	995.078	469.975	249.290	33.115
779	7.78000	341.516	-181.375	583.803	278.278	237.726	1604.946	477.241	-212.703	36.387	271.290	-151.303	1596.993	227.580	-176.042	111.928	218.602	225.934	106.076	131.923	248.601	1001.409	351.302	250.712	578.520	138.958	-181.279	999.280	470.003	249.308	33.073
780	7.79000	338.837	-180.213	584.566	277.339	237.980	1609.593	477.236	-212.671	36.391	270.513	-151.816	1601.780	227.375	-176.052	111.958	218.492	225.755	106.151	135.288	247.747	1005.232	348.433	249.046	579.325	142.297	-181.520	1003.386	469.986	249.306	33.082
781	7.80000	336.225	-178.948	585.295	276.342	238.251	1614.001	477.218	-212.687	36.402	269.668	-152.318	1606.427	227.169	-176.074	112.053	218.276	225.617	106.188	138.828	247.231	1009.091	345.467	247.314	580.098	145.675	-181.726	1007.296	469.985	249.317	33.067
782	7.81000	333.577	-177.652	585.992	275.301	238.512	1618.182	477.218	-212.657	36.430	268.825	-152.875	1610.857	226.942	-176.037	112.110	218.068	225.494	106.247	142.117	246.389	1012.640	342.477	245.547	580.836	149.129	-181.984	1011.009	469.973	249.320	33.106
783	7.82000	331.001	-176.229	586.545	274.286	238.714	1622.131	477.204	-212.668	36.423	267.917	-153.255	1614.965	226.715	-175.998	112.155	217.903	225.404	106.331	145.295	245.493	1015.975	339.564	243.747	581.551	152.539	-182.209	1014.483	469.970	249.343	33.124
784	7.83000	328.433	-174.728	587.145	273.280	238.885	1625.819	477.224	-212.644	36.392	266.937	-153.706	1618.878	226.558	-175.966	112.206	217.790	225.294	106.418	148.503	244.599	1019.209	336.682	241.883	582.322	155.898	-182.424	1017.648	469.967	249.352	33.110
785	7.84000	325.805	-173.210	587.708	272.280	239.040	1629.354	477.390	-212.418	36.252	266.140	-154.289	1622.530	226.388	-175.919	112.266	217.656	225.145	106.504	151.549	243.772	1022.193	333.865	239.920	583.034	159.320	-182.530	1020.524	469.971	249.349	33.138
786	7.85000	323.235	-171.740	588.263	271.228	239.153	1632.572	477.348	-212.455	36.285	265.136	-154.679	1625.963	226.195	-175.833	112.275	217.469	224.967	106.620	154.515	243.004	1024.977	331.122	237.972	583.730	162.702	-182.605	1023.068	469.956	249.360	33.146
787	7.86000	320.605	-170.951	588.910	270.162	239.328	1635.531	477.244	-212.596	36.384	264.231	-155.161	1629.144	225.985	-175.767	112.284	217.317	224.793	106.687	157.327	242.116	1027.478	328.406	236.043	584.333	165.971	-182.757	1025.488	469.970	249.381	33.141
788	7.87000	318.219	-169.589	589.336	269.049	239.454	1638.233	477.233	-212.618	36.393	263.420	-155.723	1632.177	225.763	-175.738	112.334	217.168	224.662	106.780	160.085	241.268	1029.821	325.652	234.100	584.948	169.241	-182.922	1027.651	469.964	249.340	33.170
789	7.88000	315.920	-168.241	589.666	267.876	239.615	1640.659	477.211	-212.621	36.428	262.461	-156.082	1634.914	225.573	-175.743	112.318	216.962	224.518	106.860	162.692	240.372	1031.904	322.928	232.212	585.566	172.408	-183.128	1029.652	469.965	249.351	33.191
790	7.89000	313.758	-167.004	590.024	266.633	239.726	1642.885	477.202	-212.644	36.413	261.611	-156.569	1637.382	225.422	-175.734	112.357	216.737	224.361	106.881	165.152	239.452	1033.799	320.218	230.346	586.130	175.514	-183.381	1031.375	469.960	249.347	33.213
791	7.90000	311.862	-164.901	589.981	265.283	239.803	1644.864	477.203	-212.634	36.404	260.848	-157.088	1639.551	225.263	-175.745	112.388	216.552	224.233	106.917	167.562	238.618	1035.496	317.559	228.446	586.653	178.595	-183.591	1032.900	469.952	249.361	33.226
792	7.91000	310.016	-163.591	590.224	263.934	239.768	1646.655	477.186	-212.640	36.411	259.974	-157.583	1641.617	225.143	-175.711	112.355	216.408	224.121	106.927	169.565	237.484	1036.786	315.004	226.609	587.214	181.594	-183.817	1034.220	469.948	249.351	33.262
793	7.92000	308.232	-162.367	590.509	262.509	239.708	1648.230	477.194	-212.641	36.394	259.161	-158.152	1643.392	225.019	-175.658	112.332	216.285	223.968	106.964	171.821	236.751	1038.117	312.589	224.796	587.513	184.555	-184.015	1035.420	469.947	249.346	33.292
794	7.93000	306.567	-161.084	590.744	261.093	239.551	1649.629	477.190	-212.613	36.385	258.276	-158.700	1644.933	224.889	-175.593	112.327	216.144	223.803	107.031	174.343	236.345	1039.460	310.391	223.026	587.803	187.471	-184.257	1036.450	469.937	249.320	33.322
795	7.94000	304.920	-159.920	590.829	259.625	239.323	1650.802	477.192	-212.641	36.369	257.409	-159.278	1646.280	224.776	-175.469	112.280	215.996	223.654	107.135	176.525	235.599	1040.513	308.428	221.290	588.337	190.357	-184.594	1037.436	469.924	249.322	33.389
796	7.95000	303.395	-158.796	590.841	258.143	239.155	1651.842	477.197	-212.635	36.360	256.462	-159.901	1647.501	224.686	-175.378	112.280	215.903	223.541	107.227	178.713	234.934	1041.436	306.654	219.691	588.481	193.150	-184.893	1038.303	469.918	249.309	33.464
797	7.96000	302.029	-157.737	590.869	256.665	238.969	1652.620	477.211	-212.603	36.344	255.510	-160.503	1648.546	224.623	-175.278	112.251	215.810	223.403	107.237	180.849	234.242	1042.259	304.976	218.210	588.671	195.864	-185.266	1039.088	469.909	249.330	33.539
798	7.97000	300.814	-156.773	590.918	255.148	238.886	1653.291	477.223	-212.617	36.283	254.540	-161.116	1649.413	224.609	-175.190	112.218	215.717	223.300	107.268	182.953	233.549	1043.008	303.418	216.839	588.833	198.536	-185.572	1039.697	469.883	249.335	33.679
799	7.98000	299.674	-155.892	590.982	253.597	238.714	1653.802	477.230	-212.637	36.242	253.628	-161.731	1650.151	224.611	-175.069	112.182	215.575	223.197	107.296	185.057	232.840	1043.742	301.887	215.512	589.001	201.108	-185.905	1040.270	469.856	249.378	33.818
800	7.99000	298.642	-155.043	590.985	251.997	238.620	1654.206	477.229	-212.645	36.205	252.652	-162.414	1650.753	224.595	-174.953	112.120	215.472	223.120	107.322	187.098	232.147	1044.351	300.436	214.270	589.118	203.611	-186.192	1040.729	469.821	249.387	34.007
801	8.00000	297.745	-154.240	591.004	250.398	238.482	1654.510	477.260	-212.642	36.143	251.660	-163.100	1651.199	224.576	-174.877	112.083	215.320	223.104	107.400	189.050	231.497	1044.882	299.059	213.177	589.242	206.038	-186.441	1041.094	469.770	249.456	34.251
802	8.01000	297.038	-153.506	591.099	248.807	238.368	1654.683	477.264	-212.661	36.127	250.709	-163.833	1651.675	224.546	-174.800	112.083	215.201	223.078	107.454	190.980	230.901	1045.460	297.857	212.134	589.325	208.330	-186.698	1041.388	469.707	249.485	34.600
803	8.02000	296.382	-152.905	591.180	247.269	238.264	1654.776	477.273	-212.649	36.099	249.763	-164.555	1652.032	224.512	-174.699	112.088	215.087	223.080	107.526	192.800	230.325	1045.903	296.824	211.123	589.371	210.490	-186.957	1041.707	469.641	249.550	34.987
804	8.03000	295.844	-152.313	591.169	245.763	238.171	1654.796	477.290	-212.659	36.057	248.886	-165.262	1652.441	224.493	-174.632	112.055	215.001	223.081	107.596	194.587	229.850	1046.274	296.090	210.161	589.451	212.536	-187.243	1041.932	469.586	249.592	35.389
805	8.04000	295.288	-151.869	591.194	244.332	238.020	1654.727	477.294	-212.657	36.039	248.061	-165.870	1652.687	224.471	-174.585	112.059	214.960	223.023	107.655	196.269	229.406	1046.613	295.457	209.302	589.598	214.503	-187.433	1042.140	469.555	249.661	35.792
806	8.05000	294.900	-151.472	591.321	242.935	237.876	1654.628	477.292	-212.657	36.009	247.289	-166.403	1652.844	224.435	-174.555	111.974	214.918	222.997	107.724	197.904	228.980	1046.869	295.033	208.451	589.678	216.394	-187.728	1042.341	469.500	249.681	36.086
807	8.06000	294.503	-151.005	591.430	241.638	237.713	1654.475	477.292	-212.663	35.986	246.588	-166.880	1652.949	224.395	-174.527	111.926	214.868	222.988	107.740	199.459	228.521	1047.080	294.701	207.691	589.784	218.259	-187.967	1042.522	469.449	249.667	36.345
808	8.07000	293.917	-151.631	591.954	240.410	237.552	1654.273	477.293	-212.683	35.989	245.832	-167.337	1653.018	224.336	-174.509	111.897	214.763	222.997	107.781	200.950	228.121	1047.272	294.465	206.983	589.806	220.099	-188.185	1042.652	469.423	249.647	36.554
809	8.08000	293.397	-151.490	592.058	239.250	237.347	1654.047	477.294	-212.679	35.975	245.058	-167.765	1652.978	224.287	-174.506	111.868	214.638	222.981	107.765	202.363	227.731	1047.378	294.392	206.369	589.826	221.950	-188.447	1042.828	469.383	249.608	36.777
810	8.09000	292.989	-151.221	592.085	238.107	237.160	1653.805	477.303	-212.671	35.968	244.215	-168.215	1653.010	224.253	-174.506	111.837	214.559	222.985	107.734	203.693	227.458	1047.438	294.475	205.743	589.766	223.775	-188.737	1042.961	469.342	249.560	37.037
811	8.10000	292.551	-150.967	592.164	236.944	237.025	1653.560	477.301	-212.667	35.958	243.347	-168.599	1652.899	224.242	-174.483	111.797	214.494	222.998	107.729	204.982	227.157	1047.363	294.721	205.190	589.725	225.560	-189.035	1043.131	469.314	249.513	37.280
812	8.11000	292.294	-150.620	592.118	235.763	236.932	1653.296	477.315	-212.667	35.927	242.508	-168.914	1652.733	224.243	-174.466	111.756	214.491	222.995	107.725	206.212	226.835	1047.250	295.178	204.625	589.637	227.256	-189.375	1043.273	469.277	249.499	37.487
813	8.12000	292.117	-150.312	592.145	234.607	236.887	1653.029	477.313	-212.676	35.905	241.652	-169.237	1652.562	224.250	-174.456	111.703	214.574	222.933	107.706	207.423	226.670	1047.092	295.784	204.086	589.581	228.895	-189.589	1043.355	469.282	249.471	37.592
814	8.13000	292.015	-149.993	592.131	233.403	236.873	1652.730	477.315	-212.659	35.906	240.872	-169.530	1652.332	224.255	-174.446	111.670	214.751	222.884	107.789	208.562	226.575	1046.915	296.491	203.564	589.478	230.372	-189.760	1043.473	469.288	249.447	37.633
815	8.14000	291.901	-149.802	592.196	232.280	236.865	1652.401	477.302	-212.660	35.902	240.141	-169.781	1652.102	224.244	-174.410	111.621	215.012	222.782	107.782	209.625	226.501	1046.719	297.264	203.053	589.395	231.747	-189.881	1043.506	469.293	249.383	37.630
816	8.15000	291.927	-149.578	592.255	231.160	236.902	1652.057	477.317	-212.670	35.908	239.484	-170.021	1651.781	224.228	-174.412	111.608	215.227	222.638	107.856	210.679	226.438	1046.537	298.119	202.618	589.320	232.991	-189.982	1043.541	469.318	249.329	37.615
817	8.16000	291.987	-149.319	592.273	230.103	236.943	1651.762	477.312	-212.643	35.929	238.884	-170.211	1651.422	224.211	-174.392	111.580	215.415	222.545	107.925	211.713	226.433	1046.379	298.983	202.135	589.195	234.134	-189.988	1043.524	469.350	249.220	37.523
818	8.17000	292.091	-149.197	592.348	229.102	237.001	1651.445	477.315	-212.646	35.934	238.261	-170.394	1651.011	224.196	-174.388	111.560	215.570	222.464	107.956	212.698	226.475	1046.248	299.882	201.720	589.133	235.175	-189.955	1043.499	469.389	249.118	37.415
819	8.18000	292.256	-149.090	592.424	228.138	237.028	1651.180	477.295	-212.642	35.943	237.677	-170.562	1650.641	224.198	-174.377	111.561	215.649	222.445	107.956	213.674	226.525	1046.086	300.664	201.428	589.086	236.114	-189.924	1043.474	469.414	249.014	37.364
820	8.19000	292.500	-148.800	592.418	227.261	237.096	1650.935	477.312	-212.639	35.930	237.054	-170.715	1650.153	224.207	-174.377	111.565	215.654	222.445	107.924	214.647	226.596	1045.920	301.302	201.248	589.043	236.958	-189.857	1043.429	469.418	248.908	37.392
821	8.20000	292.752	-148.565	592.456	226.466	237.142	1650.695	477.317	-212.644	35.920	236.334	-170.837	1649.723	224.230	-174.365	111.580	215.586	222.497	107.863	215.621	226.690	1045.743	301.738	201.136	588.918	237.701	-189.789	1043.372	469.414	248.825	37.464
822	8.21000	292.929	-148.437	592.542	225.787	237.191	1650.458	477.331	-212.663	35.891	235.655	-170.914	1649.275	224.301	-174.334	111.600	215.467	222.565	107.791	216.573	226.829	1045.564	302.118	201.189	588.792	238.425	-189.641	1043.318	469.356	248.728	37.644
823	8.22000	293.013	-148.265	592.614	225.138	237.341	1650.221	477.343	-212.647	35.849	234.806	-170.975	1648.819	224.360	-174.318	111.627	215.254	222.582	107.698	217.479	227.087	1045.399	302.448	201.397	588.633	239.095	-189.490	1043.301	469.279	248.645	37.897
824	8.23000	292.925	-148.110	592.710	224.535	237.473	1650.002	477.353	-212.668	35.839	233.968	-171.040	1648.400	224.390	-174.277	111.666	215.058	222.711	107.625	218.308	227.313	1045.225	302.799	201.563	588.447	239.704	-189.353	1043.288	469.243	248.559	38.065
825	8.24000	292.717	-147.890	592.811	223.917	237.646	1649.739	477.363	-212.679	35.831	233.133	-171.049	1647.991	224.372	-174.247	111.664	215.007	222.750	107.569	219.057	227.560	1045.037	303.258	201.706	588.265	240.280	-189.165	1043.334	469.239	248.511	38.055
826	8.25000	292.333	-147.805	592.893	223.225	237.849	1649.465	477.358	-212.673	35.851	232.254	-171.021	1647.583	224.346	-174.228	111.713	215.123	222.776	107.512	219.745	227.846	1044.830	303.669	201.797	588.139	240.874	-188.951	1043.415	469.274	248.486	37.884
827	8.26000	291.923	-147.459	592.901	222.448	238.124	1649.191	477.350	-212.676	35.886	231.414	-170.941	1647.263	224.309	-174.206	111.684	215.284	222.747	107.489	220.344	228.065	1044.613	304.046	201.887	588.141	241.473	-188.761	1043.460	469.329	248.488	37.697
828	8.27000	291.618	-147.289	592.976	221.644	238.429	1648.971	477.344	-212.675	35.910	230.617	-170.879	1646.881	224.280	-174.156	111.736	215.438	222.719	107.519	220.934	228.327	1044.512	304.312	201.879	588.150	242.059	-188.581	1043.478	469.387	248.492	37.537
829	8.28000	291.429	-146.848	593.040	220.834	238.755	1648.702	477.332	-212.655	35.963	229.915	-170.781	1646.612	224.251	-174.098	111.771	215.520	222.659	107.614	221.516	228.657	1044.472	304.355	201.807	588.179	242.633	-188.315	1043.471	469.419	248.501	37.448
830	8.29000	291.349	-146.508	593.083	220.076	239.138	1648.501	477.311	-212.648	36.021	229.329	-170.679	1646.306	224.229	-174.035	111.806	215.577	222.618	107.650	222.206	228.977	1044.473	304.263	201.687	588.203	243.130	-187.995	1043.467	469.432	248.519	37.416
831	8.30000	291.396	-146.151	593.056	219.364	239.559	1648.328	477.290	-212.640	36.052	228.768	-170.537	1646.011	224.198	-173.925	111.800	215.603	222.577	107.701	222.884	229.360	1044.530	303.981	201.515	588.190	243.566	-187.670	1043.435	469.424	248.521	37.464
832	8.31000	291.542	-145.971	593.085	218.753	239.886	1648.137	477.276	-212.630	36.099	228.176	-170.388	1645.679	224.163	-173.856	111.800	215.628	222.520	107.665	223.634	229.850	1044.586	303.633	201.317	588.155	243.829	-187.230	1043.443	469.401	248.536	37.527
833	8.32000	291.797	-145.689	593.123	218.281	240.249	1647.999	477.281	-212.634	36.131	227.630	-170.238	1645.316	224.147	-173.779	111.820	215.603	222.472	107.652	224.418	230.339	1044.656	303.293	201.113	588.109	243.988	-186.775	1043.451	469.374	248.540	37.620
834	8.33000	292.103	-145.451	593.124	217.868	240.573	1647.842	477.284	-212.629	36.099	227.008	-170.088	1644.941	224.179	-173.706	111.842	215.555	222.439	107.606	225.198	230.891	1044.732	302.948	200.959	588.048	244.053	-186.280	1043.437	469.343	248.519	37.693
835	8.34000	292.338	-145.211	593.191	217.497	240.924	1647.646	477.298	-212.650	36.079	226.362	-169.918	1644.550	224.234	-173.678	111.881	215.495	222.402	107.555	225.942	231.456	1044.813	302.603	200.895	588.003	244.047	-185.813	1043.371	469.304	248.508	37.814
836	8.35000	292.446	-145.048	593.274	217.172	241.205	1647.435	477.324	-212.667	36.042	225.705	-169.773	1644.093	224.299	-173.643	111.934	215.374	222.365	107.522	226.663	231.951	1044.851	302.339	200.857	587.943	244.057	-185.320	1043.306	469.258	248.510	37.989
837	8.36000	292.479	-144.737	593.295	216.830	241.509	1647.272	477.334	-212.682	36.005	225.009	-169.643	1643.724	224.360	-173.645	111.990	215.275	222.333	107.419	226.969	232.080	1044.617	302.226	200.861	587.835	244.089	-184.824	1043.239	469.204	248.515	38.203
838	8.37000	292.426	-144.492	593.349	216.404	241.838	1647.160	477.343	-212.690	35.992	224.326	-169.526	1643.321	224.391	-173.622	112.032	215.158	222.274	107.335	227.451	232.496	1044.579	302.212	200.929	587.684	244.124	-184.437	1043.205	469.164	248.486	38.374
839	8.38000	292.248	-144.123	593.374	215.989	242.166	1647.068	477.340	-212.678	35.954	223.625	-169.373	1642.997	224.412	-173.584	112.042	215.114	222.189	107.228	227.811	232.957	1044.503	302.356	201.056	587.561	244.180	-184.080	1043.156	469.138	248.451	38.494
840	8.39000	292.067	-143.766	593.399	215.541	242.429	1646.963	477.356	-212.670	35.936	222.923	-169.218	1642.559	224.441	-173.550	112.061	215.131	222.082	107.198	228.066	233.375	1044.372	302.657	201.227	587.478	244.291	-183.683	1043.138	469.142	248.401	38.494
841	8.40000	291.790	-143.412	593.416	215.076	242.782	1646.941	477.359	-212.683	35.937	222.250	-169.022	1642.228	224.452	-173.511	112.057	215.286	221.961	107.215	228.234	233.799	1044.237	303.029	201.330	587.359	244.426	-183.282	1043.105	469.176	248.385	38.351
842	8.41000	291.356	-143.110	593.468	214.620	243.119	1646.867	477.350	-212.700	35.953	221.604	-168.841	1641.869	224.432	-173.437	112.044	215.457	221.889	107.281	228.330	234.192	1044.089	303.467	201.459	587.319	244.530	-182.848	1043.080	469.229	248.329	38.124
843	8.42000	290.885	-142.706	593.458	214.258	243.456	1646.770	477.352	-212.697	35.979	220.993	-168.632	1641.587	224.384	-173.350	112.029	215.651	221.793	107.321	228.519	234.702	1044.017	303.830	201.633	587.344	244.617	-182.341	1043.086	469.271	248.323	37.937
844	8.43000	290.329	-142.263	593.420	213.867	243.794	1646.659	477.334	-212.678	36.008	220.407	-168.408	1641.342	224.308	-173.265	112.017	215.848	221.698	107.363	228.649	235.193	1043.948	304.131	201.767	587.384	244.668	-181.834	1043.032	469.332	248.304	37.750
845	8.44000	289.752	-141.947	593.435	213.495	244.161	1646.573	477.304	-212.662	36.067	219.900	-168.154	1641.075	224.232	-173.188	112.030	215.966	221.662	107.392	228.839	235.784	1043.936	304.298	201.866	587.369	244.612	-181.321	1043.036	469.369	248.291	37.627
846	8.45000	289.322	-141.551	593.418	213.102	244.578	1646.496	477.291	-212.643	36.102	219.318	-167.920	1640.900	224.157	-173.099	112.018	216.010	221.651	107.436	229.047	236.284	1043.908	304.334	202.009	587.376	244.477	-180.724	1042.989	469.393	248.317	37.511
847	8.46000	288.905	-141.091	593.403	212.700	244.930	1646.420	477.274	-212.629	36.153	218.732	-167.600	1640.727	224.095	-173.011	112.064	216.060	221.647	107.429	229.293	236.848	1043.909	304.283	202.110	587.295	244.275	-180.189	1042.945	469.415	248.299	37.442
