NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:29:51
DATA_INCLUDED	Angular Acceleration
DATA_TYPES	HR_Angular_Acceleration

Frame	Time	HR_Angular_Acceleration	
200	1.99000	189.243
201	2.00000	197.093
202	2.01000	237.418
203	2.02000	227.252
204	2.03000	179.357
205	2.04000	193.327
206	2.05000	121.484
207	2.06000	104.801
208	2.07000	129.748
209	2.08000	177.022
210	2.09000	198.267
211	2.10000	204.424
212	2.11000	252.909
213	2.12000	276.260
214	2.13000	252.223
215	2.14000	252.861
216	2.15000	244.130
217	2.16000	288.402
218	2.17000	331.745
219	2.18000	373.868
220	2.19000	401.862
221	2.20000	402.087
222	2.21000	445.897
223	2.22000	487.855
224	2.23000	466.818
225	2.24000	460.903
226	2.25000	419.285
227	2.26000	348.555
228	2.27000	270.517
229	2.28000	296.162
230	2.29000	378.835
231	2.30000	386.834
232	2.31000	326.148
233	2.32000	241.004
234	2.33000	154.036
235	2.34000	60.091
236	2.35000	-5.522
237	2.36000	-64.063
238	2.37000	-74.750
239	2.38000	40.149
240	2.39000	125.777
241	2.40000	141.764
242	2.41000	18.801
243	2.42000	-32.887
244	2.43000	-94.110
245	2.44000	-135.285
246	2.45000	-118.666
247	2.46000	-72.153
248	2.47000	21.798
249	2.48000	124.773
250	2.49000	215.590
251	2.50000	318.825
252	2.51000	352.534
253	2.52000	425.733
254	2.53000	406.876
255	2.54000	400.773
256	2.55000	316.654
257	2.56000	255.378
258	2.57000	155.027
259	2.58000	55.399
260	2.59000	-61.226
261	2.60000	-131.238
262	2.61000	-172.875
263	2.62000	-203.084
264	2.63000	-200.929
265	2.64000	-171.601
266	2.65000	-157.987
267	2.66000	-137.254
268	2.67000	-141.735
269	2.68000	-116.951
270	2.69000	-145.092
271	2.70000	-164.378
272	2.71000	-161.434
273	2.72000	-157.678
274	2.73000	-132.527
275	2.74000	-109.275
276	2.75000	-110.392
277	2.76000	-75.047
278	2.77000	-103.338
279	2.78000	-113.371
280	2.79000	-147.984
281	2.80000	-216.909
282	2.81000	-175.723
283	2.82000	-172.503
284	2.83000	-100.838
285	2.84000	-35.098
286	2.85000	15.287
287	2.86000	86.964
288	2.87000	94.753
289	2.88000	92.581
290	2.89000	55.031
291	2.90000	5.332
292	2.91000	13.498
293	2.92000	-44.929
294	2.93000	-26.202
295	2.94000	-17.642
296	2.95000	8.281
297	2.96000	33.137
298	2.97000	57.249
299	2.98000	61.728
300	2.99000	56.029
301	3.00000	57.517
302	3.01000	56.192
303	3.02000	28.060
304	3.03000	9.890
305	3.04000	-26.383
306	3.05000	-64.045
307	3.06000	-86.812
308	3.07000	-112.810
309	3.08000	-117.931
310	3.09000	-125.227
311	3.10000	-119.521
312	3.11000	-106.485
313	3.12000	-93.544
314	3.13000	-68.168
315	3.14000	-82.145
316	3.15000	-77.550
317	3.16000	-90.703
318	3.17000	-119.131
319	3.18000	-130.482
320	3.19000	-130.628
321	3.20000	-120.423
322	3.21000	-135.489
323	3.22000	-115.829
324	3.23000	-69.003
325	3.24000	-24.352
326	3.25000	6.569
327	3.26000	60.738
328	3.27000	75.406
329	3.28000	119.122
330	3.29000	187.734
331	3.30000	210.456
332	3.31000	230.083
333	3.32000	275.880
334	3.33000	327.536
335	3.34000	356.165
336	3.35000	359.915
337	3.36000	338.692
338	3.37000	278.262
339	3.38000	249.665
340	3.39000	194.190
341	3.40000	151.169
342	3.41000	132.919
343	3.42000	150.346
344	3.43000	199.401
345	3.44000	266.280
346	3.45000	379.495
347	3.46000	443.267
348	3.47000	465.835
349	3.48000	500.741
350	3.49000	461.303
351	3.50000	481.582
352	3.51000	408.709
353	3.52000	384.782
354	3.53000	373.542
355	3.54000	349.790
356	3.55000	390.878
357	3.56000	345.453
358	3.57000	312.027
359	3.58000	286.235
360	3.59000	283.093
361	3.60000	273.138
362	3.61000	242.075
363	3.62000	266.121
364	3.63000	285.116
365	3.64000	302.376
366	3.65000	327.931
367	3.66000	288.186
368	3.67000	299.786
369	3.68000	241.566
370	3.69000	212.471
371	3.70000	142.046
372	3.71000	145.751
373	3.72000	130.112
374	3.73000	134.602
375	3.74000	124.575
376	3.75000	59.264
377	3.76000	162.262
378	3.77000	150.756
379	3.78000	106.508
380	3.79000	54.139
381	3.80000	20.919
382	3.81000	7.277
383	3.82000	-33.879
384	3.83000	-56.673
385	3.84000	-101.894
386	3.85000	-101.201
387	3.86000	25.889
388	3.87000	28.296
389	3.88000	45.311
390	3.89000	39.940
391	3.90000	66.921
392	3.91000	84.264
393	3.92000	38.184
394	3.93000	55.682
395	3.94000	8.330
396	3.95000	11.533
397	3.96000	-23.274
398	3.97000	-19.591
399	3.98000	-62.860
400	3.99000	-40.990
401	4.00000	-41.127
402	4.01000	-40.321
403	4.02000	-135.316
404	4.03000	-111.442
405	4.04000	-160.135
406	4.05000	-137.956
407	4.06000	-151.883
408	4.07000	-168.024
409	4.08000	-166.261
410	4.09000	-163.076
411	4.10000	-198.191
412	4.11000	-231.508
413	4.12000	-352.659
414	4.13000	-350.099
415	4.14000	-413.092
416	4.15000	-416.024
417	4.16000	-450.088
418	4.17000	-485.149
419	4.18000	-462.195
420	4.19000	-493.570
421	4.20000	-474.218
422	4.21000	-486.383
423	4.22000	-485.996
424	4.23000	-426.873
425	4.24000	-395.918
426	4.25000	-321.916
427	4.26000	-285.772
428	4.27000	-284.378
429	4.28000	-149.114
430	4.29000	-145.804
431	4.30000	-134.896
432	4.31000	-196.519
433	4.32000	-226.613
434	4.33000	-227.799
435	4.34000	-257.078
436	4.35000	-237.710
437	4.36000	-227.207
438	4.37000	-231.032
439	4.38000	-130.506
440	4.39000	-133.591
441	4.40000	-123.894
442	4.41000	-100.333
443	4.42000	-65.194
444	4.43000	-41.224
445	4.44000	-38.345
446	4.45000	-1.568
447	4.46000	4.687
448	4.47000	-4.857
449	4.48000	-67.495
450	4.49000	-84.249
451	4.50000	-117.929
452	4.51000	-99.514
453	4.52000	-115.345
454	4.53000	-111.280
455	4.54000	-55.345
456	4.55000	-27.852
457	4.56000	-39.085
458	4.57000	-5.148
459	4.58000	-34.134
460	4.59000	-28.224
461	4.60000	-47.249
462	4.61000	-39.029
463	4.62000	-43.369
464	4.63000	-46.359
465	4.64000	3.236
466	4.65000	-27.133
467	4.66000	-64.092
468	4.67000	-7.147
469	4.68000	-47.761
470	4.69000	-75.082
471	4.70000	-53.351
472	4.71000	-91.542
473	4.72000	-77.069
474	4.73000	-82.921
475	4.74000	-31.028
476	4.75000	-34.448
477	4.76000	8.865
478	4.77000	58.560
479	4.78000	41.461
480	4.79000	78.647
481	4.80000	69.325
482	4.81000	36.146
483	4.82000	28.904
484	4.83000	5.043
485	4.84000	-55.245
486	4.85000	-64.450
487	4.86000	-77.129
488	4.87000	-79.823
489	4.88000	-90.904
490	4.89000	-76.334
491	4.90000	-92.145
492	4.91000	-52.154
493	4.92000	-46.674
494	4.93000	-5.250
495	4.94000	-15.496
496	4.95000	4.302
497	4.96000	-4.677
498	4.97000	-36.168
499	4.98000	-79.283
500	4.99000	-93.554
501	5.00000	-112.050
502	5.01000	-81.808
503	5.02000	-59.307
504	5.03000	-49.133
505	5.04000	-57.220
506	5.05000	-100.234
507	5.06000	-109.390
508	5.07000	-314.708
509	5.08000	-373.989
510	5.09000	-383.439
511	5.10000	-380.884
512	5.11000	-308.678
513	5.12000	-254.131
514	5.13000	-203.293
515	5.14000	-146.980
516	5.15000	-158.370
517	5.16000	-196.289
518	5.17000	-335.384
519	5.18000	-339.638
520	5.19000	-375.214
521	5.20000	-404.546
522	5.21000	-362.431
523	5.22000	-307.043
524	5.23000	-248.737
525	5.24000	-145.815
526	5.25000	-120.410
527	5.26000	-131.625
528	5.27000	-175.919
529	5.28000	-290.058
530	5.29000	-372.748
531	5.30000	-409.377
532	5.31000	-358.360
533	5.32000	-365.829
534	5.33000	-418.332
535	5.34000	-482.746
536	5.35000	-513.732
537	5.36000	-370.402
538	5.37000	-230.214
539	5.38000	-99.559
540	5.39000	21.265
541	5.40000	37.229
542	5.41000	-35.052
543	5.42000	-187.920
544	5.43000	-309.936
545	5.44000	-380.725
546	5.45000	-312.063
547	5.46000	-140.804
548	5.47000	-101.669
549	5.48000	-111.103
550	5.49000	-115.587
551	5.50000	-141.651
552	5.51000	-86.551
553	5.52000	-41.926
554	5.53000	69.458
555	5.54000	122.436
556	5.55000	169.237
557	5.56000	110.775
558	5.57000	50.601
559	5.58000	-23.615
560	5.59000	-3.679
561	5.60000	36.053
562	5.61000	172.386
563	5.62000	38.138
564	5.63000	17.572
565	5.64000	39.820
566	5.65000	107.716
567	5.66000	171.194
568	5.67000	283.902
569	5.68000	339.843
570	5.69000	375.691
571	5.70000	382.137
572	5.71000	427.327
573	5.72000	329.453
574	5.73000	319.737
575	5.74000	323.251
576	5.75000	265.373
577	5.76000	270.019
578	5.77000	239.375
579	5.78000	209.575
580	5.79000	149.848
581	5.80000	104.585
582	5.81000	128.893
583	5.82000	115.117
584	5.83000	105.770
585	5.84000	114.186
586	5.85000	99.716
587	5.86000	130.905
588	5.87000	155.865
589	5.88000	168.401
590	5.89000	170.086
591	5.90000	172.908
592	5.91000	215.767
593	5.92000	203.180
594	5.93000	208.949
595	5.94000	176.155
596	5.95000	167.823
597	5.96000	170.049
598	5.97000	160.688
599	5.98000	202.178
600	5.99000	238.837
601	6.00000	237.297
602	6.01000	281.326
603	6.02000	258.099
604	6.03000	283.709
605	6.04000	361.259
606	6.05000	485.081
607	6.06000	622.092
608	6.07000	744.842
609	6.08000	813.333
610	6.09000	773.891
611	6.10000	651.327
612	6.11000	515.076
613	6.12000	317.509
614	6.13000	139.162
615	6.14000	36.147
616	6.15000	-38.074
617	6.16000	-38.327
618	6.17000	-59.316
619	6.18000	-146.341
620	6.19000	-221.714
621	6.20000	-289.658
622	6.21000	-269.669
623	6.22000	-255.903
624	6.23000	-220.383
625	6.24000	-123.949
626	6.25000	-36.129
627	6.26000	29.429
628	6.27000	48.881
629	6.28000	63.382
630	6.29000	28.425
631	6.30000	17.168
632	6.31000	42.498
633	6.32000	39.265
634	6.33000	73.105
635	6.34000	114.714
636	6.35000	135.344
637	6.36000	141.276
638	6.37000	111.381
639	6.38000	87.144
640	6.39000	18.696
641	6.40000	-26.058
642	6.41000	-86.429
643	6.42000	-113.937
644	6.43000	-136.872
645	6.44000	-116.383
646	6.45000	-86.649
647	6.46000	-51.922
648	6.47000	-56.862
649	6.48000	-34.754
650	6.49000	-20.878
651	6.50000	-10.331
652	6.51000	-22.774
653	6.52000	-4.418
654	6.53000	-44.868
655	6.54000	-27.540
656	6.55000	-15.319
657	6.56000	-22.499
658	6.57000	-46.886
659	6.58000	-35.374
660	6.59000	-41.146
661	6.60000	-47.453
662	6.61000	-43.686
663	6.62000	-59.311
664	6.63000	-68.582
665	6.64000	-48.548
666	6.65000	-39.043
667	6.66000	-31.825
668	6.67000	-54.424
669	6.68000	-49.341
670	6.69000	-73.091
671	6.70000	-87.028
672	6.71000	-95.581
673	6.72000	-124.566
674	6.73000	-111.336
675	6.74000	-99.825
676	6.75000	-78.831
677	6.76000	-63.215
678	6.77000	-45.996
679	6.78000	-25.780
680	6.79000	-30.175
681	6.80000	-25.071
682	6.81000	-31.370
683	6.82000	-68.665
684	6.83000	-81.685
685	6.84000	-89.816
686	6.85000	-76.856
687	6.86000	-89.061
688	6.87000	-94.645
689	6.88000	-89.077
690	6.89000	-77.690
691	6.90000	-47.367
692	6.91000	-53.577
693	6.92000	-65.127
694	6.93000	-59.788
695	6.94000	-49.027
696	6.95000	-34.512
697	6.96000	-55.152
698	6.97000	-49.705
699	6.98000	-10.127
700	6.99000	27.494
701	7.00000	65.991
702	7.01000	82.644
703	7.02000	101.542
704	7.03000	107.171
705	7.04000	152.697
706	7.05000	136.293
707	7.06000	176.284
708	7.07000	165.595
709	7.08000	202.610
710	7.09000	232.987
711	7.10000	254.989
712	7.11000	261.941
713	7.12000	261.717
714	7.13000	261.367
715	7.14000	295.883
716	7.15000	276.995
717	7.16000	301.053
718	7.17000	268.325
719	7.18000	283.526
720	7.19000	320.986
721	7.20000	350.151
722	7.21000	390.882
723	7.22000	456.169
724	7.23000	508.333
725	7.24000	546.435
726	7.25000	597.474
727	7.26000	585.094
728	7.27000	538.443
729	7.28000	473.013
730	7.29000	400.381
731	7.30000	325.447
732	7.31000	278.772
733	7.32000	232.559
734	7.33000	207.574
735	7.34000	240.000
736	7.35000	271.303
737	7.36000	272.052
738	7.37000	262.516
739	7.38000	278.167
740	7.39000	223.913
741	7.40000	259.095
742	7.41000	265.016
743	7.42000	278.277
744	7.43000	276.332
745	7.44000	297.362
746	7.45000	236.558
747	7.46000	172.441
748	7.47000	105.005
749	7.48000	49.893
750	7.49000	-7.894
751	7.50000	6.982
752	7.51000	138.718
753	7.52000	173.407
754	7.53000	160.607
755	7.54000	172.171
756	7.55000	101.576
757	7.56000	94.250
758	7.57000	47.185
759	7.58000	6.554
760	7.59000	-64.937
761	7.60000	-115.170
762	7.61000	67.906
763	7.62000	51.554
764	7.63000	63.142
765	7.64000	44.997
766	7.65000	28.869
767	7.66000	71.895
768	7.67000	38.233
769	7.68000	34.892
770	7.69000	-53.062
771	7.70000	-100.698
772	7.71000	-1.471
773	7.72000	-37.106
774	7.73000	-18.364
775	7.74000	-23.567
776	7.75000	-8.161
777	7.76000	33.330
778	7.77000	44.791
779	7.78000	22.124
780	7.79000	-29.227
781	7.80000	-59.702
782	7.81000	-63.387
783	7.82000	-152.753
784	7.83000	-165.071
785	7.84000	-215.721
786	7.85000	-318.324
787	7.86000	-347.519
788	7.87000	-389.086
789	7.88000	-434.707
790	7.89000	-405.695
791	7.90000	-336.852
792	7.91000	-305.316
793	7.92000	-286.985
794	7.93000	-275.127
795	7.94000	-277.431
796	7.95000	-307.329
797	7.96000	-334.704
798	7.97000	-350.241
799	7.98000	-408.340
800	7.99000	-365.693
801	8.00000	-383.208
802	8.01000	-478.518
803	8.02000	-338.029
804	8.03000	-275.283
805	8.04000	-200.562
806	8.05000	-98.284
807	8.06000	-134.196
808	8.07000	-113.527
809	8.08000	-188.775
810	8.09000	-188.834
811	8.10000	-316.116
812	8.11000	-415.496
813	8.12000	-291.330
814	8.13000	-286.714
815	8.14000	-286.434
816	8.15000	-264.167
817	8.16000	-263.244
818	8.17000	-177.806
819	8.18000	-136.271
820	8.19000	-80.765
821	8.20000	4.940
822	8.21000	29.194
823	8.22000	92.903
824	8.23000	59.814
825	8.24000	-1.046
826	8.25000	-100.743
827	8.26000	-98.655
828	8.27000	-146.781
829	8.28000	-163.953
830	8.29000	-202.223
831	8.30000	-100.367
832	8.31000	-75.893
833	8.32000	-12.885
834	8.33000	-33.171
835	8.34000	-2.828
836	8.35000	-14.089
837	8.36000	50.543
838	8.37000	44.891
839	8.38000	48.841
840	8.39000	21.919
841	8.40000	71.234
842	8.41000	21.274
843	8.42000	22.607
844	8.43000	-98.805
845	8.44000	-124.102
846	8.45000	-144.898
847	8.46000	-145.701
848	8.47000	-116.766
849	8.48000	-95.185
850	8.49000	-50.578
851	8.50000	-39.237
852	8.51000	-47.200
853	8.52000	-5.683
854	8.53000	-71.627
855	8.54000	-25.126
856	8.55000	-19.474
857	8.56000	56.241
858	8.57000	42.455
859	8.58000	105.785
860	8.59000	78.132
861	8.60000	29.416
862	8.61000	22.344
863	8.62000	-23.890
864	8.63000	-70.775
865	8.64000	-87.811
866	8.65000	-110.850
867	8.66000	-56.822
868	8.67000	-115.129
869	8.68000	-32.515
870	8.69000	-42.085
871	8.70000	-15.386
872	8.71000	30.275
873	8.72000	48.954
874	8.73000	76.464
875	8.74000	60.384
876	8.75000	66.022
877	8.76000	36.803
878	8.77000	-1.672
879	8.78000	-22.070
880	8.79000	-74.854
881	8.80000	-74.375
882	8.81000	-114.579
883	8.82000	-42.749
884	8.83000	-58.934
885	8.84000	-48.679
886	8.85000	17.362
887	8.86000	21.937
888	8.87000	10.561
889	8.88000	44.131
890	8.89000	-2.316
891	8.90000	20.017
892	8.91000	10.147
893	8.92000	40.800
894	8.93000	0.164
895	8.94000	11.436
896	8.95000	12.930
897	8.96000	-11.224
898	8.97000	-46.753
899	8.98000	-18.864
900	8.99000	-45.978
901	9.00000	-17.598
902	9.01000	46.541
903	9.02000	8.246
904	9.03000	56.196
905	9.04000	71.372
906	9.05000	55.848
907	9.06000	56.194
908	9.07000	40.273
909	9.08000	21.368
910	9.09000	19.861
911	9.10000	1.478
912	9.11000	-1.713
913	9.12000	-50.918
914	9.13000	-62.663
915	9.14000	-13.894
916	9.15000	-52.392
917	9.16000	6.617
918	9.17000	-6.429
919	9.18000	18.741
920	9.19000	50.477
921	9.20000	37.665
922	9.21000	52.536
923	9.22000	34.309
924	9.23000	29.083
925	9.24000	37.308
926	9.25000	-8.768
927	9.26000	20.838
928	9.27000	-36.548
929	9.28000	-37.025
930	9.29000	-72.032
931	9.30000	-54.000
932	9.31000	-34.515
933	9.32000	-34.255
934	9.33000	8.948
935	9.34000	-4.158
936	9.35000	45.227
937	9.36000	81.493
938	9.37000	78.877
939	9.38000	98.885
940	9.39000	102.304
941	9.40000	124.583
942	9.41000	103.853
943	9.42000	70.321
944	9.43000	20.323
945	9.44000	-22.478
946	9.45000	-36.874
947	9.46000	-67.144
948	9.47000	-50.562
949	9.48000	-48.812
950	9.49000	-27.710
951	9.50000	-8.557
952	9.51000	23.327
953	9.52000	-12.329
954	9.53000	-23.223
955	9.54000	-15.723
956	9.55000	-43.359
957	9.56000	-41.623
958	9.57000	-66.124
959	9.58000	-81.933
960	9.59000	-63.888
961	9.60000	-84.732
962	9.61000	-55.175
963	9.62000	-82.003
964	9.63000	-105.624
965	9.64000	-82.941
966	9.65000	-61.520
967	9.66000	-49.159
968	9.67000	-71.835
969	9.68000	5.093
970	9.69000	-8.464
971	9.70000	-7.184
972	9.71000	39.949
973	9.72000	12.763
974	9.73000	15.440
975	9.74000	61.998
976	9.75000	63.987
977	9.76000	36.345
978	9.77000	0.429
979	9.78000	7.464
980	9.79000	-46.043
981	9.80000	-53.282
982	9.81000	-50.086
983	9.82000	-36.120
984	9.83000	-50.546
985	9.84000	-34.167
986	9.85000	-26.012
987	9.86000	-43.446
988	9.87000	-73.438
989	9.88000	-45.887
990	9.89000	-41.510
991	9.90000	-26.449
992	9.91000	10.399
993	9.92000	26.166
994	9.93000	-14.256
995	9.94000	-0.171
996	9.95000	25.331
997	9.96000	62.249
998	9.97000	110.584
999	9.98000	170.335
1000	9.99000	0.000
