NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:17:17
DATA_INCLUDED	Angular Velocity
DATA_TYPES	KR_Angular_Velocity

Frame	Time	KR_Angular_Velocity	
180	1.79000	4.292
181	1.80000	3.849
182	1.81000	-1.306
183	1.82000	-1.013
184	1.83000	4.436
185	1.84000	5.749
186	1.85000	2.760
187	1.86000	-7.515
188	1.87000	-10.062
189	1.88000	-9.496
190	1.89000	-15.411
191	1.90000	-22.224
192	1.91000	-30.141
193	1.92000	-35.382
194	1.93000	-38.091
195	1.94000	-38.284
196	1.95000	-35.542
197	1.96000	-30.585
198	1.97000	-23.781
199	1.98000	-20.537
200	1.99000	-20.318
201	2.00000	-21.451
202	2.01000	-24.165
203	2.02000	-25.132
204	2.03000	-26.221
205	2.04000	-27.392
206	2.05000	-28.170
207	2.06000	-29.163
208	2.07000	-30.141
209	2.08000	-30.620
210	2.09000	-30.673
211	2.10000	-31.153
212	2.11000	-33.062
213	2.12000	-36.336
214	2.13000	-40.397
215	2.14000	-44.084
216	2.15000	-46.348
217	2.16000	-47.479
218	2.17000	-47.349
219	2.18000	-46.338
220	2.19000	-45.636
221	2.20000	-46.361
222	2.21000	-48.156
223	2.22000	-49.521
224	2.23000	-49.886
225	2.24000	-49.345
226	2.25000	-48.784
227	2.26000	-49.669
228	2.27000	-51.923
229	2.28000	-55.066
230	2.29000	-58.516
231	2.30000	-62.199
232	2.31000	-66.574
233	2.32000	-71.327
234	2.33000	-75.600
235	2.34000	-78.132
236	2.35000	-78.836
237	2.36000	-78.971
238	2.37000	-79.331
239	2.38000	-80.690
240	2.39000	-84.074
241	2.40000	-89.574
242	2.41000	-95.646
243	2.42000	-100.422
244	2.43000	-102.892
245	2.44000	-102.630
246	2.45000	-101.115
247	2.46000	-100.709
248	2.47000	-102.425
249	2.48000	-105.622
250	2.49000	-108.754
251	2.50000	-110.343
252	2.51000	-109.732
253	2.52000	-107.483
254	2.53000	-104.910
255	2.54000	-102.454
256	2.55000	-101.402
257	2.56000	-101.912
258	2.57000	-101.937
259	2.58000	-100.726
260	2.59000	-98.795
261	2.60000	-97.116
262	2.61000	-96.124
263	2.62000	-95.559
264	2.63000	-94.643
265	2.64000	-92.532
266	2.65000	-90.327
267	2.66000	-88.637
268	2.67000	-86.793
269	2.68000	-85.499
270	2.69000	-85.118
271	2.70000	-85.106
272	2.71000	-84.920
273	2.72000	-84.705
274	2.73000	-84.361
275	2.74000	-83.524
276	2.75000	-82.662
277	2.76000	-82.059
278	2.77000	-80.966
279	2.78000	-79.320
280	2.79000	-77.670
281	2.80000	-75.894
282	2.81000	-73.786
283	2.82000	-71.843
284	2.83000	-70.119
285	2.84000	-68.305
286	2.85000	-66.639
287	2.86000	-65.032
288	2.87000	-63.238
289	2.88000	-61.502
290	2.89000	-60.159
291	2.90000	-58.736
292	2.91000	-57.010
293	2.92000	-55.429
294	2.93000	-53.868
295	2.94000	-52.427
296	2.95000	-51.316
297	2.96000	-50.333
298	2.97000	-49.466
299	2.98000	-48.599
300	2.99000	-47.645
301	3.00000	-46.131
302	3.01000	-44.259
303	3.02000	-42.827
304	3.03000	-41.649
305	3.04000	-40.534
306	3.05000	-39.232
307	3.06000	-37.364
308	3.07000	-34.844
309	3.08000	-31.378
310	3.09000	-26.738
311	3.10000	-20.824
312	3.11000	-13.901
313	3.12000	-6.475
314	3.13000	1.334
315	3.14000	9.062
316	3.15000	15.951
317	3.16000	21.082
318	3.17000	23.678
319	3.18000	23.772
320	3.19000	21.940
321	3.20000	18.838
322	3.21000	15.007
323	3.22000	11.185
324	3.23000	8.059
325	3.24000	5.985
326	3.25000	4.678
327	3.26000	3.308
328	3.27000	1.068
329	3.28000	-2.388
330	3.29000	-6.942
331	3.30000	-12.221
332	3.31000	-17.560
333	3.32000	-21.977
334	3.33000	-24.550
335	3.34000	-24.776
336	3.35000	-22.961
337	3.36000	-19.961
338	3.37000	-16.452
339	3.38000	-12.836
340	3.39000	-9.620
341	3.40000	-7.160
342	3.41000	-5.208
343	3.42000	-3.664
344	3.43000	-2.502
345	3.44000	-1.640
346	3.45000	-1.223
347	3.46000	-1.419
348	3.47000	-1.802
349	3.48000	-2.147
350	3.49000	-2.611
351	3.50000	-3.269
352	3.51000	-3.852
353	3.52000	-4.168
354	3.53000	-4.222
355	3.54000	-3.920
356	3.55000	-3.209
357	3.56000	-2.167
358	3.57000	-0.971
359	3.58000	0.232
360	3.59000	1.264
361	3.60000	2.021
362	3.61000	2.542
363	3.62000	2.918
364	3.63000	3.167
365	3.64000	3.092
366	3.65000	3.095
367	3.66000	3.272
368	3.67000	3.194
369	3.68000	3.117
370	3.69000	3.027
371	3.70000	2.984
372	3.71000	3.022
373	3.72000	3.052
374	3.73000	2.916
375	3.74000	2.472
376	3.75000	2.001
377	3.76000	1.394
378	3.77000	0.577
379	3.78000	-0.162
380	3.79000	-0.794
381	3.80000	-1.104
382	3.81000	-1.150
383	3.82000	-1.093
384	3.83000	-0.988
385	3.84000	-0.799
386	3.85000	-0.517
387	3.86000	-0.308
388	3.87000	-0.057
389	3.88000	-0.074
390	3.89000	-0.336
391	3.90000	-0.615
392	3.91000	-1.104
393	3.92000	-1.575
394	3.93000	-1.773
395	3.94000	-1.498
396	3.95000	-0.591
397	3.96000	1.012
398	3.97000	3.208
399	3.98000	5.280
400	3.99000	7.210
401	4.00000	9.250
402	4.01000	11.198
403	4.02000	13.014
404	4.03000	14.258
405	4.04000	14.592
406	4.05000	14.090
407	4.06000	13.325
408	4.07000	12.493
409	4.08000	11.475
410	4.09000	10.692
411	4.10000	10.747
412	4.11000	11.695
413	4.12000	13.266
414	4.13000	15.044
415	4.14000	16.638
416	4.15000	18.326
417	4.16000	20.591
418	4.17000	23.255
419	4.18000	26.171
420	4.19000	28.969
421	4.20000	31.912
422	4.21000	35.140
423	4.22000	38.020
424	4.23000	40.581
425	4.24000	42.803
426	4.25000	45.083
427	4.26000	47.459
428	4.27000	49.885
429	4.28000	52.619
430	4.29000	55.239
431	4.30000	57.935
432	4.31000	61.010
433	4.32000	64.539
434	4.33000	68.006
435	4.34000	70.909
436	4.35000	73.707
437	4.36000	76.232
438	4.37000	78.584
439	4.38000	80.838
440	4.39000	82.724
441	4.40000	84.361
442	4.41000	86.276
443	4.42000	88.715
444	4.43000	90.876
445	4.44000	92.752
446	4.45000	94.757
447	4.46000	96.872
448	4.47000	99.179
449	4.48000	101.343
450	4.49000	103.309
451	4.50000	105.152
452	4.51000	106.856
453	4.52000	108.352
454	4.53000	109.551
455	4.54000	110.292
456	4.55000	110.509
457	4.56000	110.448
458	4.57000	110.415
459	4.58000	110.285
460	4.59000	110.341
461	4.60000	111.041
462	4.61000	112.015
463	4.62000	112.888
464	4.63000	113.551
465	4.64000	114.124
466	4.65000	114.476
467	4.66000	114.532
468	4.67000	114.598
469	4.68000	114.538
470	4.69000	114.575
471	4.70000	114.835
472	4.71000	114.996
473	4.72000	115.262
474	4.73000	115.658
475	4.74000	116.233
476	4.75000	116.823
477	4.76000	117.076
478	4.77000	117.138
479	4.78000	116.793
480	4.79000	115.800
481	4.80000	113.989
482	4.81000	111.474
483	4.82000	108.553
484	4.83000	105.208
485	4.84000	101.847
486	4.85000	98.416
487	4.86000	94.418
488	4.87000	89.983
489	4.88000	85.148
490	4.89000	79.915
491	4.90000	73.621
492	4.91000	68.198
493	4.92000	64.916
494	4.93000	61.911
495	4.94000	58.886
496	4.95000	55.704
497	4.96000	52.707
498	4.97000	48.236
499	4.98000	41.987
500	4.99000	35.699
501	5.00000	29.496
502	5.01000	25.490
503	5.02000	23.347
504	5.03000	20.840
505	5.04000	18.134
506	5.05000	15.475
507	5.06000	12.910
508	5.07000	9.281
509	5.08000	5.707
510	5.09000	3.844
511	5.10000	3.342
512	5.11000	4.255
513	5.12000	6.155
514	5.13000	8.184
515	5.14000	9.552
516	5.15000	10.001
517	5.16000	9.586
518	5.17000	8.639
519	5.18000	7.401
520	5.19000	5.943
521	5.20000	4.505
522	5.21000	3.454
523	5.22000	2.668
524	5.23000	1.943
525	5.24000	1.260
526	5.25000	0.600
527	5.26000	-0.049
528	5.27000	-0.720
529	5.28000	-1.259
530	5.29000	-1.663
531	5.30000	-1.980
532	5.31000	-1.980
533	5.32000	-1.796
534	5.33000	-1.630
535	5.34000	-1.698
536	5.35000	-1.939
537	5.36000	-2.068
538	5.37000	-2.091
539	5.38000	-1.821
540	5.39000	-1.171
541	5.40000	-0.455
542	5.41000	0.097
543	5.42000	0.317
544	5.43000	0.235
545	5.44000	0.053
546	5.45000	-0.091
547	5.46000	-0.015
548	5.47000	0.209
549	5.48000	0.540
550	5.49000	0.863
551	5.50000	0.855
552	5.51000	0.564
553	5.52000	0.199
554	5.53000	-0.100
555	5.54000	-0.245
556	5.55000	-0.257
557	5.56000	-0.149
558	5.57000	-0.160
559	5.58000	-0.448
560	5.59000	-1.043
561	5.60000	-2.034
562	5.61000	-3.189
563	5.62000	-4.476
564	5.63000	-6.045
565	5.64000	-7.534
566	5.65000	-8.654
567	5.66000	-9.386
568	5.67000	-9.500
569	5.68000	-8.909
570	5.69000	-7.954
571	5.70000	-7.658
572	5.71000	-6.202
573	5.72000	-3.307
574	5.73000	-0.980
575	5.74000	1.020
576	5.75000	2.541
577	5.76000	3.689
578	5.77000	4.493
579	5.78000	4.506
580	5.79000	3.237
581	5.80000	0.509
582	5.81000	-1.594
583	5.82000	-3.274
584	5.83000	-5.490
585	5.84000	-7.316
586	5.85000	-8.832
587	5.86000	-9.586
588	5.87000	-9.798
589	5.88000	-10.002
590	5.89000	-10.672
591	5.90000	-11.836
592	5.91000	-13.319
593	5.92000	-15.202
594	5.93000	-16.827
595	5.94000	-18.415
596	5.95000	-20.245
597	5.96000	-21.067
598	5.97000	-22.587
599	5.98000	-25.169
600	5.99000	-27.229
601	6.00000	-28.528
602	6.01000	-29.708
603	6.02000	-32.028
604	6.03000	-35.024
605	6.04000	-37.804
606	6.05000	-40.230
607	6.06000	-42.046
608	6.07000	-45.179
609	6.08000	-49.892
610	6.09000	-55.489
611	6.10000	-62.242
612	6.11000	-68.856
613	6.12000	-73.957
614	6.13000	-75.122
615	6.14000	-72.621
616	6.15000	-69.043
617	6.16000	-65.733
618	6.17000	-63.840
619	6.18000	-63.798
620	6.19000	-65.428
621	6.20000	-67.777
622	6.21000	-69.592
623	6.22000	-70.900
624	6.23000	-72.244
625	6.24000	-75.886
626	6.25000	-81.655
627	6.26000	-86.964
628	6.27000	-90.438
629	6.28000	-91.303
630	6.29000	-89.778
631	6.30000	-86.893
632	6.31000	-84.562
633	6.32000	-84.167
634	6.33000	-85.604
635	6.34000	-87.839
636	6.35000	-89.541
637	6.36000	-90.371
638	6.37000	-91.594
639	6.38000	-93.973
640	6.39000	-96.720
641	6.40000	-99.543
642	6.41000	-101.985
643	6.42000	-104.052
644	6.43000	-106.014
645	6.44000	-107.159
646	6.45000	-108.331
647	6.46000	-109.697
648	6.47000	-110.313
649	6.48000	-110.903
650	6.49000	-111.086
651	6.50000	-109.732
652	6.51000	-107.286
653	6.52000	-105.376
654	6.53000	-104.484
655	6.54000	-103.825
656	6.55000	-103.546
657	6.56000	-102.823
658	6.57000	-101.178
659	6.58000	-100.268
660	6.59000	-99.551
661	6.60000	-97.984
662	6.61000	-96.419
663	6.62000	-94.878
664	6.63000	-93.112
665	6.64000	-91.347
666	6.65000	-89.699
667	6.66000	-88.238
668	6.67000	-86.785
669	6.68000	-85.281
670	6.69000	-83.794
671	6.70000	-82.330
672	6.71000	-81.099
673	6.72000	-80.199
674	6.73000	-79.477
675	6.74000	-78.530
676	6.75000	-77.153
677	6.76000	-75.507
678	6.77000	-73.521
679	6.78000	-71.395
680	6.79000	-69.343
681	6.80000	-67.237
682	6.81000	-65.185
683	6.82000	-63.366
684	6.83000	-61.473
685	6.84000	-59.151
686	6.85000	-56.394
687	6.86000	-53.621
688	6.87000	-50.796
689	6.88000	-47.993
690	6.89000	-45.573
691	6.90000	-43.349
692	6.91000	-41.076
693	6.92000	-38.604
694	6.93000	-35.686
695	6.94000	-31.947
696	6.95000	-27.284
697	6.96000	-21.754
698	6.97000	-15.228
699	6.98000	-8.295
700	6.99000	-1.751
701	7.00000	4.084
702	7.01000	8.755
703	7.02000	11.792
704	7.03000	12.867
705	7.04000	11.882
706	7.05000	9.264
707	7.06000	5.870
708	7.07000	2.105
709	7.08000	-1.808
710	7.09000	-5.475
711	7.10000	-8.574
712	7.11000	-11.013
713	7.12000	-12.710
714	7.13000	-13.819
715	7.14000	-14.532
716	7.15000	-14.681
717	7.16000	-14.227
718	7.17000	-13.337
719	7.18000	-12.303
720	7.19000	-11.347
721	7.20000	-10.405
722	7.21000	-9.680
723	7.22000	-9.276
724	7.23000	-9.189
725	7.24000	-9.217
726	7.25000	-9.186
727	7.26000	-9.049
728	7.27000	-8.673
729	7.28000	-8.354
730	7.29000	-8.156
731	7.30000	-8.115
732	7.31000	-8.381
733	7.32000	-8.868
734	7.33000	-9.503
735	7.34000	-10.055
736	7.35000	-10.414
737	7.36000	-10.574
738	7.37000	-10.460
739	7.38000	-10.039
740	7.39000	-9.257
741	7.40000	-8.373
742	7.41000	-7.399
743	7.42000	-6.284
744	7.43000	-5.189
745	7.44000	-4.102
746	7.45000	-3.045
747	7.46000	-2.145
748	7.47000	-1.342
749	7.48000	-0.413
750	7.49000	0.584
751	7.50000	1.216
752	7.51000	1.675
753	7.52000	2.228
754	7.53000	2.641
755	7.54000	2.874
756	7.55000	2.964
757	7.56000	2.881
758	7.57000	2.825
759	7.58000	3.010
760	7.59000	3.167
761	7.60000	3.078
762	7.61000	3.226
763	7.62000	3.843
764	7.63000	4.442
765	7.64000	4.976
766	7.65000	5.476
767	7.66000	5.686
768	7.67000	5.605
769	7.68000	5.304
770	7.69000	4.687
771	7.70000	3.815
772	7.71000	2.925
773	7.72000	2.138
774	7.73000	1.415
775	7.74000	0.936
776	7.75000	0.804
777	7.76000	0.828
778	7.77000	0.764
779	7.78000	0.580
780	7.79000	0.366
781	7.80000	0.021
782	7.81000	-0.473
783	7.82000	-0.971
784	7.83000	-1.180
785	7.84000	-1.061
786	7.85000	-0.587
787	7.86000	0.105
788	7.87000	0.765
789	7.88000	1.597
790	7.89000	2.468
791	7.90000	3.152
792	7.91000	3.725
793	7.92000	4.149
794	7.93000	4.327
795	7.94000	4.214
796	7.95000	4.002
797	7.96000	3.822
798	7.97000	3.732
799	7.98000	3.876
800	7.99000	4.077
801	8.00000	4.210
802	8.01000	4.298
803	8.02000	4.215
804	8.03000	3.982
805	8.04000	3.789
806	8.05000	3.465
807	8.06000	3.167
808	8.07000	3.183
809	8.08000	3.398
810	8.09000	3.796
811	8.10000	4.492
812	8.11000	5.267
813	8.12000	6.039
814	8.13000	6.981
815	8.14000	8.133
816	8.15000	9.503
817	8.16000	11.292
818	8.17000	13.310
819	8.18000	15.049
820	8.19000	16.636
821	8.20000	18.077
822	8.21000	18.846
823	8.22000	18.837
824	8.23000	18.356
825	8.24000	17.739
826	8.25000	17.305
827	8.26000	16.902
828	8.27000	16.405
829	8.28000	16.118
830	8.29000	16.490
831	8.30000	17.433
832	8.31000	19.140
833	8.32000	21.852
834	8.33000	25.279
835	8.34000	29.188
836	8.35000	33.458
837	8.36000	37.824
838	8.37000	42.103
839	8.38000	46.283
840	8.39000	50.285
841	8.40000	53.976
842	8.41000	57.679
843	8.42000	61.528
844	8.43000	65.178
845	8.44000	68.563
846	8.45000	71.865
847	8.46000	75.192
848	8.47000	78.442
849	8.48000	81.787
850	8.49000	85.248
851	8.50000	88.923
852	8.51000	92.712
853	8.52000	96.609
854	8.53000	100.717
855	8.54000	104.936
856	8.55000	109.194
857	8.56000	113.496
858	8.57000	117.770
859	8.58000	121.593
860	8.59000	125.235
861	8.60000	128.546
862	8.61000	130.814
863	8.62000	132.436
864	8.63000	133.616
865	8.64000	134.353
866	8.65000	134.870
867	8.66000	135.414
868	8.67000	135.885
869	8.68000	135.828
870	8.69000	135.801
871	8.70000	135.434
872	8.71000	134.629
873	8.72000	134.067
874	8.73000	133.389
875	8.74000	132.813
876	8.75000	132.745
877	8.76000	133.066
878	8.77000	133.598
879	8.78000	134.482
880	8.79000	135.793
881	8.80000	137.232
882	8.81000	138.495
883	8.82000	139.377
884	8.83000	139.356
885	8.84000	138.270
886	8.85000	136.410
887	8.86000	133.984
888	8.87000	131.346
889	8.88000	128.708
890	8.89000	125.793
891	8.90000	122.147
892	8.91000	117.283
893	8.92000	111.049
894	8.93000	103.599
895	8.94000	95.329
896	8.95000	87.079
897	8.96000	78.889
898	8.97000	72.184
899	8.98000	67.719
900	8.99000	63.727
901	9.00000	59.626
902	9.01000	55.385
903	9.02000	50.396
904	9.03000	44.710
905	9.04000	38.820
906	9.05000	32.589
907	9.06000	26.417
908	9.07000	22.018
909	9.08000	19.539
910	9.09000	17.410
911	9.10000	15.774
912	9.11000	15.430
913	9.12000	16.159
914	9.13000	15.962
915	9.14000	14.780
916	9.15000	13.873
917	9.16000	13.527
918	9.17000	13.836
919	9.18000	14.491
920	9.19000	15.250
921	9.20000	16.076
922	9.21000	17.419
923	9.22000	18.553
924	9.23000	17.714
925	9.24000	15.753
926	9.25000	14.128
927	9.26000	12.861
928	9.27000	12.024
929	9.28000	10.619
930	9.29000	7.693
931	9.30000	3.287
932	9.31000	-0.992
933	9.32000	-3.472
934	9.33000	-3.760
935	9.34000	-2.427
936	9.35000	0.276
937	9.36000	4.516
938	9.37000	9.389
939	9.38000	13.082
940	9.39000	14.051
941	9.40000	12.530
942	9.41000	10.353
943	9.42000	8.673
944	9.43000	7.270
945	9.44000	5.819
946	9.45000	4.615
947	9.46000	3.965
948	9.47000	4.039
949	9.48000	4.548
950	9.49000	4.796
951	9.50000	4.646
952	9.51000	4.113
953	9.52000	3.302
954	9.53000	2.322
955	9.54000	1.112
956	9.55000	-0.146
957	9.56000	-1.282
958	9.57000	-1.974
959	9.58000	-2.217
960	9.59000	-2.188
961	9.60000	-1.866
962	9.61000	-1.425
963	9.62000	-0.780
964	9.63000	0.099
965	9.64000	0.875
966	9.65000	1.542
967	9.66000	2.068
968	9.67000	2.340
969	9.68000	2.351
970	9.69000	2.080
971	9.70000	1.531
972	9.71000	0.821
973	9.72000	0.303
974	9.73000	0.027
975	9.74000	-0.145
976	9.75000	-0.129
977	9.76000	0.099
978	9.77000	0.487
979	9.78000	0.893
980	9.79000	1.037
981	9.80000	1.045
982	9.81000	1.000
983	9.82000	0.867
984	9.83000	0.607
985	9.84000	0.099
986	9.85000	-0.493
987	9.86000	-1.034
988	9.87000	-1.515
989	9.88000	-1.902
990	9.89000	-2.203
991	9.90000	-2.147
992	9.91000	-1.723
993	9.92000	-1.090
994	9.93000	-0.253
995	9.94000	0.378
996	9.95000	1.051
997	9.96000	1.766
998	9.97000	2.523
999	9.98000	3.323
1000	9.99000	0.000
