NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:19:44
DATA_INCLUDED	Angular Acceleration
DATA_TYPES	KR_Angular_Acceleration

Frame	Time	KR_Angular_Acceleration	
107	1.06000	27.924
108	1.07000	38.871
109	1.08000	39.202
110	1.09000	40.451
111	1.10000	-21.780
112	1.11000	19.382
113	1.12000	-32.770
114	1.13000	-59.011
115	1.14000	-20.548
116	1.15000	-60.139
117	1.16000	-9.506
118	1.17000	-4.548
119	1.18000	-1.460
120	1.19000	11.554
121	1.20000	30.835
122	1.21000	30.800
123	1.22000	17.243
124	1.23000	18.149
125	1.24000	17.239
126	1.25000	-14.338
127	1.26000	10.691
128	1.27000	12.562
129	1.28000	-4.871
130	1.29000	-0.445
131	1.30000	1.531
132	1.31000	-35.120
133	1.32000	6.100
134	1.33000	-42.902
135	1.34000	-33.305
136	1.35000	-31.674
137	1.36000	-11.400
138	1.37000	-10.608
139	1.38000	11.579
140	1.39000	13.530
141	1.40000	19.639
142	1.41000	28.278
143	1.42000	33.282
144	1.43000	-7.308
145	1.44000	-21.007
146	1.45000	1.054
147	1.46000	-39.356
148	1.47000	-43.011
149	1.48000	-27.940
150	1.49000	-68.122
151	1.50000	-92.232
152	1.51000	-114.767
153	1.52000	-46.557
154	1.53000	15.867
155	1.54000	-55.757
156	1.55000	-24.085
157	1.56000	-37.579
158	1.57000	8.760
159	1.58000	59.344
160	1.59000	52.114
161	1.60000	167.025
162	1.61000	-24.372
163	1.62000	48.839
164	1.63000	-159.661
165	1.64000	-165.926
166	1.65000	-28.992
167	1.66000	-31.653
168	1.67000	-80.265
169	1.68000	5.416
170	1.69000	65.420
171	1.70000	339.832
172	1.71000	-1114.174
173	1.72000	672.091
174	1.73000	401.812
175	1.74000	862.431
176	1.75000	386.321
177	1.76000	-1092.575
178	1.77000	317.691
179	1.78000	273.603
180	1.79000	44.102
181	1.80000	-132.819
182	1.81000	-898.073
183	1.82000	956.599
184	1.83000	133.237
185	1.84000	129.370
186	1.85000	-727.258
187	1.86000	-1327.702
188	1.87000	818.324
189	1.88000	-705.243
190	1.89000	-477.646
191	1.90000	-884.889
192	1.91000	-698.510
193	1.92000	-349.794
194	1.93000	-192.044
195	1.94000	153.605
196	1.95000	394.600
197	1.96000	596.978
198	1.97000	763.717
199	1.98000	-114.904
200	1.99000	158.754
201	2.00000	-385.461
202	2.01000	-157.224
203	2.02000	-36.165
204	2.03000	-181.774
205	2.04000	-52.283
206	2.05000	-103.398
207	2.06000	-95.260
208	2.07000	-100.329
209	2.08000	4.591
210	2.09000	-15.176
211	2.10000	-80.855
212	2.11000	-300.837
213	2.12000	-354.116
214	2.13000	-457.965
215	2.14000	-279.474
216	2.15000	-173.403
217	2.16000	-52.733
218	2.17000	78.828
219	2.18000	123.278
220	2.19000	17.067
221	2.20000	-162.070
222	2.21000	-196.966
223	2.22000	-75.979
224	2.23000	3.052
225	2.24000	105.133
226	2.25000	6.992
227	2.26000	-183.914
228	2.27000	-266.830
229	2.28000	-361.862
230	2.29000	-328.124
231	2.30000	-408.434
232	2.31000	-466.570
233	2.32000	-484.094
234	2.33000	-370.458
235	2.34000	-135.990
236	2.35000	-4.808
237	2.36000	-22.178
238	2.37000	-49.905
239	2.38000	-221.825
240	2.39000	-455.045
241	2.40000	-644.944
242	2.41000	-569.406
243	2.42000	-385.659
244	2.43000	-108.480
245	2.44000	160.889
246	2.45000	142.151
247	2.46000	-60.870
248	2.47000	-282.425
249	2.48000	-357.023
250	2.49000	-269.417
251	2.50000	-48.351
252	2.51000	170.533
253	2.52000	279.443
254	2.53000	235.045
255	2.54000	256.166
256	2.55000	-45.843
257	2.56000	-56.021
258	2.57000	50.885
259	2.58000	191.359
260	2.59000	194.800
261	2.60000	141.125
262	2.61000	57.241
263	2.62000	55.749
264	2.63000	127.512
265	2.64000	294.717
266	2.65000	146.097
267	2.66000	191.939
268	2.67000	176.956
269	2.68000	81.794
270	2.69000	-5.621
271	2.70000	8.002
272	2.71000	29.242
273	2.72000	13.720
274	2.73000	55.060
275	2.74000	112.367
276	2.75000	60.070
277	2.76000	60.525
278	2.77000	158.170
279	2.78000	170.968
280	2.79000	158.970
281	2.80000	196.180
282	2.81000	225.566
283	2.82000	163.067
284	2.83000	181.686
285	2.84000	181.010
286	2.85000	152.276
287	2.86000	169.139
288	2.87000	189.697
289	2.88000	157.450
290	2.89000	111.217
291	2.90000	173.265
292	2.91000	172.004
293	2.92000	144.223
294	2.93000	167.970
295	2.94000	120.157
296	2.95000	102.027
297	2.96000	94.578
298	2.97000	78.796
299	2.98000	94.742
300	2.99000	95.992
301	3.00000	206.767
302	3.01000	167.720
303	3.02000	118.571
304	3.03000	117.021
305	3.04000	106.073
306	3.05000	154.351
307	3.06000	219.082
308	3.07000	285.096
309	3.08000	407.979
310	3.09000	520.124
311	3.10000	662.647
312	3.11000	722.004
313	3.12000	763.178
314	3.13000	798.510
315	3.14000	747.236
316	3.15000	630.437
317	3.16000	395.740
318	3.17000	123.608
319	3.18000	-104.956
320	3.19000	-261.433
321	3.20000	-358.938
322	3.21000	-407.210
323	3.22000	-357.143
324	3.23000	-268.182
325	3.24000	-146.599
326	3.25000	-114.758
327	3.26000	-159.242
328	3.27000	-288.823
329	3.28000	-402.302
330	3.29000	-508.575
331	3.30000	-547.179
332	3.31000	-520.677
333	3.32000	-362.735
334	3.33000	-151.760
335	3.34000	106.546
336	3.35000	256.493
337	3.36000	343.534
338	3.37000	358.161
339	3.38000	364.974
340	3.39000	278.260
341	3.40000	213.731
342	3.41000	176.662
343	3.42000	132.237
344	3.43000	100.038
345	3.44000	72.488
346	3.45000	10.853
347	3.46000	-49.980
348	3.47000	-26.638
349	3.48000	-42.455
350	3.49000	-50.376
351	3.50000	-81.068
352	3.51000	-35.616
353	3.52000	-27.600
354	3.53000	16.900
355	3.54000	43.511
356	3.55000	98.520
357	3.56000	110.048
358	3.57000	129.013
359	3.58000	111.565
360	3.59000	94.852
361	3.60000	56.524
362	3.61000	47.700
363	3.62000	27.623
364	3.63000	22.205
365	3.64000	-37.286
366	3.65000	37.962
367	3.66000	-2.673
368	3.67000	-12.858
369	3.68000	-2.652
370	3.69000	-15.295
371	3.70000	6.669
372	3.71000	0.917
373	3.72000	5.069
374	3.73000	-32.251
375	3.74000	-56.591
376	3.75000	-37.560
377	3.76000	-83.857
378	3.77000	-79.381
379	3.78000	-68.518
380	3.79000	-57.784
381	3.80000	-4.362
382	3.81000	-4.783
383	3.82000	16.196
384	3.83000	4.704
385	3.84000	33.130
386	3.85000	23.231
387	3.86000	18.557
388	3.87000	31.822
389	3.88000	-35.321
390	3.89000	-17.035
391	3.90000	-38.765
392	3.91000	-59.107
393	3.92000	-35.006
394	3.93000	-4.660
395	3.94000	59.665
396	3.95000	121.663
397	3.96000	199.076
398	3.97000	240.022
399	3.98000	174.526
400	3.99000	211.412
401	4.00000	196.476
402	4.01000	193.116
403	4.02000	170.121
404	4.03000	78.636
405	4.04000	-11.662
406	4.05000	-88.842
407	4.06000	-64.135
408	4.07000	-102.312
409	4.08000	-101.273
410	4.09000	-55.218
411	4.10000	66.221
412	4.11000	123.252
413	4.12000	190.982
414	4.13000	164.582
415	4.14000	154.193
416	4.15000	183.569
417	4.16000	269.299
418	4.17000	263.549
419	4.18000	319.655
420	4.19000	239.846
421	4.20000	348.832
422	4.21000	296.884
423	4.22000	279.031
424	4.23000	233.243
425	4.24000	211.089
426	4.25000	244.934
427	4.26000	230.310
428	4.27000	254.756
429	4.28000	292.045
430	4.29000	232.045
431	4.30000	307.048
432	4.31000	307.946
433	4.32000	397.844
434	4.33000	295.716
435	4.34000	284.832
436	4.35000	274.684
437	4.36000	230.435
438	4.37000	239.835
439	4.38000	211.080
440	4.39000	166.029
441	4.40000	161.439
442	4.41000	221.580
443	4.42000	266.135
444	4.43000	166.063
445	4.44000	209.222
446	4.45000	191.712
447	4.46000	231.327
448	4.47000	230.085
449	4.48000	202.678
450	4.49000	190.561
451	4.50000	177.969
452	4.51000	162.786
453	4.52000	136.450
454	4.53000	103.403
455	4.54000	44.731
456	4.55000	-1.273
457	4.56000	-10.867
458	4.57000	4.182
459	4.58000	-30.185
460	4.59000	41.393
461	4.60000	98.585
462	4.61000	96.273
463	4.62000	78.264
464	4.63000	54.296
465	4.64000	60.299
466	4.65000	10.269
467	4.66000	0.797
468	4.67000	12.522
469	4.68000	-24.648
470	4.69000	32.186
471	4.70000	19.774
472	4.71000	12.378
473	4.72000	40.766
474	4.73000	38.494
475	4.74000	76.518
476	4.75000	41.516
477	4.76000	9.135
478	4.77000	3.162
479	4.78000	-72.158
480	4.79000	-126.390
481	4.80000	-235.904
482	4.81000	-266.965
483	4.82000	-317.214
484	4.83000	-351.980
485	4.84000	-320.093
486	4.85000	-366.152
487	4.86000	-433.484
488	4.87000	-453.447
489	4.88000	-513.471
490	4.89000	-533.183
491	4.90000	-725.678
492	4.91000	-358.962
493	4.92000	-297.337
494	4.93000	-303.758
495	4.94000	-301.111
496	4.95000	-335.316
497	4.96000	-264.102
498	4.97000	-630.195
499	4.98000	-619.556
500	4.99000	-637.936
501	5.00000	-602.836
502	5.01000	-198.306
503	5.02000	-230.197
504	5.03000	-271.319
505	5.04000	-269.893
506	5.05000	-261.861
507	5.06000	-251.085
508	5.07000	-474.712
509	5.08000	-240.105
510	5.09000	-132.479
511	5.10000	31.930
512	5.11000	150.710
513	5.12000	229.401
514	5.13000	176.366
515	5.14000	97.267
516	5.15000	-7.548
517	5.16000	-75.401
518	5.17000	-114.094
519	5.18000	-133.445
520	5.19000	-158.222
521	5.20000	-129.208
522	5.21000	-81.153
523	5.22000	-75.938
524	5.23000	-69.108
525	5.24000	-67.460
526	5.25000	-64.563
527	5.26000	-65.256
528	5.27000	-69.024
529	5.28000	-38.735
530	5.29000	-42.031
531	5.30000	-21.368
532	5.31000	21.320
533	5.32000	15.451
534	5.33000	17.807
535	5.34000	-31.408
536	5.35000	-16.761
537	5.36000	-9.101
538	5.37000	4.593
539	5.38000	49.311
540	5.39000	80.743
541	5.40000	62.373
542	5.41000	48.170
543	5.42000	-4.286
544	5.43000	-12.078
545	5.44000	-24.266
546	5.45000	-4.543
547	5.46000	19.722
548	5.47000	25.037
549	5.48000	41.303
550	5.49000	23.159
551	5.50000	-24.627
552	5.51000	-33.630
553	5.52000	-39.445
554	5.53000	-20.289
555	5.54000	-8.786
556	5.55000	6.519
557	5.56000	15.065
558	5.57000	-17.330
559	5.58000	-40.223
560	5.59000	-78.852
561	5.60000	-119.395
562	5.61000	-111.527
563	5.62000	-145.931
564	5.63000	-167.906
565	5.64000	-129.780
566	5.65000	-94.146
567	5.66000	-52.297
568	5.67000	29.431
569	5.68000	88.872
570	5.69000	102.085
571	5.70000	-42.830
572	5.71000	333.883
573	5.72000	245.204
574	5.73000	220.093
575	5.74000	179.924
576	5.75000	124.235
577	5.76000	105.497
578	5.77000	55.182
579	5.78000	-52.598
580	5.79000	-201.094
581	5.80000	-344.511
582	5.81000	-76.013
583	5.82000	-260.006
584	5.83000	-183.281
585	5.84000	-181.816
586	5.85000	-121.522
587	5.86000	-29.187
588	5.87000	-13.311
589	5.88000	-27.348
590	5.89000	-106.751
591	5.90000	-125.997
592	5.91000	-170.712
593	5.92000	-205.711
594	5.93000	-119.479
595	5.94000	-198.040
596	5.95000	-168.009
597	5.96000	3.599
598	5.97000	-307.573
599	5.98000	-208.813
600	5.99000	-203.248
601	6.00000	-56.412
602	6.01000	-179.625
603	6.02000	-284.418
604	6.03000	-314.822
605	6.04000	-241.083
606	6.05000	-244.198
607	6.06000	-118.930
608	6.07000	-507.783
609	6.08000	-434.639
610	6.09000	-684.912
611	6.10000	-665.586
612	6.11000	-657.173
613	6.12000	-363.135
614	6.13000	130.082
615	6.14000	370.147
616	6.15000	345.460
617	6.16000	316.559
618	6.17000	62.166
619	6.18000	-53.817
620	6.19000	-272.238
621	6.20000	-197.474
622	6.21000	-165.629
623	6.22000	-95.998
624	6.23000	-172.687
625	6.24000	-555.739
626	6.25000	-598.025
627	6.26000	-463.792
628	6.27000	-231.137
629	6.28000	58.209
630	6.29000	246.775
631	6.30000	330.238
632	6.31000	135.922
633	6.32000	-56.827
634	6.33000	-230.545
635	6.34000	-216.466
636	6.35000	-123.982
637	6.36000	-42.078
638	6.37000	-202.502
639	6.38000	-273.322
640	6.39000	-275.968
641	6.40000	-288.756
642	6.41000	-199.531
643	6.42000	-213.873
644	6.43000	-178.570
645	6.44000	-50.349
646	6.45000	-184.145
647	6.46000	-89.138
648	6.47000	-33.958
649	6.48000	-84.141
650	6.49000	47.533
651	6.50000	223.297
652	6.51000	266.037
653	6.52000	115.990
654	6.53000	62.316
655	6.54000	69.544
656	6.55000	-13.722
657	6.56000	158.245
658	6.57000	170.724
659	6.58000	11.227
660	6.59000	132.257
661	6.60000	181.230
662	6.61000	131.778
663	6.62000	176.298
664	6.63000	176.915
665	6.64000	176.137
666	6.65000	153.398
667	6.66000	138.848
668	6.67000	151.675
669	6.68000	149.168
670	6.69000	148.167
671	6.70000	144.782
672	6.71000	101.305
673	6.72000	78.770
674	6.73000	65.535
675	6.74000	123.832
676	6.75000	151.729
677	6.76000	177.361
678	6.77000	219.842
679	6.78000	205.315
680	6.79000	205.132
681	6.80000	216.114
682	6.81000	194.247
683	6.82000	169.618
684	6.83000	209.036
685	6.84000	255.261
686	6.85000	296.208
687	6.86000	258.258
688	6.87000	306.801
689	6.88000	253.747
690	6.89000	230.267
691	6.90000	214.681
692	6.91000	239.794
693	6.92000	254.567
694	6.93000	329.173
695	6.94000	418.523
696	6.95000	514.179
697	6.96000	591.760
698	6.97000	713.491
699	6.98000	673.075
700	6.99000	635.696
701	7.00000	531.250
702	7.01000	402.983
703	7.02000	204.525
704	7.03000	10.424
705	7.04000	-207.420
706	7.05000	-316.228
707	7.06000	-362.651
708	7.07000	-390.333
709	7.08000	-392.186
710	7.09000	-341.162
711	7.10000	-278.672
712	7.11000	-209.252
713	7.12000	-129.972
714	7.13000	-91.987
715	7.14000	-50.457
716	7.15000	20.485
717	7.16000	70.335
718	7.17000	107.725
719	7.18000	99.143
720	7.19000	92.016
721	7.20000	96.357
722	7.21000	48.747
723	7.22000	32.010
724	7.23000	-14.657
725	7.24000	9.032
726	7.25000	-2.768
727	7.26000	30.129
728	7.27000	45.139
729	7.28000	18.626
730	7.29000	21.025
731	7.30000	-12.966
732	7.31000	-40.152
733	7.32000	-57.210
734	7.33000	-69.910
735	7.34000	-40.343
736	7.35000	-31.479
737	7.36000	-0.532
738	7.37000	23.335
739	7.38000	60.869
740	7.39000	95.384
741	7.40000	81.506
742	7.41000	113.322
743	7.42000	109.633
744	7.43000	109.463
745	7.44000	107.753
746	7.45000	103.798
747	7.46000	76.102
748	7.47000	84.598
749	7.48000	101.186
750	7.49000	98.252
751	7.50000	28.131
752	7.51000	63.598
753	7.52000	46.936
754	7.53000	35.836
755	7.54000	10.588
756	7.55000	7.542
757	7.56000	-24.272
758	7.57000	13.248
759	7.58000	23.577
760	7.59000	7.847
761	7.60000	-25.609
762	7.61000	55.229
763	7.62000	68.208
764	7.63000	51.511
765	7.64000	55.265
766	7.65000	44.897
767	7.66000	-2.925
768	7.67000	-13.383
769	7.68000	-46.721
770	7.69000	-76.762
771	7.70000	-97.569
772	7.71000	-80.412
773	7.72000	-77.148
774	7.73000	-67.372
775	7.74000	-28.371
776	7.75000	1.888
777	7.76000	3.052
778	7.77000	-15.897
779	7.78000	-20.926
780	7.79000	-21.808
781	7.80000	-47.185
782	7.81000	-51.734
783	7.82000	-47.750
784	7.83000	5.826
785	7.84000	17.961
786	7.85000	76.912
787	7.86000	61.371
788	7.87000	70.731
789	7.88000	95.715
790	7.89000	78.408
791	7.90000	58.445
792	7.91000	56.016
793	7.92000	28.959
794	7.93000	6.641
795	7.94000	-29.328
796	7.95000	-13.141
797	7.96000	-22.706
798	7.97000	4.731
799	7.98000	24.035
800	7.99000	16.030
801	8.00000	10.548
802	8.01000	7.170
803	8.02000	-23.784
804	8.03000	-22.880
805	8.04000	-15.636
806	8.05000	-49.273
807	8.06000	-10.180
808	8.07000	13.397
809	8.08000	29.576
810	8.09000	49.943
811	8.10000	89.230
812	8.11000	65.791
813	8.12000	88.634
814	8.13000	99.864
815	8.14000	130.470
816	8.15000	143.573
817	8.16000	214.172
818	8.17000	189.413
819	8.18000	158.287
820	8.19000	159.164
821	8.20000	129.172
822	8.21000	24.599
823	8.22000	-26.490
824	8.23000	-69.598
825	8.24000	-53.902
826	8.25000	-32.862
827	8.26000	-47.803
828	8.27000	-51.526
829	8.28000	-5.924
830	8.29000	80.302
831	8.30000	108.356
832	8.31000	233.125
833	8.32000	309.221
834	8.33000	376.199
835	8.34000	405.628
836	8.35000	448.317
837	8.36000	424.793
838	8.37000	431.074
839	8.38000	404.866
840	8.39000	395.657
841	8.40000	342.494
842	8.41000	398.167
843	8.42000	371.493
844	8.43000	358.576
845	8.44000	318.393
846	8.45000	341.986
847	8.46000	323.465
848	8.47000	326.561
849	8.48000	342.402
850	8.49000	349.707
851	8.50000	385.300
852	8.51000	372.621
853	8.52000	406.734
854	8.53000	414.956
855	8.54000	428.712
856	8.55000	422.955
857	8.56000	437.468
858	8.57000	417.220
859	8.58000	347.384
860	8.59000	381.137
861	8.60000	281.049
862	8.61000	172.526
863	8.62000	151.956
864	8.63000	84.026
865	8.64000	63.353
866	8.65000	40.054
867	8.66000	68.651
868	8.67000	25.666
869	8.68000	-37.148
870	8.69000	31.673
871	8.70000	-104.912
872	8.71000	-56.106
873	8.72000	-56.447
874	8.73000	-79.053
875	8.74000	-36.156
876	8.75000	22.628
877	8.76000	41.523
878	8.77000	64.752
879	8.78000	112.192
880	8.79000	150.027
881	8.80000	137.711
882	8.81000	114.812
883	8.82000	61.755
884	8.83000	-66.084
885	8.84000	-151.077
886	8.85000	-220.945
887	8.86000	-264.278
888	8.87000	-263.285
889	8.88000	-264.381
890	8.89000	-318.469
891	8.90000	-410.888
892	8.91000	-561.842
893	8.92000	-685.043
894	8.93000	-804.785
895	8.94000	-849.379
896	8.95000	-800.614
897	8.96000	-837.222
898	8.97000	-503.829
899	8.98000	-389.189
900	8.99000	-409.315
901	9.00000	-410.786
902	9.01000	-437.488
903	9.02000	-560.245
904	9.03000	-576.896
905	9.04000	-601.085
906	9.05000	-645.201
907	9.06000	-589.163
908	9.07000	-290.580
909	9.08000	-205.270
910	9.09000	-220.509
911	9.10000	-106.714
912	9.11000	37.823
913	9.12000	108.073
914	9.13000	-147.484
915	9.14000	-88.889
916	9.15000	-92.611
917	9.16000	23.455
918	9.17000	38.290
919	9.18000	92.778
920	9.19000	59.022
921	9.20000	106.166
922	9.21000	162.445
923	9.22000	64.251
924	9.23000	-231.938
925	9.24000	-160.350
926	9.25000	-164.502
927	9.26000	-88.938
928	9.27000	-78.587
929	9.28000	-202.232
930	9.29000	-382.970
931	9.30000	-498.237
932	9.31000	-357.694
933	9.32000	-138.275
934	9.33000	80.770
935	9.34000	185.660
936	9.35000	355.036
937	9.36000	492.955
938	9.37000	481.656
939	9.38000	256.864
940	9.39000	-63.049
941	9.40000	-241.097
942	9.41000	-194.332
943	9.42000	-141.640
944	9.43000	-138.983
945	9.44000	-151.172
946	9.45000	-89.710
947	9.46000	-40.209
948	9.47000	55.077
949	9.48000	46.546
950	9.49000	3.147
951	9.50000	-33.076
952	9.51000	-73.508
953	9.52000	-88.812
954	9.53000	-107.090
955	9.54000	-135.062
956	9.55000	-116.493
957	9.56000	-110.646
958	9.57000	-27.688
959	9.58000	-20.945
960	9.59000	26.752
961	9.60000	37.526
962	9.61000	50.667
963	9.62000	78.442
964	9.63000	97.259
965	9.64000	57.989
966	9.65000	75.419
967	9.66000	29.699
968	9.67000	24.713
969	9.68000	-22.432
970	9.69000	-31.826
971	9.70000	-77.849
972	9.71000	-64.191
973	9.72000	-39.433
974	9.73000	-15.818
975	9.74000	-18.465
976	9.75000	21.517
977	9.76000	24.079
978	9.77000	53.684
979	9.78000	27.348
980	9.79000	1.506
981	9.80000	0.182
982	9.81000	-9.294
983	9.82000	-17.216
984	9.83000	-34.791
985	9.84000	-66.805
986	9.85000	-51.638
987	9.86000	-56.635
988	9.87000	-39.516
989	9.88000	-37.876
990	9.89000	-22.225
991	9.90000	33.278
992	9.91000	51.611
993	9.92000	74.988
994	9.93000	92.458
995	9.94000	89.725
996	9.95000	76.670
997	9.96000	53.295
998	9.97000	19.599
999	9.98000	-24.419
1000	9.99000	0.000
