NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:38:26
DATA_INCLUDED	Angular Velocity
DATA_TYPES	LL_Angular_Velocity

Frame	Time	LL_Angular_Velocity	
598	5.97000	20.157
599	5.98000	24.445
600	5.99000	28.425
601	6.00000	31.099
602	6.01000	31.840
603	6.02000	30.648
604	6.03000	27.923
605	6.04000	24.292
606	6.05000	20.282
607	6.06000	18.243
608	6.07000	20.960
609	6.08000	26.821
610	6.09000	33.028
611	6.10000	38.344
612	6.11000	41.671
613	6.12000	42.481
614	6.13000	41.278
615	6.14000	37.985
616	6.15000	33.165
617	6.16000	29.537
618	6.17000	30.432
619	6.18000	35.843
620	6.19000	43.272
621	6.20000	51.321
622	6.21000	58.550
623	6.22000	63.464
624	6.23000	65.521
625	6.24000	64.235
626	6.25000	59.644
627	6.26000	52.744
628	6.27000	45.000
629	6.28000	37.085
630	6.29000	28.872
631	6.30000	21.743
632	6.31000	17.169
633	6.32000	15.449
634	6.33000	16.317
635	6.34000	18.874
636	6.35000	22.420
637	6.36000	26.101
638	6.37000	28.217
639	6.38000	27.067
640	6.39000	23.320
641	6.40000	19.080
642	6.41000	16.117
643	6.42000	15.550
644	6.43000	16.972
645	6.44000	19.562
646	6.45000	22.877
647	6.46000	26.388
648	6.47000	29.029
649	6.48000	29.693
650	6.49000	28.598
651	6.50000	26.484
652	6.51000	24.071
653	6.52000	21.828
654	6.53000	19.560
655	6.54000	17.349
656	6.55000	15.273
657	6.56000	13.552
658	6.57000	12.295
659	6.58000	11.364
660	6.59000	10.570
661	6.60000	9.698
662	6.61000	8.677
663	6.62000	7.590
664	6.63000	6.605
665	6.64000	5.759
666	6.65000	4.887
667	6.66000	3.936
668	6.67000	2.908
669	6.68000	1.940
670	6.69000	0.995
671	6.70000	0.089
672	6.71000	-0.657
673	6.72000	-1.145
674	6.73000	-1.351
675	6.74000	-1.470
676	6.75000	-1.707
677	6.76000	-2.153
678	6.77000	-2.670
679	6.78000	-3.254
680	6.79000	-3.990
681	6.80000	-4.621
682	6.81000	-5.036
683	6.82000	-5.212
684	6.83000	-5.036
685	6.84000	-4.671
686	6.85000	-4.144
687	6.86000	-3.289
688	6.87000	-2.254
689	6.88000	-1.413
690	6.89000	-0.890
691	6.90000	-0.542
692	6.91000	-0.509
693	6.92000	-0.714
694	6.93000	-1.273
695	6.94000	-2.362
696	6.95000	-3.334
697	6.96000	-3.870
698	6.97000	-3.929
699	6.98000	-3.541
700	6.99000	-2.894
701	7.00000	-2.008
702	7.01000	-1.175
703	7.02000	-0.679
704	7.03000	-0.775
705	7.04000	-1.387
706	7.05000	-2.076
707	7.06000	-2.648
708	7.07000	-2.819
709	7.08000	-2.459
710	7.09000	-1.721
711	7.10000	-0.661
712	7.11000	0.492
713	7.12000	1.483
714	7.13000	2.430
715	7.14000	3.208
716	7.15000	3.664
717	7.16000	4.005
718	7.17000	4.298
719	7.18000	4.693
720	7.19000	4.823
721	7.20000	4.393
722	7.21000	3.367
723	7.22000	1.459
724	7.23000	-1.344
725	7.24000	-5.258
726	7.25000	-10.668
727	7.26000	-17.341
728	7.27000	-24.337
729	7.28000	-30.536
730	7.29000	-34.517
731	7.30000	-34.983
732	7.31000	-30.979
733	7.32000	-22.386
734	7.33000	-10.095
735	7.34000	4.877
736	7.35000	21.685
737	7.36000	39.755
738	7.37000	57.789
739	7.38000	74.076
740	7.39000	87.441
741	7.40000	95.919
742	7.41000	96.767
743	7.42000	87.561
744	7.43000	68.366
745	7.44000	42.817
746	7.45000	15.478
747	7.46000	-10.132
748	7.47000	-31.143
749	7.48000	-45.444
750	7.49000	-52.164
751	7.50000	-51.991
752	7.51000	-48.197
753	7.52000	-44.246
754	7.53000	-41.110
755	7.54000	-37.511
756	7.55000	-33.559
757	7.56000	-30.685
758	7.57000	-28.437
759	7.58000	-26.581
760	7.59000	-24.580
761	7.60000	-21.456
762	7.61000	-18.351
763	7.62000	-18.004
764	7.63000	-19.809
765	7.64000	-21.482
766	7.65000	-23.854
767	7.66000	-27.429
768	7.67000	-31.130
769	7.68000	-33.875
770	7.69000	-34.493
771	7.70000	-32.455
772	7.71000	-28.061
773	7.72000	-23.484
774	7.73000	-19.805
775	7.74000	-17.578
776	7.75000	-18.054
777	7.76000	-20.569
778	7.77000	-23.955
779	7.78000	-27.155
780	7.79000	-29.060
781	7.80000	-28.123
782	7.81000	-23.865
783	7.82000	-18.587
784	7.83000	-14.304
785	7.84000	-10.664
786	7.85000	-7.552
787	7.86000	-4.986
788	7.87000	-3.125
789	7.88000	-2.266
790	7.89000	-1.014
791	7.90000	3.380
792	7.91000	10.398
793	7.92000	14.915
794	7.93000	13.114
795	7.94000	5.717
796	7.95000	-4.709
797	7.96000	-15.435
798	7.97000	-23.721
799	7.98000	-27.221
800	7.99000	-26.244
801	8.00000	-22.747
802	8.01000	-19.186
803	8.02000	-19.275
804	8.03000	-24.254
805	8.04000	-31.364
806	8.05000	-37.036
807	8.06000	-39.431
808	8.07000	-37.701
809	8.08000	-32.209
810	8.09000	-26.403
811	8.10000	-22.006
812	8.11000	-15.852
813	8.12000	-5.266
814	8.13000	8.209
815	8.14000	21.051
816	8.15000	31.222
817	8.16000	37.507
818	8.17000	39.497
819	8.18000	37.415
820	8.19000	31.437
821	8.20000	24.082
822	8.21000	19.822
823	8.22000	20.923
824	8.23000	25.112
825	8.24000	29.336
826	8.25000	31.451
827	8.26000	30.029
828	8.27000	25.660
829	8.28000	18.691
830	8.29000	7.469
831	8.30000	-9.040
832	8.31000	-28.557
833	8.32000	-47.608
834	8.33000	-64.059
835	8.34000	-76.996
836	8.35000	-87.375
837	8.36000	-95.254
838	8.37000	-99.886
839	8.38000	-99.979
840	8.39000	-98.586
841	8.40000	-98.786
842	8.41000	-93.253
843	8.42000	-92.410
844	8.43000	-110.323
845	8.44000	-135.460
846	8.45000	-147.670
847	8.46000	-129.236
848	8.47000	-88.256
849	8.48000	-45.092
850	8.49000	-8.527
851	8.50000	20.897
852	8.51000	45.942
853	8.52000	49.892
854	8.53000	26.147
855	8.54000	-3.894
856	8.55000	-19.645
857	8.56000	-12.561
858	8.57000	1.652
859	8.58000	7.170
860	8.59000	6.215
861	8.60000	3.542
862	8.61000	3.128
863	8.62000	4.973
864	8.63000	6.127
865	8.64000	5.762
866	8.65000	4.834
867	8.66000	4.406
868	8.67000	4.959
869	8.68000	5.755
870	8.69000	6.276
871	8.70000	7.002
872	8.71000	8.580
873	8.72000	11.172
874	8.73000	14.507
875	8.74000	18.126
876	8.75000	21.720
877	8.76000	25.463
878	8.77000	29.157
879	8.78000	32.827
880	8.79000	35.534
881	8.80000	36.185
882	8.81000	34.804
883	8.82000	32.378
884	8.83000	30.549
885	8.84000	28.955
886	8.85000	27.106
887	8.86000	26.424
888	8.87000	27.810
889	8.88000	32.416
890	8.89000	39.593
891	8.90000	46.340
892	8.91000	50.664
893	8.92000	52.425
894	8.93000	52.235
895	8.94000	49.607
896	8.95000	44.800
897	8.96000	39.319
898	8.97000	33.917
899	8.98000	29.790
900	8.99000	27.167
901	9.00000	24.713
902	9.01000	22.060
903	9.02000	19.727
904	9.03000	18.024
905	9.04000	16.774
906	9.05000	15.820
907	9.06000	14.496
908	9.07000	12.819
909	9.08000	11.254
910	9.09000	10.435
911	9.10000	11.009
912	9.11000	12.767
913	9.12000	15.350
914	9.13000	17.870
915	9.14000	19.398
916	9.15000	20.147
917	9.16000	20.273
918	9.17000	20.084
919	9.18000	20.192
920	9.19000	21.401
921	9.20000	25.197
922	9.21000	31.708
923	9.22000	40.222
924	9.23000	51.153
925	9.24000	63.680
926	9.25000	75.963
927	9.26000	86.582
928	9.27000	92.501
929	9.28000	88.573
930	9.29000	72.567
931	9.30000	48.459
932	9.31000	21.131
933	9.32000	-5.535
934	9.33000	-27.436
935	9.34000	-41.588
936	9.35000	-45.654
937	9.36000	-38.794
938	9.37000	-25.494
939	9.38000	-13.445
940	9.39000	-6.340
941	9.40000	-3.503
942	9.41000	-1.977
943	9.42000	-2.431
944	9.43000	-5.052
945	9.44000	-7.563
946	9.45000	-10.115
947	9.46000	-12.088
948	9.47000	-14.283
949	9.48000	-17.904
950	9.49000	-22.542
951	9.50000	-26.966
952	9.51000	-29.179
953	9.52000	-29.773
954	9.53000	-27.934
955	9.54000	-23.554
956	9.55000	-18.820
957	9.56000	-12.852
958	9.57000	-5.759
959	9.58000	0.815
960	9.59000	5.403
961	9.60000	7.237
962	9.61000	5.998
963	9.62000	2.689
964	9.63000	-0.883
965	9.64000	-3.364
966	9.65000	-4.157
967	9.66000	-2.586
968	9.67000	0.337
969	9.68000	2.711
970	9.69000	3.930
971	9.70000	3.997
972	9.71000	3.244
973	9.72000	1.984
974	9.73000	0.612
975	9.74000	-0.126
976	9.75000	0.587
977	9.76000	2.567
978	9.77000	4.236
979	9.78000	5.072
980	9.79000	5.394
981	9.80000	4.858
982	9.81000	3.251
983	9.82000	0.352
984	9.83000	-3.817
985	9.84000	-8.477
986	9.85000	-12.281
987	9.86000	-14.701
988	9.87000	-15.817
989	9.88000	-15.457
990	9.89000	-13.404
991	9.90000	-9.851
992	9.91000	-5.142
993	9.92000	-0.141
994	9.93000	4.030
995	9.94000	6.219
996	9.95000	7.470
997	9.96000	7.783
998	9.97000	7.159
999	9.98000	5.596
1000	9.99000	0.000
