NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:39:53
DATA_INCLUDED	Angular Acceleration
DATA_TYPES	HR_Angular_Acceleration

Frame	Time	HR_Angular_Acceleration	
244	2.43000	-855.212
245	2.44000	-1011.685
246	2.45000	-771.998
247	2.46000	-756.476
248	2.47000	-643.268
249	2.48000	-442.966
250	2.49000	-315.832
251	2.50000	-167.640
252	2.51000	-176.794
253	2.52000	-398.582
254	2.53000	-279.396
255	2.54000	-320.385
256	2.55000	-222.462
257	2.56000	-201.809
258	2.57000	-170.981
259	2.58000	-194.229
260	2.59000	-181.296
261	2.60000	-115.783
262	2.61000	-73.074
263	2.62000	-6.649
264	2.63000	93.417
265	2.64000	65.562
266	2.65000	125.661
267	2.66000	131.489
268	2.67000	144.630
269	2.68000	49.100
270	2.69000	29.734
271	2.70000	-47.008
272	2.71000	-96.415
273	2.72000	-186.817
274	2.73000	-177.851
275	2.74000	-214.646
276	2.75000	-153.993
277	2.76000	-60.504
278	2.77000	86.197
279	2.78000	276.241
280	2.79000	373.301
281	2.80000	408.161
282	2.81000	390.211
283	2.82000	333.871
284	2.83000	309.760
285	2.84000	140.605
286	2.85000	89.339
287	2.86000	-71.888
288	2.87000	-190.274
289	2.88000	-227.355
290	2.89000	-301.531
291	2.90000	-429.839
292	2.91000	-402.825
293	2.92000	-400.260
294	2.93000	-330.243
295	2.94000	-338.634
296	2.95000	-145.823
297	2.96000	-82.166
298	2.97000	-64.891
299	2.98000	112.241
300	2.99000	277.343
301	3.00000	349.623
302	3.01000	458.093
303	3.02000	433.137
304	3.03000	354.907
305	3.04000	220.819
306	3.05000	296.187
307	3.06000	207.803
308	3.07000	82.511
309	3.08000	153.113
310	3.09000	191.530
311	3.10000	218.566
312	3.11000	179.950
313	3.12000	126.493
314	3.13000	-40.751
315	3.14000	-143.619
316	3.15000	-127.861
317	3.16000	-202.074
318	3.17000	-168.989
319	3.18000	-59.684
320	3.19000	50.965
321	3.20000	206.948
322	3.21000	330.120
323	3.22000	365.241
324	3.23000	379.135
325	3.24000	305.157
326	3.25000	210.924
327	3.26000	106.129
328	3.27000	54.898
329	3.28000	21.427
330	3.29000	-42.124
331	3.30000	-66.075
332	3.31000	-74.457
333	3.32000	-72.113
334	3.33000	9.064
335	3.34000	21.057
336	3.35000	64.125
337	3.36000	120.643
338	3.37000	150.232
339	3.38000	140.058
340	3.39000	111.592
341	3.40000	72.135
342	3.41000	68.442
343	3.42000	55.582
344	3.43000	159.930
345	3.44000	171.864
346	3.45000	206.189
347	3.46000	194.394
348	3.47000	138.668
349	3.48000	72.281
350	3.49000	34.440
351	3.50000	-34.789
352	3.51000	-78.225
353	3.52000	-135.767
354	3.53000	-71.020
355	3.54000	-61.961
356	3.55000	20.587
357	3.56000	94.938
358	3.57000	160.061
359	3.58000	216.676
360	3.59000	244.176
361	3.60000	207.584
362	3.61000	141.679
363	3.62000	48.129
364	3.63000	-71.266
365	3.64000	-143.864
366	3.65000	-238.693
367	3.66000	-277.432
368	3.67000	-224.267
369	3.68000	-174.834
370	3.69000	-86.504
371	3.70000	22.301
372	3.71000	116.722
373	3.72000	175.216
374	3.73000	204.534
375	3.74000	210.037
376	3.75000	181.953
377	3.76000	186.228
378	3.77000	239.158
379	3.78000	237.081
380	3.79000	249.309
381	3.80000	200.419
382	3.81000	203.753
383	3.82000	162.835
384	3.83000	146.856
385	3.84000	140.806
386	3.85000	132.721
387	3.86000	142.038
388	3.87000	190.355
389	3.88000	80.186
390	3.89000	128.001
391	3.90000	36.671
392	3.91000	55.335
393	3.92000	44.132
394	3.93000	78.191
395	3.94000	115.648
396	3.95000	166.570
397	3.96000	127.591
398	3.97000	133.867
399	3.98000	30.008
400	3.99000	75.012
401	4.00000	69.729
402	4.01000	126.723
403	4.02000	199.232
404	4.03000	226.449
405	4.04000	151.009
406	4.05000	69.351
407	4.06000	-90.316
408	4.07000	-186.071
409	4.08000	-353.612
410	4.09000	-413.434
411	4.10000	-352.635
412	4.11000	-363.013
413	4.12000	-394.003
414	4.13000	-468.177
415	4.14000	-473.237
416	4.15000	-349.427
417	4.16000	-128.857
418	4.17000	37.405
419	4.18000	131.459
420	4.19000	281.733
421	4.20000	351.284
422	4.21000	273.198
423	4.22000	58.537
424	4.23000	-109.174
425	4.24000	-176.587
426	4.25000	-185.338
427	4.26000	-126.091
428	4.27000	-88.253
429	4.28000	-46.412
430	4.29000	34.021
431	4.30000	80.912
432	4.31000	113.371
433	4.32000	97.158
434	4.33000	123.490
435	4.34000	132.613
436	4.35000	98.351
437	4.36000	152.495
438	4.37000	203.769
439	4.38000	260.007
440	4.39000	238.197
441	4.40000	212.850
442	4.41000	204.466
443	4.42000	140.408
444	4.43000	44.337
445	4.44000	-9.119
446	4.45000	-114.506
447	4.46000	-71.877
448	4.47000	-53.418
449	4.48000	-28.238
450	4.49000	-45.001
451	4.50000	-16.237
452	4.51000	-5.683
453	4.52000	-6.133
454	4.53000	-14.603
455	4.54000	12.989
456	4.55000	-8.929
457	4.56000	42.381
458	4.57000	26.192
459	4.58000	18.901
460	4.59000	-33.179
461	4.60000	-38.426
462	4.61000	-102.907
463	4.62000	-119.912
464	4.63000	-154.083
465	4.64000	-106.089
466	4.65000	-65.099
467	4.66000	-11.421
468	4.67000	48.547
469	4.68000	78.542
470	4.69000	38.695
471	4.70000	102.411
472	4.71000	22.848
473	4.72000	27.886
474	4.73000	3.781
475	4.74000	38.236
476	4.75000	44.352
477	4.76000	52.500
478	4.77000	101.958
479	4.78000	190.834
480	4.79000	194.087
481	4.80000	251.616
482	4.81000	161.417
483	4.82000	132.179
484	4.83000	38.418
485	4.84000	-68.206
486	4.85000	-164.910
487	4.86000	-191.209
488	4.87000	-196.975
489	4.88000	-112.907
490	4.89000	-123.916
491	4.90000	-58.859
492	4.91000	-32.532
493	4.92000	12.932
494	4.93000	29.624
495	4.94000	41.192
496	4.95000	-0.805
497	4.96000	18.553
498	4.97000	-29.714
499	4.98000	-79.056
500	4.99000	-143.224
501	5.00000	-151.304
502	5.01000	-156.321
503	5.02000	-145.787
504	5.03000	-109.109
505	5.04000	-84.704
506	5.05000	-113.443
507	5.06000	-97.477
508	5.07000	-128.348
509	5.08000	-178.403
510	5.09000	-244.424
511	5.10000	-282.579
512	5.11000	-337.857
513	5.12000	-363.328
514	5.13000	-356.752
515	5.14000	-385.887
516	5.15000	-358.141
517	5.16000	-294.358
518	5.17000	-230.611
519	5.18000	-136.121
520	5.19000	-54.939
521	5.20000	33.229
522	5.21000	113.533
523	5.22000	215.047
524	5.23000	304.557
525	5.24000	362.282
526	5.25000	481.162
527	5.26000	617.661
528	5.27000	690.069
529	5.28000	799.840
530	5.29000	841.525
531	5.30000	861.379
532	5.31000	878.501
533	5.32000	811.148
534	5.33000	718.668
535	5.34000	558.136
536	5.35000	434.666
537	5.36000	304.924
538	5.37000	177.470
539	5.38000	96.990
540	5.39000	11.214
541	5.40000	-10.351
542	5.41000	-54.595
543	5.42000	-92.626
544	5.43000	-88.001
545	5.44000	-143.215
546	5.45000	-153.782
547	5.46000	-195.437
548	5.47000	-192.560
549	5.48000	-238.035
550	5.49000	-265.344
551	5.50000	-258.280
552	5.51000	-264.266
553	5.52000	-155.229
554	5.53000	-37.260
555	5.54000	43.737
556	5.55000	119.193
557	5.56000	175.658
558	5.57000	221.522
559	5.58000	208.543
560	5.59000	175.054
561	5.60000	150.837
562	5.61000	155.256
563	5.62000	192.614
564	5.63000	195.964
565	5.64000	158.813
566	5.65000	70.921
567	5.66000	-14.552
568	5.67000	-122.695
569	5.68000	-300.284
570	5.69000	-467.507
571	5.70000	-560.939
572	5.71000	-556.784
573	5.72000	-435.486
574	5.73000	-194.432
575	5.74000	93.627
576	5.75000	368.704
577	5.76000	584.581
578	5.77000	665.405
579	5.78000	615.793
580	5.79000	503.274
581	5.80000	401.401
582	5.81000	269.748
583	5.82000	171.399
584	5.83000	166.177
585	5.84000	227.709
586	5.85000	330.666
587	5.86000	473.312
588	5.87000	653.231
589	5.88000	831.361
590	5.89000	1018.244
591	5.90000	1157.388
592	5.91000	1181.781
593	5.92000	1103.105
594	5.93000	1056.517
595	5.94000	944.939
596	5.95000	872.698
597	5.96000	944.222
598	5.97000	839.264
599	5.98000	721.570
600	5.99000	583.068
601	6.00000	420.520
602	6.01000	254.320
603	6.02000	186.393
604	6.03000	233.591
605	6.04000	384.055
606	6.05000	647.585
607	6.06000	719.096
608	6.07000	133.787
609	6.08000	-495.234
610	6.09000	-1200.418
611	6.10000	-2002.033
612	6.11000	-2978.523
613	6.12000	-3638.500
614	6.13000	-3639.690
615	6.14000	-2698.679
616	6.15000	-1311.478
617	6.16000	9.680
618	6.17000	1036.581
619	6.18000	1884.325
620	6.19000	2251.113
621	6.20000	1888.616
622	6.21000	995.622
623	6.22000	-62.508
624	6.23000	-810.117
625	6.24000	-1090.126
626	6.25000	-1155.774
627	6.26000	-1088.855
628	6.27000	-977.205
629	6.28000	-774.147
630	6.29000	-530.491
631	6.30000	-260.048
632	6.31000	24.471
633	6.32000	68.339
634	6.33000	158.357
635	6.34000	223.406
636	6.35000	235.126
637	6.36000	231.945
638	6.37000	-249.548
639	6.38000	-281.967
640	6.39000	-308.702
641	6.40000	-289.316
642	6.41000	-292.352
643	6.42000	-356.484
644	6.43000	-281.445
645	6.44000	-244.899
646	6.45000	-224.291
647	6.46000	-255.183
648	6.47000	-522.628
649	6.48000	-366.241
650	6.49000	-347.415
651	6.50000	-298.782
652	6.51000	-216.659
653	6.52000	-167.951
654	6.53000	-75.203
655	6.54000	-93.301
656	6.55000	-58.115
657	6.56000	-104.063
658	6.57000	-52.454
659	6.58000	-59.579
660	6.59000	-63.260
661	6.60000	-58.120
662	6.61000	-61.323
663	6.62000	-78.257
664	6.63000	-42.010
665	6.64000	-46.969
666	6.65000	1.493
667	6.66000	-12.226
668	6.67000	50.736
669	6.68000	54.223
670	6.69000	48.303
671	6.70000	23.497
672	6.71000	-25.192
673	6.72000	-75.928
674	6.73000	-76.468
675	6.74000	-107.049
676	6.75000	-112.550
677	6.76000	-54.774
678	6.77000	9.871
679	6.78000	60.133
680	6.79000	89.564
681	6.80000	56.024
682	6.81000	24.511
683	6.82000	-60.668
684	6.83000	-114.074
685	6.84000	-173.292
686	6.85000	-198.583
687	6.86000	-164.010
688	6.87000	-91.851
689	6.88000	-52.403
690	6.89000	-43.172
691	6.90000	-8.220
692	6.91000	22.024
693	6.92000	17.660
694	6.93000	43.249
695	6.94000	26.705
696	6.95000	-19.493
697	6.96000	-73.094
698	6.97000	-94.838
699	6.98000	-138.870
700	6.99000	-133.648
701	7.00000	-57.123
702	7.01000	-40.311
703	7.02000	33.037
704	7.03000	73.648
705	7.04000	36.022
706	7.05000	-0.854
707	7.06000	-144.454
708	7.07000	-234.914
709	7.08000	-292.868
710	7.09000	-251.369
711	7.10000	-164.728
712	7.11000	-112.368
713	7.12000	12.512
714	7.13000	24.918
715	7.14000	20.178
716	7.15000	35.883
717	7.16000	-36.783
718	7.17000	-41.068
719	7.18000	-53.711
720	7.19000	-32.778
721	7.20000	6.753
722	7.21000	69.976
723	7.22000	136.800
724	7.23000	154.638
725	7.24000	139.290
726	7.25000	163.430
727	7.26000	174.188
728	7.27000	203.094
729	7.28000	188.455
730	7.29000	76.995
731	7.30000	-52.493
732	7.31000	-71.321
733	7.32000	-121.226
734	7.33000	-205.760
735	7.34000	-237.327
736	7.35000	-254.510
737	7.36000	-255.952
738	7.37000	-190.259
739	7.38000	-121.503
740	7.39000	-104.366
741	7.40000	-93.213
742	7.41000	33.321
743	7.42000	40.286
744	7.43000	40.129
745	7.44000	139.554
746	7.45000	106.688
747	7.46000	179.210
748	7.47000	194.194
749	7.48000	159.459
750	7.49000	26.138
751	7.50000	-140.345
752	7.51000	-240.910
753	7.52000	-385.956
754	7.53000	-406.099
755	7.54000	-417.737
756	7.55000	-135.297
757	7.56000	-16.826
758	7.57000	-4.252
759	7.58000	-54.736
760	7.59000	-144.122
761	7.60000	-188.438
762	7.61000	-241.578
763	7.62000	-327.398
764	7.63000	-357.152
765	7.64000	-345.446
766	7.65000	-87.237
767	7.66000	-159.537
768	7.67000	-101.553
769	7.68000	-139.191
770	7.69000	-200.590
771	7.70000	-273.020
772	7.71000	-291.097
773	7.72000	-133.298
774	7.73000	-32.844
775	7.74000	41.825
776	7.75000	-23.628
777	7.76000	-126.825
778	7.77000	-191.154
779	7.78000	-268.329
780	7.79000	-367.693
781	7.80000	-386.991
782	7.81000	-305.587
783	7.82000	-121.721
784	7.83000	-15.270
785	7.84000	89.685
786	7.85000	32.277
787	7.86000	-61.188
788	7.87000	-182.891
789	7.88000	-173.858
790	7.89000	-166.911
791	7.90000	-50.464
792	7.91000	-9.725
793	7.92000	-27.184
794	7.93000	52.045
795	7.94000	145.441
796	7.95000	189.470
797	7.96000	114.406
798	7.97000	-27.926
799	7.98000	-69.337
800	7.99000	-97.696
801	8.00000	-9.725
802	8.01000	-83.269
803	8.02000	-196.929
804	8.03000	-252.656
805	8.04000	-252.646
806	8.05000	-17.034
807	8.06000	125.980
808	8.07000	309.232
809	8.08000	432.445
810	8.09000	507.611
811	8.10000	519.393
812	8.11000	443.020
813	8.12000	321.640
814	8.13000	181.306
815	8.14000	34.630
816	8.15000	15.326
817	8.16000	37.577
818	8.17000	48.428
819	8.18000	30.820
820	8.19000	138.865
821	8.20000	251.990
822	8.21000	494.345
823	8.22000	728.584
824	8.23000	988.253
825	8.24000	1116.713
826	8.25000	1127.353
827	8.26000	1123.091
828	8.27000	925.490
829	8.28000	677.376
830	8.29000	500.510
831	8.30000	335.252
832	8.31000	228.363
833	8.32000	257.457
834	8.33000	323.134
835	8.34000	413.249
836	8.35000	422.947
837	8.36000	373.292
838	8.37000	338.948
839	8.38000	210.532
840	8.39000	97.605
841	8.40000	45.889
842	8.41000	-32.806
843	8.42000	-34.022
844	8.43000	-99.584
845	8.44000	-90.249
846	8.45000	-204.121
847	8.46000	-561.791
848	8.47000	-789.758
849	8.48000	-930.107
850	8.49000	-864.449
851	8.50000	-641.833
852	8.51000	-329.742
853	8.52000	6.189
854	8.53000	324.249
855	8.54000	559.455
856	8.55000	582.580
857	8.56000	428.639
858	8.57000	407.249
859	8.58000	461.276
860	8.59000	537.113
861	8.60000	713.396
862	8.61000	917.708
863	8.62000	1129.899
864	8.63000	1262.428
865	8.64000	1210.971
866	8.65000	1083.911
867	8.66000	894.846
868	8.67000	605.563
869	8.68000	309.669
870	8.69000	5.850
871	8.70000	-118.268
872	8.71000	-241.452
873	8.72000	-253.057
874	8.73000	-240.401
875	8.74000	-253.882
876	8.75000	-244.594
877	8.76000	-349.770
878	8.77000	-448.878
879	8.78000	-561.317
880	8.79000	-630.595
881	8.80000	-655.940
882	8.81000	-676.058
883	8.82000	-591.905
884	8.83000	-586.378
885	8.84000	-429.444
886	8.85000	-349.750
887	8.86000	-348.019
888	8.87000	-273.506
889	8.88000	-310.896
890	8.89000	-266.841
891	8.90000	-192.262
892	8.91000	-143.568
893	8.92000	-31.530
894	8.93000	-75.974
895	8.94000	69.979
896	8.95000	30.839
897	8.96000	-6.566
898	8.97000	-99.939
899	8.98000	-211.698
900	8.99000	-323.730
901	9.00000	-495.608
902	9.01000	-700.477
903	9.02000	-668.302
904	9.03000	-642.597
905	9.04000	-445.764
906	9.05000	-277.834
907	9.06000	21.391
908	9.07000	192.734
909	9.08000	452.521
910	9.09000	566.842
911	9.10000	495.926
912	9.11000	357.120
913	9.12000	357.263
914	9.13000	241.990
915	9.14000	171.195
916	9.15000	99.056
917	9.16000	-37.354
918	9.17000	-149.064
919	9.18000	-209.125
920	9.19000	-264.544
921	9.20000	-306.419
922	9.21000	-417.792
923	9.22000	-358.492
924	9.23000	-341.046
925	9.24000	-280.727
926	9.25000	-168.050
927	9.26000	-189.665
928	9.27000	-38.343
929	9.28000	-29.322
930	9.29000	20.118
931	9.30000	89.172
932	9.31000	68.188
933	9.32000	119.132
934	9.33000	50.534
935	9.34000	-36.029
936	9.35000	120.201
937	9.36000	7.780
938	9.37000	-84.783
939	9.38000	-201.768
940	9.39000	-311.214
941	9.40000	-333.225
942	9.41000	-369.063
943	9.42000	-337.479
944	9.43000	-482.907
945	9.44000	-391.203
946	9.45000	-136.306
947	9.46000	-143.425
948	9.47000	-137.914
949	9.48000	-103.804
950	9.49000	-194.570
951	9.50000	-0.180
952	9.51000	-50.905
953	9.52000	-114.191
954	9.53000	-303.348
955	9.54000	-210.333
956	9.55000	-164.491
957	9.56000	-111.448
958	9.57000	-93.411
959	9.58000	-61.462
960	9.59000	-1.845
961	9.60000	250.633
962	9.61000	174.492
963	9.62000	215.201
964	9.63000	259.018
965	9.64000	302.347
966	9.65000	228.366
967	9.66000	95.926
968	9.67000	-92.358
969	9.68000	-267.936
970	9.69000	-332.087
971	9.70000	-363.266
972	9.71000	-384.492
973	9.72000	-371.570
974	9.73000	-296.676
975	9.74000	-197.193
976	9.75000	-84.909
977	9.76000	34.499
978	9.77000	143.364
979	9.78000	233.169
980	9.79000	217.577
981	9.80000	107.396
982	9.81000	-113.755
983	9.82000	-415.160
984	9.83000	-538.185
985	9.84000	-499.298
986	9.85000	-439.354
987	9.86000	-368.869
988	9.87000	-265.738
989	9.88000	-141.515
990	9.89000	-37.693
991	9.90000	-33.527
992	9.91000	-35.712
993	9.92000	-23.251
994	9.93000	63.022
995	9.94000	42.314
996	9.95000	-9.683
997	9.96000	-92.968
998	9.97000	-207.541
999	9.98000	-353.402
1000	9.99000	0.000
