NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:28:28
DATA_INCLUDED	Angular Velocity
DATA_TYPES	LL_Angular_Velocity

Frame	Time	LL_Angular_Velocity	
160	1.59000	-25.106
161	1.60000	-22.595
162	1.61000	-20.195
163	1.62000	-18.540
164	1.63000	-18.100
165	1.64000	-19.044
166	1.65000	-20.387
167	1.66000	-21.648
168	1.67000	-23.567
169	1.68000	-26.370
170	1.69000	-29.536
171	1.70000	-32.010
172	1.71000	-33.015
173	1.72000	-33.322
174	1.73000	-33.698
175	1.74000	-33.938
176	1.75000	-33.557
177	1.76000	-33.234
178	1.77000	-33.787
179	1.78000	-34.251
180	1.79000	-36.789
181	1.80000	-39.235
182	1.81000	-38.683
183	1.82000	-38.269
184	1.83000	-38.646
185	1.84000	-39.470
186	1.85000	-40.173
187	1.86000	-40.629
188	1.87000	-41.243
189	1.88000	-41.513
190	1.89000	-42.434
191	1.90000	-40.707
192	1.91000	-35.731
193	1.92000	-31.302
194	1.93000	-27.057
195	1.94000	-23.419
196	1.95000	-20.177
197	1.96000	-16.925
198	1.97000	-14.422
199	1.98000	-12.660
200	1.99000	-11.193
201	2.00000	-10.063
202	2.01000	-9.357
203	2.02000	-8.818
204	2.03000	-7.912
205	2.04000	-6.779
206	2.05000	-5.570
207	2.06000	-4.241
208	2.07000	-2.968
209	2.08000	-1.368
210	2.09000	1.202
211	2.10000	4.507
212	2.11000	7.496
213	2.12000	9.489
214	2.13000	10.883
215	2.14000	12.785
216	2.15000	15.058
217	2.16000	16.489
218	2.17000	16.389
219	2.18000	15.324
220	2.19000	14.045
221	2.20000	12.553
222	2.21000	10.500
223	2.22000	8.210
224	2.23000	6.549
225	2.24000	7.004
226	2.25000	13.916
227	2.26000	30.311
228	2.27000	51.332
229	2.28000	69.959
230	2.29000	82.577
231	2.30000	87.312
232	2.31000	83.490
233	2.32000	72.201
234	2.33000	55.305
235	2.34000	36.519
236	2.35000	23.427
237	2.36000	19.502
238	2.37000	19.817
239	2.38000	19.999
240	2.39000	19.482
241	2.40000	17.766
242	2.41000	15.112
243	2.42000	12.585
244	2.43000	10.241
245	2.44000	7.542
246	2.45000	4.900
247	2.46000	2.885
248	2.47000	1.522
249	2.48000	0.315
250	2.49000	-1.168
251	2.50000	-2.885
252	2.51000	-4.480
253	2.52000	-5.521
254	2.53000	-6.013
255	2.54000	-6.202
256	2.55000	-5.855
257	2.56000	-4.918
258	2.57000	-3.798
259	2.58000	-3.008
260	2.59000	-2.813
261	2.60000	-2.890
262	2.61000	-3.175
263	2.62000	-3.572
264	2.63000	-3.942
265	2.64000	-4.315
266	2.65000	-4.369
267	2.66000	-3.913
268	2.67000	-3.357
269	2.68000	-2.988
270	2.69000	-2.618
271	2.70000	-2.007
272	2.71000	-1.118
273	2.72000	0.544
274	2.73000	2.829
275	2.74000	5.202
276	2.75000	7.505
277	2.76000	9.475
278	2.77000	10.729
279	2.78000	11.017
280	2.79000	10.831
281	2.80000	10.382
282	2.81000	9.916
283	2.82000	9.886
284	2.83000	9.737
285	2.84000	9.474
286	2.85000	9.284
287	2.86000	8.963
288	2.87000	8.555
289	2.88000	7.966
290	2.89000	7.528
291	2.90000	7.221
292	2.91000	6.863
293	2.92000	6.568
294	2.93000	6.176
295	2.94000	5.693
296	2.95000	5.133
297	2.96000	4.336
298	2.97000	3.505
299	2.98000	2.756
300	2.99000	2.172
301	3.00000	1.763
302	3.01000	1.241
303	3.02000	0.859
304	3.03000	0.611
305	3.04000	0.122
306	3.05000	-0.424
307	3.06000	-1.016
308	3.07000	-1.520
309	3.08000	-1.856
310	3.09000	-2.119
311	3.10000	-2.139
312	3.11000	-2.350
313	3.12000	-2.950
314	3.13000	-3.933
315	3.14000	-5.791
316	3.15000	-8.148
317	3.16000	-10.598
318	3.17000	-13.328
319	3.18000	-16.184
320	3.19000	-18.632
321	3.20000	-20.127
322	3.21000	-21.263
323	3.22000	-22.095
324	3.23000	-22.368
325	3.24000	-22.941
326	3.25000	-23.930
327	3.26000	-25.279
328	3.27000	-27.591
329	3.28000	-30.260
330	3.29000	-32.263
331	3.30000	-33.215
332	3.31000	-33.132
333	3.32000	-32.149
334	3.33000	-30.266
335	3.34000	-27.936
336	3.35000	-25.846
337	3.36000	-24.373
338	3.37000	-23.492
339	3.38000	-22.459
340	3.39000	-20.996
341	3.40000	-19.473
342	3.41000	-17.719
343	3.42000	-15.804
344	3.43000	-13.768
345	3.44000	-11.751
346	3.45000	-9.907
347	3.46000	-8.366
348	3.47000	-7.042
349	3.48000	-5.734
350	3.49000	-4.858
351	3.50000	-4.276
352	3.51000	-3.098
353	3.52000	-1.634
354	3.53000	-0.763
355	3.54000	-0.457
356	3.55000	-0.362
357	3.56000	-0.365
358	3.57000	-0.453
359	3.58000	-0.245
360	3.59000	0.453
361	3.60000	1.855
362	3.61000	3.983
363	3.62000	6.156
364	3.63000	8.123
365	3.64000	9.532
366	3.65000	9.859
367	3.66000	9.595
368	3.67000	9.048
369	3.68000	8.306
370	3.69000	8.922
371	3.70000	7.489
372	3.71000	4.592
373	3.72000	4.340
374	3.73000	5.491
375	3.74000	7.264
376	3.75000	9.218
377	3.76000	11.790
378	3.77000	14.926
379	3.78000	18.085
380	3.79000	21.075
381	3.80000	21.022
382	3.81000	20.258
383	3.82000	21.439
384	3.83000	22.440
385	3.84000	23.265
386	3.85000	23.719
387	3.86000	24.390
388	3.87000	25.428
389	3.88000	26.498
390	3.89000	27.507
391	3.90000	28.633
392	3.91000	29.701
393	3.92000	30.726
394	3.93000	31.712
395	3.94000	32.209
396	3.95000	32.267
397	3.96000	32.411
398	3.97000	32.860
399	3.98000	33.413
400	3.99000	34.094
401	4.00000	34.787
402	4.01000	35.445
403	4.02000	36.155
404	4.03000	36.630
405	4.04000	36.727
406	4.05000	36.421
407	4.06000	35.982
408	4.07000	35.572
409	4.08000	34.978
410	4.09000	34.256
411	4.10000	33.370
412	4.11000	32.376
413	4.12000	31.349
414	4.13000	29.941
415	4.14000	27.965
416	4.15000	25.818
417	4.16000	23.777
418	4.17000	21.582
419	4.18000	19.254
420	4.19000	16.864
421	4.20000	14.362
422	4.21000	12.031
423	4.22000	9.714
424	4.23000	7.211
425	4.24000	4.559
426	4.25000	2.217
427	4.26000	0.325
428	4.27000	-1.519
429	4.28000	-2.938
430	4.29000	-3.873
431	4.30000	-4.523
432	4.31000	-4.569
433	4.32000	-4.209
434	4.33000	-3.765
435	4.34000	-3.403
436	4.35000	-3.117
437	4.36000	-2.890
438	4.37000	-3.112
439	4.38000	-3.865
440	4.39000	-4.974
441	4.40000	-6.237
442	4.41000	-7.001
443	4.42000	-6.897
444	4.43000	-6.110
445	4.44000	-4.606
446	4.45000	-2.431
447	4.46000	0.095
448	4.47000	2.536
449	4.48000	4.452
450	4.49000	6.015
451	4.50000	7.276
452	4.51000	8.183
453	4.52000	8.721
454	4.53000	8.549
455	4.54000	7.591
456	4.55000	6.003
457	4.56000	4.124
458	4.57000	2.601
459	4.58000	1.761
460	4.59000	1.601
461	4.60000	2.290
462	4.61000	3.769
463	4.62000	5.602
464	4.63000	7.320
465	4.64000	8.523
466	4.65000	9.162
467	4.66000	9.312
468	4.67000	9.044
469	4.68000	8.367
470	4.69000	7.130
471	4.70000	5.636
472	4.71000	4.195
473	4.72000	2.878
474	4.73000	1.939
475	4.74000	1.554
476	4.75000	1.568
477	4.76000	1.881
478	4.77000	2.512
479	4.78000	3.261
480	4.79000	3.849
481	4.80000	4.099
482	4.81000	4.047
483	4.82000	3.703
484	4.83000	3.093
485	4.84000	2.234
486	4.85000	1.080
487	4.86000	-0.057
488	4.87000	-1.023
489	4.88000	-1.826
490	4.89000	-2.411
491	4.90000	-2.698
492	4.91000	-2.581
493	4.92000	-2.176
494	4.93000	-1.707
495	4.94000	-1.297
496	4.95000	-0.898
497	4.96000	-0.409
498	4.97000	0.015
499	4.98000	0.378
500	4.99000	0.694
501	5.00000	0.962
502	5.01000	1.167
503	5.02000	1.180
504	5.03000	1.020
505	5.04000	0.684
506	5.05000	0.283
507	5.06000	-0.157
508	5.07000	-0.743
509	5.08000	-1.285
510	5.09000	-1.714
511	5.10000	-2.127
512	5.11000	-2.413
513	5.12000	-2.593
514	5.13000	-2.930
515	5.14000	-3.478
516	5.15000	-4.174
517	5.16000	-5.147
518	5.17000	-6.379
519	5.18000	-7.786
520	5.19000	-9.363
521	5.20000	-10.907
522	5.21000	-12.185
523	5.22000	-13.057
524	5.23000	-13.623
525	5.24000	-14.214
526	5.25000	-15.185
527	5.26000	-16.652
528	5.27000	-18.233
529	5.28000	-19.451
530	5.29000	-19.980
531	5.30000	-19.623
532	5.31000	-18.599
533	5.32000	-17.385
534	5.33000	-16.781
535	5.34000	-16.967
536	5.35000	-17.433
537	5.36000	-17.883
538	5.37000	-18.117
539	5.38000	-18.398
540	5.39000	-19.130
541	5.40000	-20.437
542	5.41000	-21.928
543	5.42000	-23.099
544	5.43000	-23.997
545	5.44000	-24.157
546	5.45000	-23.745
547	5.46000	-23.849
548	5.47000	-24.674
549	5.48000	-25.792
550	5.49000	-26.591
551	5.50000	-26.827
552	5.51000	-26.490
553	5.52000	-25.915
554	5.53000	-25.670
555	5.54000	-25.735
556	5.55000	-26.059
557	5.56000	-26.958
558	5.57000	-28.263
559	5.58000	-29.325
560	5.59000	-29.773
561	5.60000	-29.269
562	5.61000	-31.451
563	5.62000	-34.033
564	5.63000	-33.566
565	5.64000	-32.618
566	5.65000	-30.929
567	5.66000	-29.327
568	5.67000	-28.690
569	5.68000	-28.869
570	5.69000	-29.378
571	5.70000	-29.808
572	5.71000	-32.559
573	5.72000	-34.359
574	5.73000	-34.086
575	5.74000	-35.146
576	5.75000	-35.802
577	5.76000	-35.767
578	5.77000	-34.913
579	5.78000	-32.734
580	5.79000	-29.518
581	5.80000	-25.690
582	5.81000	-22.064
583	5.82000	-19.344
584	5.83000	-17.056
585	5.84000	-15.442
586	5.85000	-14.594
587	5.86000	-14.044
588	5.87000	-13.568
589	5.88000	-12.646
590	5.89000	-11.495
591	5.90000	-9.790
592	5.91000	-6.647
593	5.92000	-2.754
594	5.93000	0.878
595	5.94000	3.593
596	5.95000	5.423
597	5.96000	7.138
598	5.97000	9.110
599	5.98000	11.354
600	5.99000	13.666
601	6.00000	16.199
602	6.01000	18.988
603	6.02000	21.174
604	6.03000	21.859
605	6.04000	21.136
606	6.05000	19.812
607	6.06000	18.581
608	6.07000	17.597
609	6.08000	17.324
610	6.09000	19.700
611	6.10000	25.017
612	6.11000	31.465
613	6.12000	37.152
614	6.13000	39.865
615	6.14000	39.148
616	6.15000	36.131
617	6.16000	31.690
618	6.17000	27.825
619	6.18000	27.332
620	6.19000	30.988
621	6.20000	36.214
622	6.21000	40.317
623	6.22000	41.595
624	6.23000	39.442
625	6.24000	34.237
626	6.25000	27.053
627	6.26000	19.903
628	6.27000	15.208
629	6.28000	14.174
630	6.29000	15.050
631	6.30000	16.043
632	6.31000	16.587
633	6.32000	16.570
634	6.33000	16.139
635	6.34000	14.193
636	6.35000	11.042
637	6.36000	8.080
638	6.37000	5.725
639	6.38000	4.598
640	6.39000	4.569
641	6.40000	5.258
642	6.41000	6.265
643	6.42000	7.365
644	6.43000	7.860
645	6.44000	7.113
646	6.45000	5.434
647	6.46000	3.274
648	6.47000	1.081
649	6.48000	-0.784
650	6.49000	-1.838
651	6.50000	-1.923
652	6.51000	-1.314
653	6.52000	-0.115
654	6.53000	1.091
655	6.54000	1.998
656	6.55000	2.362
657	6.56000	2.104
658	6.57000	1.412
659	6.58000	0.385
660	6.59000	-0.435
661	6.60000	-1.325
662	6.61000	-1.758
663	6.62000	-1.267
664	6.63000	-0.672
665	6.64000	-0.093
666	6.65000	0.393
667	6.66000	0.526
668	6.67000	0.181
669	6.68000	-0.348
670	6.69000	-0.913
671	6.70000	-1.701
672	6.71000	-1.923
673	6.72000	-1.763
674	6.73000	-1.865
675	6.74000	-1.889
676	6.75000	-2.006
677	6.76000	-2.201
678	6.77000	-2.394
679	6.78000	-2.515
680	6.79000	-2.605
681	6.80000	-2.732
682	6.81000	-2.988
683	6.82000	-3.762
684	6.83000	-4.707
685	6.84000	-5.488
686	6.85000	-6.194
687	6.86000	-6.608
688	6.87000	-6.913
689	6.88000	-7.271
690	6.89000	-7.937
691	6.90000	-9.297
692	6.91000	-11.360
693	6.92000	-13.900
694	6.93000	-16.550
695	6.94000	-19.153
696	6.95000	-21.455
697	6.96000	-23.608
698	6.97000	-25.943
699	6.98000	-27.627
700	6.99000	-28.553
701	7.00000	-28.851
702	7.01000	-28.230
703	7.02000	-27.578
704	7.03000	-27.771
705	7.04000	-28.455
706	7.05000	-29.374
707	7.06000	-31.069
708	7.07000	-33.665
709	7.08000	-36.238
710	7.09000	-38.562
711	7.10000	-39.962
712	7.11000	-39.632
713	7.12000	-38.379
714	7.13000	-36.444
715	7.14000	-33.550
716	7.15000	-30.165
717	7.16000	-26.631
718	7.17000	-22.484
719	7.18000	-17.648
720	7.19000	-12.898
721	7.20000	-8.368
722	7.21000	-4.371
723	7.22000	-1.857
724	7.23000	-0.879
725	7.24000	-1.751
726	7.25000	-4.064
727	7.26000	-6.289
728	7.27000	-7.339
729	7.28000	-7.201
730	7.29000	-6.509
731	7.30000	-5.656
732	7.31000	-4.944
733	7.32000	-4.222
734	7.33000	-2.767
735	7.34000	-0.934
736	7.35000	1.045
737	7.36000	3.347
738	7.37000	5.614
739	7.38000	7.798
740	7.39000	9.745
741	7.40000	11.065
742	7.41000	11.744
743	7.42000	12.259
744	7.43000	13.063
745	7.44000	14.894
746	7.45000	14.585
747	7.46000	12.916
748	7.47000	13.380
749	7.48000	14.580
750	7.49000	16.078
751	7.50000	17.527
752	7.51000	18.815
753	7.52000	20.069
754	7.53000	21.236
755	7.54000	22.334
756	7.55000	20.899
757	7.56000	19.494
758	7.57000	20.511
759	7.58000	21.326
760	7.59000	22.197
761	7.60000	23.091
762	7.61000	24.067
763	7.62000	25.188
764	7.63000	26.098
765	7.64000	26.605
766	7.65000	26.710
767	7.66000	26.838
768	7.67000	27.089
769	7.68000	27.381
770	7.69000	27.816
771	7.70000	28.326
772	7.71000	29.091
773	7.72000	30.252
774	7.73000	31.556
775	7.74000	32.735
776	7.75000	33.696
777	7.76000	34.419
778	7.77000	34.807
779	7.78000	35.103
780	7.79000	35.319
781	7.80000	35.247
782	7.81000	34.970
783	7.82000	34.708
784	7.83000	34.566
785	7.84000	34.240
786	7.85000	33.686
787	7.86000	32.951
788	7.87000	32.137
789	7.88000	31.454
790	7.89000	30.721
791	7.90000	29.665
792	7.91000	28.241
793	7.92000	26.484
794	7.93000	24.446
795	7.94000	22.122
796	7.95000	19.864
797	7.96000	17.764
798	7.97000	15.682
799	7.98000	13.511
800	7.99000	11.112
801	8.00000	8.695
802	8.01000	6.373
803	8.02000	4.244
804	8.03000	2.379
805	8.04000	0.667
806	8.05000	-0.882
807	8.06000	-2.464
808	8.07000	-4.236
809	8.08000	-5.877
810	8.09000	-7.031
811	8.10000	-7.533
812	8.11000	-7.309
813	8.12000	-6.387
814	8.13000	-5.221
815	8.14000	-4.420
816	8.15000	-4.141
817	8.16000	-4.458
818	8.17000	-5.682
819	8.18000	-7.607
820	8.19000	-9.714
821	8.20000	-11.291
822	8.21000	-11.576
823	8.22000	-10.503
824	8.23000	-8.253
825	8.24000	-5.249
826	8.25000	-1.891
827	8.26000	1.322
828	8.27000	3.466
829	8.28000	4.218
830	8.29000	4.026
831	8.30000	3.484
832	8.31000	2.563
833	8.32000	1.070
834	8.33000	-0.799
835	8.34000	-2.948
836	8.35000	-4.757
837	8.36000	-5.549
838	8.37000	-5.331
839	8.38000	-4.113
840	8.39000	-2.103
841	8.40000	0.209
842	8.41000	2.273
843	8.42000	3.597
844	8.43000	4.035
845	8.44000	3.624
846	8.45000	2.652
847	8.46000	1.244
848	8.47000	-0.574
849	8.48000	-2.564
850	8.49000	-4.320
851	8.50000	-5.166
852	8.51000	-4.743
853	8.52000	-3.221
854	8.53000	-0.820
855	8.54000	2.065
856	8.55000	4.861
857	8.56000	7.060
858	8.57000	8.467
859	8.58000	8.922
860	8.59000	8.607
861	8.60000	7.840
862	8.61000	6.608
863	8.62000	5.034
864	8.63000	3.328
865	8.64000	1.848
866	8.65000	0.842
867	8.66000	0.396
868	8.67000	0.592
869	8.68000	1.367
870	8.69000	2.480
871	8.70000	3.602
872	8.71000	4.465
873	8.72000	5.159
874	8.73000	5.637
875	8.74000	5.851
876	8.75000	5.884
877	8.76000	5.559
878	8.77000	4.875
879	8.78000	4.082
880	8.79000	3.240
881	8.80000	2.229
882	8.81000	1.107
883	8.82000	0.079
884	8.83000	-0.727
885	8.84000	-1.320
886	8.85000	-1.666
887	8.86000	-1.748
888	8.87000	-1.532
889	8.88000	-0.933
890	8.89000	-0.015
891	8.90000	0.743
892	8.91000	1.198
893	8.92000	1.464
894	8.93000	1.550
895	8.94000	1.332
896	8.95000	0.773
897	8.96000	0.323
898	8.97000	-0.009
899	8.98000	-0.206
900	8.99000	-0.163
901	9.00000	-0.236
902	9.01000	-0.317
903	9.02000	-0.229
904	9.03000	-0.040
905	9.04000	0.113
906	9.05000	0.115
907	9.06000	0.159
908	9.07000	0.125
909	9.08000	-0.068
910	9.09000	-0.403
911	9.10000	-0.905
912	9.11000	-1.442
913	9.12000	-1.913
914	9.13000	-2.116
915	9.14000	-2.190
916	9.15000	-2.078
917	9.16000	-1.632
918	9.17000	-1.065
919	9.18000	-0.655
920	9.19000	-0.472
921	9.20000	-0.359
922	9.21000	-0.409
923	9.22000	-0.722
924	9.23000	-1.324
925	9.24000	-2.152
926	9.25000	-2.896
927	9.26000	-3.560
928	9.27000	-4.126
929	9.28000	-4.313
930	9.29000	-4.024
931	9.30000	-3.407
932	9.31000	-2.760
933	9.32000	-2.265
934	9.33000	-1.892
935	9.34000	-1.454
936	9.35000	-1.181
937	9.36000	-1.353
938	9.37000	-1.773
939	9.38000	-2.136
940	9.39000	-2.395
941	9.40000	-2.641
942	9.41000	-2.746
943	9.42000	-2.569
944	9.43000	-1.920
945	9.44000	-0.894
946	9.45000	0.217
947	9.46000	1.482
948	9.47000	2.572
949	9.48000	3.261
950	9.49000	3.558
951	9.50000	3.351
952	9.51000	2.830
953	9.52000	2.192
954	9.53000	1.583
955	9.54000	1.155
956	9.55000	1.019
957	9.56000	1.326
958	9.57000	1.841
959	9.58000	2.361
960	9.59000	2.774
961	9.60000	2.957
962	9.61000	3.127
963	9.62000	3.237
964	9.63000	3.166
965	9.64000	3.209
966	9.65000	3.367
967	9.66000	3.602
968	9.67000	3.843
969	9.68000	3.922
970	9.69000	3.910
971	9.70000	3.734
972	9.71000	3.476
973	9.72000	3.031
974	9.73000	2.507
975	9.74000	2.359
976	9.75000	2.577
977	9.76000	3.113
978	9.77000	3.697
979	9.78000	4.409
980	9.79000	5.235
981	9.80000	5.935
982	9.81000	6.666
983	9.82000	7.168
984	9.83000	7.591
985	9.84000	8.065
986	9.85000	8.311
987	9.86000	8.319
988	9.87000	7.988
989	9.88000	7.645
990	9.89000	7.287
991	9.90000	6.908
992	9.91000	6.755
993	9.92000	6.541
994	9.93000	6.481
995	9.94000	6.230
996	9.95000	5.948
997	9.96000	5.635
998	9.97000	5.291
999	9.98000	4.916
1000	9.99000	0.000
