NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:26:04
DATA_INCLUDED	Angle
DATA_TYPES	HL_Angle

Frame	Time	HL_Angle	
585	5.84000	95.996
586	5.85000	95.288
587	5.86000	94.593
588	5.87000	93.911
589	5.88000	93.242
590	5.89000	92.584
591	5.90000	91.939
592	5.91000	91.305
593	5.92000	90.689
594	5.93000	90.093
595	5.94000	89.521
596	5.95000	88.977
597	5.96000	88.457
598	5.97000	87.966
599	5.98000	87.497
600	5.99000	87.053
601	6.00000	86.630
602	6.01000	86.227
603	6.02000	85.842
604	6.03000	85.476
605	6.04000	85.127
606	6.05000	84.803
607	6.06000	84.515
608	6.07000	84.282
609	6.08000	84.120
610	6.09000	84.042
611	6.10000	84.052
612	6.11000	84.146
613	6.12000	84.302
614	6.13000	84.496
615	6.14000	84.697
616	6.15000	84.888
617	6.16000	85.053
618	6.17000	85.190
619	6.18000	85.300
620	6.19000	85.387
621	6.20000	85.455
622	6.21000	85.508
623	6.22000	85.548
624	6.23000	85.578
625	6.24000	85.599
626	6.25000	85.612
627	6.26000	85.617
628	6.27000	85.618
629	6.28000	85.617
630	6.29000	85.620
631	6.30000	85.631
632	6.31000	85.655
633	6.32000	85.695
634	6.33000	85.758
635	6.34000	85.841
636	6.35000	85.937
637	6.36000	86.043
638	6.37000	86.152
639	6.38000	86.265
640	6.39000	86.381
641	6.40000	86.495
642	6.41000	86.604
643	6.42000	86.706
644	6.43000	86.804
645	6.44000	86.894
646	6.45000	86.974
647	6.46000	87.047
648	6.47000	87.114
649	6.48000	87.175
650	6.49000	87.234
651	6.50000	87.286
652	6.51000	87.332
653	6.52000	87.373
654	6.53000	87.409
655	6.54000	87.440
656	6.55000	87.467
657	6.56000	87.491
658	6.57000	87.512
659	6.58000	87.529
660	6.59000	87.543
661	6.60000	87.553
662	6.61000	87.558
663	6.62000	87.559
664	6.63000	87.557
665	6.64000	87.551
666	6.65000	87.539
667	6.66000	87.521
668	6.67000	87.498
669	6.68000	87.467
670	6.69000	87.428
671	6.70000	87.379
672	6.71000	87.320
673	6.72000	87.252
674	6.73000	87.174
675	6.74000	87.087
676	6.75000	86.992
677	6.76000	86.892
678	6.77000	86.787
679	6.78000	86.679
680	6.79000	86.568
681	6.80000	86.452
682	6.81000	86.334
683	6.82000	86.212
684	6.83000	86.084
685	6.84000	85.953
686	6.85000	85.819
687	6.86000	85.679
688	6.87000	85.536
689	6.88000	85.386
690	6.89000	85.231
691	6.90000	85.068
692	6.91000	84.898
693	6.92000	84.721
694	6.93000	84.535
695	6.94000	84.345
696	6.95000	84.152
697	6.96000	83.957
698	6.97000	83.764
699	6.98000	83.573
700	6.99000	83.387
701	7.00000	83.204
702	7.01000	83.027
703	7.02000	82.856
704	7.03000	82.692
705	7.04000	82.535
706	7.05000	82.386
707	7.06000	82.249
708	7.07000	82.130
709	7.08000	82.030
710	7.09000	81.949
711	7.10000	81.888
712	7.11000	81.849
713	7.12000	81.829
714	7.13000	81.826
715	7.14000	81.841
716	7.15000	81.874
717	7.16000	81.929
718	7.17000	82.014
719	7.18000	82.131
720	7.19000	82.286
721	7.20000	82.484
722	7.21000	82.725
723	7.22000	83.013
724	7.23000	83.347
725	7.24000	83.733
726	7.25000	84.170
727	7.26000	84.659
728	7.27000	85.201
729	7.28000	85.793
730	7.29000	86.433
731	7.30000	87.113
732	7.31000	87.828
733	7.32000	88.573
734	7.33000	89.343
735	7.34000	90.133
736	7.35000	90.942
737	7.36000	91.765
738	7.37000	92.602
739	7.38000	93.451
740	7.39000	94.311
741	7.40000	95.185
742	7.41000	96.075
743	7.42000	96.987
744	7.43000	97.923
745	7.44000	98.886
746	7.45000	99.879
747	7.46000	100.903
748	7.47000	101.957
749	7.48000	103.038
750	7.49000	104.143
751	7.50000	105.268
752	7.51000	106.408
753	7.52000	107.559
754	7.53000	108.714
755	7.54000	109.869
756	7.55000	111.024
757	7.56000	112.181
758	7.57000	113.340
759	7.58000	114.503
760	7.59000	115.673
761	7.60000	116.851
762	7.61000	118.043
763	7.62000	119.247
764	7.63000	120.463
765	7.64000	121.688
766	7.65000	122.919
767	7.66000	124.153
768	7.67000	125.386
769	7.68000	126.618
770	7.69000	127.851
771	7.70000	129.086
772	7.71000	130.323
773	7.72000	131.559
774	7.73000	132.793
775	7.74000	134.026
776	7.75000	135.253
777	7.76000	136.485
778	7.77000	137.722
779	7.78000	138.963
780	7.79000	140.208
781	7.80000	141.449
782	7.81000	142.677
783	7.82000	143.880
784	7.83000	145.054
785	7.84000	146.194
786	7.85000	147.296
787	7.86000	148.375
788	7.87000	149.419
789	7.88000	150.424
790	7.89000	151.407
791	7.90000	152.365
792	7.91000	153.298
793	7.92000	154.202
794	7.93000	155.080
795	7.94000	155.933
796	7.95000	156.765
797	7.96000	157.581
798	7.97000	158.370
799	7.98000	159.138
800	7.99000	159.893
801	8.00000	160.621
802	8.01000	161.318
803	8.02000	161.975
804	8.03000	162.590
805	8.04000	163.163
806	8.05000	163.694
807	8.06000	164.183
808	8.07000	164.636
809	8.08000	165.053
810	8.09000	165.436
811	8.10000	165.784
812	8.11000	166.099
813	8.12000	166.385
814	8.13000	166.644
815	8.14000	166.879
816	8.15000	167.094
817	8.16000	167.298
818	8.17000	167.497
819	8.18000	167.698
820	8.19000	167.905
821	8.20000	168.113
822	8.21000	168.318
823	8.22000	168.516
824	8.23000	168.700
825	8.24000	168.868
826	8.25000	169.026
827	8.26000	169.184
828	8.27000	169.352
829	8.28000	169.536
830	8.29000	169.739
831	8.30000	169.955
832	8.31000	170.185
833	8.32000	170.410
834	8.33000	170.623
835	8.34000	170.815
836	8.35000	170.982
837	8.36000	171.120
838	8.37000	171.224
839	8.38000	171.295
840	8.39000	171.337
841	8.40000	171.356
842	8.41000	171.365
843	8.42000	171.368
844	8.43000	171.378
845	8.44000	171.402
846	8.45000	171.444
847	8.46000	171.500
848	8.47000	171.563
849	8.48000	171.627
850	8.49000	171.680
851	8.50000	171.711
852	8.51000	171.718
853	8.52000	171.701
854	8.53000	171.664
855	8.54000	171.619
856	8.55000	171.578
857	8.56000	171.554
858	8.57000	171.553
859	8.58000	171.580
860	8.59000	171.628
861	8.60000	171.687
862	8.61000	171.747
863	8.62000	171.795
864	8.63000	171.822
865	8.64000	171.824
866	8.65000	171.802
867	8.66000	171.759
868	8.67000	171.702
869	8.68000	171.643
870	8.69000	171.585
871	8.70000	171.539
872	8.71000	171.507
873	8.72000	171.494
874	8.73000	171.499
875	8.74000	171.521
876	8.75000	171.554
877	8.76000	171.596
878	8.77000	171.639
879	8.78000	171.679
880	8.79000	171.710
881	8.80000	171.730
882	8.81000	171.737
883	8.82000	171.732
884	8.83000	171.714
885	8.84000	171.692
886	8.85000	171.667
887	8.86000	171.643
888	8.87000	171.628
889	8.88000	171.624
890	8.89000	171.632
891	8.90000	171.650
892	8.91000	171.679
893	8.92000	171.716
894	8.93000	171.758
895	8.94000	171.806
896	8.95000	171.854
897	8.96000	171.895
898	8.97000	171.934
899	8.98000	171.965
900	8.99000	171.985
901	9.00000	171.993
902	9.01000	171.992
903	9.02000	171.986
904	9.03000	171.977
905	9.04000	171.971
906	9.05000	171.972
907	9.06000	171.979
908	9.07000	171.997
909	9.08000	172.024
910	9.09000	172.057
911	9.10000	172.092
912	9.11000	172.125
913	9.12000	172.153
914	9.13000	172.173
915	9.14000	172.185
916	9.15000	172.191
917	9.16000	172.191
918	9.17000	172.187
919	9.18000	172.181
920	9.19000	172.175
921	9.20000	172.169
922	9.21000	172.166
923	9.22000	172.166
924	9.23000	172.167
925	9.24000	172.171
926	9.25000	172.175
927	9.26000	172.179
928	9.27000	172.180
929	9.28000	172.178
930	9.29000	172.174
931	9.30000	172.169
932	9.31000	172.170
933	9.32000	172.177
934	9.33000	172.193
935	9.34000	172.221
936	9.35000	172.260
937	9.36000	172.312
938	9.37000	172.374
939	9.38000	172.446
940	9.39000	172.526
941	9.40000	172.615
942	9.41000	172.713
943	9.42000	172.817
944	9.43000	172.927
945	9.44000	173.041
946	9.45000	173.154
947	9.46000	173.269
948	9.47000	173.381
949	9.48000	173.488
950	9.49000	173.588
951	9.50000	173.679
952	9.51000	173.759
953	9.52000	173.834
954	9.53000	173.901
955	9.54000	173.965
956	9.55000	174.025
957	9.56000	174.084
958	9.57000	174.142
959	9.58000	174.201
960	9.59000	174.259
961	9.60000	174.317
962	9.61000	174.372
963	9.62000	174.424
964	9.63000	174.471
965	9.64000	174.510
966	9.65000	174.540
967	9.66000	174.557
968	9.67000	174.562
969	9.68000	174.553
970	9.69000	174.528
971	9.70000	174.484
972	9.71000	174.418
973	9.72000	174.332
974	9.73000	174.227
975	9.74000	174.104
976	9.75000	173.969
977	9.76000	173.826
978	9.77000	173.683
979	9.78000	173.544
980	9.79000	173.411
981	9.80000	173.288
982	9.81000	173.180
983	9.82000	173.086
984	9.83000	173.009
985	9.84000	172.948
986	9.85000	172.902
987	9.86000	172.870
988	9.87000	172.850
989	9.88000	172.838
990	9.89000	172.833
991	9.90000	172.830
992	9.91000	172.827
993	9.92000	172.820
994	9.93000	172.805
995	9.94000	172.780
996	9.95000	172.746
997	9.96000	172.703
998	9.97000	172.652
999	9.98000	172.593
1000	9.99000	172.525
