NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:14:57
DATA_INCLUDED	Angle
DATA_TYPES	HR_Angle

Frame	Time	HR_Angle	
128	1.27000	174.877
129	1.28000	174.892
130	1.29000	174.905
131	1.30000	174.918
132	1.31000	174.927
133	1.32000	174.934
134	1.33000	174.939
135	1.34000	174.940
136	1.35000	174.938
137	1.36000	174.933
138	1.37000	174.927
139	1.38000	174.921
140	1.39000	174.916
141	1.40000	174.911
142	1.41000	174.907
143	1.42000	174.905
144	1.43000	174.904
145	1.44000	174.904
146	1.45000	174.902
147	1.46000	174.899
148	1.47000	174.894
149	1.48000	174.887
150	1.49000	174.881
151	1.50000	174.872
152	1.51000	174.860
153	1.52000	174.842
154	1.53000	174.821
155	1.54000	174.804
156	1.55000	174.777
157	1.56000	174.736
158	1.57000	174.681
159	1.58000	174.611
160	1.59000	174.536
161	1.60000	174.457
162	1.61000	174.391
163	1.62000	174.308
164	1.63000	174.222
165	1.64000	174.097
166	1.65000	173.932
167	1.66000	173.746
168	1.67000	173.540
169	1.68000	173.308
170	1.69000	173.063
171	1.70000	172.809
172	1.71000	172.566
173	1.72000	172.247
174	1.73000	171.947
175	1.74000	171.633
176	1.75000	171.352
177	1.76000	171.100
178	1.77000	170.813
179	1.78000	170.549
180	1.79000	170.309
181	1.80000	170.080
182	1.81000	169.855
183	1.82000	169.595
184	1.83000	169.377
185	1.84000	169.159
186	1.85000	168.935
187	1.86000	168.665
188	1.87000	168.319
189	1.88000	167.983
190	1.89000	167.593
191	1.90000	167.154
192	1.91000	166.653
193	1.92000	166.099
194	1.93000	165.503
195	1.94000	164.875
196	1.95000	164.227
197	1.96000	163.572
198	1.97000	162.921
199	1.98000	162.280
200	1.99000	161.623
201	2.00000	160.951
202	2.01000	160.246
203	2.02000	159.519
204	2.03000	158.772
205	2.04000	157.997
206	2.05000	157.198
207	2.06000	156.374
208	2.07000	155.528
209	2.08000	154.665
210	2.09000	153.798
211	2.10000	152.922
212	2.11000	152.046
213	2.12000	151.159
214	2.13000	150.259
215	2.14000	149.337
216	2.15000	148.404
217	2.16000	147.461
218	2.17000	146.521
219	2.18000	145.590
220	2.19000	144.664
221	2.20000	143.750
222	2.21000	142.839
223	2.22000	141.926
224	2.23000	141.014
225	2.24000	140.105
226	2.25000	139.208
227	2.26000	138.323
228	2.27000	137.443
229	2.28000	136.560
230	2.29000	135.669
231	2.30000	134.778
232	2.31000	133.879
233	2.32000	132.969
234	2.33000	132.049
235	2.34000	131.123
236	2.35000	130.205
237	2.36000	129.296
238	2.37000	128.392
239	2.38000	127.488
240	2.39000	126.573
241	2.40000	125.644
242	2.41000	124.689
243	2.42000	123.708
244	2.43000	122.713
245	2.44000	121.712
246	2.45000	120.719
247	2.46000	119.731
248	2.47000	118.745
249	2.48000	117.751
250	2.49000	116.746
251	2.50000	115.743
252	2.51000	114.746
253	2.52000	113.763
254	2.53000	112.799
255	2.54000	111.847
256	2.55000	110.911
257	2.56000	109.967
258	2.57000	109.017
259	2.58000	108.066
260	2.59000	107.118
261	2.60000	106.176
262	2.61000	105.241
263	2.62000	104.313
264	2.63000	103.392
265	2.64000	102.477
266	2.65000	101.576
267	2.66000	100.674
268	2.67000	99.778
269	2.68000	98.889
270	2.69000	98.004
271	2.70000	97.124
272	2.71000	96.250
273	2.72000	95.385
274	2.73000	94.525
275	2.74000	93.672
276	2.75000	92.824
277	2.76000	91.979
278	2.77000	91.133
279	2.78000	90.288
280	2.79000	89.441
281	2.80000	88.588
282	2.81000	87.730
283	2.82000	86.869
284	2.83000	86.003
285	2.84000	85.138
286	2.85000	84.277
287	2.86000	83.425
288	2.87000	82.587
289	2.88000	81.765
290	2.89000	80.954
291	2.90000	80.152
292	2.91000	79.363
293	2.92000	78.587
294	2.93000	77.825
295	2.94000	77.080
296	2.95000	76.355
297	2.96000	75.656
298	2.97000	74.985
299	2.98000	74.343
300	2.99000	73.732
301	3.00000	73.153
302	3.01000	72.605
303	3.02000	72.088
304	3.03000	71.599
305	3.04000	71.140
306	3.05000	70.712
307	3.06000	70.317
308	3.07000	69.958
309	3.08000	69.644
310	3.09000	69.381
311	3.10000	69.179
312	3.11000	69.043
313	3.12000	68.974
314	3.13000	68.975
315	3.14000	69.036
316	3.15000	69.146
317	3.16000	69.285
318	3.17000	69.443
319	3.18000	69.615
320	3.19000	69.800
321	3.20000	70.004
322	3.21000	70.229
323	3.22000	70.476
324	3.23000	70.746
325	3.24000	71.031
326	3.25000	71.326
327	3.26000	71.621
328	3.27000	71.920
329	3.28000	72.233
330	3.29000	72.553
331	3.30000	72.882
332	3.31000	73.216
333	3.32000	73.553
334	3.33000	73.892
335	3.34000	74.227
336	3.35000	74.564
337	3.36000	74.903
338	3.37000	75.249
339	3.38000	75.607
340	3.39000	75.969
341	3.40000	76.336
342	3.41000	76.699
343	3.42000	77.057
344	3.43000	77.400
345	3.44000	77.727
346	3.45000	78.033
347	3.46000	78.317
348	3.47000	78.575
349	3.48000	78.813
350	3.49000	79.033
351	3.50000	79.235
352	3.51000	79.420
353	3.52000	79.593
354	3.53000	79.753
355	3.54000	79.904
356	3.55000	80.046
357	3.56000	80.183
358	3.57000	80.315
359	3.58000	80.442
360	3.59000	80.560
361	3.60000	80.669
362	3.61000	80.762
363	3.62000	80.840
364	3.63000	80.901
365	3.64000	80.948
366	3.65000	80.976
367	3.66000	80.994
368	3.67000	80.998
369	3.68000	80.989
370	3.69000	80.967
371	3.70000	80.929
372	3.71000	80.876
373	3.72000	80.805
374	3.73000	80.717
375	3.74000	80.611
376	3.75000	80.486
377	3.76000	80.345
378	3.77000	80.181
379	3.78000	79.999
380	3.79000	79.798
381	3.80000	79.582
382	3.81000	79.352
383	3.82000	79.106
384	3.83000	78.849
385	3.84000	78.580
386	3.85000	78.300
387	3.86000	78.005
388	3.87000	77.691
389	3.88000	77.365
390	3.89000	77.025
391	3.90000	76.674
392	3.91000	76.313
393	3.92000	75.948
394	3.93000	75.585
395	3.94000	75.231
396	3.95000	74.897
397	3.96000	74.582
398	3.97000	74.293
399	3.98000	74.034
400	3.99000	73.809
401	4.00000	73.615
402	4.01000	73.456
403	4.02000	73.333
404	4.03000	73.248
405	4.04000	73.202
406	4.05000	73.194
407	4.06000	73.218
408	4.07000	73.280
409	4.08000	73.379
410	4.09000	73.521
411	4.10000	73.712
412	4.11000	73.964
413	4.12000	74.281
414	4.13000	74.671
415	4.14000	75.131
416	4.15000	75.666
417	4.16000	76.271
418	4.17000	76.948
419	4.18000	77.690
420	4.19000	78.493
421	4.20000	79.350
422	4.21000	80.256
423	4.22000	81.202
424	4.23000	82.183
425	4.24000	83.195
426	4.25000	84.234
427	4.26000	85.301
428	4.27000	86.395
429	4.28000	87.515
430	4.29000	88.662
431	4.30000	89.835
432	4.31000	91.031
433	4.32000	92.252
434	4.33000	93.499
435	4.34000	94.772
436	4.35000	96.068
437	4.36000	97.388
438	4.37000	98.729
439	4.38000	100.089
440	4.39000	101.468
441	4.40000	102.858
442	4.41000	104.259
443	4.42000	105.671
444	4.43000	107.085
445	4.44000	108.502
446	4.45000	109.927
447	4.46000	111.355
448	4.47000	112.792
449	4.48000	114.238
450	4.49000	115.690
451	4.50000	117.143
452	4.51000	118.595
453	4.52000	120.037
454	4.53000	121.462
455	4.54000	122.875
456	4.55000	124.274
457	4.56000	125.658
458	4.57000	127.034
459	4.58000	128.405
460	4.59000	129.770
461	4.60000	131.131
462	4.61000	132.485
463	4.62000	133.830
464	4.63000	135.160
465	4.64000	136.477
466	4.65000	137.779
467	4.66000	139.065
468	4.67000	140.336
469	4.68000	141.598
470	4.69000	142.846
471	4.70000	144.091
472	4.71000	145.328
473	4.72000	146.556
474	4.73000	147.775
475	4.74000	148.989
476	4.75000	150.200
477	4.76000	151.403
478	4.77000	152.598
479	4.78000	153.780
480	4.79000	154.945
481	4.80000	156.094
482	4.81000	157.216
483	4.82000	158.307
484	4.83000	159.365
485	4.84000	160.385
486	4.85000	161.367
487	4.86000	162.307
488	4.87000	163.197
489	4.88000	164.038
490	4.89000	164.830
491	4.90000	165.569
492	4.91000	166.248
493	4.92000	166.884
494	4.93000	167.479
495	4.94000	168.034
496	4.95000	168.549
497	4.96000	169.027
498	4.97000	169.468
499	4.98000	169.851
500	4.99000	170.193
501	5.00000	170.495
502	5.01000	170.763
503	5.02000	171.019
504	5.03000	171.264
505	5.04000	171.492
506	5.05000	171.696
507	5.06000	171.866
508	5.07000	171.988
509	5.08000	172.057
510	5.09000	172.105
511	5.10000	172.146
512	5.11000	172.202
513	5.12000	172.287
514	5.13000	172.407
515	5.14000	172.553
516	5.15000	172.709
517	5.16000	172.860
518	5.17000	172.994
519	5.18000	173.109
520	5.19000	173.204
521	5.20000	173.277
522	5.21000	173.332
523	5.22000	173.371
524	5.23000	173.396
525	5.24000	173.407
526	5.25000	173.405
527	5.26000	173.390
528	5.27000	173.366
529	5.28000	173.333
530	5.29000	173.292
531	5.30000	173.248
532	5.31000	173.202
533	5.32000	173.161
534	5.33000	173.127
535	5.34000	173.100
536	5.35000	173.078
537	5.36000	173.057
538	5.37000	173.037
539	5.38000	173.017
540	5.39000	172.997
541	5.40000	172.981
542	5.41000	172.967
543	5.42000	172.952
544	5.43000	172.934
545	5.44000	172.911
546	5.45000	172.883
547	5.46000	172.852
548	5.47000	172.819
549	5.48000	172.786
550	5.49000	172.757
551	5.50000	172.731
552	5.51000	172.706
553	5.52000	172.682
554	5.53000	172.656
555	5.54000	172.631
556	5.55000	172.606
557	5.56000	172.583
558	5.57000	172.560
559	5.58000	172.536
560	5.59000	172.508
561	5.60000	172.474
562	5.61000	172.432
563	5.62000	172.384
564	5.63000	172.325
565	5.64000	172.257
566	5.65000	172.179
567	5.66000	172.096
568	5.67000	172.007
569	5.68000	171.920
570	5.69000	171.841
571	5.70000	171.770
572	5.71000	171.704
573	5.72000	171.658
574	5.73000	171.629
575	5.74000	171.615
576	5.75000	171.612
577	5.76000	171.620
578	5.77000	171.637
579	5.78000	171.664
580	5.79000	171.691
581	5.80000	171.712
582	5.81000	171.717
583	5.82000	171.714
584	5.83000	171.693
585	5.84000	171.657
586	5.85000	171.607
587	5.86000	171.542
588	5.87000	171.465
589	5.88000	171.369
590	5.89000	171.250
591	5.90000	171.100
592	5.91000	170.912
593	5.92000	170.681
594	5.93000	170.406
595	5.94000	170.092
596	5.95000	169.736
597	5.96000	169.333
598	5.97000	168.886
599	5.98000	168.378
600	5.99000	167.814
601	6.00000	167.196
602	6.01000	166.533
603	6.02000	165.824
604	6.03000	165.067
605	6.04000	164.262
606	6.05000	163.413
607	6.06000	162.515
608	6.07000	161.574
609	6.08000	160.571
610	6.09000	159.513
611	6.10000	158.398
612	6.11000	157.224
613	6.12000	155.999
614	6.13000	154.748
615	6.14000	153.504
616	6.15000	152.287
617	6.16000	151.101
618	6.17000	149.938
619	6.18000	148.782
620	6.19000	147.622
621	6.20000	146.442
622	6.21000	145.237
623	6.22000	144.006
624	6.23000	142.760
625	6.24000	141.499
626	6.25000	140.210
627	6.26000	138.888
628	6.27000	137.539
629	6.28000	136.176
630	6.29000	134.811
631	6.30000	133.459
632	6.31000	132.126
633	6.32000	130.803
634	6.33000	129.483
635	6.34000	128.154
636	6.35000	126.820
637	6.36000	125.494
638	6.37000	124.174
639	6.38000	122.851
640	6.39000	121.515
641	6.40000	120.168
642	6.41000	118.807
643	6.42000	117.435
644	6.43000	116.048
645	6.44000	114.658
646	6.45000	113.286
647	6.46000	111.933
648	6.47000	110.609
649	6.48000	109.323
650	6.49000	108.070
651	6.50000	106.855
652	6.51000	105.679
653	6.52000	104.536
654	6.53000	103.417
655	6.54000	102.320
656	6.55000	101.239
657	6.56000	100.171
658	6.57000	99.131
659	6.58000	98.121
660	6.59000	97.126
661	6.60000	96.153
662	6.61000	95.198
663	6.62000	94.259
664	6.63000	93.341
665	6.64000	92.440
666	6.65000	91.557
667	6.66000	90.693
668	6.67000	89.847
669	6.68000	89.018
670	6.69000	88.205
671	6.70000	87.405
672	6.71000	86.615
673	6.72000	85.834
674	6.73000	85.065
675	6.74000	84.311
676	6.75000	83.583
677	6.76000	82.888
678	6.77000	82.228
679	6.78000	81.612
680	6.79000	81.038
681	6.80000	80.501
682	6.81000	79.998
683	6.82000	79.524
684	6.83000	79.075
685	6.84000	78.659
686	6.85000	78.280
687	6.86000	77.946
688	6.87000	77.652
689	6.88000	77.405
690	6.89000	77.201
691	6.90000	77.033
692	6.91000	76.892
693	6.92000	76.781
694	6.93000	76.696
695	6.94000	76.648
696	6.95000	76.640
697	6.96000	76.682
698	6.97000	76.774
699	6.98000	76.927
700	6.99000	77.134
701	7.00000	77.387
702	7.01000	77.678
703	7.02000	78.003
704	7.03000	78.349
705	7.04000	78.705
706	7.05000	79.056
707	7.06000	79.398
708	7.07000	79.727
709	7.08000	80.043
710	7.09000	80.345
711	7.10000	80.636
712	7.11000	80.921
713	7.12000	81.204
714	7.13000	81.485
715	7.14000	81.762
716	7.15000	82.034
717	7.16000	82.301
718	7.17000	82.566
719	7.18000	82.829
720	7.19000	83.091
721	7.20000	83.352
722	7.21000	83.616
723	7.22000	83.883
724	7.23000	84.155
725	7.24000	84.433
726	7.25000	84.720
727	7.26000	85.016
728	7.27000	85.324
729	7.28000	85.642
730	7.29000	85.965
731	7.30000	86.293
732	7.31000	86.620
733	7.32000	86.946
734	7.33000	87.269
735	7.34000	87.585
736	7.35000	87.894
737	7.36000	88.194
738	7.37000	88.483
739	7.38000	88.758
740	7.39000	89.018
741	7.40000	89.263
742	7.41000	89.490
743	7.42000	89.701
744	7.43000	89.896
745	7.44000	90.076
746	7.45000	90.243
747	7.46000	90.398
748	7.47000	90.545
749	7.48000	90.682
750	7.49000	90.812
751	7.50000	90.934
752	7.51000	91.046
753	7.52000	91.150
754	7.53000	91.243
755	7.54000	91.325
756	7.55000	91.395
757	7.56000	91.455
758	7.57000	91.505
759	7.58000	91.545
760	7.59000	91.581
761	7.60000	91.611
762	7.61000	91.636
763	7.62000	91.664
764	7.63000	91.694
765	7.64000	91.726
766	7.65000	91.757
767	7.66000	91.786
768	7.67000	91.804
769	7.68000	91.813
770	7.69000	91.813
771	7.70000	91.801
772	7.71000	91.779
773	7.72000	91.753
774	7.73000	91.723
775	7.74000	91.694
776	7.75000	91.663
777	7.76000	91.631
778	7.77000	91.595
779	7.78000	91.556
780	7.79000	91.513
781	7.80000	91.465
782	7.81000	91.409
783	7.82000	91.343
784	7.83000	91.267
785	7.84000	91.182
786	7.85000	91.088
787	7.86000	90.986
788	7.87000	90.874
789	7.88000	90.754
790	7.89000	90.628
791	7.90000	90.492
792	7.91000	90.346
793	7.92000	90.187
794	7.93000	90.014
795	7.94000	89.822
796	7.95000	89.608
797	7.96000	89.371
798	7.97000	89.112
799	7.98000	88.829
800	7.99000	88.525
801	8.00000	88.199
802	8.01000	87.851
803	8.02000	87.485
804	8.03000	87.100
805	8.04000	86.698
806	8.05000	86.282
807	8.06000	85.855
808	8.07000	85.425
809	8.08000	84.997
810	8.09000	84.580
811	8.10000	84.181
812	8.11000	83.808
813	8.12000	83.465
814	8.13000	83.151
815	8.14000	82.870
816	8.15000	82.621
817	8.16000	82.404
818	8.17000	82.224
819	8.18000	82.088
820	8.19000	81.995
821	8.20000	81.954
822	8.21000	81.965
823	8.22000	82.027
824	8.23000	82.137
825	8.24000	82.290
826	8.25000	82.480
827	8.26000	82.707
828	8.27000	82.966
829	8.28000	83.263
830	8.29000	83.601
831	8.30000	83.992
832	8.31000	84.441
833	8.32000	84.959
834	8.33000	85.543
835	8.34000	86.193
836	8.35000	86.901
837	8.36000	87.658
838	8.37000	88.454
839	8.38000	89.283
840	8.39000	90.140
841	8.40000	91.025
842	8.41000	91.932
843	8.42000	92.868
844	8.43000	93.824
845	8.44000	94.808
846	8.45000	95.816
847	8.46000	96.850
848	8.47000	97.912
849	8.48000	99.006
850	8.49000	100.137
851	8.50000	101.307
852	8.51000	102.514
853	8.52000	103.758
854	8.53000	105.035
855	8.54000	106.346
856	8.55000	107.686
857	8.56000	109.051
858	8.57000	110.439
859	8.58000	111.845
860	8.59000	113.268
861	8.60000	114.710
862	8.61000	116.165
863	8.62000	117.628
864	8.63000	119.102
865	8.64000	120.583
866	8.65000	122.072
867	8.66000	123.563
868	8.67000	125.053
869	8.68000	126.537
870	8.69000	128.007
871	8.70000	129.468
872	8.71000	130.912
873	8.72000	132.344
874	8.73000	133.765
875	8.74000	135.181
876	8.75000	136.595
877	8.76000	138.009
878	8.77000	139.434
879	8.78000	140.869
880	8.79000	142.318
881	8.80000	143.780
882	8.81000	145.251
883	8.82000	146.726
884	8.83000	148.197
885	8.84000	149.655
886	8.85000	151.086
887	8.86000	152.482
888	8.87000	153.843
889	8.88000	155.165
890	8.89000	156.448
891	8.90000	157.687
892	8.91000	158.878
893	8.92000	160.016
894	8.93000	161.095
895	8.94000	162.109
896	8.95000	163.057
897	8.96000	163.938
898	8.97000	164.748
899	8.98000	165.504
900	8.99000	166.218
901	9.00000	166.890
902	9.01000	167.519
903	9.02000	168.108
904	9.03000	168.649
905	9.04000	169.138
906	9.05000	169.574
907	9.06000	169.952
908	9.07000	170.270
909	9.08000	170.546
910	9.09000	170.798
911	9.10000	171.025
912	9.11000	171.240
913	9.12000	171.454
914	9.13000	171.673
915	9.14000	171.878
916	9.15000	172.074
917	9.16000	172.255
918	9.17000	172.427
919	9.18000	172.593
920	9.19000	172.754
921	9.20000	172.905
922	9.21000	173.050
923	9.22000	173.190
924	9.23000	173.318
925	9.24000	173.416
926	9.25000	173.491
927	9.26000	173.543
928	9.27000	173.586
929	9.28000	173.625
930	9.29000	173.642
931	9.30000	173.612
932	9.31000	173.518
933	9.32000	173.378
934	9.33000	173.228
935	9.34000	173.100
936	9.35000	173.013
937	9.36000	172.987
938	9.37000	173.038
939	9.38000	173.158
940	9.39000	173.312
941	9.40000	173.452
942	9.41000	173.548
943	9.42000	173.608
944	9.43000	173.646
945	9.44000	173.660
946	9.45000	173.653
947	9.46000	173.633
948	9.47000	173.609
949	9.48000	173.590
950	9.49000	173.583
951	9.50000	173.582
952	9.51000	173.583
953	9.52000	173.589
954	9.53000	173.598
955	9.54000	173.607
956	9.55000	173.614
957	9.56000	173.620
958	9.57000	173.626
959	9.58000	173.638
960	9.59000	173.655
961	9.60000	173.679
962	9.61000	173.707
963	9.62000	173.740
964	9.63000	173.777
965	9.64000	173.817
966	9.65000	173.859
967	9.66000	173.903
968	9.67000	173.948
969	9.68000	173.993
970	9.69000	174.036
971	9.70000	174.072
972	9.71000	174.097
973	9.72000	174.110
974	9.73000	174.114
975	9.74000	174.109
976	9.75000	174.099
977	9.76000	174.090
978	9.77000	174.085
979	9.78000	174.089
980	9.79000	174.100
981	9.80000	174.115
982	9.81000	174.136
983	9.82000	174.167
984	9.83000	174.190
985	9.84000	174.205
986	9.85000	174.211
987	9.86000	174.209
988	9.87000	174.198
989	9.88000	174.180
990	9.89000	174.156
991	9.90000	174.132
992	9.91000	174.114
993	9.92000	174.105
994	9.93000	174.095
995	9.94000	174.092
996	9.95000	174.096
997	9.96000	174.106
998	9.97000	174.121
999	9.98000	174.142
1000	9.99000	174.169
