NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	30
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:35:44
DATA_INCLUDED	Position
DATA_TYPES	LR_pos_X	LR_pos_Y	LR_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	KR_pos_X	KR_pos_Y	KR_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	SL_pos_X	SL_pos_Y	SL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z

Frame	Time	LR_pos_X	LR_pos_Y	LR_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	KR_pos_X	KR_pos_Y	KR_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	SL_pos_X	SL_pos_Y	SL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	
803	8.02000	220.951	-201.079	106.780	112.427	-326.428	924.347	249.503	-293.221	1538.218	377.947	-209.129	558.502	702.102	189.099	342.630	34.182	100.289	989.261	467.017	-199.351	37.856	923.668	130.711	476.533	208.624	-8.940	1573.708	447.877	91.236	758.267
804	8.03000	220.841	-200.797	106.698	109.890	-325.731	920.121	249.216	-292.710	1532.676	379.343	-207.561	557.645	697.391	189.915	338.400	31.555	101.223	985.551	466.935	-199.364	38.154	919.587	130.277	470.708	208.361	-9.056	1568.800	446.143	91.611	755.810
805	8.04000	220.695	-200.541	106.583	107.330	-325.173	915.986	249.139	-292.155	1527.324	380.393	-205.660	556.906	692.402	190.861	333.595	29.105	102.141	981.851	466.833	-199.291	38.502	914.423	129.976	465.519	208.128	-9.405	1563.837	444.174	91.911	752.779
806	8.05000	220.502	-200.259	106.544	104.671	-324.583	911.923	248.848	-291.548	1521.951	381.313	-203.604	556.392	687.493	191.853	328.552	26.828	103.042	978.075	466.736	-199.216	38.894	908.840	130.246	460.790	208.218	-9.138	1559.407	441.965	92.240	749.163
807	8.06000	220.310	-200.006	106.601	101.875	-324.096	908.065	248.642	-291.010	1516.789	382.305	-201.174	556.024	682.743	192.934	323.338	24.634	103.981	974.346	466.585	-199.023	39.459	903.587	131.047	455.962	208.344	-8.974	1554.738	439.534	92.602	745.140
808	8.07000	220.114	-199.678	106.695	99.012	-323.659	904.537	248.305	-290.445	1511.488	383.178	-198.493	555.759	678.053	193.953	317.907	22.466	104.923	970.583	466.430	-198.821	40.139	898.684	132.234	450.817	208.408	-8.807	1549.968	436.931	93.005	740.794
809	8.08000	219.867	-199.377	106.795	96.111	-323.162	901.199	248.117	-289.934	1506.638	383.931	-195.849	555.575	673.184	194.991	312.326	20.234	105.868	966.830	466.285	-198.563	40.821	893.749	133.655	445.279	208.678	-8.472	1545.532	434.285	93.481	736.340
810	8.09000	219.613	-199.114	106.783	93.391	-322.658	898.176	248.200	-289.367	1502.320	384.549	-193.360	555.250	667.808	195.929	306.578	17.971	106.945	963.091	466.161	-198.291	41.491	888.636	135.031	439.040	208.915	-8.109	1541.110	431.750	94.017	732.053
811	8.10000	219.432	-198.915	106.822	90.928	-321.736	895.091	247.674	-288.700	1497.504	385.084	-190.997	554.862	661.595	196.921	300.642	15.571	108.020	959.319	466.037	-198.067	42.099	883.100	136.230	431.927	209.042	-7.620	1536.775	429.426	94.581	728.157
812	8.11000	219.237	-198.765	106.954	88.690	-320.575	892.015	247.317	-287.966	1492.800	385.660	-188.705	554.706	654.392	197.856	294.359	13.110	109.080	955.589	465.803	-197.672	42.644	876.941	137.147	423.716	209.095	-7.025	1532.440	427.539	95.192	724.816
813	8.12000	219.027	-198.596	107.034	86.648	-319.317	888.931	246.818	-287.160	1488.117	386.232	-186.415	554.501	646.042	198.757	287.680	10.685	110.137	951.946	465.740	-197.721	43.763	870.171	137.853	414.024	209.150	-6.425	1528.154	426.085	95.937	721.971
814	8.13000	218.771	-198.353	107.161	84.674	-318.267	885.831	246.364	-286.242	1483.604	386.740	-184.281	554.362	636.481	199.660	280.552	8.325	111.275	948.331	465.561	-197.548	44.677	862.835	138.454	402.599	209.125	-5.678	1523.863	424.993	96.946	719.468
815	8.14000	218.637	-198.105	107.289	82.697	-317.137	882.722	245.871	-285.283	1479.139	387.082	-182.284	554.315	625.652	200.735	272.946	6.264	112.533	944.714	465.487	-197.451	45.424	854.894	139.120	389.335	208.905	-4.841	1519.718	424.214	98.184	717.082
816	8.15000	218.624	-197.850	107.323	80.609	-316.169	879.615	245.261	-284.328	1474.666	387.319	-180.475	554.071	613.528	201.888	264.990	4.524	113.959	941.178	465.509	-197.239	45.774	846.347	139.915	373.940	208.584	-3.970	1515.641	423.734	99.650	714.646
817	8.16000	218.537	-197.651	107.298	78.426	-314.911	876.523	244.578	-283.406	1470.337	387.477	-179.103	553.818	599.867	203.264	256.986	3.178	115.567	937.620	465.506	-197.050	46.193	836.813	140.914	356.621	208.070	-3.218	1511.682	423.626	101.221	712.161
818	8.17000	218.416	-197.611	107.268	76.050	-313.618	873.449	243.715	-282.518	1466.196	387.683	-178.069	553.629	584.457	204.832	249.015	2.264	117.363	934.113	465.455	-197.010	46.678	825.612	141.937	338.126	207.448	-2.437	1507.929	423.821	102.752	709.892
819	8.18000	218.291	-197.538	107.245	73.403	-312.060	870.367	242.753	-281.689	1462.300	387.815	-177.460	553.403	567.341	206.628	241.199	1.784	119.371	930.627	465.397	-197.373	47.000	812.241	143.372	319.399	206.721	-1.602	1504.298	424.344	104.219	707.791
820	8.19000	218.180	-197.452	107.220	70.400	-310.420	867.302	241.646	-280.874	1458.468	387.850	-177.244	553.199	548.688	208.556	233.495	1.738	121.600	927.163	465.369	-197.962	47.080	796.991	145.560	300.562	206.016	-0.732	1500.926	424.965	105.783	705.718
821	8.20000	218.046	-197.408	107.129	67.169	-308.641	864.407	240.368	-280.041	1454.746	387.727	-177.386	552.937	528.660	210.486	226.152	1.999	123.870	923.642	465.251	-198.725	47.166	780.133	148.791	281.581	205.238	0.309	1497.721	425.594	107.571	703.437
822	8.21000	217.919	-197.455	107.094	63.919	-306.389	861.556	238.906	-279.169	1451.427	387.463	-177.810	552.632	507.478	212.462	219.210	2.708	126.374	920.374	465.215	-199.562	47.261	761.788	152.983	262.616	204.470	1.388	1494.741	426.113	109.752	700.837
823	8.22000	217.807	-197.538	106.995	60.648	-304.530	859.100	237.361	-278.300	1448.345	387.257	-178.329	552.447	485.213	214.351	212.780	3.728	128.981	917.274	465.048	-200.442	47.321	742.022	157.893	243.837	203.613	2.659	1492.143	426.576	112.357	697.803
824	8.23000	217.771	-197.580	106.862	57.578	-302.702	856.933	235.620	-277.506	1445.586	387.039	-178.919	552.276	461.969	216.238	206.835	5.015	131.621	914.383	464.952	-201.279	47.143	720.669	163.264	225.387	202.698	4.088	1489.874	427.006	115.371	694.266
825	8.24000	217.757	-197.667	106.751	54.821	-300.956	855.271	233.638	-276.766	1443.369	386.897	-179.434	552.026	437.824	217.968	201.430	6.516	134.208	911.658	465.024	-201.719	47.081	697.809	168.959	207.109	201.661	5.640	1488.023	427.359	118.638	690.090
826	8.25000	217.751	-197.820	106.680	52.524	-299.048	853.995	231.780	-276.056	1442.045	386.898	-179.836	551.910	413.033	219.668	196.816	8.227	136.775	909.165	465.050	-202.020	47.008	673.662	174.822	188.840	200.505	7.271	1486.565	427.640	122.129	685.496
827	8.26000	217.708	-198.109	106.606	50.656	-297.340	853.251	229.208	-275.261	1440.682	386.912	-180.210	551.890	387.839	221.334	193.097	10.022	139.329	906.910	465.064	-202.233	46.929	648.469	180.777	170.802	199.243	9.041	1485.561	427.728	125.783	680.453
828	8.27000	217.598	-198.445	106.524	49.176	-295.369	852.793	226.333	-274.402	1439.801	386.909	-180.515	551.910	362.723	222.779	190.041	11.774	141.881	904.887	465.057	-202.340	47.027	622.416	186.198	153.476	197.872	11.027	1484.994	427.453	129.683	674.959
829	8.28000	217.425	-198.783	106.456	48.050	-293.255	852.623	223.428	-273.384	1439.496	386.853	-180.761	551.867	337.997	223.867	187.299	13.475	144.506	903.105	465.041	-202.448	47.185	595.925	190.906	137.582	196.347	13.262	1484.878	426.540	134.028	668.900
830	8.29000	217.243	-199.098	106.420	47.088	-290.889	852.704	220.595	-272.254	1439.490	386.770	-180.867	551.769	314.057	224.929	185.035	15.132	147.148	901.605	465.013	-202.476	47.461	569.540	195.033	123.436	194.805	15.638	1485.118	425.101	139.046	662.192
831	8.30000	217.079	-199.356	106.383	46.063	-288.537	852.960	217.576	-270.874	1439.785	386.421	-181.034	551.897	290.487	224.961	182.547	16.754	149.730	900.357	464.978	-202.471	47.757	543.854	198.724	110.949	193.162	18.133	1485.762	422.892	144.600	654.869
832	8.31000	216.968	-199.546	106.359	45.105	-285.972	853.497	214.732	-269.256	1440.583	385.894	-181.036	552.071	268.482	225.144	180.092	18.362	152.228	899.422	464.920	-202.447	48.106	519.497	202.349	99.983	191.522	20.654	1486.702	420.013	150.483	647.237
833	8.32000	216.702	-199.725	106.386	44.178	-283.304	854.245	211.947	-267.417	1441.750	385.207	-181.034	552.301	248.094	224.973	177.109	19.896	154.703	898.801	464.874	-202.391	48.756	497.002	205.946	90.088	189.779	23.205	1487.987	416.306	156.781	639.382
834	8.33000	216.401	-199.866	106.413	43.242	-280.816	855.462	209.133	-265.333	1443.293	384.555	-180.835	552.675	229.367	224.596	173.598	21.332	157.133	898.499	464.739	-202.326	49.523	476.530	209.008	81.553	188.000	25.710	1489.583	411.915	163.254	631.231
835	8.34000	216.125	-199.957	106.469	42.407	-278.264	856.870	206.307	-263.159	1445.351	383.583	-180.639	553.228	212.055	224.190	169.443	22.414	159.618	898.533	464.575	-202.147	50.309	458.211	211.161	74.783	186.067	28.511	1491.509	406.876	169.766	622.912
836	8.35000	215.837	-200.041	106.584	41.781	-275.877	858.559	203.532	-260.781	1447.678	382.712	-180.140	553.674	196.313	223.639	164.894	23.184	162.388	898.958	464.440	-201.987	51.210	441.977	212.050	69.467	184.069	31.531	1493.658	401.217	176.016	614.762
837	8.36000	215.523	-200.165	106.700	41.361	-273.308	860.301	200.835	-258.230	1450.146	381.874	-179.395	554.234	181.854	223.003	160.385	23.539	165.024	899.396	464.330	-201.767	52.080	427.493	212.214	64.888	181.929	34.767	1495.924	395.215	182.118	606.893
838	8.37000	215.240	-200.176	106.852	41.192	-270.618	862.112	198.161	-255.429	1453.029	381.011	-178.412	554.636	168.792	222.080	155.511	23.631	167.701	900.065	464.240	-201.510	53.066	414.521	212.487	60.821	179.620	38.153	1498.364	388.878	187.734	599.528
839	8.38000	214.955	-200.089	106.934	41.187	-267.794	863.899	195.392	-252.391	1455.891	380.023	-177.265	555.175	156.785	220.994	150.595	23.464	170.436	900.876	464.107	-201.316	54.045	402.797	213.212	57.307	177.267	41.701	1500.871	382.219	192.914	592.533
840	8.39000	214.620	-200.060	107.132	41.304	-264.925	865.726	192.482	-249.098	1458.717	378.922	-175.809	555.683	145.554	219.789	145.809	23.078	173.109	901.844	463.969	-201.085	55.223	392.065	214.441	54.494	174.862	45.584	1503.460	375.310	197.444	585.720
841	8.40000	214.210	-199.917	107.346	41.482	-261.997	867.601	189.547	-245.419	1461.613	377.890	-174.199	556.269	135.083	218.303	140.985	22.517	175.615	902.972	463.763	-200.784	56.580	382.120	216.237	52.310	172.500	49.719	1506.053	368.518	201.591	579.395
842	8.41000	213.804	-199.691	107.579	41.705	-258.925	869.516	186.958	-241.440	1465.038	376.895	-172.195	556.865	125.054	216.739	136.466	21.800	178.012	904.299	463.562	-200.435	58.002	372.743	218.658	50.549	170.094	54.218	1508.527	361.955	205.349	573.486
843	8.42000	213.299	-199.511	107.886	41.914	-255.796	871.470	184.007	-237.070	1467.935	375.824	-170.246	557.529	115.443	215.010	132.049	20.985	180.510	905.739	463.330	-200.128	59.701	363.655	221.689	49.247	167.685	58.898	1510.998	355.375	208.159	567.492
844	8.43000	212.745	-199.218	108.307	42.125	-252.609	873.491	181.253	-232.416	1471.138	374.861	-168.159	558.210	106.630	213.600	128.205	20.090	183.262	907.269	463.023	-199.787	61.462	354.766	225.069	48.104	165.313	63.847	1513.573	348.589	209.968	561.265
845	8.44000	212.355	-198.946	108.670	42.341	-249.262	875.388	178.307	-227.558	1474.152	374.021	-166.121	558.996	97.624	211.470	123.088	19.164	186.157	908.643	462.964	-199.353	62.734	346.090	228.413	46.663	162.589	68.696	1515.582	341.820	211.313	555.084
846	8.45000	212.036	-198.568	108.980	42.560	-245.826	877.200	175.273	-222.490	1477.038	373.269	-163.939	559.470	89.260	209.762	118.268	18.358	189.175	909.928	462.855	-198.895	63.803	337.715	231.333	45.088	160.096	74.110	1517.987	334.894	211.837	548.821
847	8.46000	211.821	-198.254	109.345	42.790	-242.227	878.677	172.110	-217.199	1479.838	372.511	-161.747	560.084	81.229	208.266	113.239	17.595	192.488	910.958	462.674	-198.904	64.908	330.064	233.976	43.932	157.443	79.545	1519.903	327.901	211.631	542.467
848	8.47000	211.610	-197.907	109.750	42.946	-238.655	879.930	169.010	-211.680	1482.267	371.867	-159.492	560.556	74.316	206.720	107.382	17.011	196.005	911.728	462.464	-199.006	65.815	324.899	235.565	49.025	154.797	85.145	1521.628	320.906	210.707	536.136
849	8.48000	211.402	-197.560	110.119	42.975	-234.913	880.740	165.884	-206.129	1483.275	371.240	-156.987	560.941	71.173	205.948	104.878	16.486	199.483	912.133	462.329	-198.844	66.565	322.294	237.340	54.565	152.123	90.861	1523.018	316.603	209.338	531.673
850	8.49000	211.342	-197.246	110.623	42.615	-231.009	881.237	162.929	-200.281	1485.254	370.308	-154.056	561.330	71.902	205.870	106.817	15.768	203.180	912.189	462.262	-198.230	67.277	322.201	238.874	57.081	149.445	96.693	1524.033	317.737	207.080	532.626
851	8.50000	211.190	-196.760	111.268	41.860	-227.215	881.573	160.166	-194.411	1486.985	369.290	-150.671	562.076	75.107	206.041	107.471	14.856	207.076	912.235	462.221	-196.985	68.626	323.821	238.583	54.058	146.929	102.642	1524.740	318.654	204.501	535.771
852	8.51000	210.888	-195.990	112.056	40.769	-223.790	882.004	157.673	-188.565	1488.516	368.548	-146.968	563.159	78.246	205.993	106.975	13.537	210.807	912.925	462.073	-195.366	70.319	325.874	236.439	48.362	144.490	108.663	1525.359	318.516	201.928	537.504
853	8.52000	210.579	-195.136	112.838	39.623	-220.502	882.571	155.460	-182.770	1491.036	367.781	-143.416	564.123	79.005	205.684	106.600	12.085	214.288	914.361	462.011	-193.697	71.730	326.218	235.643	48.241	142.094	114.628	1526.032	317.789	198.613	537.179
854	8.53000	210.370	-194.349	113.525	38.489	-216.940	883.254	153.152	-177.465	1491.689	366.884	-140.295	564.855	78.185	205.291	106.187	10.893	218.083	916.242	461.990	-192.016	72.902	325.794	235.110	49.805	139.662	120.348	1526.856	316.371	194.735	535.521
855	8.54000	210.280	-193.714	114.204	37.406	-213.063	883.893	150.450	-172.337	1493.407	366.088	-137.724	565.644	77.519	204.820	105.632	11.058	222.330	918.130	462.097	-190.464	73.790	325.492	234.602	50.887	137.040	125.775	1527.854	315.224	191.708	534.056
856	8.55000	210.238	-193.281	114.808	36.240	-209.012	884.603	147.349	-167.585	1495.290	365.336	-135.689	566.586	77.730	204.517	105.322	12.998	226.305	919.550	462.235	-189.235	74.355	325.736	233.491	50.974	134.128	130.934	1529.154	315.205	188.831	532.895
857	8.56000	210.278	-192.967	115.394	35.010	-204.991	885.456	144.025	-163.209	1497.409	364.546	-134.091	567.374	78.365	204.353	105.224	15.754	229.316	920.119	462.421	-188.212	74.862	326.086	232.873	50.466	131.078	135.917	1530.699	315.665	186.324	532.634
858	8.57000	210.232	-192.698	116.038	33.760	-201.159	886.555	140.801	-158.947	1501.045	363.680	-132.999	568.210	78.632	204.339	105.275	18.376	231.924	919.980	462.550	-187.180	75.398	326.259	232.398	50.523	128.033	140.799	1532.530	315.604	184.544	532.969
859	8.58000	210.046	-192.453	116.662	32.673	-197.426	888.103	137.632	-155.087	1503.721	362.814	-132.298	569.211	78.532	204.228	105.109	21.114	235.947	920.743	462.628	-186.038	76.025	326.262	232.018	50.848	125.083	145.776	1534.639	314.914	183.575	533.195
860	8.59000	209.746	-192.267	117.531	31.813	-194.045	889.998	134.682	-151.411	1506.362	361.947	-131.868	570.432	78.345	204.211	105.029	23.005	239.416	921.977	462.607	-184.923	76.969	326.232	231.623	51.302	122.246	150.632	1537.004	313.764	183.545	533.395
861	8.60000	209.243	-191.979	118.507	31.230	-191.002	892.381	132.030	-147.972	1509.545	361.038	-131.678	571.744	78.250	204.305	104.907	24.401	242.808	924.126	462.561	-183.711	77.934	326.235	231.460	51.529	119.472	155.285	1539.594	312.434	184.156	533.761
862	8.61000	208.714	-191.653	119.375	31.033	-188.302	895.183	129.358	-144.734	1512.649	360.133	-131.700	573.108	78.164	204.594	104.790	25.419	245.790	926.881	462.504	-182.315	78.657	326.220	231.411	51.711	116.797	159.630	1542.468	311.135	185.301	534.461
863	8.62000	208.310	-191.168	120.280	31.259	-185.697	898.272	126.805	-141.652	1516.004	359.213	-131.834	574.365	77.994	205.037	104.776	25.954	248.288	929.616	462.431	-180.872	79.182	326.180	231.425	51.921	114.342	163.715	1545.610	309.860	186.655	535.198
864	8.63000	207.909	-190.573	121.143	31.974	-183.168	901.480	124.119	-138.668	1519.376	358.421	-132.010	575.568	77.712	205.407	104.678	26.137	250.680	932.156	462.100	-179.300	79.227	326.068	231.398	52.415	111.956	167.576	1548.910	308.460	188.142	535.908
865	8.64000	207.060	-189.717	121.845	33.221	-180.689	904.832	121.579	-135.860	1523.027	357.804	-132.245	576.585	77.430	205.533	104.663	26.381	253.038	934.582	461.168	-177.523	78.293	325.935	231.373	52.970	109.652	171.155	1552.355	306.913	189.752	536.693
866	8.65000	205.482	-188.347	122.487	35.107	-178.165	908.282	118.725	-133.153	1526.519	357.232	-132.518	577.326	77.165	205.679	104.549	26.807	255.255	936.896	459.379	-175.324	76.737	325.826	231.445	53.386	107.245	174.508	1555.938	305.196	191.454	537.502
867	8.66000	203.074	-186.634	122.928	37.460	-175.872	911.688	116.028	-130.436	1530.256	356.491	-132.810	577.655	76.930	205.906	104.556	27.423	257.356	939.211	456.745	-172.492	74.743	325.720	231.576	53.694	104.735	177.697	1559.594	303.386	193.276	538.349
868	8.67000	199.956	-184.500	123.479	40.197	-173.720	915.160	113.197	-127.829	1533.915	355.641	-133.092	577.781	76.615	206.069	104.478	28.149	259.291	941.576	453.266	-168.939	72.010	325.561	231.778	54.062	102.064	180.749	1563.330	301.612	195.298	539.119
869	8.68000	196.142	-181.956	124.162	43.226	-171.784	918.631	110.550	-125.293	1537.659	354.649	-133.210	577.825	76.217	206.334	104.461	28.876	261.009	943.913	448.952	-164.936	68.831	325.370	232.139	54.603	99.287	183.621	1567.058	299.850	197.388	539.872
870	8.69000	191.719	-178.995	124.861	46.285	-170.145	922.194	107.891	-122.988	1541.265	353.575	-133.237	577.884	75.909	206.429	104.321	29.591	262.608	946.256	443.924	-160.717	65.612	325.179	232.580	55.129	96.438	186.336	1570.747	298.089	199.639	540.564
871	8.70000	186.846	-175.689	125.743	49.329	-168.684	925.749	105.386	-120.773	1545.010	352.351	-133.140	577.770	75.580	206.710	104.288	30.291	264.004	948.595	438.338	-156.355	62.230	325.017	233.004	55.608	93.604	188.849	1574.406	296.336	201.876	541.276
872	8.71000	181.629	-172.036	126.592	52.225	-167.325	929.300	103.021	-118.699	1548.751	350.957	-133.025	577.585	75.357	206.927	104.165	31.035	265.325	950.956	432.322	-151.746	58.871	324.891	233.382	55.850	90.815	191.151	1577.994	294.560	204.063	542.017
873	8.72000	176.102	-168.169	127.423	55.013	-166.822	932.978	100.669	-116.763	1552.423	349.496	-133.008	577.445	75.111	207.220	104.083	31.842	266.462	953.363	426.209	-146.974	56.480	324.802	233.801	56.016	88.123	193.265	1581.496	292.681	206.270	542.856
874	8.73000	170.464	-164.085	128.063	57.484	-165.228	936.287	98.468	-114.957	1556.054	347.741	-133.036	577.092	74.871	207.616	104.081	32.788	267.553	955.937	420.039	-142.253	54.626	324.639	234.345	56.369	85.551	195.171	1584.940	290.632	208.420	543.816
875	8.74000	164.810	-159.810	128.588	59.799	-163.802	939.559	96.465	-113.280	1559.619	345.804	-133.177	576.552	74.618	207.832	104.001	33.806	268.610	958.661	413.748	-137.368	52.452	324.476	234.784	56.662	83.161	196.857	1588.265	288.484	210.526	544.816
876	8.75000	159.274	-155.483	128.979	61.994	-162.564	942.644	94.543	-111.779	1563.002	343.635	-133.301	575.962	74.376	208.043	103.941	34.992	269.592	961.454	407.560	-133.039	50.200	324.345	235.114	56.942	80.905	198.331	1591.622	286.224	212.597	545.837
877	8.76000	153.942	-151.119	129.240	63.986	-161.271	945.538	92.916	-110.372	1566.343	341.185	-133.450	575.259	74.147	208.263	103.878	36.261	270.484	964.291	401.588	-129.218	47.721	324.257	235.515	57.019	78.943	199.602	1594.982	283.858	214.707	546.849
878	8.77000	148.918	-146.722	129.167	65.870	-159.974	948.286	91.466	-109.123	1569.585	338.492	-133.579	574.597	73.984	208.484	103.751	37.523	271.205	967.051	395.825	-126.023	44.778	324.138	236.162	56.728	77.220	200.675	1598.364	281.543	216.860	547.850
879	8.78000	144.298	-142.475	128.986	67.597	-158.812	950.976	90.253	-107.905	1572.617	335.433	-133.643	573.989	73.900	208.802	103.624	38.628	271.786	969.626	390.213	-123.405	40.754	324.036	236.873	56.167	75.708	201.568	1601.683	279.298	219.233	548.777
880	8.79000	139.954	-138.291	128.706	69.100	-157.826	953.681	89.349	-106.819	1575.603	332.088	-133.664	573.512	73.791	209.088	103.429	39.544	272.236	971.971	384.963	-121.808	37.037	323.989	237.473	55.572	74.463	202.329	1604.969	277.109	221.687	549.744
881	8.80000	135.585	-134.199	128.396	70.350	-157.049	956.452	88.711	-105.780	1578.477	328.570	-133.629	573.087	73.708	209.422	103.302	40.252	272.550	974.073	380.888	-120.333	37.124	323.934	238.085	54.931	73.439	202.931	1608.122	274.840	224.113	550.576
882	8.81000	131.807	-130.343	127.947	71.321	-156.451	959.285	88.619	-104.818	1580.849	324.881	-133.959	572.919	73.612	209.817	103.113	40.810	272.872	976.022	377.436	-119.725	37.199	323.848	238.818	54.307	72.634	203.432	1611.121	272.598	226.547	551.408
883	8.82000	128.552	-126.773	127.412	72.072	-155.925	962.133	88.438	-103.955	1583.306	321.238	-134.016	572.768	73.467	210.184	102.928	41.163	273.041	977.775	374.509	-119.506	37.196	323.760	239.505	53.625	72.047	203.776	1614.004	270.294	228.802	552.141
884	8.83000	125.847	-123.600	127.007	72.639	-155.472	964.976	88.700	-103.300	1585.699	317.517	-134.302	572.934	73.324	210.688	102.772	41.391	273.162	979.396	372.308	-119.385	37.570	323.831	239.850	52.930	71.717	203.989	1616.764	267.980	230.900	552.917
885	8.84000	123.744	-120.324	126.141	73.025	-155.020	967.704	88.954	-102.668	1588.151	313.877	-134.126	572.679	73.098	211.138	102.571	41.576	273.272	981.011	370.649	-119.513	37.951	323.831	240.146	52.622	71.575	204.063	1619.415	265.685	232.695	553.735
886	8.85000	122.204	-117.183	125.033	73.285	-154.565	970.292	89.273	-102.203	1590.490	310.163	-134.502	572.816	72.816	211.607	102.476	41.709	273.321	982.600	369.647	-119.808	38.452	323.756	240.494	52.475	71.642	204.000	1621.932	263.332	234.081	554.531
887	8.86000	121.193	-114.399	123.917	73.460	-154.262	972.783	89.691	-101.872	1592.635	306.504	-134.591	572.798	72.537	212.009	102.322	41.873	273.425	984.263	369.220	-120.004	38.976	323.724	240.529	52.354	71.862	203.826	1624.385	260.990	235.090	555.377
888	8.87000	120.570	-111.943	122.705	73.674	-154.210	975.237	90.014	-101.613	1594.701	303.112	-134.953	572.949	72.269	212.336	102.177	42.097	273.479	986.006	369.190	-120.196	39.633	323.750	240.430	51.980	72.215	203.558	1626.711	258.714	235.842	556.257
889	8.88000	120.323	-109.877	121.544	73.843	-154.217	977.503	90.694	-101.526	1596.261	299.820	-135.238	573.117	72.125	212.671	102.077	42.441	273.478	987.848	369.440	-120.213	40.231	323.816	240.319	51.545	72.727	203.252	1628.955	256.541	236.431	557.134
890	8.89000	120.289	-108.309	120.636	74.052	-154.081	979.538	90.877	-101.515	1598.811	296.641	-135.492	573.376	71.920	212.944	102.010	42.819	273.342	989.711	369.821	-119.988	40.540	323.981	240.104	51.134	73.346	202.933	1631.145	254.574	236.893	557.941
891	8.90000	120.356	-107.134	119.865	74.259	-154.063	981.525	91.463	-101.679	1600.758	293.609	-135.745	573.669	71.883	213.164	101.916	43.257	273.057	991.453	370.101	-119.839	40.564	324.050	240.140	50.388	74.114	202.456	1633.185	252.743	237.369	558.762
892	8.91000	120.325	-106.304	119.345	74.452	-154.191	983.532	91.970	-101.987	1602.746	290.737	-135.892	574.025	72.115	213.456	101.894	43.783	272.647	993.102	370.142	-120.006	40.498	324.221	240.231	49.121	74.963	201.906	1635.182	251.073	237.768	559.523
893	8.92000	120.021	-105.685	118.840	74.651	-154.464	985.536	92.431	-102.364	1604.538	287.936	-136.077	574.420	72.450	213.560	101.943	44.350	272.127	994.558	370.064	-120.435	41.024	324.503	240.213	47.648	75.871	201.247	1637.094	249.547	238.042	560.251
894	8.93000	119.493	-105.134	118.395	74.827	-154.803	987.509	93.052	-102.850	1606.308	285.215	-136.243	574.707	73.027	213.621	102.000	44.953	271.536	995.885	369.930	-120.710	41.794	324.931	240.082	45.863	76.836	200.507	1638.929	248.132	238.044	560.954
895	8.94000	118.914	-104.820	117.880	75.070	-155.291	989.519	93.578	-103.411	1607.930	282.534	-136.382	574.932	73.425	213.687	102.134	45.547	270.875	997.083	369.812	-120.416	42.472	325.236	239.984	44.480	77.878	199.727	1640.714	246.783	237.783	561.641
896	8.95000	118.368	-104.531	117.311	75.420	-155.936	991.372	94.018	-104.052	1609.746	279.857	-136.531	575.177	73.691	213.752	102.254	46.128	270.192	998.198	369.748	-119.569	43.100	325.393	239.934	43.656	78.976	198.799	1642.344	245.555	237.282	562.203
897	8.96000	117.706	-104.076	116.555	75.788	-156.697	993.248	94.842	-105.042	1610.651	276.997	-136.638	575.211	73.841	213.832	102.363	46.659	269.428	999.249	369.625	-118.484	43.757	325.572	239.835	42.927	80.123	197.784	1643.930	244.405	236.461	562.726
898	8.97000	117.126	-103.824	115.717	76.169	-157.572	994.949	95.403	-106.039	1612.680	274.201	-136.708	575.138	74.066	213.754	102.324	47.220	268.517	1000.229	369.494	-117.666	44.307	325.771	239.665	42.077	81.282	196.687	1645.448	243.286	235.443	563.205
899	8.98000	116.493	-103.653	114.860	76.566	-158.498	996.477	96.192	-107.221	1613.939	271.426	-136.607	574.994	74.251	213.754	102.395	47.870	267.516	1001.209	369.330	-117.397	44.756	325.970	239.592	41.307	82.491	195.443	1646.829	242.234	234.344	563.777
900	8.99000	116.042	-103.598	113.954	76.988	-159.471	997.806	96.986	-108.518	1615.128	268.594	-136.359	574.696	74.461	213.679	102.480	48.635	266.450	1002.208	369.098	-117.382	44.972	326.138	239.500	40.592	83.719	194.056	1648.162	241.331	233.013	564.299
901	9.00000	115.773	-103.523	113.047	77.345	-160.628	998.933	97.739	-109.817	1616.218	265.868	-135.944	574.357	74.615	213.777	102.684	49.493	265.304	1003.231	368.936	-117.072	44.974	326.244	239.496	40.143	84.942	192.600	1649.433	240.559	231.582	564.852
