NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:32:00
DATA_INCLUDED	Angular Acceleration
DATA_TYPES	LR_Angular_Acceleration

Frame	Time	LR_Angular_Acceleration	
665	6.64000	-8.824
666	6.65000	2.005
667	6.66000	-3.110
668	6.67000	-9.829
669	6.68000	12.745
670	6.69000	-1.664
671	6.70000	27.422
672	6.71000	32.276
673	6.72000	19.276
674	6.73000	-2.733
675	6.74000	17.083
676	6.75000	9.390
677	6.76000	-3.413
678	6.77000	-23.436
679	6.78000	-21.074
680	6.79000	-44.120
681	6.80000	-2.162
682	6.81000	7.430
683	6.82000	21.226
684	6.83000	24.470
685	6.84000	16.216
686	6.85000	-33.686
687	6.86000	10.013
688	6.87000	13.597
689	6.88000	-85.724
690	6.89000	-176.060
691	6.90000	-193.957
692	6.91000	-222.806
693	6.92000	-221.889
694	6.93000	-250.192
695	6.94000	-224.007
696	6.95000	-141.418
697	6.96000	-53.868
698	6.97000	-9.348
699	6.98000	-67.006
700	6.99000	-116.818
701	7.00000	-98.015
702	7.01000	-82.740
703	7.02000	-130.320
704	7.03000	-203.881
705	7.04000	-276.057
706	7.05000	-265.441
707	7.06000	-272.014
708	7.07000	-179.593
709	7.08000	-60.821
710	7.09000	-68.268
711	7.10000	39.033
712	7.11000	114.822
713	7.12000	-96.875
714	7.13000	82.228
715	7.14000	74.955
716	7.15000	116.081
717	7.16000	151.691
718	7.17000	295.223
719	7.18000	451.458
720	7.19000	419.506
721	7.20000	493.206
722	7.21000	406.475
723	7.22000	146.913
724	7.23000	286.650
725	7.24000	137.524
726	7.25000	0.505
727	7.26000	-62.905
728	7.27000	-93.139
729	7.28000	-29.877
730	7.29000	-13.956
731	7.30000	57.699
732	7.31000	4.349
733	7.32000	-30.220
734	7.33000	84.864
735	7.34000	182.046
736	7.35000	303.950
737	7.36000	382.227
738	7.37000	330.322
739	7.38000	305.262
740	7.39000	218.330
741	7.40000	70.379
742	7.41000	-75.814
743	7.42000	-147.357
744	7.43000	-145.679
745	7.44000	-77.097
746	7.45000	39.398
747	7.46000	125.752
748	7.47000	128.064
749	7.48000	233.104
750	7.49000	221.389
751	7.50000	168.682
752	7.51000	120.293
753	7.52000	58.087
754	7.53000	7.852
755	7.54000	7.859
756	7.55000	-19.396
757	7.56000	46.132
758	7.57000	50.136
759	7.58000	133.282
760	7.59000	109.527
761	7.60000	102.074
762	7.61000	73.377
763	7.62000	78.624
764	7.63000	35.743
765	7.64000	9.059
766	7.65000	10.054
767	7.66000	48.258
768	7.67000	37.177
769	7.68000	54.417
770	7.69000	76.309
771	7.70000	59.552
772	7.71000	77.532
773	7.72000	147.249
774	7.73000	84.921
775	7.74000	53.639
776	7.75000	49.713
777	7.76000	8.707
778	7.77000	-37.296
779	7.78000	-68.113
780	7.79000	-3.248
781	7.80000	-31.921
782	7.81000	-19.984
783	7.82000	2.028
784	7.83000	-69.314
785	7.84000	-70.736
786	7.85000	-84.667
787	7.86000	-145.181
788	7.87000	-177.302
789	7.88000	-160.265
790	7.89000	-106.246
791	7.90000	-120.116
792	7.91000	-136.259
793	7.92000	-112.987
794	7.93000	-112.002
795	7.94000	-82.239
796	7.95000	-86.583
797	7.96000	-124.279
798	7.97000	-121.255
799	7.98000	-149.806
800	7.99000	-126.171
801	8.00000	-148.858
802	8.01000	-167.069
803	8.02000	-135.692
804	8.03000	-86.689
805	8.04000	-81.366
806	8.05000	-28.772
807	8.06000	-25.714
808	8.07000	-12.223
809	8.08000	-33.425
810	8.09000	-14.610
811	8.10000	-75.905
812	8.11000	-99.106
813	8.12000	-105.366
814	8.13000	-89.563
815	8.14000	-96.045
816	8.15000	-73.020
817	8.16000	-47.238
818	8.17000	-8.335
819	8.18000	38.700
820	8.19000	62.913
821	8.20000	108.211
822	8.21000	104.446
823	8.22000	116.526
824	8.23000	95.870
825	8.24000	48.524
826	8.25000	-17.258
827	8.26000	-72.752
828	8.27000	-125.995
829	8.28000	-140.076
830	8.29000	-146.876
831	8.30000	-71.113
832	8.31000	-10.314
833	8.32000	53.801
834	8.33000	105.689
835	8.34000	135.249
836	8.35000	121.046
837	8.36000	96.246
838	8.37000	49.717
839	8.38000	32.117
840	8.39000	31.441
841	8.40000	10.288
842	8.41000	23.863
843	8.42000	-1.056
844	8.43000	-15.470
845	8.44000	-45.423
846	8.45000	-58.147
847	8.46000	-63.846
848	8.47000	-64.771
849	8.48000	-70.014
850	8.49000	-28.772
851	8.50000	-45.037
852	8.51000	-27.071
853	8.52000	-29.836
854	8.53000	-29.446
855	8.54000	-5.750
856	8.55000	8.961
857	8.56000	44.017
858	8.57000	54.158
859	8.58000	47.878
860	8.59000	78.239
861	8.60000	33.056
862	8.61000	-7.084
863	8.62000	-7.852
864	8.63000	-14.849
865	8.64000	-31.196
866	8.65000	-30.141
867	8.66000	-23.675
868	8.67000	-5.658
869	8.68000	8.392
870	8.69000	30.043
871	8.70000	29.137
872	8.71000	61.106
873	8.72000	63.354
874	8.73000	81.745
875	8.74000	47.286
876	8.75000	49.936
877	8.76000	-7.783
878	8.77000	-12.243
879	8.78000	-65.478
880	8.79000	-86.620
881	8.80000	-83.889
882	8.81000	-85.655
883	8.82000	-70.737
884	8.83000	-29.140
885	8.84000	-28.157
886	8.85000	2.191
887	8.86000	25.466
888	8.87000	33.212
889	8.88000	62.917
890	8.89000	75.719
891	8.90000	62.109
892	8.91000	23.375
893	8.92000	20.559
894	8.93000	-44.862
895	8.94000	-63.783
896	8.95000	-71.868
897	8.96000	-60.225
898	8.97000	-65.438
899	8.98000	-10.388
900	8.99000	-10.273
901	9.00000	3.551
902	9.01000	15.225
903	9.02000	12.369
904	9.03000	9.631
905	9.04000	7.466
906	9.05000	7.656
907	9.06000	-13.950
908	9.07000	-15.457
909	9.08000	-8.747
910	9.09000	-27.415
911	9.10000	-13.107
912	9.11000	-7.890
913	9.12000	-22.420
914	9.13000	-15.053
915	9.14000	-30.834
916	9.15000	0.360
917	9.16000	-13.774
918	9.17000	7.670
919	9.18000	40.703
920	9.19000	11.556
921	9.20000	10.455
922	9.21000	-11.532
923	9.22000	-37.767
924	9.23000	-57.730
925	9.24000	-46.380
926	9.25000	-42.529
927	9.26000	-71.748
928	9.27000	-21.960
929	9.28000	1.452
930	9.29000	13.482
931	9.30000	40.120
932	9.31000	49.804
933	9.32000	59.446
934	9.33000	61.062
935	9.34000	62.942
936	9.35000	51.689
937	9.36000	24.885
938	9.37000	19.567
939	9.38000	0.891
940	9.39000	17.456
941	9.40000	8.533
942	9.41000	-15.940
943	9.42000	-19.611
944	9.43000	-28.633
945	9.44000	-0.463
946	9.45000	26.786
947	9.46000	41.619
948	9.47000	34.606
949	9.48000	12.951
950	9.49000	-13.705
951	9.50000	-44.468
952	9.51000	-60.303
953	9.52000	-79.556
954	9.53000	-51.195
955	9.54000	-17.035
956	9.55000	-2.243
957	9.56000	38.450
958	9.57000	3.049
959	9.58000	-9.124
960	9.59000	-33.938
961	9.60000	-31.393
962	9.61000	-5.256
963	9.62000	-13.816
964	9.63000	26.930
965	9.64000	17.888
966	9.65000	44.628
967	9.66000	75.829
968	9.67000	41.068
969	9.68000	70.924
970	9.69000	59.460
971	9.70000	48.865
972	9.71000	56.004
973	9.72000	43.112
974	9.73000	29.488
975	9.74000	23.654
976	9.75000	19.473
977	9.76000	9.056
978	9.77000	7.009
979	9.78000	20.207
980	9.79000	28.530
981	9.80000	-3.201
982	9.81000	10.077
983	9.82000	11.335
984	9.83000	-3.564
985	9.84000	-12.143
986	9.85000	-35.822
987	9.86000	-35.093
988	9.87000	-28.757
989	9.88000	-32.152
990	9.89000	-22.214
991	9.90000	-18.075
992	9.91000	2.171
993	9.92000	6.309
994	9.93000	-1.696
995	9.94000	-6.008
996	9.95000	-12.411
997	9.96000	-20.905
998	9.97000	-31.490
999	9.98000	-44.166
1000	9.99000	0.000
