NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:13:58
DATA_INCLUDED	Angular Acceleration
DATA_TYPES	LL_Angular_Acceleration

Frame	Time	LL_Angular_Acceleration	
118	1.17000	-21.051
119	1.18000	-26.039
120	1.19000	-7.743
121	1.20000	-4.392
122	1.21000	-17.113
123	1.22000	12.531
124	1.23000	25.422
125	1.24000	31.655
126	1.25000	32.298
127	1.26000	6.883
128	1.27000	4.807
129	1.28000	-7.519
130	1.29000	-8.657
131	1.30000	-27.414
132	1.31000	-29.007
133	1.32000	-4.994
134	1.33000	0.547
135	1.34000	3.663
136	1.35000	10.206
137	1.36000	17.574
138	1.37000	16.629
139	1.38000	1.589
140	1.39000	-9.030
141	1.40000	-9.922
142	1.41000	-9.589
143	1.42000	-10.324
144	1.43000	-22.218
145	1.44000	-29.489
146	1.45000	-10.761
147	1.46000	1.604
148	1.47000	-2.995
149	1.48000	5.468
150	1.49000	5.170
151	1.50000	14.409
152	1.51000	14.597
153	1.52000	3.748
154	1.53000	1.851
155	1.54000	-3.018
156	1.55000	-1.373
157	1.56000	-0.442
158	1.57000	-20.271
159	1.58000	-16.886
160	1.59000	-18.684
161	1.60000	-9.144
162	1.61000	13.130
163	1.62000	39.078
164	1.63000	71.518
165	1.64000	81.013
166	1.65000	107.496
167	1.66000	98.081
168	1.67000	76.566
169	1.68000	65.020
170	1.69000	42.164
171	1.70000	53.795
172	1.71000	42.648
173	1.72000	37.398
174	1.73000	60.773
175	1.74000	74.831
176	1.75000	89.714
177	1.76000	54.291
178	1.77000	27.215
179	1.78000	6.036
180	1.79000	-22.457
181	1.80000	-47.991
182	1.81000	-94.327
183	1.82000	-105.700
184	1.83000	-68.041
185	1.84000	-81.606
186	1.85000	-64.828
187	1.86000	-85.310
188	1.87000	-58.446
189	1.88000	-28.363
190	1.89000	-2.708
191	1.90000	-16.704
192	1.91000	11.287
193	1.92000	12.105
194	1.93000	28.288
195	1.94000	-7.290
196	1.95000	-44.179
197	1.96000	-83.208
198	1.97000	-79.403
199	1.98000	-122.889
200	1.99000	-137.173
201	2.00000	-192.767
202	2.01000	-168.455
203	2.02000	-143.976
204	2.03000	-15.526
205	2.04000	68.630
206	2.05000	78.073
207	2.06000	115.916
208	2.07000	95.881
209	2.08000	-12.225
210	2.09000	-54.893
211	2.10000	-119.690
212	2.11000	-54.594
213	2.12000	24.451
214	2.13000	132.406
215	2.14000	136.880
216	2.15000	56.883
217	2.16000	12.705
218	2.17000	-67.340
219	2.18000	-125.153
220	2.19000	-107.770
221	2.20000	-66.475
222	2.21000	-24.903
223	2.22000	-87.731
224	2.23000	-112.452
225	2.24000	-76.299
226	2.25000	-96.472
227	2.26000	-36.808
228	2.27000	-50.425
229	2.28000	-88.136
230	2.29000	-123.084
231	2.30000	-160.907
232	2.31000	-273.057
233	2.32000	-266.358
234	2.33000	-187.068
235	2.34000	-102.703
236	2.35000	-208.815
237	2.36000	-541.616
238	2.37000	-1023.058
239	2.38000	-1114.656
240	2.39000	-942.781
241	2.40000	-526.089
242	2.41000	-107.821
243	2.42000	227.348
244	2.43000	110.781
245	2.44000	-236.680
246	2.45000	-640.803
247	2.46000	-834.443
248	2.47000	-664.458
249	2.48000	-63.596
250	2.49000	365.854
251	2.50000	702.661
252	2.51000	837.372
253	2.52000	819.012
254	2.53000	462.531
255	2.54000	215.596
256	2.55000	223.434
257	2.56000	425.065
258	2.57000	630.834
259	2.58000	833.890
260	2.59000	116.980
261	2.60000	409.481
262	2.61000	267.804
263	2.62000	211.399
264	2.63000	235.347
265	2.64000	226.049
266	2.65000	231.283
267	2.66000	288.084
268	2.67000	281.106
269	2.68000	300.899
270	2.69000	-80.306
271	2.70000	518.812
272	2.71000	366.049
273	2.72000	430.115
274	2.73000	414.666
275	2.74000	168.189
276	2.75000	40.653
277	2.76000	16.839
278	2.77000	-25.236
279	2.78000	-85.821
280	2.79000	-209.708
281	2.80000	-180.111
282	2.81000	53.073
283	2.82000	218.326
284	2.83000	171.806
285	2.84000	35.040
286	2.85000	-61.285
287	2.86000	-123.078
288	2.87000	-90.133
289	2.88000	-135.743
290	2.89000	-155.379
291	2.90000	-48.940
292	2.91000	71.778
293	2.92000	109.119
294	2.93000	64.167
295	2.94000	35.491
296	2.95000	42.022
297	2.96000	18.009
298	2.97000	-31.055
299	2.98000	-51.528
300	2.99000	-57.259
301	3.00000	-26.880
302	3.01000	-1.081
303	3.02000	53.663
304	3.03000	14.293
305	3.04000	46.091
306	3.05000	63.185
307	3.06000	68.977
308	3.07000	26.864
309	3.08000	-76.906
310	3.09000	-114.917
311	3.10000	-81.226
312	3.11000	-59.024
313	3.12000	58.365
314	3.13000	368.904
315	3.14000	925.187
316	3.15000	1160.734
317	3.16000	889.127
318	3.17000	371.568
319	3.18000	-84.148
320	3.19000	-468.168
321	3.20000	-710.466
322	3.21000	-688.033
323	3.22000	-181.849
324	3.23000	1143.097
325	3.24000	2655.773
326	3.25000	2285.625
327	3.26000	1118.732
328	3.27000	-187.636
329	3.28000	-1278.298
330	3.29000	-2169.775
331	3.30000	-2563.937
332	3.31000	-2421.755
333	3.32000	-1755.384
334	3.33000	-389.410
335	3.34000	765.504
336	3.35000	766.994
337	3.36000	804.242
338	3.37000	501.141
339	3.38000	217.310
340	3.39000	38.874
341	3.40000	-174.495
342	3.41000	-372.630
343	3.42000	-525.897
344	3.43000	-459.438
345	3.44000	-278.485
346	3.45000	25.249
347	3.46000	161.440
348	3.47000	125.711
349	3.48000	126.282
350	3.49000	122.032
351	3.50000	29.976
352	3.51000	10.612
353	3.52000	-51.346
354	3.53000	-29.084
355	3.54000	-26.276
356	3.55000	-56.945
357	3.56000	-3.421
358	3.57000	-1.867
359	3.58000	22.039
360	3.59000	45.257
361	3.60000	10.955
362	3.61000	40.430
363	3.62000	-12.365
364	3.63000	5.246
365	3.64000	-33.693
366	3.65000	-45.584
367	3.66000	-7.412
368	3.67000	-67.062
369	3.68000	-15.305
370	3.69000	-27.136
371	3.70000	-33.155
372	3.71000	-16.714
373	3.72000	-33.585
374	3.73000	-32.280
375	3.74000	-20.880
376	3.75000	-27.782
377	3.76000	-7.964
378	3.77000	-31.441
379	3.78000	-25.539
380	3.79000	-30.803
381	3.80000	11.499
382	3.81000	-45.434
383	3.82000	-22.964
384	3.83000	-30.914
385	3.84000	-65.572
386	3.85000	-113.590
387	3.86000	-61.378
388	3.87000	-150.274
389	3.88000	-239.764
390	3.89000	-338.838
391	3.90000	-367.510
392	3.91000	-598.986
393	3.92000	-614.756
394	3.93000	-595.698
395	3.94000	-454.522
396	3.95000	-261.835
397	3.96000	72.766
398	3.97000	106.451
399	3.98000	-11.830
400	3.99000	-84.221
401	4.00000	-44.459
402	4.01000	-110.859
403	4.02000	-1.142
404	4.03000	70.819
405	4.04000	146.326
406	4.05000	181.008
407	4.06000	225.223
408	4.07000	38.209
409	4.08000	-175.600
410	4.09000	-236.580
411	4.10000	-205.696
412	4.11000	-18.434
413	4.12000	130.213
414	4.13000	138.377
415	4.14000	156.622
416	4.15000	185.417
417	4.16000	185.253
418	4.17000	200.513
419	4.18000	197.596
420	4.19000	55.175
421	4.20000	28.024
422	4.21000	92.930
423	4.22000	125.938
424	4.23000	1.177
425	4.24000	54.164
426	4.25000	120.307
427	4.26000	251.492
428	4.27000	318.127
429	4.28000	285.977
430	4.29000	165.495
431	4.30000	126.240
432	4.31000	90.899
433	4.32000	131.765
434	4.33000	-1.507
435	4.34000	5.768
436	4.35000	14.121
437	4.36000	186.781
438	4.37000	-29.401
439	4.38000	74.188
440	4.39000	78.133
441	4.40000	72.769
442	4.41000	76.216
443	4.42000	102.799
444	4.43000	33.936
445	4.44000	37.448
446	4.45000	208.316
447	4.46000	520.790
448	4.47000	398.222
449	4.48000	690.890
450	4.49000	583.988
451	4.50000	376.312
452	4.51000	255.105
453	4.52000	223.882
454	4.53000	29.434
455	4.54000	-77.920
456	4.55000	63.837
457	4.56000	166.959
458	4.57000	132.855
459	4.58000	345.319
460	4.59000	492.473
461	4.60000	392.001
462	4.61000	383.883
463	4.62000	281.373
464	4.63000	-99.043
465	4.64000	-330.401
466	4.65000	-531.038
467	4.66000	-609.703
468	4.67000	-488.867
469	4.68000	-138.907
470	4.69000	221.265
471	4.70000	292.944
472	4.71000	348.139
473	4.72000	338.157
474	4.73000	208.524
475	4.74000	111.543
476	4.75000	-39.583
477	4.76000	-43.069
478	4.77000	-113.651
479	4.78000	-102.166
480	4.79000	-76.638
481	4.80000	-35.239
482	4.81000	-7.357
483	4.82000	-0.928
484	4.83000	-39.350
485	4.84000	-110.837
486	4.85000	-125.982
487	4.86000	-116.608
488	4.87000	-187.155
489	4.88000	-240.415
490	4.89000	-254.563
491	4.90000	-228.902
492	4.91000	-225.437
493	4.92000	-250.825
494	4.93000	-265.274
495	4.94000	-268.241
496	4.95000	-233.213
497	4.96000	-185.552
498	4.97000	-161.826
499	4.98000	-205.846
500	4.99000	-149.807
501	5.00000	-156.744
502	5.01000	-131.267
503	5.02000	-151.298
504	5.03000	-112.427
505	5.04000	-55.954
506	5.05000	-33.023
507	5.06000	5.842
508	5.07000	21.583
509	5.08000	23.390
510	5.09000	48.974
511	5.10000	-8.861
512	5.11000	-17.207
513	5.12000	-61.381
514	5.13000	-76.951
515	5.14000	-77.959
516	5.15000	-129.434
517	5.16000	-131.106
518	5.17000	-137.585
519	5.18000	-79.036
520	5.19000	-12.415
521	5.20000	76.979
522	5.21000	125.857
523	5.22000	141.141
524	5.23000	134.698
525	5.24000	106.858
526	5.25000	28.036
527	5.26000	11.662
528	5.27000	-21.094
529	5.28000	-12.903
530	5.29000	-17.912
531	5.30000	-12.538
532	5.31000	-48.809
533	5.32000	-41.942
534	5.33000	-34.440
535	5.34000	16.158
536	5.35000	46.374
537	5.36000	50.473
538	5.37000	78.205
539	5.38000	53.026
540	5.39000	14.438
541	5.40000	4.959
542	5.41000	-32.659
543	5.42000	-34.859
544	5.43000	-34.339
545	5.44000	-12.150
546	5.45000	-31.109
547	5.46000	-59.006
548	5.47000	-24.250
549	5.48000	-43.427
550	5.49000	-23.750
551	5.50000	17.351
552	5.51000	-17.548
553	5.52000	-4.537
554	5.53000	-18.681
555	5.54000	-70.277
556	5.55000	-82.654
557	5.56000	-88.103
558	5.57000	-75.033
559	5.58000	-67.080
560	5.59000	-73.226
561	5.60000	-55.885
562	5.61000	-58.896
563	5.62000	-51.878
564	5.63000	-44.473
565	5.64000	-14.112
566	5.65000	42.201
567	5.66000	55.018
568	5.67000	78.754
569	5.68000	64.113
570	5.69000	80.041
571	5.70000	92.582
572	5.71000	49.357
573	5.72000	15.608
574	5.73000	11.183
575	5.74000	14.545
576	5.75000	2.048
577	5.76000	-44.800
578	5.77000	-73.851
579	5.78000	-72.823
580	5.79000	-42.455
581	5.80000	-31.249
582	5.81000	-26.419
583	5.82000	39.195
584	5.83000	57.374
585	5.84000	106.905
586	5.85000	97.359
587	5.86000	63.330
588	5.87000	17.464
589	5.88000	32.891
590	5.89000	24.237
591	5.90000	30.884
592	5.91000	35.762
593	5.92000	33.709
594	5.93000	-15.576
595	5.94000	-17.562
596	5.95000	-41.845
597	5.96000	-42.552
598	5.97000	-6.959
599	5.98000	5.248
600	5.99000	0.482
601	6.00000	-83.832
602	6.01000	-139.442
603	6.02000	-185.834
604	6.03000	-214.935
605	6.04000	-151.023
606	6.05000	-58.170
607	6.06000	-25.985
608	6.07000	8.788
609	6.08000	-85.484
610	6.09000	-80.625
611	6.10000	-112.072
612	6.11000	-40.329
613	6.12000	4.626
614	6.13000	-16.034
615	6.14000	-34.654
616	6.15000	-70.495
617	6.16000	-49.980
618	6.17000	7.305
619	6.18000	48.381
620	6.19000	171.974
621	6.20000	179.093
622	6.21000	182.569
623	6.22000	106.601
624	6.23000	-30.537
625	6.24000	-102.384
626	6.25000	-73.416
627	6.26000	47.712
628	6.27000	129.134
629	6.28000	145.461
630	6.29000	73.242
631	6.30000	-36.275
632	6.31000	-98.033
633	6.32000	-135.300
634	6.33000	-145.002
635	6.34000	-159.779
636	6.35000	-202.824
637	6.36000	-196.706
638	6.37000	-153.144
639	6.38000	-73.419
640	6.39000	-25.702
641	6.40000	31.817
642	6.41000	19.417
643	6.42000	-16.979
644	6.43000	26.452
645	6.44000	-14.710
646	6.45000	-60.808
647	6.46000	-101.124
648	6.47000	15.995
649	6.48000	-464.989
650	6.49000	105.403
651	6.50000	109.280
652	6.51000	24.421
653	6.52000	114.791
654	6.53000	238.706
655	6.54000	271.900
656	6.55000	231.489
657	6.56000	90.239
658	6.57000	19.759
659	6.58000	-290.706
660	6.59000	377.212
661	6.60000	119.121
662	6.61000	37.892
663	6.62000	67.496
664	6.63000	-33.505
665	6.64000	-103.134
666	6.65000	-125.363
667	6.66000	-104.454
668	6.67000	-16.404
669	6.68000	115.194
670	6.69000	60.542
671	6.70000	-0.107
672	6.71000	-19.234
673	6.72000	-44.503
674	6.73000	-73.265
675	6.74000	41.424
676	6.75000	84.694
677	6.76000	138.511
678	6.77000	165.091
679	6.78000	218.691
680	6.79000	136.119
681	6.80000	116.801
682	6.81000	121.641
683	6.82000	103.030
684	6.83000	47.953
685	6.84000	93.446
686	6.85000	69.091
687	6.86000	52.355
688	6.87000	98.467
689	6.88000	216.232
690	6.89000	251.152
691	6.90000	264.105
692	6.91000	200.361
693	6.92000	131.930
694	6.93000	-14.628
695	6.94000	-91.401
696	6.95000	-148.758
697	6.96000	-190.572
698	6.97000	-80.426
699	6.98000	101.130
700	6.99000	253.123
701	7.00000	382.025
702	7.01000	383.789
703	7.02000	450.595
704	7.03000	348.670
705	7.04000	323.802
706	7.05000	288.558
707	7.06000	89.917
708	7.07000	-94.391
709	7.08000	-237.066
710	7.09000	-357.015
711	7.10000	-442.242
712	7.11000	-499.735
713	7.12000	-462.731
714	7.13000	-435.257
715	7.14000	-256.261
716	7.15000	-105.132
717	7.16000	-62.910
718	7.17000	-32.006
719	7.18000	-34.527
720	7.19000	-116.097
721	7.20000	-165.035
722	7.21000	-167.804
723	7.22000	-163.089
724	7.23000	-152.825
725	7.24000	-101.699
726	7.25000	-19.949
727	7.26000	78.163
728	7.27000	110.830
729	7.28000	152.867
730	7.29000	89.858
731	7.30000	42.681
732	7.31000	37.720
733	7.32000	-24.894
734	7.33000	-99.053
735	7.34000	-97.534
736	7.35000	-138.580
737	7.36000	-94.085
738	7.37000	-54.307
739	7.38000	35.162
740	7.39000	61.307
741	7.40000	126.861
742	7.41000	173.275
743	7.42000	134.768
744	7.43000	132.114
745	7.44000	99.815
746	7.45000	-1.977
747	7.46000	-21.259
748	7.47000	-68.743
749	7.48000	-57.723
750	7.49000	-45.999
751	7.50000	-11.295
752	7.51000	36.263
753	7.52000	92.383
754	7.53000	144.671
755	7.54000	121.186
756	7.55000	96.002
757	7.56000	92.307
758	7.57000	45.002
759	7.58000	0.386
760	7.59000	-20.265
761	7.60000	-89.292
762	7.61000	-78.241
763	7.62000	-38.534
764	7.63000	-50.610
765	7.64000	-18.239
766	7.65000	9.118
767	7.66000	12.925
768	7.67000	-0.770
769	7.68000	-35.488
770	7.69000	-40.293
771	7.70000	-84.253
772	7.71000	-67.932
773	7.72000	-46.860
774	7.73000	-61.502
775	7.74000	-57.279
776	7.75000	-19.399
777	7.76000	-19.483
778	7.77000	-18.250
779	7.78000	-50.508
780	7.79000	-23.570
781	7.80000	-7.377
782	7.81000	-4.395
783	7.82000	-0.466
784	7.83000	-10.887
785	7.84000	-15.003
786	7.85000	9.088
787	7.86000	4.167
788	7.87000	2.318
789	7.88000	3.468
790	7.89000	23.273
791	7.90000	17.277
792	7.91000	-2.673
793	7.92000	1.491
794	7.93000	-37.644
795	7.94000	-12.747
796	7.95000	-66.262
797	7.96000	-67.567
798	7.97000	-44.619
799	7.98000	-25.204
800	7.99000	-37.661
801	8.00000	-32.227
802	8.01000	-78.816
803	8.02000	-60.899
804	8.03000	-102.024
805	8.04000	-186.037
806	8.05000	-287.738
807	8.06000	-466.541
808	8.07000	-508.786
809	8.08000	-708.824
810	8.09000	-864.293
811	8.10000	-781.155
812	8.11000	-433.151
813	8.12000	19.616
814	8.13000	307.657
815	8.14000	323.138
816	8.15000	232.807
817	8.16000	78.421
818	8.17000	-19.981
819	8.18000	-290.483
820	8.19000	-419.716
821	8.20000	-329.481
822	8.21000	-56.314
823	8.22000	227.736
824	8.23000	373.759
825	8.24000	322.329
826	8.25000	255.176
827	8.26000	279.108
828	8.27000	231.455
829	8.28000	235.642
830	8.29000	193.461
831	8.30000	193.859
832	8.31000	143.938
833	8.32000	224.429
834	8.33000	197.424
835	8.34000	158.864
836	8.35000	92.008
837	8.36000	153.379
838	8.37000	172.486
839	8.38000	248.297
840	8.39000	217.782
841	8.40000	168.437
842	8.41000	88.884
843	8.42000	18.352
844	8.43000	-29.222
845	8.44000	-51.799
846	8.45000	-60.038
847	8.46000	68.082
848	8.47000	132.435
849	8.48000	158.317
850	8.49000	161.131
851	8.50000	199.837
852	8.51000	-24.202
853	8.52000	92.754
854	8.53000	219.119
855	8.54000	177.346
856	8.55000	130.021
857	8.56000	147.835
858	8.57000	289.673
859	8.58000	411.365
860	8.59000	498.540
861	8.60000	649.168
862	8.61000	458.973
863	8.62000	549.950
864	8.63000	400.926
865	8.64000	30.524
866	8.65000	-229.834
867	8.66000	-400.069
868	8.67000	-365.272
869	8.68000	-342.403
870	8.69000	-151.500
871	8.70000	370.289
872	8.71000	617.170
873	8.72000	696.703
874	8.73000	629.824
875	8.74000	382.381
876	8.75000	159.748
877	8.76000	-87.645
878	8.77000	-241.728
879	8.78000	-351.142
880	8.79000	-266.452
881	8.80000	17.993
882	8.81000	115.693
883	8.82000	160.436
884	8.83000	107.388
885	8.84000	62.477
886	8.85000	27.117
887	8.86000	-44.577
888	8.87000	-81.671
889	8.88000	-147.829
890	8.89000	-229.527
891	8.90000	-221.029
892	8.91000	-223.211
893	8.92000	-195.417
894	8.93000	-216.375
895	8.94000	-197.744
896	8.95000	-197.405
897	8.96000	-228.599
898	8.97000	-214.756
899	8.98000	-233.608
900	8.99000	-268.231
901	9.00000	-268.503
902	9.01000	-258.556
903	9.02000	-230.676
904	9.03000	-228.361
905	9.04000	-185.647
906	9.05000	-202.879
907	9.06000	-172.355
908	9.07000	-117.213
909	9.08000	-116.212
910	9.09000	-99.736
911	9.10000	-114.254
912	9.11000	-125.341
913	9.12000	-132.169
914	9.13000	-159.598
915	9.14000	-111.340
916	9.15000	-92.572
917	9.16000	-67.961
918	9.17000	-23.393
919	9.18000	15.076
920	9.19000	85.853
921	9.20000	110.088
922	9.21000	114.808
923	9.22000	100.258
924	9.23000	47.578
925	9.24000	23.725
926	9.25000	-1.940
927	9.26000	-49.323
928	9.27000	-34.713
929	9.28000	2.125
930	9.29000	65.873
931	9.30000	106.359
932	9.31000	109.713
933	9.32000	102.575
934	9.33000	9.253
935	9.34000	-22.294
936	9.35000	-62.363
937	9.36000	-106.700
938	9.37000	-100.668
939	9.38000	-105.618
940	9.39000	-110.849
941	9.40000	-153.902
942	9.41000	-129.490
943	9.42000	-77.962
944	9.43000	34.603
945	9.44000	169.001
946	9.45000	263.712
947	9.46000	341.700
948	9.47000	346.536
949	9.48000	300.417
950	9.49000	182.454
951	9.50000	16.401
952	9.51000	-67.092
953	9.52000	-138.637
954	9.53000	-141.728
955	9.54000	-210.453
956	9.55000	-211.698
957	9.56000	-218.014
958	9.57000	-211.668
959	9.58000	-123.503
960	9.59000	-37.587
961	9.60000	67.726
962	9.61000	207.541
963	9.62000	232.338
964	9.63000	228.949
965	9.64000	125.944
966	9.65000	35.043
967	9.66000	-73.077
968	9.67000	-168.884
969	9.68000	-220.727
970	9.69000	-281.390
971	9.70000	-286.698
972	9.71000	-268.198
973	9.72000	-234.421
974	9.73000	-87.535
975	9.74000	76.825
976	9.75000	311.144
977	9.76000	456.028
978	9.77000	500.721
979	9.78000	465.704
980	9.79000	358.591
981	9.80000	182.850
982	9.81000	12.568
983	9.82000	-115.513
984	9.83000	-173.130
985	9.84000	-236.229
986	9.85000	-222.972
987	9.86000	-237.542
988	9.87000	-267.592
989	9.88000	-248.301
990	9.89000	-157.189
991	9.90000	4.380
992	9.91000	133.051
993	9.92000	253.027
994	9.93000	292.257
995	9.94000	276.691
996	9.95000	209.266
997	9.96000	89.982
998	9.97000	-81.162
999	9.98000	-304.166
1000	9.99000	0.000
