NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:21:47
DATA_INCLUDED	Angular Velocity
DATA_TYPES	LR_Angular_Velocity

Frame	Time	LR_Angular_Velocity	
172	1.71000	0.668
173	1.72000	0.417
174	1.73000	2.699
175	1.74000	5.146
176	1.75000	7.354
177	1.76000	7.429
178	1.77000	7.045
179	1.78000	7.920
180	1.79000	8.217
181	1.80000	8.110
182	1.81000	6.595
183	1.82000	6.179
184	1.83000	7.192
185	1.84000	6.926
186	1.85000	5.998
187	1.86000	3.638
188	1.87000	2.800
189	1.88000	2.510
190	1.89000	0.467
191	1.90000	-1.136
192	1.91000	-2.268
193	1.92000	-2.681
194	1.93000	-2.444
195	1.94000	-1.872
196	1.95000	-0.890
197	1.96000	0.325
198	1.97000	1.595
199	1.98000	1.380
200	1.99000	0.423
201	2.00000	-0.054
202	2.01000	-0.763
203	2.02000	-1.356
204	2.03000	-2.007
205	2.04000	-2.674
206	2.05000	-3.092
207	2.06000	-3.070
208	2.07000	-2.484
209	2.08000	-1.357
210	2.09000	-0.028
211	2.10000	0.213
212	2.11000	-1.120
213	2.12000	-2.909
214	2.13000	-4.494
215	2.14000	-5.412
216	2.15000	-5.240
217	2.16000	-4.223
218	2.17000	-3.082
219	2.18000	-2.602
220	2.19000	-3.337
221	2.20000	-5.341
222	2.21000	-7.319
223	2.22000	-7.822
224	2.23000	-7.026
225	2.24000	-5.972
226	2.25000	-5.725
227	2.26000	-6.766
228	2.27000	-8.973
229	2.28000	-12.053
230	2.29000	-15.387
231	2.30000	-19.207
232	2.31000	-24.301
233	2.32000	-30.661
234	2.33000	-36.425
235	2.34000	-39.516
236	2.35000	-39.932
237	2.36000	-39.325
238	2.37000	-39.920
239	2.38000	-43.287
240	2.39000	-50.301
241	2.40000	-59.670
242	2.41000	-68.021
243	2.42000	-72.884
244	2.43000	-72.748
245	2.44000	-68.243
246	2.45000	-63.354
247	2.46000	-62.236
248	2.47000	-65.650
249	2.48000	-70.691
250	2.49000	-74.605
251	2.50000	-75.259
252	2.51000	-71.322
253	2.52000	-64.748
254	2.53000	-58.271
255	2.54000	-53.218
256	2.55000	-50.412
257	2.56000	-49.251
258	2.57000	-47.576
259	2.58000	-43.535
260	2.59000	-38.102
261	2.60000	-33.714
262	2.61000	-31.220
263	2.62000	-30.333
264	2.63000	-29.532
265	2.64000	-27.635
266	2.65000	-25.314
267	2.66000	-23.115
268	2.67000	-20.353
269	2.68000	-17.198
270	2.69000	-14.496
271	2.70000	-11.314
272	2.71000	-7.159
273	2.72000	-2.496
274	2.73000	2.576
275	2.74000	6.677
276	2.75000	7.962
277	2.76000	6.793
278	2.77000	5.353
279	2.78000	4.005
280	2.79000	2.647
281	2.80000	2.454
282	2.81000	3.171
283	2.82000	4.716
284	2.83000	7.081
285	2.84000	8.944
286	2.85000	9.871
287	2.86000	10.529
288	2.87000	11.233
289	2.88000	11.629
290	2.89000	11.591
291	2.90000	11.112
292	2.91000	10.421
293	2.92000	10.329
294	2.93000	10.541
295	2.94000	10.554
296	2.95000	10.558
297	2.96000	10.380
298	2.97000	9.933
299	2.98000	9.490
300	2.99000	8.854
301	3.00000	8.094
302	3.01000	7.645
303	3.02000	7.292
304	3.03000	6.907
305	3.04000	6.910
306	3.05000	7.169
307	3.06000	7.684
308	3.07000	8.992
309	3.08000	10.624
310	3.09000	11.656
311	3.10000	12.148
312	3.11000	12.427
313	3.12000	13.063
314	3.13000	16.394
315	3.14000	23.611
316	3.15000	33.432
317	3.16000	43.389
318	3.17000	50.472
319	3.18000	53.477
320	3.19000	52.430
321	3.20000	48.022
322	3.21000	42.537
323	3.22000	39.501
324	3.23000	43.355
325	3.24000	54.224
326	3.25000	67.013
327	3.26000	76.254
328	3.27000	78.054
329	3.28000	71.752
330	3.29000	58.424
331	3.30000	40.657
332	3.31000	22.566
333	3.32000	7.904
334	3.33000	0.209
335	3.34000	-0.467
336	3.35000	2.401
337	3.36000	6.332
338	3.37000	9.440
339	3.38000	10.546
340	3.39000	9.766
341	3.40000	7.777
342	3.41000	5.466
343	3.42000	3.355
344	3.43000	2.061
345	3.44000	1.772
346	3.45000	2.023
347	3.46000	2.463
348	3.47000	2.830
349	3.48000	2.965
350	3.49000	3.053
351	3.50000	3.087
352	3.51000	3.144
353	3.52000	3.405
354	3.53000	3.750
355	3.54000	4.124
356	3.55000	4.439
357	3.56000	4.758
358	3.57000	5.156
359	3.58000	5.488
360	3.59000	5.746
361	3.60000	5.916
362	3.61000	6.019
363	3.62000	6.012
364	3.63000	5.848
365	3.64000	5.509
366	3.65000	5.200
367	3.66000	5.061
368	3.67000	5.004
369	3.68000	4.998
370	3.69000	4.852
371	3.70000	4.757
372	3.71000	4.861
373	3.72000	4.808
374	3.73000	4.539
375	3.74000	4.060
376	3.75000	3.450
377	3.76000	2.783
378	3.77000	2.071
379	3.78000	1.359
380	3.79000	0.682
381	3.80000	0.312
382	3.81000	0.204
383	3.82000	-0.121
384	3.83000	-0.771
385	3.84000	-1.616
386	3.85000	-2.554
387	3.86000	-3.785
388	3.87000	-5.696
389	3.88000	-8.848
390	3.89000	-12.456
391	3.90000	-15.786
392	3.91000	-19.519
393	3.92000	-23.818
394	3.93000	-28.374
395	3.94000	-32.615
396	3.95000	-35.957
397	3.96000	-38.561
398	3.97000	-41.253
399	3.98000	-44.108
400	3.99000	-45.632
401	4.00000	-45.094
402	4.01000	-43.255
403	4.02000	-40.697
404	4.03000	-37.890
405	4.04000	-35.614
406	4.05000	-34.084
407	4.06000	-33.262
408	4.07000	-33.681
409	4.08000	-35.036
410	4.09000	-36.482
411	4.10000	-37.069
412	4.11000	-36.485
413	4.12000	-35.010
414	4.13000	-32.916
415	4.14000	-31.239
416	4.15000	-30.076
417	4.16000	-29.004
418	4.17000	-28.367
419	4.18000	-28.472
420	4.19000	-28.463
421	4.20000	-28.256
422	4.21000	-28.156
423	4.22000	-27.705
424	4.23000	-27.003
425	4.24000	-26.176
426	4.25000	-25.040
427	4.26000	-23.479
428	4.27000	-21.794
429	4.28000	-19.968
430	4.29000	-17.508
431	4.30000	-14.772
432	4.31000	-11.872
433	4.32000	-9.050
434	4.33000	-6.993
435	4.34000	-5.519
436	4.35000	-4.581
437	4.36000	-4.013
438	4.37000	-3.903
439	4.38000	-4.105
440	4.39000	-4.115
441	4.40000	-3.493
442	4.41000	-2.303
443	4.42000	-0.847
444	4.43000	0.989
445	4.44000	3.197
446	4.45000	6.175
447	4.46000	9.646
448	4.47000	12.901
449	4.48000	16.383
450	4.49000	20.165
451	4.50000	24.070
452	4.51000	28.477
453	4.52000	33.301
454	4.53000	37.298
455	4.54000	39.369
456	4.55000	39.450
457	4.56000	36.927
458	4.57000	32.662
459	4.58000	28.931
460	4.59000	27.092
461	4.60000	28.237
462	4.61000	32.134
463	4.62000	37.329
464	4.63000	42.039
465	4.64000	44.708
466	4.65000	44.591
467	4.66000	41.987
468	4.67000	37.966
469	4.68000	33.782
470	4.69000	30.721
471	4.70000	29.312
472	4.71000	28.848
473	4.72000	29.582
474	4.73000	31.216
475	4.74000	32.409
476	4.75000	33.197
477	4.76000	33.952
478	4.77000	34.467
479	4.78000	34.428
480	4.79000	34.183
481	4.80000	33.819
482	4.81000	33.130
483	4.82000	32.802
484	4.83000	32.608
485	4.84000	32.280
486	4.85000	32.210
487	4.86000	31.986
488	4.87000	31.272
489	4.88000	29.931
490	4.89000	28.349
491	4.90000	26.644
492	4.91000	24.984
493	4.92000	23.732
494	4.93000	22.508
495	4.94000	21.140
496	4.95000	19.502
497	4.96000	17.395
498	4.97000	14.887
499	4.98000	12.350
500	4.99000	10.112
501	5.00000	8.335
502	5.01000	7.239
503	5.02000	6.530
504	5.03000	5.738
505	5.04000	4.969
506	5.05000	4.520
507	5.06000	4.469
508	5.07000	4.648
509	5.08000	4.920
510	5.09000	5.086
511	5.10000	5.116
512	5.11000	5.070
513	5.12000	4.838
514	5.13000	4.484
515	5.14000	4.211
516	5.15000	4.138
517	5.16000	4.103
518	5.17000	4.031
519	5.18000	3.874
520	5.19000	3.356
521	5.20000	2.697
522	5.21000	2.202
523	5.22000	1.775
524	5.23000	1.421
525	5.24000	1.149
526	5.25000	0.883
527	5.26000	0.581
528	5.27000	0.538
529	5.28000	0.607
530	5.29000	0.519
531	5.30000	0.391
532	5.31000	0.193
533	5.32000	-0.101
534	5.33000	-0.419
535	5.34000	-0.720
536	5.35000	-0.972
537	5.36000	-0.992
538	5.37000	-0.668
539	5.38000	-0.198
540	5.39000	0.191
541	5.40000	0.460
542	5.41000	0.625
543	5.42000	0.793
544	5.43000	1.099
545	5.44000	1.565
546	5.45000	2.055
547	5.46000	2.429
548	5.47000	2.639
549	5.48000	2.665
550	5.49000	2.460
551	5.50000	2.217
552	5.51000	1.995
553	5.52000	1.893
554	5.53000	1.983
555	5.54000	2.099
556	5.55000	2.132
557	5.56000	2.090
558	5.57000	1.786
559	5.58000	1.259
560	5.59000	0.711
561	5.60000	0.079
562	5.61000	-0.628
563	5.62000	-1.477
564	5.63000	-2.365
565	5.64000	-2.955
566	5.65000	-3.228
567	5.66000	-3.186
568	5.67000	-3.022
569	5.68000	-2.750
570	5.69000	-2.357
571	5.70000	-1.975
572	5.71000	-1.477
573	5.72000	-0.969
574	5.73000	-0.307
575	5.74000	0.576
576	5.75000	1.255
577	5.76000	1.673
578	5.77000	1.814
579	5.78000	1.472
580	5.79000	0.746
581	5.80000	-0.148
582	5.81000	-0.972
583	5.82000	-1.448
584	5.83000	-1.401
585	5.84000	-1.163
586	5.85000	-0.919
587	5.86000	-0.644
588	5.87000	-0.414
589	5.88000	-0.244
590	5.89000	-0.171
591	5.90000	-0.033
592	5.91000	0.106
593	5.92000	0.162
594	5.93000	0.194
595	5.94000	0.008
596	5.95000	-0.352
597	5.96000	-0.584
598	5.97000	-1.063
599	5.98000	-1.618
600	5.99000	-1.839
601	6.00000	-1.812
602	6.01000	-2.283
603	6.02000	-3.812
604	6.03000	-5.711
605	6.04000	-7.340
606	6.05000	-8.551
607	6.06000	-9.977
608	6.07000	-12.656
609	6.08000	-16.279
610	6.09000	-20.360
611	6.10000	-23.404
612	6.11000	-24.243
613	6.12000	-23.084
614	6.13000	-19.786
615	6.14000	-15.657
616	6.15000	-12.087
617	6.16000	-10.051
618	6.17000	-9.781
619	6.18000	-10.172
620	6.19000	-10.323
621	6.20000	-9.081
622	6.21000	-6.757
623	6.22000	-5.318
624	6.23000	-6.115
625	6.24000	-9.763
626	6.25000	-14.306
627	6.26000	-17.240
628	6.27000	-17.722
629	6.28000	-15.566
630	6.29000	-12.086
631	6.30000	-9.214
632	6.31000	-8.417
633	6.32000	-10.224
634	6.33000	-13.493
635	6.34000	-16.483
636	6.35000	-17.732
637	6.36000	-17.568
638	6.37000	-17.453
639	6.38000	-17.693
640	6.39000	-18.264
641	6.40000	-18.888
642	6.41000	-19.463
643	6.42000	-20.295
644	6.43000	-20.960
645	6.44000	-21.467
646	6.45000	-22.118
647	6.46000	-22.867
648	6.47000	-23.658
649	6.48000	-23.982
650	6.49000	-23.673
651	6.50000	-22.889
652	6.51000	-21.752
653	6.52000	-21.348
654	6.53000	-21.800
655	6.54000	-22.501
656	6.55000	-23.167
657	6.56000	-23.086
658	6.57000	-22.453
659	6.58000	-21.772
660	6.59000	-20.869
661	6.60000	-19.740
662	6.61000	-18.106
663	6.62000	-16.195
664	6.63000	-14.654
665	6.64000	-13.606
666	6.65000	-13.358
667	6.66000	-13.698
668	6.67000	-13.955
669	6.68000	-14.180
670	6.69000	-14.100
671	6.70000	-13.563
672	6.71000	-12.936
673	6.72000	-12.742
674	6.73000	-13.333
675	6.74000	-13.769
676	6.75000	-13.673
677	6.76000	-13.234
678	6.77000	-12.217
679	6.78000	-11.358
680	6.79000	-10.231
681	6.80000	-8.170
682	6.81000	-5.755
683	6.82000	-3.544
684	6.83000	-1.345
685	6.84000	1.695
686	6.85000	5.321
687	6.86000	9.048
688	6.87000	12.470
689	6.88000	14.948
690	6.89000	16.948
691	6.90000	18.758
692	6.91000	20.019
693	6.92000	20.534
694	6.93000	20.230
695	6.94000	19.527
696	6.95000	18.767
697	6.96000	18.842
698	6.97000	20.238
699	6.98000	22.767
700	6.99000	26.277
701	7.00000	29.893
702	7.01000	32.977
703	7.02000	35.224
704	7.03000	36.352
705	7.04000	36.117
706	7.05000	34.651
707	7.06000	32.870
708	7.07000	31.251
709	7.08000	29.546
710	7.09000	27.242
711	7.10000	24.052
712	7.11000	20.659
713	7.12000	17.853
714	7.13000	15.756
715	7.14000	13.762
716	7.15000	11.653
717	7.16000	9.632
718	7.17000	7.874
719	7.18000	6.375
720	7.19000	4.940
721	7.20000	3.897
722	7.21000	3.277
723	7.22000	3.025
724	7.23000	2.861
725	7.24000	2.355
726	7.25000	1.572
727	7.26000	0.659
728	7.27000	-0.211
729	7.28000	-0.978
730	7.29000	-1.658
731	7.30000	-2.185
732	7.31000	-2.810
733	7.32000	-3.468
734	7.33000	-4.157
735	7.34000	-4.853
736	7.35000	-5.279
737	7.36000	-5.560
738	7.37000	-5.698
739	7.38000	-5.535
740	7.39000	-5.177
741	7.40000	-4.717
742	7.41000	-4.193
743	7.42000	-3.495
744	7.43000	-2.678
745	7.44000	-1.815
746	7.45000	-0.828
747	7.46000	-0.029
748	7.47000	0.614
749	7.48000	1.278
750	7.49000	1.888
751	7.50000	2.509
752	7.51000	3.076
753	7.52000	3.631
754	7.53000	4.235
755	7.54000	4.836
756	7.55000	5.346
757	7.56000	5.702
758	7.57000	6.012
759	7.58000	6.161
760	7.59000	6.239
761	7.60000	6.226
762	7.61000	5.965
763	7.62000	5.685
764	7.63000	5.693
765	7.64000	6.221
766	7.65000	7.085
767	7.66000	7.979
768	7.67000	8.635
769	7.68000	8.667
770	7.69000	8.171
771	7.70000	7.187
772	7.71000	5.759
773	7.72000	4.263
774	7.73000	2.933
775	7.74000	2.042
776	7.75000	1.512
777	7.76000	0.926
778	7.77000	0.421
779	7.78000	0.157
780	7.79000	-0.063
781	7.80000	-0.243
782	7.81000	-0.355
783	7.82000	-0.437
784	7.83000	-0.790
785	7.84000	-0.996
786	7.85000	-1.147
787	7.86000	-1.376
788	7.87000	-1.333
789	7.88000	-1.125
790	7.89000	-0.677
791	7.90000	-0.108
792	7.91000	0.425
793	7.92000	0.594
794	7.93000	0.109
795	7.94000	-0.562
796	7.95000	-1.386
797	7.96000	-2.394
798	7.97000	-3.424
799	7.98000	-4.184
800	7.99000	-4.622
801	8.00000	-5.111
802	8.01000	-5.716
803	8.02000	-6.842
804	8.03000	-8.505
805	8.04000	-10.360
806	8.05000	-12.863
807	8.06000	-16.288
808	8.07000	-19.621
809	8.08000	-22.563
810	8.09000	-25.465
811	8.10000	-28.100
812	8.11000	-30.635
813	8.12000	-33.693
814	8.13000	-36.085
815	8.14000	-37.313
816	8.15000	-38.179
817	8.16000	-38.669
818	8.17000	-39.097
819	8.18000	-40.016
820	8.19000	-41.245
821	8.20000	-42.615
822	8.21000	-44.453
823	8.22000	-46.391
824	8.23000	-46.759
825	8.24000	-45.229
826	8.25000	-42.533
827	8.26000	-39.567
828	8.27000	-37.350
829	8.28000	-35.452
830	8.29000	-33.913
831	8.30000	-31.585
832	8.31000	-28.529
833	8.32000	-25.722
834	8.33000	-22.686
835	8.34000	-19.516
836	8.35000	-16.737
837	8.36000	-14.982
838	8.37000	-14.118
839	8.38000	-13.657
840	8.39000	-13.406
841	8.40000	-12.156
842	8.41000	-10.673
843	8.42000	-9.879
844	8.43000	-9.022
845	8.44000	-8.260
846	8.45000	-7.579
847	8.46000	-7.075
848	8.47000	-6.528
849	8.48000	-5.865
850	8.49000	-4.977
851	8.50000	-3.728
852	8.51000	-2.359
853	8.52000	-0.823
854	8.53000	1.339
855	8.54000	3.994
856	8.55000	7.647
857	8.56000	13.034
858	8.57000	19.269
859	8.58000	25.472
860	8.59000	31.111
861	8.60000	35.043
862	8.61000	36.729
863	8.62000	36.354
864	8.63000	34.522
865	8.64000	31.990
866	8.65000	30.114
867	8.66000	29.981
868	8.67000	31.169
869	8.68000	33.355
870	8.69000	35.852
871	8.70000	37.877
872	8.71000	39.245
873	8.72000	39.633
874	8.73000	39.218
875	8.74000	38.651
876	8.75000	38.074
877	8.76000	37.641
878	8.77000	37.627
879	8.78000	37.644
880	8.79000	37.718
881	8.80000	38.243
882	8.81000	39.020
883	8.82000	39.848
884	8.83000	40.478
885	8.84000	40.877
886	8.85000	41.044
887	8.86000	41.040
888	8.87000	40.812
889	8.88000	39.908
890	8.89000	38.736
891	8.90000	37.640
892	8.91000	36.531
893	8.92000	35.065
894	8.93000	33.127
895	8.94000	31.373
896	8.95000	30.052
897	8.96000	28.975
898	8.97000	27.974
899	8.98000	26.791
900	8.99000	25.369
901	9.00000	23.646
902	9.01000	21.361
903	9.02000	18.455
904	9.03000	15.466
905	9.04000	12.853
906	9.05000	10.552
907	9.06000	8.653
908	9.07000	7.347
909	9.08000	6.491
910	9.09000	5.755
911	9.10000	5.101
912	9.11000	4.606
913	9.12000	4.342
914	9.13000	4.257
915	9.14000	4.231
916	9.15000	4.302
917	9.16000	4.516
918	9.17000	4.745
919	9.18000	4.917
920	9.19000	5.043
921	9.20000	5.097
922	9.21000	5.261
923	9.22000	5.502
924	9.23000	5.510
925	9.24000	5.335
926	9.25000	5.155
927	9.26000	4.810
928	9.27000	4.326
929	9.28000	3.777
930	9.29000	3.220
931	9.30000	2.727
932	9.31000	2.473
933	9.32000	2.614
934	9.33000	2.981
935	9.34000	3.419
936	9.35000	3.842
937	9.36000	4.115
938	9.37000	4.305
939	9.38000	4.396
940	9.39000	4.252
941	9.40000	4.111
942	9.41000	4.084
943	9.42000	4.243
944	9.43000	4.409
945	9.44000	4.350
946	9.45000	4.288
947	9.46000	4.265
948	9.47000	4.303
949	9.48000	4.217
950	9.49000	3.794
951	9.50000	3.287
952	9.51000	2.667
953	9.52000	2.066
954	9.53000	1.517
955	9.54000	0.969
956	9.55000	0.539
957	9.56000	0.181
958	9.57000	-0.044
959	9.58000	-0.325
960	9.59000	-0.628
961	9.60000	-0.718
962	9.61000	-0.708
963	9.62000	-0.496
964	9.63000	-0.077
965	9.64000	0.336
966	9.65000	0.709
967	9.66000	1.059
968	9.67000	1.385
969	9.68000	1.483
970	9.69000	1.345
971	9.70000	1.166
972	9.71000	0.739
973	9.72000	0.131
974	9.73000	-0.213
975	9.74000	-0.337
976	9.75000	-0.363
977	9.76000	-0.162
978	9.77000	0.194
979	9.78000	0.452
980	9.79000	0.562
981	9.80000	0.616
982	9.81000	0.400
983	9.82000	-0.022
984	9.83000	-0.376
985	9.84000	-0.938
986	9.85000	-1.525
987	9.86000	-1.836
988	9.87000	-1.884
989	9.88000	-1.621
990	9.89000	-1.203
991	9.90000	-0.563
992	9.91000	0.192
993	9.92000	0.846
994	9.93000	1.432
995	9.94000	1.773
996	9.95000	1.981
997	9.96000	2.056
998	9.97000	1.997
999	9.98000	1.806
1000	9.99000	0.000
