NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:40:22
DATA_INCLUDED	Angle
DATA_TYPES	KR_Angle

Frame	Time	KR_Angle	
123	1.22000	166.487
124	1.23000	166.491
125	1.24000	166.488
126	1.25000	166.481
127	1.26000	166.474
128	1.27000	166.468
129	1.28000	166.464
130	1.29000	166.462
131	1.30000	166.462
132	1.31000	166.464
133	1.32000	166.468
134	1.33000	166.476
135	1.34000	166.484
136	1.35000	166.493
137	1.36000	166.503
138	1.37000	166.517
139	1.38000	166.526
140	1.39000	166.535
141	1.40000	166.538
142	1.41000	166.538
143	1.42000	166.534
144	1.43000	166.525
145	1.44000	166.512
146	1.45000	166.499
147	1.46000	166.488
148	1.47000	166.482
149	1.48000	166.476
150	1.49000	166.472
151	1.50000	166.470
152	1.51000	166.474
153	1.52000	166.479
154	1.53000	166.479
155	1.54000	166.477
156	1.55000	166.474
157	1.56000	166.465
158	1.57000	166.455
159	1.58000	166.436
160	1.59000	166.414
161	1.60000	166.393
162	1.61000	166.373
163	1.62000	166.354
164	1.63000	166.337
165	1.64000	166.322
166	1.65000	166.310
167	1.66000	166.296
168	1.67000	166.281
169	1.68000	166.264
170	1.69000	166.249
171	1.70000	166.232
172	1.71000	166.217
173	1.72000	166.197
174	1.73000	166.168
175	1.74000	166.127
176	1.75000	166.077
177	1.76000	166.020
178	1.77000	165.959
179	1.78000	165.899
180	1.79000	165.844
181	1.80000	165.808
182	1.81000	165.751
183	1.82000	165.668
184	1.83000	165.566
185	1.84000	165.445
186	1.85000	165.314
187	1.86000	165.175
188	1.87000	165.038
189	1.88000	164.907
190	1.89000	164.786
191	1.90000	164.681
192	1.91000	164.554
193	1.92000	164.429
194	1.93000	164.315
195	1.94000	164.216
196	1.95000	164.141
197	1.96000	164.089
198	1.97000	164.066
199	1.98000	164.069
200	1.99000	164.091
201	2.00000	164.127
202	2.01000	164.169
203	2.02000	164.206
204	2.03000	164.230
205	2.04000	164.236
206	2.05000	164.221
207	2.06000	164.181
208	2.07000	164.118
209	2.08000	164.035
210	2.09000	163.929
211	2.10000	163.800
212	2.11000	163.649
213	2.12000	163.481
214	2.13000	163.299
215	2.14000	163.103
216	2.15000	162.895
217	2.16000	162.683
218	2.17000	162.463
219	2.18000	162.238
220	2.19000	162.007
221	2.20000	161.771
222	2.21000	161.540
223	2.22000	161.321
224	2.23000	161.121
225	2.24000	160.940
226	2.25000	160.776
227	2.26000	160.631
228	2.27000	160.500
229	2.28000	160.382
230	2.29000	160.274
231	2.30000	160.165
232	2.31000	160.049
233	2.32000	159.914
234	2.33000	159.755
235	2.34000	159.569
236	2.35000	159.345
237	2.36000	159.120
238	2.37000	158.904
239	2.38000	158.703
240	2.39000	158.520
241	2.40000	158.335
242	2.41000	158.121
243	2.42000	157.852
244	2.43000	157.456
245	2.44000	156.902
246	2.45000	156.171
247	2.46000	155.307
248	2.47000	154.319
249	2.48000	153.240
250	2.49000	152.106
251	2.50000	150.948
252	2.51000	149.800
253	2.52000	148.677
254	2.53000	147.546
255	2.54000	146.426
256	2.55000	145.308
257	2.56000	144.196
258	2.57000	143.083
259	2.58000	141.974
260	2.59000	140.881
261	2.60000	139.830
262	2.61000	138.861
263	2.62000	138.009
264	2.63000	137.305
265	2.64000	136.772
266	2.65000	136.408
267	2.66000	136.203
268	2.67000	136.144
269	2.68000	136.219
270	2.69000	136.414
271	2.70000	136.718
272	2.71000	137.119
273	2.72000	137.599
274	2.73000	138.143
275	2.74000	138.733
276	2.75000	139.354
277	2.76000	139.994
278	2.77000	140.655
279	2.78000	141.349
280	2.79000	142.094
281	2.80000	142.891
282	2.81000	143.729
283	2.82000	144.588
284	2.83000	145.450
285	2.84000	146.293
286	2.85000	147.094
287	2.86000	147.836
288	2.87000	148.506
289	2.88000	149.095
290	2.89000	149.602
291	2.90000	150.021
292	2.91000	150.340
293	2.92000	150.559
294	2.93000	150.681
295	2.94000	150.721
296	2.95000	150.697
297	2.96000	150.635
298	2.97000	150.558
299	2.98000	150.482
300	2.99000	150.425
301	3.00000	150.412
302	3.01000	150.446
303	3.02000	150.527
304	3.03000	150.644
305	3.04000	150.782
306	3.05000	150.931
307	3.06000	151.088
308	3.07000	151.251
309	3.08000	151.412
310	3.09000	151.567
311	3.10000	151.724
312	3.11000	151.878
313	3.12000	152.020
314	3.13000	152.136
315	3.14000	152.198
316	3.15000	152.194
317	3.16000	152.118
318	3.17000	151.975
319	3.18000	151.772
320	3.19000	151.524
321	3.20000	151.254
322	3.21000	150.986
323	3.22000	150.743
324	3.23000	150.543
325	3.24000	150.387
326	3.25000	150.273
327	3.26000	150.187
328	3.27000	150.125
329	3.28000	150.079
330	3.29000	150.048
331	3.30000	150.026
332	3.31000	150.010
333	3.32000	149.997
334	3.33000	149.991
335	3.34000	149.999
336	3.35000	150.020
337	3.36000	150.049
338	3.37000	150.086
339	3.38000	150.129
340	3.39000	150.173
341	3.40000	150.208
342	3.41000	150.226
343	3.42000	150.230
344	3.43000	150.230
345	3.44000	150.235
346	3.45000	150.260
347	3.46000	150.317
348	3.47000	150.413
349	3.48000	150.543
350	3.49000	150.695
351	3.50000	150.858
352	3.51000	151.012
353	3.52000	151.141
354	3.53000	151.228
355	3.54000	151.264
356	3.55000	151.259
357	3.56000	151.230
358	3.57000	151.193
359	3.58000	151.167
360	3.59000	151.164
361	3.60000	151.193
362	3.61000	151.253
363	3.62000	151.334
364	3.63000	151.421
365	3.64000	151.496
366	3.65000	151.543
367	3.66000	151.548
368	3.67000	151.501
369	3.68000	151.413
370	3.69000	151.295
371	3.70000	151.166
372	3.71000	151.049
373	3.72000	150.963
374	3.73000	150.916
375	3.74000	150.909
376	3.75000	150.927
377	3.76000	150.956
378	3.77000	150.987
379	3.78000	151.015
380	3.79000	151.031
381	3.80000	151.023
382	3.81000	150.981
383	3.82000	150.904
384	3.83000	150.791
385	3.84000	150.652
386	3.85000	150.501
387	3.86000	150.356
388	3.87000	150.231
389	3.88000	150.137
390	3.89000	150.073
391	3.90000	150.027
392	3.91000	149.983
393	3.92000	149.931
394	3.93000	149.868
395	3.94000	149.802
396	3.95000	149.750
397	3.96000	149.726
398	3.97000	149.739
399	3.98000	149.786
400	3.99000	149.858
401	4.00000	149.951
402	4.01000	150.052
403	4.02000	150.158
404	4.03000	150.271
405	4.04000	150.392
406	4.05000	150.520
407	4.06000	150.651
408	4.07000	150.784
409	4.08000	150.914
410	4.09000	151.038
411	4.10000	151.156
412	4.11000	151.272
413	4.12000	151.376
414	4.13000	151.453
415	4.14000	151.484
416	4.15000	151.467
417	4.16000	151.421
418	4.17000	151.384
419	4.18000	151.383
420	4.19000	151.433
421	4.20000	151.546
422	4.21000	151.722
423	4.22000	151.937
424	4.23000	152.149
425	4.24000	152.329
426	4.25000	152.468
427	4.26000	152.575
428	4.27000	152.663
429	4.28000	152.745
430	4.29000	152.826
431	4.30000	152.917
432	4.31000	153.020
433	4.32000	153.129
434	4.33000	153.234
435	4.34000	153.330
436	4.35000	153.411
437	4.36000	153.473
438	4.37000	153.524
439	4.38000	153.578
440	4.39000	153.651
441	4.40000	153.753
442	4.41000	153.887
443	4.42000	154.057
444	4.43000	154.258
445	4.44000	154.473
446	4.45000	154.686
447	4.46000	154.876
448	4.47000	155.038
449	4.48000	155.173
450	4.49000	155.288
451	4.50000	155.386
452	4.51000	155.482
453	4.52000	155.588
454	4.53000	155.712
455	4.54000	155.862
456	4.55000	156.038
457	4.56000	156.236
458	4.57000	156.453
459	4.58000	156.680
460	4.59000	156.903
461	4.60000	157.108
462	4.61000	157.292
463	4.62000	157.442
464	4.63000	157.558
465	4.64000	157.641
466	4.65000	157.696
467	4.66000	157.734
468	4.67000	157.767
469	4.68000	157.800
470	4.69000	157.830
471	4.70000	157.850
472	4.71000	157.866
473	4.72000	157.869
474	4.73000	157.860
475	4.74000	157.836
476	4.75000	157.800
477	4.76000	157.751
478	4.77000	157.695
479	4.78000	157.642
480	4.79000	157.597
481	4.80000	157.573
482	4.81000	157.577
483	4.82000	157.609
484	4.83000	157.663
485	4.84000	157.722
486	4.85000	157.765
487	4.86000	157.774
488	4.87000	157.749
489	4.88000	157.691
490	4.89000	157.610
491	4.90000	157.517
492	4.91000	157.422
493	4.92000	157.342
494	4.93000	157.284
495	4.94000	157.254
496	4.95000	157.256
497	4.96000	157.288
498	4.97000	157.347
499	4.98000	157.421
500	4.99000	157.495
501	5.00000	157.551
502	5.01000	157.580
503	5.02000	157.577
504	5.03000	157.548
505	5.04000	157.508
506	5.05000	157.470
507	5.06000	157.446
508	5.07000	157.445
509	5.08000	157.469
510	5.09000	157.511
511	5.10000	157.564
512	5.11000	157.616
513	5.12000	157.653
514	5.13000	157.673
515	5.14000	157.673
516	5.15000	157.646
517	5.16000	157.593
518	5.17000	157.520
519	5.18000	157.437
520	5.19000	157.359
521	5.20000	157.300
522	5.21000	157.272
523	5.22000	157.280
524	5.23000	157.323
525	5.24000	157.390
526	5.25000	157.460
527	5.26000	157.518
528	5.27000	157.550
529	5.28000	157.544
530	5.29000	157.503
531	5.30000	157.431
532	5.31000	157.343
533	5.32000	157.256
534	5.33000	157.183
535	5.34000	157.128
536	5.35000	157.089
537	5.36000	157.060
538	5.37000	157.030
539	5.38000	156.988
540	5.39000	156.931
541	5.40000	156.860
542	5.41000	156.784
543	5.42000	156.714
544	5.43000	156.665
545	5.44000	156.650
546	5.45000	156.680
547	5.46000	156.757
548	5.47000	156.877
549	5.48000	157.031
550	5.49000	157.201
551	5.50000	157.369
552	5.51000	157.516
553	5.52000	157.630
554	5.53000	157.719
555	5.54000	157.789
556	5.55000	157.854
557	5.56000	157.918
558	5.57000	157.983
559	5.58000	158.047
560	5.59000	158.102
561	5.60000	158.134
562	5.61000	158.135
563	5.62000	158.097
564	5.63000	158.023
565	5.64000	157.917
566	5.65000	157.782
567	5.66000	157.608
568	5.67000	157.375
569	5.68000	157.053
570	5.69000	156.593
571	5.70000	155.942
572	5.71000	155.060
573	5.72000	153.913
574	5.73000	152.515
575	5.74000	150.913
576	5.75000	149.171
577	5.76000	147.364
578	5.77000	145.551
579	5.78000	143.770
580	5.79000	142.032
581	5.80000	140.330
582	5.81000	138.649
583	5.82000	136.963
584	5.83000	135.253
585	5.84000	133.511
586	5.85000	131.740
587	5.86000	129.950
588	5.87000	128.153
589	5.88000	126.366
590	5.89000	124.612
591	5.90000	122.916
592	5.91000	121.305
593	5.92000	119.790
594	5.93000	118.374
595	5.94000	117.076
596	5.95000	115.899
597	5.96000	114.847
598	5.97000	113.940
599	5.98000	113.192
600	5.99000	112.621
601	6.00000	112.242
602	6.01000	112.069
603	6.02000	112.119
604	6.03000	112.427
605	6.04000	113.009
606	6.05000	113.960
607	6.06000	115.350
608	6.07000	117.178
609	6.08000	119.340
610	6.09000	121.726
611	6.10000	124.237
612	6.11000	126.727
613	6.12000	129.005
614	6.13000	130.905
615	6.14000	132.355
616	6.15000	133.486
617	6.16000	134.423
618	6.17000	135.259
619	6.18000	136.065
620	6.19000	136.945
621	6.20000	137.985
622	6.21000	139.158
623	6.22000	140.370
624	6.23000	141.528
625	6.24000	142.590
626	6.25000	143.571
627	6.26000	144.483
628	6.27000	145.334
629	6.28000	146.120
630	6.29000	146.853
631	6.30000	147.549
632	6.31000	148.221
633	6.32000	148.884
634	6.33000	149.545
635	6.34000	150.218
636	6.35000	150.918
637	6.36000	151.651
638	6.37000	152.410
639	6.38000	153.165
640	6.39000	153.905
641	6.40000	154.619
642	6.41000	155.304
643	6.42000	155.960
644	6.43000	156.585
645	6.44000	157.187
646	6.45000	157.771
647	6.46000	158.342
648	6.47000	158.899
649	6.48000	159.437
650	6.49000	159.953
651	6.50000	160.448
652	6.51000	160.924
653	6.52000	161.389
654	6.53000	161.841
655	6.54000	162.282
656	6.55000	162.699
657	6.56000	163.087
658	6.57000	163.432
659	6.58000	163.738
660	6.59000	163.999
661	6.60000	164.217
662	6.61000	164.392
663	6.62000	164.527
664	6.63000	164.626
665	6.64000	164.695
666	6.65000	164.734
667	6.66000	164.748
668	6.67000	164.737
669	6.68000	164.711
670	6.69000	164.675
671	6.70000	164.631
672	6.71000	164.582
673	6.72000	164.531
674	6.73000	164.480
675	6.74000	164.434
676	6.75000	164.389
677	6.76000	164.346
678	6.77000	164.307
679	6.78000	164.270
680	6.79000	164.239
681	6.80000	164.213
682	6.81000	164.189
683	6.82000	164.162
684	6.83000	164.125
685	6.84000	164.072
686	6.85000	163.997
687	6.86000	163.897
688	6.87000	163.774
689	6.88000	163.635
690	6.89000	163.485
691	6.90000	163.332
692	6.91000	163.180
693	6.92000	163.036
694	6.93000	162.902
695	6.94000	162.786
696	6.95000	162.688
697	6.96000	162.599
698	6.97000	162.510
699	6.98000	162.420
700	6.99000	162.319
701	7.00000	162.207
702	7.01000	162.083
703	7.02000	161.951
704	7.03000	161.814
705	7.04000	161.675
706	7.05000	161.535
707	7.06000	161.388
708	7.07000	161.225
709	7.08000	161.043
710	7.09000	160.836
711	7.10000	160.609
712	7.11000	160.369
713	7.12000	160.118
714	7.13000	159.859
715	7.14000	159.589
716	7.15000	159.308
717	7.16000	159.023
718	7.17000	158.734
719	7.18000	158.449
720	7.19000	158.173
721	7.20000	157.920
722	7.21000	157.694
723	7.22000	157.502
724	7.23000	157.355
725	7.24000	157.251
726	7.25000	157.190
727	7.26000	157.176
728	7.27000	157.209
729	7.28000	157.282
730	7.29000	157.380
731	7.30000	157.479
732	7.31000	157.551
733	7.32000	157.589
734	7.33000	157.589
735	7.34000	157.536
736	7.35000	157.433
737	7.36000	157.288
738	7.37000	157.103
739	7.38000	156.896
740	7.39000	156.679
741	7.40000	156.457
742	7.41000	156.227
743	7.42000	156.000
744	7.43000	155.766
745	7.44000	155.512
746	7.45000	155.244
747	7.46000	154.953
748	7.47000	154.658
749	7.48000	154.378
750	7.49000	154.126
751	7.50000	153.894
752	7.51000	153.674
753	7.52000	153.465
754	7.53000	153.255
755	7.54000	153.037
756	7.55000	152.816
757	7.56000	152.586
758	7.57000	152.352
759	7.58000	152.112
760	7.59000	151.857
761	7.60000	151.579
762	7.61000	151.283
763	7.62000	150.975
764	7.63000	150.652
765	7.64000	150.317
766	7.65000	149.971
767	7.66000	149.621
768	7.67000	149.272
769	7.68000	148.926
770	7.69000	148.575
771	7.70000	148.199
772	7.71000	147.777
773	7.72000	147.299
774	7.73000	146.784
775	7.74000	146.251
776	7.75000	145.712
777	7.76000	145.166
778	7.77000	144.605
779	7.78000	144.025
780	7.79000	143.423
781	7.80000	142.781
782	7.81000	142.086
783	7.82000	141.343
784	7.83000	140.567
785	7.84000	139.775
786	7.85000	138.970
787	7.86000	138.144
788	7.87000	137.285
789	7.88000	136.393
790	7.89000	135.487
791	7.90000	134.574
792	7.91000	133.666
793	7.92000	132.756
794	7.93000	131.838
795	7.94000	130.920
796	7.95000	130.011
797	7.96000	129.118
798	7.97000	128.233
799	7.98000	127.349
800	7.99000	126.465
801	8.00000	125.586
802	8.01000	124.726
803	8.02000	123.873
804	8.03000	123.019
805	8.04000	122.152
806	8.05000	121.283
807	8.06000	120.430
808	8.07000	119.599
809	8.08000	118.800
810	8.09000	118.028
811	8.10000	117.294
812	8.11000	116.601
813	8.12000	115.947
814	8.13000	115.323
815	8.14000	114.721
816	8.15000	114.139
817	8.16000	113.582
818	8.17000	113.051
819	8.18000	112.542
820	8.19000	112.056
821	8.20000	111.600
822	8.21000	111.179
823	8.22000	110.802
824	8.23000	110.471
825	8.24000	110.189
826	8.25000	109.954
827	8.26000	109.768
828	8.27000	109.637
829	8.28000	109.560
830	8.29000	109.532
831	8.30000	109.557
832	8.31000	109.631
833	8.32000	109.748
834	8.33000	109.902
835	8.34000	110.090
836	8.35000	110.308
837	8.36000	110.551
838	8.37000	110.814
839	8.38000	111.092
840	8.39000	111.372
841	8.40000	111.653
842	8.41000	111.930
843	8.42000	112.198
844	8.43000	112.452
845	8.44000	112.688
846	8.45000	112.907
847	8.46000	113.108
848	8.47000	113.268
849	8.48000	113.371
850	8.49000	113.419
851	8.50000	113.421
852	8.51000	113.393
853	8.52000	113.353
854	8.53000	113.321
855	8.54000	113.316
856	8.55000	113.359
857	8.56000	113.454
858	8.57000	113.584
859	8.58000	113.753
860	8.59000	113.977
861	8.60000	114.256
862	8.61000	114.585
863	8.62000	114.959
864	8.63000	115.370
865	8.64000	115.810
866	8.65000	116.257
867	8.66000	116.691
868	8.67000	117.104
869	8.68000	117.489
870	8.69000	117.846
871	8.70000	118.175
872	8.71000	118.481
873	8.72000	118.778
874	8.73000	119.079
875	8.74000	119.405
876	8.75000	119.778
877	8.76000	120.204
878	8.77000	120.695
879	8.78000	121.248
880	8.79000	121.859
881	8.80000	122.523
882	8.81000	123.235
883	8.82000	123.992
884	8.83000	124.787
885	8.84000	125.622
886	8.85000	126.492
887	8.86000	127.382
888	8.87000	128.283
889	8.88000	129.174
890	8.89000	130.037
891	8.90000	130.858
892	8.91000	131.634
893	8.92000	132.375
894	8.93000	133.092
895	8.94000	133.793
896	8.95000	134.492
897	8.96000	135.201
898	8.97000	135.926
899	8.98000	136.665
900	8.99000	137.407
901	9.00000	138.133
902	9.01000	138.804
903	9.02000	139.391
904	9.03000	139.875
905	9.04000	140.260
906	9.05000	140.568
907	9.06000	140.820
908	9.07000	141.045
909	9.08000	141.277
910	9.09000	141.549
911	9.10000	141.870
912	9.11000	142.228
913	9.12000	142.607
914	9.13000	143.003
915	9.14000	143.415
916	9.15000	143.836
917	9.16000	144.256
918	9.17000	144.663
919	9.18000	145.053
920	9.19000	145.428
921	9.20000	145.780
922	9.21000	146.110
923	9.22000	146.407
924	9.23000	146.677
925	9.24000	146.926
926	9.25000	147.154
927	9.26000	147.372
928	9.27000	147.578
929	9.28000	147.779
930	9.29000	147.978
931	9.30000	148.175
932	9.31000	148.374
933	9.32000	148.573
934	9.33000	148.780
935	9.34000	148.991
936	9.35000	149.207
937	9.36000	149.423
938	9.37000	149.635
939	9.38000	149.841
940	9.39000	150.039
941	9.40000	150.225
942	9.41000	150.397
943	9.42000	150.554
944	9.43000	150.689
945	9.44000	150.794
946	9.45000	150.875
947	9.46000	150.931
948	9.47000	150.967
949	9.48000	150.979
950	9.49000	150.968
951	9.50000	150.930
952	9.51000	150.870
953	9.52000	150.791
954	9.53000	150.686
955	9.54000	150.557
956	9.55000	150.410
957	9.56000	150.253
958	9.57000	150.087
959	9.58000	149.912
960	9.59000	149.720
961	9.60000	149.509
962	9.61000	149.282
963	9.62000	149.037
964	9.63000	148.776
965	9.64000	148.504
966	9.65000	148.218
967	9.66000	147.915
968	9.67000	147.586
969	9.68000	147.220
970	9.69000	146.812
971	9.70000	146.373
972	9.71000	145.915
973	9.72000	145.440
974	9.73000	144.941
975	9.74000	144.406
976	9.75000	143.823
977	9.76000	143.186
978	9.77000	142.501
979	9.78000	141.784
980	9.79000	141.054
981	9.80000	140.332
982	9.81000	139.620
983	9.82000	138.901
984	9.83000	138.148
985	9.84000	137.353
986	9.85000	136.520
987	9.86000	135.660
988	9.87000	134.779
989	9.88000	133.885
990	9.89000	132.978
991	9.90000	132.060
992	9.91000	131.120
993	9.92000	130.156
994	9.93000	129.171
995	9.94000	128.179
996	9.95000	127.188
997	9.96000	126.192
998	9.97000	125.189
999	9.98000	124.181
1000	9.99000	123.166
