NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:16:17
DATA_INCLUDED	Angular Acceleration
DATA_TYPES	HR_Angular_Acceleration

Frame	Time	HR_Angular_Acceleration	
267	2.66000	55.512
268	2.67000	65.600
269	2.68000	46.953
270	2.69000	42.593
271	2.70000	70.744
272	2.71000	81.877
273	2.72000	50.276
274	2.73000	69.607
275	2.74000	52.599
276	2.75000	32.857
277	2.76000	-22.688
278	2.77000	22.578
279	2.78000	-21.709
280	2.79000	-62.609
281	2.80000	-50.094
282	2.81000	-31.540
283	2.82000	-49.184
284	2.83000	14.609
285	2.84000	37.063
286	2.85000	95.097
287	2.86000	131.166
288	2.87000	163.653
289	2.88000	105.484
290	2.89000	99.662
291	2.90000	121.039
292	2.91000	138.365
293	2.92000	128.685
294	2.93000	179.072
295	2.94000	198.790
296	2.95000	255.736
297	2.96000	284.678
298	2.97000	294.333
299	2.98000	304.600
300	2.99000	311.731
301	3.00000	318.519
302	3.01000	306.689
303	3.02000	286.822
304	3.03000	295.731
305	3.04000	314.090
306	3.05000	322.840
307	3.06000	367.059
308	3.07000	439.279
309	3.08000	514.072
310	3.09000	612.869
311	3.10000	665.652
312	3.11000	666.589
313	3.12000	689.418
314	3.13000	610.282
315	3.14000	485.757
316	3.15000	294.401
317	3.16000	190.107
318	3.17000	136.866
319	3.18000	126.732
320	3.19000	194.726
321	3.20000	208.664
322	3.21000	220.234
323	3.22000	236.442
324	3.23000	144.532
325	3.24000	91.756
326	3.25000	11.828
327	3.26000	37.696
328	3.27000	134.668
329	3.28000	73.249
330	3.29000	91.780
331	3.30000	48.715
332	3.31000	33.857
333	3.32000	8.246
334	3.33000	-25.867
335	3.34000	8.468
336	3.35000	24.548
337	3.36000	71.193
338	3.37000	116.719
339	3.38000	47.045
340	3.39000	45.725
341	3.40000	-36.179
342	3.41000	-63.537
343	3.42000	-132.505
344	3.43000	-170.245
345	3.44000	-205.813
346	3.45000	-226.466
347	3.46000	-254.839
348	3.47000	-201.634
349	3.48000	-182.268
350	3.49000	-171.352
351	3.50000	-177.124
352	3.51000	-114.514
353	3.52000	-135.164
354	3.53000	-87.915
355	3.54000	-92.162
356	3.55000	-48.094
357	3.56000	-53.654
358	3.57000	-45.524
359	3.58000	-85.519
360	3.59000	-105.479
361	3.60000	-147.579
362	3.61000	-146.305
363	3.62000	-181.261
364	3.63000	-136.299
365	3.64000	-191.451
366	3.65000	-94.226
367	3.66000	-137.618
368	3.67000	-135.091
369	3.68000	-135.185
370	3.69000	-151.400
371	3.70000	-159.051
372	3.71000	-170.027
373	3.72000	-180.545
374	3.73000	-170.157
375	3.74000	-200.060
376	3.75000	-152.590
377	3.76000	-225.644
378	3.77000	-186.240
379	3.78000	-188.050
380	3.79000	-154.064
381	3.80000	-143.378
382	3.81000	-148.211
383	3.82000	-114.643
384	3.83000	-121.547
385	3.84000	-113.392
386	3.85000	-148.672
387	3.86000	-183.167
388	3.87000	-128.777
389	3.88000	-135.580
390	3.89000	-106.984
391	3.90000	-97.388
392	3.91000	-49.977
393	3.92000	22.017
394	3.93000	98.542
395	3.94000	184.697
396	3.95000	202.929
397	3.96000	251.922
398	3.97000	311.730
399	3.98000	327.062
400	3.99000	316.445
401	4.00000	348.688
402	4.01000	365.389
403	4.02000	372.413
404	4.03000	387.817
405	4.04000	389.975
406	4.05000	317.525
407	4.06000	370.674
408	4.07000	375.451
409	4.08000	434.196
410	4.09000	483.625
411	4.10000	612.113
412	4.11000	658.173
413	4.12000	716.412
414	4.13000	713.730
415	4.14000	737.366
416	4.15000	705.175
417	4.16000	721.745
418	4.17000	647.945
419	4.18000	607.277
420	4.19000	546.036
421	4.20000	490.296
422	4.21000	393.293
423	4.22000	358.135
424	4.23000	301.074
425	4.24000	277.434
426	4.25000	279.264
427	4.26000	267.565
428	4.27000	254.383
429	4.28000	277.856
430	4.29000	260.342
431	4.30000	230.334
432	4.31000	243.937
433	4.32000	262.337
434	4.33000	258.946
435	4.34000	232.002
436	4.35000	243.227
437	4.36000	203.749
438	4.37000	196.060
439	4.38000	180.895
440	4.39000	120.920
441	4.40000	109.380
442	4.41000	100.152
443	4.42000	22.163
444	4.43000	42.045
445	4.44000	71.858
446	4.45000	29.254
447	4.46000	90.688
448	4.47000	86.303
449	4.48000	64.360
450	4.49000	8.827
451	4.50000	-15.194
452	4.51000	-87.522
453	4.52000	-177.297
454	4.53000	-119.054
455	4.54000	-144.777
456	4.55000	-151.509
457	4.56000	-72.959
458	4.57000	-51.664
459	4.58000	-56.998
460	4.59000	-43.457
461	4.60000	-66.771
462	4.61000	-96.576
463	4.62000	-145.277
464	4.63000	-128.426
465	4.64000	-157.082
466	4.65000	-156.373
467	4.66000	-145.352
468	4.67000	-91.603
469	4.68000	-145.548
470	4.69000	-24.729
471	4.70000	-84.713
472	4.71000	-87.037
473	4.72000	-86.666
474	4.73000	-50.097
475	4.74000	-39.681
476	4.75000	-64.250
477	4.76000	-93.146
478	4.77000	-123.083
479	4.78000	-178.726
480	4.79000	-155.242
481	4.80000	-271.258
482	4.81000	-299.214
483	4.82000	-344.313
484	4.83000	-373.321
485	4.84000	-378.916
486	4.85000	-427.731
487	4.86000	-485.077
488	4.87000	-500.423
489	4.88000	-494.653
490	4.89000	-525.814
491	4.90000	-594.498
492	4.91000	-435.274
493	4.92000	-407.583
494	4.93000	-403.678
495	4.94000	-397.006
496	4.95000	-364.071
497	4.96000	-380.445
498	4.97000	-570.180
499	4.98000	-420.099
500	4.99000	-398.398
501	5.00000	-329.811
502	5.01000	-129.000
503	5.02000	-110.991
504	5.03000	-164.397
505	5.04000	-249.899
506	5.05000	-331.015
507	5.06000	-480.409
508	5.07000	-532.843
509	5.08000	-208.616
510	5.09000	-66.017
511	5.10000	144.935
512	5.11000	284.709
513	5.12000	358.635
514	5.13000	256.043
515	5.14000	109.166
516	5.15000	-58.305
517	5.16000	-168.231
518	5.17000	-194.317
519	5.18000	-197.878
520	5.19000	-214.590
521	5.20000	-191.990
522	5.21000	-147.625
523	5.22000	-142.734
524	5.23000	-140.910
525	5.24000	-135.050
526	5.25000	-121.198
527	5.26000	-96.283
528	5.27000	-95.655
529	5.28000	-64.376
530	5.29000	-46.509
531	5.30000	-8.640
532	5.31000	50.191
533	5.32000	68.386
534	5.33000	67.902
535	5.34000	41.384
536	5.35000	21.312
537	5.36000	13.990
538	5.37000	-12.828
539	5.38000	10.556
540	5.39000	31.260
541	5.40000	23.073
542	5.41000	-5.319
543	5.42000	-34.950
544	5.43000	-44.702
545	5.44000	-53.608
546	5.45000	-35.413
547	5.46000	-11.056
548	5.47000	-2.129
549	5.48000	36.370
550	5.49000	36.421
551	5.50000	5.965
552	5.51000	5.008
553	5.52000	-12.864
554	5.53000	9.471
555	5.54000	1.146
556	5.55000	17.052
557	5.56000	-1.087
558	5.57000	-13.573
559	5.58000	-34.295
560	5.59000	-58.366
561	5.60000	-82.124
562	5.61000	-67.791
563	5.62000	-95.756
564	5.63000	-101.084
565	5.64000	-90.359
566	5.65000	-63.901
567	5.66000	-51.261
568	5.67000	28.549
569	5.68000	61.758
570	5.69000	96.822
571	5.70000	40.644
572	5.71000	206.065
573	5.72000	163.183
574	5.73000	146.946
575	5.74000	120.595
576	5.75000	100.377
577	5.76000	100.521
578	5.77000	87.234
579	5.78000	10.579
580	5.79000	-60.126
581	5.80000	-164.129
582	5.81000	-84.417
583	5.82000	-174.296
584	5.83000	-143.579
585	5.84000	-152.813
586	5.85000	-142.339
587	5.86000	-126.034
588	5.87000	-178.322
589	5.88000	-238.295
590	5.89000	-309.585
591	5.90000	-384.145
592	5.91000	-423.762
593	5.92000	-438.495
594	5.93000	-392.034
595	5.94000	-421.330
596	5.95000	-472.253
597	5.96000	-437.143
598	5.97000	-608.614
599	5.98000	-564.529
600	5.99000	-534.708
601	6.00000	-459.897
602	6.01000	-451.107
603	6.02000	-484.944
604	6.03000	-468.764
605	6.04000	-454.661
606	6.05000	-477.075
607	6.06000	-442.492
608	6.07000	-614.395
609	6.08000	-540.939
610	6.09000	-584.423
611	6.10000	-583.933
612	6.11000	-506.403
613	6.12000	-261.753
614	6.13000	64.074
615	6.14000	275.335
616	6.15000	304.536
617	6.16000	234.345
618	6.17000	72.245
619	6.18000	-40.976
620	6.19000	-201.498
621	6.20000	-247.989
622	6.21000	-263.096
623	6.22000	-150.158
624	6.23000	-147.348
625	6.24000	-287.993
626	6.25000	-321.742
627	6.26000	-267.842
628	6.27000	-144.004
629	6.28000	-16.978
630	6.29000	124.005
631	6.30000	190.094
632	6.31000	109.647
633	6.32000	24.182
634	6.33000	-95.162
635	6.34000	-43.182
636	6.35000	73.955
637	6.36000	69.143
638	6.37000	-36.988
639	6.38000	-128.185
640	6.39000	-117.321
641	6.40000	-124.014
642	6.41000	-127.553
643	6.42000	-139.803
644	6.43000	-33.216
645	6.44000	184.577
646	6.45000	190.676
647	6.46000	280.162
648	6.47000	391.646
649	6.48000	327.177
650	6.49000	373.645
651	6.50000	397.970
652	6.51000	316.247
653	6.52000	255.974
654	6.53000	208.542
655	6.54000	167.991
656	6.55000	127.114
657	6.56000	279.096
658	6.57000	298.200
659	6.58000	157.387
660	6.59000	213.110
661	6.60000	186.537
662	6.61000	157.058
663	6.62000	201.446
664	6.63000	178.090
665	6.64000	181.197
666	6.65000	191.367
667	6.66000	172.734
668	6.67000	177.389
669	6.68000	150.737
670	6.69000	136.856
671	6.70000	101.277
672	6.71000	86.731
673	6.72000	114.983
674	6.73000	162.147
675	6.74000	253.234
676	6.75000	324.313
677	6.76000	362.118
678	6.77000	433.766
679	6.78000	414.377
680	6.79000	375.880
681	6.80000	344.392
682	6.81000	283.909
683	6.82000	250.904
684	6.83000	334.260
685	6.84000	362.753
686	6.85000	452.207
687	6.86000	400.639
688	6.87000	477.124
689	6.88000	420.350
690	6.89000	358.415
691	6.90000	284.328
692	6.91000	282.547
693	6.92000	266.917
694	6.93000	373.871
695	6.94000	395.655
696	6.95000	503.336
697	6.96000	501.895
698	6.97000	606.692
699	6.98000	538.991
700	6.99000	459.489
701	7.00000	385.171
702	7.01000	334.539
703	7.02000	208.362
704	7.03000	104.699
705	7.04000	-50.097
706	7.05000	-97.725
707	7.06000	-119.268
708	7.07000	-131.532
709	7.08000	-146.118
710	7.09000	-111.321
711	7.10000	-49.860
712	7.11000	-30.936
713	7.12000	-14.520
714	7.13000	-36.526
715	7.14000	-54.877
716	7.15000	-50.930
717	7.16000	-15.634
718	7.17000	-18.673
719	7.18000	-19.952
720	7.19000	4.582
721	7.20000	20.402
722	7.21000	25.204
723	7.22000	60.531
724	7.23000	53.353
725	7.24000	92.445
726	7.25000	91.475
727	7.26000	119.881
728	7.27000	97.107
729	7.28000	54.662
730	7.29000	40.442
731	7.30000	0.602
732	7.31000	-17.861
733	7.32000	-30.035
734	7.33000	-63.408
735	7.34000	-68.231
736	7.35000	-95.165
737	7.36000	-111.383
738	7.37000	-139.226
739	7.38000	-153.236
740	7.39000	-143.379
741	7.40000	-179.263
742	7.41000	-165.245
743	7.42000	-160.660
744	7.43000	-143.325
745	7.44000	-136.803
746	7.45000	-110.566
747	7.46000	-90.918
748	7.47000	-97.120
749	7.48000	-69.109
750	7.49000	-77.534
751	7.50000	-97.665
752	7.51000	-88.548
753	7.52000	-104.723
754	7.53000	-109.780
755	7.54000	-117.258
756	7.55000	-103.706
757	7.56000	-100.809
758	7.57000	-101.077
759	7.58000	-43.114
760	7.59000	-56.204
761	7.60000	-40.477
762	7.61000	20.140
763	7.62000	20.164
764	7.63000	19.668
765	7.64000	-5.010
766	7.65000	-29.601
767	7.66000	-97.176
768	7.67000	-98.652
769	7.68000	-92.447
770	7.69000	-117.735
771	7.70000	-90.210
772	7.71000	-51.387
773	7.72000	-31.614
774	7.73000	-0.837
775	7.74000	-16.124
776	7.75000	-3.923
777	7.76000	-41.705
778	7.77000	-30.979
779	7.78000	-41.626
780	7.79000	-48.624
781	7.80000	-79.450
782	7.81000	-106.457
783	7.82000	-91.248
784	7.83000	-91.338
785	7.84000	-97.385
786	7.85000	-79.481
787	7.86000	-94.636
788	7.87000	-80.034
789	7.88000	-62.111
790	7.89000	-89.578
791	7.90000	-112.011
792	7.91000	-128.121
793	7.92000	-141.009
794	7.93000	-190.291
795	7.94000	-213.348
796	7.95000	-233.178
797	7.96000	-221.285
798	7.97000	-236.671
799	7.98000	-214.946
800	7.99000	-223.183
801	8.00000	-209.537
802	8.01000	-190.620
803	8.02000	-187.737
804	8.03000	-165.892
805	8.04000	-142.086
806	8.05000	-107.984
807	8.06000	-28.594
808	8.07000	19.567
809	8.08000	107.473
810	8.09000	183.125
811	8.10000	255.987
812	8.11000	298.715
813	8.12000	294.746
814	8.13000	328.134
815	8.14000	314.581
816	8.15000	326.495
817	8.16000	373.508
818	8.17000	426.555
819	8.18000	448.246
820	8.19000	501.871
821	8.20000	530.465
822	8.21000	512.734
823	8.22000	468.345
824	8.23000	436.608
825	8.24000	379.197
826	8.25000	351.228
827	8.26000	331.621
828	8.27000	376.931
829	8.28000	416.756
830	8.29000	522.236
831	8.30000	587.949
832	8.31000	680.136
833	8.32000	663.362
834	8.33000	659.556
835	8.34000	579.852
836	8.35000	494.785
837	8.36000	382.726
838	8.37000	333.985
839	8.38000	286.236
840	8.39000	273.775
841	8.40000	220.671
842	8.41000	282.075
843	8.42000	206.673
844	8.43000	284.885
845	8.44000	235.083
846	8.45000	264.465
847	8.46000	276.712
848	8.47000	315.950
849	8.48000	376.480
850	8.49000	388.415
851	8.50000	364.458
852	8.51000	375.944
853	8.52000	328.077
854	8.53000	338.317
855	8.54000	293.233
856	8.55000	250.144
857	8.56000	219.874
858	8.57000	191.890
859	8.58000	170.590
860	8.59000	185.803
861	8.60000	127.842
862	8.61000	81.823
863	8.62000	107.604
864	8.63000	71.857
865	8.64000	83.360
866	8.65000	20.411
867	8.66000	-10.427
868	8.67000	-64.631
869	8.68000	-139.240
870	8.69000	-86.932
871	8.70000	-169.115
872	8.71000	-129.230
873	8.72000	-94.464
874	8.73000	-65.577
875	8.74000	-13.870
876	8.75000	5.983
877	8.76000	102.483
878	8.77000	105.880
879	8.78000	129.674
880	8.79000	143.104
881	8.80000	77.040
882	8.81000	54.852
883	8.82000	-48.351
884	8.83000	-136.227
885	8.84000	-261.934
886	8.85000	-352.312
887	8.86000	-346.579
888	8.87000	-396.061
889	8.88000	-384.569
890	8.89000	-438.732
891	8.90000	-485.733
892	8.91000	-529.697
893	8.92000	-593.163
894	8.93000	-639.409
895	8.94000	-669.998
896	8.95000	-662.400
897	8.96000	-709.319
898	8.97000	-546.048
899	8.98000	-416.822
900	8.99000	-423.978
901	9.00000	-422.846
902	9.01000	-409.838
903	9.02000	-475.842
904	9.03000	-509.830
905	9.04000	-538.752
906	9.05000	-584.354
907	9.06000	-599.216
908	9.07000	-412.335
909	9.08000	-245.864
910	9.09000	-241.004
911	9.10000	-134.266
912	9.11000	-1.618
913	9.12000	48.270
914	9.13000	-133.950
915	9.14000	-101.526
916	9.15000	-139.479
917	9.16000	-95.066
918	9.17000	-61.330
919	9.18000	-49.840
920	9.19000	-90.359
921	9.20000	-70.181
922	9.21000	-46.313
923	9.22000	-129.029
924	9.23000	-286.598
925	9.24000	-239.128
926	9.25000	-221.168
927	9.26000	-99.262
928	9.27000	-41.107
929	9.28000	-207.488
930	9.29000	-480.720
931	9.30000	-640.544
932	9.31000	-456.739
933	9.32000	-99.934
934	9.33000	227.530
935	9.34000	399.101
936	9.35000	619.458
937	9.36000	756.581
938	9.37000	696.842
939	9.38000	343.692
940	9.39000	-142.237
941	9.40000	-435.999
942	9.41000	-364.615
943	9.42000	-227.156
944	9.43000	-232.735
945	9.44000	-207.411
946	9.45000	-130.368
947	9.46000	-47.621
948	9.47000	61.975
949	9.48000	107.695
950	9.49000	66.985
951	9.50000	24.443
952	9.51000	40.571
953	9.52000	36.834
954	9.53000	-3.564
955	9.54000	-19.719
956	9.55000	-12.363
957	9.56000	2.608
958	9.57000	58.941
959	9.58000	54.988
960	9.59000	61.728
961	9.60000	46.436
962	9.61000	47.109
963	9.62000	38.508
964	9.63000	36.452
965	9.64000	11.145
966	9.65000	23.522
967	9.66000	7.416
968	9.67000	12.498
969	9.68000	-29.514
970	9.69000	-68.344
971	9.70000	-118.958
972	9.71000	-109.591
973	9.72000	-95.784
974	9.73000	-84.995
975	9.74000	-50.493
976	9.75000	10.869
977	9.76000	36.874
978	9.77000	87.109
979	9.78000	73.049
980	9.79000	48.543
981	9.80000	51.352
982	9.81000	95.206
983	9.82000	-65.667
984	9.83000	-91.058
985	9.84000	-87.406
986	9.85000	-79.521
987	9.86000	-92.264
988	9.87000	-68.535
989	9.88000	-56.783
990	9.89000	-4.734
991	9.90000	55.617
992	9.91000	100.985
993	9.92000	-14.544
994	9.93000	72.188
995	9.94000	73.694
996	9.95000	64.984
997	9.96000	46.059
998	9.97000	16.919
999	9.98000	-22.436
1000	9.99000	0.000
