NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:16:51
DATA_INCLUDED	Angle
DATA_TYPES	KR_Angle

Frame	Time	KR_Angle	
140	1.39000	167.075
141	1.40000	167.067
142	1.41000	167.062
143	1.42000	167.059
144	1.43000	167.059
145	1.44000	167.059
146	1.45000	167.057
147	1.46000	167.055
148	1.47000	167.048
149	1.48000	167.038
150	1.49000	167.025
151	1.50000	167.005
152	1.51000	166.975
153	1.52000	166.935
154	1.53000	166.889
155	1.54000	166.845
156	1.55000	166.796
157	1.56000	166.744
158	1.57000	166.688
159	1.58000	166.634
160	1.59000	166.585
161	1.60000	166.541
162	1.61000	166.514
163	1.62000	166.485
164	1.63000	166.461
165	1.64000	166.420
166	1.65000	166.363
167	1.66000	166.304
168	1.67000	166.240
169	1.68000	166.169
170	1.69000	166.099
171	1.70000	166.035
172	1.71000	166.005
173	1.72000	165.863
174	1.73000	165.789
175	1.74000	165.755
176	1.75000	165.807
177	1.76000	165.898
178	1.77000	165.880
179	1.78000	165.893
180	1.79000	165.934
181	1.80000	165.979
182	1.81000	166.011
183	1.82000	165.953
184	1.83000	165.991
185	1.84000	166.042
186	1.85000	166.106
187	1.86000	166.097
188	1.87000	165.955
189	1.88000	165.896
190	1.89000	165.765
191	1.90000	165.587
192	1.91000	165.321
193	1.92000	164.985
194	1.93000	164.613
195	1.94000	164.223
196	1.95000	163.848
197	1.96000	163.512
198	1.97000	163.236
199	1.98000	163.036
200	1.99000	162.825
201	2.00000	162.630
202	2.01000	162.396
203	2.02000	162.147
204	2.03000	161.894
205	2.04000	161.622
206	2.05000	161.346
207	2.06000	161.059
208	2.07000	160.762
209	2.08000	160.456
210	2.09000	160.150
211	2.10000	159.843
212	2.11000	159.527
213	2.12000	159.181
214	2.13000	158.800
215	2.14000	158.373
216	2.15000	157.919
217	2.16000	157.446
218	2.17000	156.969
219	2.18000	156.499
220	2.19000	156.042
221	2.20000	155.587
222	2.21000	155.115
223	2.22000	154.624
224	2.23000	154.125
225	2.24000	153.626
226	2.25000	153.138
227	2.26000	152.650
228	2.27000	152.144
229	2.28000	151.612
230	2.29000	151.043
231	2.30000	150.441
232	2.31000	149.799
233	2.32000	149.110
234	2.33000	148.373
235	2.34000	147.598
236	2.35000	146.810
237	2.36000	146.021
238	2.37000	145.230
239	2.38000	144.435
240	2.39000	143.617
241	2.40000	142.753
242	2.41000	141.825
243	2.42000	140.840
244	2.43000	139.817
245	2.44000	138.782
246	2.45000	137.764
247	2.46000	136.760
248	2.47000	135.750
249	2.48000	134.712
250	2.49000	133.638
251	2.50000	132.536
252	2.51000	131.431
253	2.52000	130.342
254	2.53000	129.281
255	2.54000	128.244
256	2.55000	127.232
257	2.56000	126.216
258	2.57000	125.194
259	2.58000	124.177
260	2.59000	123.179
261	2.60000	122.201
262	2.61000	121.237
263	2.62000	120.278
264	2.63000	119.326
265	2.64000	118.386
266	2.65000	117.475
267	2.66000	116.579
268	2.67000	115.702
269	2.68000	114.843
270	2.69000	113.992
271	2.70000	113.141
272	2.71000	112.290
273	2.72000	111.442
274	2.73000	110.596
275	2.74000	109.755
276	2.75000	108.926
277	2.76000	108.102
278	2.77000	107.284
279	2.78000	106.483
280	2.79000	105.698
281	2.80000	104.929
282	2.81000	104.180
283	2.82000	103.454
284	2.83000	102.743
285	2.84000	102.051
286	2.85000	101.377
287	2.86000	100.718
288	2.87000	100.077
289	2.88000	99.454
290	2.89000	98.846
291	2.90000	98.250
292	2.91000	97.672
293	2.92000	97.110
294	2.93000	96.563
295	2.94000	96.033
296	2.95000	95.515
297	2.96000	95.007
298	2.97000	94.508
299	2.98000	94.017
300	2.99000	93.536
301	3.00000	93.064
302	3.01000	92.613
303	3.02000	92.179
304	3.03000	91.757
305	3.04000	91.346
306	3.05000	90.946
307	3.06000	90.562
308	3.07000	90.199
309	3.08000	89.865
310	3.09000	89.571
311	3.10000	89.330
312	3.11000	89.155
313	3.12000	89.052
314	3.13000	89.025
315	3.14000	89.079
316	3.15000	89.207
317	3.16000	89.398
318	3.17000	89.628
319	3.18000	89.871
320	3.19000	90.104
321	3.20000	90.310
322	3.21000	90.480
323	3.22000	90.610
324	3.23000	90.704
325	3.24000	90.771
326	3.25000	90.824
327	3.26000	90.865
328	3.27000	90.890
329	3.28000	90.886
330	3.29000	90.842
331	3.30000	90.747
332	3.31000	90.598
333	3.32000	90.396
334	3.33000	90.158
335	3.34000	89.905
336	3.35000	89.663
337	3.36000	89.446
338	3.37000	89.264
339	3.38000	89.117
340	3.39000	89.007
341	3.40000	88.925
342	3.41000	88.864
343	3.42000	88.820
344	3.43000	88.790
345	3.44000	88.770
346	3.45000	88.758
347	3.46000	88.746
348	3.47000	88.729
349	3.48000	88.710
350	3.49000	88.686
351	3.50000	88.658
352	3.51000	88.621
353	3.52000	88.581
354	3.53000	88.537
355	3.54000	88.496
356	3.55000	88.459
357	3.56000	88.432
358	3.57000	88.416
359	3.58000	88.412
360	3.59000	88.420
361	3.60000	88.438
362	3.61000	88.461
363	3.62000	88.489
364	3.63000	88.519
365	3.64000	88.552
366	3.65000	88.581
367	3.66000	88.614
368	3.67000	88.646
369	3.68000	88.678
370	3.69000	88.709
371	3.70000	88.738
372	3.71000	88.768
373	3.72000	88.799
374	3.73000	88.829
375	3.74000	88.857
376	3.75000	88.879
377	3.76000	88.897
378	3.77000	88.907
379	3.78000	88.909
380	3.79000	88.904
381	3.80000	88.893
382	3.81000	88.881
383	3.82000	88.870
384	3.83000	88.860
385	3.84000	88.850
386	3.85000	88.844
387	3.86000	88.840
388	3.87000	88.837
389	3.88000	88.838
390	3.89000	88.836
391	3.90000	88.832
392	3.91000	88.824
393	3.92000	88.810
394	3.93000	88.792
395	3.94000	88.774
396	3.95000	88.762
397	3.96000	88.762
398	3.97000	88.782
399	3.98000	88.827
400	3.99000	88.888
401	4.00000	88.971
402	4.01000	89.073
403	4.02000	89.195
404	4.03000	89.333
405	4.04000	89.480
406	4.05000	89.625
407	4.06000	89.762
408	4.07000	89.892
409	4.08000	90.011
410	4.09000	90.121
411	4.10000	90.225
412	4.11000	90.336
413	4.12000	90.459
414	4.13000	90.601
415	4.14000	90.760
416	4.15000	90.934
417	4.16000	91.127
418	4.17000	91.346
419	4.18000	91.592
420	4.19000	91.869
421	4.20000	92.171
422	4.21000	92.508
423	4.22000	92.874
424	4.23000	93.268
425	4.24000	93.686
426	4.25000	94.124
427	4.26000	94.587
428	4.27000	95.073
429	4.28000	95.585
430	4.29000	96.126
431	4.30000	96.690
432	4.31000	97.284
433	4.32000	97.910
434	4.33000	98.575
435	4.34000	99.270
436	4.35000	99.993
437	4.36000	100.744
438	4.37000	101.518
439	4.38000	102.316
440	4.39000	103.135
441	4.40000	103.970
442	4.41000	104.822
443	4.42000	105.696
444	4.43000	106.596
445	4.44000	107.513
446	4.45000	108.451
447	4.46000	109.408
448	4.47000	110.389
449	4.48000	111.392
450	4.49000	112.416
451	4.50000	113.458
452	4.51000	114.519
453	4.52000	115.595
454	4.53000	116.686
455	4.54000	117.786
456	4.55000	118.891
457	4.56000	119.997
458	4.57000	121.100
459	4.58000	122.205
460	4.59000	123.306
461	4.60000	124.412
462	4.61000	125.527
463	4.62000	126.652
464	4.63000	127.785
465	4.64000	128.923
466	4.65000	130.067
467	4.66000	131.212
468	4.67000	132.358
469	4.68000	133.504
470	4.69000	134.649
471	4.70000	135.796
472	4.71000	136.945
473	4.72000	138.096
474	4.73000	139.251
475	4.74000	140.409
476	4.75000	141.575
477	4.76000	142.745
478	4.77000	143.917
479	4.78000	145.088
480	4.79000	146.253
481	4.80000	147.404
482	4.81000	148.532
483	4.82000	149.634
484	4.83000	150.703
485	4.84000	151.738
486	4.85000	152.740
487	4.86000	153.706
488	4.87000	154.629
489	4.88000	155.506
490	4.89000	156.332
491	4.90000	157.104
492	4.91000	157.804
493	4.92000	158.468
494	4.93000	159.102
495	4.94000	159.706
496	4.95000	160.280
497	4.96000	160.820
498	4.97000	161.334
499	4.98000	161.785
500	4.99000	162.174
501	5.00000	162.499
502	5.01000	162.764
503	5.02000	163.009
504	5.03000	163.231
505	5.04000	163.426
506	5.05000	163.594
507	5.06000	163.735
508	5.07000	163.852
509	5.08000	163.921
510	5.09000	163.966
511	5.10000	163.998
512	5.11000	164.033
513	5.12000	164.083
514	5.13000	164.156
515	5.14000	164.247
516	5.15000	164.347
517	5.16000	164.447
518	5.17000	164.539
519	5.18000	164.619
520	5.19000	164.687
521	5.20000	164.738
522	5.21000	164.777
523	5.22000	164.807
524	5.23000	164.830
525	5.24000	164.846
526	5.25000	164.855
527	5.26000	164.858
528	5.27000	164.854
529	5.28000	164.844
530	5.29000	164.829
531	5.30000	164.810
532	5.31000	164.790
533	5.32000	164.771
534	5.33000	164.754
535	5.34000	164.738
536	5.35000	164.720
537	5.36000	164.699
538	5.37000	164.678
539	5.38000	164.658
540	5.39000	164.642
541	5.40000	164.634
542	5.41000	164.633
543	5.42000	164.636
544	5.43000	164.639
545	5.44000	164.641
546	5.45000	164.640
547	5.46000	164.639
548	5.47000	164.640
549	5.48000	164.643
550	5.49000	164.651
551	5.50000	164.660
552	5.51000	164.668
553	5.52000	164.672
554	5.53000	164.672
555	5.54000	164.670
556	5.55000	164.667
557	5.56000	164.665
558	5.57000	164.664
559	5.58000	164.661
560	5.59000	164.655
561	5.60000	164.641
562	5.61000	164.614
563	5.62000	164.577
564	5.63000	164.525
565	5.64000	164.456
566	5.65000	164.374
567	5.66000	164.283
568	5.67000	164.186
569	5.68000	164.093
570	5.69000	164.008
571	5.70000	163.934
572	5.71000	163.855
573	5.72000	163.810
574	5.73000	163.789
575	5.74000	163.790
576	5.75000	163.809
577	5.76000	163.841
578	5.77000	163.883
579	5.78000	163.931
580	5.79000	163.973
581	5.80000	163.995
582	5.81000	163.983
583	5.82000	163.964
584	5.83000	163.918
585	5.84000	163.854
586	5.85000	163.772
587	5.86000	163.677
588	5.87000	163.580
589	5.88000	163.481
590	5.89000	163.380
591	5.90000	163.268
592	5.91000	163.143
593	5.92000	163.001
594	5.93000	162.839
595	5.94000	162.665
596	5.95000	162.471
597	5.96000	162.260
598	5.97000	162.049
599	5.98000	161.808
600	5.99000	161.546
601	6.00000	161.264
602	6.01000	160.975
603	6.02000	160.669
604	6.03000	160.335
605	6.04000	159.969
606	6.05000	159.579
607	6.06000	159.164
608	6.07000	158.738
609	6.08000	158.261
610	6.09000	157.740
611	6.10000	157.151
612	6.11000	156.495
613	6.12000	155.774
614	6.13000	155.016
615	6.14000	154.271
616	6.15000	153.564
617	6.16000	152.890
618	6.17000	152.249
619	6.18000	151.614
620	6.19000	150.973
621	6.20000	150.305
622	6.21000	149.617
623	6.22000	148.913
624	6.23000	148.199
625	6.24000	147.468
626	6.25000	146.682
627	6.26000	145.835
628	6.27000	144.942
629	6.28000	144.027
630	6.29000	143.116
631	6.30000	142.231
632	6.31000	141.379
633	6.32000	140.540
634	6.33000	139.695
635	6.34000	138.828
636	6.35000	137.938
637	6.36000	137.037
638	6.37000	136.131
639	6.38000	135.205
640	6.39000	134.252
641	6.40000	133.271
642	6.41000	132.261
643	6.42000	131.231
644	6.43000	130.180
645	6.44000	129.111
646	6.45000	128.036
647	6.46000	126.944
648	6.47000	125.843
649	6.48000	124.738
650	6.49000	123.624
651	6.50000	122.516
652	6.51000	121.430
653	6.52000	120.370
654	6.53000	119.322
655	6.54000	118.281
656	6.55000	117.246
657	6.56000	116.210
658	6.57000	115.189
659	6.58000	114.186
660	6.59000	113.184
661	6.60000	112.195
662	6.61000	111.224
663	6.62000	110.267
664	6.63000	109.327
665	6.64000	108.404
666	6.65000	107.500
667	6.66000	106.611
668	6.67000	105.735
669	6.68000	104.875
670	6.69000	104.029
671	6.70000	103.199
672	6.71000	102.383
673	6.72000	101.577
674	6.73000	100.779
675	6.74000	99.987
676	6.75000	99.208
677	6.76000	98.444
678	6.77000	97.698
679	6.78000	96.974
680	6.79000	96.270
681	6.80000	95.587
682	6.81000	94.925
683	6.82000	94.283
684	6.83000	93.658
685	6.84000	93.054
686	6.85000	92.475
687	6.86000	91.926
688	6.87000	91.403
689	6.88000	90.910
690	6.89000	90.443
691	6.90000	89.999
692	6.91000	89.576
693	6.92000	89.177
694	6.93000	88.804
695	6.94000	88.463
696	6.95000	88.165
697	6.96000	87.918
698	6.97000	87.730
699	6.98000	87.613
700	6.99000	87.564
701	7.00000	87.578
702	7.01000	87.646
703	7.02000	87.753
704	7.03000	87.881
705	7.04000	88.011
706	7.05000	88.119
707	7.06000	88.196
708	7.07000	88.236
709	7.08000	88.238
710	7.09000	88.200
711	7.10000	88.128
712	7.11000	88.029
713	7.12000	87.908
714	7.13000	87.775
715	7.14000	87.632
716	7.15000	87.484
717	7.16000	87.338
718	7.17000	87.199
719	7.18000	87.071
720	7.19000	86.953
721	7.20000	86.844
722	7.21000	86.745
723	7.22000	86.651
724	7.23000	86.560
725	7.24000	86.467
726	7.25000	86.375
727	7.26000	86.283
728	7.27000	86.194
729	7.28000	86.110
730	7.29000	86.027
731	7.30000	85.947
732	7.31000	85.865
733	7.32000	85.779
734	7.33000	85.688
735	7.34000	85.589
736	7.35000	85.487
737	7.36000	85.381
738	7.37000	85.275
739	7.38000	85.172
740	7.39000	85.074
741	7.40000	84.987
742	7.41000	84.907
743	7.42000	84.839
744	7.43000	84.781
745	7.44000	84.735
746	7.45000	84.699
747	7.46000	84.674
748	7.47000	84.656
749	7.48000	84.647
750	7.49000	84.648
751	7.50000	84.659
752	7.51000	84.672
753	7.52000	84.692
754	7.53000	84.717
755	7.54000	84.745
756	7.55000	84.774
757	7.56000	84.804
758	7.57000	84.832
759	7.58000	84.861
760	7.59000	84.892
761	7.60000	84.924
762	7.61000	84.954
763	7.62000	84.989
764	7.63000	85.031
765	7.64000	85.078
766	7.65000	85.130
767	7.66000	85.187
768	7.67000	85.244
769	7.68000	85.299
770	7.69000	85.350
771	7.70000	85.393
772	7.71000	85.426
773	7.72000	85.451
774	7.73000	85.469
775	7.74000	85.480
776	7.75000	85.488
777	7.76000	85.496
778	7.77000	85.504
779	7.78000	85.511
780	7.79000	85.516
781	7.80000	85.518
782	7.81000	85.516
783	7.82000	85.509
784	7.83000	85.497
785	7.84000	85.485
786	7.85000	85.476
787	7.86000	85.474
788	7.87000	85.478
789	7.88000	85.489
790	7.89000	85.510
791	7.90000	85.538
792	7.91000	85.573
793	7.92000	85.613
794	7.93000	85.656
795	7.94000	85.699
796	7.95000	85.740
797	7.96000	85.779
798	7.97000	85.816
799	7.98000	85.854
800	7.99000	85.894
801	8.00000	85.936
802	8.01000	85.978
803	8.02000	86.021
804	8.03000	86.062
805	8.04000	86.101
806	8.05000	86.138
807	8.06000	86.170
808	8.07000	86.202
809	8.08000	86.234
810	8.09000	86.270
811	8.10000	86.310
812	8.11000	86.359
813	8.12000	86.415
814	8.13000	86.480
815	8.14000	86.555
816	8.15000	86.643
817	8.16000	86.745
818	8.17000	86.869
819	8.18000	87.011
820	8.19000	87.170
821	8.20000	87.344
822	8.21000	87.531
823	8.22000	87.721
824	8.23000	87.908
825	8.24000	88.088
826	8.25000	88.263
827	8.26000	88.434
828	8.27000	88.601
829	8.28000	88.762
830	8.29000	88.923
831	8.30000	89.092
832	8.31000	89.272
833	8.32000	89.475
834	8.33000	89.709
835	8.34000	89.980
836	8.35000	90.293
837	8.36000	90.650
838	8.37000	91.049
839	8.38000	91.492
840	8.39000	91.975
841	8.40000	92.497
842	8.41000	93.054
843	8.42000	93.651
844	8.43000	94.285
845	8.44000	94.954
846	8.45000	95.656
847	8.46000	96.392
848	8.47000	97.160
849	8.48000	97.961
850	8.49000	98.796
851	8.50000	99.666
852	8.51000	100.574
853	8.52000	101.520
854	8.53000	102.506
855	8.54000	103.534
856	8.55000	104.605
857	8.56000	105.718
858	8.57000	106.875
859	8.58000	108.073
860	8.59000	109.307
861	8.60000	110.578
862	8.61000	111.878
863	8.62000	113.194
864	8.63000	114.526
865	8.64000	115.867
866	8.65000	117.213
867	8.66000	118.564
868	8.67000	119.922
869	8.68000	121.282
870	8.69000	122.638
871	8.70000	123.998
872	8.71000	125.347
873	8.72000	126.690
874	8.73000	128.028
875	8.74000	129.358
876	8.75000	130.685
877	8.76000	132.013
878	8.77000	133.346
879	8.78000	134.685
880	8.79000	136.036
881	8.80000	137.401
882	8.81000	138.780
883	8.82000	140.171
884	8.83000	141.568
885	8.84000	142.958
886	8.85000	144.333
887	8.86000	145.686
888	8.87000	147.013
889	8.88000	148.313
890	8.89000	149.587
891	8.90000	150.829
892	8.91000	152.030
893	8.92000	153.175
894	8.93000	154.251
895	8.94000	155.247
896	8.95000	156.157
897	8.96000	156.988
898	8.97000	157.735
899	8.98000	158.432
900	8.99000	159.090
901	9.00000	159.706
902	9.01000	160.282
903	9.02000	160.814
904	9.03000	161.290
905	9.04000	161.708
906	9.05000	162.066
907	9.06000	162.360
908	9.07000	162.595
909	9.08000	162.800
910	9.09000	162.986
911	9.10000	163.149
912	9.11000	163.301
913	9.12000	163.457
914	9.13000	163.624
915	9.14000	163.776
916	9.15000	163.920
917	9.16000	164.054
918	9.17000	164.190
919	9.18000	164.331
920	9.19000	164.480
921	9.20000	164.636
922	9.21000	164.802
923	9.22000	164.984
924	9.23000	165.173
925	9.24000	165.338
926	9.25000	165.488
927	9.26000	165.621
928	9.27000	165.745
929	9.28000	165.861
930	9.29000	165.957
931	9.30000	166.015
932	9.31000	166.023
933	9.32000	165.995
934	9.33000	165.954
935	9.34000	165.920
936	9.35000	165.905
937	9.36000	165.926
938	9.37000	165.996
939	9.38000	166.113
940	9.39000	166.257
941	9.40000	166.395
942	9.41000	166.508
943	9.42000	166.602
944	9.43000	166.681
945	9.44000	166.747
946	9.45000	166.798
947	9.46000	166.839
948	9.47000	166.877
949	9.48000	166.920
950	9.49000	166.968
951	9.50000	167.016
952	9.51000	167.061
953	9.52000	167.098
954	9.53000	167.127
955	9.54000	167.145
956	9.55000	167.149
957	9.56000	167.142
958	9.57000	167.123
959	9.58000	167.102
960	9.59000	167.079
961	9.60000	167.059
962	9.61000	167.042
963	9.62000	167.030
964	9.63000	167.026
965	9.64000	167.032
966	9.65000	167.044
967	9.66000	167.063
968	9.67000	167.085
969	9.68000	167.110
970	9.69000	167.132
971	9.70000	167.151
972	9.71000	167.163
973	9.72000	167.168
974	9.73000	167.169
975	9.74000	167.168
976	9.75000	167.166
977	9.76000	167.166
978	9.77000	167.168
979	9.78000	167.175
980	9.79000	167.186
981	9.80000	167.196
982	9.81000	167.207
983	9.82000	167.216
984	9.83000	167.224
985	9.84000	167.228
986	9.85000	167.226
987	9.86000	167.218
988	9.87000	167.205
989	9.88000	167.188
990	9.89000	167.167
991	9.90000	167.144
992	9.91000	167.124
993	9.92000	167.110
994	9.93000	167.102
995	9.94000	167.104
996	9.95000	167.113
997	9.96000	167.128
998	9.97000	167.150
999	9.98000	167.179
1000	9.99000	167.215
